"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1993","Stratum_1"," [kg*km2/km2]",6066934.44309768,2421835.50631467,0.399186035225744
"1","1994","Stratum_1"," [kg*km2/km2]",2378077.02126982,1334341.08012547,0.561100867714105
"1","1995","Stratum_1"," [kg*km2/km2]",49621236.4414915,14012075.3696551,0.282380617141147
"1","1996","Stratum_1"," [kg*km2/km2]",9009579.22533955,4334806.42669787,0.481133060521425
"1","1997","Stratum_1"," [kg*km2/km2]",4054190.30885107,2937469.51680297,0.724551462320336
"1","1998","Stratum_1"," [kg*km2/km2]",6194002.02253278,5968718.74257936,0.963628801034633
"1","1999","Stratum_1"," [kg*km2/km2]",108311325.840834,74561675.3342529,0.688401464532185
"1","2000","Stratum_1"," [kg*km2/km2]",291345803.368104,200091900.535598,0.686784907221711
"1","2001","Stratum_1"," [kg*km2/km2]",16156653.4481683,8621159.11758289,0.533598071236731
"1","2002","Stratum_1"," [kg*km2/km2]",6627973.09058686,7157755.74451148,1.07993132239433
"1","2003","Stratum_1"," [kg*km2/km2]",198609417.49663,57105354.5862217,0.287525915467683
"1","2004","Stratum_1"," [kg*km2/km2]",803690141.712741,197029347.972173,0.245155860133216
"1","2005","Stratum_1"," [kg*km2/km2]",991817845.555189,224118865.415606,0.225967768597823
"1","2006","Stratum_1"," [kg*km2/km2]",898565218.173825,398167519.412746,0.443114769367493
"1","2007","Stratum_1"," [kg*km2/km2]",550806965.535254,177659795.655925,0.322544569644797
"1","2008","Stratum_1"," [kg*km2/km2]",213169737.098875,38700882.7248348,0.18154961042563
"1","2009","Stratum_1"," [kg*km2/km2]",792079164.133076,257284453.835152,0.324821640923666
"1","2010","Stratum_1"," [kg*km2/km2]",525515404.241768,139055933.136387,0.26460867181814
"1","2011","Stratum_1"," [kg*km2/km2]",797682512.368694,149818998.329504,0.187817829783708
"1","2012","Stratum_1"," [kg*km2/km2]",921871805.948808,236100201.176446,0.25610958015301
"1","2013","Stratum_1"," [kg*km2/km2]",474930545.302189,69385917.3688717,0.14609697787436
"1","2014","Stratum_1"," [kg*km2/km2]",592171142.20812,100745948.520234,0.170129784009006
"1","2015","Stratum_1"," [kg*km2/km2]",165170772.79633,46036615.2405781,0.278721316496746
"1","2016","Stratum_1"," [kg*km2/km2]",365384186.510939,109035154.725682,0.298412352671474
"1","2017","Stratum_1"," [kg*km2/km2]",91412463.8421063,21607287.9872304,0.236371355492091
"1","2018","Stratum_1"," [kg*km2/km2]",39015450.721892,11728919.3045781,0.300622422336823
"1","2019","Stratum_1"," [kg*km2/km2]",8804033.54875056,2877311.24193625,0.326817387280922
"1","2020","Stratum_1"," [kg*km2/km2]",4343081.60824288,4857219.72726115,1.11838094822867
"1","2021","Stratum_1"," [kg*km2/km2]",5141771.78479417,2966431.23232958,0.576927828866744
