"","state","county","year","new_location","lon","lat","londdmm","latddmm"
"25879","VA",810,2003,"BRAVO TOWER",-75.25,36.25,7515,3615
"25326","VA",810,2021,"TRIPLE ZEROS",-74.8333333333333,36.25,7450,3615
"25331","VA",1,2004,"TRIPLE ZEROS",-74.8333333333333,36.25,7450,3615
"25443","VA",810,2005,"TRIPLE ZEROS",-74.8333333333333,36.25,7450,3615
"21403","NJ",9,2007,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"21407","NJ",29,2007,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"21525","NJ",9,2011,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"21969","NJ",9,2005,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"24979","VA",810,2007,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"25044","VA",810,2022,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"25048","VA",810,2005,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"25094","VA",810,2006,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"25161","VA",810,2017,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"25163","VA",810,2008,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"25392","VA",810,2010,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"25445","VA",810,2003,"CIGAR CANYON",-74.8333333333333,36.5,7450,3630
"25795","VA",810,2003,"CIGAR",-74.8333333333333,36.5666666666667,7450,3634
"25590","VA",1,2003,"SOUTH LUMPS",-75.5,36.5833333333333,7530,3635
"25631","VA",1,2006,"SOUTH LUMPS",-75.5,36.5833333333333,7530,3635
"25665","VA",1,2007,"SOUTH LUMPS",-75.5,36.5833333333333,7530,3635
"25696","VA",810,2003,"SOUTH LUMPS",-75.5,36.5833333333333,7530,3635
"25734","VA",810,2016,"SOUTH LUMPS",-75.5,36.5833333333333,7530,3635
"25767","VA",810,2010,"SOUTH LUMPS",-75.5,36.5833333333333,7530,3635
"25833","VA",1,2009,"SOUTH LUMPS",-75.5,36.5833333333333,7530,3635
"25848","VA",1,2002,"SOUTH LUMPS",-75.5,36.5833333333333,7530,3635
"25921","VA",810,2002,"SOUTH LUMPS",-75.5,36.5833333333333,7530,3635
"25580","VA",1,2013,"CIGAR",-74.8333333333333,36.5833333333333,7450,3635
"25874","VA",1,2010,"CIGAR",-74.8333333333333,36.5833333333333,7450,3635
"5758","MD",47,2008,"MD 100 FATHOM",-74.7,36.6333333333333,7442,3638
"25929","VA",1,2005,"SOUTH LUMPS",-75.3333333333333,36.6666666666667,7520,3640
"4480","MD",47,2013,"FISH HOOK",-75.5,36.75,7530,3645
"25385","VA",810,2013,"FISH HOOK",-75.5,36.75,7530,3645
"25386","VA",810,2010,"FISH HOOK",-75.5,36.75,7530,3645
"422","DE",5,2003,"HOT DOG",-75.3333333333333,36.75,7520,3645
"4500","MD",47,2005,"HOT DOG",-75.3333333333333,36.75,7520,3645
"4501","MD",47,2012,"HOT DOG",-75.3333333333333,36.75,7520,3645
"4502","MD",47,2006,"HOT DOG",-75.3333333333333,36.75,7520,3645
"4847","MD",47,2004,"HOT DOG",-75.3333333333333,36.75,7520,3645
"20973","NJ",9,2002,"HOT DOG",-75.3333333333333,36.75,7520,3645
"20974","NJ",9,2003,"HOT DOG",-75.3333333333333,36.75,7520,3645
"20975","NJ",9,2004,"HOT DOG",-75.3333333333333,36.75,7520,3645
"20976","NJ",1,2013,"HOT DOG",-75.3333333333333,36.75,7520,3645
"20977","NJ",9,2013,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25201","VA",810,2010,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25205","VA",810,2016,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25207","VA",810,2015,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25208","VA",810,2009,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25209","VA",810,2005,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25266","VA",810,2007,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25302","VA",810,2008,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25439","VA",810,2011,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25441","VA",810,2018,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25762","VA",810,2003,"HOT DOG",-75.3333333333333,36.75,7520,3645
"25881","VA",810,2003,"SOUTH FINGERS",-75,36.8333333333333,7500,3650
"25804","VA",810,2008,"SOUTH FINGERS",-75.25,36.85,7515,3651
"25499","VA",810,2008,"WAYNES WORLD",-75.2,36.9166666666667,7512,3655
"25606","VA",810,2017,"WAYNES WORLD",-75.0833333333333,36.9166666666667,7505,3655
"25713","VA",810,2006,"WAYNES WORLD",-75.0833333333333,36.9166666666667,7505,3655
"25786","VA",810,2003,"WAYNES WORLD",-75.0833333333333,36.9166666666667,7505,3655
"25882","VA",810,2017,"SOUTH FINGERS",-75,36.9166666666667,7500,3655
"25442","VA",810,2008,"EAST WAYNES WORLD",-74.9166666666667,36.9333333333333,7455,3656
"25125","VA",810,2010,"FINGERS",-75.2666666666667,37,7516,3700
"4716","MD",47,2004,"FINGERS",-75.1666666666667,37,7510,3700
"4718","MD",47,2005,"FINGERS",-75.1666666666667,37,7510,3700
"24968","VA",810,2010,"FINGERS",-75.1666666666667,37,7510,3700
"24973","VA",810,2008,"FINGERS",-75.1666666666667,37,7510,3700
"24982","VA",810,2017,"FINGERS",-75.1666666666667,37,7510,3700
"25002","VA",810,2007,"FINGERS",-75.1666666666667,37,7510,3700
"25088","VA",710,2009,"FINGERS",-75.1666666666667,37,7510,3700
"25124","VA",1,2011,"FINGERS",-75.1666666666667,37,7510,3700
"25226","VA",810,2009,"FINGERS",-75.1666666666667,37,7510,3700
"25323","VA",1,2007,"FINGERS",-75.1666666666667,37,7510,3700
"25351","VA",810,2003,"FINGERS",-75.1666666666667,37,7510,3700
"25353","VA",810,2004,"FINGERS",-75.1666666666667,37,7510,3700
"25448","VA",810,2005,"FINGERS",-75.1666666666667,37,7510,3700
"25485","VA",710,2005,"FINGERS",-75.1666666666667,37,7510,3700
"25523","VA",810,2006,"FINGERS",-75.1666666666667,37,7510,3700
"25572","VA",1,2010,"FINGERS",-75.1666666666667,37,7510,3700
"25573","VA",810,2002,"FINGERS",-75.1666666666667,37,7510,3700
"25890","VA",1,2002,"FINGERS",-75.1666666666667,37,7510,3700
"25904","VA",1,2009,"FINGERS",-75.1666666666667,37,7510,3700
"25900","VA",810,2008,"FINGERS",-75,37,7500,3700
"25933","VA",810,2003,"FINGERS",-75,37,7500,3700
"3821","MD",47,2004,"NORFOLK CANYON",-74.25,37,7415,3700
"3825","MD",47,2006,"NORFOLK CANYON",-74.25,37,7415,3700
"25433","VA",1,2003,"NORFOLK CANYON",-74.25,37,7415,3700
"3707","MD",47,2004,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"3708","MD",47,2005,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"3710","MD",47,2021,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"3711","MD",47,2008,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"3713","MD",47,2016,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"21244","NJ",9,2008,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24948","VA",1,2005,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24952","VA",810,2005,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24956","VA",710,2005,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24960","VA",710,2006,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24966","VA",810,2004,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24970","VA",1,2017,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24972","VA",1,2007,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24974","VA",1,2003,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24989","VA",810,2020,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"24990","VA",810,2003,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25030","VA",1,2018,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25037","VA",1,2013,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25042","VA",810,2017,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25062","VA",1,2008,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25067","VA",1,2015,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25075","VA",810,2014,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25090","VA",1,2004,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25095","VA",1,2002,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25110","VA",1,2009,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25117","VA",1,2011,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25149","VA",810,2009,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25155","VA",1,2010,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25158","VA",1,2012,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25175","VA",1,2019,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25178","VA",810,2007,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25233","VA",810,2010,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25288","VA",1,2016,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25303","VA",810,2008,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25399","VA",810,2012,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25447","VA",810,2021,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25637","VA",810,2006,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"25806","VA",1,2006,"NORFOLK CANYON",-74.5833333333333,37.0833333333333,7435,3705
"4103","MD",47,2002,"NORTHEAST OF HOT DOG",-74.2833333333333,37.1,7417,3706
"25667","VA",810,2017,"26 MILE HILL",-75.25,37.1666666666667,7515,3710
"25704","VA",1,2010,"26 MILE HILL",-75.25,37.1666666666667,7515,3710
"25599","VA",810,2011,"26 MILE HILL",-75.3333333333333,37.25,7520,3715
"25598","VA",1,2010,"26 MILE HILL",-75.25,37.25,7515,3715
"25562","VA",1,2002,"26 MILE HILL",-75.1833333333333,37.25,7511,3715
"4796","MD",47,2004,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"4797","MD",47,2010,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"24969","VA",1,2009,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"24975","VA",1,2010,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"24981","VA",810,2009,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"24992","VA",1,2002,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25034","VA",1,2003,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25036","VA",1,2015,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25070","VA",1,2004,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25122","VA",1,2008,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25123","VA",131,2002,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25145","VA",1,2011,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25203","VA",810,2010,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25237","VA",1,2013,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25243","VA",1,2021,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25244","VA",1,2007,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25281","VA",1,2006,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25355","VA",1,2017,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25357","VA",1,2016,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25391","VA",1,2005,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25408","VA",810,2011,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25409","VA",810,2008,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25470","VA",1,2012,"26 MILE HILL",-75.1666666666667,37.25,7510,3715
"25741","VA",1,2006,"SAMS HILL WEST",-75.1666666666667,37.3333333333333,7510,3720
"3406","MD",47,2003,"30 FATHOM LINE MD",-74.7166666666667,37.3333333333333,7443,3720
"5388","MD",47,2010,"SOUTH BALTIMORE CANYON",-73.75,37.3333333333333,7345,3720
"25810","VA",1,2006,"CROTCH",-74.75,37.4,7445,3724
"1146","DE",5,2004,"WASHINGTON CANYON",-74.4166666666667,37.4,7425,3724
"5566","MD",47,2004,"WASHINGTON CANYON",-74.4166666666667,37.4,7425,3724
"5567","MD",47,2005,"WASHINGTON CANYON",-74.4166666666667,37.4,7425,3724
"5683","MD",47,2006,"WASHINGTON CANYON",-74.4166666666667,37.4,7425,3724
"5684","MD",47,2002,"WASHINGTON CANYON",-74.4166666666667,37.4,7425,3724
"5685","MD",47,2003,"WASHINGTON CANYON",-74.4166666666667,37.4,7425,3724
"25382","VA",1,2003,"MID LUMPS",-75.8833333333333,37.4166666666667,7553,3725
"24983","VA",1,2010,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"24985","VA",1,2012,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"24997","VA",810,2010,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"24999","VA",1,2007,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"25181","VA",1,2002,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"25183","VA",1,2003,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"25214","VA",1,2009,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"25324","VA",1,2006,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"25330","VA",1,2008,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"25653","VA",1,2004,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"25678","VA",810,2011,"21 MILE HILL",-75.1666666666667,37.4166666666667,7510,3725
"4749","MD",47,2003,"20 FATHOM FINGERS",-74.9166666666667,37.4166666666667,7455,3725
"25339","VA",810,2008,"20 FATHOM FINGERS",-74.8833333333333,37.4166666666667,7453,3725
"4386","MD",47,2004,"CROTCH",-74.75,37.4166666666667,7445,3725
"4387","MD",47,2009,"CROTCH",-74.75,37.4166666666667,7445,3725
"24945","VA",810,2017,"CROTCH",-74.75,37.4166666666667,7445,3725
"24951","VA",1,2007,"CROTCH",-74.75,37.4166666666667,7445,3725
"24958","VA",1,2010,"CROTCH",-74.75,37.4166666666667,7445,3725
"24959","VA",1,2006,"CROTCH",-74.75,37.4166666666667,7445,3725
"24976","VA",810,2010,"CROTCH",-74.75,37.4166666666667,7445,3725
"24977","VA",810,2008,"CROTCH",-74.75,37.4166666666667,7445,3725
"25010","VA",1,2012,"CROTCH",-74.75,37.4166666666667,7445,3725
"25049","VA",1,2003,"CROTCH",-74.75,37.4166666666667,7445,3725
"25083","VA",1,2002,"CROTCH",-74.75,37.4166666666667,7445,3725
"25292","VA",1,2011,"CROTCH",-74.75,37.4166666666667,7445,3725
"25506","VA",1,2008,"CROTCH",-74.75,37.4166666666667,7445,3725
"25614","VA",1,2009,"CROTCH",-74.75,37.4166666666667,7445,3725
"25725","VA",1,2014,"CROTCH",-74.75,37.4166666666667,7445,3725
"25856","VA",1,2006,"CROTCH",-74.6666666666667,37.4166666666667,7440,3725
"1169","DE",5,2006,"WASHINGTON CANYON",-74.5,37.4166666666667,7430,3725
"25250","VA",1,2003,"WASHINGTON CANYON",-74.5,37.4166666666667,7430,3725
"25360","VA",1,2002,"WASHINGTON CANYON",-74.5,37.4166666666667,7430,3725
"25484","VA",1,2005,"WASHINGTON CANYON",-74.5,37.4166666666667,7430,3725
"25557","VA",1,2004,"WASHINGTON CANYON",-74.5,37.4166666666667,7430,3725
"25630","VA",1,2006,"WASHINGTON CANYON",-74.5,37.4166666666667,7430,3725
"5623","MD",47,2009,"WASHINGTON CANYON",-74.4666666666667,37.4166666666667,7428,3725
"1139","DE",5,2006,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"5338","MD",47,2004,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"5456","MD",47,2003,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"5464","MD",47,2005,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"5573","MD",47,2002,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"5679","MD",47,2006,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"5694","MD",47,2009,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"5769","MD",47,2013,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"24963","VA",1,2003,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"25128","VA",1,2007,"WASHINGTON CANYON",-74.4166666666667,37.4166666666667,7425,3725
"5666","MD",47,2007,"POOR MANS CANYON SOUTH",-74.1,37.4166666666667,7406,3725
"25805","VA",1,2007,"WASHINGTON CANYON",-75.5833333333333,37.45,7535,3727
"25380","VA",1,2019,"MID LUMPS",-74.9,37.45,7454,3727
"25085","VA",1,2018,"MID LUMPS",-74.8833333333333,37.45,7453,3727
"25100","VA",1,2019,"MID LUMPS",-74.8833333333333,37.45,7453,3727
"25138","VA",1,2017,"MID LUMPS",-74.8833333333333,37.45,7453,3727
"25379","VA",1,2020,"MID LUMPS",-74.8833333333333,37.45,7453,3727
"25299","VA",1,2009,"20 FATHOM FINGERS",-74.75,37.45,7445,3727
"5543","MD",47,2005,"WASHINGTON CANYON",-74.5,37.45,7430,3727
"1140","DE",5,2007,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"1164","DE",5,2008,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"1172","DE",5,2014,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"1174","DE",5,2009,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5581","MD",47,2015,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5582","MD",47,2019,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5583","MD",47,2021,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5584","MD",47,2007,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5612","MD",47,2009,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5616","MD",47,2011,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5618","MD",47,2014,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5624","MD",47,2017,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5642","MD",47,2012,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5645","MD",47,2013,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5659","MD",47,2018,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5663","MD",47,2016,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"5736","MD",47,2010,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"21939","NJ",9,2011,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"21940","NJ",9,2013,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"21942","NJ",1,2013,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"21946","NJ",9,2021,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"22270","NJ",9,2018,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"22585","NJ",9,2008,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"24949","VA",1,2007,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25025","VA",1,2011,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25045","VA",1,2012,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25061","VA",1,2013,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25063","VA",1,2018,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25102","VA",1,2016,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25164","VA",1,2008,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25169","VA",1,2010,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25170","VA",1,2009,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25238","VA",1,2021,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25341","VA",1,2017,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25358","VA",1,2022,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25464","VA",1,2019,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25578","VA",1,2020,"WASHINGTON CANYON",-74.45,37.45,7427,3727
"25570","VA",1,2003,"MID LUMPS",-75.8833333333333,37.4666666666667,7553,3728
"25459","VA",1,2010,"MID LUMPS",-74.9,37.4666666666667,7454,3728
"24943","VA",1,2010,"MID LUMPS",-74.8666666666667,37.4666666666667,7452,3728
"25177","VA",1,2014,"MID LUMPS",-74.8666666666667,37.4833333333333,7452,3729
"899","DE",5,2005,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"900","DE",5,2006,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"1079","DE",5,2003,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"1112","DE",5,2004,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5081","MD",47,2007,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5083","MD",47,2016,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5085","MD",47,2017,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5086","MD",47,2019,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5091","MD",47,2006,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5427","MD",47,2003,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5437","MD",47,2005,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5442","MD",47,2018,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5455","MD",47,2022,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"5745","MD",47,2004,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"25768","VA",1,2017,"WASHINGTON CANYON",-74.5,37.4833333333333,7430,3729
"25778","VA",1,2010,"SAMS HILL EAST",-74.9666666666667,37.5,7458,3730
"25435","VA",1,2015,"PARKING LOT",-74.8833333333333,37.65,7453,3739
"25545","VA",1,2003,"PARKING LOT",-74.8833333333333,37.65,7453,3739
"5090","MD",47,2004,"SOUTH OF SAUSAGES",-74.55,37.65,7433,3739
"5459","MD",47,2007,"MD ROCK PILE",-74.3666666666667,37.65,7422,3739
"5460","MD",47,2008,"MD ROCK PILE",-74.3666666666667,37.65,7422,3739
"5577","MD",47,2021,"MD ROCK PILE",-74.3666666666667,37.65,7422,3739
"5620","MD",47,2009,"MD ROCK PILE",-74.3666666666667,37.65,7422,3739
"5748","MD",47,2011,"MD ROCK PILE",-74.3666666666667,37.65,7422,3739
"5759","MD",47,2018,"MD ROCK PILE",-74.3666666666667,37.65,7422,3739
"4820","MD",47,2009,"PARKING LOT",-74.85,37.6666666666667,7451,3740
"911","DE",5,2006,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"912","DE",5,2008,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"913","DE",5,2007,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4423","MD",47,2004,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4455","MD",47,2015,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4456","MD",47,2016,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4460","MD",47,2017,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4461","MD",47,2006,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4760","MD",47,2002,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4768","MD",47,2003,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4777","MD",47,2005,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4784","MD",47,2007,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4788","MD",47,2008,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4792","MD",47,2009,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"4801","MD",47,2010,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25332","VA",1,2004,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25387","VA",1,2008,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25389","VA",1,2010,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25398","VA",1,2011,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25492","VA",1,2005,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25503","VA",1,2009,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25558","VA",1,2013,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25703","VA",1,2015,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25752","VA",1,2014,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25757","VA",1,2006,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25783","VA",1,2018,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25818","VA",1,2007,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25898","VA",1,2016,"PARKING LOT",-74.8333333333333,37.6666666666667,7450,3740
"25259","VA",1,2002,"OFF WACHAPREAGUE",-74.4,37.6666666666667,7424,3740
"4474","MD",47,2009,"OFF WACHAPREAGUE",-73.3333333333333,37.6666666666667,7320,3740
"4565","MD",47,2018,"POOR MANS CANYON",-74.1,37.8333333333333,7406,3750
"5368","MD",47,2007,"WEST POOR MAN'S CANYON",-74.4166666666667,37.8666666666667,7425,3752
"5664","MD",47,2018,"POOR MANS CANYON",-74.1666666666667,37.8666666666667,7410,3752
"5625","MD",47,2008,"POOR MANS CANYON",-74.1333333333333,37.8666666666667,7408,3752
"436","DE",5,2004,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
"437","DE",5,2003,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
"446","DE",5,2005,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
"447","DE",5,2006,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
"448","DE",5,2007,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
"450","DE",5,2008,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
"451","DE",5,2010,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
"454","DE",5,2017,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
"455","DE",5,2018,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
"458","DE",5,2021,"POOR MANS CANYON",-74.1,37.8666666666667,7406,3752
