"Size_class","id","year","month","day","fhours","depth","sst","lon","lat","catch"
"large","AA_MD_19980708_410204",1998,7,8,7,-53.3,22.22,-74.75,38.0833333333333,0
"small","AA_MD_19980720_210104",1998,7,20,6,-42.7,25,-74.8333333333333,37.6666666666667,1
"large","AA_MD_19980720_210104",1998,7,20,6,-42.7,25,-74.8333333333333,37.6666666666667,0
"small","AA_MD_19980720_210107",1998,7,20,8,-42.7,24.44,-74.4,38.1833333333333,1
"large","AA_MD_19980720_210107",1998,7,20,8,-42.7,24.44,-74.4,38.1833333333333,0
"small","AA_MD_19980722_210205",1998,7,22,7,-39.6,26.67,-74.1833333333333,38.1,1
"large","AA_MD_19980722_210205",1998,7,22,7,-39.6,26.67,-74.1833333333333,38.1,0
"small","AA_MD_19980722_210208",1998,7,22,8,-42.7,26.67,-74.6166666666667,38.2,1
"large","AA_MD_19980722_210208",1998,7,22,8,-42.7,26.67,-74.6166666666667,38.2,0
"small","AA_MD_19980724_310402",1998,7,24,8,-36.6,25,-74.3333333333333,38.4166666666667,1
"large","AA_MD_19980724_310402",1998,7,24,8,-36.6,25,-74.3333333333333,38.4166666666667,0
"small","AA_MD_19980724_310404",1998,7,24,6,-42.7,26.67,-74.8333333333333,37.6666666666667,1
"large","AA_MD_19980724_310404",1998,7,24,6,-42.7,26.67,-74.8333333333333,37.6666666666667,0
"small","AA_MD_19980724_310408",1998,7,24,6,-36.6,26.11,-74.75,38.0833333333333,1
"large","AA_MD_19980724_310408",1998,7,24,6,-36.6,26.11,-74.75,38.0833333333333,0
"small","AA_MD_19980724_310415",1998,7,24,8,-36.6,26.11,-74.4,38.1833333333333,1
"large","AA_MD_19980724_310415",1998,7,24,8,-36.6,26.11,-74.4,38.1833333333333,0
"small","AA_MD_19980724_310416",1998,7,24,8,-42.7,25.56,-74.6166666666667,38.2,1
"large","AA_MD_19980724_310416",1998,7,24,8,-42.7,25.56,-74.6166666666667,38.2,0
"small","AA_MD_19980724_310418",1998,7,24,10,-38.1,26.11,-74.75,38.0833333333333,2
"large","AA_MD_19980724_310418",1998,7,24,10,-38.1,26.11,-74.75,38.0833333333333,0
"small","AA_MD_19980822_110103",1998,8,22,6,-25.6,25,-74.8333333333333,37.6666666666667,1
"large","AA_MD_19980822_110103",1998,8,22,6,-25.6,25,-74.8333333333333,37.6666666666667,0
"small","AA_MD_19980911_310317",1998,9,11,8,-79.2,25,-74.2833333333333,38.1,1
"large","AA_MD_19980911_310317",1998,9,11,8,-79.2,25,-74.2833333333333,38.1,0
"small","AA_MD_19980912_110615",1998,9,12,12,-36.6,22.22,-74.2833333333333,38.1,5
"large","AA_MD_19980912_110615",1998,9,12,12,-36.6,22.22,-74.2833333333333,38.1,0
"small","AA_MD_19990717_110501",1999,7,17,6,-25.9,22.22,-74.8333333333333,37.6666666666667,1
"large","AA_MD_19990717_110501",1999,7,17,6,-25.9,22.22,-74.8333333333333,37.6666666666667,0
"small","AA_MD_19990717_110502",1999,7,17,5,-29.6,24.44,-74.9166666666667,37.5833333333333,3
"large","AA_MD_19990717_110502",1999,7,17,5,-29.6,24.44,-74.9166666666667,37.5833333333333,0
"small","AA_MD_19990717_110505",1999,7,17,8,-27.4,24.44,-74.9166666666667,37.5833333333333,3
"large","AA_MD_19990717_110505",1999,7,17,8,-27.4,24.44,-74.9166666666667,37.5833333333333,0
"small","AA_MD_19990717_110517",1999,7,17,8,-27.4,22.78,-74.9166666666667,37.5833333333333,2
"large","AA_MD_19990717_110517",1999,7,17,8,-27.4,22.78,-74.9166666666667,37.5833333333333,0
"small","AA_MD_19990717_110518",1999,7,17,7,-30.5,23.89,-74.9166666666667,37.5833333333333,1
"large","AA_MD_19990717_110518",1999,7,17,7,-30.5,23.89,-74.9166666666667,37.5833333333333,0
"small","AA_MD_19990718_110107",1999,7,18,6,-30.5,23.33,-74.8333333333333,37.6666666666667,2
"large","AA_MD_19990718_110107",1999,7,18,6,-30.5,23.33,-74.8333333333333,37.6666666666667,0
"small","AA_MD_19990718_110108",1999,7,18,7,-30.5,23.33,-74.8333333333333,37.6666666666667,1
"large","AA_MD_19990718_110108",1999,7,18,7,-30.5,23.33,-74.8333333333333,37.6666666666667,0
"small","AA_MD_19990807_110604",1999,8,7,9,-21.9,26.67,-74.75,38.0833333333333,1
"large","AA_MD_19990807_110604",1999,8,7,9,-21.9,26.67,-74.75,38.0833333333333,0
"small","AA_MD_19990827_110204",1999,8,27,8,-39.6,26.67,-74.4666666666667,38.25,2
"large","AA_MD_19990827_110204",1999,8,27,8,-39.6,26.67,-74.4666666666667,38.25,0
"small","AA_MD_20000624_110310",2000,6,24,8,-36.6,15.56,-74.25,38.0833333333333,1
"large","AA_MD_20000624_110310",2000,6,24,8,-36.6,15.56,-74.25,38.0833333333333,0
"small","AA_MD_20000628_210301",2000,6,28,8,-38.1,21.67,-75.3333333333333,36.75,5
"large","AA_MD_20000628_210301",2000,6,28,8,-38.1,21.67,-75.3333333333333,36.75,0
"small","AA_MD_20000628_210302",2000,6,28,7,-38.1,22.22,-75.3333333333333,36.75,1
"large","AA_MD_20000628_210302",2000,6,28,7,-38.1,22.22,-75.3333333333333,36.75,0
"small","AA_MD_20000628_210303",2000,6,28,7,-39.6,21.11,-75.3333333333333,35.75,1
"large","AA_MD_20000628_210303",2000,6,28,7,-39.6,21.11,-75.3333333333333,35.75,0
"small","AA_MD_20000628_210304",2000,6,28,7,-36.6,22.22,-75.3333333333333,36.75,1
"large","AA_MD_20000628_210304",2000,6,28,7,-36.6,22.22,-75.3333333333333,36.75,0
"small","AA_MD_20000629_210401",2000,6,29,5,-45.7,17.22,-74.2833333333333,38.1,2
"large","AA_MD_20000629_210401",2000,6,29,5,-45.7,17.22,-74.2833333333333,38.1,0
"small","AA_MD_20000629_210402",2000,6,29,12,-36.6,21.67,-74.2833333333333,38.1,2
"large","AA_MD_20000629_210402",2000,6,29,12,-36.6,21.67,-74.2833333333333,38.1,0
"small","AA_MD_20000629_210403",2000,6,29,8,-42.7,22.22,-74.4,38.1833333333333,2
"large","AA_MD_20000629_210403",2000,6,29,8,-42.7,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000701_110101",2000,7,1,10,-39.6,21.67,-74.4,38.1833333333333,2
"large","AA_MD_20000701_110101",2000,7,1,10,-39.6,21.67,-74.4,38.1833333333333,0
"small","AA_MD_20000701_110102",2000,7,1,12,-39.6,22.22,-74.4,38.1833333333333,2
"large","AA_MD_20000701_110102",2000,7,1,12,-39.6,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000702_110406",2000,7,2,8,-54.9,22.22,-74.2833333333333,38.1,1
"large","AA_MD_20000702_110406",2000,7,2,8,-54.9,22.22,-74.2833333333333,38.1,0
"small","AA_MD_20000703_210401",2000,7,3,8,-39,22.78,-74.4666666666667,38.1833333333333,1
"large","AA_MD_20000703_210401",2000,7,3,8,-39,22.78,-74.4666666666667,38.1833333333333,0
"small","AA_MD_20000708_110101",2000,7,8,6,-73.2,22.22,-74.4166666666667,37.4166666666667,3
"large","AA_MD_20000708_110101",2000,7,8,6,-73.2,22.22,-74.4166666666667,37.4166666666667,0
"small","AA_MD_20000708_110103",2000,7,8,6,-54.9,22.22,-74.25,38.0833333333333,2
"large","AA_MD_20000708_110103",2000,7,8,6,-54.9,22.22,-74.25,38.0833333333333,0
"small","AA_MD_20000708_110306",2000,7,8,5,-45.7,22.22,-74.4,38.1833333333333,6
"large","AA_MD_20000708_110306",2000,7,8,5,-45.7,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000716_110902",2000,7,16,6,-36.6,22.22,-74.25,38.0833333333333,2
"large","AA_MD_20000716_110902",2000,7,16,6,-36.6,22.22,-74.25,38.0833333333333,0
"small","AA_MD_20000717_210202",2000,7,17,8,-44.2,22.22,-74.4,38.1833333333333,1
"large","AA_MD_20000717_210202",2000,7,17,8,-44.2,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000718_210304",2000,7,18,6,-39,23.33,-74.4,38.1833333333333,2
"large","AA_MD_20000718_210304",2000,7,18,6,-39,23.33,-74.4,38.1833333333333,0
"small","AA_MD_20000721_110401",2000,7,21,4,-40.5,22.22,-74.4,38.1833333333333,2
"large","AA_MD_20000721_110401",2000,7,21,4,-40.5,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000721_110403",2000,7,21,8,-39.3,NA,-74.4,38.1833333333333,2
"large","AA_MD_20000721_110403",2000,7,21,8,-39.3,NA,-74.4,38.1833333333333,0
"small","AA_MD_20000721_110404",2000,7,21,7,-109.7,24.44,-74.1,37.8666666666667,3
"large","AA_MD_20000721_110404",2000,7,21,7,-109.7,24.44,-74.1,37.8666666666667,0
"small","AA_MD_20000721_110407",2000,7,21,6,-39.6,23.89,-74.4,38.1833333333333,1
"large","AA_MD_20000721_110407",2000,7,21,6,-39.6,23.89,-74.4,38.1833333333333,0
"small","AA_MD_20000721_110415",2000,7,21,8,-39.6,22.78,-74.4,38.1833333333333,1
"large","AA_MD_20000721_110415",2000,7,21,8,-39.6,22.78,-74.4,38.1833333333333,0
"small","AA_MD_20000721_110418",2000,7,21,6,-28,23.33,-74.4666666666667,38.8166666666667,3
"large","AA_MD_20000721_110418",2000,7,21,6,-28,23.33,-74.4666666666667,38.8166666666667,0
"small","AA_MD_20000721_110419",2000,7,21,6,-109.7,23.33,-74.4,38.1833333333333,2
"large","AA_MD_20000721_110419",2000,7,21,6,-109.7,23.33,-74.4,38.1833333333333,0
"small","AA_MD_20000722_110701",2000,7,22,8,-39.3,24.44,-74.4,38.1833333333333,6
"large","AA_MD_20000722_110701",2000,7,22,8,-39.3,24.44,-74.4,38.1833333333333,0
"small","AA_MD_20000722_110703",2000,7,22,8,-42.7,24.44,-74.4,38.1833333333333,2
"large","AA_MD_20000722_110703",2000,7,22,8,-42.7,24.44,-74.4,38.1833333333333,0
"small","AA_MD_20000722_110801",2000,7,22,4,-36.6,NA,-74.6666666666667,38.0833333333333,1
"large","AA_MD_20000722_110801",2000,7,22,4,-36.6,NA,-74.6666666666667,38.0833333333333,0
"small","AA_MD_20000722_110803",2000,7,22,6,-16.8,NA,-74.4,38.1833333333333,1
"large","AA_MD_20000722_110803",2000,7,22,6,-16.8,NA,-74.4,38.1833333333333,0
"small","AA_MD_20000722_110806",2000,7,22,4,-36.6,23.33,-74.4,38.1833333333333,2
"large","AA_MD_20000722_110806",2000,7,22,4,-36.6,23.33,-74.4,38.1833333333333,0
"small","AA_MD_20000722_110808",2000,7,22,5,-36.6,22.78,-74.4,38.1833333333333,2
"large","AA_MD_20000722_110808",2000,7,22,5,-36.6,22.78,-74.4,38.1833333333333,0
"small","AA_MD_20000722_110809",2000,7,22,6,-36.6,22.78,-74.4,38.1833333333333,1
"large","AA_MD_20000722_110809",2000,7,22,6,-36.6,22.78,-74.4,38.1833333333333,0
"small","AA_MD_20000722_110811",2000,7,22,6,-37.5,22.22,-74.4,38.1833333333333,1
"large","AA_MD_20000722_110811",2000,7,22,6,-37.5,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000722_110812",2000,7,22,6,-21.9,21.67,-74.6666666666667,38.0833333333333,1
"large","AA_MD_20000722_110812",2000,7,22,6,-21.9,21.67,-74.6666666666667,38.0833333333333,0
"small","AA_MD_20000722_110820",2000,7,22,7,-67.1,23.89,-74,37.75,1
"large","AA_MD_20000722_110820",2000,7,22,7,-67.1,23.89,-74,37.75,0
"small","AA_MD_20000723_110109",2000,7,23,8,-54.9,23.33,-74.4166666666667,37.4166666666667,7
"large","AA_MD_20000723_110109",2000,7,23,8,-54.9,23.33,-74.4166666666667,37.4166666666667,0
"small","AA_MD_20000723_110112",2000,7,23,7,-36.6,22.22,-74.4,38.1833333333333,1
"large","AA_MD_20000723_110112",2000,7,23,7,-36.6,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000728_110102",2000,7,28,9,-39.6,25,-74.4,38.1833333333333,0
"large","AA_MD_20000728_110102",2000,7,28,9,-39.6,25,-74.4,38.1833333333333,0
"small","AA_MD_20000728_110702",2000,7,28,7,-39.3,22.78,-74.4,38.1833333333333,1
"large","AA_MD_20000728_110702",2000,7,28,7,-39.3,22.78,-74.4,38.1833333333333,0
"small","AA_MD_20000728_110705",2000,7,28,9,-41.8,23.33,-74.4,38.1833333333333,1
"large","AA_MD_20000728_110705",2000,7,28,9,-41.8,23.33,-74.4,38.1833333333333,0
"small","AA_MD_20000728_110708",2000,7,28,8,-36,22.22,-74.4,38.1833333333333,1
"large","AA_MD_20000728_110708",2000,7,28,8,-36,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000728_110712",2000,7,28,7,-36.6,21.67,-74.4,38.1833333333333,1
"large","AA_MD_20000728_110712",2000,7,28,7,-36.6,21.67,-74.4,38.1833333333333,0
"small","AA_MD_20000728_110713",2000,7,28,3,NA,27.78,-74.4166666666667,37.4166666666667,0
"large","AA_MD_20000728_110713",2000,7,28,3,NA,27.78,-74.4166666666667,37.4166666666667,0
"small","AA_MD_20000729_110301",2000,7,29,5,-36.6,23.33,-74.6166666666667,38.2,2
"large","AA_MD_20000729_110301",2000,7,29,5,-36.6,23.33,-74.6166666666667,38.2,0
"small","AA_MD_20000729_110501",2000,7,29,6,-41.1,NA,-74.4,38.1833333333333,0
"large","AA_MD_20000729_110501",2000,7,29,6,-41.1,NA,-74.4,38.1833333333333,0
"small","AA_MD_20000729_110518",2000,7,29,8,-36.6,21.67,-74.6666666666667,38.0833333333333,1
"large","AA_MD_20000729_110518",2000,7,29,8,-36.6,21.67,-74.6666666666667,38.0833333333333,0
"small","AA_MD_20000729_110801",2000,7,29,6,-36.6,NA,-74.75,37.4166666666667,3
"large","AA_MD_20000729_110801",2000,7,29,6,-36.6,NA,-74.75,37.4166666666667,0
"small","AA_MD_20000729_110806",2000,7,29,7,NA,23.33,-75.1666666666667,37.25,1
"large","AA_MD_20000729_110806",2000,7,29,7,NA,23.33,-75.1666666666667,37.25,0
"small","AA_MD_20000729_110807",2000,7,29,8,-33.5,23.33,-74.75,37.4166666666667,2
"large","AA_MD_20000729_110807",2000,7,29,8,-33.5,23.33,-74.75,37.4166666666667,0
"small","AA_MD_20000729_110809",2000,7,29,8,-39.6,22.78,-75.1666666666667,37.25,1
"large","AA_MD_20000729_110809",2000,7,29,8,-39.6,22.78,-75.1666666666667,37.25,0
"small","AA_MD_20000730_110909",2000,7,30,10,-36.6,23.33,-74.4166666666667,37.4,2
"large","AA_MD_20000730_110909",2000,7,30,10,-36.6,23.33,-74.4166666666667,37.4,0
"small","AA_MD_20000805_110501",2000,8,5,8,-36.6,23.33,-74.4,38.1833333333333,0
"large","AA_MD_20000805_110501",2000,8,5,8,-36.6,23.33,-74.4,38.1833333333333,0
"small","AA_MD_20000805_110504",2000,8,5,6,-40.5,23.33,-74.6166666666667,37.2,1
"large","AA_MD_20000805_110504",2000,8,5,6,-40.5,23.33,-74.6166666666667,37.2,0
"small","AA_MD_20000806_110605",2000,8,6,6,-35.1,NA,-74.2833333333333,38.1,1
"large","AA_MD_20000806_110605",2000,8,6,6,-35.1,NA,-74.2833333333333,38.1,0
"small","AA_MD_20000819_110506",2000,8,19,8,-39.3,22.78,-74.4166666666667,38.2166666666667,1
"large","AA_MD_20000819_110506",2000,8,19,8,-39.3,22.78,-74.4166666666667,38.2166666666667,0
"small","AA_MD_20000819_111201",2000,8,19,8,-36.6,22.22,-74.4,38.1833333333333,1
"large","AA_MD_20000819_111201",2000,8,19,8,-36.6,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000820_110101",2000,8,20,5,-48.2,21.67,-74.4166666666667,38.2166666666667,1
"large","AA_MD_20000820_110101",2000,8,20,5,-48.2,21.67,-74.4166666666667,38.2166666666667,0
"small","AA_MD_20000820_110106",2000,8,20,7,-36.6,21.67,-74.4166666666667,38.2166666666667,1
"large","AA_MD_20000820_110106",2000,8,20,7,-36.6,21.67,-74.4166666666667,38.2166666666667,0
"small","AA_MD_20000820_110606",2000,8,20,6,-39.6,NA,-74.4,38.8,1
"large","AA_MD_20000820_110606",2000,8,20,6,-39.6,NA,-74.4,38.8,0
"small","AA_MD_20000820_110608",2000,8,20,8,-36.6,22.22,-74.4,38.1833333333333,1
"large","AA_MD_20000820_110608",2000,8,20,8,-36.6,22.22,-74.4,38.1833333333333,0
"small","AA_MD_20000822_210101",2000,8,22,6,-39,23.33,-74.4,38.1833333333333,1
"large","AA_MD_20000822_210101",2000,8,22,6,-39,23.33,-74.4,38.1833333333333,0
"small","AA_MD_20000822_210103",2000,8,22,8,-42.7,NA,-74.4,38.1833333333333,1
"large","AA_MD_20000822_210103",2000,8,22,8,-42.7,NA,-74.4,38.1833333333333,0
"small","AA_MD_20000822_210104",2000,8,22,6,-37.8,24.44,-72.7,38.1833333333333,1
"large","AA_MD_20000822_210104",2000,8,22,6,-37.8,24.44,-72.7,38.1833333333333,0
"small","AA_MD_20000826_110102",2000,8,26,7,-39.3,23.33,-74.4,38.1833333333333,1
"large","AA_MD_20000826_110102",2000,8,26,7,-39.3,23.33,-74.4,38.1833333333333,0
"small","AA_MD_20000902_110205",2000,9,2,7,-36.6,23.89,-74.2833333333333,38.1,2
"large","AA_MD_20000902_110205",2000,9,2,7,-36.6,23.89,-74.2833333333333,38.1,0
"small","AA_MD_20000929_110202",2000,9,29,6,-37.8,19.44,-74.2833333333333,38.1,2
"large","AA_MD_20000929_110202",2000,9,29,6,-37.8,19.44,-74.2833333333333,38.1,0
"small","AA_MD_20000930_110304",2000,9,30,5,-33.5,18.33,-74.2833333333333,38.1,3
"large","AA_MD_20000930_110304",2000,9,30,5,-33.5,18.33,-74.2833333333333,38.1,0
"small","AA_MD_20000930_110305",2000,9,30,7,-37.8,18.33,-74.2833333333333,38.1,1
"large","AA_MD_20000930_110305",2000,9,30,7,-37.8,18.33,-74.2833333333333,38.1,0
"small","AA_MD_20010615_110601",2001,6,15,4,-3,21.67,-74.4,38.1833333333333,1
"large","AA_MD_20010615_110601",2001,6,15,4,-3,21.67,-74.4,38.1833333333333,0
"small","AA_MD_20010618_210102",2001,6,18,7,-34.1,NA,-74.6666666666667,38.0833333333333,2
"large","AA_MD_20010618_210102",2001,6,18,7,-34.1,NA,-74.6666666666667,38.0833333333333,0
"small","AA_MD_20010622_110306",2001,6,22,7,-182.9,NA,-74.25,37,0
"large","AA_MD_20010622_110306",2001,6,22,7,-182.9,NA,-74.25,37,0
"small","AA_MD_20010624_110101",2001,6,24,6,-39.6,21.11,-74.55,37.9833333333333,1
"large","AA_MD_20010624_110101",2001,6,24,6,-39.6,21.11,-74.55,37.9833333333333,0
"small","AA_MD_20010624_110109",2001,6,24,7,-54.9,22.78,-74.1,37.8666666666667,1
"large","AA_MD_20010624_110109",2001,6,24,7,-54.9,22.78,-74.1,37.8666666666667,0
"small","AA_MD_20010624_110110",2001,6,24,8,-61,22.22,-74.7166666666667,37.3333333333333,0
"large","AA_MD_20010624_110110",2001,6,24,8,-61,22.22,-74.7166666666667,37.3333333333333,1
"small","AA_MD_20010626_210406",2001,6,26,9,-47.9,22.22,-74.2833333333333,38.1,2
"large","AA_MD_20010626_210406",2001,6,26,9,-47.9,22.22,-74.2833333333333,38.1,0
"small","AA_MD_20010630_110115",2001,6,30,7,-39.6,24.44,-74.2833333333333,38.1,1
"large","AA_MD_20010630_110115",2001,6,30,7,-39.6,24.44,-74.2833333333333,38.1,0
"small","AA_MD_20010630_110117",2001,6,30,10,-45.7,25,-74.2833333333333,38.1,1
"large","AA_MD_20010630_110117",2001,6,30,10,-45.7,25,-74.2833333333333,38.1,0
"small","AA_MD_20010630_110118",2001,6,30,8,-43.9,25.56,-74.4,38.1833333333333,3
"large","AA_MD_20010630_110118",2001,6,30,8,-43.9,25.56,-74.4,38.1833333333333,0
"small","AA_MD_20010701_110202",2001,7,1,7,-182.9,25,-74.5,37.4833333333333,1
"large","AA_MD_20010701_110202",2001,7,1,7,-182.9,25,-74.5,37.4833333333333,0
"small","AA_MD_20010701_110203",2001,7,1,7,-182.9,25,-74.1,37.8666666666667,0
"large","AA_MD_20010701_110203",2001,7,1,7,-182.9,25,-74.1,37.8666666666667,0
"small","AA_MD_20010701_110901",2001,7,1,6,-91.4,22.78,-74.5,37.4833333333333,0
"large","AA_MD_20010701_110901",2001,7,1,6,-91.4,22.78,-74.5,37.4833333333333,0
"small","AA_MD_20010703_210404",2001,7,3,6,-182.9,23.33,-74.4166666666667,37.4166666666667,0
"large","AA_MD_20010703_210404",2001,7,3,6,-182.9,23.33,-74.4166666666667,37.4166666666667,0
"small","AA_MD_20010703_210405",2001,7,3,8,-33.5,22.78,-74.75,38.0833333333333,0
"large","AA_MD_20010703_210405",2001,7,3,8,-33.5,22.78,-74.75,38.0833333333333,0
"small","AA_MD_20010703_210411",2001,7,3,5,-36.6,23.33,-73.8166666666667,38.1,2
"large","AA_MD_20010703_210411",2001,7,3,5,-36.6,23.33,-73.8166666666667,38.1,0
"small","AA_MD_20010704_110101",2001,7,4,1,-61,23.33,-74.5,37.4833333333333,1
"large","AA_MD_20010704_110101",2001,7,4,1,-61,23.33,-74.5,37.4833333333333,0
"small","AA_MD_20010704_110102",2001,7,4,4,-61,22.78,-74.5,37.4833333333333,0
"large","AA_MD_20010704_110102",2001,7,4,4,-61,22.78,-74.5,37.4833333333333,0
"small","AA_MD_20010704_110502",2001,7,4,2,-43.3,23.33,-74.4,38.1833333333333,0
"large","AA_MD_20010704_110502",2001,7,4,2,-43.3,23.33,-74.4,38.1833333333333,0
"small","AA_MD_20010706_110604",2001,7,6,7,-91.4,23.33,-74.1,37.8666666666667,1
"large","AA_MD_20010706_110604",2001,7,6,7,-91.4,23.33,-74.1,37.8666666666667,0
"small","AA_MD_20010706_110607",2001,7,6,5,-61,23.89,-74.7166666666667,37.3333333333333,1
"large","AA_MD_20010706_110607",2001,7,6,5,-61,23.89,-74.7166666666667,37.3333333333333,0
"small","AA_MD_20010706_110901",2001,7,6,5,-36.6,23.33,-74.3333333333333,38.0333333333333,3
"large","AA_MD_20010706_110901",2001,7,6,5,-36.6,23.33,-74.3333333333333,38.0333333333333,0
"small","AA_MD_20010707_110401",2001,7,7,6,-36.6,25,-74.8333333333333,37.6666666666667,2
"large","AA_MD_20010707_110401",2001,7,7,6,-36.6,25,-74.8333333333333,37.6666666666667,0
"small","AA_MD_20010707_110402",2001,7,7,8,-54.9,23.33,-74.7166666666667,37.3333333333333,0
"large","AA_MD_20010707_110402",2001,7,7,8,-54.9,23.33,-74.7166666666667,37.3333333333333,0
"small","AA_MD_20010707_110414",2001,7,7,7,-39.6,24.44,-74.3333333333333,38.0333333333333,1
"large","AA_MD_20010707_110414",2001,7,7,7,-39.6,24.44,-74.3333333333333,38.0333333333333,0
"small","AA_MD_20010709_210402",2001,7,9,6,-38.1,25,-74.3333333333333,38.0333333333333,2
"large","AA_MD_20010709_210402",2001,7,9,6,-38.1,25,-74.3333333333333,38.0333333333333,0
"small","AA_MD_20010712_210302",2001,7,12,8,-152.4,24.44,-74.4166666666667,37.4166666666667,1
"large","AA_MD_20010712_210302",2001,7,12,8,-152.4,24.44,-74.4166666666667,37.4166666666667,0
"small","AA_MD_20010713_110201",2001,7,13,5,-27.1,23.33,-74.3333333333333,38.0333333333333,3
"large","AA_MD_20010713_110201",2001,7,13,5,-27.1,23.33,-74.3333333333333,38.0333333333333,0
"small","AA_MD_20010713_110202",2001,7,13,7,-28.3,25,-74.8333333333333,37.6666666666667,3
"large","AA_MD_20010713_110202",2001,7,13,7,-28.3,25,-74.8333333333333,37.6666666666667,0
"small","AA_MD_20010713_110204",2001,7,13,8,-36.6,25.56,-74.3333333333333,38.0333333333333,2
"large","AA_MD_20010713_110204",2001,7,13,8,-36.6,25.56,-74.3333333333333,38.0333333333333,0
"small","AA_MD_20010713_110603",2001,7,13,8,-30.5,23.89,-74.8333333333333,37.6666666666667,4
"large","AA_MD_20010713_110603",2001,7,13,8,-30.5,23.89,-74.8333333333333,37.6666666666667,0
"small","AA_MD_20010713_110604",2001,7,13,8,-28,25,-74.8333333333333,37.6666666666667,2
"large","AA_MD_20010713_110604",2001,7,13,8,-28,25,-74.8333333333333,37.6666666666667,0
"small","AA_MD_20010713_110605",2001,7,13,8,-38.1,25.56,-74.8333333333333,37.6666666666667,1
"large","AA_MD_20010713_110605",2001,7,13,8,-38.1,25.56,-74.8333333333333,37.6666666666667,0
"small","AA_MD_20010714_110103",2001,7,14,8,-54.9,24.44,-74.4166666666667,37.4166666666667,2
"large","AA_MD_20010714_110103",2001,7,14,8,-54.9,24.44,-74.4166666666667,37.4166666666667,0
"small","AA_MD_20010714_110903",2001,7,14,5,-28,24.44,-74.8333333333333,37.6666666666667,1
"large","AA_MD_20010714_110903",2001,7,14,5,-28,24.44,-74.8333333333333,37.6666666666667,0
"small","AA_MD_20010714_110915",2001,7,14,6,-57.9,22.78,-74.6166666666667,38.2,1
"large","AA_MD_20010714_110915",2001,7,14,6,-57.9,22.78,-74.6166666666667,38.2,0
"small","AA_MD_20010714_110916",2001,7,14,10,-30.5,23.33,-74.8333333333333,37.6666666666667,2
"large","AA_MD_20010714_110916",2001,7,14,10,-30.5,23.33,-74.8333333333333,37.6666666666667,0
"small","AA_MD_20010715_110401",2001,7,15,7,-37.5,23.89,-74.3333333333333,38.0333333333333,3
