"Size_class","id","year","fhours","depth","sst","lon","lat","catch"
"small","2007-127104",2007,4,-200,17.78,-71.3333333333333,41,13
"large","2007-127104",2007,4,-200,17.78,-71.3333333333333,41,0
"small","2007-127107",2007,6,-180,19.44,-71.3333333333333,41,1
"large","2007-127107",2007,6,-180,19.44,-71.3333333333333,41,0
"small","2007-127110",2007,8,-180,NA,-71.3333333333333,41,5
"large","2007-127110",2007,8,-180,NA,-71.3333333333333,41,0
"small","2007-127111",2007,8,-165,19.44,-71.3333333333333,41,5
"large","2007-127111",2007,8,-165,19.44,-71.3333333333333,41,0
"small","2007-128203",2007,8,-120,15.56,-70.2833333333333,42.2666666666667,0
"large","2007-128203",2007,8,-120,15.56,-70.2833333333333,42.2666666666667,0
"small","2007-128701",2007,6,-200,17.78,-71.3333333333333,41,12
"large","2007-128701",2007,6,-200,17.78,-71.3333333333333,41,0
"small","2007-129103",2007,8,-150,NA,-70.2666666666667,43.1333333333333,0
"large","2007-129103",2007,8,-150,NA,-70.2666666666667,43.1333333333333,0
"small","2007-129501",2007,11,-250,17.22,-70.4833333333333,43,0
"large","2007-129501",2007,11,-250,17.22,-70.4833333333333,43,0
"small","2007-129601",2007,8,-130,22.22,-74.2833333333333,38.65,1
"large","2007-129601",2007,8,-130,22.22,-74.2833333333333,38.65,0
"small","2007-130501",2007,5,-180,12.78,-70.25,42.1666666666667,2
"large","2007-130501",2007,5,-180,12.78,-70.25,42.1666666666667,0
"small","2007-131002",2007,5,-350,15,-70.4833333333333,43,0
"large","2007-131002",2007,5,-350,15,-70.4833333333333,43,0
"small","2007-131202",2007,7,-200,15.56,-70.1666666666667,42.8333333333333,0
"large","2007-131202",2007,7,-200,15.56,-70.1666666666667,42.8333333333333,1
"small","2007-131301",2007,10,-200,20,-70.1666666666667,42.9166666666667,0
"large","2007-131301",2007,10,-200,20,-70.1666666666667,42.9166666666667,0
"small","2007-131402",2007,5,-150,13.89,-70.4833333333333,43,0
"large","2007-131402",2007,5,-150,13.89,-70.4833333333333,43,0
"small","2007-131501",2007,3,-250,13.89,-70.4833333333333,43,0
"large","2007-131501",2007,3,-250,13.89,-70.4833333333333,43,0
"small","2007-131901",2007,11,-180,22.78,-74.0833333333333,38.5833333333333,0
"large","2007-131901",2007,11,-180,22.78,-74.0833333333333,38.5833333333333,0
"small","2007-134001",2007,4,-220,20,-71.3333333333333,41,3
"large","2007-134001",2007,4,-220,20,-71.3333333333333,41,0
"small","2007-134501",2007,7,-100,NA,-70.2833333333333,42.2666666666667,1
"large","2007-134501",2007,7,-100,NA,-70.2833333333333,42.2666666666667,0
"small","2007-134502",2007,7,-325,16.11,-70.2833333333333,42.2666666666667,0
"large","2007-134502",2007,7,-325,16.11,-70.2833333333333,42.2666666666667,0
"small","2007-134503",2007,12,-100,16.67,-70.2833333333333,42.2666666666667,0
"large","2007-134503",2007,12,-100,16.67,-70.2833333333333,42.2666666666667,0
"small","2007-134504",2007,10,-180,15.56,-70.2833333333333,42.2666666666667,1
"large","2007-134504",2007,10,-180,15.56,-70.2833333333333,42.2666666666667,0
"small","2007-134506",2007,6,-200,15.56,-70.2833333333333,42.2666666666667,0
"large","2007-134506",2007,6,-200,15.56,-70.2833333333333,42.2666666666667,0
"small","2007-134508",2007,10,-240,15.56,-70.2833333333333,42.2666666666667,0
"large","2007-134508",2007,10,-240,15.56,-70.2833333333333,42.2666666666667,0
"small","2007-134509",2007,6,-150,13.89,-70.2833333333333,42.2666666666667,0
"large","2007-134509",2007,6,-150,13.89,-70.2833333333333,42.2666666666667,0
"small","2007-134801",2007,4,-200,13.89,-71.3333333333333,41,0
"large","2007-134801",2007,4,-200,13.89,-71.3333333333333,41,0
"small","2007-135703",2007,12,-112,16.11,-70.1333333333333,42.0833333333333,0
"large","2007-135703",2007,12,-112,16.11,-70.1333333333333,42.0833333333333,0
"small","2007-135704",2007,8,-125,NA,-70.1333333333333,42.0833333333333,0
"large","2007-135704",2007,8,-125,NA,-70.1333333333333,42.0833333333333,0
"small","2007-135901",2007,6,-200,17.78,-71.3333333333333,41,12
"large","2007-135901",2007,6,-200,17.78,-71.3333333333333,41,0
"small","2007-137001",2007,7,-120,15.56,-70.2833333333333,42.1666666666667,0
"large","2007-137001",2007,7,-120,15.56,-70.2833333333333,42.1666666666667,0
"small","2007-137002",2007,10,-150,15.56,-70.1333333333333,42.0833333333333,0
"large","2007-137002",2007,10,-150,15.56,-70.1333333333333,42.0833333333333,0
"small","2007-137101",2007,5,-200,17.78,-70.2833333333333,42.2666666666667,0
"large","2007-137101",2007,5,-200,17.78,-70.2833333333333,42.2666666666667,0
"small","2007-137102",2007,8,-25,16.11,-70.2833333333333,42.0666666666667,0
"large","2007-137102",2007,8,-25,16.11,-70.2833333333333,42.0666666666667,0
"small","2007-137103",2007,4,-250,NA,-70.1333333333333,42.0833333333333,0
"large","2007-137103",2007,4,-250,NA,-70.1333333333333,42.0833333333333,0
"small","2007-138801",2007,7,-175,17.78,-69.35,41.4666666666667,0
"large","2007-138801",2007,7,-175,17.78,-69.35,41.4666666666667,0
"small","2007-138803",2007,16,-600,21.11,-68.95,40.1,0
"large","2007-138803",2007,16,-600,21.11,-68.95,40.1,0
"small","2007-138806",2007,4,-150,17.22,-69.2833333333333,41.2666666666667,0
"large","2007-138806",2007,4,-150,17.22,-69.2833333333333,41.2666666666667,0
"small","2007-138901",2007,3,-80,16.67,-70.2833333333333,42.2666666666667,0
"large","2007-138901",2007,3,-80,16.67,-70.2833333333333,42.2666666666667,0
"small","2007-138902",2007,7,-120,15,-70.2833333333333,42.2666666666667,0
"large","2007-138902",2007,7,-120,15,-70.2833333333333,42.2666666666667,0
"small","2007-138903",2007,4,-100,15,-70.25,42.1666666666667,2
"large","2007-138903",2007,4,-100,15,-70.25,42.1666666666667,0
"small","2007-138904",2007,6,-165,17.78,-70.2833333333333,42.0666666666667,0
"large","2007-138904",2007,6,-165,17.78,-70.2833333333333,42.0666666666667,0
"small","2007-138905",2007,8,-140,16.67,-70.1333333333333,42.0833333333333,0
"large","2007-138905",2007,8,-140,16.67,-70.1333333333333,42.0833333333333,0
"small","2007-138906",2007,9,-140,16.67,-70.1333333333333,42.0833333333333,0
"large","2007-138906",2007,9,-140,16.67,-70.1333333333333,42.0833333333333,0
"small","2007-138907",2007,2,-150,16.67,-70.1333333333333,42.0833333333333,0
"large","2007-138907",2007,2,-150,16.67,-70.1333333333333,42.0833333333333,0
"small","2007-138908",2007,9,-120,17.78,-70.2833333333333,42.2666666666667,0
"large","2007-138908",2007,9,-120,17.78,-70.2833333333333,42.2666666666667,0
"small","2007-138909",2007,8,-160,16.67,-70.2833333333333,42.0666666666667,1
"large","2007-138909",2007,8,-160,16.67,-70.2833333333333,42.0666666666667,0
"small","2007-139001",2007,3,NA,NA,-70.1,41.8666666666667,0
"large","2007-139001",2007,3,NA,NA,-70.1,41.8666666666667,0
"small","2007-139103",2007,4,-200,17.78,-69.35,41.4666666666667,0
"large","2007-139103",2007,4,-200,17.78,-69.35,41.4666666666667,0
"small","2007-139107",2007,8,-275,16.67,-69.35,41.4666666666667,2
"large","2007-139107",2007,8,-275,16.67,-69.35,41.4666666666667,0
"small","2007-139108",2007,10,-240,17.78,-69.35,41.4666666666667,0
"large","2007-139108",2007,10,-240,17.78,-69.35,41.4666666666667,0
"small","2007-139301",2007,12,-400,18.33,-69.35,41.4666666666667,0
"large","2007-139301",2007,12,-400,18.33,-69.35,41.4666666666667,0
"small","2007-139401",2007,4,-80,NA,-70.0833333333333,41.0833333333333,0
"large","2007-139401",2007,4,-80,NA,-70.0833333333333,41.0833333333333,0
"small","2007-139902",2007,5,-190,19.44,-71.3333333333333,41,0
"large","2007-139902",2007,5,-190,19.44,-71.3333333333333,41,0
"small","2007-139903",2007,8,-180,18.33,-71.3333333333333,41,0
"large","2007-139903",2007,8,-180,18.33,-71.3333333333333,41,0
"small","2007-139904",2007,6,-180,18.33,-71.8333333333333,41.1833333333333,3
"large","2007-139904",2007,6,-180,18.33,-71.8333333333333,41.1833333333333,0
"small","2007-139906",2007,6,-200,18.89,-71.5833333333333,40.8333333333333,0
"large","2007-139906",2007,6,-200,18.89,-71.5833333333333,40.8333333333333,0
"small","2007-139908",2007,6,-180,18.33,-71.3333333333333,41,0
"large","2007-139908",2007,6,-180,18.33,-71.3333333333333,41,0
"small","2007-139909",2007,8,-135,19.44,-71.8333333333333,41.1833333333333,0
"large","2007-139909",2007,8,-135,19.44,-71.8333333333333,41.1833333333333,0
"small","2007-140301",2007,2,-180,18.33,-71.3333333333333,41,0
"large","2007-140301",2007,2,-180,18.33,-71.3333333333333,41,0
"small","2007-141410",2007,13,-230,20,-73.5833333333333,40.1666666666667,0
"large","2007-141410",2007,13,-230,20,-73.5833333333333,40.1666666666667,0
"small","2007-143501",2007,7,-180,17.22,-71.3333333333333,41,1
"large","2007-143501",2007,7,-180,17.22,-71.3333333333333,41,0
"small","2007-145401",2007,9,-150,13.89,-70.1333333333333,42.0833333333333,2
"large","2007-145401",2007,9,-150,13.89,-70.1333333333333,42.0833333333333,0
"small","2007-146201",2007,8,-160,19.44,-74.4,38.1833333333333,0
"large","2007-146201",2007,8,-160,19.44,-74.4,38.1833333333333,0
"small","2007-146202",2007,10,-150,20,-74.4,38.1833333333333,0
"large","2007-146202",2007,10,-150,20,-74.4,38.1833333333333,0
"small","2007-148902",2007,6,-200,17.22,-73.5833333333333,40.1666666666667,0
"large","2007-148902",2007,6,-200,17.22,-73.5833333333333,40.1666666666667,0
"small","2007-149101",2007,10,-220,14.44,-70.1666666666667,42.9166666666667,0
"large","2007-149101",2007,10,-220,14.44,-70.1666666666667,42.9166666666667,0
"small","2007-149803",2007,7,-130,23.33,-74.4,38.1833333333333,0
"large","2007-149803",2007,7,-130,23.33,-74.4,38.1833333333333,0
"small","2007-149804",2007,6,-120,22.22,-74.4,38.1833333333333,0
"large","2007-149804",2007,6,-120,22.22,-74.4,38.1833333333333,0
"small","2007-151301",2007,6,-80,13.89,-70.2833333333333,42.2666666666667,0
"large","2007-151301",2007,6,-80,13.89,-70.2833333333333,42.2666666666667,0
"small","2007-151401",2007,8,-170,NA,-73.5666666666667,40.1166666666667,4
"large","2007-151401",2007,8,-170,NA,-73.5666666666667,40.1166666666667,0
"small","2007-152203",2007,3,-170,19.44,-73.5666666666667,40.1166666666667,0
"large","2007-152203",2007,3,-170,19.44,-73.5666666666667,40.1166666666667,0
"small","2007-152205",2007,4,-223,16.67,-73.5833333333333,40.1666666666667,1
"large","2007-152205",2007,4,-223,16.67,-73.5833333333333,40.1666666666667,0
"small","2007-152206",2007,6,-240,18.33,-73.5666666666667,40.1166666666667,0
"large","2007-152206",2007,6,-240,18.33,-73.5666666666667,40.1166666666667,0
"small","2007-153301",2007,6,-100,25.56,-70.25,42.1666666666667,0
"large","2007-153301",2007,6,-100,25.56,-70.25,42.1666666666667,0
"small","2007-153302",2007,6,-90,NA,-70.2833333333333,42.2666666666667,0
"large","2007-153302",2007,6,-90,NA,-70.2833333333333,42.2666666666667,0
"small","2007-153304",2007,9,-200,16.11,-70.1333333333333,42.0833333333333,0
"large","2007-153304",2007,9,-200,16.11,-70.1333333333333,42.0833333333333,0
"small","2007-153401",2007,6,-170,13.89,-70.1333333333333,42.0833333333333,0
"large","2007-153401",2007,6,-170,13.89,-70.1333333333333,42.0833333333333,0
"small","2007-153402",2007,6,-160,14.44,-70.1333333333333,42.0833333333333,0
"large","2007-153402",2007,6,-160,14.44,-70.1333333333333,42.0833333333333,0
"small","2007-153502",2007,1,NA,NA,-69.5833333333333,41.6833333333333,1
"large","2007-153502",2007,1,NA,NA,-69.5833333333333,41.6833333333333,0
"small","2007-153504",2007,7,-200,12.78,-69.2833333333333,41.6833333333333,0
"large","2007-153504",2007,7,-200,12.78,-69.2833333333333,41.6833333333333,0
"small","2007-153601",2007,3,-5070,16.11,-70.0833333333333,41.55,0
"large","2007-153601",2007,3,-5070,16.11,-70.0833333333333,41.55,0
"small","2007-154101",2007,8,-500,20,-74.3333333333333,38.4166666666667,1
"large","2007-154101",2007,8,-500,20,-74.3333333333333,38.4166666666667,0
"small","2007-154102",2007,8,-450,20.56,-74.3333333333333,38.4166666666667,0
"large","2007-154102",2007,8,-450,20.56,-74.3333333333333,38.4166666666667,0
"small","2007-155703",2007,10,-110,17.78,-70.3,41.9333333333333,0
"large","2007-155703",2007,10,-110,17.78,-70.3,41.9333333333333,0
"small","2007-156005",2007,4,-200,20,-73.5833333333333,40.1666666666667,2
"large","2007-156005",2007,4,-200,20,-73.5833333333333,40.1666666666667,0
"small","2007-156006",2007,6,-200,17.78,-73.6666666666667,40.1,1
"large","2007-156006",2007,6,-200,17.78,-73.6666666666667,40.1,0
"small","2007-156007",2007,4,-200,18.33,-73.5666666666667,40.1166666666667,0
"large","2007-156007",2007,4,-200,18.33,-73.5666666666667,40.1166666666667,0
"small","2007-158501",2007,5,-36,16.11,-70.1,41.8666666666667,0
"large","2007-158501",2007,5,-36,16.11,-70.1,41.8666666666667,0
"small","2007-164801",2007,8,-187,11.67,-70.2833333333333,42.0666666666667,0
"large","2007-164801",2007,8,-187,11.67,-70.2833333333333,42.0666666666667,0
"small","2007-165002",2007,8,-160,16.67,-73.5666666666667,40.1166666666667,0
"large","2007-165002",2007,8,-160,16.67,-73.5666666666667,40.1166666666667,0
"small","2007-23-07-1",2007,14,-300,13.33,-69.6666666666667,43.2166666666667,0
"large","2007-23-07-1",2007,14,-300,13.33,-69.6666666666667,43.2166666666667,0
"small","2007-23-07-11",2007,10,-250,16.11,-69.7,43.5,0
"large","2007-23-07-11",2007,10,-250,16.11,-69.7,43.5,0
"small","2007-23-07-12",2007,7,-200,18.33,-70.1666666666667,43.3333333333333,0
"large","2007-23-07-12",2007,7,-200,18.33,-70.1666666666667,43.3333333333333,0
"small","2007-23-07-13",2007,2,-250,NA,-69.7666666666667,43.6666666666667,0
"large","2007-23-07-13",2007,2,-250,NA,-69.7666666666667,43.6666666666667,0
"small","2007-23-07-15",2007,4,-275,16.11,-70.1666666666667,43.3333333333333,0
"large","2007-23-07-15",2007,4,-275,16.11,-70.1666666666667,43.3333333333333,0
"small","2007-23-07-16",2007,1,-200,15.56,-70.0833333333333,43.1666666666667,0
"large","2007-23-07-16",2007,1,-200,15.56,-70.0833333333333,43.1666666666667,0
"small","2007-23-07-17",2007,4,-324,NA,-70.0833333333333,43.1666666666667,0
"large","2007-23-07-17",2007,4,-324,NA,-70.0833333333333,43.1666666666667,1
"small","2007-23-07-18",2007,8,-220,15.56,-69.6666666666667,43.2166666666667,0
"large","2007-23-07-18",2007,8,-220,15.56,-69.6666666666667,43.2166666666667,0
"small","2007-23-07-19",2007,10,-250,17.78,-69.6666666666667,43.2166666666667,0
"large","2007-23-07-19",2007,10,-250,17.78,-69.6666666666667,43.2166666666667,0
"small","2007-23-07-2",2007,1,-200,15.56,-70.0833333333333,43.1666666666667,0
"large","2007-23-07-2",2007,1,-200,15.56,-70.0833333333333,43.1666666666667,0
"small","2007-23-07-20",2007,16,-250,18.89,-69.6666666666667,43.2166666666667,2
"large","2007-23-07-20",2007,16,-250,18.89,-69.6666666666667,43.2166666666667,1
"small","2007-23-07-21",2007,10,-225,NA,-69.6666666666667,43.2166666666667,0
"large","2007-23-07-21",2007,10,-225,NA,-69.6666666666667,43.2166666666667,0
"small","2007-23-07-22",2007,8,-250,17.78,-70.1666666666667,43.3333333333333,0
"large","2007-23-07-22",2007,8,-250,17.78,-70.1666666666667,43.3333333333333,0
"small","2007-23-07-25",2007,17,-250,21.11,-69.6666666666667,43.2166666666667,2
"large","2007-23-07-25",2007,17,-250,21.11,-69.6666666666667,43.2166666666667,0
"small","2007-23-07-26",2007,12,-300,16.67,-69.7,43.4166666666667,0
"large","2007-23-07-26",2007,12,-300,16.67,-69.7,43.4166666666667,0
"small","2007-23-07-27",2007,9,-250,18.33,-69.6666666666667,43.2166666666667,0
"large","2007-23-07-27",2007,9,-250,18.33,-69.6666666666667,43.2166666666667,0
"small","2007-23-07-28",2007,10,-300,NA,-69.6666666666667,43.2166666666667,0
"large","2007-23-07-28",2007,10,-300,NA,-69.6666666666667,43.2166666666667,0
"small","2007-23-07-29",2007,9,-250,15.56,-69.6666666666667,43.2166666666667,0
"large","2007-23-07-29",2007,9,-250,15.56,-69.6666666666667,43.2166666666667,0
"small","2007-23-07-3",2007,7,-450,15,-70.1666666666667,43.3333333333333,0
"large","2007-23-07-3",2007,7,-450,15,-70.1666666666667,43.3333333333333,0
"small","2007-23-07-30",2007,8,-300,NA,-70.1666666666667,43.3333333333333,0
"large","2007-23-07-30",2007,8,-300,NA,-70.1666666666667,43.3333333333333,0
"small","2007-23-07-31",2007,9,-280,18.89,-69.7,43.5,0
"large","2007-23-07-31",2007,9,-280,18.89,-69.7,43.5,0
"small","2007-23-07-32",2007,9,-250,16.11,-69.9166666666667,43.5,0
"large","2007-23-07-32",2007,9,-250,16.11,-69.9166666666667,43.5,0
"small","2007-23-07-33",2007,14,-300,19.44,-70.1666666666667,43.3333333333333,0
"large","2007-23-07-33",2007,14,-300,19.44,-70.1666666666667,43.3333333333333,0
"small","2007-23-07-34",2007,5,-400,20.56,-70.1666666666667,43.3333333333333,0
"large","2007-23-07-34",2007,5,-400,20.56,-70.1666666666667,43.3333333333333,0
"small","2007-23-07-35",2007,8,-300,16.67,-70.1666666666667,43.3333333333333,0
"large","2007-23-07-35",2007,8,-300,16.67,-70.1666666666667,43.3333333333333,0
"small","2007-23-07-37",2007,2,-200,20,-70.3,43.4666666666667,0
"large","2007-23-07-37",2007,2,-200,20,-70.3,43.4666666666667,0
"small","2007-23-07-38",2007,12,-300,17.22,-70.1666666666667,43.3333333333333,0
"large","2007-23-07-38",2007,12,-300,17.22,-70.1666666666667,43.3333333333333,0
"small","2007-23-07-4",2007,7,-200,15.56,-69.7,43.7666666666667,0
"large","2007-23-07-4",2007,7,-200,15.56,-69.7,43.7666666666667,1
"small","2007-23-07-5",2007,8,-360,NA,-69.7,43.4166666666667,0
"large","2007-23-07-5",2007,8,-360,NA,-69.7,43.4166666666667,0
"small","2007-23-07-6",2007,8,-170,15.56,-70.0833333333333,43.1666666666667,0
"large","2007-23-07-6",2007,8,-170,15.56,-70.0833333333333,43.1666666666667,0
"small","2007-23-07-7",2007,8,-265,14.44,-70.2833333333333,43.25,0
"large","2007-23-07-7",2007,8,-265,14.44,-70.2833333333333,43.25,0
"small","2007-23-07-8",2007,4,-525,13.89,-69.9166666666667,43.5,0
"large","2007-23-07-8",2007,4,-525,13.89,-69.9166666666667,43.5,0
"small","2007-23-07-9",2007,4,-360,NA,-69.7,43.5,0
"large","2007-23-07-9",2007,4,-360,NA,-69.7,43.5,0
"small","2007-23-08-10",2007,10,-300,19.44,-69.6666666666667,43.2166666666667,0
"large","2007-23-08-10",2007,10,-300,19.44,-69.6666666666667,43.2166666666667,0
"small","2007-23-08-12",2007,8,-250,20.56,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-12",2007,8,-250,20.56,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-13",2007,8,-250,19.44,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-13",2007,8,-250,19.44,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-14",2007,8,-300,21.67,-70.0833333333333,43.1666666666667,0
"large","2007-23-08-14",2007,8,-300,21.67,-70.0833333333333,43.1666666666667,0
"small","2007-23-08-15",2007,8,-250,20,-69.9166666666667,43.5,0
"large","2007-23-08-15",2007,8,-250,20,-69.9166666666667,43.5,0
"small","2007-23-08-16",2007,10,-300,22.22,-69.7,43.4166666666667,0
"large","2007-23-08-16",2007,10,-300,22.22,-69.7,43.4166666666667,0
"small","2007-23-08-17",2007,9,-250,NA,-69.5,43.1666666666667,0
"large","2007-23-08-17",2007,9,-250,NA,-69.5,43.1666666666667,0
"small","2007-23-08-18",2007,16,-250,18.89,-69.5,43.1666666666667,0
"large","2007-23-08-18",2007,16,-250,18.89,-69.5,43.1666666666667,0
"small","2007-23-08-19",2007,10,-250,16.67,-70.25,43.4166666666667,0
"large","2007-23-08-19",2007,10,-250,16.67,-70.25,43.4166666666667,0
"small","2007-23-08-2",2007,9,-300,21.11,-69.5,43.1666666666667,0
"large","2007-23-08-2",2007,9,-300,21.11,-69.5,43.1666666666667,0
"small","2007-23-08-20",2007,11,-250,20,-69.5,43.1666666666667,1
"large","2007-23-08-20",2007,11,-250,20,-69.5,43.1666666666667,0
"small","2007-23-08-21",2007,8,-215,20.56,-69.5,43.1666666666667,0
"large","2007-23-08-21",2007,8,-215,20.56,-69.5,43.1666666666667,0
"small","2007-23-08-22",2007,15,-250,18.33,-69.6666666666667,43.2166666666667,0
"large","2007-23-08-22",2007,15,-250,18.33,-69.6666666666667,43.2166666666667,0
"small","2007-23-08-24",2007,8,-400,22.22,-70.1666666666667,42.9166666666667,0
"large","2007-23-08-24",2007,8,-400,22.22,-70.1666666666667,42.9166666666667,0
"small","2007-23-08-25",2007,10,-200,19.44,-70.1333333333333,43.5166666666667,0
"large","2007-23-08-25",2007,10,-200,19.44,-70.1333333333333,43.5166666666667,0
"small","2007-23-08-26",2007,11,-300,20,-69.7,43.4166666666667,0
"large","2007-23-08-26",2007,11,-300,20,-69.7,43.4166666666667,0
"small","2007-23-08-27",2007,12,-250,18.33,-69.7,43.5,0
"large","2007-23-08-27",2007,12,-250,18.33,-69.7,43.5,0
"small","2007-23-08-28",2007,7,-135,NA,-69.5,43.1666666666667,0
"large","2007-23-08-28",2007,7,-135,NA,-69.5,43.1666666666667,0
"small","2007-23-08-29",2007,14,-300,19.44,-69.7,43.5,0
"large","2007-23-08-29",2007,14,-300,19.44,-69.7,43.5,0
"small","2007-23-08-3",2007,12,-300,20.56,-69.7,43.4166666666667,0
"large","2007-23-08-3",2007,12,-300,20.56,-69.7,43.4166666666667,0
"small","2007-23-08-30",2007,14,-220,22.22,-70.1666666666667,42.9166666666667,0
"large","2007-23-08-30",2007,14,-220,22.22,-70.1666666666667,42.9166666666667,0
"small","2007-23-08-31",2007,8,-400,21.67,-70.1666666666667,42.9166666666667,0
"large","2007-23-08-31",2007,8,-400,21.67,-70.1666666666667,42.9166666666667,0
"small","2007-23-08-32",2007,5,-170,NA,-69.9166666666667,43.5,0
"large","2007-23-08-32",2007,5,-170,NA,-69.9166666666667,43.5,0
"small","2007-23-08-33",2007,8,-250,20,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-33",2007,8,-250,20,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-34",2007,5,-300,18.89,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-34",2007,5,-300,18.89,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-35",2007,9,-220,20.56,-70.1666666666667,43.3333333333333,1
"large","2007-23-08-35",2007,9,-220,20.56,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-36",2007,7,-250,20,-70.2833333333333,43.25,0
"large","2007-23-08-36",2007,7,-250,20,-70.2833333333333,43.25,0
"small","2007-23-08-37",2007,8,-250,20,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-37",2007,8,-250,20,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-38",2007,12,-210,NA,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-38",2007,12,-210,NA,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-4",2007,9,-300,21.11,-69.6666666666667,43.2166666666667,0
"large","2007-23-08-4",2007,9,-300,21.11,-69.6666666666667,43.2166666666667,0
"small","2007-23-08-40",2007,8,-250,20,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-40",2007,8,-250,20,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-42",2007,6,-300,16.67,-70.25,43.3333333333333,0
"large","2007-23-08-42",2007,6,-300,16.67,-70.25,43.3333333333333,0
"small","2007-23-08-43",2007,5,-500,20,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-43",2007,5,-500,20,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-44",2007,8,-250,16.11,-69.5,43.1666666666667,0
"large","2007-23-08-44",2007,8,-250,16.11,-69.5,43.1666666666667,0
"small","2007-23-08-45",2007,10,-400,20,-70.0833333333333,43.1666666666667,0
"large","2007-23-08-45",2007,10,-400,20,-70.0833333333333,43.1666666666667,0
"small","2007-23-08-46",2007,2,-300,17.78,-69.5,43.1666666666667,0
"large","2007-23-08-46",2007,2,-300,17.78,-69.5,43.1666666666667,0
"small","2007-23-08-47",2007,4,-400,NA,-70.1333333333333,43.5666666666667,0
"large","2007-23-08-47",2007,4,-400,NA,-70.1333333333333,43.5666666666667,0
"small","2007-23-08-49",2007,5,-300,NA,-69.5,43.1666666666667,0
"large","2007-23-08-49",2007,5,-300,NA,-69.5,43.1666666666667,0
"small","2007-23-08-5",2007,12,-100,21.11,-68.9166666666667,42.9166666666667,0
"large","2007-23-08-5",2007,12,-100,21.11,-68.9166666666667,42.9166666666667,0
"small","2007-23-08-50",2007,11,-250,20,-70.1666666666667,43.3333333333333,1
"large","2007-23-08-50",2007,11,-250,20,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-51",2007,10,-200,15.56,-70.1666666666667,43.25,0
"large","2007-23-08-51",2007,10,-200,15.56,-70.1666666666667,43.25,0
"small","2007-23-08-52",2007,8,-300,NA,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-52",2007,8,-300,NA,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-53",2007,9,-250,16.11,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-53",2007,9,-250,16.11,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-54",2007,8,-300,NA,-69.5,43.1666666666667,0
"large","2007-23-08-54",2007,8,-300,NA,-69.5,43.1666666666667,0
"small","2007-23-08-55",2007,6,-320,NA,-69.1666666666667,43.6166666666667,0
"large","2007-23-08-55",2007,6,-320,NA,-69.1666666666667,43.6166666666667,0
"small","2007-23-08-56",2007,5,-250,16.67,-69.7,43.3333333333333,0
"large","2007-23-08-56",2007,5,-250,16.67,-69.7,43.3333333333333,0
"small","2007-23-08-57",2007,8,-230,16.11,-69.7,43.5,0
"large","2007-23-08-57",2007,8,-230,16.11,-69.7,43.5,0
"small","2007-23-08-60",2007,5,-300,NA,-69.7666666666667,43.6666666666667,0
"large","2007-23-08-60",2007,5,-300,NA,-69.7666666666667,43.6666666666667,0
"small","2007-23-08-62",2007,3,-300,NA,-69.7666666666667,43.6666666666667,0
"large","2007-23-08-62",2007,3,-300,NA,-69.7666666666667,43.6666666666667,0
"small","2007-23-08-63",2007,4,NA,NA,-69.5333333333333,43.5,0
"large","2007-23-08-63",2007,4,NA,NA,-69.5333333333333,43.5,0
"small","2007-23-08-64",2007,12,-230,NA,-69.3166666666667,43.7333333333333,0
"large","2007-23-08-64",2007,12,-230,NA,-69.3166666666667,43.7333333333333,0
"small","2007-23-08-66",2007,8,-175,12.78,-70.2666666666667,43.4666666666667,0
"large","2007-23-08-66",2007,8,-175,12.78,-70.2666666666667,43.4666666666667,0
"small","2007-23-08-67",2007,6,-230,16.11,-69.7,43.5,0
"large","2007-23-08-67",2007,6,-230,16.11,-69.7,43.5,0
"small","2007-23-08-69",2007,8,-500,NA,-69.3166666666667,43.7333333333333,0
"large","2007-23-08-69",2007,8,-500,NA,-69.3166666666667,43.7333333333333,0
"small","2007-23-08-7",2007,14,-250,21.11,-69.7,43.5,0
"large","2007-23-08-7",2007,14,-250,21.11,-69.7,43.5,0
"small","2007-23-08-72",2007,3,-250,17.22,-70.1666666666667,43.3333333333333,0
"large","2007-23-08-72",2007,3,-250,17.22,-70.1666666666667,43.3333333333333,0
"small","2007-23-08-73",2007,5,-100,17.78,-70.5,43.2333333333333,0
