"Size_class","id","year","fhours","depth","sst","lon","lat","catch"
"large","2014-244003",2014,8,-132,22.78,-74.2833333333333,38.1,0
"small","2014-248601",2014,8,-275,16.11,-69.9166666666667,41.6666666666667,0
"large","2014-248601",2014,8,-275,16.11,-69.9166666666667,41.6666666666667,0
"small","2014-249401",2014,8,-210,NA,-73.05,39.8666666666667,0
"large","2014-249401",2014,8,-210,NA,-73.05,39.8666666666667,0
"small","2014-249901",2014,12,-200,14.44,-70.1666666666667,42.9166666666667,0
"large","2014-249901",2014,12,-200,14.44,-70.1666666666667,42.9166666666667,0
"small","2014-250201",2014,4,-180,16.67,-70.25,42.1666666666667,0
"large","2014-250201",2014,4,-180,16.67,-70.25,42.1666666666667,0
"small","2014-250202",2014,4,-160,17.78,-70.25,42.1666666666667,0
"large","2014-250202",2014,4,-160,17.78,-70.25,42.1666666666667,0
"small","2014-250203",2014,5,-100,16.67,-70.3166666666667,42.1333333333333,0
"large","2014-250203",2014,5,-100,16.67,-70.3166666666667,42.1333333333333,0
"small","2014-250301",2014,4,-180,16.67,-70.25,42.1666666666667,0
"large","2014-250301",2014,4,-180,16.67,-70.25,42.1666666666667,0
"small","2014-250302",2014,6,-200,17.22,-70.1333333333333,42.0833333333333,0
"large","2014-250302",2014,6,-200,17.22,-70.1333333333333,42.0833333333333,0
"small","2014-250501",2014,6,-180,17.22,-70.1333333333333,42.0833333333333,0
"large","2014-250501",2014,6,-180,17.22,-70.1333333333333,42.0833333333333,0
"small","2014-250601",2014,4,-120,NA,-70.25,42.1666666666667,0
"large","2014-250601",2014,4,-120,NA,-70.25,42.1666666666667,0
"small","2014-250602",2014,6,-180,17.22,-70.25,42.1666666666667,0
"large","2014-250602",2014,6,-180,17.22,-70.25,42.1666666666667,0
"small","2014-250603",2014,7,-170,17.22,-70.25,42.1666666666667,0
"large","2014-250603",2014,7,-170,17.22,-70.25,42.1666666666667,0
"small","2014-250604",2014,7,-180,17.22,-70.25,42.1666666666667,0
"large","2014-250604",2014,7,-180,17.22,-70.25,42.1666666666667,0
"small","2014-250605",2014,4,-170,16.67,-70.25,42.1666666666667,0
"large","2014-250605",2014,4,-170,16.67,-70.25,42.1666666666667,0
"small","2014-250606",2014,6,-180,16.67,-70.25,42.1666666666667,0
"large","2014-250606",2014,6,-180,16.67,-70.25,42.1666666666667,0
"small","2014-250802",2014,5,-240,18.33,-73.3166666666667,39.95,0
"large","2014-250802",2014,5,-240,18.33,-73.3166666666667,39.95,0
"small","2014-250907",2014,8,-200,23.33,-73.8333333333333,38.2333333333333,1
"large","2014-250907",2014,8,-200,23.33,-73.8333333333333,38.2333333333333,0
"small","2014-250911",2014,7,-240,21.11,-74.2833333333333,38.1,0
"large","2014-250911",2014,7,-240,21.11,-74.2833333333333,38.1,0
"small","2014-250913",2014,2,-1500,23.33,-74.45,37.45,0
"large","2014-250913",2014,2,-1500,23.33,-74.45,37.45,0
"small","2014-251001",2014,10,-280,17.22,-69.6666666666667,41.6333333333333,0
"large","2014-251001",2014,10,-280,17.22,-69.6666666666667,41.6333333333333,0
"small","2014-253301",2014,5,-120,17.78,-70.2333333333333,42.1333333333333,0
"large","2014-253301",2014,5,-120,17.78,-70.2333333333333,42.1333333333333,0
"small","2014-255701",2014,8,-160,17.78,-70.25,42.1666666666667,0
"large","2014-255701",2014,8,-160,17.78,-70.25,42.1666666666667,0
"small","2014-256401",2014,10,-180,15.56,-70.2833333333333,42.2666666666667,0
"large","2014-256401",2014,10,-180,15.56,-70.2833333333333,42.2666666666667,0
"small","2014-257306",2014,5,-900,22.22,-74.1,37.8666666666667,0
"large","2014-257306",2014,5,-900,22.22,-74.1,37.8666666666667,0
"small","2014-257314",2014,8,-200,22.78,-74.2833333333333,38.1,0
"large","2014-257314",2014,8,-200,22.78,-74.2833333333333,38.1,0
"small","2014-257401",2014,8,-120,22.22,-74.75,38.0833333333333,1
"large","2014-257401",2014,8,-120,22.22,-74.75,38.0833333333333,0
"small","2014-257501",2014,10,-200,23.33,-74.2833333333333,38.1,1
"large","2014-257501",2014,10,-200,23.33,-74.2833333333333,38.1,0
"small","2014-258001",2014,5,-170,16.67,-70.25,42.1666666666667,0
"large","2014-258001",2014,5,-170,16.67,-70.25,42.1666666666667,0
"small","2014-258401",2014,8,-220,NA,-70.5,42.8666666666667,0
"large","2014-258401",2014,8,-220,NA,-70.5,42.8666666666667,0
"small","2014-258701",2014,3,-190,18.33,-71.3333333333333,41,0
"large","2014-258701",2014,3,-190,18.33,-71.3333333333333,41,0
"small","2014-259402",2014,9,-150,23.33,-74.3333333333333,38.4166666666667,1
"large","2014-259402",2014,9,-150,23.33,-74.3333333333333,38.4166666666667,0
"small","2014-259501",2014,3,-150,23.89,-74.4,38.1833333333333,0
"large","2014-259501",2014,3,-150,23.89,-74.4,38.1833333333333,0
"small","2014-259601",2014,7,-86,18.33,-70.25,42.1666666666667,0
"large","2014-259601",2014,7,-86,18.33,-70.25,42.1666666666667,0
"small","2014-260001",2014,3,-100,15,-70.1333333333333,42.0833333333333,0
"large","2014-260001",2014,3,-100,15,-70.1333333333333,42.0833333333333,0
"small","2014-260002",2014,8,NA,20,-70.25,42.4166666666667,0
"large","2014-260002",2014,8,NA,20,-70.25,42.4166666666667,0
"small","2014-260201",2014,8,-150,17.22,-69.6666666666667,41.6333333333333,0
"large","2014-260201",2014,8,-150,17.22,-69.6666666666667,41.6333333333333,0
"small","2014-260401",2014,8,-120,23.33,-74.2833333333333,38.1,0
"large","2014-260401",2014,8,-120,23.33,-74.2833333333333,38.1,0
"small","2014-260403",2014,5,-170,23.33,-74.2833333333333,38.1,0
"large","2014-260403",2014,5,-170,23.33,-74.2833333333333,38.1,0
"small","2014-260407",2014,5,-200,22.78,-74.2833333333333,38.1,0
"large","2014-260407",2014,5,-200,22.78,-74.2833333333333,38.1,0
"small","2014-260410",2014,11,-120,23.33,-74.2833333333333,38.1,0
"large","2014-260410",2014,11,-120,23.33,-74.2833333333333,38.1,0
"small","2014-260412",2014,8,-200,22.22,-74.2833333333333,38.1,0
"large","2014-260412",2014,8,-200,22.22,-74.2833333333333,38.1,0
"small","2014-260413",2014,7,-120,23.33,-74.2833333333333,38.1,0
"large","2014-260413",2014,7,-120,23.33,-74.2833333333333,38.1,0
"small","2014-260414",2014,9,-140,NA,-74.4,38.1833333333333,0
"large","2014-260414",2014,9,-140,NA,-74.4,38.1833333333333,0
"small","2014-260416",2014,8,-200,23.33,-74.4,38.1833333333333,0
"large","2014-260416",2014,8,-200,23.33,-74.4,38.1833333333333,0
"small","2014-260418",2014,8,-140,23.33,-74.4,38.1833333333333,0
"large","2014-260418",2014,8,-140,23.33,-74.4,38.1833333333333,0
"small","2014-260421",2014,8,-200,23.33,-74.2833333333333,38.1,1
"large","2014-260421",2014,8,-200,23.33,-74.2833333333333,38.1,0
"small","2014-260805",2014,8,-120,23.89,-74.5833333333333,37.0833333333333,0
"large","2014-260805",2014,8,-120,23.89,-74.5833333333333,37.0833333333333,0
"small","2014-261306",2014,10,-140,23.33,-74.4,38.1833333333333,0
"large","2014-261306",2014,10,-140,23.33,-74.4,38.1833333333333,0
"small","2014-261308",2014,10,-140,23.33,-74.4,38.1833333333333,1
"large","2014-261308",2014,10,-140,23.33,-74.4,38.1833333333333,0
"small","2014-261501",2014,4,-120,16.67,-70.1666666666667,42.9166666666667,0
"large","2014-261501",2014,4,-120,16.67,-70.1666666666667,42.9166666666667,0
"small","2014-261502",2014,7,-200,19.44,-70.1666666666667,42.9166666666667,0
"large","2014-261502",2014,7,-200,19.44,-70.1666666666667,42.9166666666667,0
"small","2014-262401",2014,8,-200,16.67,-70.25,42.1666666666667,0
"large","2014-262401",2014,8,-200,16.67,-70.25,42.1666666666667,0
"small","2014-262402",2014,4,-140,17.78,-70.1333333333333,42.0833333333333,0
"large","2014-262402",2014,4,-140,17.78,-70.1333333333333,42.0833333333333,0
"small","2014-262502",2014,6,-120,23.89,-74.4,38.1833333333333,2
"large","2014-262502",2014,6,-120,23.89,-74.4,38.1833333333333,1
"small","2014-262601",2014,3,-80,15,-70.25,42.1666666666667,0
"large","2014-262601",2014,3,-80,15,-70.25,42.1666666666667,0
"small","2014-262701",2014,10,-280,15.56,-70.4166666666667,42.4166666666667,0
"large","2014-262701",2014,10,-280,15.56,-70.4166666666667,42.4166666666667,0
"small","2014-262702",2014,10,-130,16.11,-70.4166666666667,42.4166666666667,0
"large","2014-262702",2014,10,-130,16.11,-70.4166666666667,42.4166666666667,0
"small","2014-262703",2014,8,-220,15.56,-70.1666666666667,42.9166666666667,0
"large","2014-262703",2014,8,-220,15.56,-70.1666666666667,42.9166666666667,0
"small","2014-262902",2014,8,-280,16.67,-70.4166666666667,42.4166666666667,0
"large","2014-262902",2014,8,-280,16.67,-70.4166666666667,42.4166666666667,0
"small","2014-262904",2014,8,-130,15.56,-70.1333333333333,42.0833333333333,0
"large","2014-262904",2014,8,-130,15.56,-70.1333333333333,42.0833333333333,0
"small","2014-263201",2014,7,-180,22.22,-73.5833333333333,38.8333333333333,0
"large","2014-263201",2014,7,-180,22.22,-73.5833333333333,38.8333333333333,0
"small","2014-263803",2014,4,-600,23.89,-73.8333333333333,38.2333333333333,1
"large","2014-263803",2014,4,-600,23.89,-73.8333333333333,38.2333333333333,0
"small","2014-263804",2014,8,-180,23.89,-74.2833333333333,38.1,1
"large","2014-263804",2014,8,-180,23.89,-74.2833333333333,38.1,0
"small","2014-263806",2014,6,-160,23.33,-74.2833333333333,38.1,1
"large","2014-263806",2014,6,-160,23.33,-74.2833333333333,38.1,0
"small","2014-263807",2014,8,-150,24.44,-74.2833333333333,38.1,2
"large","2014-263807",2014,8,-150,24.44,-74.2833333333333,38.1,0
"small","2014-263808",2014,7,-140,23.33,-74.2833333333333,38.1,2
"large","2014-263808",2014,7,-140,23.33,-74.2833333333333,38.1,0
"small","2014-263810",2014,18,-150,23.33,-74.4,38.1833333333333,1
"large","2014-263810",2014,18,-150,23.33,-74.4,38.1833333333333,0
"small","2014-263811",2014,17,-1800,25,-74.45,37.45,0
"large","2014-263811",2014,17,-1800,25,-74.45,37.45,0
"small","2014-263812",2014,6,-120,23.33,-74.4,38.1833333333333,1
"large","2014-263812",2014,6,-120,23.33,-74.4,38.1833333333333,0
"small","2014-263813",2014,8,-120,23.89,-74.2833333333333,38.1,1
"large","2014-263813",2014,8,-120,23.89,-74.2833333333333,38.1,0
"small","2014-263814",2014,10,-600,22.78,-73.8333333333333,38.2333333333333,0
"large","2014-263814",2014,10,-600,22.78,-73.8333333333333,38.2333333333333,0
"small","2014-263815",2014,10,-125,23.33,-74.2833333333333,38.1,0
"large","2014-263815",2014,10,-125,23.33,-74.2833333333333,38.1,0
"small","2014-263816",2014,9,-500,23.33,-74.1,37.8666666666667,0
"large","2014-263816",2014,9,-500,23.33,-74.1,37.8666666666667,0
"small","2014-263817",2014,8,-1080,22.78,-74.2833333333333,38.1,0
"large","2014-263817",2014,8,-1080,22.78,-74.2833333333333,38.1,0
"small","2014-263820",2014,9,-240,23.33,-74.2833333333333,38.1,1
"large","2014-263820",2014,9,-240,23.33,-74.2833333333333,38.1,0
"small","2014-263821",2014,8,-600,23.33,-74.45,37.45,0
"large","2014-263821",2014,8,-600,23.33,-74.45,37.45,0
"small","2014-263822",2014,8,-280,22.22,-74.2833333333333,38.1,0
"large","2014-263822",2014,8,-280,22.22,-74.2833333333333,38.1,0
"small","2014-263823",2014,8,-600,24.44,-74.45,37.45,0
"large","2014-263823",2014,8,-600,24.44,-74.45,37.45,0
"small","2014-266101",2014,8,-177,25,-74.2833333333333,38.1,1
"large","2014-266101",2014,8,-177,25,-74.2833333333333,38.1,0
"small","2014-266102",2014,6,-140,22.78,-74.2833333333333,38.1,1
"large","2014-266102",2014,6,-140,22.78,-74.2833333333333,38.1,0
"small","2014-266103",2014,8,-150,22.78,-74.2833333333333,38.1,0
"large","2014-266103",2014,8,-150,22.78,-74.2833333333333,38.1,0
"small","2014-266106",2014,8,-125,25,-74.4,38.1833333333333,1
"large","2014-266106",2014,8,-125,25,-74.4,38.1833333333333,0
"small","2014-266107",2014,8,-210,23.89,-74.1,37.8666666666667,0
"large","2014-266107",2014,8,-210,23.89,-74.1,37.8666666666667,0
"small","2014-266108",2014,8,-120,26.11,-74.2833333333333,38.1,1
"large","2014-266108",2014,8,-120,26.11,-74.2833333333333,38.1,0
"small","2014-266109",2014,8,-600,23.89,-74.1,37.8666666666667,0
"large","2014-266109",2014,8,-600,23.89,-74.1,37.8666666666667,0
"small","2014-266110",2014,10,-650,26.11,-74.45,37.45,0
"large","2014-266110",2014,10,-650,26.11,-74.45,37.45,0
"small","2014-266111",2014,8,-300,23.89,-74.45,37.45,0
"large","2014-266111",2014,8,-300,23.89,-74.45,37.45,0
"small","2014-266112",2014,8,-1500,22.78,-73.75,38.3333333333333,0
"large","2014-266112",2014,8,-1500,22.78,-73.75,38.3333333333333,0
"small","2014-266113",2014,8,-700,27.22,-74.45,37.45,0
"large","2014-266113",2014,8,-700,27.22,-74.45,37.45,0
"small","2014-266114",2014,8,-130,24.44,-74.2833333333333,38.1,0
"large","2014-266114",2014,8,-130,24.44,-74.2833333333333,38.1,0
"small","2014-266115",2014,8,-680,24.44,-74.45,37.45,0
"large","2014-266115",2014,8,-680,24.44,-74.45,37.45,0
"small","2014-266116",2014,8,-600,22.78,-73.75,38.3333333333333,0
"large","2014-266116",2014,8,-600,22.78,-73.75,38.3333333333333,0
"small","2014-266117",2014,8,-600,24.44,-74.45,37.45,3
"large","2014-266117",2014,8,-600,24.44,-74.45,37.45,0
"small","2014-266118",2014,8,-300,24.44,-73.75,38.3333333333333,0
"large","2014-266118",2014,8,-300,24.44,-73.75,38.3333333333333,0
"small","2014-266202",2014,8,-180,23.89,-74.2833333333333,38.1,0
"large","2014-266202",2014,8,-180,23.89,-74.2833333333333,38.1,0
"small","2014-266402",2014,8,-180,22.22,-73.05,39.8666666666667,2
"large","2014-266402",2014,8,-180,22.22,-73.05,39.8666666666667,0
"small","2014-266406",2014,5,-150,19.44,-73.5833333333333,40.1666666666667,2
"large","2014-266406",2014,5,-150,19.44,-73.5833333333333,40.1666666666667,0
"small","2014-267003",2014,12,-950,21.11,-71.7333333333333,39.9166666666667,0
"large","2014-267003",2014,12,-950,21.11,-71.7333333333333,39.9166666666667,0
"small","2014-267501",2014,3,-150,16.11,-70.9166666666667,41.4166666666667,0
"large","2014-267501",2014,3,-150,16.11,-70.9166666666667,41.4166666666667,0
"small","2014-267603",2014,5,-200,21.11,-71.2833333333333,40.9166666666667,7
"large","2014-267603",2014,5,-200,21.11,-71.2833333333333,40.9166666666667,0
"small","2014-267701",2014,4,-160,18.89,-71.3333333333333,41,1
"large","2014-267701",2014,4,-160,18.89,-71.3333333333333,41,0
"small","2014-268802",2014,6,-260,21.11,-71,41,2
"large","2014-268802",2014,6,-260,21.11,-71,41,0
"small","2014-268803",2014,9,-185,17.78,-70.9166666666667,40.75,4
"large","2014-268803",2014,9,-185,17.78,-70.9166666666667,40.75,0
"small","2014-268901",2014,5,-200,20,-71.5833333333333,40.8333333333333,0
"large","2014-268901",2014,5,-200,20,-71.5833333333333,40.8333333333333,0
"small","2014-268903",2014,6,-180,NA,-71.75,40.9166666666667,0
"large","2014-268903",2014,6,-180,NA,-71.75,40.9166666666667,0
"small","2014-269702",2014,7,-155,NA,-74.2833333333333,38.1,3
"large","2014-269702",2014,7,-155,NA,-74.2833333333333,38.1,0
"small","2014-269703",2014,7,-153,23.89,-74.2833333333333,38.1,1
"large","2014-269703",2014,7,-153,23.89,-74.2833333333333,38.1,0
"small","2014-269704",2014,9,-300,23.33,-74.2833333333333,38.1,2
"large","2014-269704",2014,9,-300,23.33,-74.2833333333333,38.1,0
"small","2014-269801",2014,6,-120,23.33,-74.4,38.1833333333333,0
"large","2014-269801",2014,6,-120,23.33,-74.4,38.1833333333333,0
"small","2014-269802",2014,8,-120,25.56,-74.2833333333333,38.1,0
"large","2014-269802",2014,8,-120,25.56,-74.2833333333333,38.1,0
"small","2014-270201",2014,6,-180,12.22,-70.2833333333333,42.2666666666667,0
"large","2014-270201",2014,6,-180,12.22,-70.2833333333333,42.2666666666667,1
"small","2014-270403",2014,8,-220,24.44,-74.2833333333333,38.1,0
"large","2014-270403",2014,8,-220,24.44,-74.2833333333333,38.1,0
"small","2014-270701",2014,5,-250,15,-70.2833333333333,42.2666666666667,0
"large","2014-270701",2014,5,-250,15,-70.2833333333333,42.2666666666667,0
"small","2014-270901",2014,4,-200,19.44,-70.3666666666667,42.8,0
"large","2014-270901",2014,4,-200,19.44,-70.3666666666667,42.8,0
"small","2014-270902",2014,8,-180,18.33,-70.3666666666667,42.8,0
"large","2014-270902",2014,8,-180,18.33,-70.3666666666667,42.8,0
"small","2014-271401",2014,4,-200,15,-69.35,41.4666666666667,0
"large","2014-271401",2014,4,-200,15,-69.35,41.4666666666667,1
"small","2014-271402",2014,6,-220,14.44,-69.35,41.4666666666667,0
"large","2014-271402",2014,6,-220,14.44,-69.35,41.4666666666667,0
"small","2014-271403",2014,7,NA,NA,-69.5833333333333,41.6833333333333,0
"large","2014-271403",2014,7,NA,NA,-69.5833333333333,41.6833333333333,0
"small","2014-271405",2014,10,-215,15.56,-69.35,41.4666666666667,0
"large","2014-271405",2014,10,-215,15.56,-69.35,41.4666666666667,0
"small","2014-271601",2014,7,-160,15.56,-70.2833333333333,42.2666666666667,0
"large","2014-271601",2014,7,-160,15.56,-70.2833333333333,42.2666666666667,0
"small","2014-271602",2014,5,-87,15.56,-70.25,42.1666666666667,0
"large","2014-271602",2014,5,-87,15.56,-70.25,42.1666666666667,0
"small","2014-271603",2014,12,-90,15.56,-70.25,42.1666666666667,0
"large","2014-271603",2014,12,-90,15.56,-70.25,42.1666666666667,0
"small","2014-271604",2014,3,-95,NA,-70.25,42.1666666666667,0
"large","2014-271604",2014,3,-95,NA,-70.25,42.1666666666667,0
"small","2014-271801",2014,5,-75,NA,-70.2833333333333,42.2666666666667,0
"large","2014-271801",2014,5,-75,NA,-70.2833333333333,42.2666666666667,0
"small","2014-271802",2014,6,NA,NA,-70.2833333333333,42.2666666666667,0
"large","2014-271802",2014,6,NA,NA,-70.2833333333333,42.2666666666667,0
"small","2014-271803",2014,7,-125,20.56,-70.25,42.4166666666667,0
"large","2014-271803",2014,7,-125,20.56,-70.25,42.4166666666667,0
"small","2014-271804",2014,10,-120,21.11,-70.2833333333333,42.2666666666667,0
"large","2014-271804",2014,10,-120,21.11,-70.2833333333333,42.2666666666667,0
"small","2014-271901",2014,5,-140,NA,-70.1333333333333,42.0833333333333,0
"large","2014-271901",2014,5,-140,NA,-70.1333333333333,42.0833333333333,0
"small","2014-271902",2014,5,NA,NA,-70.2833333333333,42.2666666666667,0
"large","2014-271902",2014,5,NA,NA,-70.2833333333333,42.2666666666667,1
"small","2014-272101",2014,8,-130,15.56,-70.1333333333333,42.0833333333333,0
"large","2014-272101",2014,8,-130,15.56,-70.1333333333333,42.0833333333333,0
"small","2014-272103",2014,3,-120,15.56,-70.25,42.1666666666667,0
"large","2014-272103",2014,3,-120,15.56,-70.25,42.1666666666667,0
"small","2014-272201",2014,6,-127,NA,-70.2833333333333,42.2666666666667,0
"large","2014-272201",2014,6,-127,NA,-70.2833333333333,42.2666666666667,0
"small","2014-272202",2014,8,-100,17.78,-70.25,42.1666666666667,0
"large","2014-272202",2014,8,-100,17.78,-70.25,42.1666666666667,0
"small","2014-272501",2014,7,-120,NA,-74.2833333333333,38.1,1
"large","2014-272501",2014,7,-120,NA,-74.2833333333333,38.1,0
"small","2014-272503",2014,8,-132,23.33,-74.4,38.1833333333333,1
"large","2014-272503",2014,8,-132,23.33,-74.4,38.1833333333333,0
"small","2014-272504",2014,8,-140,22.78,-74.2833333333333,38.1,3
"large","2014-272504",2014,8,-140,22.78,-74.2833333333333,38.1,0
"small","2014-272505",2014,6,-150,22.78,-74.2833333333333,38.1,1
"large","2014-272505",2014,6,-150,22.78,-74.2833333333333,38.1,0
"small","2014-272506",2014,8,-150,23.89,-74.4666666666667,38.25,1
"large","2014-272506",2014,8,-150,23.89,-74.4666666666667,38.25,0
"small","2014-272508",2014,8,-120,NA,-74.4,38.1833333333333,0
"large","2014-272508",2014,8,-120,NA,-74.4,38.1833333333333,0
"small","2014-272520",2014,7,-130,NA,-74.4,38.1833333333333,0
"large","2014-272520",2014,7,-130,NA,-74.4,38.1833333333333,0
"small","2014-272902",2014,7,-120,NA,-74.3333333333333,38.4166666666667,0
"large","2014-272902",2014,7,-120,NA,-74.3333333333333,38.4166666666667,0
"small","2014-273201",2014,6,-200,15.56,-70.2833333333333,42.2666666666667,0
"large","2014-273201",2014,6,-200,15.56,-70.2833333333333,42.2666666666667,0
"small","2014-273202",2014,10,-120,21.11,-70.2833333333333,42.2666666666667,0
"large","2014-273202",2014,10,-120,21.11,-70.2833333333333,42.2666666666667,0
"small","2014-273203",2014,10,-100,20,-70.25,42.4166666666667,0
"large","2014-273203",2014,10,-100,20,-70.25,42.4166666666667,0
"small","2014-273603",2014,7,-160,19.44,-74.2833333333333,38.1,4
"large","2014-273603",2014,7,-160,19.44,-74.2833333333333,38.1,0
"small","2014-273604",2014,8,-170,23.33,-74.2833333333333,38.1,1
"large","2014-273604",2014,8,-170,23.33,-74.2833333333333,38.1,0
"small","2014-273605",2014,3,NA,23.89,-74.2833333333333,38.1,2
"large","2014-273605",2014,3,NA,23.89,-74.2833333333333,38.1,0
"small","2014-273606",2014,7,-160,22.78,-74.2833333333333,38.1,0
"large","2014-273606",2014,7,-160,22.78,-74.2833333333333,38.1,0
"small","2014-273607",2014,8,-180,23.33,-74.2833333333333,38.1,7
"large","2014-273607",2014,8,-180,23.33,-74.2833333333333,38.1,0
"small","2014-273705",2014,11,-65,24.44,-73.75,38.1,0
"large","2014-273705",2014,11,-65,24.44,-73.75,38.1,0
"small","2014-273801",2014,10,-200,15.56,-70.1666666666667,42.9166666666667,0
"large","2014-273801",2014,10,-200,15.56,-70.1666666666667,42.9166666666667,0
"small","2014-273902",2014,8,-215,17.78,-70.4166666666667,43.1166666666667,0
"large","2014-273902",2014,8,-215,17.78,-70.4166666666667,43.1166666666667,0
"small","2014-274001",2014,5,-180,14.44,-70.4833333333333,43,0
"large","2014-274001",2014,5,-180,14.44,-70.4833333333333,43,0
"small","2014-274801",2014,7,-180,21.11,-72.9166666666667,39.5833333333333,2
"large","2014-274801",2014,7,-180,21.11,-72.9166666666667,39.5833333333333,0
"small","2014-274802",2014,14,-135,22.78,-72.9166666666667,39.5833333333333,1
"large","2014-274802",2014,14,-135,22.78,-72.9166666666667,39.5833333333333,0
"small","2014-275602",2014,10,-125,25,-74.2833333333333,38.1,0
"large","2014-275602",2014,10,-125,25,-74.2833333333333,38.1,0
"small","2014-275801",2014,6,-170,22.22,-73.05,39.8666666666667,6
"large","2014-275801",2014,6,-170,22.22,-73.05,39.8666666666667,0
"small","2014-275802",2014,9,-180,22.22,-73.05,39.8666666666667,0
"large","2014-275802",2014,9,-180,22.22,-73.05,39.8666666666667,0
"small","2014-276004",2014,10,-130,23.33,-74.4,38.1833333333333,0
"large","2014-276004",2014,10,-130,23.33,-74.4,38.1833333333333,0
"small","2014-276006",2014,7,-135,23.89,-74.2833333333333,38.1,2
"large","2014-276006",2014,7,-135,23.89,-74.2833333333333,38.1,0
"small","2014-276201",2014,5,-180,21.11,-72.3666666666667,40.4,0
"large","2014-276201",2014,5,-180,21.11,-72.3666666666667,40.4,0
"small","2014-276301",2014,9,-180,21.67,-72.3666666666667,40.4,1
"large","2014-276301",2014,9,-180,21.67,-72.3666666666667,40.4,0
"small","2014-276901",2014,3,-190,21.11,-72.3666666666667,40.4,0
"large","2014-276901",2014,3,-190,21.11,-72.3666666666667,40.4,0
"small","2014-276903",2014,6,-180,21.11,-72.3666666666667,40.4833333333333,2
"large","2014-276903",2014,6,-180,21.11,-72.3666666666667,40.4833333333333,0
"small","2014-278504",2014,12,-200,21.11,-72.3666666666667,40.4,1
"large","2014-278504",2014,12,-200,21.11,-72.3666666666667,40.4,0
"small","2014-280601",2014,8,-180,15.56,-70.25,42.1666666666667,0
"large","2014-280601",2014,8,-180,15.56,-70.25,42.1666666666667,0
"small","2014-280602",2014,4,-220,15.56,-70.2833333333333,42.2666666666667,0
"large","2014-280602",2014,4,-220,15.56,-70.2833333333333,42.2666666666667,0
"small","2014-281202",2014,6,-150,23.33,-74.2833333333333,38.1,5
"large","2014-281202",2014,6,-150,23.33,-74.2833333333333,38.1,0
"small","2014-283701",2014,4,-270,17.22,-70.2166666666667,42.8666666666667,0
"large","2014-283701",2014,4,-270,17.22,-70.2166666666667,42.8666666666667,0
"small","2014-283702",2014,8,-220,17.78,-70.4166666666667,42.9166666666667,0
"large","2014-283702",2014,8,-220,17.78,-70.4166666666667,42.9166666666667,0
"small","2014-284701",2014,8,-140,17.22,-70.1666666666667,42.5,0
"large","2014-284701",2014,8,-140,17.22,-70.1666666666667,42.5,0
"small","2014-284702",2014,8,-200,17.22,-70.4166666666667,42.4166666666667,0
"large","2014-284702",2014,8,-200,17.22,-70.4166666666667,42.4166666666667,0
"small","2014-284703",2014,8,-109,17.78,-70.0833333333333,42.9166666666667,0
"large","2014-284703",2014,8,-109,17.78,-70.0833333333333,42.9166666666667,0
"small","2014-284704",2014,10,-200,16.67,-70.1666666666667,42.9166666666667,0
"large","2014-284704",2014,10,-200,16.67,-70.1666666666667,42.9166666666667,0
"small","2014-284801",2014,8,-200,16.67,-69.35,41.4666666666667,0
"large","2014-284801",2014,8,-200,16.67,-69.35,41.4666666666667,0
"small","2014-284802",2014,7,-190,16.11,-69.35,41.4666666666667,0
"large","2014-284802",2014,7,-190,16.11,-69.35,41.4666666666667,0
"small","2014-284804",2014,6,-115,16.67,-69.35,41.4666666666667,0
"large","2014-284804",2014,6,-115,16.67,-69.35,41.4666666666667,0
"small","2014-284805",2014,8,-250,20,-69.35,41.4666666666667,0
"large","2014-284805",2014,8,-250,20,-69.35,41.4666666666667,0
"small","2014-286001",2014,8,-200,17.78,-70.1666666666667,42.9166666666667,0
"large","2014-286001",2014,8,-200,17.78,-70.1666666666667,42.9166666666667,0
"small","2014-286002",2014,8,-190,14.44,-70.1666666666667,42.9166666666667,0
"large","2014-286002",2014,8,-190,14.44,-70.1666666666667,42.9166666666667,0
"small","2014-286317",2014,8,-130,NA,-74.2833333333333,38.1,0
"large","2014-286317",2014,8,-130,NA,-74.2833333333333,38.1,0
"small","2014-286801",2014,5,-200,16.67,-70.1666666666667,42.9166666666667,0
"large","2014-286801",2014,5,-200,16.67,-70.1666666666667,42.9166666666667,0
"small","2014-286802",2014,2,-175,NA,-70.4666666666667,42.9666666666667,0
"large","2014-286802",2014,2,-175,NA,-70.4666666666667,42.9666666666667,0
"small","2014-286803",2014,6,-240,NA,-70.2166666666667,42.8666666666667,0
"large","2014-286803",2014,6,-240,NA,-70.2166666666667,42.8666666666667,0
"small","2014-286901",2014,6,-200,18.89,-70.1666666666667,42.9166666666667,0
"large","2014-286901",2014,6,-200,18.89,-70.1666666666667,42.9166666666667,0
"small","2014-286902",2014,10,-215,17.78,-70.1666666666667,42.9166666666667,0
"large","2014-286902",2014,10,-215,17.78,-70.1666666666667,42.9166666666667,0
"small","2014-287701",2014,8,-300,21.11,-73.0333333333333,39.8666666666667,0
"large","2014-287701",2014,8,-300,21.11,-73.0333333333333,39.8666666666667,0
"small","2014-287702",2014,8,-200,NA,-73.25,39.9166666666667,0
"large","2014-287702",2014,8,-200,NA,-73.25,39.9166666666667,0
"small","2014-288001",2014,8,-202,22.22,-73.05,39.8666666666667,1
"large","2014-288001",2014,8,-202,22.22,-73.05,39.8666666666667,0
