"","YEAR","MONTH","Lat","Lon","wt_lbs","OBGEARCAT","CATDISP","COMNAME"
"1","1989","01",40.8927777777778,-70.8927777777778,25,"OT","Discarded","HERRING, ATLANTIC"
"2","1989","01",40.9022222222222,-70.835,15,"OT","Discarded","HERRING, ATLANTIC"
"3","1989","01",41.065,-70.7161111111111,50,"OT","Discarded","HERRING, ATLANTIC"
"4","1989","01",41.04,-70.8297222222222,100,"OT","Discarded","HERRING, ATLANTIC"
"5","1989","01",41.0694444444444,-70.7047222222222,300,"OT","Discarded","HERRING, ATLANTIC"
"6","1989","01",41.0258333333333,-70.8555555555556,200,"OT","Discarded","HERRING, ATLANTIC"
"7","1989","01",40.9644444444444,-70.7302777777778,200,"OT","Discarded","HERRING, ATLANTIC"
"8","1989","01",40.9169444444444,-70.7886111111111,600,"OT","Discarded","HERRING, ATLANTIC"
"9","1989","01",42.975,-70.3083333333333,8,"OT","Discarded","HERRING, ATLANTIC"
"10","1989","01",42.9416666666667,-70.475,500,"OT","Discarded","HERRING, ATLANTIC"
"11","1989","01",42.9416666666667,-70.475,2500,"OT","Discarded","HERRING, ATLANTIC"
"12","1989","01",42.7416666666667,-70.575,400,"OT","Kept","HERRING, ATLANTIC"
"13","1989","01",42.7416666666667,-70.575,100,"OT","Kept","HERRING, ATLANTIC"
"14","1989","01",42.775,-70.5416666666667,29,"OT","Discarded","HERRING, ATLANTIC"
"15","1989","01",42.6083333333333,-70.475,38,"OT","Discarded","HERRING, ATLANTIC"
"16","1989","01",42.8416666666667,-70.5916666666667,65,"OT","Discarded","HERRING, ATLANTIC"
"17","1989","01",42.8083333333333,-70.6416666666667,500,"OT","Discarded","HERRING, ATLANTIC"
"18","1989","01",42.925,-70.5083333333333,84,"OT","Discarded","HERRING, ATLANTIC"
"19","1989","01",42.925,-70.5083333333333,96,"OT","Discarded","HERRING, ATLANTIC"
"20","1989","02",43.4916666666667,-70.225,3,"OT","Discarded","HERRING, BLUEBACK"
"21","1989","02",43.4916666666667,-70.225,6,"OT","Discarded","HERRING, ATLANTIC"
"22","1989","02",43.4583333333333,-70.275,3,"OT","Discarded","HERRING, BLUEBACK"
"23","1989","02",43.4583333333333,-70.275,7,"OT","Discarded","HERRING, ATLANTIC"
"24","1989","02",43.5583333333333,-70.2083333333333,4,"OT","Discarded","HERRING, BLUEBACK"
"25","1989","02",43.5583333333333,-70.2083333333333,7,"OT","Discarded","HERRING, ATLANTIC"
"26","1989","02",43.5416666666667,-70.1916666666667,4,"OT","Discarded","HERRING, BLUEBACK"
"27","1989","02",43.5416666666667,-70.1916666666667,6,"OT","Discarded","HERRING, ATLANTIC"
"28","1989","02",43.525,-70.1916666666667,2,"OT","Discarded","HERRING, BLUEBACK"
"29","1989","02",43.525,-70.1916666666667,5,"OT","Discarded","HERRING, ATLANTIC"
"30","1989","02",43.845,-69.5155555555556,1,"OT","Discarded","HERRING, ATLANTIC"
"31","1989","02",43.7791666666667,-69.5216666666667,2,"OT","Discarded","HERRING, ATLANTIC"
"32","1989","02",43.8161111111111,-69.5019444444444,1,"OT","Discarded","HERRING, ATLANTIC"
"33","1989","02",43.7838888888889,-69.5325,1,"OT","Discarded","HERRING, ATLANTIC"
"34","1989","02",43.525,-70.1083333333333,1,"OT","Discarded","HERRING, BLUEBACK"
"35","1989","02",43.525,-70.1083333333333,3,"OT","Discarded","HERRING, ATLANTIC"
"36","1989","02",43.625,-70.0583333333333,1,"OT","Discarded","HERRING, ATLANTIC"
"37","1989","02",42.2044444444444,-70.04,36,"OT","Discarded","HERRING, ATLANTIC"
"38","1989","02",42.0986111111111,-69.8561111111111,14,"OT","Discarded","HERRING, ATLANTIC"
"39","1989","02",42.0394444444444,-69.7352777777778,6,"OT","Discarded","HERRING, ATLANTIC"
"40","1989","03",41.0825,-71.6038888888889,1,"OT","Discarded","HERRING, ATLANTIC"
"41","1989","03",41.0619444444444,-71.6425,13,"OT","Discarded","HERRING, ATLANTIC"
"42","1989","03",41.0633333333333,-71.6702777777778,18,"OT","Discarded","HERRING, ATLANTIC"
"43","1989","03",41.0619444444444,-71.6425,5,"OT","Discarded","HERRING, ATLANTIC"
"44","1989","03",41.0580555555556,-71.6513888888889,6,"OT","Discarded","HERRING, ATLANTIC"
"45","1989","03",40.8344444444444,-70.2483333333333,1,"OT","Discarded","HERRING, ATLANTIC"
"46","1989","03",40.9005555555556,-70.2788888888889,1,"OT","Discarded","HERRING, ATLANTIC"
"47","1989","03",43.325,-70.0583333333333,7,"OT","Discarded","HERRING, ATLANTIC"
"48","1989","03",43.325,-70.0583333333333,50,"OT","Kept","HERRING, ATLANTIC"
"49","1989","03",43.325,-69.9916666666667,5,"OT","Discarded","HERRING, ATLANTIC"
"50","1989","03",43.325,-69.9916666666667,75,"OT","Kept","HERRING, ATLANTIC"
"51","1989","03",43.2416666666667,-70.0916666666667,15,"OT","Discarded","HERRING, ATLANTIC"
"52","1989","03",43.2416666666667,-70.0916666666667,50,"OT","Kept","HERRING, ATLANTIC"
"53","1989","03",43.325,-70.0583333333333,5,"OT","Discarded","HERRING, ATLANTIC"
"54","1989","03",43.325,-70.0583333333333,45,"OT","Kept","HERRING, ATLANTIC"
"55","1989","03",43.1916666666667,-70.0916666666667,3,"OT","Discarded","HERRING, ATLANTIC"
"56","1989","03",43.1916666666667,-70.0916666666667,10,"OT","Kept","HERRING, ATLANTIC"
"57","1989","03",43.1083333333333,-70.175,6,"OT","Discarded","HERRING, ATLANTIC"
"58","1989","03",43.0083333333333,-70.1916666666667,8,"OT","Discarded","HERRING, ATLANTIC"
"59","1989","03",43.1416666666667,-70.1916666666667,5,"OT","Discarded","HERRING, ATLANTIC"
"60","1989","03",40.2588888888889,-70.6886111111111,2,"OT","Discarded","HERRING, BLUEBACK"
"61","1989","03",40.1313888888889,-70.4333333333333,1,"OT","Discarded","HERRING, BLUEBACK"
"62","1989","03",40.2302777777778,-70.6394444444445,13,"OT","Discarded","HERRING, BLUEBACK"
"63","1989","03",41.0161111111111,-71.4163888888889,8,"OT","Discarded","HERRING, ATLANTIC"
"64","1989","03",40.9561111111111,-71.3741666666667,6,"OT","Discarded","HERRING, ATLANTIC"
"65","1989","03",40.9627777777778,-71.3608333333333,2,"OT","Discarded","HERRING, ATLANTIC"
"66","1989","04",43.3583333333333,-69.925,1,"OT","Discarded","HERRING, BLUEBACK"
"67","1989","04",43.3583333333333,-69.925,96,"OT","Kept","HERRING, ATLANTIC"
"68","1989","04",43.275,-70.025,1,"OT","Discarded","HERRING, BLUEBACK"
"69","1989","04",43.275,-70.025,149,"OT","Kept","HERRING, ATLANTIC"
"70","1989","04",43.275,-70.025,1,"OT","Discarded","HERRING, BLUEBACK"
"71","1989","04",43.275,-70.025,45,"OT","Kept","HERRING, ATLANTIC"
"72","1989","04",38.275,-74.1916666666667,2,"OT","Kept","HERRING, ATLANTIC"
"73","1989","04",38.225,-74.2083333333333,1,"OT","Kept","HERRING, ATLANTIC"
"74","1989","04",38.2583333333333,-74.2083333333333,4,"OT","Kept","HERRING, ATLANTIC"
"75","1989","04",38.3416666666667,-74.125,23,"OT","Discarded","HERRING, ATLANTIC"
"76","1989","04",38.4416666666667,-73.9916666666667,3,"OT","Kept","HERRING, ATLANTIC"
"77","1989","04",38.7583333333333,-73.4916666666667,37,"OT","Discarded","HERRING, ATLANTIC"
"78","1989","04",38.8583333333333,-73.6583333333333,16,"OT","Discarded","HERRING, ATLANTIC"
"79","1989","04",38.875,-73.425,60,"OT","Kept","HERRING, ATLANTIC"
"80","1989","04",38.875,-73.425,65,"OT","Discarded","HERRING, ATLANTIC"
"81","1989","04",38.4416666666667,-73.675,55,"OT","Discarded","HERRING, ATLANTIC"
"82","1989","04",38.325,-75.0416666666667,5,"OT","Kept","HERRING, ATLANTIC"
"83","1989","04",38.2916666666667,-75.075,5,"OT","Kept","HERRING, ATLANTIC"
"84","1989","04",38.2916666666667,-75.075,8,"OT","Discarded","HERRING, ATLANTIC"
"85","1989","04",38.325,-75.0416666666667,5,"OT","Kept","HERRING, ATLANTIC"
"86","1989","04",38.225,-75.0916666666667,2,"OT","Discarded","HERRING, ATLANTIC"
"87","1989","04",38.225,-75.0916666666667,3,"OT","Kept","HERRING, ATLANTIC"
"88","1989","04",42.9416666666667,-70.175,8,"OT","Discarded","HERRING, ATLANTIC"
"89","1989","04",43.025,-70.125,12,"OT","Discarded","HERRING, ATLANTIC"
"90","1989","04",42.8583333333333,-70.3583333333333,2,"OT","Discarded","HERRING, ATLANTIC"
"91","1989","04",42.8583333333333,-70.3583333333333,24,"OT","Discarded","HERRING, ATLANTIC"
"92","1989","04",42.8083333333333,-70.3416666666667,4,"OT","Discarded","HERRING, ATLANTIC"
"93","1989","04",42.7583333333333,-69.925,5,"OT","Discarded","HERRING, ATLANTIC"
"94","1989","04",41.2427777777778,-70.4336111111111,10,"OT","Discarded","HERRING, ATLANTIC"
"95","1989","04",41.2455555555556,-70.4325,6,"OT","Discarded","HERRING, ATLANTIC"
"96","1989","04",41.2441666666667,-70.4402777777778,6,"OT","Discarded","HERRING, ATLANTIC"
"97","1989","04",41.2563888888889,-70.5058333333333,3,"OT","Discarded","HERRING, ATLANTIC"
"98","1989","04",41.2569444444444,-70.5033333333333,1,"OT","Discarded","HERRING, ATLANTIC"
"99","1989","04",41.2444444444444,-70.4777777777778,1,"OT","Discarded","HERRING, BLUEBACK"
"100","1989","04",41.2177777777778,-70.46,3,"OT","Discarded","HERRING, ATLANTIC"
"101","1989","04",41.2491666666667,-70.5038888888889,1,"OT","Discarded","HERRING, ATLANTIC"
"102","1989","04",41.2291666666667,-70.6080555555556,1,"OT","Discarded","HERRING, ATLANTIC"
"103","1989","04",41.165,-71.2927777777778,300,"OT","Discarded","HERRING, ATLANTIC"
"104","1989","04",41.095,-71.2958333333333,200,"OT","Discarded","HERRING, ATLANTIC"
"105","1989","04",41.2777777777778,-71.3911111111111,23,"OT","Discarded","HERRING, ATLANTIC"
"106","1989","04",41.2972222222222,-71.4983333333333,17,"OT","Discarded","HERRING, BLUEBACK"
"107","1989","04",41.2972222222222,-71.4983333333333,19,"OT","Discarded","HERRING, ATLANTIC"
"108","1989","04",41.2894444444444,-71.5130555555556,17,"OT","Discarded","HERRING, BLUEBACK"
"109","1989","04",41.2894444444444,-71.5130555555556,44,"OT","Discarded","HERRING, ATLANTIC"
"110","1989","04",41.2711111111111,-71.4008333333333,17,"OT","Discarded","HERRING, BLUEBACK"
"111","1989","04",41.2711111111111,-71.4008333333333,40,"OT","Discarded","HERRING, ATLANTIC"
"112","1989","04",42.1633333333333,-70.1122222222222,16,"OT","Discarded","HERRING, ATLANTIC"
"113","1989","04",43.325,-70.0583333333333,980,"OT","Discarded","HERRING, ATLANTIC"
"114","1989","04",43.275,-70.0416666666667,191,"OT","Discarded","HERRING, ATLANTIC"
"115","1989","04",43.1916666666667,-70.125,16,"OT","Discarded","HERRING, ATLANTIC"
"116","1989","04",43.1916666666667,-70.125,7,"OT","Discarded","HERRING, ATLANTIC"
"117","1989","04",43.1583333333333,-70.125,1,"OT","Discarded","HERRING, ATLANTIC"
"118","1989","04",41.2961111111111,-70.6572222222222,1,"OT","Discarded","HERRING, ATLANTIC"
"119","1989","04",41.3016666666667,-70.5558333333333,10,"OT","Discarded","HERRING, ATLANTIC"
"120","1989","04",41.3069444444444,-70.5536111111111,70,"OT","Discarded","HERRING, ATLANTIC"
"121","1989","04",41.2594444444444,-70.4905555555556,90,"OT","Discarded","HERRING, ATLANTIC"
"122","1989","04",41.2669444444444,-70.49,60,"OT","Discarded","HERRING, ATLANTIC"
"123","1989","04",41.3027777777778,-70.5622222222222,22,"OT","Discarded","HERRING, ATLANTIC"
"124","1989","04",41.2580555555556,-70.4983333333333,17,"OT","Discarded","HERRING, ATLANTIC"
"125","1989","04",41.3038888888889,-70.5572222222222,15,"OT","Discarded","HERRING, ATLANTIC"
"126","1989","04",41.2741666666667,-70.4919444444444,10,"OT","Discarded","HERRING, ATLANTIC"
"127","1989","04",41.2866666666667,-70.5058333333333,1,"OT","Discarded","HERRING, ATLANTIC"
"128","1989","04",41.2427777777778,-70.4852777777778,60,"OT","Discarded","HERRING, ATLANTIC"
"129","1989","04",41.2377777777778,-70.4733333333333,8,"OT","Discarded","HERRING, ATLANTIC"
"130","1989","04",41.2380555555556,-70.485,100,"OT","Discarded","HERRING, ATLANTIC"
"131","1989","04",41.2419444444444,-70.4905555555556,126,"OT","Discarded","HERRING, ATLANTIC"
"132","1989","04",41.3069444444444,-70.5422222222222,140,"OT","Discarded","HERRING, ATLANTIC"
"133","1989","04",41.2397222222222,-70.4891666666667,95,"OT","Discarded","HERRING, ATLANTIC"
"134","1989","04",42.7916666666667,-70.3416666666667,1,"OT","Discarded","HERRING, BLUEBACK"
"135","1989","04",42.7916666666667,-70.3416666666667,52,"OT","Discarded","HERRING, ATLANTIC"
"136","1989","04",42.9416666666667,-70.1916666666667,1,"OT","Discarded","HERRING, BLUEBACK"
"137","1989","04",42.9416666666667,-70.1916666666667,1,"OT","Discarded","HERRING, ATLANTIC"
"138","1989","04",42.9916666666667,-70.0916666666667,1,"OT","Discarded","HERRING, BLUEBACK"
"139","1989","04",42.9916666666667,-70.0916666666667,9,"OT","Discarded","HERRING, ATLANTIC"
"140","1989","04",43.1083333333333,-70.1916666666667,186,"OT","Discarded","HERRING, ATLANTIC"
"141","1989","04",43.0416666666667,-70.125,21,"OT","Discarded","HERRING, ATLANTIC"
"142","1989","04",42.8916666666667,-70.2916666666667,62,"OT","Discarded","HERRING, ATLANTIC"
"143","1989","04",43.3591666666667,-69.6222222222222,51,"OT","Discarded","HERRING, ATLANTIC"
"144","1989","04",43.2919444444444,-69.4269444444444,9,"OT","Discarded","HERRING, ATLANTIC"
"145","1989","04",43.2711111111111,-69.2936111111111,8,"OT","Discarded","HERRING, ATLANTIC"
"146","1989","04",42.975,-70.1416666666667,15,"OT","Discarded","HERRING, ATLANTIC"
"147","1989","04",43.1083333333333,-70.2583333333333,12,"OT","Discarded","HERRING, ATLANTIC"
"148","1989","05",40.4172222222222,-71.7580555555556,65,"OT","Discarded","HERRING, ATLANTIC"
"149","1989","05",40.3325,-71.8022222222222,63,"OT","Discarded","HERRING, ATLANTIC"
"150","1989","05",40.34,-71.8255555555556,782,"OT","Discarded","HERRING, ATLANTIC"
"151","1989","05",40.4191666666667,-71.7588888888889,34,"OT","Discarded","HERRING, ATLANTIC"
"152","1989","05",40.3402777777778,-71.6738888888889,652,"OT","Discarded","HERRING, ATLANTIC"
"153","1989","05",40.3380555555556,-71.8247222222222,44,"OT","Discarded","HERRING, ATLANTIC"
"154","1989","05",40.3905555555556,-71.7936111111111,30,"OT","Discarded","HERRING, ATLANTIC"
"155","1989","05",40.3472222222222,-71.6680555555556,28,"OT","Discarded","HERRING, ATLANTIC"
"156","1989","05",41.0558333333333,-69.9408333333333,66,"OT","Discarded","HERRING, ATLANTIC"
"157","1989","05",41.0541666666667,-69.9366666666667,65,"OT","Discarded","HERRING, ATLANTIC"
"158","1989","05",41.0122222222222,-70.0194444444444,44,"OT","Discarded","HERRING, ATLANTIC"
"159","1989","05",41.0144444444444,-70.0361111111111,139,"OT","Discarded","HERRING, ATLANTIC"
"160","1989","05",41.0136111111111,-70.0263888888889,91,"OT","Discarded","HERRING, ATLANTIC"
"161","1989","05",41.0541666666667,-69.9366666666667,164,"OT","Discarded","HERRING, ATLANTIC"
"162","1989","05",41.0569444444444,-69.9355555555556,357,"OT","Discarded","HERRING, ATLANTIC"
"163","1989","05",41.0491666666667,-69.9361111111111,41,"OT","Discarded","HERRING, ATLANTIC"
"164","1989","05",41.435,-70.3669444444444,2,"OT","Discarded","HERRING, ATLANTIC"
"165","1989","05",41.4441666666667,-70.3963888888889,3,"OT","Discarded","HERRING, ATLANTIC"
"166","1989","05",41.4330555555556,-70.3630555555555,5,"OT","Discarded","HERRING, ATLANTIC"
"167","1989","05",41.3280555555556,-71.6244444444444,14,"OT","Discarded","HERRING, ATLANTIC"
"168","1989","05",41.275,-71.7416666666667,9,"OT","Discarded","HERRING, ATLANTIC"
"169","1989","05",41.2916666666667,-71.8583333333333,8,"OT","Discarded","HERRING, ATLANTIC"
"170","1989","05",41.3058333333333,-71.7583333333333,41,"OT","Discarded","HERRING, ATLANTIC"
"171","1989","05",41.2919444444444,-71.6316666666667,76,"OT","Discarded","HERRING, ATLANTIC"
"172","1989","05",41.4947222222222,-70.4147222222222,3,"OT","Discarded","HERRING, BLUEBACK"
"173","1989","05",41.5119444444444,-70.4183333333333,1,"OT","Discarded","HERRING, BLUEBACK"
"174","1989","05",41.5013888888889,-70.4194444444445,4,"OT","Discarded","HERRING, BLUEBACK"
"175","1989","05",41.4469444444444,-70.3955555555556,1,"OT","Discarded","HERRING, BLUEBACK"
"176","1989","05",41.4469444444444,-70.3955555555556,1,"OT","Discarded","HERRING, ATLANTIC"
"177","1989","05",41.4886111111111,-70.4302777777778,15,"OT","Discarded","HERRING, BLUEBACK"
"178","1989","05",41.4594444444445,-70.41,2,"OT","Discarded","HERRING, BLUEBACK"
"179","1989","05",41.4586111111111,-70.4377777777778,100,"OT","Discarded","HERRING, BLUEBACK"
"180","1989","05",41.4530555555556,-70.245,19,"OT","Discarded","HERRING, BLUEBACK"
"181","1989","05",41.4491666666667,-70.2508333333333,44,"OT","Discarded","HERRING, BLUEBACK"
"182","1989","05",41.4486111111111,-70.2533333333333,40,"OT","Discarded","HERRING, BLUEBACK"
"183","1989","05",41.805,-70.085,1,"OT","Discarded","HERRING, ATLANTIC"
"184","1989","05",42.2563888888889,-70.5991666666667,3,"OT","Discarded","HERRING, BLUEBACK"
"185","1989","05",41.3044444444444,-71.5077777777778,11,"OT","Discarded","HERRING, BLUEBACK"
"186","1989","05",41.3044444444444,-71.5077777777778,6,"OT","Discarded","HERRING, ATLANTIC"
"187","1989","05",41.2563888888889,-71.7780555555556,50,"OT","Discarded","HERRING, BLUEBACK"
"188","1989","05",41.1908333333333,-71.7261111111111,30,"OT","Discarded","HERRING, BLUEBACK"
"189","1989","05",41.5988888888889,-66.6772222222222,2,"OT","Discarded","HERRING, ATLANTIC"
"190","1989","05",41.5916666666667,-66.4916666666667,2,"OT","Discarded","HERRING, ATLANTIC"
"191","1989","05",41.7083333333333,-66.4083333333333,2,"OT","Discarded","HERRING, ATLANTIC"
"192","1989","05",41.575,-66.475,2,"OT","Discarded","HERRING, ATLANTIC"
"193","1989","05",43.525,-70.1916666666667,1,"OT","Discarded","HERRING, ATLANTIC"
"194","1989","05",43.475,-70.2083333333333,1,"OT","Discarded","HERRING, ATLANTIC"
"195","1989","05",43.5083333333333,-70.125,3,"OT","Discarded","HERRING, ATLANTIC"
"196","1989","05",43.1916666666667,-70.125,16,"OT","Discarded","HERRING, ATLANTIC"
"197","1989","05",43.0083333333333,-70.1416666666667,5,"OT","Discarded","HERRING, ATLANTIC"
"198","1989","05",43.125,-70.275,2,"OT","Discarded","HERRING, ATLANTIC"
"199","1989","05",43.1583333333333,-70.0916666666667,76,"OT","Discarded","HERRING, ATLANTIC"
"200","1989","05",43.0083333333333,-70.175,3,"OT","Discarded","HERRING, ATLANTIC"
"201","1989","06",41.4211111111111,-70.8327777777778,43,"OT","Discarded","HERRING, BLUEBACK"
"202","1989","06",41.3963888888889,-70.8555555555556,2,"OT","Discarded","HERRING, ATLANTIC"
"203","1989","06",40.925,-72.175,2,"OT","Discarded","HERRING, ATLANTIC"
"204","1989","06",40.875,-72.3416666666667,2,"OT","Discarded","HERRING, ATLANTIC"
"205","1989","06",40.8416666666667,-72.3916666666667,2,"OT","Discarded","HERRING, ATLANTIC"
"206","1989","06",40.8916666666667,-72.2916666666667,4,"OT","Discarded","HERRING, ATLANTIC"
"207","1989","06",40.6416666666667,-73.0916666666667,1,"OT","Discarded","HERRING, ATLANTIC"
"208","1989","06",40.6083333333333,-73.125,1,"OT","Discarded","HERRING, ATLANTIC"
"209","1989","06",40.6583333333333,-72.9916666666667,77,"OT","Discarded","HERRING, ATLANTIC"
"210","1989","06",40.6583333333333,-72.9916666666667,1,"OT","Discarded","HERRING, BLUEBACK"
"211","1989","06",40.7083333333333,-72.8416666666667,52,"OT","Discarded","HERRING, ATLANTIC"
"212","1989","06",40.5916666666667,-73.3083333333333,36,"OT","Discarded","HERRING, BLUEBACK"
"213","1989","06",40.5916666666667,-73.3083333333333,4,"OT","Discarded","HERRING, ATLANTIC"
"214","1989","06",40.5916666666667,-73.3416666666667,4,"OT","Discarded","HERRING, BLUEBACK"
"215","1989","06",40.5916666666667,-73.3416666666667,9,"OT","Discarded","HERRING, ATLANTIC"
"216","1989","06",40.575,-73.3583333333333,6,"OT","Discarded","HERRING, ATLANTIC"
"217","1989","06",40.5916666666667,-73.3416666666667,3,"OT","Discarded","HERRING, ATLANTIC"
"218","1989","06",40.5916666666667,-73.375,2,"OT","Discarded","HERRING, ATLANTIC"
"219","1989","06",40.5916666666667,-73.275,1,"OT","Discarded","HERRING, BLUEBACK"
"220","1989","06",40.5916666666667,-73.275,1,"OT","Discarded","HERRING, ATLANTIC"
"221","1989","06",42.8083333333333,-70.6916666666667,600,"OT","Kept","HERRING, ATLANTIC"
"222","1989","06",42.7916666666667,-70.6583333333333,600,"OT","Kept","HERRING, ATLANTIC"
"223","1989","06",42.775,-70.625,200,"OT","Kept","HERRING, ATLANTIC"
"224","1989","06",41.8583333333333,-69.825,1250,"OT","Kept","HERRING, ATLANTIC"
"225","1989","06",41.8583333333333,-69.825,4000,"OT","Kept","HERRING, ATLANTIC"
"226","1989","06",41.8583333333333,-69.825,2000,"OT","Kept","HERRING, ATLANTIC"
"227","1989","06",41.8583333333333,-69.825,2000,"OT","Discarded","HERRING, ATLANTIC"
"228","1989","06",41.8583333333333,-69.825,300,"OT","Discarded","HERRING, ATLANTIC"
"229","1989","06",41.8583333333333,-69.825,300,"OT","Discarded","HERRING, ATLANTIC"
"230","1989","06",41.3975,-69.3041666666667,6,"OT","Discarded","HERRING, ATLANTIC"
"231","1989","06",41.4,-69.3188888888889,11,"OT","Discarded","HERRING, ATLANTIC"
"232","1989","06",41.4208333333333,-69.3269444444444,1,"OT","Discarded","HERRING, ATLANTIC"
"233","1989","06",40.4836111111111,-71.3661111111111,1,"OT","Discarded","HERRING, ATLANTIC"
"234","1989","06",42.4805555555556,-67.7913888888889,1,"OT","Discarded","HERRING, ATLANTIC"
"235","1989","06",42.1444444444444,-67.4716666666667,1,"OT","Discarded","HERRING, ATLANTIC"
"236","1989","06",42.1525,-67.1522222222222,1,"OT","Discarded","HERRING, ATLANTIC"
"237","1989","06",42.0986111111111,-67.3705555555556,3,"OT","Discarded","HERRING, ATLANTIC"
"238","1989","06",42.1963888888889,-67.2219444444444,1,"OT","Discarded","HERRING, ATLANTIC"
"239","1989","06",42.4111111111111,-67.6808333333333,1,"OT","Discarded","HERRING, ATLANTIC"
"240","1989","06",42.3308333333333,-67.2897222222222,1,"OT","Discarded","HERRING, ATLANTIC"
"241","1989","06",42.5416666666667,-67.5583333333333,1,"OT","Discarded","HERRING, ATLANTIC"
"242","1989","06",41.4297222222222,-69.0472222222222,2,"OT","Discarded","HERRING, ATLANTIC"
"243","1989","06",41.4377777777778,-69.0933333333333,16,"OT","Discarded","HERRING, ATLANTIC"
"244","1989","06",41.4247222222222,-69.0430555555556,15,"OT","Discarded","HERRING, ATLANTIC"
"245","1989","06",41.4672222222222,-69.1027777777778,21,"OT","Discarded","HERRING, ATLANTIC"
"246","1989","06",41.4488888888889,-69.0061111111111,13,"OT","Discarded","HERRING, ATLANTIC"
"247","1989","06",41.7286111111111,-68.5355555555555,15,"OT","Discarded","HERRING, ATLANTIC"
"248","1989","06",41.9933333333333,-68.7011111111111,7,"OT","Discarded","HERRING, ATLANTIC"
"249","1989","06",42.0161111111111,-69.5972222222222,2,"OT","Discarded","HERRING, ATLANTIC"
"250","1989","06",42.1316666666667,-69.4413888888889,2,"OT","Discarded","HERRING, ATLANTIC"
"251","1989","06",40.5238888888889,-67.5733333333333,17,"OT","Discarded","HERRING, BLUEBACK"
"252","1989","06",40.5238888888889,-67.5733333333333,2,"OT","Discarded","HERRING, ATLANTIC"
"253","1989","06",40.6891666666667,-67.1444444444444,4,"OT","Discarded","HERRING, BLUEBACK"
"254","1989","06",40.7011111111111,-67.0575,2,"OT","Discarded","HERRING, BLUEBACK"
"255","1989","07",41.4088888888889,-68.4702777777778,21,"OT","Discarded","HERRING, ATLANTIC"
"256","1989","07",41.4083333333333,-68.4733333333333,63,"OT","Discarded","HERRING, ATLANTIC"
"257","1989","07",41.3975,-68.4525,23,"OT","Discarded","HERRING, ATLANTIC"
"258","1989","07",41.3847222222222,-68.5402777777778,43,"OT","Discarded","HERRING, ATLANTIC"
"259","1989","07",41.3972222222222,-68.4697222222222,272,"OT","Discarded","HERRING, ATLANTIC"
"260","1989","07",41.3961111111111,-68.4755555555556,27,"OT","Discarded","HERRING, ATLANTIC"
"261","1989","07",41.3672222222222,-68.5888888888889,220,"OT","Discarded","HERRING, ATLANTIC"
"262","1989","07",41.4063888888889,-68.485,59,"OT","Discarded","HERRING, ATLANTIC"
"263","1989","07",41.3905555555556,-68.4736111111111,40,"OT","Discarded","HERRING, ATLANTIC"
"264","1989","07",41.3886111111111,-68.4855555555555,96,"OT","Discarded","HERRING, ATLANTIC"
"265","1989","07",41.3736111111111,-68.6188888888889,128,"OT","Discarded","HERRING, ATLANTIC"
"266","1989","07",38.9583333333333,-74.7416666666667,1,"OT","Discarded","HERRING, ATLANTIC"
"267","1989","07",38.9583333333333,-74.725,1,"OT","Discarded","HERRING, ATLANTIC"
"268","1989","07",38.9583333333333,-74.7083333333333,31,"OT","Discarded","HERRING, ATLANTIC"
"269","1989","07",38.9916666666667,-74.7583333333333,2,"OT","Discarded","HERRING, ATLANTIC"
"270","1989","07",38.4083333333333,-75.025,2,"OT","Discarded","HERRING, ATLANTIC"
"271","1989","07",38.125,-74.9916666666667,2,"OT","Discarded","HERRING, ATLANTIC"
"272","1989","07",42.875,-70.6416666666667,600,"OT","Kept","HERRING, ATLANTIC"
"273","1989","07",42.875,-70.6583333333333,100,"OT","Discarded","HERRING, ATLANTIC"
"274","1989","07",42.875,-70.6583333333333,300,"OT","Kept","HERRING, ATLANTIC"
"275","1989","07",42.875,-70.6583333333333,200,"OT","Discarded","HERRING, ATLANTIC"
"276","1989","07",42.925,-70.6083333333333,700,"OT","Kept","HERRING, ATLANTIC"
"277","1989","07",42.8916666666667,-70.625,100,"OT","Discarded","HERRING, ATLANTIC"
"278","1989","07",42.8916666666667,-70.625,300,"OT","Kept","HERRING, ATLANTIC"
"279","1989","07",41.9941666666667,-70.2541666666667,4,"OT","Discarded","HERRING, ATLANTIC"
"280","1989","07",41.2522222222222,-69.3744444444444,1,"OT","Discarded","HERRING, ATLANTIC"
"281","1989","07",43.4416666666667,-70.1916666666667,110,"OT","Kept","HERRING, ATLANTIC"
"282","1989","07",43.4416666666667,-70.1916666666667,70,"OT","Kept","HERRING, ATLANTIC"
"283","1989","07",43.3416666666667,-70.2083333333333,1000,"OT","Kept","HERRING, ATLANTIC"
"284","1989","07",42.0391666666667,-67.7052777777778,1,"OT","Discarded","HERRING, BLUEBACK"
"285","1989","07",42.0391666666667,-67.7052777777778,2,"OT","Discarded","HERRING, ATLANTIC"
"286","1989","07",42.0883333333333,-67.5425,1,"OT","Discarded","HERRING, ATLANTIC"
"287","1989","07",42.1322222222222,-67.3572222222222,10,"OT","Discarded","HERRING, ATLANTIC"
"288","1989","07",41.9813888888889,-67.8658333333333,5,"OT","Discarded","HERRING, ATLANTIC"
"289","1989","07",43.7083333333333,-69.1891666666667,21,"OT","Discarded","HERRING, ATLANTIC"
