tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
158601,09,01,1105,1,0,,7631,3,1,4,2016,09,10,0110630,0,0,2,CTSE1105.pdf,00104177.tif,ORIGINAL,WHITE MARLIN,2161,1586,1,0,0,1,0,0,0,3,2016-158601
173302,09,02,1114,2,0,,7667,7,3,2,2016,09,17,0110673,0,0,2,CTSE1114.pdf,00105023.tif,ORIGINAL,LITTLE TUNNY,4681,1733,2,1,0,0,0,0,0,2,2016-173302
173302,09,02,1114,3,0,,7667,7,3,2,2016,09,17,0110673,0,0,2,CTSE1114.pdf,00105023.tif,ORIGINAL,BLUE SHARK,4931,1733,1,0,0,2,0,0,0,2,2016-173302
173304,09,04,1114,4,0,,7667,7,3,2,2016,09,17,0110673,0,0,2,CTSE1114.pdf,00105026.tif,ORIGINAL,BLUEFISH,230,1733,2,0,0,1,0,0,0,4,2016-173304
173304,09,04,1114,5,0,,7667,7,3,2,2016,09,17,0110673,0,0,2,CTSE1114.pdf,00105026.tif,ORIGINAL,STRIPED BASS,4180,1733,1,0,0,3,0,0,0,4,2016-173304
173305,09,05,1114,6,0,,7667,7,3,2,2016,09,17,0110673,0,0,2,CTSE1114.pdf,00105028.tif,ORIGINAL,LITTLE TUNNY,4681,1733,1,1,0,4,0,0,0,4,2016-173305
158701,09,01,1205,7,0,,7667,5,1,3,2016,09,10,0110687,0,0,2,CTSE1205.pdf,00104181.tif,ORIGINAL,LITTLE TUNNY,4681,1587,1,0,0,10,0,0,0,2,2016-158701
158701,09,01,1205,8,0,,7667,5,1,3,2016,09,10,0110687,0,0,2,CTSE1205.pdf,00104181.tif,ORIGINAL,BLUE SHARK,4931,1587,2,0,0,1,0,0,0,2,2016-158701
185901,09,01,1209,9,0,,7667,5,1,2,2016,09,25,0110687,0,0,2,CTSE1209.pdf,00105740.tif,ORIGINAL,BLUEFISH,230,1859,2,0,0,2,0,0,0,3,2016-185901
185901,09,01,1209,10,0,,7667,5,1,2,2016,09,25,0110687,0,0,2,CTSE1209.pdf,00105740.tif,ORIGINAL,LITTLE TUNNY,4681,1859,1,3,0,6,0,0,0,3,2016-185901
185902,09,02,1209,11,0,,7667,5,1,3,2016,09,25,0110695,0,0,2,CTSE1209.pdf,00105742.tif,ORIGINAL,DOLPHIN,1050,1859,2,2,0,0,0,0,0,2,2016-185902
185902,09,02,1209,12,0,,7667,5,1,3,2016,09,25,0110695,0,0,2,CTSE1209.pdf,00105742.tif,ORIGINAL,BFT SCHOOL,4677,1859,1,2,0,3,0,0,0,2,2016-185902
185902,09,02,1209,13,0,,7667,5,1,3,2016,09,25,0110695,0,0,2,CTSE1209.pdf,00105742.tif,ORIGINAL,LITTLE TUNNY,4681,1859,3,2,0,0,0,0,0,2,2016-185902
164601,09,01,2103,14,0,,7667,3,1,2,2016,09,12,0110833,0,0,2,CTSE2103.pdf,00104575.tif,ORIGINAL,LITTLE TUNNY,4681,1646,1,0,0,9,0,0,0,2,2016-164601
168201,09,01,2106,15,0,,7667,2,1,2,2016,09,14,0070884,0,0,2,CTSE2106.pdf,00104743.tif,ORIGINAL,LITTLE TUNNY,4681,1682,1,0,0,1,0,0,0,2,2016-168201
178301,09,01,2113,16,0,,7667,3,1,2,2016,09,20,0110630,0,0,2,CTSE2113.pdf,00105368.tif,ORIGINAL,LITTLE TUNNY,4681,1783,1,0,0,2,0,0,0,4,2016-178301
175801,10,01,1102,17,0,,6447,2,1,5,2016,09,18,0051599,0,0,1,DESE1102.pdf,00105248.tif,ORIGINAL,SWORDFISH,4328,1758,1,1,1,0,0,0,0,2,2016-175801
175801,10,01,1102,18,0,,6447,2,1,5,2016,09,18,0051599,0,0,1,DESE1102.pdf,00105248.tif,ORIGINAL,YFT,4711,1758,2,1,1,0,0,0,0,2,2016-175801
175802,10,02,1102,19,0,,6447,2,1,2,2016,09,18,0051599,0,0,1,DESE1102.pdf,00105250.tif,ORIGINAL,DOLPHIN,1050,1758,3,9,9,0,0,0,0,2,2016-175802
175802,10,02,1102,20,0,,6447,2,1,2,2016,09,18,0051599,0,0,1,DESE1102.pdf,00105250.tif,ORIGINAL,SHORTFIN MAKO SH,3551,1758,2,1,1,0,0,0,0,2,2016-175802
175802,10,02,1102,21,0,,6447,2,1,2,2016,09,18,0051599,0,0,1,DESE1102.pdf,00105250.tif,ORIGINAL,LITTLE TUNNY,4681,1758,5,0,0,1,0,0,0,2,2016-175802
175802,10,02,1102,22,0,,6447,2,1,2,2016,09,18,0051599,0,0,1,DESE1102.pdf,00105250.tif,ORIGINAL,YFT,4711,1758,4,0,0,1,0,0,0,2,2016-175802
