tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,species,batch,prep,recno,filestat,s_index,serrflag,sprobfld,id
15,9996,9996,495,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045229.tif,1050,1547,0,5,ORIGINAL,33,0,,2011-154709
16,9996,9996,509,8,9996,6783,3,1,2011,10,11,0470853,0,0,24,0,2203,1,mdoc2203.tif,00045719.tif,1050,1622,0,6,ORIGINAL,16,0,,2011-162201
16,9996,9996,510,2,9996,6783,3,1,2011,10,11,0470853,0,0,24,0,2203,1,mdoc2203.tif,00045719.tif,1050,1622,0,9,ORIGINAL,19,0,,2011-162201
16,9996,9996,527,2,9996,6783,3,1,2011,10,11,0470853,0,0,24,0,2203,1,mdoc2203.tif,00045719.tif,1050,1622,0,8,ORIGINAL,18,0,,2011-162201
15,9996,9996,537,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045229.tif,1050,1547,0,2,ORIGINAL,30,0,,2011-154709
14,9996,9996,540,2,9996,6555,7,3,2011,10,01,0470938,0,0,24,0,1106,1,mdoc1106.tif,00045044.tif,1050,1498,0,3,ORIGINAL,7,0,,2011-149802
14,9996,9996,542,2,9996,6555,7,3,2011,10,01,0470938,0,0,24,0,1106,1,mdoc1106.tif,00045044.tif,1050,1498,0,2,ORIGINAL,6,0,,2011-149802
15,9996,9996,542,2,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,6,ORIGINAL,56,0,,2011-159401
15,9996,9996,549,8,9996,6783,5,1,2011,10,09,0471493,0,0,24,0,1201,1,mdoc1201.tif,00045448.tif,1050,1580,0,1,ORIGINAL,13,0,,2011-158009
14,9996,9996,551,2,9996,6555,7,3,2011,10,01,0470938,0,0,24,0,1106,1,mdoc1106.tif,00045044.tif,1050,1498,0,1,ORIGINAL,5,0,,2011-149802
15,9996,9996,558,2,9996,7361,2,1,2011,10,08,0011724,0,0,34,0,1108,1,njoc1108.tif,00045258.tif,1050,1553,0,4,ORIGINAL,38,0,,2011-155303
15,9996,9996,569,2,9996,6783,5,1,2011,10,09,0471493,0,1,24,0,1201,1,mdoc1201.tif,00045437.tif,1050,1580,0,1,ORIGINAL,12,0,,2011-158002
15,9996,9996,572,2,9996,7361,2,1,2011,10,08,0011724,0,0,34,0,1108,1,njoc1108.tif,00045258.tif,1050,1553,0,5,ORIGINAL,39,0,,2011-155303
15,9996,9996,581,1,9996,6447,3,1,2011,10,08,0470853,0,0,24,0,1107,1,mdoc1107.tif,00045209.tif,1050,1546,0,1,ORIGINAL,1,0,,2011-154606
15,9996,9996,582,1,9996,6615,2,1,2011,10,09,1030564,0,1,36,0,1205,1,nyoc1205.tif,00045560.tif,1050,1590,0,5,ORIGINAL,43,0,,2011-159004
15,9996,9996,585,2,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,5,ORIGINAL,55,0,,2011-159401
15,9996,9996,589,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045229.tif,1050,1547,0,4,ORIGINAL,32,0,,2011-154709
16,9996,9996,591,2,9996,6783,3,1,2011,10,11,0470853,0,0,24,0,2203,1,mdoc2203.tif,00045719.tif,1050,1622,0,10,ORIGINAL,20,0,,2011-162201
15,9996,9996,591,1,9996,6615,2,1,2011,10,09,1030564,0,1,36,0,1205,1,nyoc1205.tif,00045560.tif,1050,1590,0,6,ORIGINAL,44,0,,2011-159004
15,9996,9996,592,2,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,4,ORIGINAL,54,0,,2011-159401
15,9996,9996,602,1,9996,6936,5,1,2011,10,08,0471493,0,1,24,0,1206,1,mdoc1206.tif,00045227.tif,1050,1547,0,2,ORIGINAL,28,0,,2011-154708
15,9996,9996,622,2,9996,6778,7,1,2011,10,09,0010025,0,0,51,0,1102,1,vaoc1102.tif,00045348.tif,1050,1568,0,2,ORIGINAL,48,0,,2011-156803
15,9996,9996,626,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045229.tif,1050,1547,0,1,ORIGINAL,29,0,,2011-154709
16,9996,9996,631,2,9996,6783,3,1,2011,10,11,0470853,0,0,24,0,2203,1,mdoc2203.tif,00045719.tif,1050,1622,0,5,ORIGINAL,15,0,,2011-162201
15,9996,9996,633,2,9996,6928,3,1,2011,10,10,8100088,0,0,51,0,1210,1,vaoc1210.tif,00045584.tif,1050,1595,0,3,ORIGINAL,50,0,,2011-159501
16,9996,9996,639,2,9996,6783,3,1,2011,10,11,0470853,0,0,24,0,2203,1,mdoc2203.tif,00045719.tif,1050,1622,0,4,ORIGINAL,14,0,,2011-162201
15,9996,9996,643,2,9996,6447,3,1,2011,10,08,0470853,0,0,24,0,1107,1,mdoc1107.tif,00045209.tif,1050,1546,0,2,ORIGINAL,2,0,,2011-154606
15,9996,9996,644,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045216.tif,1050,1547,0,2,ORIGINAL,22,0,,2011-154702
15,9996,9996,652,1,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,10,ORIGINAL,60,0,,2011-159401
15,9996,9996,656,2,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,3,ORIGINAL,53,0,,2011-159401
15,9996,9996,663,1,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,8,ORIGINAL,58,0,,2011-159401
15,9996,9996,675,2,9996,7361,2,1,2011,10,08,0011724,0,0,34,0,1108,1,njoc1108.tif,00045258.tif,1050,1553,0,8,ORIGINAL,42,0,,2011-155303
15,9996,9996,678,2,9996,7361,2,1,2011,10,08,0011724,0,0,34,0,1108,1,njoc1108.tif,00045258.tif,1050,1553,0,7,ORIGINAL,41,0,,2011-155303
15,9996,9996,683,1,9996,6447,3,1,2011,10,08,0470853,0,1,24,0,1107,1,mdoc1107.tif,00045211.tif,1050,1546,0,2,ORIGINAL,4,0,,2011-154607
15,9996,9996,689,1,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,2,ORIGINAL,52,0,,2011-159401
15,9996,9996,698,2,9996,6778,7,1,2011,10,09,0010025,0,0,51,0,1102,1,vaoc1102.tif,00045348.tif,1050,1568,0,3,ORIGINAL,49,0,,2011-156803
15,9996,9996,712,1,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,7,ORIGINAL,57,0,,2011-159401
15,9996,9996,713,1,9996,6778,7,1,2011,10,09,0010025,0,0,51,0,1102,1,vaoc1102.tif,00045348.tif,1050,1568,0,1,ORIGINAL,47,0,,2011-156803
15,9996,9996,719,1,9996,6936,5,1,2011,10,08,0471493,0,1,24,0,1206,1,mdoc1206.tif,00045227.tif,1050,1547,0,1,ORIGINAL,27,0,,2011-154708
16,9996,9996,720,2,9996,6783,3,1,2011,10,11,0470853,0,0,24,0,2203,1,mdoc2203.tif,00045719.tif,1050,1622,0,7,ORIGINAL,17,0,,2011-162201
15,9996,9996,720,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045216.tif,1050,1547,0,1,ORIGINAL,21,0,,2011-154702
15,9996,9996,721,1,9996,6447,3,1,2011,10,08,0470853,0,1,24,0,1107,1,mdoc1107.tif,00045211.tif,1050,1546,0,1,ORIGINAL,3,0,,2011-154607
15,9996,9996,723,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045229.tif,1050,1547,0,3,ORIGINAL,31,0,,2011-154709
15,9996,9996,728,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045216.tif,1050,1547,0,3,ORIGINAL,23,0,,2011-154702
15,9996,9996,733,2,9996,7361,2,1,2011,10,08,0011724,0,0,34,0,1108,1,njoc1108.tif,00045258.tif,1050,1553,0,6,ORIGINAL,40,0,,2011-155303
15,9996,9996,738,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045229.tif,1050,1547,0,6,ORIGINAL,34,0,,2011-154709
15,9996,9996,738,2,9996,6416,6,1,2011,10,08,0251050,0,0,34,0,1208,1,njoc1208.tif,00045527.tif,1050,1586,0,1,ORIGINAL,35,0,,2011-158604
15,9996,9996,746,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045225.tif,1050,1547,0,3,ORIGINAL,26,0,,2011-154707
15,9996,9996,753,1,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,9,ORIGINAL,59,0,,2011-159401
15,9996,9996,776,1,9996,7393,1,1,2011,10,09,8100002,0,0,51,0,1204,1,vaoc1204.tif,00045580.tif,1050,1594,0,1,ORIGINAL,51,0,,2011-159401
16,9996,9996,791,2,9996,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,1050,1601,0,9,ORIGINAL,10,0,,2011-160101
16,9996,9996,801,2,9996,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,1050,1601,0,7,ORIGINAL,8,0,,2011-160101
16,9996,9996,806,1,9996,7376,11,1,2011,10,09,0090414,0,0,44,0,1216,1,rioc1216.tif,00045727.tif,1050,1625,0,1,ORIGINAL,45,0,,2011-162501
15,9996,9996,811,2,9996,6778,7,3,2011,10,09,0010024,0,0,51,0,1102,1,vaoc1102.tif,00045344.tif,1050,1568,0,1,ORIGINAL,46,0,,2011-156801
15,9996,9996,853,1,9996,6708,3,1,2011,10,09,0090386,0,0,34,0,1109,1,njoc1109.tif,00045471.tif,1050,1582,0,1,ORIGINAL,37,0,,2011-158209
