tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,species,batch,prep,recno,filestat,s_index,serrflag,sprobfld,id
16,9996,9996,862,2,9996,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,1050,1601,0,8,ORIGINAL,9,0,,2011-160101
15,9996,9996,875,2,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045225.tif,1050,1547,0,2,ORIGINAL,25,0,,2011-154707
15,9996,9996,883,1,9996,6416,6,1,2011,10,08,0251808,0,0,34,1,1208,1,njoc1208.tif,00045540.tif,1050,1586,0,2,ORIGINAL,36,0,,2011-158611
15,9996,9996,897,1,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045225.tif,1050,1547,0,1,ORIGINAL,24,0,,2011-154707
16,9996,9996,925,2,9996,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,1050,1601,0,10,ORIGINAL,11,0,,2011-160101
15,9996,9996,1783,2,9996,6615,2,1,2011,10,09,1030564,0,1,36,0,1205,1,nyoc1205.tif,00045560.tif,3551,1590,2,8,ORIGINAL,62,0,,2011-159004
16,9996,9996,1902,1,9996,6858,3,1,2011,10,08,1030175,0,0,36,0,1101,1,nyoc1101.tif,00045639.tif,3551,1607,0,1,ORIGINAL,63,0,,2011-160702
17,9996,9996,2043,1,9996,6416,6,1,2011,10,23,0251808,0,0,34,0,1210,1,njoc1210.tif,00046376.tif,3551,1747,0,1,ORIGINAL,61,0,,2011-174702
17,2883,1945,9996,6,9996,6416,6,1,2011,10,24,0251050,0,0,34,0,2126,1,njoc2126.tif,00046267.tif,4328,1739,0,99,ORIGINAL,64,0,,2011-173902
15,9996,9996,529,6,533,6615,2,1,2011,10,08,1031780,1,0,36,0,1204,1,nyoc1204.tif,00045330.tif,4661,1560,0,3,ORIGINAL,66,0,,2011-156001
15,9996,9996,554,6,559,6615,2,1,2011,10,08,1031780,1,0,36,0,1204,1,nyoc1204.tif,00045330.tif,4661,1560,0,4,ORIGINAL,67,0,,2011-156001
15,9996,9996,602,6,607,6615,2,1,2011,10,08,1031780,1,0,36,0,1204,1,nyoc1204.tif,00045330.tif,4661,1560,0,2,ORIGINAL,65,0,,2011-156001
17,9996,9996,1532,6,1542,6634,8,1,2011,10,23,0230218,0,0,25,2,1107,1,maoc1107.tif,00046438.tif,4676,1772,0,1,ORIGINAL,68,0,,2011-177225
17,9996,9996,875,6,894,6416,6,1,2011,10,23,0251050,0,0,34,0,1210,1,njoc1210.tif,00046378.tif,4677,1747,0,1,ORIGINAL,70,0,,2011-174703
17,9996,9996,1064,6,1119,6634,8,1,2011,10,22,0230218,0,0,25,0,1212,1,maoc1212.tif,00046157.tif,4677,1717,0,1,ORIGINAL,69,0,,2011-171702
17,9996,9996,1172,6,1231,6634,8,3,2011,10,23,0230217,0,0,25,1,1107,1,maoc1107.tif,00046428.tif,4678,1772,0,1,ORIGINAL,73,0,,2011-177217
17,9996,9996,1176,6,1298,6634,8,1,2011,10,22,0230218,0,0,25,0,1212,1,maoc1212.tif,00046157.tif,4678,1717,0,2,ORIGINAL,72,0,,2011-171702
17,9996,9996,1203,6,1231,6416,6,1,2011,10,23,0251050,0,0,34,0,1210,1,njoc1210.tif,00046384.tif,4678,1747,0,1,ORIGINAL,74,0,,2011-174706
16,9996,9996,1302,6,1372,6634,23,3,2011,10,08,0239223,0,0,25,0,1110,1,maoc1110.tif,00045783.tif,4678,1632,0,1,ORIGINAL,71,0,,2011-163201
16,9996,9996,1868,6,1973,6634,8,1,2011,10,09,0230218,0,0,25,1,1201,1,maoc1201.tif,00045875.tif,4679,1650,0,1,ORIGINAL,75,0,,2011-165013
17,9996,9996,481,6,9996,6855,1,1,2011,10,23,0590624,0,1,36,0,1111,1,nyoc1111.tif,00046113.tif,4681,1712,0,1,ORIGINAL,85,0,,2011-171202
17,9996,9996,488,6,9996,6855,1,1,2011,10,23,0590624,0,1,36,0,1111,1,nyoc1111.tif,00046113.tif,4681,1712,0,2,ORIGINAL,86,0,,2011-171202
15,9996,9996,577,6,9996,6936,3,1,2011,10,09,0470853,0,0,24,0,1207,1,mdoc1207.tif,00045235.tif,4681,1548,0,2,ORIGINAL,83,0,,2011-154801
15,9996,9996,583,6,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045220.tif,4681,1547,0,2,ORIGINAL,78,0,,2011-154704
15,9996,9996,586,6,9996,6936,3,1,2011,10,09,0470853,0,0,24,0,1207,1,mdoc1207.tif,00045235.tif,4681,1548,0,3,ORIGINAL,84,0,,2011-154801
15,9996,9996,597,6,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045220.tif,4681,1547,0,4,ORIGINAL,80,0,,2011-154704
15,9996,9996,611,6,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045220.tif,4681,1547,0,3,ORIGINAL,79,0,,2011-154704
15,9996,9996,618,6,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045220.tif,4681,1547,0,5,ORIGINAL,81,0,,2011-154704
15,9996,9996,621,6,9996,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045220.tif,4681,1547,0,1,ORIGINAL,77,0,,2011-154704
15,9996,9996,623,6,9996,6936,3,1,2011,10,09,0470853,0,0,24,0,1207,1,mdoc1207.tif,00045235.tif,4681,1548,0,1,ORIGINAL,82,0,,2011-154801
14,9996,9996,699,6,9996,6555,7,3,2011,10,01,0470938,0,0,24,0,1106,1,mdoc1106.tif,00045044.tif,4681,1498,0,4,ORIGINAL,76,0,,2011-149802
15,9996,9996,820,6,835,6416,6,1,2011,10,01,0251808,0,0,34,0,1205,1,njoc1205.tif,00045090.tif,4701,1512,0,1,ORIGINAL,88,0,,2011-151201
15,9996,9996,824,6,839,6416,6,1,2011,10,01,0251808,0,0,34,0,1205,1,njoc1205.tif,00045090.tif,4701,1512,0,5,ORIGINAL,90,0,,2011-151201
15,9996,9996,836,6,855,6416,6,1,2011,10,08,0251808,0,0,34,0,1208,1,njoc1208.tif,00045525.tif,4701,1586,0,3,ORIGINAL,92,0,,2011-158603
15,9996,9996,842,6,860,6416,6,1,2011,10,08,0251808,0,0,34,0,1208,1,njoc1208.tif,00045525.tif,4701,1586,0,2,ORIGINAL,91,0,,2011-158603
15,9996,9996,871,6,890,6615,2,1,2011,10,09,1030564,0,1,36,0,1205,1,nyoc1205.tif,00045560.tif,4701,1590,0,1,ORIGINAL,98,0,,2011-159004
15,9996,9996,887,6,902,6615,2,1,2011,10,09,1030564,0,1,36,0,1205,1,nyoc1205.tif,00045560.tif,4701,1590,0,7,ORIGINAL,99,0,,2011-159004
15,9996,9996,943,6,966,6416,6,1,2011,10,01,0251808,0,0,34,0,1205,1,njoc1205.tif,00045090.tif,4701,1512,0,4,ORIGINAL,89,0,,2011-151201
15,9996,9996,1073,6,1130,7277,3,1,2011,10,08,0119003,0,1,09,0,1108,1,ctoc1108.tif,00045301.tif,4701,1558,0,1,ORIGINAL,87,0,,2011-155801
15,9996,9996,1093,6,1120,6416,6,1,2011,10,08,0251050,0,0,34,0,1208,1,njoc1208.tif,00045531.tif,4701,1586,0,2,ORIGINAL,94,0,,2011-158606
15,9996,9996,1100,6,1125,6416,6,1,2011,10,08,0251050,0,0,34,0,1208,1,njoc1208.tif,00045531.tif,4701,1586,0,1,ORIGINAL,93,0,,2011-158606
17,9996,9996,1116,6,1139,6416,6,1,2011,10,23,0251050,0,0,34,0,1210,1,njoc1210.tif,00046380.tif,4701,1747,0,2,ORIGINAL,97,0,,2011-174704
17,9996,9996,1118,6,1142,6416,6,1,2011,10,23,0251050,0,0,34,0,1210,1,njoc1210.tif,00046374.tif,4701,1747,0,3,ORIGINAL,95,0,,2011-174701
17,9996,9996,1122,6,1147,6416,6,1,2011,10,23,0251050,0,0,34,0,1210,1,njoc1210.tif,00046380.tif,4701,1747,0,1,ORIGINAL,96,0,,2011-174704
15,9996,9996,744,6,759,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045223.tif,4711,1547,0,1,ORIGINAL,112,0,,2011-154706
16,9996,9996,754,6,768,6447,2,1,2011,10,09,0051599,0,0,10,0,1106,1,deoc1106.tif,00045812.tif,4711,1604,0,1,ORIGINAL,103,0,,2011-160408
15,9996,9996,768,6,802,7361,2,1,2011,10,08,0011724,0,0,34,0,1108,1,njoc1108.tif,00045258.tif,4711,1553,0,3,ORIGINAL,159,0,,2011-155303
15,9996,9996,771,6,787,7361,2,1,2011,10,08,0019235,0,1,34,0,1108,1,njoc1108.tif,00045254.tif,4711,1553,0,6,ORIGINAL,153,0,,2011-155301
15,9996,9996,771,6,806,7361,2,1,2011,10,08,0011724,0,0,34,0,1108,1,njoc1108.tif,00045258.tif,4711,1553,0,1,ORIGINAL,157,0,,2011-155303
15,9996,9996,778,6,793,7345,13,1,2011,10,09,0091717,0,0,34,0,1113,1,njoc1113.tif,00045271.tif,4711,1554,0,3,ORIGINAL,147,0,,2011-155402
16,9996,9996,784,6,805,6416,6,1,2011,10,10,0259125,0,0,34,0,1202,1,njoc1202.tif,00045741.tif,4711,1615,0,2,ORIGINAL,133,0,,2011-161502
16,9996,9996,793,6,814,6416,6,1,2011,10,10,0259125,0,0,34,0,1202,1,njoc1202.tif,00045741.tif,4711,1615,0,1,ORIGINAL,132,0,,2011-161502
15,9996,9996,795,6,810,6936,3,1,2011,10,09,0470853,0,0,24,0,1207,1,mdoc1207.tif,00045235.tif,4711,1548,0,4,ORIGINAL,114,0,,2011-154801
16,9996,9996,796,6,813,6416,6,1,2011,10,10,0259125,0,0,34,0,1202,1,njoc1202.tif,00045741.tif,4711,1615,0,3,ORIGINAL,134,0,,2011-161502
15,9996,9996,798,6,811,6783,5,1,2011,10,09,0471493,0,0,24,0,1201,1,mdoc1201.tif,00045435.tif,4711,1580,0,1,ORIGINAL,110,0,,2011-158001
15,9996,9996,801,6,812,6936,3,1,2011,10,09,0470853,0,0,24,0,1207,1,mdoc1207.tif,00045235.tif,4711,1548,0,5,ORIGINAL,115,0,,2011-154801
15,9996,9996,817,6,844,7361,2,1,2011,10,08,0019235,0,1,34,0,1108,1,njoc1108.tif,00045254.tif,4711,1553,0,3,ORIGINAL,150,0,,2011-155301
15,9996,9996,818,6,822,7345,13,1,2011,10,09,0091717,0,0,34,0,1113,1,njoc1113.tif,00045271.tif,4711,1554,0,1,ORIGINAL,145,0,,2011-155402
15,9996,9996,823,6,827,7345,13,1,2011,10,09,0091717,0,0,34,0,1113,1,njoc1113.tif,00045271.tif,4711,1554,0,2,ORIGINAL,146,0,,2011-155402
16,9996,9996,827,6,834,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,4711,1601,0,5,ORIGINAL,108,0,,2011-160101
15,9996,9996,829,6,834,6936,3,1,2011,10,09,0470853,0,0,24,0,1207,1,mdoc1207.tif,00045235.tif,4711,1548,0,6,ORIGINAL,116,0,,2011-154801
16,9996,9996,834,6,854,6416,6,1,2011,10,10,0259125,0,0,34,0,1202,1,njoc1202.tif,00045741.tif,4711,1615,0,5,ORIGINAL,136,0,,2011-161502
15,9996,9996,841,6,881,7361,2,1,2011,10,08,0019235,0,1,34,0,1108,1,njoc1108.tif,00045254.tif,4711,1553,0,9,ORIGINAL,156,0,,2011-155301
15,9996,9996,841,6,873,7361,2,1,2011,10,08,0011724,0,0,34,0,1108,1,njoc1108.tif,00045258.tif,4711,1553,0,2,ORIGINAL,158,0,,2011-155303
16,9996,9996,847,6,864,6416,6,1,2011,10,10,0259125,0,0,34,0,1202,1,njoc1202.tif,00045741.tif,4711,1615,0,6,ORIGINAL,137,0,,2011-161502
15,9996,9996,852,6,872,6936,5,1,2011,10,08,0471493,0,0,24,0,1206,1,mdoc1206.tif,00045223.tif,4711,1547,0,2,ORIGINAL,113,0,,2011-154706
16,9996,9996,862,6,871,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,4711,1601,0,4,ORIGINAL,107,0,,2011-160101
15,9996,9996,869,6,892,7361,2,1,2011,10,08,0019235,0,1,34,0,1108,1,njoc1108.tif,00045254.tif,4711,1553,0,7,ORIGINAL,154,0,,2011-155301
17,9996,9996,894,6,897,6778,7,1,2011,10,22,0010025,0,1,51,0,1111,1,vaoc1111.tif,00046099.tif,4711,1707,0,2,ORIGINAL,179,0,,2011-170702
16,9996,9996,901,6,905,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,4711,1601,0,6,ORIGINAL,109,0,,2011-160101
15,9996,9996,914,6,956,7361,2,1,2011,10,08,0019235,0,1,34,0,1108,1,njoc1108.tif,00045254.tif,4711,1553,0,5,ORIGINAL,152,0,,2011-155301
16,9996,9996,932,6,935,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,4711,1601,0,1,ORIGINAL,104,0,,2011-160101
16,9996,9996,934,6,958,6416,6,1,2011,10,10,0251808,0,0,34,0,1202,1,njoc1202.tif,00045739.tif,4711,1615,0,1,ORIGINAL,127,0,,2011-161501
16,9996,9996,937,6,959,6416,6,1,2011,10,10,0251808,0,0,34,0,1202,1,njoc1202.tif,00045739.tif,4711,1615,0,4,ORIGINAL,130,0,,2011-161501
16,9996,9996,938,6,941,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,4711,1601,0,3,ORIGINAL,106,0,,2011-160101
15,9996,9996,940,6,963,7361,2,1,2011,10,08,0019235,0,1,34,0,1108,1,njoc1108.tif,00045254.tif,4711,1553,0,4,ORIGINAL,151,0,,2011-155301
17,9996,9996,943,6,945,6778,7,1,2011,10,22,0010025,0,1,51,0,1111,1,vaoc1111.tif,00046099.tif,4711,1707,0,3,ORIGINAL,180,1,CURVE VS. LENGTH;,2011-170702
16,9996,9996,944,6,949,6778,2,1,2011,10,10,0470021,0,0,24,0,1108,1,mdoc1108.tif,00045617.tif,4711,1601,0,2,ORIGINAL,105,0,,2011-160101
15,9996,9996,946,6,968,6416,6,1,2011,10,01,0251808,0,0,34,0,1205,1,njoc1205.tif,00045092.tif,4711,1512,0,4,ORIGINAL,123,0,,2011-151202
15,9996,9996,951,6,9997,7365,9,1,2011,10,09,0290813,0,1,34,0,1112,1,njoc1112.tif,00045493.tif,4711,1584,2,1,ORIGINAL,160,0,,2011-158403
16,9996,9996,952,6,975,6416,6,1,2011,10,10,0251808,0,0,34,0,1202,1,njoc1202.tif,00045739.tif,4711,1615,0,5,ORIGINAL,131,0,,2011-161501
15,9996,9996,968,6,972,6615,2,1,2011,10,08,1031780,1,0,36,0,1204,1,nyoc1204.tif,00045330.tif,4711,1560,0,1,ORIGINAL,161,0,,2011-156001
16,9996,9996,973,6,997,6416,6,1,2011,10,10,0251808,0,0,34,0,1202,1,njoc1202.tif,00045739.tif,4711,1615,0,2,ORIGINAL,128,1,CURVE;,2011-161501
15,9996,9996,973,6,991,2836,3,1,2011,10,09,8100088,0,0,51,0,1209,1,vaoc1209.tif,00045358.tif,4711,1570,0,2,ORIGINAL,169,0,,2011-157002
15,9996,9996,979,6,1007,7361,2,1,2011,10,08,0019235,0,1,34,0,1108,1,njoc1108.tif,00045254.tif,4711,1553,0,2,ORIGINAL,149,0,,2011-155301
15,9996,9996,979,6,999,2836,3,1,2011,10,08,8101832,0,0,51,0,1208,1,vaoc1208.tif,00045372.tif,4711,1573,0,2,ORIGINAL,171,1,CURVE;,2011-157303
16,9996,9996,982,6,1010,6416,6,1,2011,10,10,0251808,0,0,34,0,1202,1,njoc1202.tif,00045739.tif,4711,1615,0,3,ORIGINAL,129,0,,2011-161501
15,9996,9996,991,6,1026,7361,2,1,2011,10,08,0019235,0,1,34,0,1108,1,njoc1108.tif,00045254.tif,4711,1553,0,1,ORIGINAL,148,0,,2011-155301
15,9996,9996,1024,6,1028,6778,7,1,2011,10,09,0010024,0,0,51,0,1102,1,vaoc1102.tif,00045346.tif,4711,1568,0,1,ORIGINAL,177,0,,2011-156802
15,9996,9996,1031,6,1050,6928,3,1,2011,10,10,8100088,0,0,51,0,1210,1,vaoc1210.tif,00045584.tif,4711,1595,0,1,ORIGINAL,181,0,,2011-159501
15,9996,9996,1037,6,1056,6928,3,1,2011,10,10,8100088,0,0,51,0,1210,1,vaoc1210.tif,00045584.tif,4711,1595,0,2,ORIGINAL,182,0,,2011-159501
15,9996,9996,1039,6,1053,2836,3,1,2011,10,08,8101832,0,0,51,0,1208,1,vaoc1208.tif,00045372.tif,4711,1573,0,1,ORIGINAL,170,0,,2011-157303
15,9996,9996,1042,6,1061,2836,3,1,2011,10,08,8101832,0,0,51,0,1208,1,vaoc1208.tif,00045374.tif,4711,1573,0,4,ORIGINAL,176,0,,2011-157304
15,9996,9996,1043,6,1074,6708,3,1,2011,10,09,0090385,0,0,34,0,1109,1,njoc1109.tif,00045459.tif,4711,1582,2,1,ORIGINAL,142,0,,2011-158203
16,9996,9996,1049,6,1073,6447,2,1,2011,10,09,0051599,0,0,10,0,1106,1,deoc1106.tif,00045799.tif,4711,1604,0,1,ORIGINAL,102,0,,2011-160401
