intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,curvey,lenth,q11a,s_index,serrflag,sprobfld,id
6936,5,1,2017,06,02,007808,0471493,0,0,24,08,2107,1,MDJN2107.pdf,00108000.tif,ORIGINAL,4711,0078,9996,9996,961,6,983,0,3,,,3,237,0,,2017-007808
6633,1,1,2017,06,04,004201,8100091,0,0,51,01,1101,1,VAJN1101.pdf,00107865.tif,ORIGINAL,4711,0042,9996,9996,961,6,975,0,5,,,2,271,0,,2017-004201
7661,3,1,2017,06,11,014002,8100088,0,0,51,02,1205,1,VAJN1205.pdf,00108304.tif,ORIGINAL,4711,0140,9996,9996,961,6,969,0,2,,,2,334,0,,2017-014002
7661,3,1,2017,06,22,027902,8100088,0,0,51,02,2103,1,VAJN2103.pdf,00109137.tif,ORIGINAL,4711,0279,9996,9996,962,6,1046,0,2,,,1,348,0,,2017-027902
7685,1,1,2017,06,20,025701,8100002,0,0,51,01,2102,1,VAJN2102.pdf,00108989.tif,ORIGINAL,4711,0257,9996,9996,963,6,969,0,1,,,3,374,0,,2017-025701
6936,5,1,2017,06,22,027506,0471493,0,0,24,06,2102,1,MDJN2102.pdf,00109077.tif,ORIGINAL,4711,0275,9996,9996,964,6,973,0,1,,,3,253,0,,2017-027506
7662,2,1,2017,06,01,002902,8100387,0,1,51,02,2108,1,VAJN2108.pdf,00107826.tif,ORIGINAL,4711,0029,9996,9996,965,6,1015,0,5,,,3,359,0,,2017-002902
6633,3,1,2017,06,13,016003,8100088,0,0,51,03,2114,1,VAJN2114.pdf,00108442.tif,ORIGINAL,4711,0160,9996,9996,966,6,1013,0,5,,,3,296,0,,2017-016003
7614,8,1,2017,06,16,024204,0010039,0,0,51,04,2209,1,VAJN2209.pdf,00108884.tif,ORIGINAL,4711,0242,9996,9996,967,6,974,0,1,,,2,327,0,,2017-024204
7661,3,1,2017,06,23,031301,8100088,0,0,51,01,2123,1,VAJN2123.pdf,00109314.tif,ORIGINAL,4711,0313,9996,9996,967,6,996,0,4,,,3,355,0,,2017-031301
7685,1,1,2017,06,10,012201,8100091,0,0,51,01,1104,1,VAJN1104.pdf,00108188.tif,ORIGINAL,4711,0122,9996,9996,970,6,986,0,6,,,2,366,0,,2017-012201
7696,3,3,2017,06,17,023907,8100088,0,0,51,07,1108,1,VAJN1108.pdf,00108867.tif,ORIGINAL,4711,0239,9996,9996,970,6,1050,0,3,,,3,430,0,,2017-023907
6633,1,1,2017,06,09,012502,8100002,0,0,51,02,2202,1,VAJN2202.pdf,00108211.tif,ORIGINAL,4711,0125,9996,9996,971,6,985,0,1,,,3,282,0,,2017-012502
6633,3,1,2017,06,13,016005,8101832,0,0,51,05,2114,1,VAJN2114.pdf,00108446.tif,ORIGINAL,4711,0160,9996,9996,972,6,1012,0,5,,,2,303,0,,2017-016005
7661,3,1,2017,06,22,027906,8100088,0,0,51,06,2103,1,VAJN2103.pdf,00109145.tif,ORIGINAL,4711,0279,9996,9996,972,6,1017,0,1,,,2,351,0,,2017-027906
7686,1,1,2017,06,26,034904,8100002,0,0,51,04,2206,1,VAJN2206.pdf,00109490.tif,ORIGINAL,4711,0349,9996,9996,972,6,1029,0,4,,,3,415,0,,2017-034904
6447,3,1,2017,06,17,025102,0470853,0,0,24,02,1202,1,MDJN1202.pdf,00108911.tif,ORIGINAL,4711,0251,9996,9996,973,6,989,0,2,,,3,218,0,,2017-025102
6936,5,1,2017,06,02,007808,0471493,0,0,24,08,2107,1,MDJN2107.pdf,00108000.tif,ORIGINAL,4711,0078,9996,9996,976,6,989,0,4,,,3,238,0,,2017-007808
7508,11,1,2017,06,25,030401,0090051,0,0,34,01,1108,1,NJJN1108.pdf,00109245.tif,ORIGINAL,4711,0304,9996,9996,976,6,1000,2,1,,,2,264,0,,2017-030401
6936,5,1,2017,06,22,027503,0471493,0,0,24,03,2102,1,MDJN2102.pdf,00109071.tif,ORIGINAL,4711,0275,9996,9996,977,6,984,0,3,,,2,248,0,,2017-027503
6447,3,1,2017,06,12,013502,0470853,0,0,24,02,2201,1,MDJN2201.pdf,00108258.tif,ORIGINAL,4711,0135,9996,9996,978,6,990,0,1,,,2,210,0,,2017-013502
6633,3,1,2017,06,13,016004,8100088,0,0,51,04,2114,1,VAJN2114.pdf,00108444.tif,ORIGINAL,4711,0160,9996,9996,978,6,995,0,1,,,3,297,0,,2017-016004
6936,5,1,2017,06,22,027504,0471493,0,0,24,04,2102,1,MDJN2102.pdf,00109073.tif,ORIGINAL,4711,0275,9996,9996,979,6,986,0,2,,,3,250,0,,2017-027504
6447,3,1,2017,06,17,025101,0470853,0,0,24,01,1202,1,MDJN1202.pdf,00108909.tif,ORIGINAL,4711,0251,9996,9996,980,6,995,0,1,,,2,213,0,,2017-025101
7696,3,3,2017,06,17,023907,8100088,0,0,51,07,1108,1,VAJN1108.pdf,00108867.tif,ORIGINAL,4711,0239,9996,9996,980,6,1070,0,1,,,3,428,0,,2017-023907
7696,3,3,2017,06,17,023907,8100088,0,0,51,07,1108,1,VAJN1108.pdf,00108867.tif,ORIGINAL,4711,0239,9996,9996,980,6,1080,0,2,,,3,429,0,,2017-023907
6633,1,1,2017,06,09,012502,8100002,0,0,51,02,2202,1,VAJN2202.pdf,00108211.tif,ORIGINAL,4711,0125,9996,9996,981,6,1004,0,8,,,3,286,0,,2017-012502
6633,3,1,2017,06,13,016003,8100088,0,0,51,03,2114,1,VAJN2114.pdf,00108442.tif,ORIGINAL,4711,0160,9996,9996,981,6,1019,0,2,,,3,293,0,,2017-016003
7686,3,1,2017,06,12,014202,8100088,0,0,51,02,2116,1,VAJN2116.pdf,00108332.tif,ORIGINAL,4711,0142,9996,9996,981,6,1016,0,3,,,3,398,0,,2017-014202
7686,2,1,2017,06,03,002804,8100387,0,1,51,04,1204,1,VAJN1204.pdf,00107815.tif,ORIGINAL,4711,0028,9996,9996,982,6,1005,0,6,,,2,385,0,,2017-002804
7661,3,1,2017,06,11,014004,8100088,0,0,51,04,1205,1,VAJN1205.pdf,00108308.tif,ORIGINAL,4711,0140,9996,9996,984,6,1008,0,2,,,3,338,0,,2017-014004
7686,1,1,2017,06,26,034901,8100091,0,0,51,01,2206,1,VAJN2206.pdf,00109484.tif,ORIGINAL,4711,0349,9996,9996,985,6,989,0,3,,,3,406,0,,2017-034901
7685,1,1,2017,06,10,012201,8100091,0,0,51,01,1104,1,VAJN1104.pdf,00108188.tif,ORIGINAL,4711,0122,9996,9996,987,6,1010,0,3,,,2,363,0,,2017-012201
6936,5,1,2017,06,22,027503,0471493,0,0,24,03,2102,1,MDJN2102.pdf,00109071.tif,ORIGINAL,4711,0275,9996,9996,988,6,996,0,1,,,2,246,0,,2017-027503
6447,3,1,2017,06,17,025102,0470853,0,0,24,02,1202,1,MDJN1202.pdf,00108911.tif,ORIGINAL,4711,0251,9996,9996,989,6,1010,0,3,,,3,219,0,,2017-025102
6633,1,1,2017,06,04,004201,8100091,0,0,51,01,1101,1,VAJN1101.pdf,00107865.tif,ORIGINAL,4711,0042,9996,9996,989,6,999,0,1,,,2,268,1,CURVE;,2017-004201
7614,7,1,2017,06,17,023801,0010025,0,0,51,01,1107,1,VAJN1107.pdf,00108847.tif,ORIGINAL,4711,0238,9996,9996,989,6,1005,0,1,,,2,325,0,,2017-023801
6936,5,1,2017,06,22,027504,0471493,0,0,24,04,2102,1,MDJN2102.pdf,00109073.tif,ORIGINAL,4711,0275,9996,9996,990,6,998,0,4,,,3,252,1,CURVE;,2017-027504
6633,3,1,2017,06,14,018001,8100088,0,0,51,01,2118,1,VAJN2118.pdf,00108515.tif,ORIGINAL,4711,0180,9996,9996,991,6,1023,0,5,,,3,310,0,,2017-018001
6633,1,1,2017,06,09,012501,8100002,0,0,51,01,2202,1,VAJN2202.pdf,00108209.tif,ORIGINAL,4711,0125,9996,9996,992,6,1014,0,2,,,3,280,0,,2017-012501
6633,3,1,2017,06,13,016005,8101832,0,0,51,05,2114,1,VAJN2114.pdf,00108446.tif,ORIGINAL,4711,0160,9996,9996,992,6,1022,0,1,,,2,300,0,,2017-016005
7661,3,1,2017,06,23,031301,8100088,0,0,51,01,2123,1,VAJN2123.pdf,00109314.tif,ORIGINAL,4711,0313,9996,9996,992,6,1035,0,2,,,3,353,0,,2017-031301
7686,3,1,2017,06,12,014202,8100088,0,0,51,02,2116,1,VAJN2116.pdf,00108332.tif,ORIGINAL,4711,0142,9996,9996,992,6,1048,0,4,,,3,399,0,,2017-014202
7686,2,1,2017,06,14,018201,8100387,0,1,51,01,2113,1,VAJN2113.pdf,00108539.tif,ORIGINAL,4711,0182,9996,9996,992,6,1004,0,2,,,2,402,0,,2017-018201
7686,2,1,2017,06,14,018201,8100387,0,1,51,01,2113,1,VAJN2113.pdf,00108539.tif,ORIGINAL,4711,0182,9996,9996,992,6,1006,0,4,,,2,404,0,,2017-018201
6936,5,1,2017,06,25,032406,0471493,0,0,24,06,1104,1,MDJN1104.pdf,00109406.tif,ORIGINAL,4711,0324,9996,9996,993,6,1008,0,1,,,2,260,0,,2017-032406
6633,1,1,2017,06,04,004201,8100091,0,0,51,01,1101,1,VAJN1101.pdf,00107865.tif,ORIGINAL,4711,0042,9996,9996,993,6,1005,0,6,,,2,272,0,,2017-004201
7661,3,1,2017,06,16,024102,8100088,0,0,51,02,2119,1,VAJN2119.pdf,00108875.tif,ORIGINAL,4711,0241,9996,9996,994,6,1005,0,2,,,3,344,0,,2017-024102
7686,3,1,2017,06,12,014201,8100088,0,1,51,01,2116,1,VAJN2116.pdf,00108330.tif,ORIGINAL,4711,0142,9996,9996,998,6,1023,0,5,,,3,396,1,LENGTH;,2017-014201
7688,1,1,2017,06,12,014402,8100002,0,0,51,02,2207,1,VAJN2207.pdf,00108343.tif,ORIGINAL,4711,0144,9996,9996,998,6,1012,0,2,,,3,420,1,LENGTH;,2017-014402
6633,3,1,2017,06,14,018002,8100088,0,0,51,02,2118,1,VAJN2118.pdf,00108517.tif,ORIGINAL,4711,0180,9996,9996,1000,6,1031,0,5,,,3,317,0,,2017-018002
7685,1,1,2017,06,10,012203,8100002,0,0,51,03,1104,1,VAJN1104.pdf,00108192.tif,ORIGINAL,4711,0122,9996,9996,1000,6,1008,0,2,,,3,368,0,,2017-012203
6447,3,1,2017,06,12,013503,0470853,0,0,24,03,2201,1,MDJN2201.pdf,00108260.tif,ORIGINAL,4711,0135,9996,9996,1001,6,1017,0,4,,,3,212,0,,2017-013503
6633,3,1,2017,06,14,018004,8100088,0,0,51,04,2118,1,VAJN2118.pdf,00108521.tif,ORIGINAL,4711,0180,9996,9996,1001,6,1035,0,4,,,3,321,0,,2017-018004
7614,8,1,2017,06,22,028003,0010039,0,0,51,03,2122,1,VAJN2122.pdf,00109131.tif,ORIGINAL,4711,0280,9996,9996,1003,6,1016,0,1,,,2,330,0,,2017-028003
6447,3,1,2017,06,11,013401,0470853,0,0,24,01,1201,1,MDJN1201.pdf,00108234.tif,ORIGINAL,4711,0134,9996,9996,1004,6,1021,0,1,,,3,204,0,,2017-013401
6633,3,1,2017,06,13,016003,8100088,0,0,51,03,2114,1,VAJN2114.pdf,00108442.tif,ORIGINAL,4711,0160,9996,9996,1004,6,1048,0,3,,,3,294,0,,2017-016003
6633,3,1,2017,06,14,018004,8100088,0,0,51,04,2118,1,VAJN2118.pdf,00108521.tif,ORIGINAL,4711,0180,9996,9996,1004,6,1041,0,5,,,3,322,0,,2017-018004
6555,7,1,2017,06,17,022415,0470938,0,0,24,15,1206,1,MDJN1206.pdf,00108732.tif,ORIGINAL,4711,0224,9996,9996,1005,6,1012,0,1,,,3,231,0,,2017-022415
7688,2,1,2017,06,13,016101,8100265,0,1,51,01,2208,1,VAJN2208.pdf,00108455.tif,ORIGINAL,4711,0161,9996,9996,1005,6,1014,0,1,,,2,421,0,,2017-016101
7661,3,1,2017,06,23,031301,8100088,0,0,51,01,2123,1,VAJN2123.pdf,00109314.tif,ORIGINAL,4711,0313,9996,9996,1006,6,1030,0,3,,,3,354,0,,2017-031301
7686,2,1,2017,06,03,002805,8100387,0,0,51,05,1204,1,VAJN1204.pdf,00107817.tif,ORIGINAL,4711,0028,9996,9996,1006,6,1011,0,2,,,3,391,0,,2017-002805
6447,3,1,2017,06,17,025101,0470853,0,0,24,01,1202,1,MDJN1202.pdf,00108909.tif,ORIGINAL,4711,0251,9996,9996,1007,6,1023,0,2,,,2,214,0,,2017-025101
6936,5,1,2017,06,22,027507,0471493,0,0,24,07,2102,1,MDJN2102.pdf,00109079.tif,ORIGINAL,4711,0275,9996,9996,1007,6,1013,0,2,,,2,256,0,,2017-027507
6936,5,1,2017,06,30,039501,0471493,0,0,24,01,2105,1,MDJN2105.pdf,00109791.tif,ORIGINAL,4711,0395,9996,9996,1007,6,1026,0,1,,,3,261,0,,2017-039501
7685,1,1,2017,06,10,012203,8100002,0,0,51,03,1104,1,VAJN1104.pdf,00108192.tif,ORIGINAL,4711,0122,9996,9996,1007,6,1024,0,3,,,3,369,0,,2017-012203
6447,2,1,2017,06,16,020101,0051599,0,0,10,01,2202,1,DEJN2202.pdf,00108612.tif,ORIGINAL,4711,0201,9996,9996,1009,6,1025,0,3,,,2,194,0,,2017-020101
7661,3,1,2017,06,23,031302,8100088,0,0,51,02,2123,1,VAJN2123.pdf,00109316.tif,ORIGINAL,4711,0313,9996,9996,1009,6,1069,0,2,,,3,357,0,,2017-031302
6555,7,1,2017,06,17,022415,0470938,0,0,24,15,1206,1,MDJN1206.pdf,00108732.tif,ORIGINAL,4711,0224,9996,9996,1011,6,1018,0,2,,,3,232,0,,2017-022415
6936,5,1,2017,06,22,027506,0471493,0,0,24,06,2102,1,MDJN2102.pdf,00109077.tif,ORIGINAL,4711,0275,9996,9996,1011,6,1020,0,2,,,3,254,0,,2017-027506
7688,1,1,2017,06,12,014401,8100002,0,0,51,01,2207,1,VAJN2207.pdf,00108341.tif,ORIGINAL,4711,0144,9996,9996,1011,6,1038,0,2,,,3,417,0,,2017-014401
6447,3,1,2017,06,22,027701,0470853,0,0,24,01,2206,1,MDJN2206.pdf,00109108.tif,ORIGINAL,4711,0277,9996,9996,1012,6,1027,0,1,,,3,220,0,,2017-027701
6936,5,1,2017,06,22,027507,0471493,0,0,24,07,2102,1,MDJN2102.pdf,00109079.tif,ORIGINAL,4711,0275,9996,9996,1012,6,1019,0,3,,,2,257,0,,2017-027507
6633,3,1,2017,06,13,016003,8100088,0,0,51,03,2114,1,VAJN2114.pdf,00108442.tif,ORIGINAL,4711,0160,9996,9996,1012,6,1061,0,4,,,3,295,0,,2017-016003
7686,2,1,2017,06,03,002804,8100387,0,1,51,04,1204,1,VAJN1204.pdf,00107815.tif,ORIGINAL,4711,0028,9996,9996,1012,6,1028,0,3,,,2,382,0,,2017-002804
7686,1,1,2017,06,26,034903,8100002,0,0,51,03,2206,1,VAJN2206.pdf,00109488.tif,ORIGINAL,4711,0349,9996,9996,1012,6,1028,0,2,,,2,412,0,,2017-034903
6416,6,1,2017,06,26,040003,0251050,0,0,34,03,2216,1,NJJN2216.pdf,00109818.tif,ORIGINAL,4711,0400,9996,9996,1013,6,1042,0,3,,,3,263,0,,2017-040003
6633,1,1,2017,06,09,012502,8100002,0,0,51,02,2202,1,VAJN2202.pdf,00108211.tif,ORIGINAL,4711,0125,9996,9996,1013,6,1051,0,2,,,3,283,0,,2017-012502
7686,2,1,2017,06,14,018201,8100387,0,1,51,01,2113,1,VAJN2113.pdf,00108539.tif,ORIGINAL,4711,0182,9996,9996,1013,6,1051,0,1,1051,1013,2,401,0,,2017-018201
6633,3,1,2017,06,13,016004,8100088,0,0,51,04,2114,1,VAJN2114.pdf,00108444.tif,ORIGINAL,4711,0160,9996,9996,1014,6,1037,0,4,,,3,299,0,,2017-016004
6633,3,1,2017,06,13,016005,8101832,0,0,51,05,2114,1,VAJN2114.pdf,00108446.tif,ORIGINAL,4711,0160,9996,9996,1014,6,1040,0,6,,,2,304,0,,2017-016005
7686,2,1,2017,06,03,002805,8100387,0,0,51,05,1204,1,VAJN1204.pdf,00107817.tif,ORIGINAL,4711,0028,9996,9996,1014,6,1026,0,4,,,3,392,0,,2017-002805
7686,1,1,2017,06,26,034904,8100002,0,0,51,04,2206,1,VAJN2206.pdf,00109490.tif,ORIGINAL,4711,0349,9996,9996,1014,6,1042,0,2,,,3,413,0,,2017-034904
6447,3,1,2017,06,17,025102,0470853,0,0,24,02,1202,1,MDJN1202.pdf,00108911.tif,ORIGINAL,4711,0251,9996,9996,1015,6,1032,0,1,,,3,217,0,,2017-025102
6633,3,1,2017,06,13,016005,8101832,0,0,51,05,2114,1,VAJN2114.pdf,00108446.tif,ORIGINAL,4711,0160,9996,9996,1016,6,1041,0,8,,,2,305,0,,2017-016005
7661,3,1,2017,06,11,014002,8100088,0,0,51,02,1205,1,VAJN1205.pdf,00108304.tif,ORIGINAL,4711,0140,9996,9996,1016,6,1033,0,1,,,2,333,0,,2017-014002
7688,2,1,2017,06,13,016101,8100265,0,1,51,01,2208,1,VAJN2208.pdf,00108455.tif,ORIGINAL,4711,0161,9996,9996,1016,6,1026,0,2,,,2,422,0,,2017-016101
6633,3,1,2017,06,14,018001,8100088,0,0,51,01,2118,1,VAJN2118.pdf,00108515.tif,ORIGINAL,4711,0180,9996,9996,1017,6,1054,0,4,,,3,309,0,,2017-018001
7661,3,1,2017,06,11,014005,8100088,0,0,51,05,1205,1,VAJN1205.pdf,00108310.tif,ORIGINAL,4711,0140,9996,9996,1019,6,1047,0,2,,,3,340,0,,2017-014005
7686,3,1,2017,06,12,014201,8100088,0,0,51,01,2116,1,VAJN2116.pdf,00108330.tif,ORIGINAL,4711,0142,9996,9996,1019,6,1044,0,4,,,3,395,0,,2017-014201
6447,3,1,2017,06,11,013403,0470853,0,0,24,03,1201,1,MDJN1201.pdf,00108238.tif,ORIGINAL,4711,0134,9996,9996,1020,6,1037,0,3,,,2,209,0,,2017-013403
7617,3,1,2017,06,28,037402,8100088,0,0,51,02,2124,1,VAJN2124.pdf,00109725.tif,ORIGINAL,4711,0374,9996,9996,1021,6,1086,0,2,,,3,331,0,,2017-037402
7685,1,1,2017,06,20,025701,8100002,0,0,51,01,2102,1,VAJN2102.pdf,00108989.tif,ORIGINAL,4711,0257,9996,9996,1021,6,1027,0,6,,,3,379,0,,2017-025701
6633,3,1,2017,06,14,018002,8100088,0,0,51,02,2118,1,VAJN2118.pdf,00108517.tif,ORIGINAL,4711,0180,9996,9996,1022,6,1045,0,2,,,3,314,0,,2017-018002
7661,3,1,2017,06,22,027902,8100088,0,0,51,02,2103,1,VAJN2103.pdf,00109137.tif,ORIGINAL,4711,0279,9996,9996,1023,6,1073,0,1,,,1,347,0,,2017-027902
7686,1,1,2017,06,26,034904,8100002,0,0,51,04,2206,1,VAJN2206.pdf,00109490.tif,ORIGINAL,4711,0349,9996,9996,1023,6,1055,0,3,,,3,414,0,,2017-034904
7661,3,1,2017,06,16,024101,8100088,0,0,51,01,2119,1,VAJN2119.pdf,00108873.tif,ORIGINAL,4711,0241,9996,9996,1024,6,1039,0,1,,,3,341,0,,2017-024101
6633,3,1,2017,06,13,016005,8101832,0,0,51,05,2114,1,VAJN2114.pdf,00108446.tif,ORIGINAL,4711,0160,9996,9996,1025,6,1058,0,3,,,2,302,0,,2017-016005
7661,3,1,2017,06,23,031302,8100088,0,0,51,02,2123,1,VAJN2123.pdf,00109316.tif,ORIGINAL,4711,0313,9996,9996,1025,6,1078,0,1,,,3,356,0,,2017-031302
7686,2,1,2017,06,03,002804,8100387,0,1,51,04,1204,1,VAJN1204.pdf,00107815.tif,ORIGINAL,4711,0028,9996,9996,1025,6,1047,0,4,,,2,383,0,,2017-002804
6633,3,1,2017,06,14,018001,8100088,0,0,51,01,2118,1,VAJN2118.pdf,00108515.tif,ORIGINAL,4711,0180,9996,9996,1026,6,1060,0,6,,,3,311,0,,2017-018001
7686,1,1,2017,06,26,034901,8100091,0,0,51,01,2206,1,VAJN2206.pdf,00109484.tif,ORIGINAL,4711,0349,9996,9996,1026,6,1032,0,2,,,3,405,0,,2017-034901
6633,3,1,2017,06,14,018004,8100088,0,0,51,04,2118,1,VAJN2118.pdf,00108521.tif,ORIGINAL,4711,0180,9996,9996,1028,6,1054,0,1,,,3,318,0,,2017-018004
7661,3,1,2017,06,16,024101,8100088,0,0,51,01,2119,1,VAJN2119.pdf,00108873.tif,ORIGINAL,4711,0241,9996,9996,1030,6,1072,0,2,,,3,342,0,,2017-024101
6633,3,1,2017,06,13,016003,8100088,0,0,51,03,2114,1,VAJN2114.pdf,00108442.tif,ORIGINAL,4711,0160,9996,9996,1031,6,1060,0,1,,,3,292,0,,2017-016003
6633,3,1,2017,06,14,018004,8100088,0,0,51,04,2118,1,VAJN2118.pdf,00108521.tif,ORIGINAL,4711,0180,9996,9996,1031,6,1060,0,2,,,3,319,0,,2017-018004
6447,3,1,2017,06,17,025101,0470853,0,0,24,01,1202,1,MDJN1202.pdf,00108909.tif,ORIGINAL,4711,0251,9996,9996,1032,6,1049,0,3,,,2,215,0,,2017-025101
6555,7,1,2017,06,17,022409,0470938,0,0,24,09,1206,1,MDJN1206.pdf,00108720.tif,ORIGINAL,4711,0224,9996,9996,1032,6,1040,0,4,,,3,229,0,,2017-022409
7661,3,1,2017,06,16,024102,8100088,0,0,51,02,2119,1,VAJN2119.pdf,00108875.tif,ORIGINAL,4711,0241,9996,9996,1032,6,1052,0,1,,,3,343,0,,2017-024102
7661,3,1,2017,06,22,027903,8100088,0,0,51,03,2103,1,VAJN2103.pdf,00109139.tif,ORIGINAL,4711,0279,9996,9996,1033,6,1038,0,1,,,3,349,0,,2017-027903
7686,3,1,2017,06,12,014202,8100088,0,0,51,02,2116,1,VAJN2116.pdf,00108332.tif,ORIGINAL,4711,0142,9996,9996,1033,6,1079,0,2,,,3,397,0,,2017-014202
7688,1,1,2017,06,12,014402,8100002,0,0,51,02,2207,1,VAJN2207.pdf,00108343.tif,ORIGINAL,4711,0144,9996,9996,1033,6,1044,0,1,,,3,419,0,,2017-014402
7685,1,1,2017,06,10,012201,8100091,0,0,51,01,1104,1,VAJN1104.pdf,00108188.tif,ORIGINAL,4711,0122,9996,9996,1034,6,1100,0,2,,,2,362,0,,2017-012201
6936,5,1,2017,06,22,027504,0471493,0,0,24,04,2102,1,MDJN2102.pdf,00109073.tif,ORIGINAL,4711,0275,9996,9996,1035,6,1052,0,3,,,3,251,0,,2017-027504
7686,1,1,2017,06,26,034902,8100002,0,0,51,02,2206,1,VAJN2206.pdf,00109486.tif,ORIGINAL,4711,0349,9996,9996,1035,6,1096,0,7,,,3,409,0,,2017-034902
7688,2,1,2017,06,13,016101,8100265,0,1,51,01,2208,1,VAJN2208.pdf,00108455.tif,ORIGINAL,4711,0161,9996,9996,1035,6,1048,0,4,,,2,424,0,,2017-016101
7686,3,1,2017,06,12,014201,8100088,0,0,51,01,2116,1,VAJN2116.pdf,00108330.tif,ORIGINAL,4711,0142,9996,9996,1036,6,1052,0,3,,,3,394,0,,2017-014201
6633,3,1,2017,06,13,016005,8101832,0,0,51,05,2114,1,VAJN2114.pdf,00108446.tif,ORIGINAL,4711,0160,9996,9996,1038,6,1074,0,2,,,2,301,0,,2017-016005
7686,1,1,2017,06,26,034902,8100002,0,0,51,02,2206,1,VAJN2206.pdf,00109486.tif,ORIGINAL,4711,0349,9996,9996,1038,6,1051,0,6,,,3,408,0,,2017-034902
7686,1,1,2017,06,26,034902,8100002,0,0,51,02,2206,1,VAJN2206.pdf,00109486.tif,ORIGINAL,4711,0349,9996,9996,1039,6,1081,0,8,,,3,410,0,,2017-034902
6783,7,1,2017,06,25,032502,0470938,0,0,24,02,1203,1,MDJN1203.pdf,00109414.tif,ORIGINAL,4711,0325,9996,9996,1040,6,1079,0,1,,,2,235,0,,2017-032502
6633,3,1,2017,06,14,018001,8100088,0,0,51,01,2118,1,VAJN2118.pdf,00108515.tif,ORIGINAL,4711,0180,9996,9996,1040,6,1072,0,7,,,3,312,0,,2017-018001
7688,2,1,2017,06,13,016101,8100265,0,1,51,01,2208,1,VAJN2208.pdf,00108455.tif,ORIGINAL,4711,0161,9996,9996,1041,6,1063,0,3,,,2,423,0,,2017-016101
7617,3,1,2017,06,28,037402,8100088,0,0,51,02,2124,1,VAJN2124.pdf,00109725.tif,ORIGINAL,4711,0374,9996,9996,1042,6,1067,0,3,,,3,332,0,,2017-037402
6447,3,1,2017,06,12,013503,0470853,0,0,24,03,2201,1,MDJN2201.pdf,00108260.tif,ORIGINAL,4711,0135,9996,9996,1043,6,1060,0,3,,,3,211,0,,2017-013503
7688,1,1,2017,06,12,014401,8100002,0,0,51,01,2207,1,VAJN2207.pdf,00108341.tif,ORIGINAL,4711,0144,9996,9996,1043,6,1051,0,1,,,3,416,0,,2017-014401
6555,7,1,2017,06,17,022409,0470938,0,0,24,09,1206,1,MDJN1206.pdf,00108720.tif,ORIGINAL,4711,0224,9996,9996,1044,6,1050,0,5,,,3,230,0,,2017-022409
6633,3,1,2017,06,14,018001,8100088,0,0,51,01,2118,1,VAJN2118.pdf,00108515.tif,ORIGINAL,4711,0180,9996,9996,1044,6,1071,0,1,,,3,306,0,,2017-018001
7685,1,1,2017,06,20,025701,8100002,0,0,51,01,2102,1,VAJN2102.pdf,00108989.tif,ORIGINAL,4711,0257,9996,9996,1044,6,1049,0,5,,,3,378,0,,2017-025701
6633,3,1,2017,06,14,018001,8100088,0,0,51,01,2118,1,VAJN2118.pdf,00108515.tif,ORIGINAL,4711,0180,9996,9996,1046,6,1083,0,3,,,3,308,0,,2017-018001
7685,1,1,2017,06,10,012201,8100091,0,0,51,01,1104,1,VAJN1104.pdf,00108188.tif,ORIGINAL,4711,0122,9996,9996,1049,6,1060,0,5,,,2,365,0,,2017-012201
7688,1,1,2017,06,12,014401,8100002,0,0,51,01,2207,1,VAJN2207.pdf,00108341.tif,ORIGINAL,4711,0144,9996,9996,1050,6,1063,0,3,,,3,418,0,,2017-014401
6633,3,1,2017,06,14,018004,8100088,0,0,51,04,2118,1,VAJN2118.pdf,00108521.tif,ORIGINAL,4711,0180,9996,9996,1052,6,1086,0,3,,,3,320,0,,2017-018004
6936,5,1,2017,06,22,027502,0471493,0,0,24,02,2102,1,MDJN2102.pdf,00109069.tif,ORIGINAL,4711,0275,9996,9996,1056,6,1069,0,3,,,3,243,0,,2017-027502
6447,3,1,2017,06,11,013401,0470853,0,0,24,01,1201,1,MDJN1201.pdf,00108234.tif,ORIGINAL,4711,0134,9996,9996,1058,6,1074,0,2,,,3,205,0,,2017-013401
6936,5,1,2017,06,22,027503,0471493,0,0,24,03,2102,1,MDJN2102.pdf,00109071.tif,ORIGINAL,4711,0275,9996,9996,1058,6,1063,0,2,,,2,247,0,,2017-027503
6555,7,1,2017,06,17,022403,0470938,0,0,24,03,1206,1,MDJN1206.pdf,00108708.tif,ORIGINAL,4711,0224,9996,9996,1059,6,1066,0,1,,,2,224,0,,2017-022403
6633,1,1,2017,06,04,004202,8100091,0,0,51,02,1101,1,VAJN1101.pdf,00107867.tif,ORIGINAL,4711,0042,9996,9996,1059,6,1096,0,1,,,3,274,0,,2017-004202
7614,8,1,2017,06,16,024203,0010039,0,0,51,03,2209,1,VAJN2209.pdf,00108882.tif,ORIGINAL,4711,0242,9996,9996,1061,6,1082,0,1,,,2,326,0,,2017-024203
6633,3,1,2017,06,13,016004,8100088,0,0,51,04,2114,1,VAJN2114.pdf,00108444.tif,ORIGINAL,4711,0160,9996,9996,1062,6,1089,0,2,,,3,298,0,,2017-016004
