tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
207101,09,01,1108,1,0,,7667,3,1,4,2016,10,15,0113879,0,0,2,CTOC1108.pdf,00106807.tif,ORIGINAL,BLUEFISH,230,2071,2,0,0,2,0,0,0,4,2016-207101
207101,09,01,1108,2,0,,7667,3,1,4,2016,10,15,0113879,0,0,2,CTOC1108.pdf,00106807.tif,ORIGINAL,LITTLE T,4681,2071,1,0,0,1,0,0,0,4,2016-207101
213901,09,01,2103,3,0,,7667,3,1,1,2016,10,19,0110630,0,0,2,CTOC2103.pdf,00107143.tif,ORIGINAL,BLUEFISH,230,2139,2,0,0,1,0,0,0,4,2016-213901
213901,09,01,2103,4,0,,7667,3,1,1,2016,10,19,0110630,0,0,2,CTOC2103.pdf,00107143.tif,ORIGINAL,STRIPED,4180,2139,3,0,0,1,0,0,0,4,2016-213901
213901,09,01,2103,5,0,,7667,3,1,1,2016,10,19,0110630,0,0,2,CTOC2103.pdf,00107143.tif,ORIGINAL,LITTLE T,4681,2139,1,0,0,2,0,0,0,4,2016-213901
213902,09,02,2103,6,0,,7667,3,3,1,2016,10,19,0110645,0,0,2,CTOC2103.pdf,00107145.tif,ORIGINAL,STRIPED,4180,2139,2,0,0,1,0,0,0,4,2016-213902
213902,09,02,2103,7,0,,7667,3,3,1,2016,10,19,0110645,0,0,2,CTOC2103.pdf,00107145.tif,ORIGINAL,LITTLE T,4681,2139,1,0,0,2,0,0,0,4,2016-213902
212001,09,01,2108,8,0,,7667,3,1,2,2016,10,13,0110630,0,0,2,CTOC2108.pdf,00107038.tif,ORIGINAL,BLUEFISH,230,2120,1,2,2,10,0,0,0,4,2016-212001
212001,09,01,2108,9,0,,7667,3,1,2,2016,10,13,0110630,0,0,2,CTOC2108.pdf,00107038.tif,ORIGINAL,LITTLE T,4681,2120,2,0,0,1,0,0,0,4,2016-212001
207201,10,01,1108,10,0,,6783,2,1,4,2016,10,16,0051599,0,0,1,DEOC1108.pdf,00106811.tif,ORIGINAL,DOLPHIN,1050,2072,1,7,7,0,0,0,0,2,2016-207201
207201,10,01,1108,11,1,RARE OR ILLEGAL SPECIES KEPT;,6783,2,1,4,2016,10,16,0051599,0,0,1,DEOC1108.pdf,00106811.tif,ORIGINAL,BLUELINE,4440,2072,2,23,23,0,0,0,0,2,2016-207201
