tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,prep,recno,q11a,s_index,serrflag,sprobfld,id
191402,9996,9996,653,6,9996,7519,5,1,2020,09,03,1030133,0,0,36,02,2201,1,NYSE2201.pdf,00155938.tif,ORIGINAL,330,1914,0,1,3,1,0,,2020-191402
194901,9996,9996,336,8,9996,6783,7,1,2020,09,14,0470938,0,0,24,01,2115,1,MDSE2115.pdf,00156448.tif,ORIGINAL,1050,1949,0,3,3,33,1,LENGTH;,2020-194901
225303,9996,9996,390,2,9996,7872,3,1,2020,09,25,8100088,0,0,51,03,2111,1,VASE2111.pdf,00157623.tif,ORIGINAL,1050,2253,0,2,3,194,1,LENGTH;,2020-225303
225303,9996,9996,391,2,9996,7872,3,1,2020,09,25,8100088,0,0,51,03,2111,1,VASE2111.pdf,00157623.tif,ORIGINAL,1050,2253,0,4,3,196,1,LENGTH;,2020-225303
225303,9996,9996,400,2,9996,7872,3,1,2020,09,25,8100088,0,0,51,03,2111,1,VASE2111.pdf,00157623.tif,ORIGINAL,1050,2253,0,3,3,195,0,,2020-225303
229302,9996,9996,401,2,9996,6633,1,1,2020,09,28,8100002,0,0,51,02,2103,1,VASE2103.pdf,00157848.tif,ORIGINAL,1050,2293,0,2,3,181,0,,2020-229302
225303,9996,9996,401,2,9996,7872,3,1,2020,09,25,8100088,0,0,51,03,2111,1,VASE2111.pdf,00157623.tif,ORIGINAL,1050,2253,0,5,3,197,0,,2020-225303
229302,9996,9996,410,2,9996,6633,1,1,2020,09,28,8100002,0,0,51,02,2103,1,VASE2103.pdf,00157848.tif,ORIGINAL,1050,2293,0,8,3,187,0,,2020-229302
229302,9996,9996,412,2,9996,6633,1,1,2020,09,28,8100002,0,0,51,02,2103,1,VASE2103.pdf,00157848.tif,ORIGINAL,1050,2293,0,6,3,185,0,,2020-229302
229302,9996,9996,416,2,9996,6633,1,1,2020,09,28,8100002,0,0,51,02,2103,1,VASE2103.pdf,00157848.tif,ORIGINAL,1050,2293,0,9,3,188,0,,2020-229302
196501,9996,9996,419,1,9996,7519,4,1,2020,09,04,1030085,0,0,36,01,2106,1,NYSE2106.pdf,00156365.tif,ORIGINAL,1050,1965,0,3,2,136,0,,2020-196501
229302,9996,9996,419,2,9996,6633,1,1,2020,09,28,8100002,0,0,51,02,2103,1,VASE2103.pdf,00157848.tif,ORIGINAL,1050,2293,0,10,3,189,0,,2020-229302
229302,9996,9996,422,2,9996,6633,1,1,2020,09,28,8100002,0,0,51,02,2103,1,VASE2103.pdf,00157848.tif,ORIGINAL,1050,2293,0,1,3,180,0,,2020-229302
196501,9996,9996,423,2,9996,7519,4,1,2020,09,04,1030085,0,0,36,01,2106,1,NYSE2106.pdf,00156365.tif,ORIGINAL,1050,1965,0,2,2,135,0,,2020-196501
221703,9996,9996,433,2,9996,6936,5,1,2020,09,26,0471493,0,0,24,03,1206,1,MDSE1206.pdf,00157691.tif,ORIGINAL,1050,2217,0,2,3,91,0,,2020-221703
196501,9996,9996,440,2,9996,7519,4,1,2020,09,04,1030085,0,0,36,01,2106,1,NYSE2106.pdf,00156365.tif,ORIGINAL,1050,1965,0,6,2,139,0,,2020-196501
223501,9996,9996,457,2,9996,6416,10,1,2020,09,27,0290894,0,1,34,01,1215,1,NJSE1215.pdf,00157486.tif,ORIGINAL,1050,2235,0,1,3,107,0,,2020-223501
191002,9996,9996,458,2,9996,7727,3,1,2020,09,05,1030169,0,1,36,02,1106,1,NYSE1106.pdf,00155908.tif,ORIGINAL,1050,1910,0,3,2,146,0,,2020-191002
196501,9996,9996,461,2,9996,7519,4,1,2020,09,04,1030085,0,0,36,01,2106,1,NYSE2106.pdf,00156365.tif,ORIGINAL,1050,1965,0,7,2,140,0,,2020-196501
224101,9996,9996,462,2,9996,7727,3,1,2020,09,26,1030589,0,1,36,01,1101,1,NYSE1101.pdf,00157547.tif,ORIGINAL,1050,2241,0,4,2,156,0,,2020-224101
223804,9996,9996,465,2,9996,7785,11,1,2020,09,25,0091044,0,0,34,04,2133,1,NJSE2133.pdf,00157529.tif,ORIGINAL,1050,2238,0,10,2,133,0,,2020-223804
196501,9996,9996,465,2,9996,7519,4,1,2020,09,04,1030085,0,0,36,01,2106,1,NYSE2106.pdf,00156365.tif,ORIGINAL,1050,1965,0,1,2,134,0,,2020-196501
196501,9996,9996,468,2,9996,7519,4,1,2020,09,04,1030085,0,0,36,01,2106,1,NYSE2106.pdf,00156365.tif,ORIGINAL,1050,1965,0,10,2,143,0,,2020-196501
229302,9996,9996,475,2,9996,6633,1,1,2020,09,28,8100002,0,0,51,02,2103,1,VASE2103.pdf,00157848.tif,ORIGINAL,1050,2293,0,5,3,184,0,,2020-229302
223804,9996,9996,476,2,9996,7785,11,1,2020,09,25,0091044,0,0,34,04,2133,1,NJSE2133.pdf,00157529.tif,ORIGINAL,1050,2238,0,9,2,132,0,,2020-223804
196501,9996,9996,477,1,9996,7519,4,1,2020,09,04,1030085,0,0,36,01,2106,1,NYSE2106.pdf,00156365.tif,ORIGINAL,1050,1965,0,5,2,138,0,,2020-196501
229302,9996,9996,478,2,9996,6633,1,1,2020,09,28,8100002,0,0,51,02,2103,1,VASE2103.pdf,00157848.tif,ORIGINAL,1050,2293,0,4,3,183,0,,2020-229302
221702,9996,9996,480,1,9996,6936,5,1,2020,09,26,0471493,0,0,24,02,1206,1,MDSE1206.pdf,00157331.tif,ORIGINAL,1050,2217,0,1,3,87,0,,2020-221702
218002,9996,9996,481,2,9996,6936,5,1,2020,09,24,0471493,0,1,24,02,2204,1,MDSE2204.pdf,00157076.tif,ORIGINAL,1050,2180,0,1,2,70,0,,2020-218002
191002,9996,9996,482,2,9996,7727,3,1,2020,09,05,1030169,0,1,36,02,1106,1,NYSE1106.pdf,00155908.tif,ORIGINAL,1050,1910,0,10,2,153,0,,2020-191002
228403,9996,9996,483,2,9996,6936,5,1,2020,09,25,0471493,0,0,24,03,2211,1,MDSE2211.pdf,00157806.tif,ORIGINAL,1050,2284,0,2,2,97,0,,2020-228403
191002,9996,9996,483,2,9996,7727,3,1,2020,09,05,1030169,0,1,36,02,1106,1,NYSE1106.pdf,00155908.tif,ORIGINAL,1050,1910,0,4,2,147,0,,2020-191002
228401,9996,9996,484,2,9996,6936,5,1,2020,09,25,0471493,0,0,24,01,2211,1,MDSE2211.pdf,00157802.tif,ORIGINAL,1050,2284,0,1,2,93,0,,2020-228401
191002,9996,9996,484,2,9996,7727,3,1,2020,09,05,1030169,0,1,36,02,1106,1,NYSE1106.pdf,00155908.tif,ORIGINAL,1050,1910,0,5,2,148,0,,2020-191002
221703,9996,9996,486,2,9996,6936,5,1,2020,09,26,0471493,0,0,24,03,1206,1,MDSE1206.pdf,00157691.tif,ORIGINAL,1050,2217,0,1,3,90,0,,2020-221703
223804,9996,9996,489,2,9996,7785,11,1,2020,09,25,0091044,0,0,34,04,2133,1,NJSE2133.pdf,00157529.tif,ORIGINAL,1050,2238,0,7,2,130,0,,2020-223804
228404,9996,9996,490,2,9996,6936,5,1,2020,09,25,0471493,0,0,24,04,2211,1,MDSE2211.pdf,00157808.tif,ORIGINAL,1050,2284,0,2,2,101,0,,2020-228404
221701,9996,9996,492,2,9996,6936,5,1,2020,09,26,0471493,0,1,24,01,1206,1,MDSE1206.pdf,00157329.tif,ORIGINAL,1050,2217,0,2,2,85,0,,2020-221701
221702,9996,9996,492,2,9996,6936,5,1,2020,09,26,0471493,0,0,24,02,1206,1,MDSE1206.pdf,00157331.tif,ORIGINAL,1050,2217,0,2,3,88,0,,2020-221702
219503,9996,9996,494,2,9996,7835,8,1,2020,09,26,0074328,0,1,09,03,1101,1,CTSE1101.pdf,00157153.tif,ORIGINAL,1050,2195,0,6,2,3,0,,2020-219503
228403,9996,9996,495,2,9996,6936,5,1,2020,09,25,0471493,0,0,24,03,2211,1,MDSE2211.pdf,00157806.tif,ORIGINAL,1050,2284,0,5,2,100,0,,2020-228403
191002,9996,9996,495,2,9996,7727,3,1,2020,09,05,1030169,0,1,36,02,1106,1,NYSE1106.pdf,00155908.tif,ORIGINAL,1050,1910,0,9,2,152,0,,2020-191002
228401,9996,9996,497,2,9996,6936,5,1,2020,09,25,0471493,0,0,24,01,2211,1,MDSE2211.pdf,00157802.tif,ORIGINAL,1050,2284,0,2,2,94,0,,2020-228401
223804,9996,9996,498,2,9996,7785,11,1,2020,09,25,0091044,0,0,34,04,2133,1,NJSE2133.pdf,00157529.tif,ORIGINAL,1050,2238,0,6,2,129,0,,2020-223804
205001,9996,9996,499,2,9996,6783,2,1,2020,09,16,0470024,0,0,24,01,2202,1,MDSE2202.pdf,00156571.tif,ORIGINAL,1050,2050,0,1,3,34,0,,2020-205001
218007,9996,9996,499,1,9996,6936,5,1,2020,09,24,0471493,0,0,24,07,2204,1,MDSE2204.pdf,00157085.tif,ORIGINAL,1050,2180,0,4,3,82,0,,2020-218007
228403,9996,9996,499,2,9996,6936,5,1,2020,09,25,0471493,0,0,24,03,2211,1,MDSE2211.pdf,00157806.tif,ORIGINAL,1050,2284,0,1,2,96,0,,2020-228403
228403,9996,9996,504,2,9996,6936,5,1,2020,09,25,0471493,0,0,24,03,2211,1,MDSE2211.pdf,00157806.tif,ORIGINAL,1050,2284,0,4,2,99,0,,2020-228403
223308,9996,9996,508,2,9996,7785,11,1,2020,09,26,0091131,0,0,34,08,1115,1,NJSE1115.pdf,00157477.tif,ORIGINAL,1050,2233,0,2,2,120,0,,2020-223308
204906,9996,9996,509,2,9996,6936,5,1,2020,09,16,0471493,0,0,24,06,2116,1,MDSE2116.pdf,00156585.tif,ORIGINAL,1050,2049,0,2,2,59,0,,2020-204906
228401,9996,9996,509,2,9996,6936,5,1,2020,09,25,0471493,0,0,24,01,2211,1,MDSE2211.pdf,00157802.tif,ORIGINAL,1050,2284,0,3,2,95,0,,2020-228401
223308,9996,9996,510,2,9996,7785,11,1,2020,09,26,0091131,0,0,34,08,1115,1,NJSE1115.pdf,00157477.tif,ORIGINAL,1050,2233,0,1,2,119,0,,2020-223308
