stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
51,03,1110,837,1,RARE OR ILLEGAL SPECIES KEPT;,2836,3,1,2014,06,07,213003,8100088,0,0,1,VAJN1110.pdf,00070563.tif,ORIGINAL,BLUELINE TILEFISH,4440,2130,5,20,9,0,0,0,0,3,2014-213003
51,03,1110,838,0,,2836,3,1,2014,06,07,213003,8100088,0,0,1,VAJN1110.pdf,00070563.tif,ORIGINAL,GOLDEN TILEFISH,4467,2130,6,1,0,0,0,0,0,3,2014-213003
51,03,1110,839,0,,2836,3,1,2014,06,07,213003,8100088,0,0,1,VAJN1110.pdf,00070563.tif,ORIGINAL,YFT,4711,2130,1,2,2,2,0,0,0,3,2014-213003
51,03,1110,840,0,,2836,3,1,2014,06,07,213003,8100088,0,0,1,VAJN1110.pdf,00070563.tif,ORIGINAL,HAMMERHEAD SHARK,4950,2130,3,0,0,3,0,0,0,3,2014-213003
51,03,1110,841,1,RARE OR ILLEGAL SPECIES KEPT;,2836,3,1,2014,06,07,213003,8100088,1,0,1,VAJN1110.pdf,00070563.tif,ORIGINAL,HAKE,5080,2130,8,6,4,0,0,0,0,3,2014-213003
51,04,1110,842,0,,2836,3,1,2014,06,07,213004,8100088,0,0,1,VAJN1110.pdf,00070565.tif,ORIGINAL,YFT,4711,2130,1,5,5,6,0,0,0,3,2014-213004
51,05,1110,843,0,,2836,3,1,2014,06,07,213005,8100088,1,0,1,VAJN1110.pdf,00070567.tif,ORIGINAL,DOLPHIN,1050,2130,3,1,0,0,0,0,0,2,2014-213005
51,05,1110,844,0,,2836,3,1,2014,06,07,213005,8100088,0,0,1,VAJN1110.pdf,00070567.tif,ORIGINAL,BIGEYE TUNA,4691,2130,1,1,1,0,0,0,0,2,2014-213005
51,05,1110,845,0,,2836,3,1,2014,06,07,213005,8100088,1,0,1,VAJN1110.pdf,00070567.tif,ORIGINAL,YFT,4711,2130,2,1,0,0,0,0,0,2,2014-213005
51,06,1110,846,0,,2836,3,1,2014,06,07,213006,8100088,0,0,1,VAJN1110.pdf,00070569.tif,ORIGINAL,YFT,4711,2130,1,4,4,2,0,0,0,3,2014-213006
51,01,1111,847,0,,6447,7,1,2014,06,07,213101,0011199,0,0,2,VAJN1111.pdf,00070573.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2131,2,0,0,1,0,0,0,3,2014-213101
51,01,1111,848,0,,6447,7,1,2014,06,07,213101,0011199,0,0,2,VAJN1111.pdf,00070573.tif,ORIGINAL,YFT,4711,2131,1,2,0,0,0,0,0,3,2014-213101
51,02,1111,849,0,,6447,7,1,2014,06,07,213102,0010025,0,0,2,VAJN1111.pdf,00070575.tif,ORIGINAL,DOLPHIN,1050,2131,2,1,0,0,0,0,0,2,2014-213102
51,02,1111,850,0,,6447,7,1,2014,06,07,213102,0010025,0,0,2,VAJN1111.pdf,00070575.tif,ORIGINAL,YFT,4711,2131,1,1,0,0,0,0,0,2,2014-213102
51,03,1111,851,0,,6447,7,1,2014,06,07,213103,0010024,0,0,2,VAJN1111.pdf,00070577.tif,ORIGINAL,DOLPHIN,1050,2131,1,6,0,0,0,0,0,3,2014-213103
51,04,1111,852,0,,6447,7,1,2014,06,07,213104,0010024,0,0,2,VAJN1111.pdf,00070579.tif,ORIGINAL,DOLPHIN,1050,2131,1,1,0,0,0,0,0,2,2014-213104
51,05,1111,853,0,,6447,7,1,2014,06,07,213105,0010024,0,0,2,VAJN1111.pdf,00070581.tif,ORIGINAL,DOLPHIN,1050,2131,2,3,0,0,0,0,0,2,2014-213105
51,05,1111,854,0,,6447,7,1,2014,06,07,213105,0010024,0,0,2,VAJN1111.pdf,00070581.tif,ORIGINAL,YFT,4711,2131,1,2,0,0,0,0,0,2,2014-213105
51,01,1112,855,0,,6633,2,1,2014,06,08,216701,8100265,0,0,2,VAJN1112.pdf,00070798.tif,ORIGINAL,GREATER AMBERJACK,30,2167,1,0,0,10,0,0,0,2,2014-216701
51,01,1113,856,0,,7421,1,1,2014,06,14,223901,8100091,0,0,2,VAJN1113.pdf,00071110.tif,ORIGINAL,DOLPHIN,1050,2239,2,1,0,0,0,0,0,2,2014-223901
51,01,1113,857,0,,7421,1,1,2014,06,14,223901,8100091,0,0,2,VAJN1113.pdf,00071110.tif,ORIGINAL,BLUE MARLIN,2171,2239,1,0,0,1,0,0,0,2,2014-223901
51,02,1113,858,0,,7421,1,1,2014,06,14,223902,8100002,0,0,1,VAJN1113.pdf,00071112.tif,ORIGINAL,DOLPHIN,1050,2239,1,2,2,0,0,0,0,2,2014-223902
51,02,1113,859,0,,7421,1,1,2014,06,14,223902,8100002,0,1,1,VAJN1113.pdf,00071112.tif,REVISED,SHORTFIN MAKO SHARK,3551,2239,3,0,0,1,0,0,0,2,2014-223902
51,02,1113,860,0,,7421,1,1,2014,06,14,223902,8100002,0,0,1,VAJN1113.pdf,00071112.tif,ORIGINAL,YFT,4711,2239,2,2,2,0,0,0,0,2,2014-223902
51,03,1113,861,0,,7421,1,1,2014,06,14,223903,8100002,0,0,2,VAJN1113.pdf,00071114.tif,ORIGINAL,YFT,4711,2239,1,4,4,0,0,0,0,2,2014-223903
51,04,1113,862,0,,7421,1,1,2014,06,14,223904,8100002,0,0,2,VAJN1113.pdf,00071116.tif,ORIGINAL,DOLPHIN,1050,2239,1,1,0,0,0,0,0,2,2014-223904
51,05,1113,863,0,,7421,1,1,2014,06,14,223905,8100002,0,0,1,VAJN1113.pdf,00071118.tif,ORIGINAL,DOLPHIN,1050,2239,2,3,3,0,0,0,0,3,2014-223905
51,05,1113,864,0,,7421,1,1,2014,06,14,223905,8100002,0,0,1,VAJN1113.pdf,00071118.tif,ORIGINAL,YFT,4711,2239,1,3,3,0,0,0,0,3,2014-223905
51,01,1114,865,0,,6686,3,1,2014,06,14,224001,8100088,0,0,1,VAJN1114.pdf,00071122.tif,ORIGINAL,BLUEFISH,230,2240,4,8,8,0,0,0,0,3,2014-224001
51,01,1114,866,0,,6686,3,1,2014,06,14,224001,8100088,0,0,1,VAJN1114.pdf,00071122.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2240,3,1,1,0,0,0,0,3,2014-224001
51,01,1114,867,0,,6686,3,1,2014,06,14,224001,8100088,0,0,1,VAJN1114.pdf,00071122.tif,ORIGINAL,SKIPJACK TUNA,4661,2240,2,1,1,0,0,0,0,3,2014-224001
51,01,1114,868,0,,6686,3,1,2014,06,14,224001,8100088,0,0,1,VAJN1114.pdf,00071122.tif,ORIGINAL,YFT,4711,2240,1,8,8,0,0,0,0,3,2014-224001
51,02,1114,869,0,,6686,3,1,2014,06,14,224002,8100088,0,0,2,VAJN1114.pdf,00071124.tif,ORIGINAL,DOLPHIN,1050,2240,2,1,1,0,0,0,0,3,2014-224002
51,02,1114,870,0,,6686,3,1,2014,06,14,224002,8100088,0,0,2,VAJN1114.pdf,00071124.tif,ORIGINAL,YFT,4711,2240,1,1,1,0,0,0,0,3,2014-224002
51,03,1114,871,0,,6686,3,1,2014,06,14,224003,8100088,0,0,1,VAJN1114.pdf,00071126.tif,ORIGINAL,YFT,4711,2240,1,11,11,0,0,0,0,3,2014-224003
51,04,1114,872,0,,6686,3,1,2014,06,14,224004,8100088,0,0,1,VAJN1114.pdf,00071128.tif,ORIGINAL,DOLPHIN,1050,2240,3,1,1,0,0,0,0,3,2014-224004
51,04,1114,873,0,,6686,3,1,2014,06,14,224004,8100088,0,0,1,VAJN1114.pdf,00071128.tif,ORIGINAL,SKIPJACK TUNA,4661,2240,2,2,2,0,0,0,0,3,2014-224004
51,04,1114,874,0,,6686,3,1,2014,06,14,224004,8100088,0,0,1,VAJN1114.pdf,00071128.tif,ORIGINAL,YFT,4711,2240,1,7,7,0,0,0,0,3,2014-224004
51,01,1115,875,0,,7415,1,1,2014,06,15,224101,8100091,0,0,1,VAJN1115.pdf,00071165.tif,ORIGINAL,DOLPHIN,1050,2241,3,1,0,0,0,0,0,2,2014-224101
51,01,1115,876,0,,7415,1,1,2014,06,15,224101,8100091,0,0,1,VAJN1115.pdf,00071165.tif,ORIGINAL,BLUE MARLIN,2171,2241,2,0,0,1,0,0,0,2,2014-224101
51,01,1115,877,0,,7415,1,1,2014,06,15,224101,8100091,0,0,1,VAJN1115.pdf,00071165.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2241,1,1,1,0,0,0,0,2,2014-224101
51,02,1115,878,0,,7415,1,1,2014,06,15,224102,8100091,0,0,2,VAJN1115.pdf,00071167.tif,ORIGINAL,SKIPJACK TUNA,4661,2241,1,1,1,0,0,0,0,3,2014-224102
51,03,1115,879,0,,7415,1,1,2014,06,15,224103,8100002,0,0,1,VAJN1115.pdf,00071169.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2241,2,1,1,0,0,0,0,2,2014-224103
51,03,1115,880,0,,7415,1,1,2014,06,15,224103,8100002,0,0,1,VAJN1115.pdf,00071169.tif,ORIGINAL,YFT,4711,2241,1,1,1,0,0,0,0,2,2014-224103
51,04,1115,881,0,,7415,1,1,2014,06,15,224104,8100002,0,0,1,VAJN1115.pdf,00071171.tif,ORIGINAL,ATLANTIC BONITO,330,2241,3,0,0,1,0,0,0,2,2014-224104
51,04,1115,882,0,,7415,1,1,2014,06,15,224104,8100002,0,0,1,VAJN1115.pdf,00071171.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2241,1,1,1,0,0,0,0,2,2014-224104
51,04,1115,883,0,,7415,1,1,2014,06,15,224104,8100002,0,0,1,VAJN1115.pdf,00071171.tif,ORIGINAL,YFT,4711,2241,2,4,4,0,0,0,0,2,2014-224104
51,06,1115,884,0,,7415,1,1,2014,06,15,224106,8100091,0,0,1,VAJN1115.pdf,00071174.tif,ORIGINAL,DOLPHIN,1050,2241,2,1,1,0,0,0,0,2,2014-224106
51,06,1115,885,0,,7415,1,1,2014,06,15,224106,8100091,0,0,1,VAJN1115.pdf,00071174.tif,ORIGINAL,YFT,4711,2241,1,2,2,0,0,0,0,2,2014-224106
51,07,1115,886,0,,7415,1,1,2014,06,15,224107,8100091,0,0,2,VAJN1115.pdf,00071176.tif,ORIGINAL,YFT,4711,2241,1,0,0,1,0,0,0,2,2014-224107
51,08,1115,887,0,,7415,1,1,2014,06,15,224108,8100091,0,0,2,VAJN1115.pdf,00071178.tif,ORIGINAL,YFT,4711,2241,1,0,0,1,0,0,0,1,2014-224108
51,09,1115,888,0,,7415,1,1,2014,06,15,224109,8100091,0,0,2,VAJN1115.pdf,00071180.tif,ORIGINAL,YFT,4711,2241,1,0,0,2,0,0,0,2,2014-224109
51,10,1115,889,0,,7415,1,1,2014,06,15,224110,8100091,0,0,1,VAJN1115.pdf,00071182.tif,ORIGINAL,DOLPHIN,1050,2241,2,2,2,0,0,0,0,2,2014-224110
51,10,1115,890,0,,7415,1,1,2014,06,15,224110,8100091,0,1,1,VAJN1115.pdf,00071182.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2241,1,1,1,0,0,0,0,2,2014-224110
51,10,1115,891,0,,7415,1,1,2014,06,15,224110,8100091,0,0,1,VAJN1115.pdf,00071182.tif,ORIGINAL,YFT,4711,2241,3,5,5,0,0,0,0,2,2014-224110
51,01,1117,892,0,,7421,1,1,2014,06,22,235801,8100002,0,0,1,VAJN1117.pdf,00071897.tif,ORIGINAL,DOLPHIN,1050,2358,1,8,8,0,0,0,0,3,2014-235801
51,01,1117,893,0,,7421,1,1,2014,06,22,235801,8100002,0,0,1,VAJN1117.pdf,00071897.tif,ORIGINAL,WHITE MARLIN,2161,2358,2,0,0,1,0,0,0,3,2014-235801
51,01,1120,894,0,,6778,8,3,2014,06,21,236001,0010039,1,0,2,VAJN1120.pdf,00071903.tif,ORIGINAL,DOLPHIN,1050,2360,1,1,0,0,0,0,0,2,2014-236001
51,01,1120,895,0,,6778,8,3,2014,06,21,236001,0010039,1,0,2,VAJN1120.pdf,00071903.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2360,2,0,0,1,0,0,0,2,2014-236001
51,01,1202,896,0,,7415,2,1,2014,06,28,246401,8100387,1,0,2,VAJN1202.pdf,00072441.tif,ORIGINAL,DOLPHIN,1050,2464,1,1,1,0,0,0,1,2,2014-246401
51,01,1202,897,0,,7415,2,1,2014,06,28,246401,8100387,0,0,2,VAJN1202.pdf,00072441.tif,ORIGINAL,WHITE MARLIN,2161,2464,2,0,0,1,0,0,0,2,2014-246401
51,01,1204,898,1,CAUGHT OUT OF AREA;,7415,3,1,2014,06,08,216801,8100088,0,0,1,VAJN1204.pdf,00070802.tif,ORIGINAL,COD,815,2168,3,1,1,0,0,0,0,3,2014-216801
51,01,1204,899,0,,7415,3,1,2014,06,08,216801,8100088,0,0,1,VAJN1204.pdf,00070802.tif,ORIGINAL,DOLPHIN,1050,2168,1,5,5,0,0,0,0,3,2014-216801
51,01,1204,900,1,RARE OR ILLEGAL SPECIES KEPT;,7415,3,1,2014,06,08,216801,8100088,0,0,1,VAJN1204.pdf,00070802.tif,ORIGINAL,BLUELINE TILEFISH,4440,2168,2,1,1,0,0,0,0,3,2014-216801
51,02,1204,901,0,,7415,3,1,2014,06,08,216802,8100088,0,0,2,VAJN1204.pdf,00070804.tif,ORIGINAL,DOLPHIN,1050,2168,1,2,0,0,0,0,0,3,2014-216802
51,01,1205,902,0,,7421,3,3,2014,06,15,224501,8100438,0,0,2,VAJN1205.pdf,00071186.tif,ORIGINAL,DOLPHIN,1050,2245,1,2,0,0,0,0,0,1,2014-224501
51,01,1205,903,0,,7421,3,3,2014,06,15,224501,8100438,0,0,2,VAJN1205.pdf,00071186.tif,ORIGINAL,YFT,4711,2245,2,1,0,0,0,0,0,1,2014-224501
51,02,1205,904,0,,7421,3,3,2014,06,15,224502,8100438,0,0,2,VAJN1205.pdf,00071188.tif,ORIGINAL,BLUEFISH,230,2245,2,1,0,0,0,0,0,2,2014-224502
51,02,1205,905,0,,7421,3,3,2014,06,15,224502,8100438,0,0,2,VAJN1205.pdf,00071188.tif,ORIGINAL,COBIA,570,2245,1,1,0,0,0,0,0,2,2014-224502
51,01,1206,906,0,,7415,3,1,2014,06,21,236301,8100088,0,0,2,VAJN1206.pdf,00071911.tif,ORIGINAL,ATLANTIC BONITO,330,2363,3,4,0,0,0,0,0,3,2014-236301
51,01,1206,907,0,,7415,3,1,2014,06,21,236301,8100088,0,0,2,VAJN1206.pdf,00071911.tif,ORIGINAL,DOLPHIN,1050,2363,2,1,0,0,0,0,0,3,2014-236301
51,01,1206,908,0,,7415,3,1,2014,06,21,236301,8100088,0,0,2,VAJN1206.pdf,00071911.tif,ORIGINAL,YFT,4711,2363,1,5,0,0,0,0,0,3,2014-236301
51,02,1206,909,0,,7415,3,1,2014,06,21,236302,8100088,0,0,2,VAJN1206.pdf,00071913.tif,ORIGINAL,ATLANTIC BONITO,330,2363,2,0,0,3,0,0,0,3,2014-236302
51,02,1206,910,0,,7415,3,1,2014,06,21,236302,8100088,0,0,2,VAJN1206.pdf,00071913.tif,ORIGINAL,YFT,4711,2363,1,1,1,6,0,0,0,3,2014-236302
51,03,1206,911,0,,7415,3,1,2014,06,21,236303,8101832,0,0,2,VAJN1206.pdf,00071915.tif,ORIGINAL,DOLPHIN,1050,2363,2,1,0,0,0,0,0,2,2014-236303
51,03,1206,912,0,,7415,3,1,2014,06,21,236303,8101832,0,0,2,VAJN1206.pdf,00071915.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2363,3,1,0,0,0,0,0,2,2014-236303
51,03,1206,913,0,,7415,3,1,2014,06,21,236303,8101832,0,0,2,VAJN1206.pdf,00071915.tif,ORIGINAL,YFT,4711,2363,1,1,0,0,0,0,0,2,2014-236303
51,04,1206,914,0,,7415,3,1,2014,06,21,236304,8100088,0,1,1,VAJN1206.pdf,00071917.tif,ORIGINAL,DOLPHIN,1050,2363,1,1,1,0,0,0,0,3,2014-236304
51,04,1206,915,0,,7415,3,1,2014,06,21,236304,8100088,0,1,1,VAJN1206.pdf,00071917.tif,ORIGINAL,BLACK BELLIED ROSEFISH,2420,2363,3,4,4,0,0,0,0,3,2014-236304
51,04,1206,916,0,,7415,3,1,2014,06,21,236304,8100088,0,1,1,VAJN1206.pdf,00071917.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2363,2,1,1,0,0,0,0,3,2014-236304
51,04,1206,917,1,RARE OR ILLEGAL SPECIES KEPT;,7415,3,1,2014,06,21,236304,8100088,0,1,1,VAJN1206.pdf,00071917.tif,ORIGINAL,BLUELINE TILEFISH,4440,2363,4,12,12,0,0,0,0,3,2014-236304
51,05,1206,918,0,,7415,3,1,2014,06,21,236305,8100088,0,0,2,VAJN1206.pdf,00071919.tif,ORIGINAL,DOLPHIN,1050,2363,1,3,0,0,0,0,0,3,2014-236305
51,06,1206,919,0,,7415,3,1,2014,06,21,236306,8100088,0,0,1,VAJN1206.pdf,00071921.tif,ORIGINAL,WHITE MARLIN,2161,2363,2,0,0,1,0,0,0,3,2014-236306
51,06,1206,920,0,,7415,3,1,2014,06,21,236306,8100088,0,0,1,VAJN1206.pdf,00071921.tif,ORIGINAL,YFT,4711,2363,1,3,3,0,0,0,0,3,2014-236306
51,07,1206,921,0,,7415,3,1,2014,06,21,236307,8100088,0,0,1,VAJN1206.pdf,00071923.tif,ORIGINAL,YFT,4711,2363,1,1,1,0,0,0,0,2,2014-236307
51,08,1206,922,0,,7415,3,1,2014,06,21,236308,8100088,0,0,2,VAJN1206.pdf,00071925.tif,ORIGINAL,BIGEYE TUNA,4691,2363,1,1,1,0,0,0,0,2,2014-236308
51,09,1206,923,0,,7415,3,1,2014,06,21,236309,8100088,1,0,2,VAJN1206.pdf,00071927.tif,ORIGINAL,ATLANTIC BONITO,330,2363,1,4,4,0,0,0,0,3,2014-236309
51,10,1206,924,0,,7415,3,1,2014,06,21,236310,8100088,0,0,1,VAJN1206.pdf,00071929.tif,ORIGINAL,DOLPHIN,1050,2363,1,5,5,0,0,0,0,3,2014-236310
51,01,1207,925,0,,6633,3,1,2014,06,22,236401,8100088,0,0,1,VAJN1207.pdf,00071933.tif,ORIGINAL,DOLPHIN,1050,2364,1,6,6,0,0,0,0,3,2014-236401
51,01,2106,926,0,,6783,8,1,2014,06,30,246501,0010039,0,0,1,VAJN2106.pdf,00072445.tif,ORIGINAL,DOLPHIN,1050,2465,2,3,3,0,0,0,0,3,2014-246501
51,01,2106,927,0,,6783,8,1,2014,06,30,246501,0010039,0,0,1,VAJN2106.pdf,00072445.tif,ORIGINAL,YFT,4711,2465,1,1,1,0,0,0,0,3,2014-246501
51,01,2108,928,0,,7415,1,1,2014,06,04,211201,8100091,0,0,1,VAJN2108.pdf,00070493.tif,ORIGINAL,YFT,4711,2112,1,8,8,0,0,0,0,2,2014-211201
51,01,2111,929,0,,6633,1,1,2014,06,10,217201,8100002,0,0,2,VAJN2111.pdf,00070814.tif,ORIGINAL,BLUEFISH,230,2172,3,2,0,0,0,0,0,3,2014-217201
51,01,2111,930,0,,6633,1,1,2014,06,10,217201,8100002,0,0,2,VAJN2111.pdf,00070814.tif,ORIGINAL,SPANISH MACKEREL,3840,2172,2,2,0,0,0,0,0,3,2014-217201
51,01,2111,931,0,,6633,1,1,2014,06,10,217201,8100002,0,0,2,VAJN2111.pdf,00070814.tif,ORIGINAL,BLACKTIP SHARK,4871,2172,1,0,0,2,0,0,0,3,2014-217201
51,01,2112,932,0,,7415,1,1,2014,06,11,218601,8100002,0,0,1,VAJN2112.pdf,00070882.tif,ORIGINAL,DOLPHIN,1050,2186,1,1,1,0,0,0,0,1,2014-218601
51,01,2112,933,0,,7415,1,1,2014,06,11,218601,8100002,0,0,1,VAJN2112.pdf,00070882.tif,ORIGINAL,ALBACORE TUNA,4701,2186,2,0,0,2,0,0,0,1,2014-218601
51,02,2112,934,0,,7415,1,1,2014,06,11,218602,8100002,0,0,2,VAJN2112.pdf,00070884.tif,ORIGINAL,SPANISH MACKEREL,3840,2186,2,3,0,0,0,0,0,3,2014-218602
51,02,2112,935,0,,7415,1,1,2014,06,11,218602,8100002,0,0,2,VAJN2112.pdf,00070884.tif,ORIGINAL,BLACKTIP SHARK,4871,2186,1,0,0,1,0,0,0,3,2014-218602
51,03,2112,936,0,,7415,1,1,2014,06,11,218603,8100091,0,0,2,VAJN2112.pdf,00070886.tif,ORIGINAL,WHITE MARLIN,2161,2186,1,0,0,1,0,0,0,2,2014-218603
51,01,2113,937,0,,6633,3,1,2014,06,11,218101,8100088,0,0,1,VAJN2113.pdf,00070854.tif,ORIGINAL,DOLPHIN,1050,2181,1,1,1,0,0,0,0,3,2014-218101
51,01,2114,938,0,,6783,8,3,2014,06,18,228301,0010039,0,0,1,VAJN2114.pdf,00071430.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2283,1,1,1,0,0,0,0,2,2014-228301
51,01,2115,939,0,,7421,1,1,2014,06,20,236701,8100002,0,0,1,VAJN2115.pdf,00071941.tif,ORIGINAL,DOLPHIN,1050,2367,1,6,6,0,0,0,0,3,2014-236701
51,01,2115,940,0,,7421,1,1,2014,06,20,236701,8100002,0,0,1,VAJN2115.pdf,00071941.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2367,2,1,1,0,0,0,0,3,2014-236701
51,01,2115,941,0,,7421,1,1,2014,06,20,236701,8100002,0,0,1,VAJN2115.pdf,00071941.tif,ORIGINAL,LITTLE TUNNY,4681,2367,3,0,0,10,0,0,0,3,2014-236701
51,01,2116,942,0,,6633,2,1,2014,06,24,236801,8100387,0,0,1,VAJN2116.pdf,00071945.tif,ORIGINAL,DOLPHIN,1050,2368,2,13,13,0,0,0,0,3,2014-236801
51,01,2116,943,0,,6633,2,1,2014,06,24,236801,8100387,0,0,1,VAJN2116.pdf,00071945.tif,ORIGINAL,SKIPJACK TUNA,4661,2368,4,1,1,0,0,0,0,3,2014-236801
51,01,2116,944,0,,6633,2,1,2014,06,24,236801,8100387,0,0,1,VAJN2116.pdf,00071945.tif,ORIGINAL,YFT,4711,2368,1,2,2,0,0,0,0,3,2014-236801
51,01,2116,945,1,ALIVE;,6633,2,1,2014,06,24,236801,8100387,0,0,1,VAJN2116.pdf,00071945.tif,ORIGINAL,BULL SHARK,4891,2368,3,0,0,1,0,0,0,3,2014-236801
51,02,2117,946,0,,7421,1,1,2014,06,26,240202,8100091,0,0,2,VAJN2117.pdf,00072106.tif,ORIGINAL,DOLPHIN,1050,2402,1,3,3,0,0,0,0,2,2014-240202
51,03,2117,947,0,,7421,1,1,2014,06,26,240203,8100091,0,0,2,VAJN2117.pdf,00072108.tif,ORIGINAL,DOLPHIN,1050,2402,1,3,0,0,0,0,0,3,2014-240203
51,01,2119,948,0,,7499,7,1,2014,06,27,246601,0010024,0,0,2,VAJN2119.pdf,00072449.tif,ORIGINAL,WHITE MARLIN,2161,2466,3,0,0,1,0,0,0,3,2014-246601
51,01,2119,949,0,,7499,7,1,2014,06,27,246601,0010024,0,0,2,VAJN2119.pdf,00072449.tif,ORIGINAL,BIGEYE TUNA,4691,2466,1,1,1,0,0,0,0,3,2014-246601
51,01,2119,950,0,,7499,7,1,2014,06,27,246601,0010024,0,0,2,VAJN2119.pdf,00072449.tif,ORIGINAL,YFT,4711,2466,2,1,1,0,0,0,0,3,2014-246601
51,02,2119,951,0,,7499,7,1,2014,06,27,246602,0010024,0,0,2,VAJN2119.pdf,00072451.tif,ORIGINAL,SKIPJACK TUNA,4661,2466,1,1,1,0,0,0,0,2,2014-246602
51,02,2119,952,0,,7499,7,1,2014,06,27,246602,0010024,0,0,2,VAJN2119.pdf,00072451.tif,ORIGINAL,LITTLE TUNNY,4681,2466,2,2,2,0,0,0,0,2,2014-246602
51,01,2122,953,0,,6783,8,3,2014,06,19,229601,0010039,0,0,2,VAJN2122.pdf,00071499.tif,ORIGINAL,DOLPHIN,1050,2296,1,3,0,0,0,0,0,3,2014-229601
51,01,2122,954,0,,6783,8,3,2014,06,19,229601,0010039,0,0,2,VAJN2122.pdf,00071499.tif,ORIGINAL,YFT,4711,2296,2,4,0,0,0,0,0,3,2014-229601
51,01,2125,955,0,,7499,7,1,2014,06,20,246701,0010024,0,0,2,VAJN2125.pdf,00072455.tif,ORIGINAL,DOLPHIN,1050,2467,2,1,1,0,0,0,1,1,2014-246701
51,01,2125,956,0,,7499,7,1,2014,06,20,246701,0010024,0,0,2,VAJN2125.pdf,00072455.tif,ORIGINAL,YFT,4711,2467,1,2,2,0,0,0,2,1,2014-246701
51,02,2125,957,0,,7499,7,1,2014,06,20,246702,0010024,0,0,2,VAJN2125.pdf,00072457.tif,ORIGINAL,DOLPHIN,1050,2467,2,3,3,0,0,0,3,2,2014-246702
51,02,2125,958,0,,7499,7,1,2014,06,20,246702,0010024,0,0,2,VAJN2125.pdf,00072457.tif,ORIGINAL,YFT,4711,2467,1,1,1,0,0,0,1,2,2014-246702
51,03,2125,959,0,,7499,7,1,2014,06,20,246703,0010024,0,0,2,VAJN2125.pdf,00072459.tif,ORIGINAL,YFT,4711,2467,1,3,3,0,0,0,3,3,2014-246703
51,04,2125,960,0,,7499,7,1,2014,06,20,246704,0010024,0,0,2,VAJN2125.pdf,00072461.tif,ORIGINAL,DOLPHIN,1050,2467,2,3,3,0,0,0,3,1,2014-246704
51,04,2125,961,0,,7499,7,1,2014,06,20,246704,0010024,0,0,2,VAJN2125.pdf,00072461.tif,ORIGINAL,YFT,4711,2467,1,4,4,0,0,0,4,1,2014-246704
51,01,2127,962,1,KEPT;,6633,1,1,2014,06,25,239701,8100091,0,0,1,VAJN2127.pdf,00072073.tif,ORIGINAL,DOLPHIN,1050,2397,1,46,32,0,0,0,0,2,2014-239701
51,01,2127,963,0,,6633,1,1,2014,06,25,239701,8100091,0,0,1,VAJN2127.pdf,00072073.tif,ORIGINAL,YFT,4711,2397,2,1,1,0,0,0,0,2,2014-239701
51,02,2127,964,1,KEPT;,6633,1,1,2014,06,25,239702,8100091,0,0,1,VAJN2127.pdf,00072075.tif,ORIGINAL,DOLPHIN,1050,2397,1,54,35,0,0,0,0,3,2014-239702
51,03,2127,965,1,KEPT;,6633,1,1,2014,06,25,239703,8100091,0,0,1,VAJN2127.pdf,00072077.tif,ORIGINAL,DOLPHIN,1050,2397,2,60,44,0,0,0,0,3,2014-239703
51,03,2127,966,0,,6633,1,1,2014,06,25,239703,8100091,0,0,1,VAJN2127.pdf,00072077.tif,ORIGINAL,BLUE MARLIN,2171,2397,3,0,0,1,0,0,0,3,2014-239703
51,03,2127,967,0,,6633,1,1,2014,06,25,239703,8100091,0,0,1,VAJN2127.pdf,00072077.tif,ORIGINAL,YFT,4711,2397,1,3,3,0,0,0,0,3,2014-239703
51,01,2128,968,0,,7415,2,1,2014,06,26,246801,8100387,0,0,2,VAJN2128.pdf,00072465.tif,ORIGINAL,WHITE MARLIN,2161,2468,1,0,0,2,0,0,0,2,2014-246801
51,02,2128,969,0,,7415,2,1,2014,06,26,246802,8100387,0,0,1,VAJN2128.pdf,00072467.tif,ORIGINAL,DOLPHIN,1050,2468,1,1,1,0,0,0,1,2,2014-246802
51,03,2128,970,0,,7415,2,1,2014,06,26,246803,8100387,0,0,2,VAJN2128.pdf,00072469.tif,ORIGINAL,BIGEYE TUNA,4691,2468,1,1,1,0,0,0,1,1,2014-246803
51,01,2129,971,0,,6783,8,1,2014,06,26,240301,0010039,0,0,2,VAJN2129.pdf,00072112.tif,ORIGINAL,LITTLE TUNNY,4681,2403,1,0,0,1,0,0,0,2,2014-240301
