stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
51,02,2129,972,0,,6783,8,3,2014,06,26,240302,0010039,0,0,1,VAJN2129.pdf,00072114.tif,ORIGINAL,DOLPHIN,1050,2403,2,1,1,0,0,0,0,2,2014-240302
51,02,2129,973,0,,6783,8,3,2014,06,26,240302,0010039,0,0,1,VAJN2129.pdf,00072114.tif,ORIGINAL,YFT,4711,2403,1,1,1,0,0,0,0,2,2014-240302
51,01,2202,974,0,,7415,3,1,2014,06,12,224601,8100088,0,0,1,VAJN2202.pdf,00071192.tif,ORIGINAL,DOLPHIN,1050,2246,2,2,2,0,0,0,0,3,2014-224601
51,01,2202,975,0,,7415,3,1,2014,06,12,224601,8100088,0,0,1,VAJN2202.pdf,00071192.tif,ORIGINAL,YFT,4711,2246,1,10,10,0,0,0,0,3,2014-224601
51,02,2202,976,0,,7415,3,1,2014,06,12,224602,8100088,0,0,1,VAJN2202.pdf,00071194.tif,ORIGINAL,DOLPHIN,1050,2246,2,5,5,0,0,0,0,3,2014-224602
51,02,2202,977,0,,7415,3,1,2014,06,12,224602,8100088,0,0,1,VAJN2202.pdf,00071194.tif,ORIGINAL,YFT,4711,2246,1,5,5,0,0,0,0,3,2014-224602
51,01,2203,978,0,,6633,3,1,2014,06,13,224701,8100088,0,0,1,VAJN2203.pdf,00071243.tif,ORIGINAL,YFT,4711,2247,1,10,10,0,0,0,0,3,2014-224701
51,01,2205,979,0,,7415,3,1,2014,06,24,239801,8100088,0,0,1,VAJN2205.pdf,00072083.tif,ORIGINAL,DOLPHIN,1050,2398,1,11,11,0,0,0,0,3,2014-239801
51,01,2205,980,0,,7415,3,1,2014,06,24,239801,8100088,0,0,1,VAJN2205.pdf,00072083.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2398,2,1,1,0,0,0,0,3,2014-239801
51,01,2205,981,0,,7415,3,1,2014,06,24,239801,8100088,0,0,1,VAJN2205.pdf,00072083.tif,ORIGINAL,YFT,4711,2398,3,1,1,0,0,0,0,3,2014-239801
51,02,2205,982,0,,7415,3,1,2014,06,24,239802,8100088,0,0,1,VAJN2205.pdf,00072085.tif,ORIGINAL,DOLPHIN,1050,2398,1,18,18,0,0,0,0,3,2014-239802
51,02,2205,983,0,,7415,3,1,2014,06,24,239802,8100088,0,0,1,VAJN2205.pdf,00072085.tif,ORIGINAL,SKIPJACK TUNA,4661,2398,2,6,6,0,0,0,0,3,2014-239802
51,02,2205,984,0,,7415,3,1,2014,06,24,239802,8100088,0,0,1,VAJN2205.pdf,00072085.tif,ORIGINAL,YFT,4711,2398,3,3,3,0,0,0,0,3,2014-239802
51,01,2208,985,0,,7415,3,1,2014,06,10,217601,8100088,0,1,1,VAJN2208.pdf,00070832.tif,ORIGINAL,DOLPHIN,1050,2176,1,1,1,0,0,0,0,3,2014-217601
51,01,2208,986,0,,7415,3,1,2014,06,10,217601,8100088,0,1,1,VAJN2208.pdf,00070832.tif,ORIGINAL,BLACK BELLIED ROSEFISH,2420,2176,3,12,12,0,0,0,0,3,2014-217601
51,01,2208,987,0,,7415,3,1,2014,06,10,217601,8100088,0,1,1,VAJN2208.pdf,00070832.tif,ORIGINAL,LITTLE TUNNY,4681,2176,2,1,1,0,0,0,0,3,2014-217601
51,02,2208,988,0,,7415,3,1,2014,06,10,217602,8100088,0,0,1,VAJN2208.pdf,00070834.tif,ORIGINAL,BIGEYE TUNA,4691,2176,1,1,1,0,0,0,0,3,2014-217602
51,02,2208,989,0,,7415,3,1,2014,06,10,217602,8100088,0,0,1,VAJN2208.pdf,00070834.tif,ORIGINAL,YFT,4711,2176,2,0,0,2,0,0,0,3,2014-217602
51,03,2208,990,0,,7415,3,1,2014,06,10,217603,8100088,0,0,1,VAJN2208.pdf,00070836.tif,ORIGINAL,DOLPHIN,1050,2176,1,4,4,0,0,0,0,3,2014-217603
51,03,2208,991,0,,7415,3,1,2014,06,10,217603,8100088,0,0,1,VAJN2208.pdf,00070836.tif,ORIGINAL,YFT,4711,2176,2,2,2,0,0,0,0,3,2014-217603
51,01,2209,992,0,,6633,3,1,2014,06,06,217401,8100088,0,0,1,VAJN2209.pdf,00070821.tif,ORIGINAL,YFT,4711,2174,1,6,6,0,0,0,0,3,2014-217401
51,02,2209,993,0,,6633,3,1,2014,06,06,217402,8100088,0,0,1,VAJN2209.pdf,00070823.tif,ORIGINAL,DOLPHIN,1050,2174,1,1,1,0,0,0,0,3,2014-217402
51,03,2209,994,0,,6633,3,1,2014,06,06,217403,8100088,0,0,1,VAJN2209.pdf,00070825.tif,ORIGINAL,DOLPHIN,1050,2174,1,2,2,0,0,0,0,3,2014-217403
51,01,2210,995,0,,6633,1,1,2014,06,16,224801,8100002,0,0,1,VAJN2210.pdf,00071247.tif,ORIGINAL,DOLPHIN,1050,2248,2,1,1,0,0,0,0,1,2014-224801
51,01,2210,996,0,,6633,1,1,2014,06,16,224801,8100002,0,0,1,VAJN2210.pdf,00071247.tif,ORIGINAL,YFT,4711,2248,1,9,8,0,0,0,0,1,2014-224801
51,02,2210,997,0,,6633,1,1,2014,06,16,224802,8100091,0,0,2,VAJN2210.pdf,00071249.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,2248,1,1,1,0,0,0,0,2,2014-224802
51,03,2210,998,0,,6633,1,1,2014,06,16,224803,8100091,0,0,2,VAJN2210.pdf,00071251.tif,ORIGINAL,BLUEFISH,230,2248,1,1,0,0,0,0,0,3,2014-224803
51,01,2211,999,1,ALIVE;,6633,1,1,2014,06,23,236901,8100002,0,0,2,VAJN2211.pdf,00071949.tif,ORIGINAL,SKATES,3650,2369,2,0,0,5,0,0,0,3,2014-236901
51,01,2211,1000,0,,6633,1,1,2014,06,23,236901,8100002,0,0,2,VAJN2211.pdf,00071949.tif,ORIGINAL,BLACKTIP SHARK,4871,2369,1,0,0,1,0,0,0,3,2014-236901
51,01,2212,1001,1,KEPT;,7415,3,1,2014,06,25,239901,8100088,0,0,1,VAJN2212.pdf,00072089.tif,ORIGINAL,DOLPHIN,1050,2399,1,60,60,0,0,0,0,3,2014-239901
51,02,2212,1002,0,,7415,3,1,2014,06,25,239902,8100088,0,0,1,VAJN2212.pdf,00072091.tif,ORIGINAL,DOLPHIN,1050,2399,2,3,3,0,0,0,0,3,2014-239902
51,02,2212,1003,0,,7415,3,1,2014,06,25,239902,8100088,0,0,1,VAJN2212.pdf,00072091.tif,ORIGINAL,WHITE MARLIN,2161,2399,1,0,0,1,0,0,0,3,2014-239902
51,02,2212,1004,0,,7415,3,1,2014,06,25,239902,8100088,0,0,1,VAJN2212.pdf,00072091.tif,ORIGINAL,YFT,4711,2399,3,1,1,0,0,0,0,3,2014-239902
51,03,2212,1005,0,,7415,3,1,2014,06,25,239903,8100088,0,0,1,VAJN2212.pdf,00072093.tif,ORIGINAL,DOLPHIN,1050,2399,2,4,4,0,0,0,0,2,2014-239903
51,03,2212,1006,0,,7415,3,1,2014,06,25,239903,8100088,0,0,1,VAJN2212.pdf,00072093.tif,ORIGINAL,BLUE MARLIN,2171,2399,1,0,0,1,0,0,0,2,2014-239903
51,03,2212,1007,0,,7415,3,1,2014,06,25,239903,8100088,0,0,1,VAJN2212.pdf,00072093.tif,ORIGINAL,YFT,4711,2399,3,2,2,0,0,0,0,2,2014-239903
51,04,2212,1008,0,,7415,3,1,2014,06,25,239904,8100088,0,0,2,VAJN2212.pdf,00072095.tif,ORIGINAL,DOLPHIN,1050,2399,1,8,0,0,0,0,0,1,2014-239904
