tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
189601,6,25,MA,6,01,6,LIVE LINING,S JEFFRIES LEDGE,7672,25,1520,1101,0685,19,2,1,2,1,1,1510,4671,9996,2,1,3,6,1,0,0,0,0,0,1,3,4255,7010,7,210,61,1,2,1,MAOC1101.pdf,00118238.tif,2017,0,1,0,ORIGINAL,10,01,21093,1896,0090685,009,2,119,0,,Y,2,,2017-189601
189602,6,25,MA,6,02,6,LIVE LINING,CURL,7672,25,1610,1101,0685,19,2,1,2,2,2,1605,4671,9996,2,1,2,6,1,0,0,0,0,0,1,2,4252,7014,6,200,98,1,2,1,MAOC1101.pdf,00118240.tif,2017,0,0,0,ORIGINAL,10,01,21093,1896,0090685,009,2,121,0,,Y,2,,2017-189602
189603,6,25,MA,6,03,6,LIVE LINING,OUTER FLAG,7672,25,1730,1101,0685,19,2,1,2,1,1,1720,4671,9996,2,2,2,2,1,0,0,0,0,0,1,2,4252,7029,17,180,61,1,2,1,MAOC1101.pdf,00118242.tif,2017,0,1,0,ORIGINAL,10,01,21093,1896,0090685,009,2,120,0,,Y,2,,2017-189603
189701,6,25,MA,6,01,6,LIVE LINING,JEFFRY LEDGE,7713,25,1750,1102,3125,33,1,1,2,1,1,1745,4671,9996,2,2,2,8,1,0,1,0,0,1,1,3,4255,7010,3,200,63,1,2,1,MAOC1102.pdf,00118248.tif,2017,0,1,0,REVISED,10,01,21093,1897,0093125,009,2,125,0,,Y,2,,2017-189701
189702,6,25,MA,6,02,6,LIVE LINING,JEFFRY LEDGE,7713,25,1755,1102,3125,33,1,1,2,1,1,1500,4671,9996,2,2,4,8,1,0,1,0,0,0,1,4,4255,7010,6,200,62,1,2,1,MAOC1102.pdf,00118250.tif,2017,0,1,0,REVISED,10,01,21093,1897,0093125,009,2,124,0,,Y,2,,2017-189702
189703,6,25,MA,6,03,6,LIVE LINING,JEFFRY LEDGE,7713,25,1813,1102,9242,33,4,1,2,1,1,1750,4671,9996,2,1,3,7,1,0,1,0,0,0,1,5,4255,7010,6,180,60,1,1,1,MAOC1102.pdf,00118252.tif,2017,0,1,0,REVISED,10,01,21093,1897,0099242,009,2,122,0,,Y,1,,2017-189703
189704,6,25,MA,6,04,6,LIVE LINING,JEFFREYS LEDGE,7713,25,1925,1102,9242,33,4,1,2,1,2,1910,4671,9996,2,2,3,8,1,0,0,0,0,0,1,4,4255,7010,4,180,58,1,2,1,MAOC1102.pdf,00118254.tif,2017,0,1,0,REVISED,10,01,21093,1897,0099242,009,2,123,0,,N,1,,2017-189704
189901,6,25,MA,6,01,6,CASTING DRIFTING,STELLWAGEN BANK,7676,25,1310,1112,0217,8,3,1,2,2,2,1305,4676,9996,2,1,3,4,1,0,0,0,0,0,1,5,4210,7015,4,120,61,1,2,2,MAOC1112.pdf,00118258.tif,2017,0,0,0,ORIGINAL,10,01,21093,1899,0230217,023,2,146,0,,Y,2,,2017-189901
189902,6,25,MA,6,02,6,DRIFTING,PEAKED SE CORNER STELLWAGEN BANK,7676,25,1342,1112,0217,8,3,1,2,2,2,1330,4676,9996,2,1,4,5,1,0,0,0,0,0,1,4,9998,9998,6,155,60,1,2,2,MAOC1112.pdf,00118259.tif,2017,0,0,0,ORIGINAL,10,01,21093,1899,0230217,023,2,147,0,,Y,2,,2017-189902
189903,6,25,MA,6,03,6,DRIFTING,SW SE STELLWAGEN,7676,25,1418,1112,0217,8,3,1,2,2,2,1410,4676,9996,2,1,2,15,1,0,0,0,0,0,1,1,9998,9998,6,130,66,1,2,2,MAOC1112.pdf,00118260.tif,2017,0,0,0,ORIGINAL,10,01,21093,1899,0230217,023,2,141,0,,Y,2,,2017-189903
