stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,tracker,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
10,01,1101,1,0,,6447,2,1,4,2019,06,02,000101,0051599,0,0,2,DEJN1101.pdf,00132267.tif,ORIGINAL,BFT SCHOOL,4677,0001,1,2,0,1,0,0,0,2,2019-000101
10,02,1101,2,0,,6447,2,1,3,2019,06,02,000102,0051599,0,0,2,DEJN1101.pdf,00132269.tif,ORIGINAL,DOLPHIN,1050,0001,1,1,0,0,0,0,0,2,2019-000102
10,03,1101,3,0,,6447,2,1,4,2019,06,02,000103,0051599,0,0,2,DEJN1101.pdf,00132271.tif,ORIGINAL,BIGEYE TUNA,4691,0001,1,1,0,0,0,0,0,2,2019-000103
10,04,1101,4,0,,6447,2,1,4,2019,06,02,000104,0051599,0,0,2,DEJN1101.pdf,00132273.tif,ORIGINAL,BFT SMALL MEDIUM,4676,0001,1,1,1,0,0,0,0,2,2019-000104
10,04,1101,5,0,,6447,2,1,4,2019,06,02,000104,0051599,0,0,2,DEJN1101.pdf,00132273.tif,ORIGINAL,YFT,4711,0001,2,0,0,1,0,0,0,2,2019-000104
10,05,1101,6,0,,6447,2,1,3,2019,06,02,000105,0051599,0,0,2,DEJN1101.pdf,00132275.tif,ORIGINAL,BFT SCHOOL,4677,0001,1,1,0,0,0,0,0,2,2019-000105
10,06,1101,7,0,,6447,2,1,6,2019,06,02,000106,0051599,0,0,2,DEJN1101.pdf,00132277.tif,ORIGINAL,BLUELINE TILEFISH,4440,0001,2,20,0,0,0,0,0,3,2019-000106
10,06,1101,8,0,,6447,2,1,6,2019,06,02,000106,0051599,0,0,2,DEJN1101.pdf,00132277.tif,ORIGINAL,GOLDEN TILEFISH,4467,0001,3,5,0,0,0,0,0,3,2019-000106
10,06,1101,9,0,,6447,2,1,6,2019,06,02,000106,0051599,0,0,2,DEJN1101.pdf,00132277.tif,ORIGINAL,BFT SCHOOL,4677,0001,1,1,0,0,0,0,0,3,2019-000106
10,07,1101,10,0,,6447,2,1,1,2019,06,02,000107,0051599,0,0,2,DEJN1101.pdf,00132279.tif,ORIGINAL,DOLPHIN,1050,0001,2,1,0,0,0,0,0,3,2019-000107
10,07,1101,11,0,,6447,2,1,1,2019,06,02,000107,0051599,0,0,2,DEJN1101.pdf,00132279.tif,ORIGINAL,SKIPJACK TUNA,4661,0001,3,1,0,0,0,0,0,3,2019-000107
10,07,1101,12,0,,6447,2,1,1,2019,06,02,000107,0051599,0,0,2,DEJN1101.pdf,00132279.tif,ORIGINAL,BFT SCHOOL,4677,0001,1,1,0,1,0,0,0,3,2019-000107
10,07,1101,13,0,,6447,2,1,1,2019,06,02,000107,0051599,0,0,2,DEJN1101.pdf,00132279.tif,ORIGINAL,LITTLE TUNNY,4681,0001,4,1,0,0,0,0,0,3,2019-000107
10,08,1101,14,0,,6447,2,1,4,2019,06,02,000108,0051599,0,0,2,DEJN1101.pdf,00132281.tif,ORIGINAL,DOLPHIN,1050,0001,1,2,0,0,0,0,0,2,2019-000108
