tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
35,10,10,1102,18,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078783.tif,ORIGINAL,DOLPHIN,1050,3533,1,1,0,0,0,0,0,2,2014-353310
35,10,10,1102,19,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078783.tif,ORIGINAL,WHITE MARLIN,2161,3533,2,0,0,1,0,0,0,2,2014-353310
35,10,11,1102,20,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078785.tif,ORIGINAL,DOLPHIN,1050,3533,1,2,0,6,0,0,0,2,2014-353311
35,10,11,1102,21,0,,7500,2,1,2014,08,30,0051599,0,1,2,DEAU1102.pdf,00078785.tif,ORIGINAL,WHITE MARLIN,2161,3533,2,0,0,1,0,0,0,2,2014-353311
35,10,12,1102,22,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078787.tif,ORIGINAL,ATLANTIC BONITO,330,3533,1,1,0,0,0,0,0,2,2014-353312
35,10,12,1102,23,0,,7500,2,1,2014,08,30,0051599,0,1,2,DEAU1102.pdf,00078787.tif,ORIGINAL,DOLPHIN,1050,3533,2,4,0,0,0,0,0,2,2014-353312
35,10,13,1102,24,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078789.tif,ORIGINAL,DOLPHIN,1050,3533,1,4,0,0,0,0,0,3,2014-353313
35,10,16,1102,25,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078793.tif,ORIGINAL,DOLPHIN,1050,3533,1,3,0,0,0,0,0,3,2014-353316
35,10,17,1102,26,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078795.tif,ORIGINAL,DOLPHIN,1050,3533,1,4,0,0,0,0,0,3,2014-353317
35,10,17,1102,27,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078795.tif,ORIGINAL,WHITE MARLIN,2161,3533,2,0,0,4,0,0,0,3,2014-353317
35,10,18,1102,28,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078797.tif,ORIGINAL,DOLPHIN,1050,3533,1,2,0,0,0,0,0,2,2014-353318
35,10,18,1102,29,0,,7500,2,1,2014,08,30,0051599,0,1,2,DEAU1102.pdf,00078797.tif,ORIGINAL,WHITE MARLIN,2161,3533,2,0,0,1,0,0,0,2,2014-353318
35,10,19,1102,30,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078799.tif,ORIGINAL,WHITE MARLIN,2161,3533,1,0,0,3,0,0,0,2,2014-353319
35,10,19,1102,31,0,,7500,2,1,2014,08,30,0051599,0,0,2,DEAU1102.pdf,00078799.tif,ORIGINAL,BLUE MARLIN,2171,3533,2,0,0,1,0,0,0,2,2014-353319
31,10,01,1103,32,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076247.tif,ORIGINAL,BROWN SHARK,3591,3106,2,0,0,1,0,0,0,2,2014-310601
31,10,01,1103,33,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076247.tif,ORIGINAL,YFT,4711,3106,1,2,0,0,0,0,0,2,2014-310601
31,10,02,1103,34,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076249.tif,ORIGINAL,DOLPHIN,1050,3106,1,1,0,0,0,0,0,2,2014-310602
31,10,03,1103,35,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076251.tif,ORIGINAL,DOLPHIN,1050,3106,1,1,0,0,0,0,0,2,2014-310603
31,10,04,1103,36,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076253.tif,ORIGINAL,DOLPHIN,1050,3106,2,30,0,0,0,0,0,3,2014-310604
31,10,04,1103,37,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076253.tif,ORIGINAL,SWORDFISH,4328,3106,1,1,1,0,0,0,0,3,2014-310604
31,10,05,1103,38,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076255.tif,ORIGINAL,WHITE MARLIN,2161,3106,1,0,0,1,0,0,0,2,2014-310605
31,10,07,1103,39,1,CAUGHT OUT OF AREA;,6447,2,1,2014,08,09,0051599,0,1,2,DEAU1103.pdf,00076258.tif,ORIGINAL,ATLANTIC MACKEREL,2120,3106,2,0,0,1,0,0,0,2,2014-310607
31,10,07,1103,40,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076258.tif,ORIGINAL,WHITE MARLIN,2161,3106,1,0,0,1,0,0,0,2,2014-310607
31,10,09,1103,41,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076261.tif,ORIGINAL,BLUE MARLIN,2171,3106,1,0,0,1,0,0,0,2,2014-310609
31,10,10,1103,42,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076263.tif,ORIGINAL,DOLPHIN,1050,3106,1,3,0,0,0,0,0,2,2014-310610
31,10,12,1103,43,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076266.tif,ORIGINAL,YFT,4711,3106,1,1,0,0,0,0,0,2,2014-310612
31,10,13,1103,44,1,CAUGHT OUT OF AREA;RARE OR ILLEGAL SPECIES KEPT;,6447,2,1,2014,08,09,0051599,0,1,2,DEAU1103.pdf,00076268.tif,ORIGINAL,SNOWY GROUPER,1410,3106,3,1,0,0,0,0,0,2,2014-310613
31,10,13,1103,45,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076268.tif,ORIGINAL,SHORTFIN MAKO SHA,3551,3106,4,0,0,2,0,0,0,2,2014-310613
31,10,13,1103,46,1,RARE OR ILLEGAL SPECIES KEPT;,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076268.tif,ORIGINAL,BLUELINE TILEFISH,4440,3106,1,10,0,0,0,0,0,2,2014-310613
31,10,13,1103,47,0,,6447,2,1,2014,08,09,0051599,0,0,2,DEAU1103.pdf,00076268.tif,ORIGINAL,GOLDEN TILEFISH,4467,3106,2,3,0,0,0,0,0,2,2014-310613
32,10,01,1202,48,0,,6447,1,1,2014,08,16,0050013,0,0,2,DEAU1202.pdf,00077133.tif,ORIGINAL,DOLPHIN,1050,3236,1,2,2,0,0,0,0,3,2014-323601
32,10,01,1202,49,1,RARE OR ILLEGAL SPECIES KEPT;,6447,1,1,2014,08,16,0050013,0,0,2,DEAU1202.pdf,00077133.tif,ORIGINAL,BLUELINE TILEFISH,4440,3236,2,11,11,0,0,0,0,3,2014-323601
32,10,01,1202,50,0,,6447,1,1,2014,08,16,0050013,0,0,2,DEAU1202.pdf,00077133.tif,ORIGINAL,GOLDEN TILEFISH,4467,3236,3,2,2,0,0,0,0,3,2014-323601
32,10,01,1202,51,1,ALIVE;,6447,1,1,2014,08,16,0050013,0,0,2,DEAU1202.pdf,00077133.tif,ORIGINAL,SCALLOPED HAMMERH,4781,3236,4,0,0,2,0,0,0,3,2014-323601
34,10,01,1203,52,0,,6783,2,1,2014,08,31,0051599,0,0,2,DEAU1203.pdf,00078506.tif,ORIGINAL,DOLPHIN,1050,3481,2,1,1,0,0,0,0,2,2014-348101
34,10,01,1203,53,0,,6783,2,1,2014,08,31,0051599,0,0,2,DEAU1203.pdf,00078506.tif,ORIGINAL,WHITE MARLIN,2161,3481,1,0,0,3,0,0,0,2,2014-348101
31,10,01,1206,54,0,,7500,2,1,2014,08,10,0051599,0,0,2,DEAU1206.pdf,00076873.tif,ORIGINAL,YFT,4711,3169,1,0,0,1,0,0,0,2,2014-316901
31,10,02,1206,55,0,,7500,2,1,2014,08,10,0051599,0,0,2,DEAU1206.pdf,00076875.tif,ORIGINAL,DOLPHIN,1050,3169,1,3,0,0,0,0,0,2,2014-316902
33,10,01,1207,56,0,,6783,2,1,2014,08,17,0051599,0,0,1,DEAU1207.pdf,00077620.tif,ORIGINAL,DOLPHIN,1050,3315,2,6,6,0,0,0,0,2,2014-331501
33,10,01,1207,57,0,,6783,2,1,2014,08,17,0051599,0,0,1,DEAU1207.pdf,00077620.tif,ORIGINAL,YFT,4711,3315,1,1,1,0,0,0,0,2,2014-331501
33,10,02,1207,58,0,,6783,2,1,2014,08,17,0051599,0,0,2,DEAU1207.pdf,00077622.tif,ORIGINAL,WHITE MARLIN,2161,3315,1,0,0,4,0,0,0,3,2014-331502
33,10,03,1207,59,0,,6783,2,1,2014,08,17,0051599,0,0,2,DEAU1207.pdf,00077624.tif,ORIGINAL,WHITE MARLIN,2161,3315,1,0,0,3,0,0,0,2,2014-331503
32,10,01,1208,60,0,,6783,2,1,2014,08,16,0051599,0,0,2,DEAU1208.pdf,00077508.tif,ORIGINAL,DOLPHIN,1050,3292,1,1,1,0,0,0,0,2,2014-329201
32,10,02,1208,61,0,,6783,2,1,2014,08,16,0051599,0,0,1,DEAU1208.pdf,00077510.tif,ORIGINAL,DOLPHIN,1050,3292,1,1,1,0,0,0,0,2,2014-329202
32,10,03,1208,62,0,,6783,2,1,2014,08,16,0051599,0,0,2,DEAU1208.pdf,00077512.tif,ORIGINAL,DOLPHIN,1050,3292,1,2,0,0,0,0,0,2,2014-329203
32,10,03,1208,63,0,,6783,2,1,2014,08,16,0051599,0,0,2,DEAU1208.pdf,00077512.tif,ORIGINAL,LITTLE TUNNY,4681,3292,2,1,1,0,0,0,0,2,2014-329203
32,10,04,1208,64,0,,6783,2,1,2014,08,16,0051599,0,0,1,DEAU1208.pdf,00077514.tif,ORIGINAL,DOLPHIN,1050,3292,1,1,1,0,0,0,0,3,2014-329204
32,10,04,1208,65,0,,6783,2,1,2014,08,16,0051599,0,0,1,DEAU1208.pdf,00077514.tif,ORIGINAL,GOLDEN TILEFISH,4467,3292,2,2,2,0,0,0,0,3,2014-329204
33,10,01,2103,66,0,,6783,2,1,2014,08,21,0051599,0,0,1,DEAU2103.pdf,00077764.tif,ORIGINAL,DOLPHIN,1050,3334,1,4,4,0,0,0,0,3,2014-333401
33,10,02,2103,67,0,,6783,2,3,2014,08,21,0051599,0,0,1,DEAU2103.pdf,00077766.tif,ORIGINAL,LITTLE TUNNY,4681,3334,1,6,2,0,0,0,0,2,2014-333402
33,10,03,2103,68,0,,6783,2,1,2014,08,21,0051599,0,0,2,DEAU2103.pdf,00077768.tif,ORIGINAL,LITTLE TUNNY,4681,3334,1,0,0,10,0,0,0,3,2014-333403
35,10,03,2106,69,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078667.tif,ORIGINAL,DOLPHIN,1050,3518,1,5,5,0,0,0,0,2,2014-351803
35,10,04,2106,70,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078669.tif,ORIGINAL,DOLPHIN,1050,3518,1,5,0,0,0,0,0,3,2014-351804
35,10,05,2106,71,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078671.tif,ORIGINAL,DOLPHIN,1050,3518,2,3,0,0,0,0,0,2,2014-351805
35,10,05,2106,72,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078671.tif,ORIGINAL,WHITE MARLIN,2161,3518,1,0,0,1,0,0,0,2,2014-351805
35,10,06,2106,73,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078673.tif,ORIGINAL,DOLPHIN,1050,3518,1,16,16,6,0,0,0,2,2014-351806
35,10,06,2106,74,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078673.tif,ORIGINAL,BLUE MARLIN,2171,3518,2,0,0,1,0,0,0,2,2014-351806
35,10,06,2106,75,1,*SPECIES AT KEPT VALUE*;RARE OR ILLEGAL SPECIES KE,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078673.tif,ORIGINAL,BFT YOUNG SCHOOL,4673,3518,3,1,1,0,0,0,0,2,2014-351806
35,10,07,2106,76,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078675.tif,ORIGINAL,DOLPHIN,1050,3518,2,6,6,0,0,0,0,2,2014-351807
35,10,07,2106,77,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078675.tif,ORIGINAL,WHITE MARLIN,2161,3518,1,0,0,3,0,0,0,2,2014-351807
35,10,08,2106,78,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078677.tif,ORIGINAL,WHITE MARLIN,2161,3518,1,0,0,3,0,0,0,2,2014-351808
35,10,09,2106,79,0,,7500,2,1,2014,08,29,0051599,0,0,2,DEAU2106.pdf,00078679.tif,ORIGINAL,WHITE MARLIN,2161,3518,1,0,0,7,0,0,0,3,2014-351809
35,10,10,2106,80,0,,7500,2,1,2014,08,29,0051599,0,1,2,DEAU2106.pdf,00078681.tif,ORIGINAL,WHITE MARLIN,2161,3518,1,0,0,2,0,0,0,2,2014-351810
33,10,01,2108,81,0,,6447,2,1,2014,08,20,0051599,0,0,2,DEAU2108.pdf,00077616.tif,ORIGINAL,DOLPHIN,1050,3314,1,7,7,1,0,0,0,3,2014-331401
32,10,01,2202,82,0,,6447,2,1,2014,08,18,0051599,0,0,1,DEAU2202.pdf,00077137.tif,ORIGINAL,DOLPHIN,1050,3237,3,2,2,0,0,0,0,2,2014-323701
32,10,01,2202,83,0,,6447,2,1,2014,08,18,0051599,0,0,1,DEAU2202.pdf,00077137.tif,ORIGINAL,WHITE MARLIN,2161,3237,1,0,0,2,0,0,0,2,2014-323701
32,10,01,2202,84,0,,6447,2,1,2014,08,18,0051599,0,0,1,DEAU2202.pdf,00077137.tif,ORIGINAL,BIGEYE TUNA,4691,3237,2,1,1,0,0,0,0,2,2014-323701
33,10,01,2203,85,0,,7500,2,1,2014,08,15,0051599,0,0,1,DEAU2203.pdf,00077630.tif,ORIGINAL,DOLPHIN,1050,3317,1,2,2,0,0,0,0,2,2014-331701
33,10,03,2203,86,0,,7500,2,1,2014,08,15,0051599,0,0,2,DEAU2203.pdf,00077633.tif,ORIGINAL,WHITE MARLIN,2161,3317,1,0,0,1,0,0,0,3,2014-331703
31,10,02,2204,87,0,,6783,2,1,2014,08,08,0051599,1,0,1,DEAU2204.pdf,00076501.tif,ORIGINAL,WAHOO,4720,3107,1,1,1,0,0,0,0,3,2014-310702
31,10,03,2204,88,0,,6783,2,1,2014,08,08,0051599,0,0,1,DEAU2204.pdf,00076503.tif,ORIGINAL,YFT,4711,3107,1,4,4,0,0,0,0,2,2014-310703
31,10,04,2204,89,0,,6783,2,1,2014,08,08,0051599,0,0,1,DEAU2204.pdf,00076505.tif,ORIGINAL,DOLPHIN,1050,3107,1,1,1,0,0,0,0,2,2014-310704
31,10,05,2204,90,0,,6783,2,1,2014,08,08,0051599,0,0,1,DEAU2204.pdf,00076507.tif,ORIGINAL,DOLPHIN,1050,3107,1,1,1,0,0,0,0,3,2014-310705
30,10,01,2205,91,0,,6447,2,1,2014,08,04,0051599,0,0,2,DEAU2205.pdf,00076088.tif,ORIGINAL,DOLPHIN,1050,3082,1,1,0,0,0,0,0,2,2014-308201
30,10,03,2205,92,0,,6447,2,1,2014,08,04,0051599,0,0,2,DEAU2205.pdf,00076091.tif,ORIGINAL,DOLPHIN,1050,3082,1,2,0,0,0,0,0,2,2014-308203
30,10,04,2205,93,0,,6447,2,1,2014,08,04,0051599,0,0,2,DEAU2205.pdf,00076093.tif,ORIGINAL,DOLPHIN,1050,3082,1,2,0,0,0,0,0,2,2014-308204
30,10,05,2205,94,0,,6447,2,1,2014,08,04,0051599,0,0,2,DEAU2205.pdf,00076095.tif,ORIGINAL,YFT,4711,3082,1,1,0,0,0,0,0,3,2014-308205
30,10,08,2205,95,0,,6447,2,1,2014,08,04,0051599,0,0,2,DEAU2205.pdf,00076099.tif,ORIGINAL,DOLPHIN,1050,3082,2,1,0,0,0,0,0,2,2014-308208
30,10,08,2205,96,0,,6447,2,1,2014,08,04,0051599,0,0,2,DEAU2205.pdf,00076099.tif,ORIGINAL,ALBACORE TUNA,4701,3082,1,1,0,0,0,0,0,2,2014-308208
30,10,09,2205,97,0,,6447,2,1,2014,08,04,0051599,0,0,2,DEAU2205.pdf,00076101.tif,ORIGINAL,DOLPHIN,1050,3082,1,12,0,0,0,0,0,3,2014-308209
30,10,10,2205,98,0,,6447,2,1,2014,08,04,0051599,0,0,2,DEAU2205.pdf,00076103.tif,ORIGINAL,WHITE MARLIN,2161,3082,1,0,0,1,0,0,0,2,2014-308210
30,10,01,2206,99,0,,6783,2,1,2014,08,07,0051599,0,0,2,DEAU2206.pdf,00076153.tif,ORIGINAL,BLUEFISH,230,3096,3,2,0,0,0,0,0,2,2014-309601
30,10,01,2206,100,0,,6783,2,1,2014,08,07,0051599,0,0,2,DEAU2206.pdf,00076153.tif,ORIGINAL,DOLPHIN,1050,3096,2,1,0,0,0,0,0,2,2014-309601
30,10,01,2206,101,0,,6783,2,1,2014,08,07,0051599,0,0,2,DEAU2206.pdf,00076153.tif,ORIGINAL,LITTLE TUNNY,4681,3096,1,1,0,0,0,0,0,2,2014-309601
30,10,02,2206,102,0,,6783,2,1,2014,08,07,0051599,0,0,2,DEAU2206.pdf,00076155.tif,ORIGINAL,WHITE MARLIN,2161,3096,1,0,0,1,0,0,0,3,2014-309602
30,10,04,2206,103,0,,6783,2,1,2014,08,07,0051599,0,0,1,DEAU2206.pdf,00076158.tif,ORIGINAL,DOLPHIN,1050,3096,1,14,14,0,0,0,0,3,2014-309604
31,10,01,2207,104,0,,6783,2,1,2014,08,11,0051599,0,0,1,DEAU2207.pdf,00076879.tif,ORIGINAL,DOLPHIN,1050,3170,1,3,3,0,0,0,0,2,2014-317001
31,10,01,2207,105,0,,6783,2,1,2014,08,11,0051599,0,0,1,DEAU2207.pdf,00076879.tif,ORIGINAL,WHITE MARLIN,2161,3170,2,0,0,1,0,0,0,2,2014-317001
31,10,01,2207,106,0,,6783,2,1,2014,08,11,0051599,0,0,1,DEAU2207.pdf,00076879.tif,ORIGINAL,BLUE MARLIN,2171,3170,3,0,0,1,0,0,0,2,2014-317001
33,10,01,2213,107,0,,6783,2,1,2014,08,22,0051599,0,0,1,DEAU2213.pdf,00077774.tif,ORIGINAL,DOLPHIN,1050,3336,1,2,2,0,0,0,0,2,2014-333601
33,10,01,2213,108,0,,6783,2,1,2014,08,22,0051599,0,0,1,DEAU2213.pdf,00077774.tif,ORIGINAL,LITTLE TUNNY,4681,3336,2,1,1,0,0,0,0,2,2014-333601
33,10,02,2213,109,0,,6783,2,1,2014,08,22,0051599,0,0,1,DEAU2213.pdf,00077776.tif,ORIGINAL,DOLPHIN,1050,3336,1,6,6,0,0,0,0,3,2014-333602
33,10,03,2213,110,0,,6783,2,1,2014,08,22,0051599,0,0,1,DEAU2213.pdf,00077778.tif,ORIGINAL,WHITE MARLIN,2161,3336,2,0,0,1,0,0,0,2,2014-333603
33,10,03,2213,111,0,,6783,2,1,2014,08,22,0051599,0,0,1,DEAU2213.pdf,00077778.tif,ORIGINAL,BIGEYE TUNA,4691,3336,1,1,1,0,0,0,0,2,2014-333603
33,10,05,2213,112,0,,6783,2,1,2014,08,22,0051599,0,0,2,DEAU2213.pdf,00077781.tif,ORIGINAL,WHITE MARLIN,2161,3336,1,0,0,2,0,0,0,2,2014-333605
34,10,01,2215,113,1,ALIVE;,6447,1,1,2014,08,29,0050013,0,0,2,DEAU2215.pdf,00078376.tif,ORIGINAL,BARRACUDA,180,3458,3,0,0,1,0,0,0,3,2014-345801
34,10,01,2215,114,0,,6447,1,1,2014,08,29,0050013,0,0,2,DEAU2215.pdf,00078376.tif,ORIGINAL,DOLPHIN,1050,3458,1,4,0,2,0,0,0,3,2014-345801
34,10,01,2215,115,0,,6447,1,1,2014,08,29,0050013,0,0,2,DEAU2215.pdf,00078376.tif,ORIGINAL,LITTLE TUNNY,4681,3458,2,1,0,0,0,0,0,3,2014-345801
30,24,01,1101,116,0,,6936,5,1,2014,08,03,0471493,0,0,1,MDAU1101.pdf,00075660.tif,ORIGINAL,DOLPHIN,1050,3014,1,1,1,0,0,0,0,3,2014-301401
30,24,01,1101,117,0,,6936,5,1,2014,08,03,0471493,0,0,1,MDAU1101.pdf,00075660.tif,ORIGINAL,WHITE MARLIN,2161,3014,2,0,0,1,0,0,0,3,2014-301401
31,24,01,1102,118,1,ALIVE;,6555,4,3,2014,08,10,0470856,0,0,2,MDAU1102.pdf,00076701.tif,ORIGINAL,SUMMER FLOUNDER,1219,3122,1,1,0,50,0,0,0,2,2014-312201
32,24,01,1103,119,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077176.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,1,0,0,0,3,2014-324901
32,24,03,1103,120,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077179.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,1,0,0,0,2,2014-324903
32,24,03,1103,121,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077179.tif,ORIGINAL,SAILFISH,3026,3249,2,0,0,1,0,0,0,2,2014-324903
32,24,04,1103,122,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077181.tif,ORIGINAL,DOLPHIN,1050,3249,1,2,0,0,0,0,0,3,2014-324904
32,24,05,1103,123,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077183.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,4,0,0,0,3,2014-324905
32,24,05,1103,124,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077183.tif,ORIGINAL,YFT,4711,3249,2,1,1,0,0,0,1,3,2014-324905
32,24,07,1103,125,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077186.tif,ORIGINAL,DOLPHIN,1050,3249,2,1,1,0,0,0,0,2,2014-324907
32,24,07,1103,126,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077186.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,4,0,0,0,2,2014-324907
32,24,08,1103,127,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077188.tif,ORIGINAL,DOLPHIN,1050,3249,2,4,0,0,0,0,4,2,2014-324908
32,24,08,1103,128,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077188.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,2,0,0,0,2,2014-324908
32,24,09,1103,129,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077190.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,1,0,0,0,2,2014-324909
32,24,10,1103,130,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077192.tif,ORIGINAL,DOLPHIN,1050,3249,2,1,0,0,0,0,0,3,2014-324910
32,24,10,1103,131,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077192.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,4,0,0,0,3,2014-324910
32,24,11,1103,132,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077194.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,2,0,0,0,3,2014-324911
32,24,12,1103,133,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077196.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,1,0,0,0,2,2014-324912
32,24,13,1103,134,0,,6936,5,1,2014,08,16,0471493,0,0,2,MDAU1103.pdf,00077198.tif,ORIGINAL,WHITE MARLIN,2161,3249,1,0,0,1,0,0,0,3,2014-324913
