tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,51,VA,6,02,6,6,DOMA SITE,7421,51,1745,1104,0002,1,1,2,1,3,1,1730,3591,9996,2,2,6,6,1,0,1,0,1,0,0,6,9998,9998,6,60,78,1,2,1,VAJN1104.pdf,00082675.tif,2015,0,0,0,ORIGINAL,06,13,20252,012102,0121,8100002,810,7,427,0,,Y,2,2015-012102
6,51,VA,6,03,6,6,0300 LINE,7421,51,1755,1104,0091,1,1,1,2,2,1,1700,4711,9996,2,2,7,10,0,0,1,1,0,0,0,7,9998,9998,60,300,74,1,2,1,VAJN1104.pdf,00082677.tif,2015,0,0,0,ORIGINAL,06,13,20252,012103,0121,8100091,810,7,430,0,,Y,2,2015-012103
6,51,VA,6,04,6,6,300 LINE,7421,51,1830,1104,0091,1,1,1,2,2,1,1730,4711,1050,2,12,7,7,0,0,1,1,0,0,0,4,9998,9998,56,350,78,2,2,1,VAJN1104.pdf,00082679.tif,2015,0,0,0,ORIGINAL,06,13,20252,012104,0121,8100091,810,7,429,0,,Y,2,2015-012104
6,51,VA,6,05,6,6,CIGAR,7421,51,1850,1104,0091,1,1,1,2,2,1,1845,2171,9996,2,2,7,4,0,0,1,1,0,0,0,2,3630,7450,60,600,77,1,2,1,VAJN1104.pdf,00082681.tif,2015,0,0,0,ORIGINAL,06,13,20252,012105,0121,8100091,810,7,426,0,,Y,2,2015-012105
6,51,VA,6,06,6,6,DUMP BOUY,7421,51,1905,1104,0091,1,1,2,1,3,1,1830,3591,9996,2,1,3,5,1,0,1,0,1,0,0,4,9998,9998,6,55,81,1,2,1,VAJN1104.pdf,00082683.tif,2015,0,0,0,ORIGINAL,06,13,20252,012106,0121,8100091,810,7,425,1,Q27;,Y,2,2015-012106
6,51,VA,6,01,6,6,NORFOLK CANYON,6936,51,1800,2118,0024,7,1,2,1,3,1,1730,4711,1050,2,2,8,8,0,1,1,1,0,0,0,2,3705,7435,53,300,72,1,2,1,VAJN2118.pdf,00082687.tif,2015,0,0,0,ORIGINAL,06,12,20251,012201,0122,0010024,001,7,471,0,,N,1,2015-012201
6,51,VA,6,01,6,6,100 LINE,7415,51,1625,2211,0088,3,1,1,2,2,1,1620,1050,9996,2,1,4,7,0,0,1,1,0,0,0,3,9998,9998,65,250,76,1,1,1,VAJN2211.pdf,00082691.tif,2015,0,0,0,ORIGINAL,06,11,20250,012301,0123,8100088,810,7,517,0,,Y,2,2015-012301
6,51,VA,6,02,6,6,OFF VA BEACH,7415,51,1640,2211,0088,3,1,2,1,3,2,1630,1050,4711,2,2,8,8,0,0,1,1,0,0,0,6,9998,9998,60,1000,75,1,2,1,VAJN2211.pdf,00082693.tif,2015,0,0,0,ORIGINAL,06,11,20250,012302,0123,8100088,810,7,516,0,,Y,1,2015-012302
6,51,VA,6,03,6,6,800 LINE,7415,51,1711,2211,0088,3,1,2,1,3,1,1655,4711,1050,2,2,9,8,0,0,1,1,0,0,0,5,9998,9998,100,1200,72,1,1,1,VAJN2211.pdf,00082695.tif,2015,0,0,0,ORIGINAL,06,11,20250,012303,0123,8100088,810,7,514,0,,Y,1,2015-012303
6,24,MD,6,04,6,6,NORFOLK CANYON,7415,51,1731,2211,0088,3,1,1,2,2,1,1710,4711,1050,2,2,10,6,0,1,1,1,0,0,0,5,3705,7435,65,3000,76,2,2,1,VAJN2211.pdf,00082697.tif,2015,0,0,0,ORIGINAL,06,11,20250,012304,0123,8100088,810,7,515,0,,Y,2,2015-012304
6,51,VA,6,05,6,6,THE POINT,7415,51,1800,2211,0088,3,1,2,1,3,1,1730,4711,9996,2,2,11,7,0,0,1,1,0,0,0,6,9998,9998,40,360,71,1,1,1,VAJN2211.pdf,00082699.tif,2015,0,0,0,ORIGINAL,06,11,20250,012305,0123,8100088,810,7,518,0,,Y,1,2015-012305
6,10,DE,6,01,6,6,HAMBONE,6783,10,1645,1102,1599,2,1,1,2,2,7,1642,3551,9996,2,2,4,5,0,0,1,0,1,0,0,4,3811,7424,25,125,74,1,1,2,DEJN1102.pdf,00082703.tif,2015,0,1,0,ORIGINAL,06,13,20252,012401,0124,0051599,005,6,143,0,,Y,2,2015-012401
6,10,DE,6,02,6,6,BALTIMORE CANYON,6783,10,1706,1102,1599,2,1,2,1,3,1,1700,4711,9996,2,2,8,6,0,1,1,1,0,0,0,6,3814,7350,60,600,70,1,2,1,DEJN1102.pdf,00082704.tif,2015,0,0,0,ORIGINAL,06,13,20252,012402,0124,0051599,005,6,142,0,,Y,1,2015-012402
6,10,DE,6,03,6,6,BALTIMORE CANYON,6783,10,1807,1102,1599,2,1,1,2,2,7,1800,4711,9996,2,2,5,6,0,1,1,1,0,0,0,3,3814,7350,58,600,70,1,2,1,DEJN1102.pdf,00082706.tif,2015,0,1,0,ORIGINAL,06,13,20252,012403,0124,0051599,005,6,144,0,,N,2,2015-012403
6,10,DE,6,04,6,6,HAMBONE,6783,10,1816,1102,1599,2,1,1,2,2,7,1810,3551,9996,2,2,3,3,0,0,1,0,1,0,0,2,3811,7424,38,130,70,1,1,1,DEJN1102.pdf,00082708.tif,2015,0,0,0,ORIGINAL,06,13,20252,012404,0124,0051599,005,6,141,0,,Y,2,2015-012404
6,10,DE,6,05,6,6,BALTIMORE CANYON,6783,10,1822,1102,1599,2,3,1,2,2,6,1810,4711,9996,2,2,7,7,0,1,1,1,0,0,0,5,3814,7350,70,450,70,1,2,2,DEJN1102.pdf,00082710.tif,2015,0,1,0,ORIGINAL,06,13,20252,012405,0124,0051599,005,6,145,0,,N,2,2015-012405
6,10,DE,6,01,6,6,19 FATHOM LUMP,6783,10,1510,2101,1599,2,1,1,2,2,1,1500,3551,9996,2,2,4,5,0,0,1,0,1,0,0,5,3849,7428,30,90,68,1,2,1,DEJN2101.pdf,00082713.tif,2015,0,0,0,ORIGINAL,06,12,20251,012501,0125,0051599,005,6,177,0,,Y,2,2015-012501
6,10,DE,6,02,6,6,WILMINGTON CANYON,6783,10,1530,2101,1599,2,1,1,2,2,1,1523,4711,3551,2,2,8,5,0,1,1,1,0,0,0,2,3824,7327,67,295,66,1,2,1,DEJN2101.pdf,00082715.tif,2015,0,0,0,ORIGINAL,06,12,20251,012502,0125,0051599,005,6,181,0,,Y,1,2015-012502
6,10,DE,6,03,6,6,WILMINGTON CANYON,6783,10,1650,2101,1599,2,1,1,2,2,1,1638,4711,9996,2,2,7,7,0,1,1,1,0,0,0,5,3824,7327,70,500,72,2,2,1,DEJN2101.pdf,00082717.tif,2015,0,1,0,ORIGINAL,06,12,20251,012503,0125,0051599,005,6,179,0,,Y,2,2015-012503
6,10,DE,6,04,6,6,BALTIMORE CANYON,6783,10,1645,2101,1599,2,1,1,2,2,1,1642,4711,4678,2,12,8,7,0,1,1,1,0,1,0,5,3806,7349,60,3000,70,2,2,1,DEJN2101.pdf,00082719.tif,2015,1,0,0,ORIGINAL,06,12,20251,012504,0125,0051599,005,6,175,0,,Y,2,2015-012504
6,10,DE,6,05,6,6,WILMINGTON CANYON,6783,10,1650,2101,1599,2,1,1,2,2,1,1648,4711,9996,2,2,10,6,0,1,1,1,0,0,0,3,3824,7327,67,300,71,1,1,1,DEJN2101.pdf,00082721.tif,2015,0,0,0,ORIGINAL,06,12,20251,012505,0125,0051599,005,6,178,0,,Y,1,2015-012505
6,24,MD,6,06,6,6,BALTIMORE CANYON,6783,10,1700,2101,1599,2,1,1,2,2,1,1651,4711,9996,2,12,7,11,0,1,1,1,0,1,0,5,3814,7350,68,900,72,1,2,1,DEJN2101.pdf,00082723.tif,2015,1,0,0,ORIGINAL,06,12,20251,012506,0125,0051599,005,6,182,0,,Y,1,2015-012506
6,10,DE,6,07,6,6,BALTIMORE CANYON,6783,10,1708,2101,1599,2,1,1,2,2,1,1650,4711,9996,2,2,8,8,0,1,1,1,0,0,0,5,3814,7350,75,240,70,1,2,1,DEJN2101.pdf,00082725.tif,2015,1,1,0,ORIGINAL,06,12,20251,012507,0125,0051599,005,6,176,0,,Y,2,2015-012507
6,10,DE,6,08,6,6,BALTIMORE CANYON,6783,10,1710,2101,1599,2,1,1,2,2,1,1700,2161,4711,2,2,8,7,0,1,1,1,0,0,0,3,3814,7350,68,420,71,1,2,1,DEJN2101.pdf,00082727.tif,2015,0,1,0,ORIGINAL,06,12,20251,012508,0125,0051599,005,6,180,0,,Y,2,2015-012508
6,25,MA,6,01,6,6,SWORD,7405,25,1740,2226,0340,10,1,2,1,1,2,1735,4656,9996,2,2,5,7,0,1,0,1,0,0,0,5,4128,6921,30,250,56,1,2,2,MAJN2226.pdf,00082759.tif,2015,0,0,0,ORIGINAL,06,15,20254,013801,0138,0010340,001,2,353,0,,Y,2,2015-013801
6,12,FL,6,01,6,6,BALTIMORE CANYON,6936,24,1650,1201,1493,5,1,2,1,3,2,1625,4711,9996,2,2,10,8,0,1,1,1,0,0,0,6,3820,7345,62,270,70,2,1,1,MDJN1201.pdf,00082765.tif,2015,0,0,0,ORIGINAL,06,14,20253,014001,0140,0471493,047,6,232,0,,N,1,2015-014001
6,24,MD,6,02,6,6,WILMINGTON CANYON,6936,24,1710,1201,1493,5,1,2,1,3,1,1700,4711,4691,2,2,8,8,0,1,1,1,0,0,0,6,3824,7327,65,600,73,1,2,1,MDJN1201.pdf,00082767.tif,2015,0,0,0,ORIGINAL,06,14,20253,014002,0140,0471493,047,6,238,0,,N,1,2015-014002
6,37,NC,6,03,6,6,BALTIMORE CANYON,6936,24,1725,1201,1493,5,1,2,1,3,1,1715,4711,9996,2,2,12,8,0,1,1,1,0,0,0,5,3820,7345,60,300,72,1,2,1,MDJN1201.pdf,00082769.tif,2015,0,0,0,ORIGINAL,06,14,20253,014003,0140,0471493,047,6,240,0,,Y,1,2015-014003
6,24,MD,6,04,6,6,BALTIMORE CANYON,6936,24,1745,1201,1493,5,1,1,2,2,1,1715,4711,9996,2,2,10,7,0,1,1,1,0,0,0,7,3820,7345,54,240,71,1,2,1,MDJN1201.pdf,00082771.tif,2015,0,0,0,ORIGINAL,06,14,20253,014004,0140,0471493,047,6,237,0,,Y,2,2015-014004
6,24,MD,6,05,6,6,BALTIMORE CANYON,6936,24,1755,1201,1493,5,1,2,2,3,1,1715,4711,9996,2,12,11,8,0,1,1,1,0,0,0,5,3814,7350,58,420,72,1,1,1,MDJN1201.pdf,00082773.tif,2015,0,0,0,ORIGINAL,06,14,20253,014005,0140,0471493,047,6,234,0,,Y,2,2015-014005
6,37,NC,6,06,6,6,BALTIMORE CANYON,6936,24,1805,1201,1493,5,1,2,1,3,1,1730,7777,9996,2,12,12,8,0,1,1,1,0,0,0,6,3820,7345,55,360,71,2,2,1,MDJN1201.pdf,00082775.tif,2015,0,0,0,ORIGINAL,06,14,20253,014006,0140,0471493,047,6,239,0,,Y,2,2015-014006
6,24,MD,6,07,6,6,WILMINGTON CANYON,6936,24,1815,1201,1493,5,1,2,1,3,1,1730,4711,1050,2,2,17,8,0,1,1,1,0,0,0,6,3824,7327,72,600,73,1,1,1,MDJN1201.pdf,00082777.tif,2015,0,0,0,ORIGINAL,06,14,20253,014007,0140,0471493,047,6,236,1,Q19;,Y,2,2015-014007
6,10,DE,6,08,6,6,BALTIMORE CANYON,6936,24,1830,1201,1493,5,1,2,1,3,1,1750,4691,9996,2,2,11,8,0,1,1,1,0,0,0,3,3820,7345,58,1200,73,1,2,1,MDJN1201.pdf,00082779.tif,2015,0,0,0,ORIGINAL,06,14,20253,014008,0140,0471493,047,6,235,0,,Y,2,2015-014008
6,24,MD,6,09,6,6,WILMINGTON CANYON,6936,24,1910,1201,1493,5,1,2,1,3,1,1830,4711,9996,2,12,10,8,0,1,1,1,0,0,0,6,3824,7327,75,420,71,1,1,1,MDJN1201.pdf,00082781.tif,2015,0,0,0,ORIGINAL,06,14,20253,014009,0140,0471493,047,6,241,0,,Y,2,2015-014009
6,24,MD,6,10,6,6,WILMINGTON CANYON,6936,24,1915,1201,1493,5,1,1,2,2,1,1830,7777,9996,2,2,10,8,0,1,1,1,0,0,0,6,3824,7327,60,600,75,1,1,1,MDJN1201.pdf,00082783.tif,2015,0,0,0,ORIGINAL,06,14,20253,014010,0140,0471493,047,6,233,0,,Y,2,2015-014010
6,24,MD,6,01,6,6,20 FATHOM LINE,6447,24,1559,1204,0853,3,1,1,2,2,1,1545,3551,3531,2,12,4,5,0,0,1,0,1,0,0,3,9998,9998,30,126,69,1,2,1,MDJN1204.pdf,00082787.tif,2015,0,0,0,ORIGINAL,06,13,20252,014101,0141,0470853,047,6,242,0,,Y,2,2015-014101
6,24,MD,6,02,6,6,BALTIMORE CANYON,6447,24,1614,1204,0853,3,1,2,1,3,1,1610,4711,9996,2,2,10,6,0,1,1,1,0,0,0,3,3806,7349,61,99998,71,2,2,1,MDJN1204.pdf,00082789.tif,2015,1,1,0,ORIGINAL,06,13,20252,014102,0141,0470853,047,6,243,0,,Y,1,2015-014102
6,51,VA,6,03,6,6,BALTIMORE CANYON,6447,24,1724,1204,0853,3,1,2,1,3,1,1715,4711,9996,2,2,7,7,0,0,1,1,0,0,0,4,3814,7350,60,1700,70,1,2,1,MDJN1204.pdf,00082791.tif,2015,0,1,0,ORIGINAL,06,13,20252,014103,0141,0470853,047,6,247,0,,Y,1,2015-014103
6,10,DE,6,04,6,6,POOR MANS CANYON,6447,24,1736,1204,0853,3,1,1,2,2,1,1715,4711,9996,2,2,9,10,0,1,1,1,0,0,0,6,3752,7406,47,360,70,2,2,1,MDJN1204.pdf,00082793.tif,2015,1,0,0,ORIGINAL,06,13,20252,014104,0141,0470853,047,6,249,0,,Y,2,2015-014104
6,24,MD,6,05,6,6,BALTIMORE CANYON,6447,24,1740,1204,0853,3,1,2,1,3,1,1730,4711,9996,2,2,9,7,0,1,1,1,0,0,0,5,3814,7350,58,1800,70,1,2,1,MDJN1204.pdf,00082795.tif,2015,1,0,0,ORIGINAL,06,13,20252,014105,0141,0470853,047,6,248,0,,Y,1,2015-014105
6,24,MD,6,06,6,6,BALTIMORE CANYON,6447,24,1747,1204,0853,3,1,2,1,3,1,1730,4711,9996,2,2,12,8,0,1,1,1,0,0,0,6,3814,7350,55,600,69,1,2,1,MDJN1204.pdf,00082797.tif,2015,1,0,0,ORIGINAL,06,13,20252,014106,0141,0470853,047,6,251,0,,Y,2,2015-014106
6,10,DE,6,07,6,6,BALTIMORE CANYON,6447,24,1754,1204,0853,3,1,2,2,3,1,1730,4711,9996,2,2,10,8,0,1,1,1,0,0,0,6,3814,7350,60,600,69,1,1,1,MDJN1204.pdf,00082799.tif,2015,0,0,0,ORIGINAL,06,13,20252,014107,0141,0470853,047,6,246,0,,Y,1,2015-014107
6,24,MD,6,08,6,6,BALTIMORE CANYON,6447,24,1805,1204,0853,3,1,2,1,3,1,1745,4711,9996,2,2,14,8,0,1,1,1,0,0,0,6,3814,7350,60,300,69,1,1,1,MDJN1204.pdf,00082801.tif,2015,0,0,0,ORIGINAL,06,13,20252,014108,0141,0470853,047,6,258,1,Q19;,N,2,2015-014108
6,24,MD,6,09,6,6,BALTIMORE CANYON,6447,24,1808,1204,0853,3,1,2,1,3,1,1745,4711,9996,2,2,11,10,0,1,1,1,0,0,0,6,3814,7350,54,600,71,1,1,1,MDJN1204.pdf,00082803.tif,2015,0,0,0,ORIGINAL,06,13,20252,014109,0141,0470853,047,6,252,0,,Y,1,2015-014109
6,24,MD,6,10,6,6,BALTIMORE CANYON,6447,24,1818,1204,0853,3,1,1,2,2,1,1800,4711,9996,2,12,10,8,0,1,1,1,0,0,0,7,3814,7350,65,600,71,2,1,1,MDJN1204.pdf,00082805.tif,2015,1,0,0,ORIGINAL,06,13,20252,014110,0141,0470853,047,6,256,0,,Y,2,2015-014110
6,10,DE,6,11,6,6,BALTIMORE CANYON,6447,24,1822,1204,0853,3,1,2,1,3,1,1800,4711,9996,2,2,11,8,0,0,1,1,0,0,0,6,3814,7350,58,1200,74,2,2,1,MDJN1204.pdf,00082807.tif,2015,0,0,0,ORIGINAL,06,13,20252,014111,0141,0470853,047,6,245,0,,Y,2,2015-014111
6,24,MD,6,12,6,6,BALTIMORE CANYON,6447,24,1825,1204,0853,3,1,1,2,3,2,1800,4711,9996,2,1,8,9,0,1,1,1,0,0,0,7,3820,7345,998,120,71,2,1,1,MDJN1204.pdf,00082809.tif,2015,1,1,0,ORIGINAL,06,13,20252,014112,0141,0470853,047,6,254,0,,N,2,2015-014112
6,24,MD,6,13,6,6,BALTIMORE CANYON,6447,24,1833,1204,0853,3,1,1,2,2,1,1500,4711,9996,2,2,8,8,0,1,1,1,0,0,0,3,3820,7345,62,360,70,1,2,1,MDJN1204.pdf,00082811.tif,2015,0,0,0,ORIGINAL,06,13,20252,014113,0141,0470853,047,6,250,0,,Y,2,2015-014113
6,24,MD,6,14,6,6,BALTIMORE CANYON,6447,24,1836,1204,0853,3,1,1,2,2,1,1800,4711,9996,2,2,9,8,0,1,1,1,0,0,0,6,3814,7350,65,1500,71,1,2,1,MDJN1204.pdf,00082813.tif,2015,0,0,0,ORIGINAL,06,13,20252,014114,0141,0470853,047,6,255,0,,Y,2,2015-014114
6,24,MD,6,15,6,6,BALTIMORE CANYON,6447,24,1839,1204,0853,3,1,1,2,2,1,1815,4711,9996,2,2,8,8,0,1,1,1,0,0,0,6,3814,7350,60,1500,70,1,2,1,MDJN1204.pdf,00082815.tif,2015,0,0,0,ORIGINAL,06,13,20252,014115,0141,0470853,047,6,257,0,,Y,2,2015-014115
6,24,MD,6,16,6,6,FINGERS,6447,24,1842,1204,0853,3,1,2,2,3,1,1630,3551,9996,2,12,4,6,0,0,1,0,1,0,0,5,3812,7437,24,131,98,1,2,1,MDJN1204.pdf,00082817.tif,2015,0,0,0,ORIGINAL,06,13,20252,014116,0141,0470853,047,6,244,0,,Y,2,2015-014116
6,24,MD,6,17,6,6,BALTIMORE CANYON,6447,24,1846,1204,0853,3,1,1,2,2,1,1830,4711,9996,2,2,9,7,0,1,1,1,0,0,0,6,3814,7350,60,600,74,1,2,1,MDJN1204.pdf,00082819.tif,2015,0,0,0,ORIGINAL,06,13,20252,014117,0141,0470853,047,6,253,0,,Y,2,2015-014117
6,24,MD,6,01,6,6,FINGERS,6447,24,1551,2112,0856,4,3,1,2,2,6,1545,3591,9996,2,2,4,4,0,0,1,0,1,0,0,4,3812,7437,23,135,65,1,2,1,MDJN2112.pdf,00082823.tif,2015,0,1,0,ORIGINAL,06,12,20251,014201,0142,0470856,047,6,304,0,,N,2,2015-014201
6,24,MD,6,02,6,6,FINGERS,6447,24,1613,2112,0856,4,3,1,2,2,7,1605,3551,3531,2,12,4,6,0,0,1,0,1,0,0,4,3812,7437,24,115,98,1,2,1,MDJN2112.pdf,00082825.tif,2015,0,1,0,ORIGINAL,06,12,20251,014202,0142,0470856,047,6,302,0,,Y,2,2015-014202
6,24,MD,6,03,6,6,FINGERS,6447,24,1657,2112,0856,4,1,1,2,2,1,1650,3551,3531,2,1,4,9,0,0,1,0,1,0,0,3,9998,9998,27,120,67,1,1,1,MDJN2112.pdf,00082827.tif,2015,0,0,0,ORIGINAL,06,12,20251,014203,0142,0470856,047,6,300,0,,Y,2,2015-014203
6,24,MD,6,04,6,6,POOR MANS CANYON,6447,24,1728,2112,0856,4,1,1,2,2,7,1725,4711,9996,2,2,10,6,0,1,1,1,0,0,0,4,3752,7406,65,408,71,1,1,1,MDJN2112.pdf,00082829.tif,2015,0,1,0,REVISED,06,12,20251,014204,0142,0470856,047,6,297,0,,Y,2,2015-014204
6,24,MD,6,05,6,6,POOR MANS CANYON,6447,24,1840,2112,0856,4,1,1,2,2,6,1630,4711,9996,2,2,9,7,0,1,1,1,0,0,0,4,3752,7406,50,145,70,1,2,1,MDJN2112.pdf,00082831.tif,2015,0,1,0,ORIGINAL,06,12,20251,014205,0142,0470856,047,6,303,0,,N,2,2015-014205
6,10,DE,6,06,6,6,WILMINGTON CANYON,6447,24,1904,2112,0856,4,3,1,2,1,7,1900,4711,9996,2,2,6,8,0,1,1,1,0,0,0,3,3824,7327,82,1200,71,1,1,2,MDJN2112.pdf,00082833.tif,2015,0,1,0,ORIGINAL,06,12,20251,014206,0142,0470856,047,6,299,0,,Y,2,2015-014206
6,24,MD,6,07,6,6,BALTIMORE CANYON,6447,24,1920,2112,0856,4,1,1,2,2,7,1915,4656,1050,2,2,9,10,0,0,1,1,0,0,0,5,3820,7345,65,400,65,1,1,1,MDJN2112.pdf,00082834.tif,2015,1,1,0,ORIGINAL,06,12,20251,014207,0142,0470856,047,6,301,0,,N,2,2015-014207
6,24,MD,6,08,6,6,BALTIMORE CANYON,6447,24,1928,2112,0856,4,1,1,2,2,1,1920,4711,9996,2,2,7,6,0,1,1,1,0,0,0,2,3814,7350,58,1100,74,1,2,1,MDJN2112.pdf,00082836.tif,2015,0,0,0,ORIGINAL,06,12,20251,014208,0142,0470856,047,6,298,0,,Y,2,2015-014208
6,12,FL,6,01,6,6,BALTIMORE CANYON,6936,24,1715,2113,1493,5,1,2,1,3,2,1655,4711,1050,2,2,10,8,0,1,1,1,0,0,0,6,3814,7350,65,600,70,2,1,1,MDJN2113.pdf,00082840.tif,2015,0,0,0,ORIGINAL,06,15,20254,014301,0143,0471493,047,6,305,0,,N,1,2015-014301
6,37,NC,6,02,6,6,BALTIMORE CANYON,6936,24,1750,2113,1493,5,1,2,1,3,1,1725,4711,1050,2,2,12,8,0,1,1,1,0,0,0,6,3820,7345,50,390,73,1,2,1,MDJN2113.pdf,00082842.tif,2015,0,0,0,ORIGINAL,06,15,20254,014302,0143,0471493,047,6,307,0,,Y,1,2015-014302
6,24,MD,6,03,6,6,BALTIMORE CANYON,6936,24,1755,2113,1493,5,1,2,1,3,1,1740,4711,1050,2,2,17,8,0,1,1,1,0,0,0,6,3820,7345,62,360,73,1,1,1,MDJN2113.pdf,00082844.tif,2015,0,0,0,ORIGINAL,06,15,20254,014303,0143,0471493,047,6,306,1,Q19;,Y,1,2015-014303
6,24,MD,6,04,6,6,BALTIMORE CANYON,6936,24,1810,2113,1493,5,1,2,1,3,1,1745,4711,1050,2,2,12,8,0,1,1,1,0,0,0,6,3820,7345,50,420,72,1,1,1,MDJN2113.pdf,00082846.tif,2015,0,0,0,ORIGINAL,06,15,20254,014304,0143,0471493,047,6,308,0,,Y,1,2015-014304
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,01,6,6,CIGAR,7370,34,1745,1105,1131,11,1,1,2,2,1,1700,3591,9996,1,1,5,7,0,0,1,0,1,1,0,8,3853,7407,47,130,67,1,2,2,NJJN1105.pdf,00082851.tif,2015,0,0,0,ORIGINAL,06,13,20252,014401,0144,0091131,009,5,103,0,,N,2,2015-014401
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,02,6,6,CIGAR,7370,34,1815,1105,1672,11,1,1,2,2,1,1730,3591,9996,1,2,4,7,0,0,1,0,1,1,0,5,3853,7407,45,135,68,1,2,1,NJJN1105.pdf,00082852.tif,2015,0,1,0,ORIGINAL,06,13,20252,014402,0144,0091672,009,5,102,0,,Y,2,2015-014402
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,03,6,6,ELEPHANT TRUNK,7370,34,1840,1105,1131,11,1,1,2,2,6,1715,3591,9996,1,2,4,7,0,0,1,0,1,1,0,5,3835,7405,41,165,73,1,2,1,NJJN1105.pdf,00082854.tif,2015,0,1,1,REVISED,06,13,20252,014403,0144,0091131,009,5,107,0,,Y,2,2015-014403
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,04,6,6,7,7370,34,1850,1105,1131,11,1,1,2,2,1,1830,3591,9996,1,2,4,7,0,0,1,0,1,1,0,5,9997,9997,57,190,66,1,2,1,NJJN1105.pdf,00082856.tif,2015,1,1,0,ORIGINAL,06,13,20252,014404,0144,0091131,009,5,106,0,,Y,1,2015-014404
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,05,6,6,ELEPHANT TRUNK,7370,34,1925,1105,1131,11,1,1,2,2,1,1830,3551,9996,1,2,4,7,0,0,1,0,1,1,0,6,3835,7405,56,180,68,1,2,1,NJJN1105.pdf,00082858.tif,2015,0,0,0,ORIGINAL,06,13,20252,014405,0144,0091131,009,5,105,0,,Y,2,2015-014405
6,34,NJ,6,06,6,6,BALTIMORE CANYON,7370,34,1930,1105,1131,11,1,1,2,2,1,1800,4656,9996,2,2,7,4,0,1,0,1,0,0,0,6,3820,7345,65,1500,71,2,2,1,NJJN1105.pdf,00082860.tif,2015,1,1,0,ORIGINAL,06,13,20252,014406,0144,0091131,009,5,356,0,,Y,2,2015-014406
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,07,6,6,30 FATHOM LINE,7370,34,1945,1105,1131,11,1,1,2,2,6,1700,3551,9996,1,12,3,7,0,0,1,0,1,0,0,5,9998,9998,45,175,72,1,1,1,NJJN1105.pdf,00082862.tif,2015,1,1,0,ORIGINAL,06,13,20252,014407,0144,0091131,009,5,108,0,,N,2,2015-014407
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,08,6,6,ELEPHANT TRUNK,7370,34,2000,1105,1044,11,1,1,2,2,7,1830,3551,9996,1,1,5,7,0,0,1,0,1,1,0,5,3835,7405,57,190,67,1,2,1,NJJN1105.pdf,00082864.tif,2015,0,1,0,ORIGINAL,06,13,20252,014408,0144,0091044,009,5,104,0,,Y,2,2015-014408
4000,24,MD,SOUTH JERSEY SHARK TOURNAMENT,09,6,6,HOT DOG,7370,34,2030,1105,1131,11,1,1,2,2,1,1800,3551,3531,1,2,4,7,0,0,1,0,1,1,0,4,3806,7417,58,150,66,1,2,1,NJJN1105.pdf,00082866.tif,2015,0,1,0,ORIGINAL,06,13,20252,014409,0144,0091131,009,5,101,0,,Y,2,2015-014409
6,25,MA,6,01,6,6,STELLWAGEN BANK,7602,25,1545,2214,0024,15,1,2,1,3,1,1520,4671,9996,2,1,2,6,1,0,0,7,7,7,7,5,4216,7017,13,150,53,1,2,1,MAJN2214.pdf,00082896.tif,2015,0,0,0,ORIGINAL,06,11,20250,015201,0152,0090024,009,2,351,0,,Y,2,2015-015201
6,37,NC,6,01,6,6,BALTIMORE CANYON,6936,24,1730,2105,1493,5,1,2,1,3,1,1710,4711,1050,2,2,13,8,0,1,1,1,0,0,0,2,3820,7345,54,420,72,1,2,1,MDJN2105.pdf,00082902.tif,2015,1,0,0,ORIGINAL,06,16,20255,015401,0154,0471493,047,6,270,0,,Y,2,2015-015401
6,24,MD,6,02,6,6,BALTIMORE CANYON,6936,24,1750,2105,1493,5,1,2,1,3,1,1730,4711,1050,2,2,17,8,0,1,1,1,0,0,0,6,3820,7345,60,390,74,1,1,1,MDJN2105.pdf,00082904.tif,2015,0,0,0,ORIGINAL,06,16,20255,015402,0154,0471493,047,6,269,1,Q19;,Y,1,2015-015402
6,34,NJ,6,01,6,6,MUD HOLE EAST,6416,34,1522,1104,0193,10,1,2,1,3,1,1440,3551,3531,2,2,3,6,0,0,1,0,1,0,0,5,4000,7329,29,120,58,1,1,1,NJJN1104.pdf,00082880.tif,2015,0,0,0,ORIGINAL,06,07,20246,015501,0155,0290193,029,5,354,1,Q27;,Y,2,2015-015501
