tourn_name,location,id,tracker,intcode,intdate,month,day,year,inttime,stcode,control,docno,county,siteno,site_no,cluster,sitetype,prim_op,todayt,perm_pos,category,perm_ver,cgnbr_pos,strgnbr_pos,ppstate,ppstfips,returnt,prim1,prim2,tourn,tcode,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,measur,gear,gear_oth,issueddate,CoastNum,StReg,boat,st
6,STELLWAGEN BANK SW,2009-001001,001001,6634,18050,06,02,2009,1538,25,2113,01,023,0784,0230784,8,1,2,2,1,3,1,1,2,MA,25,1530,4676,4678,2,6,2,6,4,4,0,1,0,1,0,0,0,6,2,4210,7015,13,130,52,1,2,2,2,6,6,,,,,
6,HAMBONE,2009-001101,001101,6555,18050,06,02,2009,1800,24,2204,01,047,1493,0471493,5,1,2,2,1,3,1,1,1,MD,24,1740,3551,230,2,6,2,6,3,8,0,0,1,0,0,1,0,6,6,3811,7424,32,140,63,2,1,1,2,6,6,,,,,
6,STELLWAGEN BANK SW,2009-001601,001601,6614,18051,06,03,2009,1505,25,2201,01,001,0796,0010796,1,3,1,2,1,2,7,2,1,MA,25,1455,1479,4677,2,6,2,6,1,1,0,1,0,0,0,0,1,VERTICAL JIGS,1,4210,7015,7,160,54,1,2,2,2,6,6,,,,,
6,SOUTHWEST CORNER,2009-002501,002501,6942,18052,06,04,2009,1407,25,2208,01,023,9038,0239038,9,1,2,1,1,3,1,1,1,MA,25,1400,4678,4676,2,6,2,6,5,5,0,1,0,1,0,0,0,6,5,4212,7007,14,250,51,2,1,2,2,6,6,,,,,
6,HAMB0NE,2009-002701,002701,6931,18052,06,04,2009,1620,24,2102,01,047,0856,0470856,4,3,1,2,1,2,2,2,1,MD,24,1618,3551,4931,2,6,2,6,4,6,0,0,1,0,0,1,0,6,2,3811,7404,30,130,66,1,2,1,1,6,6,,,,,
6,PEAKED HILL,2009-002901,002901,7002,18055,06,07,2009,1500,25,1105,01,001,0273,0010273,2,3,1,2,1,1,7,2,1,MA,25,1500,4671,9996,2,6,12,6,3,6,0,1,0,1,0,0,0,6,3,4205,7008,7,180,55,1,2,2,2,6,6,,,,,
6,STELLWAGEN BANK SW,2009-002902,002902,7002,18055,06,07,2009,1620,25,1105,02,001,0282,0010282,2,3,1,2,1,2,1,2,1,MA,25,1620,4677,9996,2,6,2,6,2,8,0,1,0,1,0,0,0,6,1,4210,7015,7,190,55,1,2,2,2,6,6,,,,,
6,THE BANK SW,2009-002903,002903,7002,18055,06,07,2009,1630,25,1105,03,001,0282,0010282,2,1,1,2,1,3,7,1,2,MA,25,1630,4678,9996,2,6,1,6,2,8,0,1,0,1,0,0,1,CASTING,2,4210,7015,33,220,54,1,1,2,2,6,6,,,,,
6,NA,2009-002904,002904,7002,18055,06,07,2009,1700,25,1105,04,001,0273,0010273,2,3,1,2,1,1,2,2,1,MA,25,1700,4671,9996,2,6,2,6,3,4,0,1,0,1,0,0,0,6,2,9998,9998,5,130,58,2,1,2,2,6,6,,,,,
6,CRAB LEDGE,2009-003001,003001,7002,18054,06,06,2009,1300,25,1201,01,001,0922,0010922,10,1,1,2,1,3,2,2,1,MA,25,1130,4679,9996,2,6,2,6,5,5,0,1,0,1,0,0,0,6,2,9998,9998,18,190,51,1,2,1,2,6,6,,,,,
MAKO MANIA,500 FATHOM,2009-003301,003301,6932,18054,06,06,2009,1525,24,1101,01,047,1493,0471493,5,1,1,2,1,2,1,1,1,MD,24,1520,3551,3531,1,T500,2,6,4,3,0,0,1,1,0,1,0,6,2,3806,7349,32,180,64,1,2,1,2,6,6,,,,,
MAKO MANIA,FINGERS,2009-003302,003302,6932,18054,06,06,2009,1640,24,1101,02,047,1493,0471493,5,1,1,2,1,3,7,9,1,MD,24,1620,3551,9996,1,T500,12,6,3,8,0,0,1,0,0,1,0,6,6,3805,7440,30,150,63,2,2,1,2,6,6,,,,,
MAKO MANIA,20 FATHOM,2009-003303,003303,6932,18054,06,06,2009,1610,24,1101,03,047,1493,0471493,5,1,1,2,1,2,2,1,1,MD,24,1130,3551,9996,1,T500,2,6,4,1,0,0,1,0,0,1,0,6,5,3812,7437,35,120,63,1,2,1,2,6,6,,,,,
MAKO MANIA,30 FATHOMS,2009-003304,003304,6932,18054,06,06,2009,1655,24,1101,04,047,1493,0471493,5,1,1,2,1,3,1,8,1,NC,37,1650,3551,9996,1,T500,2,6,3,8,0,0,1,0,0,1,0,6,2,9998,9998,42,180,65,2,1,1,2,6,6,,,,,
MAKO MANIA,20 FATHOM,2009-003401,003401,6931,18054,06,06,2009,1622,24,1108,01,047,9006,0479006,7,1,1,2,1,3,7,8,1,MD,24,1619,3551,9996,1,T500,2,6,3,7,0,0,1,0,0,1,0,6,6,3812,7437,30,125,60,1,2,1,1,6,6,,,,,
MAKO MANIA,PARKING LOT,2009-003402,003402,6931,18054,06,06,2009,1710,24,1108,02,047,0938,0470938,7,1,2,2,1,3,1,1,1,MD,24,1700,3551,4931,1,T500,2,6,3,7,0,0,1,0,0,1,0,6,4,3740,7450,35,135,62,1,2,1,1,6,6,,,,,
6,BALTIMORE CANYON,2009-003501,003501,6708,18055,06,07,2009,1455,34,1101,01,009,0900,0090900,3,1,1,2,1,2,1,1,2,NJ,34,1445,4678,9996,2,6,1,6,4,6,0,1,0,1,0,0,0,6,4,3820,7345,65,300,63,1,2,2,2,6,6,,,,,
6,FA BOUY,2009-003502,003502,6708,18055,06,07,2009,1540,34,1101,02,009,0385,0090385,3,1,1,2,1,1,1,2,1,NJ,34,1430,3551,3531,2,6,2,6,3,6,0,0,1,0,1,0,0,6,3,9998,9998,15,60,61,1,2,2,2,6,6,,,,,
