tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
08,6,09,CT,6,01,6,6,FISH TAILS,7431,09,1830,1108,0630,3,1,1,2,2,2,1630,4711,9996,2,2,8,8,0,1,0,1,0,0,0,3,4000,7120,70,500,74,2,1,1,ctau1108.tif,00052182.tif,2012,1,1,1,ORIGINAL,08,04,19209,0896,0110630,011,3,440,0,,N,2,,2012-089601
08,6,09,CT,6,02,6,6,BUTTERFISH HOLE,7431,09,1845,1108,9107,3,3,1,2,2,1,1845,4670,3551,2,1,5,6,0,1,1,1,0,1,0,2,4050,7135,30,180,73,2,1,1,ctau1108.tif,00052184.tif,2012,0,0,0,ORIGINAL,08,04,19209,0896,0119107,011,3,439,0,,Y,2,,2012-089602
09,6,10,DE,6,01,6,6,MASSEYS CANYON,6447,10,1659,1205,1599,2,1,2,1,3,1,1645,4656,9996,2,1,6,8,0,1,1,1,0,1,0,6,3825,7420,46,187,98,2,1,2,deau1205.tif,00052206.tif,2012,1,0,0,ORIGINAL,08,04,19209,0905,0051599,005,6,446,0,,Y,2,,2012-090501
09,6,10,DE,6,02,6,6,TEA CUP,6447,10,1716,1205,1599,2,1,1,2,2,1,1700,4656,4678,2,2,8,12,0,0,1,1,0,0,0,5,3821,7410,44,180,80,2,1,2,deau1205.tif,00052207.tif,2012,0,0,0,ORIGINAL,08,04,19209,0905,0051599,005,6,456,0,,Y,2,,2012-090502
09,6,10,DE,6,03,6,6,HAMBONE,6447,10,1721,1205,1599,2,1,1,2,2,1,1645,4656,9996,2,2,6,12,0,1,1,1,0,0,0,4,3811,7424,42,170,80,2,1,2,deau1205.tif,00052208.tif,2012,0,1,0,ORIGINAL,08,04,19209,0905,0051599,005,6,447,0,,Y,2,,2012-090503
09,6,10,DE,6,04,6,6,HOT DOG,6447,10,1748,1205,1599,2,1,1,2,2,7,1700,4656,2161,2,1,4,8,0,0,1,1,0,0,0,5,3806,7417,50,360,84,2,1,2,deau1205.tif,00052209.tif,2012,1,1,0,ORIGINAL,08,04,19209,0905,0051599,005,6,453,1,Q27;,Y,2,,2012-090504
09,6,10,DE,6,05,6,6,POOR MANS CANYON,6447,10,1756,1205,1599,2,1,2,1,3,1,1730,4656,9996,2,2,10,8,0,1,1,1,0,0,0,6,3752,7406,50,600,80,2,2,2,deau1205.tif,00052210.tif,2012,0,0,0,ORIGINAL,08,04,19209,0905,0051599,005,6,445,0,,Y,2,,2012-090505
09,6,24,MD,6,06,6,6,POOR MANS CANYON,6447,10,1807,1205,1599,2,1,1,2,2,1,1800,2161,9996,2,2,8,8,0,0,1,1,0,0,0,5,3752,7406,65,6000,81,2,1,1,deau1205.tif,00052211.tif,2012,0,0,0,ORIGINAL,08,04,19209,0905,0051599,005,6,455,0,,Y,2,,2012-090506
09,6,10,DE,6,07,6,6,POOR MANS CANYON,6447,10,1816,1205,1599,2,1,2,1,3,1,1730,2161,9996,2,2,7,7,0,0,1,1,0,0,0,3,3752,7406,70,3000,80,2,1,2,deau1205.tif,00052213.tif,2012,0,1,0,ORIGINAL,08,04,19209,0905,0051599,005,6,448,0,,Y,2,,2012-090507
09,6,10,DE,6,08,6,6,POOR MANS CANYON,6447,10,1825,1205,1599,2,1,1,2,2,1,1730,4656,2161,2,2,9,6,0,0,1,1,0,0,0,6,3752,7406,72,600,81,2,1,2,deau1205.tif,00052214.tif,2012,0,1,0,ORIGINAL,08,04,19209,0905,0051599,005,6,450,0,,Y,2,,2012-090508
09,6,10,DE,6,09,6,6,POOR MANS CANYON,6447,10,1831,1205,1599,2,1,1,2,2,1,1700,2161,9996,2,12,7,8,0,0,1,1,0,0,0,6,3752,7406,80,7200,82,2,1,1,deau1205.tif,00052215.tif,2012,0,0,0,ORIGINAL,08,04,19209,0905,0051599,005,6,454,1,Q26;,Y,2,,2012-090509
09,6,51,VA,6,10,6,6,POOR MANS CANYON,6447,10,1845,1205,1599,2,1,1,2,2,1,1830,4656,1050,2,1,8,16,0,1,1,1,0,1,0,5,3752,7406,64,250,76,2,1,1,deau1205.tif,00052217.tif,2012,0,1,0,ORIGINAL,08,04,19209,0905,0051599,005,6,457,0,,Y,2,,2012-090510
09,6,10,DE,6,11,6,6,POOR MANS CANYON,6447,10,1854,1205,1599,2,1,2,2,3,1,1800,2161,9996,2,1,6,6,0,0,1,1,0,0,0,4,3752,7406,85,7200,80,1,2,1,deau1205.tif,00052219.tif,2012,0,0,0,ORIGINAL,08,04,19209,0905,0051599,005,6,452,1,Q26;,Y,2,,2012-090511
09,6,10,DE,6,12,6,6,POOR MANS CANYON,6447,10,1910,1205,1599,2,1,2,2,3,1,1830,4656,2161,2,12,10,6,0,1,1,1,0,0,0,6,3752,7406,87,99998,81,2,1,1,deau1205.tif,00052221.tif,2012,0,0,0,ORIGINAL,08,04,19209,0905,0051599,005,6,451,0,,Y,2,,2012-090512
09,6,10,DE,6,13,6,6,POOR MANS CANYON,6447,10,1919,1205,1599,2,1,1,2,3,1,1900,2161,9996,2,1,5,9,0,0,1,1,0,0,0,4,3752,7406,86,7800,82,2,2,1,deau1205.tif,00052223.tif,2012,0,0,0,ORIGINAL,08,04,19209,0905,0051599,005,6,449,1,Q26;,Y,2,,2012-090513
09,6,10,DE,6,01,6,6,POOR MANS CANYON,6478,10,1725,1206,1599,2,1,1,2,2,1,1700,7777,9996,2,2,9,7,0,1,1,1,0,0,0,6,3752,7406,55,4500,80,1,1,2,deau1206.tif,00052227.tif,2012,1,0,0,ORIGINAL,08,05,19210,0906,0051599,005,6,458,0,,Y,2,,2012-090601
09,6,10,DE,6,01,6,6,HOT DOG,6478,10,1630,2101,1599,2,1,1,2,2,1,1530,4711,9996,2,1,3,5,0,0,1,0,0,1,0,4,3806,7417,46,160,78,2,1,1,deau2101.tif,00052230.tif,2012,0,0,0,ORIGINAL,08,03,19208,0907,0051599,005,6,470,0,,Y,1,,2012-090701
09,6,10,DE,6,02,6,6,HOT DOG,6478,10,1700,2101,1599,2,1,1,2,2,6,1645,4711,9996,2,1,6,5,0,0,1,0,0,1,0,2,3806,7417,42,130,81,2,1,1,deau2101.tif,00052232.tif,2012,0,1,0,ORIGINAL,08,03,19208,0907,0051599,005,6,471,0,,N,1,,2012-090702
09,6,10,DE,6,03,6,6,HOT DOG,6478,10,1730,2101,1599,2,1,2,1,3,7,1700,4711,9996,2,12,4,5,1,0,1,0,0,1,0,6,3806,7417,45,135,81,1,1,1,deau2101.tif,00052234.tif,2012,0,1,0,ORIGINAL,08,03,19208,0907,0051599,005,6,464,0,,N,2,,2012-090703
09,6,10,DE,6,04,6,6,HOT DOG,6478,10,1740,2101,1599,2,1,2,2,3,1,1720,4711,9996,2,12,5,8,0,0,1,0,0,1,0,6,3806,7417,45,118,98,2,1,1,deau2101.tif,00052236.tif,2012,1,0,0,ORIGINAL,08,03,19208,0907,0051599,005,6,465,0,,Y,2,,2012-090704
09,6,10,DE,6,05,6,6,HOT DOG,6478,10,1810,2101,1599,2,1,1,2,2,1,1800,4711,9996,2,12,7,9,0,0,1,1,0,1,0,5,3806,7417,48,130,98,2,1,2,deau2101.tif,00052238.tif,2012,0,0,0,ORIGINAL,08,03,19208,0907,0051599,005,6,469,0,,Y,2,,2012-090705
09,6,10,DE,6,06,6,6,POOR MANS CANYON,6478,10,1840,2101,1599,2,1,1,2,2,6,1830,2161,9996,2,1,5,6,0,0,1,1,0,0,0,5,3752,7406,90,6000,80,2,1,1,deau2101.tif,00052239.tif,2012,0,0,0,ORIGINAL,08,03,19208,0907,0051599,005,6,467,0,,Y,2,,2012-090706
09,6,10,DE,6,07,6,6,POOR MANS CANYON,6478,10,1845,2101,1599,2,1,1,2,2,1,1830,2161,9996,2,12,5,8,0,1,1,1,0,0,0,5,3752,7406,75,3000,82,2,2,1,deau2101.tif,00052241.tif,2012,0,0,0,ORIGINAL,08,03,19208,0907,0051599,005,6,468,0,,Y,2,,2012-090707
09,6,10,DE,6,08,6,6,POOR MANS CANYON,6478,10,1905,2101,1599,2,1,2,2,3,1,1850,2161,9996,2,1,5,8,0,0,1,1,0,0,0,4,3752,7406,87,6000,82,2,2,1,deau2101.tif,00052243.tif,2012,0,1,0,ORIGINAL,08,03,19208,0907,0051599,005,6,466,0,,Y,1,,2012-090708
09,6,10,DE,6,01,6,6,POOR MANS CANYON,6447,10,1535,2105,1599,2,1,2,1,2,7,1500,4656,2161,2,2,8,6,0,0,1,1,0,0,0,5,3752,7406,50,240,80,1,1,1,deau2105.tif,00052249.tif,2012,0,1,0,ORIGINAL,08,02,19207,0909,0051599,005,6,477,0,,Y,2,,2012-090901
09,6,10,DE,6,02,6,6,HOT DOG,6447,10,1656,2105,1599,2,1,2,1,3,1,1645,4656,9996,2,1,4,6,0,0,1,0,0,1,0,3,3806,7417,50,130,79,2,2,2,deau2105.tif,00052251.tif,2012,0,0,0,ORIGINAL,08,02,19207,0909,0051599,005,6,476,0,,N,2,,2012-090902
