tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
17,6,33,NH,6,01,6,6,SCANTUM,7629,33,1940,2206,0099,2,1,1,2,1,1,1938,4671,9996,2,12,3,10,1,0,0,0,0,1,0,2,4250,7025,7,220,98,1,1,1,NHOC2206.pdf,00093313.tif,2015,1,0,0,ORIGINAL,10,06,20367,1702,0150099,015,1,277,0,,Y,2,,2015-170201
17,6,33,NH,6,01,6,6,OUTER FLAG,6583,33,1805,2104,0003,1,3,1,2,1,1,1730,4671,9996,2,2,3,8,1,0,1,0,0,1,0,1,4252,7030,7,200,98,2,2,1,NHOC2104.pdf,00093317.tif,2015,1,0,0,ORIGINAL,10,06,20367,1703,0150003,015,1,258,0,,Y,2,,2015-170301
17,6,36,NY,6,01,7,FLY FISHING,7,7466,36,1635,2102,0134,4,1,1,2,4,6,1630,4681,9996,2,3,1,6,0,1,0,0,0,0,1,2,9999,9999,6,70,98,1,2,2,NYOC2102.pdf,00093323.tif,2015,0,1,0,ORIGINAL,10,06,20367,1704,1030134,103,4,371,0,,N,2,,2015-170401
17,6,36,NY,6,02,L,CASTING,MONTAUK POINT,7466,36,1720,2102,0137,4,1,2,1,4,6,1600,4681,9996,2,3,2,2,0,1,0,0,0,0,1,2,4101,7150,1,25,64,1,2,2,NYOC2102.pdf,00093324.tif,2015,0,0,0,ORIGINAL,10,06,20367,1704,1030137,103,4,370,1,Q26;,N,2,,2015-170402
17,6,34,NJ,6,03,7,FLY FISHING,GARDINERS BAY,7466,36,1740,2102,0372,4,3,1,2,4,6,1730,4681,9996,2,3,1,3,0,1,0,0,0,0,1,1,4105,7211,10,30,65,1,2,1,NYOC2102.pdf,00093325.tif,2015,0,1,0,ORIGINAL,10,06,20367,1704,1030372,103,4,367,0,,N,2,,2015-170403
17,6,36,NY,6,04,7,SPIN CASTING,FORT POND BAY,7466,36,1830,2102,0085,4,1,2,1,4,6,1815,4681,9996,2,3,1,4,0,1,0,0,0,0,1,1,9998,9998,6,99999,98,1,1,2,NYOC2102.pdf,00093327.tif,2015,0,1,0,ORIGINAL,10,06,20367,1704,1030085,103,4,368,0,,N,2,,2015-170404
17,6,36,NY,6,05,7,SPIN CASTING,MONTAUK POINT,7466,36,1840,2102,0133,4,1,1,2,2,6,1830,4681,9996,2,3,3,3,0,1,0,0,0,0,1,3,4101,7150,1,56,63,1,2,1,NYOC2102.pdf,00093328.tif,2015,1,1,0,ORIGINAL,10,06,20367,1704,1030133,103,4,372,0,,N,2,,2015-170405
17,6,10,DE,6,06,L,SPIN CASTING,MONTAUK POINT,7466,36,1845,2102,0133,4,1,1,2,4,6,1800,4681,9996,2,23,1,6,0,1,0,0,0,0,1,2,4101,7150,1,70,98,1,2,1,NYOC2102.pdf,00093330.tif,2015,0,1,0,ORIGINAL,10,06,20367,1704,1030133,103,4,369,0,,N,2,,2015-170406
17,6,25,MA,6,01,6,LIVE LINING,STELLWAGEN BANK,7633,25,1745,2211,0024,15,1,2,2,3,1,1740,4671,9996,2,12,2,10,1,0,0,0,0,0,1,2,4216,7017,12,150,55,1,2,1,MAOC2211.pdf,00093339.tif,2015,0,0,0,ORIGINAL,10,06,20367,1707,0090024,009,2,227,0,,Y,2,,2015-170701
17,6,25,MA,6,02,6,LIVE LINING,JEFFREYS LEDGE,7633,25,1850,2211,0024,15,1,2,2,3,1,1839,4671,9996,2,1,2,12,1,0,0,0,0,0,1,2,4255,7010,18,160,57,2,1,1,MAOC2211.pdf,00093341.tif,2015,0,0,0,ORIGINAL,10,06,20367,1707,0090024,009,2,229,0,,Y,2,,2015-170702
