int_id,smp_week,year,wave,sub_reg,st,num_reps,rep_num,rep_id,int_date,int_time,status,hms,hms_cat,sellfish,fshstate,bt_trips,rf_trips,lptrips,trip_num,trip_day,tripdate,t_of_day,mode_f,people,trip_st,tripcnty,intsite,marin,method1,method2,thist,target1,target2,sktyp,tutyp,btsiz,bltyp,folps,o_folps,tourn,tcode,o_tname,gear,wgear,ogear,rodre,lncnt,baita,baitb,baitc,obait,o_obait,gnact,o_gnact,gnade,o_gnade,gnama,o_gnama,gnamd,o_gnamd,gname,o_gname,gnanh,o_gnanh,gnanj,o_gnanj,gnany,o_gnany,gnari,o_gnari,gnava,o_gnava,fishg,miles,depth,temp,targt,catch1,catch2,catch3,catch4,catch5,ctuna1,ctuna2,ctuna3,ctuna4,stuna1,stuna2,stuna3,stuna4,stuna5,stuna6,cshar1,cshar2,cshar3,cshar4,kmarl,amarl,dmarl,kssbt,assbt,dssbt,ksbtu,asbtu,dsbtu,klsbt,alsbt,dlsbt,ksmbt,asmbt,dsmbt,klmbt,almbt,dlmbt,kgbtu,agbtu,dgbtu,ketun,aetun,detun,kmsha,amsha,dmsha,kbsha,absha,dbsha,kssha,assha,dssha,kdsha,adsha,ddsha,area,dist,area_x,time_dep,time,hrsf,multiday,dycnt,attempts,result,file
1042,27,2013,4,5,51,1,1,1,20130716,1933,1,1,1,2,VA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,June hms_lpts
1048,27,2013,4,4,25,1,1,1,20130716,1743,6,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,June hms_lpts
1048,27,2013,4,5,10,1,1,1,20130716,1544,1,1,2,2,DE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,June hms_lpts
1048,27,2013,4,5,24,1,1,1,20130716,1535,1,1,2,2,MD,2,2,2,1,6,20130713,1,8,4,51,001,1199,,01,03,1,8850030403,8850030405,,,,,,,2,,,1,,,,6,2,1,1,2,,,,,,,,,,,,,,,,,,,,207,,NORFOLK CANYON,48,500FET,80,1,8835290101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0430,1800,7,2,1,2,10,June hms_lpts
1048,27,2013,4,5,24,1,1,1,20130716,1535,1,1,2,2,MD,2,2,2,2,7,20130714,1,8,4,51,001,1199,,01,03,1,8850030403,8850030405,,,,,,,2,,,1,,,,6,2,1,1,2,,,,,,,,,,,,,,,,,,,,207,,NORFOLK CANYON,48,500FET,80,1,8835290101,8850030403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0430,1800,7,2,1,2,10,June hms_lpts
1031,27,2013,4,5,36,,,,20130720,1922,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,05,June hms_lpts
1048,27,2013,4,5,24,1,1,1,20130716,1522,1,1,2,2,MD,3,3,3,1,6,20130713,2,8,5,24,047,0853,,01,,1,8850030405,8850030403,,,,,,,1,5550,,1,,,,7,2,1,1,2,,,,,,,,75,,,,,,,,,,,,,,WASHINGTON CANYON 100 FATHOM,998,600FET,79,1,8850030403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500,1800,7.5,2,1,2,10,June hms_lpts
1048,27,2013,4,5,24,1,1,1,20130716,1522,1,1,2,2,MD,3,3,3,2,6,20130713,1,8,5,24,047,0853,,01,,1,8850030402,,,,0,,,,2,,,1,,,,7,2,1,1,2,,,,,,,,29,,,,,,,,,,,,,,HOT DOG (NORTH),40,180FET,75,1,8850030402,,,,,,,,,,2,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500,1800,7,2,1,2,10,June hms_lpts
1048,27,2013,4,5,24,1,1,1,20130716,1522,1,1,2,2,MD,3,3,3,3,7,20130714,1,8,3,24,047,0853,,01,,1,8850030405,8850030403,,,,,,,1,5550,,1,,,,6,2,1,1,2,,,,,,,,75,,,,,,,,,,,,,,WASHINGTON CANYON 100 FATHOM,58,600FET,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500,1800,7,2,1,2,10,June hms_lpts
1018,27,2013,4,5,34,1,1,1,20130715,1355,1,1,2,2,NJ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,June hms_lpts
