intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,s_index,serrflag,sprobfld,id
6778,7,1,2013,06,09,006902,0010024,0,1,51,02,1104,1,vajn1104.tif,00059479.tif,ORIGINAL,4711,0069,9996,9996,9997,6,844,0,5,397,1,LENGTH;,2013-006902
6778,7,1,2013,06,09,006902,0010024,0,1,51,02,1104,1,vajn1104.tif,00059479.tif,ORIGINAL,4711,0069,9996,9996,9997,6,904,0,6,398,1,LENGTH;,2013-006902
6778,7,1,2013,06,09,006902,0010024,0,1,51,02,1104,1,vajn1104.tif,00059479.tif,ORIGINAL,4711,0069,9996,9996,9997,6,1022,0,7,399,1,LENGTH;,2013-006902
6778,7,1,2013,06,09,006902,0010024,0,1,51,02,1104,1,vajn1104.tif,00059479.tif,ORIGINAL,4711,0069,9996,9996,9997,6,1042,0,8,400,1,LENGTH;,2013-006902
6778,7,1,2013,06,22,024701,0010025,0,1,51,01,1115,1,vajn1115.tif,00060612.tif,ORIGINAL,4711,0247,9996,9996,9997,6,1004,0,2,401,1,LENGTH;,2013-024701
6778,7,1,2013,06,22,024702,0010025,1,1,51,02,1115,1,vajn1115.tif,00060614.tif,ORIGINAL,4711,0247,9996,9996,9997,6,912,0,2,402,1,LENGTH;,2013-024702
6778,7,1,2013,06,22,024704,0010024,0,1,51,04,1115,1,vajn1115.tif,00060617.tif,ORIGINAL,4711,0247,9996,9996,9997,6,944,0,1,403,1,LENGTH;,2013-024704
7476,9,1,2013,06,10,008401,0239038,0,0,25,01,2207,1,majn2207.tif,00059531.tif,ORIGINAL,4811,0084,9996,9996,1658,2,9996,0,1,474,1,LENGTH;,2013-008401
7466,5,1,2013,06,29,029006,1030037,0,0,36,06,1120,1,nyjn1120.tif,00061108.tif,ORIGINAL,4931,0290,9996,9996,2522,2,9996,0,1,477,0,,2013-029006
7453,1,1,2013,06,15,012521,0590213,0,0,36,21,1104,1,nyjn1104.tif,00059864.tif,ORIGINAL,4931,0125,9996,9996,2600,1,9996,0,1,476,0,,2013-012521
7475,3,1,2013,06,16,014907,0090900,0,0,34,07,1105,1,njjn1105.tif,00060023.tif,ORIGINAL,4931,0149,9996,9996,2800,2,9996,0,1,475,1,LENGTH;,2013-014907
