intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,s_index,serrflag,sprobfld,id
7421,3,1,2013,06,17,016401,8100088,0,0,51,01,2209,1,vajn2209.tif,00060088.tif,ORIGINAL,4711,0164,9996,9996,842,6,881,0,2,465,0,,2013-016401
2836,3,1,2013,06,13,009101,8100088,0,0,51,01,2112,1,vajn2112.tif,00059564.tif,ORIGINAL,4711,0091,9996,9996,848,6,902,0,3,351,0,,2013-009101
6936,5,1,2013,06,17,014601,0471493,1,0,24,01,2110,1,mdjn2110.tif,00060000.tif,ORIGINAL,4711,0146,9996,9996,852,6,880,0,2,291,0,,2013-014601
7370,3,1,2013,06,22,019901,0090900,0,0,34,01,1212,1,njjn1212.tif,00060304.tif,ORIGINAL,4711,0199,9996,9996,857,6,868,0,3,334,0,,2013-019901
7361,11,1,2013,06,22,019506,0091131,0,0,34,06,1106,1,njjn1106.tif,00060284.tif,ORIGINAL,4711,0195,9996,9996,862,6,902,0,3,332,0,,2013-019506
6936,5,1,2013,06,15,010203,0471493,0,0,24,03,1109,1,mdjn1109.tif,00059617.tif,ORIGINAL,4711,0102,9996,9996,866,6,890,0,1,277,0,,2013-010203
7415,3,1,2013,06,05,003901,8100088,0,0,51,01,2111,1,vajn2111.tif,00059292.tif,ORIGINAL,4711,0039,9996,9996,870,6,884,0,5,411,0,,2013-003901
7415,1,1,2013,06,23,025802,8100002,1,0,51,02,1116,1,vajn1116.tif,00060705.tif,ORIGINAL,4711,0258,9996,9996,871,6,885,0,4,434,0,,2013-025802
6783,3,1,2013,06,16,014305,0470853,1,0,24,05,1203,1,mdjn1203.tif,00059988.tif,ORIGINAL,4711,0143,9996,9996,875,6,888,0,4,262,0,,2013-014305
7379,3,1,2013,06,22,018702,0470853,0,0,24,02,1206,1,mdjn1206.tif,00060185.tif,ORIGINAL,4711,0187,9996,9996,879,6,903,0,4,313,0,,2013-018702
6633,3,1,2013,06,01,001203,8100088,0,0,51,03,1205,1,vajn1205.tif,00059207.tif,ORIGINAL,4711,0012,9996,9996,882,6,931,0,3,360,0,,2013-001203
2836,1,1,2013,06,17,016201,8100002,0,0,51,01,2201,1,vajn2201.tif,00060078.tif,ORIGINAL,4711,0162,9996,9996,888,6,907,0,2,355,0,,2013-016201
7361,11,1,2013,06,22,019502,0091044,0,0,34,02,1106,1,njjn1106.tif,00060277.tif,ORIGINAL,4711,0195,9996,9996,889,6,942,0,1,327,0,,2013-019502
6478,7,1,2013,06,22,019306,0470938,0,0,24,06,1116,1,mdjn1116.tif,00060642.tif,ORIGINAL,4711,0193,9996,9996,892,6,911,0,2,255,0,,2013-019306
6783,3,1,2013,06,16,014305,0470853,1,0,24,05,1203,1,mdjn1203.tif,00059988.tif,ORIGINAL,4711,0143,9996,9996,892,6,993,0,2,263,0,,2013-014305
6936,5,1,2013,06,20,016801,0471493,0,0,24,01,2201,1,mdjn2201.tif,00060108.tif,ORIGINAL,4711,0168,9996,9996,894,6,915,0,2,296,0,,2013-016801
6783,7,1,2013,06,20,018802,0470938,0,0,24,02,2102,1,mdjn2102.tif,00060211.tif,ORIGINAL,4711,0188,9996,9996,897,6,922,0,1,268,0,,2013-018802
7472,1,1,2013,06,23,019202,0470019,0,0,24,02,1105,1,mdjn1105.tif,00060239.tif,ORIGINAL,4711,0192,9996,9996,900,6,916,0,2,326,0,,2013-019202
6633,3,1,2013,06,01,001202,8100088,0,0,51,02,1205,1,vajn1205.tif,00059205.tif,ORIGINAL,4711,0012,9996,9996,902,6,914,0,1,359,0,,2013-001202
7379,3,1,2013,06,22,018702,0470853,0,0,24,02,1206,1,mdjn1206.tif,00060185.tif,ORIGINAL,4711,0187,9996,9996,903,6,932,0,2,314,0,,2013-018702
7421,1,1,2013,06,16,015501,8100002,0,0,51,01,1113,1,vajn1113.tif,00060045.tif,ORIGINAL,4711,0155,9996,9996,905,6,956,0,4,461,0,,2013-015501
6936,5,1,2013,06,20,016801,0471493,0,0,24,01,2201,1,mdjn2201.tif,00060108.tif,ORIGINAL,4711,0168,9996,9996,908,6,932,0,3,297,0,,2013-016801
7427,3,1,2013,06,20,017001,0090900,0,0,34,01,2205,1,njjn2205.tif,00060126.tif,ORIGINAL,4711,0170,9996,9996,910,6,980,0,5,340,0,,2013-017001
7421,1,1,2013,06,05,004802,8100091,0,0,51,02,2110,1,vajn2110.tif,00059324.tif,ORIGINAL,4711,0048,9996,9996,910,6,930,0,2,451,0,,2013-004802
7470,2,1,2013,06,23,020801,1039001,0,0,36,01,1117,1,nyjn1117.tif,00060341.tif,ORIGINAL,4711,0208,9996,9996,914,6,932,0,1,348,0,,2013-020801
7415,1,1,2013,06,12,009001,8100002,0,0,51,01,2103,1,vajn2103.tif,00059560.tif,ORIGINAL,4711,0090,9996,9996,920,6,943,0,5,425,0,,2013-009001
6633,3,1,2013,06,01,001201,8100088,0,0,51,01,1205,1,vajn1205.tif,00059203.tif,ORIGINAL,4711,0012,9996,9996,921,6,930,0,2,357,0,,2013-001201
7415,1,1,2013,06,12,009001,8100002,0,0,51,01,2103,1,vajn2103.tif,00059560.tif,ORIGINAL,4711,0090,9996,9996,922,6,939,0,7,426,0,,2013-009001
6633,1,1,2013,06,21,024601,8100091,0,0,51,01,2202,1,vajn2202.tif,00060608.tif,ORIGINAL,4711,0246,9996,9996,923,6,940,0,4,392,0,,2013-024601
6633,3,1,2013,06,01,001203,8100088,0,0,51,03,1205,1,vajn1205.tif,00059207.tif,ORIGINAL,4711,0012,9996,9996,926,6,978,0,2,361,0,,2013-001203
6633,1,1,2013,06,21,024601,8100091,0,0,51,01,2202,1,vajn2202.tif,00060608.tif,ORIGINAL,4711,0246,9996,9996,926,6,941,0,3,393,0,,2013-024601
6447,2,1,2013,06,12,008702,0051599,0,0,10,02,2101,1,dejn2101.tif,00059551.tif,ORIGINAL,4711,0087,9996,9996,927,6,936,0,1,241,0,,2013-008702
6936,5,1,2013,06,17,014601,0471493,1,0,24,01,2110,1,mdjn2110.tif,00060000.tif,ORIGINAL,4711,0146,9996,9996,927,6,934,0,3,292,0,,2013-014601
7472,2,1,2013,06,15,011801,0470022,0,0,24,01,1103,1,mdjn1103.tif,00059759.tif,ORIGINAL,4711,0118,9996,9996,929,6,975,0,5,319,0,,2013-011801
6633,3,1,2013,06,16,015703,8100088,0,0,51,03,1201,1,vajn1201.tif,00060059.tif,ORIGINAL,4711,0157,9996,9996,930,6,952,0,1,384,0,,2013-015703
6936,5,1,2013,06,20,016804,0471493,0,0,24,04,2201,1,mdjn2201.tif,00060114.tif,ORIGINAL,4711,0168,9996,9996,933,6,945,0,2,308,0,,2013-016804
6633,3,1,2013,06,01,001201,8100088,0,0,51,01,1205,1,vajn1205.tif,00059203.tif,ORIGINAL,4711,0012,9996,9996,934,6,957,0,1,358,0,,2013-001201
7415,1,1,2013,06,12,009001,8100002,0,0,51,01,2103,1,vajn2103.tif,00059560.tif,ORIGINAL,4711,0090,9996,9996,935,6,944,0,4,427,0,,2013-009001
6783,7,1,2013,06,21,030506,0470938,0,0,24,06,2112,1,mdjn2112.tif,00060895.tif,ORIGINAL,4711,0305,9996,9996,938,6,959,0,3,274,0,,2013-030506
6783,7,1,2013,06,21,030506,0470938,0,0,24,06,2112,1,mdjn2112.tif,00060895.tif,ORIGINAL,4711,0305,9996,9996,939,6,947,0,2,275,0,,2013-030506
6633,3,1,2013,06,16,015705,8100088,0,1,51,05,1201,1,vajn1201.tif,00060063.tif,ORIGINAL,4711,0157,9996,9996,940,6,963,0,1,385,0,,2013-015705
7415,3,1,2013,06,05,003901,8100088,0,0,51,01,2111,1,vajn2111.tif,00059292.tif,ORIGINAL,4711,0039,9996,9996,940,6,981,0,2,412,0,,2013-003901
7415,3,1,2013,06,05,003901,8100088,1,0,51,01,2111,1,vajn2111.tif,00059292.tif,ORIGINAL,4711,0039,9996,9996,941,6,969,0,1,413,0,,2013-003901
6633,3,1,2013,06,16,015705,8100088,0,1,51,05,1201,1,vajn1201.tif,00060063.tif,ORIGINAL,4711,0157,9996,9996,942,6,968,0,2,386,0,,2013-015705
7415,1,1,2013,06,23,025802,8100002,1,0,51,02,1116,1,vajn1116.tif,00060705.tif,ORIGINAL,4711,0258,9996,9996,943,6,958,0,5,435,0,,2013-025802
7379,5,1,2013,06,21,019404,0471493,0,0,24,04,2118,1,mdjn2118.tif,00060249.tif,ORIGINAL,4711,0194,9996,9996,946,6,961,0,1,318,0,,2013-019404
6778,7,3,2013,06,22,024708,0010024,0,1,51,08,1115,1,vajn1115.tif,00060625.tif,ORIGINAL,4711,0247,9996,9996,947,6,9997,0,3,408,0,,2013-024708
7415,1,1,2013,06,09,007406,8100002,0,0,51,06,1111,1,vajn1111.tif,00059500.tif,ORIGINAL,4711,0074,9996,9996,948,6,967,0,3,419,0,,2013-007406
7472,2,1,2013,06,15,011801,0470022,0,0,24,01,1103,1,mdjn1103.tif,00059759.tif,ORIGINAL,4711,0118,9996,9996,950,6,1001,0,3,320,0,,2013-011801
7415,1,1,2013,06,09,007406,8100002,0,0,51,06,1111,1,vajn1111.tif,00059500.tif,ORIGINAL,4711,0074,9996,9996,951,6,972,0,2,420,0,,2013-007406
6936,5,1,2013,06,16,014402,0471493,0,0,24,02,1204,1,mdjn1204.tif,00059994.tif,ORIGINAL,4711,0144,9996,9996,953,6,964,0,4,286,0,,2013-014402
6936,5,1,2013,06,15,010205,0471493,0,0,24,05,1109,1,mdjn1109.tif,00059621.tif,ORIGINAL,4711,0102,9996,9996,955,6,968,0,1,281,0,,2013-010205
6783,3,1,2013,06,16,014305,0470853,1,0,24,05,1203,1,mdjn1203.tif,00059988.tif,ORIGINAL,4711,0143,9996,9996,957,6,979,0,3,264,0,,2013-014305
6936,5,1,2013,06,20,016801,0471493,0,0,24,01,2201,1,mdjn2201.tif,00060108.tif,ORIGINAL,4711,0168,9996,9996,957,6,976,0,6,298,0,,2013-016801
7472,2,1,2013,06,15,011801,0470022,0,0,24,01,1103,1,mdjn1103.tif,00059759.tif,ORIGINAL,4711,0118,9996,9996,958,6,996,0,2,321,0,,2013-011801
7421,3,1,2013,06,10,009203,8100088,0,0,51,03,2203,1,vajn2203.tif,00059572.tif,ORIGINAL,4711,0092,9996,9996,960,6,980,0,1,459,0,,2013-009203
7415,1,1,2013,06,09,007402,8100091,0,0,51,02,1111,1,vajn1111.tif,00059493.tif,ORIGINAL,4711,0074,9996,9996,968,6,993,0,4,415,0,,2013-007402
7421,1,1,2013,06,05,004802,8100091,0,0,51,02,2110,1,vajn2110.tif,00059324.tif,ORIGINAL,4711,0048,9996,9996,970,6,990,0,4,452,0,,2013-004802
2836,1,1,2013,06,17,016201,8100002,0,0,51,01,2201,1,vajn2201.tif,00060078.tif,ORIGINAL,4711,0162,9996,9996,972,6,1017,0,1,356,0,,2013-016201
7421,3,1,2013,06,17,016401,8100088,0,0,51,01,2209,1,vajn2209.tif,00060088.tif,ORIGINAL,4711,0164,9996,9996,972,6,1003,0,1,466,0,,2013-016401
6633,3,1,2013,06,22,024401,8100088,0,0,51,01,1212,1,vajn1212.tif,00060588.tif,ORIGINAL,4711,0244,9996,9996,973,6,989,0,1,387,0,,2013-024401
6936,5,1,2013,06,20,016806,0471493,0,0,24,06,2201,1,mdjn2201.tif,00060118.tif,ORIGINAL,4711,0168,9996,9996,974,6,998,0,1,310,1,CURVE;,2013-016806
6936,5,1,2013,06,16,014402,0471493,0,0,24,02,1204,1,mdjn1204.tif,00059994.tif,ORIGINAL,4711,0144,9996,9996,975,6,992,0,3,287,0,,2013-014402
7415,1,1,2013,06,09,007406,8100002,0,0,51,06,1111,1,vajn1111.tif,00059500.tif,ORIGINAL,4711,0074,9996,9996,975,6,999,0,4,421,1,CURVE;,2013-007406
6936,5,1,2013,06,15,010205,0471493,0,0,24,05,1109,1,mdjn1109.tif,00059621.tif,ORIGINAL,4711,0102,9996,9996,976,6,990,0,2,282,0,,2013-010205
6633,3,1,2013,06,08,004701,8100088,0,0,51,01,1102,1,vajn1102.tif,00059318.tif,ORIGINAL,4711,0047,9996,9996,976,6,989,0,2,366,0,,2013-004701
7370,3,1,2013,06,22,019901,0090900,0,0,34,01,1212,1,njjn1212.tif,00060304.tif,ORIGINAL,4711,0199,9996,9996,978,6,998,0,1,335,1,CURVE;,2013-019901
7421,1,1,2013,06,05,004802,8100091,0,0,51,02,2110,1,vajn2110.tif,00059324.tif,ORIGINAL,4711,0048,9996,9996,980,6,1040,0,6,453,0,,2013-004802
6936,5,1,2013,06,15,010209,0471493,0,1,24,09,1109,1,mdjn1109.tif,00059629.tif,ORIGINAL,4711,0102,9996,9996,981,6,1007,0,2,284,0,,2013-010209
6778,7,3,2013,06,22,024708,0010024,0,1,51,08,1115,1,vajn1115.tif,00060625.tif,ORIGINAL,4711,0247,9996,9996,983,6,9997,0,2,409,0,,2013-024708
7415,1,1,2013,06,23,025807,8100002,0,0,51,07,1116,1,vajn1116.tif,00060715.tif,ORIGINAL,4711,0258,9996,9996,984,6,996,0,1,446,0,,2013-025807
7415,1,1,2013,06,23,025806,8100091,0,0,51,06,1116,1,vajn1116.tif,00060713.tif,ORIGINAL,4711,0258,9996,9996,986,6,995,0,4,444,0,,2013-025806
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,4711,0058,9996,9996,989,6,1029,0,9,368,0,,2013-005805
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,4711,0076,9996,9996,990,6,1038,0,4,379,0,,2013-007601
7415,1,1,2013,06,09,007402,8100091,0,0,51,02,1111,1,vajn1111.tif,00059493.tif,ORIGINAL,4711,0074,9996,9996,990,6,1001,0,1,416,0,,2013-007402
7421,1,1,2013,06,16,015501,8100002,0,0,51,01,1113,1,vajn1113.tif,00060045.tif,ORIGINAL,4711,0155,9996,9996,990,6,1020,0,1,462,0,,2013-015501
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,4711,0058,9996,9996,992,6,1034,0,1,369,0,,2013-005805
7421,3,1,2013,06,23,023801,8100088,0,0,51,01,1109,1,vajn1109.tif,00060546.tif,ORIGINAL,4711,0238,9996,9996,993,6,1116,0,1,470,1,CURVE VS. LENGTH;,2013-023801
6633,3,1,2013,06,09,005806,8100088,0,0,51,06,1208,1,vajn1208.tif,00059415.tif,ORIGINAL,4711,0058,9996,9996,994,6,1032,0,1,375,0,,2013-005806
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,4711,0076,9996,9996,994,6,1040,0,3,380,0,,2013-007601
6633,3,1,2013,06,09,005808,8100088,0,0,51,08,1208,1,vajn1208.tif,00059419.tif,ORIGINAL,4711,0058,9996,9996,995,6,1024,0,2,377,0,,2013-005808
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,4711,0058,9996,9996,999,6,1026,0,2,370,1,LENGTH;,2013-005805
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,4711,0058,9996,9996,1000,6,1017,0,4,371,0,,2013-005805
7415,1,1,2013,06,23,025802,8100002,1,0,51,02,1116,1,vajn1116.tif,00060705.tif,ORIGINAL,4711,0258,9996,9996,1001,6,1023,0,6,436,0,,2013-025802
6633,3,1,2013,06,09,005806,8100088,0,0,51,06,1208,1,vajn1208.tif,00059415.tif,ORIGINAL,4711,0058,9996,9996,1002,6,1024,0,2,376,0,,2013-005806
7415,1,1,2013,06,23,025807,8100002,0,0,51,07,1116,1,vajn1116.tif,00060715.tif,ORIGINAL,4711,0258,9996,9996,1003,6,1038,0,2,447,0,,2013-025807
7421,1,1,2013,06,26,026001,8100091,0,0,51,01,2121,1,vajn2121.tif,00060722.tif,ORIGINAL,4711,0260,9996,9996,1003,6,1018,0,3,471,0,,2013-026001
7415,1,1,2013,06,23,025804,8100091,0,0,51,04,1116,1,vajn1116.tif,00060709.tif,ORIGINAL,4711,0258,9996,9996,1004,6,1036,0,1,437,0,,2013-025804
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,4711,0058,9996,9996,1013,6,1030,0,3,372,0,,2013-005805
7415,1,1,2013,06,23,025805,8100091,0,0,51,05,1116,1,vajn1116.tif,00060711.tif,ORIGINAL,4711,0258,9996,9996,1014,6,1032,0,2,440,0,,2013-025805
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,4711,0058,9996,9996,1016,6,1033,0,10,373,0,,2013-005805
6633,1,1,2013,06,21,024601,8100091,0,0,51,01,2202,1,vajn2202.tif,00060608.tif,ORIGINAL,4711,0246,9996,9996,1016,6,1032,0,2,394,0,,2013-024601
6633,3,1,2013,06,09,005808,8100088,0,0,51,08,1208,1,vajn1208.tif,00059419.tif,ORIGINAL,4711,0058,9996,9996,1018,6,1031,0,1,378,0,,2013-005808
6783,7,1,2013,06,20,018801,0470938,0,0,24,01,2102,1,mdjn2102.tif,00060209.tif,ORIGINAL,4711,0188,9996,9996,1019,6,1032,0,2,266,0,,2013-018801
6633,3,1,2013,06,01,001204,8100088,0,0,51,04,1205,1,vajn1205.tif,00059209.tif,ORIGINAL,4711,0012,9996,9996,1019,6,1046,0,4,363,0,,2013-001204
7421,1,1,2013,06,26,026001,8100091,0,0,51,01,2121,1,vajn2121.tif,00060722.tif,ORIGINAL,4711,0260,9996,9996,1021,6,1046,0,5,472,0,,2013-026001
2836,3,1,2013,06,13,009101,8100088,0,0,51,01,2112,1,vajn2112.tif,00059564.tif,ORIGINAL,4711,0091,9996,9996,1023,6,1043,0,4,352,0,,2013-009101
7415,1,1,2013,06,09,007406,8100002,0,0,51,06,1111,1,vajn1111.tif,00059500.tif,ORIGINAL,4711,0074,9996,9996,1023,6,1064,0,1,422,0,,2013-007406
6633,3,1,2013,06,22,024401,8100088,0,0,51,01,1212,1,vajn1212.tif,00060588.tif,ORIGINAL,4711,0244,9996,9996,1024,6,1041,0,3,388,0,,2013-024401
7415,1,1,2013,06,23,025806,8100091,0,0,51,06,1116,1,vajn1116.tif,00060713.tif,ORIGINAL,4711,0258,9996,9996,1024,6,1039,0,5,445,0,,2013-025806
7421,1,1,2013,06,22,021301,8100091,0,0,51,01,1202,1,vajn1202.tif,00060355.tif,ORIGINAL,4711,0213,9996,9996,1024,6,1032,0,1,467,0,,2013-021301
7472,2,1,2013,06,15,011801,0470022,0,0,24,01,1103,1,mdjn1103.tif,00059759.tif,ORIGINAL,4711,0118,9996,9996,1027,6,1074,0,4,322,0,,2013-011801
7421,3,1,2013,06,10,009201,8100088,0,0,51,01,2203,1,vajn2203.tif,00059568.tif,ORIGINAL,4711,0092,9996,9996,1030,6,1065,0,2,455,0,,2013-009201
7415,1,1,2013,06,09,007402,8100091,0,0,51,02,1111,1,vajn1111.tif,00059493.tif,ORIGINAL,4711,0074,9996,9996,1034,6,1048,0,2,417,0,,2013-007402
7421,1,1,2013,06,26,026001,8100091,0,0,51,01,2121,1,vajn2121.tif,00060722.tif,ORIGINAL,4711,0260,9996,9996,1036,6,1051,0,4,473,0,,2013-026001
6783,7,1,2013,06,20,018801,0470938,0,0,24,01,2102,1,mdjn2102.tif,00060209.tif,ORIGINAL,4711,0188,9996,9996,1039,6,1045,0,1,267,0,,2013-018801
7421,3,1,2013,06,10,009203,8100088,0,0,51,03,2203,1,vajn2203.tif,00059572.tif,ORIGINAL,4711,0092,9996,9996,1040,6,1060,0,2,460,0,,2013-009203
7415,1,1,2013,06,27,026703,8100091,0,0,51,03,2211,1,vajn2211.tif,00060752.tif,ORIGINAL,4711,0267,9996,9996,1044,6,1062,0,2,448,0,,2013-026703
7415,1,1,2013,06,12,009001,8100002,0,0,51,01,2103,1,vajn2103.tif,00059560.tif,ORIGINAL,4711,0090,9996,9996,1045,6,1067,0,8,428,0,,2013-009001
7415,1,1,2013,06,09,007407,8100002,0,0,51,07,1111,1,vajn1111.tif,00059502.tif,ORIGINAL,4711,0074,9996,9996,1052,6,1070,0,1,423,0,,2013-007407
6633,3,1,2013,06,01,001204,8100088,0,0,51,04,1205,1,vajn1205.tif,00059209.tif,ORIGINAL,4711,0012,9996,9996,1055,6,1094,0,2,364,0,,2013-001204
7415,3,1,2013,06,05,003901,8100088,0,0,51,01,2111,1,vajn2111.tif,00059292.tif,ORIGINAL,4711,0039,9996,9996,1062,6,1075,0,4,414,0,,2013-003901
6633,3,1,2013,06,01,001204,8100088,0,0,51,04,1205,1,vajn1205.tif,00059209.tif,ORIGINAL,4711,0012,9996,9996,1064,6,1118,0,1,365,0,,2013-001204
7421,1,1,2013,06,16,015501,8100002,0,0,51,01,1113,1,vajn1113.tif,00060045.tif,ORIGINAL,4711,0155,9996,9996,1070,6,1110,0,2,463,0,,2013-015501
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,4711,0076,9996,9996,1072,6,1106,0,5,381,0,,2013-007601
7421,1,1,2013,06,16,015501,8100002,0,0,51,01,1113,1,vajn1113.tif,00060045.tif,ORIGINAL,4711,0155,9996,9996,1074,6,1108,0,3,464,0,,2013-015501
7421,3,1,2013,06,10,009202,8100088,0,0,51,02,2203,1,vajn2203.tif,00059570.tif,ORIGINAL,4711,0092,9996,9996,1100,6,1140,0,1,457,0,,2013-009202
7415,1,1,2013,06,27,026704,8100002,0,0,51,04,2211,1,vajn2211.tif,00060754.tif,ORIGINAL,4711,0267,9996,9996,1101,6,1138,0,1,450,0,,2013-026704
7421,1,1,2013,06,05,004802,8100091,0,0,51,02,2110,1,vajn2110.tif,00059324.tif,ORIGINAL,4711,0048,9996,9996,1105,6,1220,0,3,454,0,,2013-004802
7421,1,1,2013,06,22,021301,8100091,0,0,51,01,1202,1,vajn1202.tif,00060355.tif,ORIGINAL,4711,0213,9996,9996,1113,6,1135,0,2,468,0,,2013-021301
6633,3,1,2013,06,08,004701,8100088,0,0,51,01,1102,1,vajn1102.tif,00059318.tif,ORIGINAL,4711,0047,9996,9996,1115,6,1144,0,1,367,0,,2013-004701
6447,5,1,2013,06,19,016701,0471493,0,0,24,01,2108,1,mdjn2108.tif,00060104.tif,ORIGINAL,4711,0167,9996,9996,1118,6,1130,0,6,251,0,,2013-016701
6783,7,1,2013,06,20,018802,0470938,0,1,24,02,2102,1,mdjn2102.tif,00060211.tif,ORIGINAL,4711,0188,9996,9996,1121,6,1146,0,2,269,0,,2013-018802
7421,1,1,2013,06,22,021302,8100091,1,0,51,02,1202,1,vajn1202.tif,00060358.tif,ORIGINAL,4711,0213,9996,9996,1123,6,1147,0,1,469,0,,2013-021302
7415,1,1,2013,06,27,026703,8100091,0,0,51,03,2211,1,vajn2211.tif,00060752.tif,ORIGINAL,4711,0267,9996,9996,1126,6,1148,0,1,449,0,,2013-026703
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,4711,0058,9996,9996,1128,6,1169,0,5,374,0,,2013-005805
7427,3,1,2013,06,20,017001,0090900,0,0,34,01,2205,1,njjn2205.tif,00060126.tif,ORIGINAL,4711,0170,9996,9996,1130,6,1160,0,1,341,0,,2013-017001
7421,3,1,2013,06,10,009202,8100088,0,0,51,02,2203,1,vajn2203.tif,00059570.tif,ORIGINAL,4711,0092,9996,9996,1160,6,1180,0,2,458,0,,2013-009202
6936,5,1,2013,06,20,016803,0471493,0,0,24,03,2201,1,mdjn2201.tif,00060112.tif,ORIGINAL,4711,0168,9996,9996,1166,6,1179,0,1,305,0,,2013-016803
7421,3,1,2013,06,10,009201,8100088,0,0,51,01,2203,1,vajn2203.tif,00059568.tif,ORIGINAL,4711,0092,9996,9996,1170,6,1220,0,1,456,0,,2013-009201
6783,7,1,2013,06,21,030506,0470938,0,0,24,06,2112,1,mdjn2112.tif,00060895.tif,ORIGINAL,4711,0305,9996,9996,1172,6,1200,0,1,276,0,,2013-030506
6936,5,1,2013,06,20,016803,0471493,0,0,24,03,2201,1,mdjn2201.tif,00060112.tif,ORIGINAL,4711,0168,9996,9996,1172,6,1193,0,3,306,0,,2013-016803
7415,1,1,2013,06,23,025805,8100091,0,0,51,05,1116,1,vajn1116.tif,00060711.tif,ORIGINAL,4711,0258,9996,9996,1173,6,1201,0,1,441,0,,2013-025805
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,4711,0076,9996,9996,1186,6,1271,0,2,382,0,,2013-007601
7415,1,1,2013,06,09,007402,8100091,0,0,51,02,1111,1,vajn1111.tif,00059493.tif,ORIGINAL,4711,0074,9996,9996,1191,6,1226,0,3,418,0,,2013-007402
6447,5,1,2013,06,19,016701,0471493,0,0,24,01,2108,1,mdjn2108.tif,00060104.tif,ORIGINAL,4711,0167,9996,9996,1202,6,1214,0,4,252,0,,2013-016701
2836,3,1,2013,06,15,012602,8100088,0,0,51,02,1209,1,vajn1209.tif,00059870.tif,ORIGINAL,4711,0126,9996,9996,1207,6,1227,0,1,354,0,,2013-012602
6633,3,1,2013,06,01,001203,8100088,0,0,51,03,1205,1,vajn1205.tif,00059207.tif,ORIGINAL,4711,0012,9996,9996,1213,6,1227,0,1,362,0,,2013-001203
6633,1,1,2013,06,15,012103,8100091,0,0,51,03,1112,1,vajn1112.tif,00059777.tif,ORIGINAL,4711,0121,9996,9996,1216,6,1286,0,5,383,0,,2013-012103
6783,3,1,2013,06,16,014303,0470853,1,0,24,03,1203,1,mdjn1203.tif,00059984.tif,ORIGINAL,4711,0143,9996,9996,1231,6,1249,0,3,260,0,,2013-014303
7409,8,1,2013,06,21,021703,0299124,0,0,34,03,2117,1,njjn2117.tif,00060377.tif,ORIGINAL,4711,0217,9996,9996,1237,6,1253,0,1,336,0,,2013-021703
6447,5,1,2013,06,19,016701,0471493,0,0,24,01,2108,1,mdjn2108.tif,00060104.tif,ORIGINAL,4711,0167,9996,9996,1239,6,1256,0,5,253,0,,2013-016701
6936,5,1,2013,06,15,010206,0471493,0,0,24,06,1109,1,mdjn1109.tif,00059623.tif,ORIGINAL,4711,0102,9996,9996,1244,6,1292,0,1,283,0,,2013-010206
6936,5,1,2013,06,20,016801,0471493,0,0,24,01,2201,1,mdjn2201.tif,00060108.tif,ORIGINAL,4711,0168,9996,9996,1270,6,1281,0,1,299,1,LENGTH;,2013-016801
2836,3,1,2013,06,13,009101,8100088,0,0,51,01,2112,1,vajn2112.tif,00059564.tif,ORIGINAL,4711,0091,9996,9996,1278,6,1300,0,5,353,1,LENGTH;,2013-009101
6936,5,1,2013,06,17,014601,0471493,1,0,24,01,2110,1,mdjn2110.tif,00060000.tif,ORIGINAL,4711,0146,9996,9996,1304,6,1327,0,7,293,1,LENGTH;,2013-014601
6633,3,1,2013,06,22,024401,8100088,0,0,51,01,1212,1,vajn1212.tif,00060588.tif,ORIGINAL,4711,0244,9996,9996,1310,6,1337,0,2,389,1,LENGTH;,2013-024401
6778,7,1,2013,06,09,006902,0010024,0,1,51,02,1104,1,vajn1104.tif,00059479.tif,ORIGINAL,4711,0069,9996,9996,9997,6,686,0,3,395,1,LENGTH;,2013-006902
6778,7,1,2013,06,09,006902,0010024,0,1,51,02,1104,1,vajn1104.tif,00059479.tif,ORIGINAL,4711,0069,9996,9996,9997,6,777,0,4,396,1,LENGTH;,2013-006902
