tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
11,09,01,1108,1,0,,7619,3,1,4,2015,08,15,0110833,0,0,1,CTAU1108.pdf,00089872.tif,ORIGINAL,DOLPHIN,1050,1152,1,11,11,1,0,0,0,2,2015-115201
11,09,02,1108,2,0,,7619,3,1,2,2015,08,15,0110833,0,0,1,CTAU1108.pdf,00089874.tif,ORIGINAL,DOLPHIN,1050,1152,2,1,1,0,0,0,0,2,2015-115202
11,09,02,1108,3,0,,7619,3,1,2,2015,08,15,0110833,1,0,1,CTAU1108.pdf,00089874.tif,ORIGINAL,ALBACORE TU,4701,1152,1,1,1,0,0,0,0,2,2015-115202
13,09,01,1110,4,0,,7631,7,1,4,2015,08,30,0110671,0,1,2,CTAU1110.pdf,00090978.tif,ORIGINAL,SHORTFIN MA,3551,1332,1,1,0,0,0,0,0,2,2015-133201
12,09,01,1115,5,0,,7632,5,1,4,2015,08,15,0110687,0,0,2,CTAU1115.pdf,00090326.tif,ORIGINAL,SWORDFISH,4328,1235,2,0,0,1,0,0,0,1,2015-123501
12,09,01,1115,6,0,,7632,5,1,4,2015,08,15,0110687,0,0,2,CTAU1115.pdf,00090326.tif,ORIGINAL,YFT,4711,1235,1,1,1,0,0,0,0,1,2015-123501
11,09,01,1117,7,1,ALIVE;,7631,3,1,4,2015,08,23,0113879,0,0,2,CTAU1117.pdf,00090035.tif,ORIGINAL,BIGEYE TUNA,4691,1178,2,2,0,4,0,0,0,2,2015-117801
11,09,01,1117,8,0,,7631,3,1,4,2015,08,23,0113879,0,0,2,CTAU1117.pdf,00090035.tif,ORIGINAL,YFT,4711,1178,1,2,0,4,0,0,0,2,2015-117801
11,09,01,1202,9,0,,7619,8,1,4,2015,08,16,0079237,0,0,1,CTAU1202.pdf,00089878.tif,ORIGINAL,SHORTFIN MA,3551,1153,1,1,1,0,0,0,0,3,2015-115301
13,09,01,1211,10,0,,7632,5,1,5,2015,08,29,0110687,0,0,1,CTAU1211.pdf,00090876.tif,ORIGINAL,DOLPHIN,1050,1333,1,3,3,0,0,0,0,2,2015-133301
08,09,01,2119,11,0,,7619,3,2,4,2015,08,03,0113879,0,1,2,CTAU2119.pdf,00088072.tif,ORIGINAL,BIGEYE TUNA,4691,0896,1,5,0,0,0,,0,3,2015-089601
