tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
35,6,37,NC,6,01,6,6,DUMP SITE,7415,51,1655,1101,0088,3,1,2,1,3,1,1650,3591,9996,2,2,3,3,0,0,1,0,1,0,0,6,9998,9998,3,45,82,1,2,1,VASE1101.pdf,00078870.tif,2014,0,1,0,ORIGINAL,09,01,19967,3514,8100088,810,7,512,0,,Y,2,,2014-351401
35,6,51,VA,6,02,6,6,NORFOLK CANYON,7415,51,1925,1101,0088,3,1,2,1,3,1,1915,2161,2171,2,1,5,7,0,0,1,1,0,0,0,6,3705,7435,65,300,80,1,1,1,VASE1101.pdf,00078872.tif,2014,0,0,0,ORIGINAL,09,01,19967,3514,8100088,810,7,511,0,,Y,2,,2014-351402
35,6,10,DE,6,01,6,6,HOT DOG,6447,10,1826,2104,1599,2,1,1,2,2,1,1600,1050,4656,2,2,8,8,0,1,1,1,0,0,0,3,3806,7417,50,180,77,1,2,1,DESE2104.pdf,00078886.tif,2014,0,0,0,ORIGINAL,09,04,19970,3552,0051599,005,6,87,0,,Y,2,,2014-355201
35,6,10,DE,6,02,6,6,POOR MANS CANYON,6447,10,1645,2104,1599,2,1,1,2,2,6,1630,2161,2171,2,2,6,7,0,0,1,1,0,0,0,2,3752,7406,65,2500,80,1,2,1,DESE2104.pdf,00078888.tif,2014,0,1,0,ORIGINAL,09,04,19970,3552,0051599,005,6,90,0,,N,2,,2014-355202
35,6,10,DE,6,03,6,6,MASSEYS CANYON,6447,10,1657,2104,1599,2,1,1,2,2,6,1645,4656,1050,2,1,7,8,0,1,1,1,0,0,0,3,3825,7420,37,150,73,1,2,1,DESE2104.pdf,00078890.tif,2014,0,0,0,ORIGINAL,09,04,19970,3552,0051599,005,6,88,0,,Y,2,,2014-355203
35,6,36,NY,6,04,6,PITCH,BALTIMORE CANYON,6447,10,1904,2104,1599,2,1,1,2,3,6,1645,2161,9996,2,2,8,8,1,0,1,1,0,0,1,4,3814,7350,78,480,75,1,2,1,DESE2104.pdf,00078892.tif,2014,0,0,0,ORIGINAL,09,04,19970,3552,0051599,005,6,89,0,,N,2,,2014-355204
35,6,10,DE,6,05,6,6,POOR MANS CANYON,6447,10,1744,2104,1599,2,1,1,2,2,1,1730,2161,4656,2,12,5,7,0,0,1,1,0,0,0,4,3752,7406,68,900,80,1,2,1,DESE2104.pdf,00078894.tif,2014,1,0,0,ORIGINAL,09,04,19970,3552,0051599,005,6,86,0,,Y,2,,2014-355205
35,6,10,DE,6,06,6,6,POOR MANS CANYON,6447,10,1753,2104,1599,2,1,1,2,2,1,1700,2161,4656,2,2,8,6,0,1,1,1,0,0,0,3,3752,7406,62,600,81,1,2,1,DESE2104.pdf,00078896.tif,2014,0,0,0,ORIGINAL,09,04,19970,3552,0051599,005,6,84,0,,Y,2,,2014-355206
35,6,10,DE,6,07,6,6,BALTIMORE CANYON,6447,10,1809,2104,1599,2,1,1,2,2,1,1745,4656,9996,2,2,9,8,0,1,1,1,0,0,0,3,3814,7350,65,700,98,1,1,1,DESE2104.pdf,00078898.tif,2014,0,0,0,ORIGINAL,09,04,19970,3552,0051599,005,6,85,0,,Y,2,,2014-355207
35,6,10,DE,6,08,6,6,WASHINGTON CANYON,6447,10,1811,2104,1599,2,1,1,2,3,1,1800,2161,9996,2,1,5,10,0,0,1,1,0,0,0,4,3727,7427,64,300,80,2,2,1,DESE2104.pdf,00078900.tif,2014,0,0,0,ORIGINAL,09,04,19970,3552,0051599,005,6,83,0,,Y,2,,2014-355208
35,6,25,MA,6,01,6,6,REGAL SWORD,7497,25,1210,1101,0922,10,1,1,2,2,2,1130,4678,4676,2,2,4,2,0,1,0,1,0,0,0,5,4128,6921,25,200,69,1,2,2,MASE1101.pdf,00078907.tif,2014,0,0,0,ORIGINAL,09,01,19967,3554,0010922,001,2,223,0,,Y,2,,2014-355401
35,6,25,MA,6,01,S,DRIFTING,PEAKED HILL,7426,25,1445,1112,0217,8,1,1,2,1,2,1445,4671,9996,2,3,3,3,1,0,1,0,1,0,1,3,4205,7008,1,120,62,1,2,1,MASE1112.pdf,00078910.tif,2014,0,0,0,ORIGINAL,09,01,19967,3555,0230217,023,2,227,0,,Y,2,,2014-355501
