stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,tracker,site_no,enterr,interr,measur,faxno,tifno,filestat,alive,othlp,species,batch,row,kept,observe,dead,sell,weighed,q11a,id
51,03,2207,1008,0,,7415,3,1,6,2015,06,03,003403,8100088,0,0,1,VAJN2207.pdf,00082352.tif,ORIGINAL,0,DOLPHIN,1050,0034,1,5,5,0,0,0,2,2015-003403
51,03,2207,1009,1,RARE OR ILLEGAL SPECIES KEPT;,7415,3,1,6,2015,06,03,003403,8100088,0,0,1,VAJN2207.pdf,00082352.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0034,2,12,12,0,0,0,2,2015-003403
51,01,2208,1010,0,,7421,1,1,5,2015,06,05,003501,8100002,0,0,1,VAJN2208.pdf,00082356.tif,ORIGINAL,0,DOLPHIN,1050,0035,1,19,19,0,0,0,2,2015-003501
51,02,2208,1011,0,,7421,1,1,4,2015,06,05,003502,8100091,0,0,1,VAJN2208.pdf,00082358.tif,ORIGINAL,0,GREATER AMBERJACK,30,0035,4,1,1,0,0,0,3,2015-003502
51,02,2208,1012,0,,7421,1,1,4,2015,06,05,003502,8100091,0,0,1,VAJN2208.pdf,00082358.tif,ORIGINAL,1,BLUEFISH,230,0035,2,0,0,0,0,0,3,2015-003502
51,02,2208,1013,0,,7421,1,1,4,2015,06,05,003502,8100091,0,0,1,VAJN2208.pdf,00082358.tif,ORIGINAL,5,ATLANTIC BONITO,330,0035,1,0,0,0,0,0,3,2015-003502
51,02,2208,1014,0,,7421,1,1,4,2015,06,05,003502,8100091,0,0,1,VAJN2208.pdf,00082358.tif,ORIGINAL,0,DOLPHIN,1050,0035,3,1,1,0,0,0,3,2015-003502
51,01,2209,1015,0,,2836,3,1,6,2015,06,18,020501,8100088,0,0,2,VAJN2209.pdf,00083107.tif,ORIGINAL,0,GREATER AMBERJACK,30,0205,4,3,3,0,0,0,3,2015-020501
51,01,2209,1016,0,,2836,3,1,6,2015,06,18,020501,8100088,0,0,2,VAJN2209.pdf,00083107.tif,ORIGINAL,0,COBIA,570,0205,5,1,1,0,0,0,3,2015-020501
51,01,2209,1017,0,,2836,3,1,6,2015,06,18,020501,8100088,0,0,2,VAJN2209.pdf,00083107.tif,ORIGINAL,0,DOLPHIN,1050,0205,3,4,4,0,0,0,3,2015-020501
51,01,2209,1018,0,,2836,3,1,6,2015,06,18,020501,8100088,0,0,2,VAJN2209.pdf,00083107.tif,ORIGINAL,0,YFT,4711,0205,2,2,2,0,0,0,3,2015-020501
51,01,2209,1019,0,,2836,3,1,6,2015,06,18,020501,8100088,0,0,2,VAJN2209.pdf,00083107.tif,ORIGINAL,0,WAHOO,4720,0205,1,1,1,0,0,0,3,2015-020501
51,02,2209,1020,1,RARE OR ILLEGAL SPECIES KEPT;,2836,3,1,6,2015,06,18,020502,8100088,0,0,1,VAJN2209.pdf,00083109.tif,ORIGINAL,0,BARRACUDA,180,0205,1,1,1,0,0,0,3,2015-020502
51,02,2209,1021,0,,2836,3,1,6,2015,06,18,020502,8100088,0,0,1,VAJN2209.pdf,00083109.tif,ORIGINAL,0,DOLPHIN,1050,0205,2,10,10,0,0,0,3,2015-020502
51,02,2209,1022,1,RARE OR ILLEGAL SPECIES KEPT;,2836,3,1,6,2015,06,18,020502,8100088,0,0,1,VAJN2209.pdf,00083109.tif,ORIGINAL,1,BLUE MARLIN,2171,0205,3,1,1,0,0,0,3,2015-020502
51,03,2209,1023,0,,2836,3,1,4,2015,06,18,020503,8100088,0,0,1,VAJN2209.pdf,00083111.tif,ORIGINAL,0,DOLPHIN,1050,0205,2,8,8,0,0,0,3,2015-020503
51,03,2209,1024,0,,2836,3,1,4,2015,06,18,020503,8100088,0,0,1,VAJN2209.pdf,00083111.tif,ORIGINAL,1,YFT,4711,0205,3,0,0,0,0,0,3,2015-020503
51,03,2209,1025,0,,2836,3,1,4,2015,06,18,020503,8100088,0,0,1,VAJN2209.pdf,00083111.tif,ORIGINAL,0,WAHOO,4720,0205,1,1,1,0,0,0,3,2015-020503
51,04,2209,1026,0,,2836,3,1,6,2015,06,18,020504,8100088,1,0,1,VAJN2209.pdf,00083113.tif,ORIGINAL,0,DOLPHIN,1050,0205,2,9,9,0,0,0,3,2015-020504
51,04,2209,1027,0,,2836,3,1,6,2015,06,18,020504,8100088,1,0,1,VAJN2209.pdf,00083113.tif,ORIGINAL,1,WHITE MARLIN,2161,0205,1,0,0,0,0,0,3,2015-020504
51,04,2209,1028,0,,2836,3,1,6,2015,06,18,020504,8100088,1,0,1,VAJN2209.pdf,00083113.tif,ORIGINAL,0,YFT,4711,0205,3,1,1,0,0,0,3,2015-020504
51,01,2211,1029,0,,7415,3,1,3,2015,06,11,012301,8100088,0,0,2,VAJN2211.pdf,00082692.tif,ORIGINAL,0,DOLPHIN,1050,0123,2,6,6,0,0,0,2,2015-012301
51,01,2211,1030,0,,7415,3,1,3,2015,06,11,012301,8100088,0,0,2,VAJN2211.pdf,00082692.tif,ORIGINAL,0,BLACK SEA BASS,3350,0123,3,27,27,0,0,0,2,2015-012301
51,01,2211,1031,1,RARE OR ILLEGAL SPECIES KEPT;,7415,3,1,3,2015,06,11,012301,8100088,0,1,2,VAJN2211.pdf,00082692.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0123,4,24,11,0,0,0,2,2015-012301
51,01,2211,1032,0,,7415,3,1,3,2015,06,11,012301,8100088,0,0,2,VAJN2211.pdf,00082692.tif,ORIGINAL,0,TRIGGERFISH,4560,0123,5,1,0,0,0,0,2,2015-012301
51,01,2211,1033,0,,7415,3,1,3,2015,06,11,012301,8100088,0,0,2,VAJN2211.pdf,00082692.tif,ORIGINAL,0,YFT,4711,0123,1,1,1,0,0,0,2,2015-012301
51,02,2211,1034,0,,7415,3,1,6,2015,06,11,012302,8100088,0,0,1,VAJN2211.pdf,00082694.tif,ORIGINAL,0,DOLPHIN,1050,0123,1,22,22,0,0,0,3,2015-012302
51,03,2211,1035,0,,7415,3,1,5,2015,06,11,012303,8100088,0,0,1,VAJN2211.pdf,00082696.tif,ORIGINAL,0,GREATER AMBERJACK,30,0123,3,6,6,0,0,0,3,2015-012303
51,03,2211,1036,0,,7415,3,1,5,2015,06,11,012303,8100088,0,0,1,VAJN2211.pdf,00082696.tif,ORIGINAL,0,DOLPHIN,1050,0123,2,18,18,0,0,0,3,2015-012303
51,03,2211,1037,0,,7415,3,1,5,2015,06,11,012303,8100088,0,0,1,VAJN2211.pdf,00082696.tif,ORIGINAL,0,YFT,4711,0123,1,4,4,0,0,0,3,2015-012303
51,04,2211,1038,0,,7415,3,1,5,2015,06,11,012304,8100088,0,0,2,VAJN2211.pdf,00082698.tif,ORIGINAL,0,DOLPHIN,1050,0123,1,19,19,0,0,0,2,2015-012304
51,05,2211,1039,0,,7415,3,1,6,2015,06,11,012305,8100088,0,0,1,VAJN2211.pdf,00082700.tif,ORIGINAL,0,ATLANTIC BONITO,330,0123,2,1,0,0,0,0,3,2015-012305
51,05,2211,1040,0,,7415,3,1,6,2015,06,11,012305,8100088,0,0,1,VAJN2211.pdf,00082700.tif,ORIGINAL,0,YFT,4711,0123,1,5,5,0,0,0,3,2015-012305
51,05,2211,1041,0,,7415,3,1,6,2015,06,11,012305,8100088,0,0,1,VAJN2211.pdf,00082700.tif,ORIGINAL,1,DUSKY SHARK,4841,0123,3,0,0,0,0,0,3,2015-012305
51,01,2213,1042,0,,7415,3,1,6,2015,06,16,019801,8100088,0,0,2,VAJN2213.pdf,00083087.tif,ORIGINAL,0,BLUEFISH,230,0198,3,4,0,0,0,0,3,2015-019801
51,01,2213,1043,0,,7415,3,1,6,2015,06,16,019801,8100088,0,0,2,VAJN2213.pdf,00083087.tif,ORIGINAL,0,SPANISH MACKEREL,3840,0198,2,8,0,0,0,0,3,2015-019801
51,01,2213,1044,1,ALIVE;,7415,3,1,6,2015,06,16,019801,8100088,1,0,2,VAJN2213.pdf,00083087.tif,ORIGINAL,3,BULL SHARK,4891,0198,1,0,0,0,0,0,3,2015-019801
51,02,2213,1045,0,,7415,3,1,6,2015,06,16,019802,8100088,1,0,1,VAJN2213.pdf,00083089.tif,ORIGINAL,0,BLUEFISH,230,0198,3,11,11,0,0,0,3,2015-019802
51,02,2213,1046,0,,7415,3,1,6,2015,06,16,019802,8100088,1,0,1,VAJN2213.pdf,00083089.tif,ORIGINAL,0,DOLPHIN,1050,0198,1,7,7,0,0,0,3,2015-019802
51,02,2213,1047,0,,7415,3,1,6,2015,06,16,019802,8100088,1,0,1,VAJN2213.pdf,00083089.tif,ORIGINAL,1,BLUE MARLIN,2171,0198,4,0,0,0,0,0,3,2015-019802
51,02,2213,1048,0,,7415,3,1,6,2015,06,16,019802,8100088,1,0,1,VAJN2213.pdf,00083089.tif,ORIGINAL,0,LITTLE TUNNY,4681,0198,2,5,5,0,0,0,3,2015-019802
51,03,2213,1049,0,,7415,3,1,6,2015,06,16,019803,8100088,0,0,1,VAJN2213.pdf,00083091.tif,ORIGINAL,0,GREATER AMBERJACK,30,0198,2,1,1,0,0,0,3,2015-019803
51,03,2213,1050,0,,7415,3,1,6,2015,06,16,019803,8100088,0,0,1,VAJN2213.pdf,00083091.tif,ORIGINAL,0,DOLPHIN,1050,0198,3,11,11,0,0,0,3,2015-019803
51,03,2213,1051,0,,7415,3,1,6,2015,06,16,019803,8100088,0,0,1,VAJN2213.pdf,00083091.tif,ORIGINAL,0,LITTLE TUNNY,4681,0198,1,3,3,0,0,0,3,2015-019803
51,04,2213,1052,0,,7415,3,1,6,2015,06,16,019804,8100088,0,0,1,VAJN2213.pdf,00083093.tif,ORIGINAL,0,DOLPHIN,1050,0198,1,3,3,0,0,0,3,2015-019804
51,04,2213,1053,0,,7415,3,1,6,2015,06,16,019804,8100088,0,0,1,VAJN2213.pdf,00083093.tif,ORIGINAL,0,BLACK SEA BASS,3350,0198,3,1,1,0,0,0,3,2015-019804
51,04,2213,1054,0,,7415,3,1,6,2015,06,16,019804,8100088,0,0,1,VAJN2213.pdf,00083093.tif,ORIGINAL,0,TILEFISH,4470,0198,4,4,4,0,0,0,3,2015-019804
51,04,2213,1055,0,,7415,3,1,6,2015,06,16,019804,8100088,0,0,1,VAJN2213.pdf,00083093.tif,ORIGINAL,0,WAHOO,4720,0198,2,1,1,0,0,0,3,2015-019804
51,01,2214,1056,0,,7421,3,1,6,2015,06,17,019901,8100088,0,0,1,VAJN2214.pdf,00083097.tif,ORIGINAL,0,DOLPHIN,1050,0199,1,18,18,0,0,0,3,2015-019901
51,01,2214,1057,0,,7421,3,1,6,2015,06,17,019901,8100088,0,0,1,VAJN2214.pdf,00083097.tif,ORIGINAL,0,YFT,4711,0199,2,1,1,0,0,0,3,2015-019901
51,02,2214,1058,0,,7421,3,1,5,2015,06,17,019902,8100088,0,0,2,VAJN2214.pdf,00083099.tif,ORIGINAL,0,DOLPHIN,1050,0199,1,3,3,0,0,0,3,2015-019902
51,02,2214,1059,0,,7421,3,1,5,2015,06,17,019902,8100088,0,0,2,VAJN2214.pdf,00083099.tif,ORIGINAL,2,BLUE MARLIN,2171,0199,3,0,0,0,0,0,3,2015-019902
51,02,2214,1060,0,,7421,3,1,5,2015,06,17,019902,8100088,0,0,2,VAJN2214.pdf,00083099.tif,ORIGINAL,0,YFT,4711,0199,2,1,1,0,0,0,3,2015-019902
51,01,2217,1061,0,,6633,3,1,5,2015,06,25,030401,8101832,0,0,2,VAJN2217.pdf,00083969.tif,ORIGINAL,0,DOLPHIN,1050,0304,1,3,0,0,0,1,3,2015-030401
51,02,2217,1062,0,,6633,3,1,6,2015,06,25,030402,8100088,0,0,1,VAJN2217.pdf,00083971.tif,ORIGINAL,0,GREATER AMBERJACK,30,0304,3,6,6,0,0,0,3,2015-030402
51,02,2217,1063,0,,6633,3,1,6,2015,06,25,030402,8100088,0,0,1,VAJN2217.pdf,00083971.tif,ORIGINAL,0,DOLPHIN,1050,0304,1,3,3,0,0,0,3,2015-030402
51,02,2217,1064,1,CAUGHT OUT OF AREA;,6633,3,1,6,2015,06,25,030402,8100088,0,0,1,VAJN2217.pdf,00083971.tif,ORIGINAL,0,ATLANTIC MACKEREL,2120,0304,4,5,5,0,0,0,3,2015-030402
51,02,2217,1065,0,,6633,3,1,6,2015,06,25,030402,8100088,0,0,1,VAJN2217.pdf,00083971.tif,ORIGINAL,0,SPANISH MACKEREL,3840,0304,2,2,2,0,0,0,3,2015-030402
51,03,2217,1066,0,,6633,3,1,5,2015,06,25,030403,8100088,0,0,2,VAJN2217.pdf,00083973.tif,ORIGINAL,0,YFT,4711,0304,1,1,1,0,0,0,2,2015-030403
51,04,2217,1067,0,,6633,3,1,5,2015,06,25,030404,8100088,0,1,1,VAJN2217.pdf,00083975.tif,ORIGINAL,0,DOLPHIN,1050,0304,2,1,1,0,0,0,3,2015-030404
51,04,2217,1068,0,,6633,3,1,5,2015,06,25,030404,8100088,0,1,1,VAJN2217.pdf,00083975.tif,ORIGINAL,1,BLUE MARLIN,2171,0304,3,0,0,0,0,0,3,2015-030404
51,04,2217,1069,0,,6633,3,1,5,2015,06,25,030404,8100088,0,1,1,VAJN2217.pdf,00083975.tif,ORIGINAL,0,YFT,4711,0304,1,2,2,0,0,0,3,2015-030404
51,05,2217,1070,0,,6633,3,1,4,2015,06,25,030405,8100088,0,0,2,VAJN2217.pdf,00083977.tif,ORIGINAL,0,DOLPHIN,1050,0304,1,1,0,0,0,0,2,2015-030405
51,06,2217,1071,0,,6633,3,1,6,2015,06,25,030406,8100088,0,0,2,VAJN2217.pdf,00083979.tif,ORIGINAL,0,DOLPHIN,1050,0304,2,3,1,0,0,1,2,2015-030406
51,06,2217,1072,0,,6633,3,1,6,2015,06,25,030406,8100088,0,0,2,VAJN2217.pdf,00083979.tif,ORIGINAL,0,BIGEYE TUNA,4691,0304,1,1,1,0,0,1,2,2015-030406
51,07,2217,1073,0,,6633,3,1,6,2015,06,25,030407,8100088,0,0,1,VAJN2217.pdf,00083981.tif,ORIGINAL,0,DOLPHIN,1050,0304,2,2,1,0,0,0,3,2015-030407
51,07,2217,1074,0,,6633,3,1,6,2015,06,25,030407,8100088,0,0,1,VAJN2217.pdf,00083981.tif,ORIGINAL,0,BIGEYE TUNA,4691,0304,1,1,1,0,0,1,3,2015-030407
51,08,2217,1075,0,,6633,3,1,5,2015,06,25,030408,8100088,1,0,2,VAJN2217.pdf,00083983.tif,ORIGINAL,0,DOLPHIN,1050,0304,2,4,4,0,0,1,3,2015-030408
51,08,2217,1076,0,,6633,3,1,5,2015,06,25,030408,8100088,1,0,2,VAJN2217.pdf,00083983.tif,ORIGINAL,2,YFT,4711,0304,1,2,2,0,0,2,3,2015-030408
51,09,2217,1077,0,,6633,3,1,6,2015,06,25,030409,8100088,0,0,2,VAJN2217.pdf,00083985.tif,ORIGINAL,0,DOLPHIN,1050,0304,1,3,0,0,0,0,3,2015-030409
