intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,filestat,s_index,serrflag,sprobfld,id
6783,2,1,2011,06,05,002405,0051599,0,0,10,05,1101,1,dejn1101.tif,00035118.tif,1050,0024,9996,9996,962,1,9996,0,3,ORIGINAL,17,0,,2011-002405
6936,5,1,2011,06,18,016305,0471493,0,0,24,05,1103,1,mdjn1103.tif,00035759.tif,1050,0163,9996,9996,962,1,9996,0,1,ORIGINAL,34,0,,2011-016305
6416,10,1,2011,06,16,017601,0290894,0,0,34,01,2206,1,njjn2206.tif,00035920.tif,1050,0176,9996,9996,963,2,9996,0,8,ORIGINAL,65,0,,2011-017601
6778,7,1,2011,06,26,029403,0010024,0,1,51,03,1108,1,vajn1108.tif,00036939.tif,1050,0294,9996,9996,966,1,9996,0,2,ORIGINAL,127,0,,2011-029403
7393,1,1,2011,06,11,011205,8100002,0,0,51,05,1201,1,vajn1201.tif,00035545.tif,1050,0112,9996,9996,966,8,9996,0,4,ORIGINAL,167,0,,2011-011205
6633,3,1,2011,06,26,025103,8100088,0,0,51,03,1208,1,vajn1208.tif,00036503.tif,1050,0251,9996,9996,971,1,9996,0,2,ORIGINAL,97,0,,2011-025103
7392,1,1,2011,06,18,018802,8100002,0,0,51,02,1105,1,vajn1105.tif,00036031.tif,1050,0188,9996,9996,971,1,9996,0,3,ORIGINAL,143,0,,2011-018802
7393,1,1,2011,06,11,011203,8100002,0,0,51,03,1201,1,vajn1201.tif,00035541.tif,1050,0112,9996,9996,972,2,9996,0,3,ORIGINAL,158,0,,2011-011203
7393,1,1,2011,06,11,011205,8100002,0,0,51,05,1201,1,vajn1201.tif,00035545.tif,1050,0112,9996,9996,972,8,9996,0,2,ORIGINAL,165,0,,2011-011205
7393,1,1,2011,06,11,011206,8100002,0,1,51,06,1201,1,vajn1201.tif,00035547.tif,1050,0112,9996,9996,974,8,9996,0,2,ORIGINAL,169,0,,2011-011206
7393,1,1,2011,06,11,011205,8100002,0,0,51,05,1201,1,vajn1201.tif,00035545.tif,1050,0112,9996,9996,976,8,9996,0,1,ORIGINAL,164,0,,2011-011205
6416,10,1,2011,06,16,017601,0290894,0,0,34,01,2206,1,njjn2206.tif,00035920.tif,1050,0176,9996,9996,983,1,9996,0,1,ORIGINAL,63,0,,2011-017601
6936,5,1,2011,06,27,025803,0471493,0,0,24,03,2104,1,mdjn2104.tif,00036559.tif,1050,0258,9996,9996,984,2,9996,0,5,ORIGINAL,49,0,,2011-025803
7392,1,1,2011,06,26,027402,8100002,0,0,51,02,1207,1,vajn1207.tif,00036754.tif,1050,0274,9996,9996,984,2,9996,0,2,ORIGINAL,146,0,,2011-027402
6936,5,1,2011,06,19,016503,0471493,0,0,24,03,1108,1,mdjn1108.tif,00035781.tif,1050,0165,9996,9996,1001,1,9996,0,1,ORIGINAL,35,0,,2011-016503
7326,3,1,2011,06,26,024507,0470853,0,0,24,07,1104,1,mdjn1104.tif,00036452.tif,1050,0245,9996,9996,1010,1,9996,0,2,ORIGINAL,56,0,,2011-024507
6633,1,1,2011,06,12,011001,8100091,0,0,51,01,1110,1,vajn1110.tif,00035526.tif,1050,0110,9996,9996,1011,2,9996,0,1,ORIGINAL,77,0,,2011-011001
6936,5,1,2011,06,19,016503,0471493,0,0,24,03,1108,1,mdjn1108.tif,00035781.tif,1050,0165,9996,9996,1015,2,9996,0,5,ORIGINAL,39,0,,2011-016503
6633,3,1,2011,06,26,025103,8100088,0,0,51,03,1208,1,vajn1208.tif,00036503.tif,1050,0251,9996,9996,1031,1,9996,0,1,ORIGINAL,96,0,,2011-025103
6778,8,1,2011,06,25,028209,0010955,1,1,51,09,1107,1,vajn1107.tif,00036831.tif,1050,0282,9996,9996,1032,1,9996,0,3,ORIGINAL,125,0,,2011-028209
2836,1,1,2011,06,21,021601,8100091,0,0,51,01,2102,1,vajn2102.tif,00036157.tif,1050,0216,9996,9996,1034,1,9996,0,3,ORIGINAL,69,0,,2011-021601
6936,5,1,2011,06,27,025803,0471493,0,0,24,03,2104,1,mdjn2104.tif,00036559.tif,1050,0258,9996,9996,1072,1,9996,2,6,ORIGINAL,50,0,,2011-025803
7326,3,1,2011,06,26,024507,0470853,0,0,24,07,1104,1,mdjn1104.tif,00036452.tif,1050,0245,9996,9996,1090,1,9996,0,1,ORIGINAL,55,0,,2011-024507
7326,7,1,2011,06,25,025702,0470938,0,1,24,02,1111,1,mdjn1111.tif,00036543.tif,1050,0257,9996,9996,1100,7,9996,2,4,ORIGINAL,59,0,,2011-025702
6778,7,1,2011,06,11,010704,0010024,0,1,51,04,1103,1,vajn1103.tif,00035513.tif,1050,0107,9996,9996,1112,2,9996,0,1,ORIGINAL,101,0,,2011-010704
6633,1,1,2011,06,12,011001,8100091,0,0,51,01,1110,1,vajn1110.tif,00035526.tif,1050,0110,9996,9996,1134,2,9996,0,8,ORIGINAL,83,0,,2011-011001
7393,1,1,2011,06,11,011203,8100002,0,0,51,03,1201,1,vajn1201.tif,00035541.tif,1050,0112,9996,9996,1154,2,9996,0,4,ORIGINAL,159,1,LENGTH;,2011-011203
6633,3,1,2011,06,22,022901,8100088,0,0,51,01,2215,1,vajn2215.tif,00036305.tif,2161,0229,1889,1662,9996,6,9996,0,99,ORIGINAL,172,0,,2011-022901
6633,3,1,2011,06,26,025106,8100088,0,0,51,06,1208,1,vajn1208.tif,00036509.tif,2161,0251,2044,1762,9996,6,9996,0,99,ORIGINAL,173,0,,2011-025106
6855,1,1,2011,06,18,023615,0590213,0,0,36,15,1209,1,nyjn1209.tif,00036378.tif,3531,0236,9996,9996,1794,1,9996,0,1,ORIGINAL,184,0,,2011-023615
6982,5,1,2011,06,25,027001,1030037,0,0,36,01,1203,1,nyjn1203.tif,00036686.tif,3531,0270,9996,9996,1880,1,9996,0,1,ORIGINAL,186,0,,2011-027001
6855,1,1,2011,06,18,023604,0590213,0,0,36,04,1209,1,nyjn1209.tif,00036356.tif,3531,0236,9996,9996,1917,1,9996,0,1,ORIGINAL,180,0,,2011-023604
6855,1,1,2011,06,18,023610,0590213,0,0,36,10,1209,1,nyjn1209.tif,00036368.tif,3531,0236,9996,9996,1929,1,9996,0,1,ORIGINAL,182,0,,2011-023610
6982,5,1,2011,06,25,027005,1030037,0,0,36,05,1203,1,nyjn1203.tif,00036693.tif,3531,0270,9996,9996,1936,1,9996,0,1,ORIGINAL,187,0,,2011-027005
6855,1,1,2011,06,18,023603,0590213,0,0,36,03,1209,1,nyjn1209.tif,00036354.tif,3531,0236,9996,9996,1950,1,9996,0,1,ORIGINAL,179,0,,2011-023603
6855,1,1,2011,06,18,023602,0590213,0,0,36,02,1209,1,nyjn1209.tif,00036352.tif,3531,0236,9996,9996,2009,1,9996,0,1,ORIGINAL,178,0,,2011-023602
6855,1,1,2011,06,18,023612,0590213,0,0,36,12,1209,1,nyjn1209.tif,00036372.tif,3531,0236,9996,9996,2055,2,9996,0,1,ORIGINAL,183,0,,2011-023612
6757,2,1,2011,06,25,026905,1030342,1,0,36,05,1106,1,nyjn1106.tif,00036722.tif,3531,0269,9996,9996,2069,2,9996,0,1,ORIGINAL,176,0,,2011-026905
6855,1,1,2011,06,18,023618,0590213,0,0,36,18,1209,1,nyjn1209.tif,00036384.tif,3531,0236,9996,9996,2181,1,9996,0,1,ORIGINAL,185,0,,2011-023618
6757,2,1,2011,06,25,026904,1030342,0,0,36,04,1106,1,nyjn1106.tif,00036720.tif,3531,0269,9996,9996,2227,2,9996,0,1,ORIGINAL,175,0,,2011-026904
6757,2,1,2011,06,25,026908,1030342,0,0,36,08,1106,1,nyjn1106.tif,00036728.tif,3531,0269,9996,9996,2305,2,9996,0,1,ORIGINAL,177,0,,2011-026908
6855,1,1,2011,06,18,023606,0590213,0,0,36,06,1209,1,nyjn1209.tif,00036360.tif,3531,0236,9996,9996,2331,2,9996,0,1,ORIGINAL,181,0,,2011-023606
6013,10,1,2011,06,24,027901,0290279,0,0,34,01,2130,1,njjn2130.tif,00036802.tif,3531,0279,9996,9996,2461,2,9996,0,1,ORIGINAL,174,0,,2011-027901
6936,3,1,2011,06,02,001101,0470853,0,0,24,01,2205,1,mdjn2205.tif,00035046.tif,3551,0011,9996,9996,1472,2,9996,0,1,ORIGINAL,192,0,,2011-001101
6416,10,1,2011,06,18,017205,0299118,0,0,34,05,1204,1,njjn1204.tif,00035883.tif,3551,0172,9996,9996,1482,1,9996,0,1,ORIGINAL,205,0,,2011-017205
6936,5,1,2011,06,18,016308,0471493,0,0,24,08,1103,1,mdjn1103.tif,00035765.tif,3551,0163,9996,9996,1498,2,9996,2,1,ORIGINAL,196,0,,2011-016308
6708,3,1,2011,06,04,006103,0090062,0,0,34,03,1201,1,njjn1201.tif,00035306.tif,3551,0061,9996,9996,1531,2,9996,0,1,ORIGINAL,214,0,,2011-006103
7326,7,1,2011,06,25,025705,0470938,0,0,24,05,1111,1,mdjn1111.tif,00036549.tif,3551,0257,9996,9996,1550,1,9996,0,2,ORIGINAL,198,0,,2011-025705
6416,6,1,2011,06,25,024607,0251005,1,0,34,07,1111,1,njjn1111.tif,00036472.tif,3551,0246,9996,9996,1554,2,9996,0,1,ORIGINAL,212,0,,2011-024607
6855,1,1,2011,06,18,023614,0590213,1,0,36,14,1209,1,nyjn1209.tif,00036376.tif,3551,0236,9996,9996,1603,1,9996,0,1,ORIGINAL,233,0,,2011-023614
6708,3,1,2011,06,04,006104,0090385,0,1,34,04,1201,1,njjn1201.tif,00035308.tif,3551,0061,9996,9996,1604,1,9996,2,1,ORIGINAL,215,0,,2011-006104
6783,2,1,2011,06,05,002403,0051599,0,0,10,03,1101,1,dejn1101.tif,00035114.tif,3551,0024,9996,9996,1632,2,9996,0,1,ORIGINAL,188,0,,2011-002403
6757,2,1,2011,06,25,026909,1030342,0,0,36,09,1106,1,nyjn1106.tif,00036730.tif,3551,0269,9996,9996,1634,2,9996,0,1,ORIGINAL,224,0,,2011-026909
6013,10,1,2011,06,19,017303,0299009,0,1,34,03,1215,1,njjn1215.tif,00035868.tif,3551,0173,9996,9996,1668,1,9996,2,1,ORIGINAL,200,0,,2011-017303
6416,6,1,2011,06,26,026205,0251808,0,0,34,05,1206,1,njjn1206.tif,00036657.tif,3551,0262,9996,9996,1701,2,9996,0,1,ORIGINAL,213,0,,2011-026205
7367,9,4,2011,06,11,010101,0299207,0,0,34,01,1107,1,njjn1107.tif,00035478.tif,3551,0101,9996,9996,1705,1,9996,0,1,ORIGINAL,216,0,,2011-010101
6416,10,1,2011,06,16,017602,0290894,0,0,34,02,2206,1,njjn2206.tif,00035922.tif,3551,0176,9996,9996,1723,1,9996,0,1,ORIGINAL,208,0,,2011-017602
6757,4,1,2011,06,17,018713,1030085,0,0,36,13,2210,1,nyjn2210.tif,00035989.tif,3551,0187,9996,9996,1745,2,9996,0,1,ORIGINAL,219,0,,2011-018713
6757,2,1,2011,06,25,026910,1030342,0,0,36,10,1106,1,nyjn1106.tif,00036732.tif,3551,0269,9996,9996,1767,2,9996,0,1,ORIGINAL,225,0,,2011-026910
6855,1,1,2011,06,18,023625,0590213,0,0,36,25,1209,1,nyjn1209.tif,00036398.tif,3551,0236,9996,9996,1769,1,9996,0,1,ORIGINAL,238,0,,2011-023625
6416,10,1,2011,06,18,017202,0290279,0,0,34,02,1204,1,njjn1204.tif,00035877.tif,3551,0172,9996,9996,1775,2,9996,0,1,ORIGINAL,204,0,,2011-017202
6757,2,1,2011,06,25,026913,1030342,0,0,36,13,1106,1,nyjn1106.tif,00036738.tif,3551,0269,9996,9996,1776,1,9996,0,1,ORIGINAL,227,0,,2011-026913
6416,6,1,2011,06,25,024603,0251808,0,0,34,03,1111,1,njjn1111.tif,00036464.tif,3551,0246,9996,9996,1786,2,9996,0,1,ORIGINAL,210,0,,2011-024603
6982,5,1,2011,06,25,027002,1030037,0,1,36,02,1203,1,nyjn1203.tif,00036688.tif,3551,0270,9996,9996,1808,1,9996,0,1,ORIGINAL,242,0,,2011-027002
6757,2,1,2011,06,25,026914,1030342,0,0,36,14,1106,1,nyjn1106.tif,00036740.tif,3551,0269,9996,9996,1820,1,9996,0,1,ORIGINAL,228,0,,2011-026914
6982,4,1,2011,06,18,021218,1030085,0,0,36,18,1110,1,nyjn1110.tif,00036242.tif,3551,0212,9996,9996,1822,1,9996,0,1,ORIGINAL,241,0,,2011-021218
6013,10,1,2011,06,24,027902,0290279,0,1,34,02,2130,1,njjn2130.tif,00036804.tif,3551,0279,9996,9996,1824,1,9996,0,1,ORIGINAL,202,0,,2011-027902
6855,1,1,2011,06,18,023620,0590213,0,0,36,20,1209,1,nyjn1209.tif,00036388.tif,3551,0236,9996,9996,1825,2,9996,0,1,ORIGINAL,235,0,,2011-023620
6936,3,1,2011,06,02,001104,0470853,0,0,24,04,2205,1,mdjn2205.tif,00035052.tif,3551,0011,9996,9996,1829,2,9996,2,1,ORIGINAL,193,0,,2011-001104
6855,1,1,2011,06,18,023617,0590213,0,0,36,17,1209,1,nyjn1209.tif,00036382.tif,3551,0236,9996,9996,1829,2,9996,0,1,ORIGINAL,234,0,,2011-023617
7326,7,1,2011,06,03,003302,0470938,0,1,24,02,2101,1,mdjn2101.tif,00035151.tif,3551,0033,9996,9996,1830,8,9996,0,1,ORIGINAL,197,0,,2011-003302
6757,2,1,2011,06,25,026902,1030342,0,0,36,02,1106,1,nyjn1106.tif,00036716.tif,3551,0269,9996,9996,1843,1,9996,0,1,ORIGINAL,221,0,,2011-026902
6757,4,1,2011,06,17,018712,1030085,0,0,36,12,2210,1,nyjn2210.tif,00035987.tif,3551,0187,9996,9996,1844,1,9996,0,1,ORIGINAL,218,0,,2011-018712
6416,10,1,2011,06,18,017208,0299009,0,0,34,08,1204,1,njjn1204.tif,00035890.tif,3551,0172,9996,9996,1862,1,9996,0,1,ORIGINAL,206,0,,2011-017208
6757,4,1,2011,06,17,018715,1030085,0,0,36,15,2210,1,nyjn2210.tif,00035993.tif,3551,0187,9996,9996,1877,2,9996,0,1,ORIGINAL,220,0,,2011-018715
6855,1,1,2011,06,18,023626,0590213,0,0,36,26,1209,1,nyjn1209.tif,00036400.tif,3551,0236,9996,9996,1882,1,9996,0,1,ORIGINAL,239,0,,2011-023626
6447,3,1,2011,06,05,004307,0470853,0,0,24,07,1201,1,mdjn1201.tif,00035206.tif,3551,0043,9996,9996,1884,1,9996,2,1,ORIGINAL,190,0,,2011-004307
6982,5,1,2011,06,25,027008,1030037,0,0,36,08,1203,1,nyjn1203.tif,00036701.tif,3551,0270,9996,9996,1885,1,9996,0,1,ORIGINAL,244,0,,2011-027008
6936,3,1,2011,06,03,003502,0470853,0,0,24,02,2201,1,mdjn2201.tif,00035165.tif,3551,0035,9996,9996,1886,2,9996,2,1,ORIGINAL,194,0,,2011-003502
6416,6,1,2011,06,25,024604,0251808,0,0,34,04,1111,1,njjn1111.tif,00036466.tif,3551,0246,9996,9996,1904,2,9996,0,1,ORIGINAL,211,0,,2011-024604
6855,1,1,2011,06,18,023629,0590213,0,0,36,29,1209,1,nyjn1209.tif,00036406.tif,3551,0236,9996,9996,1905,1,9996,0,1,ORIGINAL,240,0,,2011-023629
6757,2,1,2011,06,25,026903,1030342,0,0,36,03,1106,1,nyjn1106.tif,00036718.tif,3551,0269,9996,9996,1932,2,9996,0,1,ORIGINAL,222,0,,2011-026903
6855,1,1,2011,06,18,023611,0590213,0,0,36,11,1209,1,nyjn1209.tif,00036370.tif,3551,0236,9996,9996,1942,2,9996,0,1,ORIGINAL,231,0,,2011-023611
6936,3,1,2011,06,03,003503,0470853,0,0,24,03,2201,1,mdjn2201.tif,00035167.tif,3551,0035,9996,9996,1952,2,9996,2,1,ORIGINAL,195,0,,2011-003503
6757,2,1,2011,06,25,026906,1030342,0,0,36,06,1106,1,nyjn1106.tif,00036724.tif,3551,0269,9996,9996,1966,2,9996,0,1,ORIGINAL,223,0,,2011-026906
6855,1,1,2011,06,18,023622,0590213,0,0,36,22,1209,1,nyjn1209.tif,00036392.tif,3551,0236,9996,9996,1980,1,9996,0,1,ORIGINAL,236,0,,2011-023622
6855,1,1,2011,06,18,023613,0590213,0,0,36,13,1209,1,nyjn1209.tif,00036374.tif,3551,0236,9996,9996,1982,2,9996,0,1,ORIGINAL,232,0,,2011-023613
6855,1,1,2011,06,18,023624,0590213,0,0,36,24,1209,1,nyjn1209.tif,00036396.tif,3551,0236,9996,9996,1982,2,9996,0,1,ORIGINAL,237,0,,2011-023624
6416,6,1,2011,06,25,024602,0251050,0,0,34,02,1111,1,njjn1111.tif,00036462.tif,3551,0246,9996,9996,1985,2,9996,0,1,ORIGINAL,209,0,,2011-024602
6855,1,1,2011,06,18,023608,0590213,0,0,36,08,1209,1,nyjn1209.tif,00036364.tif,3551,0236,9996,9996,2003,2,9996,0,1,ORIGINAL,230,0,,2011-023608
6757,2,1,2011,06,25,026911,1030342,0,0,36,11,1106,1,nyjn1106.tif,00036734.tif,3551,0269,9996,9996,2013,2,9996,0,1,ORIGINAL,226,0,,2011-026911
6013,10,1,2011,06,24,027903,0290279,0,0,34,03,2130,1,njjn2130.tif,00036806.tif,3551,0279,9996,9996,2015,2,9996,0,1,ORIGINAL,203,0,,2011-027903
6416,10,1,2011,06,18,017209,0299009,0,0,34,09,1204,1,njjn1204.tif,00035892.tif,3551,0172,9996,9996,2075,2,9996,0,1,ORIGINAL,207,0,,2011-017209
6982,5,1,2011,06,25,027006,1030037,0,0,36,06,1203,1,nyjn1203.tif,00036697.tif,3551,0270,9996,9996,2104,1,9996,0,1,ORIGINAL,243,0,,2011-027006
6757,2,1,2011,06,18,018403,1039001,0,0,36,03,1109,1,nyjn1109.tif,00035953.tif,3551,0184,9996,9996,2108,2,9996,0,1,ORIGINAL,217,0,,2011-018403
6013,3,1,2011,06,11,013301,0090900,0,0,34,01,1210,1,njjn1210.tif,00035650.tif,3551,0133,9996,9996,2143,1,9996,0,1,ORIGINAL,199,0,,2011-013301
6783,2,1,2011,06,07,007302,0051599,0,0,10,02,2203,1,dejn2203.tif,00035350.tif,3551,0073,9996,9996,2167,2,9996,2,1,ORIGINAL,189,0,,2011-007302
6013,10,1,2011,06,25,026502,0290279,0,1,34,02,1216,1,njjn1216.tif,00036618.tif,3551,0265,9996,9996,2244,2,9996,0,1,ORIGINAL,201,0,,2011-026502
6855,1,1,2011,06,18,023601,0590213,0,0,36,01,1209,1,nyjn1209.tif,00036350.tif,3551,0236,9996,9996,2304,2,9996,0,1,ORIGINAL,229,0,,2011-023601
6783,3,1,2011,06,22,023503,0470853,0,0,24,03,2111,1,mdjn2111.tif,00036337.tif,3551,0235,9996,9996,2632,2,9996,0,1,ORIGINAL,191,1,LENGTH;,2011-023503
6447,3,1,2011,06,05,004310,0470853,1,0,24,10,1201,1,mdjn1201.tif,00035212.tif,4328,0043,2223,1451,9996,6,9996,0,99,ORIGINAL,245,0,,2011-004310
7370,3,1,2011,06,19,023004,0090900,0,0,34,04,1110,1,njjn1110.tif.tif,00036319.tif,4661,0230,9996,9996,432,6,483,0,2,ORIGINAL,255,0,,2011-023004
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,4661,0223,9996,9996,452,6,463,0,8,ORIGINAL,248,0,,2011-022301
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,4661,0223,9996,9996,460,6,468,0,9,ORIGINAL,249,0,,2011-022301
6633,1,1,2011,06,19,019404,8100002,0,0,51,04,1205,1,vajn1205.tif,00036086.tif,4661,0194,9996,9996,462,6,471,0,1,ORIGINAL,256,0,,2011-019404
6708,11,1,2011,06,18,016805,0091131,0,0,34,05,1103,1,njjn1103.tif,00035834.tif,4661,0168,9996,9996,464,6,471,0,2,ORIGINAL,253,0,,2011-016805
6936,5,1,2011,06,27,025802,0471493,0,0,24,02,2104,1,mdjn2104.tif,00036557.tif,4661,0258,9996,9996,475,6,486,0,4,ORIGINAL,250,0,,2011-025802
6778,7,1,2011,06,05,005101,0010024,0,0,51,01,1102,1,vajn1102.tif,00035252.tif,4661,0051,9996,9996,492,6,497,0,2,ORIGINAL,257,0,,2011-005101
6708,11,1,2011,06,18,016805,0091131,0,0,34,05,1103,1,njjn1103.tif,00035834.tif,4661,0168,9996,9996,496,6,516,0,3,ORIGINAL,254,0,,2011-016805
6778,7,1,2011,06,05,005101,0010024,0,0,51,01,1102,1,vajn1102.tif,00035252.tif,4661,0051,9996,9996,498,6,502,0,3,ORIGINAL,258,0,,2011-005101
6783,2,1,2011,06,05,002405,0051599,0,0,10,05,1101,1,dejn1101.tif,00035118.tif,4661,0024,9996,9996,510,6,546,0,2,ORIGINAL,247,0,,2011-002405
6416,6,1,2011,06,26,026210,0251050,0,0,34,10,1206,1,njjn1206.tif,00036667.tif,4661,0262,9996,9996,511,6,519,0,3,ORIGINAL,252,0,,2011-026210
6416,6,1,2011,06,26,026210,0251050,0,0,34,10,1206,1,njjn1206.tif,00036667.tif,4661,0262,9996,9996,514,6,521,0,2,ORIGINAL,251,0,,2011-026210
7393,1,1,2011,06,20,020201,8100002,1,0,51,01,2214,1,vajn2214.tif,00036111.tif,4661,0202,9996,9996,523,6,529,0,2,ORIGINAL,259,0,,2011-020201
6783,2,1,2011,06,05,002405,0051599,0,0,10,05,1101,1,dejn1101.tif,00035118.tif,4661,0024,9996,9996,543,6,551,0,1,ORIGINAL,246,0,,2011-002405
7326,7,1,2011,06,25,025704,0470938,1,1,24,04,1111,1,mdjn1111.tif,00036547.tif,4676,0257,9996,9996,1473,6,9997,7,1,ORIGINAL,260,0,,2011-025704
6633,3,1,2011,06,26,025101,8100088,0,0,51,01,1208,1,vajn1208.tif,00036499.tif,4676,0251,9996,9996,9997,6,1504,0,2,ORIGINAL,261,1,LENGTH;,2011-025101
7326,3,1,2011,06,26,024506,0470853,0,0,24,06,1104,1,mdjn1104.tif,00036450.tif,4677,0245,9996,9996,750,6,795,0,1,ORIGINAL,279,0,,2011-024506
7326,7,1,2011,06,19,018001,0470938,0,0,24,01,1109,1,mdjn1109.tif,00036136.tif,4677,0180,9996,9996,760,6,765,0,1,ORIGINAL,274,0,,2011-018001
6936,5,1,2011,06,22,022302,0471493,0,0,24,02,2112,1,mdjn2112.tif,00036270.tif,4677,0223,9996,9996,766,6,771,0,1,ORIGINAL,272,0,,2011-022302
7326,3,1,2011,06,26,024504,0470853,1,0,24,04,1104,1,mdjn1104.tif,00036446.tif,4677,0245,9996,9996,770,6,795,0,1,ORIGINAL,277,0,,2011-024504
6936,5,1,2011,06,18,016304,0471493,0,0,24,04,1103,1,mdjn1103.tif,00035757.tif,4677,0163,9996,9996,783,6,800,0,1,ORIGINAL,270,0,,2011-016304
6936,5,1,2011,06,18,016302,0471493,0,0,24,02,1103,1,mdjn1103.tif,00035753.tif,4677,0163,9996,9996,785,6,791,0,1,ORIGINAL,269,0,,2011-016302
7361,3,1,2011,06,18,017001,0090385,0,0,34,01,1108,1,njjn1108.tif,00035854.tif,4677,0170,9996,9996,790,6,830,0,1,ORIGINAL,285,0,,2011-017001
6783,2,1,2011,06,05,002402,0051599,0,0,10,02,1101,1,dejn1101.tif,00035112.tif,4677,0024,9996,9996,794,6,821,0,1,ORIGINAL,263,0,,2011-002402
7326,7,1,2011,06,19,018002,0470938,0,0,24,02,1109,1,mdjn1109.tif,00036138.tif,4677,0180,9996,9996,800,6,810,0,1,ORIGINAL,275,0,,2011-018002
7326,3,1,2011,06,26,024503,0470853,0,0,24,03,1104,1,mdjn1104.tif,00036444.tif,4677,0245,9996,9996,800,6,830,0,1,ORIGINAL,276,0,,2011-024503
6783,3,1,2011,06,25,025601,0470853,1,0,24,01,1110,1,mdjn1110.tif,00036525.tif,4677,0256,9996,9996,820,6,9997,0,1,ORIGINAL,267,0,,2011-025601
6555,7,1,2011,06,11,009710,0470938,0,0,24,10,1102,1,mdjn1102.tif,00035462.tif,4677,0097,9996,9996,821,6,828,0,1,ORIGINAL,264,0,,2011-009710
6783,4,3,2011,06,21,023201,0470856,0,0,24,01,2110,1,mdjn2110.tif,00036850.tif,4677,0232,9996,9996,824,6,839,0,1,ORIGINAL,265,0,,2011-023201
7326,7,1,2011,06,27,026001,0470938,0,1,24,01,2204,1,mdjn2204.tif,00036585.tif,4677,0260,9996,9996,840,6,960,0,2,ORIGINAL,281,1,CURVE VS. LENGTH;,2011-026001
6778,7,1,2011,06,18,019301,0010025,0,1,51,01,1202,1,vajn1202.tif,00036065.tif,4677,0193,9996,9996,884,6,888,0,1,ORIGINAL,292,0,,2011-019301
6633,3,1,2011,06,21,021701,8100088,0,0,51,01,2103,1,vajn2103.tif,00036163.tif,4677,0217,9996,9996,938,6,973,0,2,ORIGINAL,288,0,,2011-021701
6783,3,1,2011,06,25,025602,0470853,0,0,24,02,1110,1,mdjn1110.tif,00036527.tif,4677,0256,9996,9996,974,6,1004,0,2,ORIGINAL,268,0,,2011-025602
6778,8,4,2011,06,25,028201,0010039,0,0,51,01,1107,1,vajn1107.tif,00036817.tif,4677,0282,9996,9996,993,6,1024,0,1,ORIGINAL,298,0,,2011-028201
6783,3,1,2011,06,22,023501,0470853,0,0,24,01,2111,1,mdjn2111.tif,00036333.tif,4677,0235,9996,9996,996,6,1031,0,3,ORIGINAL,266,0,,2011-023501
6778,8,3,2011,06,25,028203,0010039,0,0,51,03,1107,1,vajn1107.tif,00036821.tif,4677,0282,9996,9996,997,6,1001,0,1,ORIGINAL,300,1,LENGTH;,2011-028203
7326,7,1,2011,06,25,025705,0470938,0,0,24,05,1111,1,mdjn1111.tif,00036549.tif,4677,0257,9996,9996,1010,6,1055,0,1,ORIGINAL,280,0,,2011-025705
6447,2,1,2011,06,06,005505,0051599,0,0,10,05,2104,1,dejn2104.tif,00035276.tif,4677,0055,9996,9996,1012,6,1049,0,1,ORIGINAL,262,0,,2011-005505
6778,7,1,2011,06,16,020101,0010025,0,0,51,01,2213,1,vajn2213.tif,00036107.tif,4677,0201,9996,9996,1012,6,1018,0,1,ORIGINAL,295,0,,2011-020101
6778,7,1,2011,06,26,029404,0010024,1,0,51,04,1108,1,vajn1108.tif,00036941.tif,4677,0294,9996,9996,1013,6,1024,0,1,ORIGINAL,307,0,,2011-029404
2836,1,1,2011,06,21,021602,8100002,0,0,51,02,2102,1,vajn2102.tif,00036159.tif,4677,0216,9996,9996,1017,6,1070,0,2,ORIGINAL,287,0,,2011-021602
7393,1,1,2011,06,20,020201,8100002,0,0,51,01,2214,1,vajn2214.tif,00036111.tif,4677,0202,9996,9996,1021,6,1044,0,1,ORIGINAL,308,0,,2011-020201
2836,1,1,2011,06,21,021601,8100091,0,0,51,01,2102,1,vajn2102.tif,00036157.tif,4677,0216,9996,9996,1022,6,1074,0,1,ORIGINAL,286,0,,2011-021601
6416,10,1,2011,06,15,014601,0290894,0,0,34,01,2201,1,njjn2201.tif,00035687.tif,4677,0146,9996,9996,1023,6,1044,0,1,ORIGINAL,283,0,,2011-014601
6778,8,1,2011,06,24,027602,0010039,0,0,51,02,2105,1,vajn2105.tif,00036786.tif,4677,0276,9996,9996,1033,6,1040,0,1,ORIGINAL,296,0,,2011-027602
6778,7,3,2011,06,27,028301,0010025,0,0,51,01,2217,1,vajn2217.tif,00036835.tif,4677,0283,9996,9996,1034,6,1039,0,1,ORIGINAL,303,0,,2011-028301
6778,7,1,2011,06,26,029402,0010024,0,1,51,02,1108,1,vajn1108.tif,00036937.tif,4677,0294,9996,9996,1034,6,1047,0,1,ORIGINAL,305,0,,2011-029402
