intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,filestat,s_index,serrflag,sprobfld,id
6778,8,1,2011,06,24,027603,0010039,0,0,51,03,2105,1,vajn2105.tif,00036788.tif,4677,0276,9996,9996,1044,6,1048,0,2,ORIGINAL,297,0,,2011-027603
6778,8,3,2011,06,25,028202,0010039,0,0,51,02,1107,1,vajn1107.tif,00036819.tif,4677,0282,9996,9996,1046,6,1051,0,1,ORIGINAL,299,0,,2011-028202
6936,5,1,2011,06,22,022303,0471493,0,0,24,03,2112,1,mdjn2112.tif,00036272.tif,4677,0223,9996,9996,1058,6,1074,0,1,ORIGINAL,273,0,,2011-022303
6013,10,1,2011,06,21,022405,0299009,0,0,34,05,2103,1,njjn2103.tif,00036286.tif,4677,0224,9996,9996,1058,6,1095,0,1,ORIGINAL,282,0,,2011-022405
6778,8,1,2011,06,25,028209,0010955,1,1,51,09,1107,1,vajn1107.tif,00036831.tif,4677,0282,9996,9996,1064,6,1070,0,2,ORIGINAL,302,0,,2011-028209
6778,7,1,2011,06,18,019306,0010024,0,1,51,06,1202,1,vajn1202.tif,00036075.tif,4677,0193,9996,9996,1074,6,1079,0,1,ORIGINAL,294,0,,2011-019306
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,4677,0223,9996,9996,1075,6,1092,0,1,ORIGINAL,271,0,,2011-022301
6778,8,4,2011,06,25,028204,0010039,0,1,51,04,1107,1,vajn1107.tif,00036823.tif,4677,0282,9996,9996,1080,6,1084,0,1,ORIGINAL,301,0,,2011-028204
6633,3,1,2011,06,22,022903,8100088,0,0,51,03,2215,1,vajn2215.tif,00036309.tif,4677,0229,9996,9996,1082,6,1097,0,1,ORIGINAL,290,0,,2011-022903
6778,8,1,2011,06,19,019201,0010039,0,0,51,01,1114,1,vajn1114.tif,00036061.tif,4677,0192,9996,9996,1087,6,1092,0,1,ORIGINAL,291,0,,2011-019201
7326,3,1,2011,06,26,024505,0470853,0,1,24,05,1104,1,mdjn1104.tif,00036448.tif,4711,0245,9996,9996,1090,6,1120,0,2,REVISED,278,0,,2011-024505
6778,7,1,2011,06,26,029403,0010024,0,1,51,03,1108,1,vajn1108.tif,00036939.tif,4677,0294,9996,9996,1091,6,1094,0,1,ORIGINAL,306,1,CURVE VS. LENGTH;,2011-029403
6416,6,1,2011,06,25,024609,0251050,0,0,34,09,1111,1,njjn1111.tif,00036476.tif,4677,0246,9996,9996,1102,6,1121,0,1,ORIGINAL,284,0,,2011-024609
6778,7,1,2011,06,18,019305,0011199,0,0,51,05,1202,1,vajn1202.tif,00036073.tif,4677,0193,9996,9996,1102,6,1106,0,1,ORIGINAL,293,0,,2011-019305
6778,7,1,2011,06,26,029401,0010025,0,0,51,01,1108,1,vajn1108.tif,00036935.tif,4677,0294,9996,9996,1132,6,1138,0,1,ORIGINAL,304,0,,2011-029401
6633,3,1,2011,06,22,022902,8100088,1,0,51,02,2215,1,vajn2215.tif,00036307.tif,4677,0229,9996,9996,9997,6,1100,0,3,ORIGINAL,289,1,LENGTH;,2011-022902
6858,3,1,2011,06,05,008302,1030589,0,0,36,02,1205,1,nyjn1205.tif,00035382.tif,4678,0083,9996,9996,1205,6,1331,0,1,ORIGINAL,311,0,,2011-008302
7326,7,1,2011,06,27,026001,0470938,0,1,24,01,2204,1,mdjn2204.tif,00036585.tif,4678,0260,9996,9996,1240,6,1370,0,1,ORIGINAL,309,0,,2011-026001
6757,2,1,2011,06,08,008402,1031780,0,0,36,02,2206,1,nyjn2206.tif,00035394.tif,4678,0084,9996,9996,1257,6,1263,0,1,ORIGINAL,310,0,,2011-008402
6778,7,1,2011,06,18,019303,0010025,0,1,51,03,1202,1,vajn1202.tif,00036069.tif,4678,0193,9996,9996,1284,6,1289,0,1,ORIGINAL,314,0,,2011-019303
6633,3,1,2011,06,21,021701,8100088,0,0,51,01,2103,1,vajn2103.tif,00036163.tif,4678,0217,9996,9996,1311,6,1340,0,1,ORIGINAL,313,0,,2011-021701
2836,1,1,2011,06,21,021602,8100002,0,0,51,02,2102,1,vajn2102.tif,00036159.tif,4678,0216,9996,9996,1353,6,1380,0,1,ORIGINAL,312,0,,2011-021602
6634,8,1,2011,06,26,028014,0230218,0,0,25,14,1113,1,majn1113.tif,00036886.tif,4679,0280,9996,9996,1793,6,1830,0,1,ORIGINAL,318,0,,2011-028014
6634,8,3,2011,06,26,028013,0230217,0,0,25,13,1113,1,majn1113.tif,00036884.tif,4679,0280,9996,9996,1806,6,1852,0,1,ORIGINAL,317,0,,2011-028013
7279,8,3,2011,06,18,015002,0230217,0,0,25,02,1106,1,majn1106.tif,00035773.tif,4679,0150,9996,9996,1835,6,1879,0,1,ORIGINAL,319,0,,2011-015002
6634,23,2,2011,06,19,017803,0239223,0,0,25,03,1129,1,majn1129.tif,00035913.tif,4679,0178,9996,9996,1887,6,1949,2,1,ORIGINAL,315,0,,2011-017803
6634,8,3,2011,06,26,028002,0230217,0,0,25,02,1113,1,majn1113.tif,00036866.tif,4679,0280,9996,9996,1922,6,1966,0,1,ORIGINAL,316,0,,2011-028002
6778,7,3,2011,06,11,010703,0010025,0,0,51,03,1103,1,vajn1103.tif,00035511.tif,4681,0107,9996,9996,674,6,9996,0,2,ORIGINAL,321,0,,2011-010703
6778,7,1,2011,06,18,019306,0010024,0,1,51,06,1202,1,vajn1202.tif,00036075.tif,4681,0193,9996,9996,692,6,9996,0,2,ORIGINAL,322,0,,2011-019306
6778,7,3,2011,06,11,010703,0010025,0,0,51,03,1103,1,vajn1103.tif,00035511.tif,4681,0107,9996,9996,693,6,9996,0,1,ORIGINAL,320,0,,2011-010703
6778,7,1,2011,06,16,020101,0010025,0,1,51,01,2213,1,vajn2213.tif,00036107.tif,4681,0201,9996,9996,703,6,9996,0,2,ORIGINAL,323,0,,2011-020101
6416,6,1,2011,06,26,026213,0251050,0,0,34,13,1206,1,njjn1206.tif,00036672.tif,4691,0262,9996,9996,1506,6,1553,0,1,ORIGINAL,324,0,,2011-026213
6783,3,1,2011,06,27,025902,0470853,0,0,24,02,2113,1,mdjn2113.tif,00036565.tif,4711,0259,9996,9996,640,6,650,0,2,ORIGINAL,364,1,LENGTH;,2011-025902
6783,3,1,2011,06,25,025606,0470853,0,0,24,06,1110,1,mdjn1110.tif,00036535.tif,4711,0256,9996,9996,649,6,674,0,4,ORIGINAL,362,1,LENGTH;,2011-025606
7326,7,1,2011,06,19,018004,0470938,1,0,24,04,1109,1,mdjn1109.tif,00036142.tif,4711,0180,9996,9996,650,6,720,0,1,ORIGINAL,405,1,LENGTH;,2011-018004
6783,3,1,2011,06,25,025606,0470853,0,0,24,06,1110,1,mdjn1110.tif,00036535.tif,4711,0256,9996,9996,652,6,660,0,2,ORIGINAL,360,1,LENGTH;,2011-025606
6936,5,1,2011,06,20,018202,0471493,0,0,24,02,2207,1,mdjn2207.tif,00035939.tif,4711,0182,9996,9996,657,6,668,0,2,ORIGINAL,378,0,,2011-018202
7326,7,1,2011,06,25,025703,0470938,0,0,24,03,1111,1,mdjn1111.tif,00036545.tif,4711,0257,9996,9996,660,6,690,0,3,ORIGINAL,419,0,,2011-025703
6783,2,1,2011,06,05,002409,0051599,0,0,10,09,1101,1,dejn1101.tif,00035124.tif,4711,0024,9996,9996,661,6,668,0,3,ORIGINAL,337,0,,2011-002409
6783,3,1,2011,06,25,025606,0470853,0,0,24,06,1110,1,mdjn1110.tif,00036535.tif,4711,0256,9996,9996,674,6,687,0,1,ORIGINAL,359,0,,2011-025606
6936,5,1,2011,06,27,025803,0471493,0,0,24,03,2104,1,mdjn2104.tif,00036559.tif,4711,0258,9996,9996,680,6,685,0,1,ORIGINAL,392,0,,2011-025803
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,4711,0223,9996,9996,682,6,688,0,3,ORIGINAL,382,0,,2011-022301
6783,3,1,2011,06,25,025606,0470853,0,0,24,06,1110,1,mdjn1110.tif,00036535.tif,4711,0256,9996,9996,685,6,708,0,3,ORIGINAL,361,0,,2011-025606
7326,7,1,2011,06,27,026002,0470938,0,0,24,02,2204,1,mdjn2204.tif,00036587.tif,4711,0260,9996,9996,690,6,710,0,4,ORIGINAL,428,0,,2011-026002
6783,2,1,2011,06,07,007301,0051599,0,0,10,01,2203,1,dejn2203.tif,00035348.tif,4711,0073,9996,9996,692,6,706,0,5,ORIGINAL,341,0,,2011-007301
6936,5,1,2011,06,19,016501,0471493,0,0,24,01,1108,1,mdjn1108.tif,00035777.tif,4711,0165,9996,9996,695,6,706,0,1,ORIGINAL,373,0,,2011-016501
6936,5,1,2011,06,27,025802,0471493,0,0,24,02,2104,1,mdjn2104.tif,00036557.tif,4711,0258,9996,9996,695,6,713,0,1,ORIGINAL,389,0,,2011-025802
6936,5,1,2011,06,27,025802,0471493,0,0,24,02,2104,1,mdjn2104.tif,00036557.tif,4711,0258,9996,9996,703,6,711,0,2,ORIGINAL,390,0,,2011-025802
6783,3,1,2011,06,27,025902,0470853,0,0,24,02,2113,1,mdjn2113.tif,00036565.tif,4711,0259,9996,9996,714,6,728,0,1,ORIGINAL,363,0,,2011-025902
7367,9,1,2011,06,22,029301,0290813,0,0,34,01,2104,1,njjn2104.tif,00036931.tif,4711,0293,9996,9996,717,6,720,0,3,ORIGINAL,470,0,,2011-029301
6936,5,1,2011,06,27,025801,0471493,0,1,24,01,2104,1,mdjn2104.tif,00036555.tif,4711,0258,9996,9996,718,6,729,0,4,ORIGINAL,388,0,,2011-025801
6936,5,1,2011,06,27,025802,0471493,0,0,24,02,2104,1,mdjn2104.tif,00036557.tif,4711,0258,9996,9996,722,6,726,0,3,ORIGINAL,391,0,,2011-025802
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,730,6,9997,0,5,ORIGINAL,399,0,,2011-003301
6936,5,1,2011,06,20,018202,0471493,0,0,24,02,2207,1,mdjn2207.tif,00035939.tif,4711,0182,9996,9996,732,6,740,0,3,ORIGINAL,379,0,,2011-018202
6783,3,1,2011,06,25,025603,0470853,0,0,24,03,1110,1,mdjn1110.tif,00036529.tif,4711,0256,9996,9996,737,6,748,0,1,ORIGINAL,358,0,,2011-025603
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,741,6,774,2,3,ORIGINAL,448,0,,2011-006102
6708,3,1,2011,06,04,006102,0090062,0,0,34,02,1201,1,njjn1201.tif,00035304.tif,4711,0061,9996,9996,743,6,772,2,12,ORIGINAL,457,0,,2011-006102
6936,5,1,2011,06,27,025801,0471493,0,1,24,01,2104,1,mdjn2104.tif,00036555.tif,4711,0258,9996,9996,747,6,768,0,3,ORIGINAL,387,0,,2011-025801
7326,2,1,2011,06,21,021001,0470022,0,0,24,01,2203,1,mdjn2203.tif,00036204.tif,4711,0210,9996,9996,750,6,755,0,1,ORIGINAL,409,0,,2011-021001
7326,7,1,2011,06,27,026002,0470938,0,0,24,02,2204,1,mdjn2204.tif,00036587.tif,4711,0260,9996,9996,760,6,820,0,3,ORIGINAL,427,0,,2011-026002
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,761,6,784,2,8,ORIGINAL,453,0,,2011-006102
6555,7,1,2011,06,11,009707,0470938,0,0,24,07,1102,1,mdjn1102.tif,00035457.tif,4711,0097,9996,9996,762,6,769,0,3,ORIGINAL,346,0,,2011-009707
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,763,6,794,2,2,ORIGINAL,447,0,,2011-006102
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,764,6,791,2,6,ORIGINAL,451,0,,2011-006102
6708,3,1,2011,06,04,006102,0090062,0,0,34,02,1201,1,njjn1201.tif,00035304.tif,4711,0061,9996,9996,766,6,792,2,13,ORIGINAL,458,0,,2011-006102
7326,7,1,2011,06,25,025706,0470938,0,0,24,06,1111,1,mdjn1111.tif,00036551.tif,4711,0257,9996,9996,770,6,810,0,1,ORIGINAL,420,0,,2011-025706
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,771,6,804,2,5,ORIGINAL,450,0,,2011-006102
6708,3,1,2011,06,04,006102,0090062,0,0,34,02,1201,1,njjn1201.tif,00035304.tif,4711,0061,9996,9996,772,6,798,2,11,ORIGINAL,456,0,,2011-006102
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,773,6,793,2,10,ORIGINAL,455,0,,2011-006102
6936,5,1,2011,06,20,018202,0471493,0,0,24,02,2207,1,mdjn2207.tif,00035939.tif,4711,0182,9996,9996,780,6,822,0,4,ORIGINAL,380,0,,2011-018202
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,781,6,808,2,9,ORIGINAL,454,0,,2011-006102
6783,3,1,2011,06,25,025602,0470853,0,0,24,02,1110,1,mdjn1110.tif,00036527.tif,4711,0256,9996,9996,786,6,816,0,1,ORIGINAL,357,0,,2011-025602
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,786,6,811,2,7,ORIGINAL,452,0,,2011-006102
6633,3,1,2011,06,26,025106,8100088,0,0,51,06,1208,1,vajn1208.tif,00036509.tif,4711,0251,9996,9996,789,6,9997,0,2,ORIGINAL,480,0,,2011-025106
7352,13,1,2011,06,21,022501,0090058,1,0,34,01,2117,1,njjn2117.tif,00036291.tif,4711,0225,9996,9996,790,6,840,0,1,ORIGINAL,466,0,,2011-022501
6936,5,1,2011,06,22,022303,0471493,0,0,24,03,2112,1,mdjn2112.tif,00036272.tif,4711,0223,9996,9996,795,6,811,0,2,ORIGINAL,384,0,,2011-022303
7370,3,1,2011,06,05,008201,0090063,0,0,34,01,1209,1,njjn1209.tif,00035375.tif,4711,0082,9996,9996,800,6,940,0,1,ORIGINAL,472,1,CURVE VS. LENGTH;,2011-008201
6936,5,1,2011,06,20,018201,0471493,0,0,24,01,2207,1,mdjn2207.tif,00035937.tif,4711,0182,9996,9996,809,6,813,0,1,ORIGINAL,375,0,,2011-018201
7392,1,1,2011,06,26,027405,8100091,0,0,51,05,1207,1,vajn1207.tif,00036760.tif,4711,0274,9996,9996,809,6,834,0,1,ORIGINAL,493,0,,2011-027405
6783,3,1,2011,06,27,025903,0470853,0,0,24,03,2113,1,mdjn2113.tif,00036567.tif,4711,0259,9996,9996,811,6,819,0,4,ORIGINAL,368,0,,2011-025903
6555,6,1,2011,06,26,025403,0473096,0,1,24,03,1105,1,mdjn1105.tif,00036577.tif,4711,0254,9996,9996,813,6,817,0,1,ORIGINAL,347,0,,2011-025403
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,820,6,9997,0,4,ORIGINAL,398,0,,2011-003301
6928,4,1,2011,06,26,027201,7100153,1,1,51,01,1206,1,vajn1206.tif,00036860.tif,4711,0272,9996,9996,822,6,832,0,1,ORIGINAL,486,0,,2011-027201
6447,8,1,2011,06,01,001301,0010039,0,1,51,01,2106,1,vajn2106.tif,00035059.tif,4711,0013,9996,9996,823,6,844,0,1,ORIGINAL,478,0,,2011-001301
6555,7,1,2011,06,11,009703,0470938,0,0,24,03,1102,1,mdjn1102.tif,00035451.tif,4711,0097,9996,9996,824,6,829,0,1,ORIGINAL,343,0,,2011-009703
6936,5,1,2011,06,18,016305,0471493,0,0,24,05,1103,1,mdjn1103.tif,00035759.tif,4711,0163,9996,9996,834,6,851,0,2,ORIGINAL,371,0,,2011-016305
7370,3,1,2011,06,25,024703,0090385,1,0,34,03,1205,1,njjn1205.tif,00036486.tif,4711,0247,9996,9996,842,6,924,0,1,ORIGINAL,475,0,,2011-024703
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,845,6,9997,0,1,ORIGINAL,395,0,,2011-003301
6936,5,1,2011,06,27,025801,0471493,0,1,24,01,2104,1,mdjn2104.tif,00036555.tif,4711,0258,9996,9996,848,6,872,0,1,ORIGINAL,385,0,,2011-025801
6936,3,1,2011,06,02,001102,0470853,0,0,24,02,2205,1,mdjn2205.tif,00035048.tif,4711,0011,9996,9996,850,6,9997,0,1,ORIGINAL,369,0,,2011-001102
7326,7,1,2011,06,27,026002,0470938,0,0,24,02,2204,1,mdjn2204.tif,00036587.tif,4711,0260,9996,9996,860,6,880,0,1,ORIGINAL,425,0,,2011-026002
7326,7,1,2011,06,27,026002,0470938,0,0,24,02,2204,1,mdjn2204.tif,00036587.tif,4711,0260,9996,9996,860,6,880,0,2,ORIGINAL,426,0,,2011-026002
7352,13,1,2011,06,21,022501,0090058,1,0,34,01,2117,1,njjn2117.tif,00036291.tif,4711,0225,9996,9996,870,6,890,0,2,ORIGINAL,467,0,,2011-022501
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,880,6,9997,0,10,ORIGINAL,404,0,,2011-003301
6783,2,1,2011,06,07,007301,0051599,0,0,10,01,2203,1,dejn2203.tif,00035348.tif,4711,0073,9996,9996,881,6,914,0,4,ORIGINAL,340,0,,2011-007301
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,890,6,9997,0,2,ORIGINAL,396,0,,2011-003301
7326,7,1,2011,06,25,025701,0470938,0,0,24,01,1111,1,mdjn1111.tif,00036541.tif,4711,0257,9996,9996,890,6,1010,0,2,ORIGINAL,414,1,CURVE VS. LENGTH;,2011-025701
6783,2,1,2011,06,07,007301,0051599,0,0,10,01,2203,1,dejn2203.tif,00035348.tif,4711,0073,9996,9996,895,6,926,0,2,ORIGINAL,338,0,,2011-007301
6478,2,1,2011,06,04,002101,0051599,0,0,10,01,1202,1,dejn1202.tif,00035081.tif,4711,0021,9996,9996,896,6,919,0,2,ORIGINAL,326,0,,2011-002101
6783,2,1,2011,06,05,002401,0051599,0,1,10,01,1101,1,dejn1101.tif,00035110.tif,4711,0024,9996,9996,896,6,934,0,4,ORIGINAL,331,0,,2011-002401
6478,2,1,2011,06,04,002104,0051599,0,0,10,04,1202,1,dejn1202.tif,00035087.tif,4711,0021,9996,9996,897,6,929,0,1,ORIGINAL,328,0,,2011-002104
6783,3,1,2011,06,22,023502,0470853,0,0,24,02,2111,1,mdjn2111.tif,00036335.tif,4711,0235,9996,9996,897,6,909,0,3,ORIGINAL,351,0,,2011-023502
6478,2,1,2011,06,04,002104,0051599,0,0,10,04,1202,1,dejn1202.tif,00035087.tif,4711,0021,9996,9996,899,6,936,0,2,ORIGINAL,329,0,,2011-002104
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,900,6,9997,0,8,ORIGINAL,402,0,,2011-003301
6478,2,1,2011,06,04,002102,0051599,0,0,10,02,1202,1,dejn1202.tif,00035083.tif,4711,0021,9996,9996,902,6,951,0,1,ORIGINAL,327,0,,2011-002102
7393,1,1,2011,06,11,011204,8100002,0,0,51,04,1201,1,vajn1201.tif,00035543.tif,4711,0112,9996,9996,903,6,943,0,5,ORIGINAL,494,0,,2011-011204
6783,2,1,2011,06,07,007301,0051599,0,0,10,01,2203,1,dejn2203.tif,00035348.tif,4711,0073,9996,9996,905,6,931,0,3,ORIGINAL,339,0,,2011-007301
6858,3,1,2011,06,05,008303,1030589,0,0,36,03,1205,1,nyjn1205.tif,00035384.tif,4711,0083,9996,9996,905,6,960,0,1,ORIGINAL,476,0,,2011-008303
6928,4,1,2011,06,26,027201,7100153,1,1,51,01,1206,1,vajn1206.tif,00036860.tif,4711,0272,9996,9996,908,6,918,0,3,ORIGINAL,488,0,,2011-027201
6858,3,1,2011,06,05,008303,1030589,0,0,36,03,1205,1,nyjn1205.tif,00035384.tif,4711,0083,9996,9996,909,6,991,0,2,ORIGINAL,477,0,,2011-008303
7326,7,1,2011,06,19,018004,0470938,1,0,24,04,1109,1,mdjn1109.tif,00036142.tif,4711,0180,9996,9996,910,6,920,0,2,ORIGINAL,406,0,,2011-018004
6708,11,1,2011,06,18,016803,0091131,0,0,34,03,1103,1,njjn1103.tif,00035830.tif,4711,0168,9996,9996,916,6,943,0,1,ORIGINAL,460,0,,2011-016803
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,920,6,9997,0,3,ORIGINAL,397,0,,2011-003301
6783,3,1,2011,06,22,023502,0470853,0,0,24,02,2111,1,mdjn2111.tif,00036335.tif,4711,0235,9996,9996,921,6,939,0,2,ORIGINAL,350,0,,2011-023502
6416,10,1,2011,06,16,017602,0290894,0,0,34,02,2206,1,njjn2206.tif,00035922.tif,4711,0176,9996,9996,921,6,946,0,4,ORIGINAL,442,0,,2011-017602
6783,2,1,2011,06,05,002409,0051599,0,0,10,09,1101,1,dejn1101.tif,00035124.tif,4711,0024,9996,9996,927,6,954,0,1,ORIGINAL,335,0,,2011-002409
6416,10,1,2011,06,11,010202,0290894,0,0,34,02,1211,1,njjn1211.tif,00035490.tif,4711,0102,9996,9996,927,6,945,0,3,ORIGINAL,433,0,,2011-010202
6783,2,1,2011,06,05,002409,0051599,0,0,10,09,1101,1,dejn1101.tif,00035124.tif,4711,0024,9996,9996,928,6,937,0,2,ORIGINAL,336,0,,2011-002409
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,928,6,952,2,1,ORIGINAL,446,0,,2011-006102
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,930,6,9997,0,9,ORIGINAL,403,0,,2011-003301
6783,3,1,2011,06,22,023502,0470853,0,0,24,02,2111,1,mdjn2111.tif,00036335.tif,4711,0235,9996,9996,931,6,944,0,1,ORIGINAL,349,0,,2011-023502
6783,2,1,2011,06,05,002401,0051599,0,1,10,01,1101,1,dejn1101.tif,00035110.tif,4711,0024,9996,9996,932,6,962,0,6,ORIGINAL,333,0,,2011-002401
6416,10,1,2011,06,16,017602,0290894,0,0,34,02,2206,1,njjn2206.tif,00035922.tif,4711,0176,9996,9996,934,6,952,0,3,ORIGINAL,441,0,,2011-017602
6416,10,1,2011,06,16,017602,0290894,0,0,34,02,2206,1,njjn2206.tif,00035922.tif,4711,0176,9996,9996,934,6,958,0,5,ORIGINAL,443,0,,2011-017602
6416,10,1,2011,06,16,017601,0290894,0,0,34,01,2206,1,njjn2206.tif,00035920.tif,4711,0176,9996,9996,935,6,962,0,6,ORIGINAL,438,0,,2011-017601
6416,10,1,2011,06,16,017601,0290894,0,0,34,01,2206,1,njjn2206.tif,00035920.tif,4711,0176,9996,9996,936,6,958,0,5,ORIGINAL,437,0,,2011-017601
6447,3,1,2011,06,05,004309,0470853,0,0,24,09,1201,1,mdjn1201.tif,00035210.tif,4711,0043,9996,9996,937,6,962,0,1,ORIGINAL,342,0,,2011-004309
6936,5,1,2011,06,27,025803,0471493,0,0,24,03,2104,1,mdjn2104.tif,00036559.tif,4711,0258,9996,9996,937,6,956,0,2,ORIGINAL,393,0,,2011-025803
6778,8,1,2011,06,25,028205,0010039,0,1,51,05,1107,1,vajn1107.tif,00036825.tif,4711,0282,9996,9996,937,6,941,0,4,ORIGINAL,484,0,,2011-028205
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,940,6,9997,0,6,ORIGINAL,400,0,,2011-003301
7326,7,1,2011,06,19,018004,0470938,1,0,24,04,1109,1,mdjn1109.tif,00036142.tif,4711,0180,9996,9996,940,6,960,0,3,ORIGINAL,407,0,,2011-018004
6708,11,1,2011,06,18,016804,0091131,0,0,34,04,1103,1,njjn1103.tif,00035832.tif,4711,0168,9996,9996,941,6,967,0,1,ORIGINAL,461,0,,2011-016804
6936,5,1,2011,06,18,016305,0471493,0,0,24,05,1103,1,mdjn1103.tif,00035759.tif,4711,0163,9996,9996,942,6,968,0,3,ORIGINAL,372,0,,2011-016305
6936,5,1,2011,06,20,018201,0471493,0,0,24,01,2207,1,mdjn2207.tif,00035937.tif,4711,0182,9996,9996,942,6,954,0,2,ORIGINAL,376,0,,2011-018201
6783,3,1,2011,06,22,023502,0470853,0,0,24,02,2111,1,mdjn2111.tif,00036335.tif,4711,0235,9996,9996,944,6,961,0,4,ORIGINAL,352,0,,2011-023502
6783,2,1,2011,06,05,002401,0051599,0,1,10,01,1101,1,dejn1101.tif,00035110.tif,4711,0024,9996,9996,946,6,957,0,5,ORIGINAL,332,0,,2011-002401
6783,3,1,2011,06,22,023502,0470853,0,0,24,02,2111,1,mdjn2111.tif,00036335.tif,4711,0235,9996,9996,946,6,970,0,5,ORIGINAL,353,0,,2011-023502
6778,8,1,2011,06,25,028205,0010039,0,1,51,05,1107,1,vajn1107.tif,00036825.tif,4711,0282,9996,9996,946,6,950,0,2,ORIGINAL,482,0,,2011-028205
6478,2,1,2011,06,04,002101,0051599,0,0,10,01,1202,1,dejn1202.tif,00035081.tif,4711,0021,9996,9996,948,6,964,0,1,ORIGINAL,325,0,,2011-002101
7326,7,1,2011,06,03,003301,0470938,0,1,24,01,2101,1,mdjn2101.tif,00035149.tif,4711,0033,9996,9996,950,6,9997,0,7,ORIGINAL,401,0,,2011-003301
7326,7,1,2011,06,25,025701,0470938,0,0,24,01,1111,1,mdjn1111.tif,00036541.tif,4711,0257,9996,9996,950,6,1050,0,1,ORIGINAL,413,0,,2011-025701
6936,5,1,2011,06,19,016501,0471493,0,0,24,01,1108,1,mdjn1108.tif,00035777.tif,4711,0165,9996,9996,954,6,1004,0,2,ORIGINAL,374,0,,2011-016501
7370,3,1,2011,06,19,023004,0090900,0,0,34,04,1110,1,njjn1110.tif.tif,00036319.tif,4711,0230,9996,9996,954,6,1010,0,1,ORIGINAL,474,0,,2011-023004
6416,10,1,2011,06,16,017602,0290894,0,0,34,02,2206,1,njjn2206.tif,00035922.tif,4711,0176,9996,9996,958,6,976,0,2,ORIGINAL,440,0,,2011-017602
6783,3,1,2011,06,27,025903,0470853,0,0,24,03,2113,1,mdjn2113.tif,00036567.tif,4711,0259,9996,9996,959,6,976,0,1,ORIGINAL,365,0,,2011-025903
6416,10,1,2011,06,16,017601,0290894,0,0,34,01,2206,1,njjn2206.tif,00035920.tif,4711,0176,9996,9996,959,6,981,0,7,ORIGINAL,439,0,,2011-017601
7326,7,1,2011,06,19,018004,0470938,1,0,24,04,1109,1,mdjn1109.tif,00036142.tif,4711,0180,9996,9996,960,6,1010,0,4,ORIGINAL,408,0,,2011-018004
7326,7,1,2011,06,25,025706,0470938,0,0,24,06,1111,1,mdjn1111.tif,00036551.tif,4711,0257,9996,9996,960,6,1010,0,4,ORIGINAL,423,0,,2011-025706
6783,2,1,2011,06,05,002408,0051599,0,0,10,08,1101,1,dejn1101.tif,00035122.tif,4711,0024,9996,9996,964,6,976,0,1,ORIGINAL,334,0,,2011-002408
6555,6,1,2011,06,26,025403,0473096,0,0,24,03,1105,1,mdjn1105.tif,00036577.tif,4711,0254,9996,9996,965,6,971,0,2,ORIGINAL,348,0,,2011-025403
