tracker,stcode,control,docno,c_index,cerrflag,cprobfld,faxno,batch,intcode,tifno,cluster,sitetype,q11a,q23,interr,filestat,month,day,year,enterr,site_no,othlp,species,row,kept,observe,alive,dead,sell,weighed,measur,id
371001,51,1205,01,1185,0,,VAJL1205.pdf,3710,7920,00163637.tif,3,1,3,6,0,ORIGINAL,07,10,2021,1,8100088,YFT,4711,1,15,2,0,0,0,0,2,2021-371001
371002,51,1205,02,1186,0,,VAJL1205.pdf,3710,7920,00163639.tif,3,1,3,6,0,ORIGINAL,07,10,2021,0,8100088,DOLPHIN,1050,1,2,2,0,0,0,0,1,2021-371002
371002,51,1205,02,1188,0,,VAJL1205.pdf,3710,7920,00163639.tif,3,1,3,6,0,ORIGINAL,07,10,2021,0,8100088,YFT,4711,2,6,6,0,0,0,0,1,2021-371002
371002,51,1205,02,1187,0,,VAJL1205.pdf,3710,7920,00163639.tif,3,1,3,6,0,ORIGINAL,07,10,2021,0,8100088,BLUE MARLIN,2171,3,0,0,1,0,0,0,1,2021-371002
371003,51,1205,03,1189,0,,VAJL1205.pdf,3710,7920,00163641.tif,3,1,3,6,0,ORIGINAL,07,10,2021,0,8100088,YFT,4711,1,5,5,0,0,0,0,2,2021-371003
371004,51,1205,04,1191,0,,VAJL1205.pdf,3710,7920,00163643.tif,3,1,2,6,0,ORIGINAL,07,10,2021,0,8100088,YFT,4711,1,3,0,0,0,0,0,2,2021-371004
371004,51,1205,04,1190,0,,VAJL1205.pdf,3710,7920,00163643.tif,3,1,2,6,0,ORIGINAL,07,10,2021,0,8100088,DOLPHIN,1050,2,2,0,0,0,0,0,2,2021-371004
371005,51,1205,05,1193,0,,VAJL1205.pdf,3710,7920,00163645.tif,3,1,2,6,0,ORIGINAL,07,10,2021,0,8100088,YFT,4711,1,3,0,0,0,0,0,2,2021-371005
371005,51,1205,05,1192,0,,VAJL1205.pdf,3710,7920,00163645.tif,3,1,2,6,0,ORIGINAL,07,10,2021,0,8100088,DOLPHIN,1050,2,1,0,0,0,0,0,2,2021-371005
371006,51,1205,06,1195,0,,VAJL1205.pdf,3710,7920,00163647.tif,3,1,1,6,0,ORIGINAL,07,10,2021,0,8100088,YFT,4711,1,14,0,0,0,0,0,2,2021-371006
371006,51,1205,06,1194,0,,VAJL1205.pdf,3710,7920,00163647.tif,3,1,1,6,0,ORIGINAL,07,10,2021,0,8100088,DOLPHIN,1050,2,1,0,0,0,0,0,2,2021-371006
371007,51,1205,07,1196,0,,VAJL1205.pdf,3710,7920,00163649.tif,3,1,3,6,0,ORIGINAL,07,10,2021,0,8100088,YFT,4711,1,12,0,0,0,0,0,2,2021-371007
375001,24,2104,01,283,0,,MDJL2104.pdf,3750,6936,00163665.tif,5,1,3,6,0,ORIGINAL,07,12,2021,0,0471493,YFT,4711,1,2,2,0,0,0,0,1,2021-375001
375001,24,2104,01,282,0,,MDJL2104.pdf,3750,6936,00163665.tif,5,1,3,6,0,ORIGINAL,07,12,2021,0,0471493,BLUE MARLIN,2171,2,0,0,1,0,0,0,1,2021-375001
375002,24,2104,02,284,0,,MDJL2104.pdf,3750,6936,00163667.tif,5,1,3,6,0,ORIGINAL,07,12,2021,0,0471493,YFT,4711,1,4,4,0,0,0,0,1,2021-375002
375003,24,2104,03,285,0,,MDJL2104.pdf,3750,6936,00163669.tif,5,1,3,4,0,ORIGINAL,07,12,2021,0,0471493,YFT,4711,1,1,1,0,0,0,0,1,2021-375003
375101,24,2202,01,327,0,,MDJL2202.pdf,3751,7844,00163673.tif,3,1,3,6,0,ORIGINAL,07,12,2021,0,0470853,YFT,4711,1,2,2,0,0,0,0,1,2021-375101
375201,24,2205,01,340,0,,MDJL2205.pdf,3752,6555,00163677.tif,7,1,3,6,0,ORIGINAL,07,12,2021,0,0470938,YFT,4711,1,3,1,0,0,0,0,1,2021-375201
375201,24,2205,01,339,1,RARE OR ILLEGAL SPECIES KEPT;,MDJL2205.pdf,3752,6555,00163677.tif,7,1,3,6,0,ORIGINAL,07,12,2021,0,0470938,WHITE MARLIN,2161,2,1,1,0,0,0,0,1,2021-375201
375202,24,2205,02,341,0,,MDJL2205.pdf,3752,6555,00163679.tif,7,1,2,4,0,ORIGINAL,07,12,2021,0,0470938,YFT,4711,1,2,2,0,0,0,0,1,2021-375202
375301,33,2107,01,583,0,,NHJL2107.pdf,3753,7915,00163683.tif,3,1,3,3,0,ORIGINAL,07,12,2021,0,0150020,BFT GIANT,4671,1,1,1,0,0,1,0,2,2021-375301
375301,33,2107,01,581,0,,NHJL2107.pdf,3753,7915,00163683.tif,3,1,3,3,0,ORIGINAL,07,12,2021,0,0150020,ATLANTIC MACKEREL,2120,2,30,0,0,0,0,0,2,2021-375301
375301,33,2107,01,582,0,,NHJL2107.pdf,3753,7915,00163683.tif,3,1,3,3,0,ORIGINAL,07,12,2021,0,0150020,POLLOCK,2695,3,5,0,0,0,0,0,2,2021-375301
375901,36,2116,01,973,0,,NYJL2116.pdf,3759,7727,00163702.tif,3,1,2,6,0,ORIGINAL,07,12,2021,0,1030175,BIGEYE TUNA,4691,1,1,0,0,0,0,0,2,2021-375901
375901,36,2116,01,971,0,,NYJL2116.pdf,3759,7727,00163702.tif,3,1,2,6,0,ORIGINAL,07,12,2021,0,1030175,DOLPHIN,1050,2,4,0,0,0,0,0,2,2021-375901
375901,36,2116,01,972,0,,NYJL2116.pdf,3759,7727,00163702.tif,3,1,2,6,0,ORIGINAL,07,12,2021,0,1030175,WHITE MARLIN,2161,3,0,0,1,0,0,0,2,2021-375901
375901,36,2116,01,974,0,,NYJL2116.pdf,3759,7727,00163702.tif,3,1,2,6,0,ORIGINAL,07,12,2021,0,1030175,YFT,4711,4,14,3,30,0,0,0,2,2021-375901
375902,36,2116,02,975,0,,NYJL2116.pdf,3759,7727,00163704.tif,3,1,3,6,0,ORIGINAL,07,12,2021,0,1030589,YFT,4711,1,4,4,8,0,0,0,1,2021-375902
375903,36,2116,03,976,0,,NYJL2116.pdf,3759,7727,00163706.tif,3,1,3,1,0,ORIGINAL,07,12,2021,1,1030169,DOLPHIN,1050,1,6,6,0,0,0,0,2,2021-375903
375903,36,2116,03,978,0,,NYJL2116.pdf,3759,7727,00163706.tif,3,1,3,1,0,ORIGINAL,07,12,2021,1,1030169,BLUE MARLIN,2171,2,0,0,1,0,0,0,2,2021-375903
375903,36,2116,03,977,0,,NYJL2116.pdf,3759,7727,00163706.tif,3,1,3,1,0,ORIGINAL,07,12,2021,1,1030169,WHITE MARLIN,2161,3,0,0,1,0,0,0,2,2021-375903
375903,36,2116,03,980,1,KEPT;,NYJL2116.pdf,3759,7727,00163706.tif,3,1,3,1,0,ORIGINAL,07,12,2021,1,1030169,YFT,4711,4,20,12,5,0,0,0,2,2021-375903
375903,36,2116,03,979,0,,NYJL2116.pdf,3759,7727,00163706.tif,3,1,3,1,0,ORIGINAL,07,12,2021,1,1030169,SHORTFIN MAKO SHARK,3551,5,0,0,1,0,0,0,2,2021-375903
376001,44,1203,01,1059,0,,RIJL1203.pdf,3760,7929,00163711.tif,11,1,3,3,0,ORIGINAL,07,11,2021,0,0094047,BFT SMALL MEDIUM,4676,1,0,0,1,0,0,0,2,2021-376001
376002,44,1203,02,1060,0,,RIJL1203.pdf,3760,7929,00163713.tif,11,1,2,4,0,ORIGINAL,07,11,2021,1,0090414,BFT SCHOOL,4677,1,2,0,0,0,0,0,2,2021-376002
376005,44,1203,05,1061,0,,RIJL1203.pdf,3760,7929,00163717.tif,11,1,2,2,1,ORIGINAL,07,11,2021,0,0090414,BFT SCHOOL,4677,1,2,2,5,0,0,0,1,2021-376005
376006,44,1203,06,1062,0,,RIJL1203.pdf,3760,7929,00163719.tif,11,1,2,2,0,ORIGINAL,07,11,2021,0,0094047,BFT SCHOOL,4677,1,1,0,0,0,0,0,2,2021-376006
376007,44,1203,07,1063,0,,RIJL1203.pdf,3760,7929,00163721.tif,11,1,2,2,0,ORIGINAL,07,11,2021,0,0090414,BFT SCHOOL,4677,1,2,2,0,0,0,0,1,2021-376007
376201,44,2215,01,1098,0,,RIJL2215.pdf,3762,7932,00163728.tif,15,1,2,1,0,ORIGINAL,07,12,2021,0,0090451,BFT SCHOOL,4677,1,2,2,4,0,0,0,2,2021-376201
376202,44,2215,02,1099,1,KEPT;,RIJL2215.pdf,3762,7932,00163730.tif,15,1,1,2,0,ORIGINAL,07,12,2021,0,0090368,BFT SCHOOL,4677,1,1,0,1,0,0,0,2,2021-376202
376203,44,2215,03,1100,0,,RIJL2215.pdf,3762,7932,00163732.tif,15,1,4,7,0,ORIGINAL,07,12,2021,0,0090452,DOLPHIN,1050,1,3,3,0,0,0,0,2,2021-376203
376401,51,1112,01,1130,0,,VAJL1112.pdf,3764,7925,00163739.tif,1,1,3,5,1,ORIGINAL,07,11,2021,1,8100091,YFT,4711,1,6,6,0,0,0,0,1,2021-376401
376401,51,1112,01,1129,0,,VAJL1112.pdf,3764,7925,00163739.tif,1,1,3,5,1,ORIGINAL,07,11,2021,1,8100091,BLUE MARLIN,2171,2,0,0,1,0,0,0,1,2021-376401
376402,51,1112,02,1132,0,,VAJL1112.pdf,3764,7925,00163741.tif,1,1,3,5,0,ORIGINAL,07,11,2021,0,8100091,YFT,4711,1,2,2,0,0,0,0,2,2021-376402
376402,51,1112,02,1131,0,,VAJL1112.pdf,3764,7925,00163741.tif,1,1,3,5,0,ORIGINAL,07,11,2021,0,8100091,DOLPHIN,1050,2,3,3,0,0,0,0,2,2021-376402
376403,51,1112,03,1133,0,,VAJL1112.pdf,3764,7925,00163743.tif,1,1,3,7,0,ORIGINAL,07,11,2021,0,8100002,YFT,4711,1,3,3,0,0,0,0,1,2021-376403
376404,51,1112,04,1135,0,,VAJL1112.pdf,3764,7925,00163745.tif,1,1,3,6,0,ORIGINAL,07,11,2021,0,8100002,YFT,4711,1,2,0,0,0,0,0,2,2021-376404
376404,51,1112,04,1134,0,,VAJL1112.pdf,3764,7925,00163745.tif,1,1,3,6,0,ORIGINAL,07,11,2021,0,8100002,DOLPHIN,1050,2,2,0,0,0,0,0,2,2021-376404
376501,51,2207,01,1323,1,KEPT;,VAJL2207.pdf,3765,7918,00163749.tif,1,1,3,2,1,ORIGINAL,07,12,2021,0,8100002,YFT,4711,1,13,13,0,0,0,0,1,2021-376501
376501,51,2207,01,1322,0,,VAJL2207.pdf,3765,7918,00163749.tif,1,1,3,2,1,ORIGINAL,07,12,2021,0,8100002,BLACKFIN TUNA,4641,2,1,1,0,0,0,0,1,2021-376501
377601,25,2114,01,479,0,,MAJL2114.pdf,3776,7914,00163765.tif,14,1,1,2,0,ORIGINAL,07,13,2021,0,0091657,BFT LARGE MEDIUM,4679,1,1,0,0,0,1,0,2,2021-377601
377601,25,2114,01,476,0,,MAJL2114.pdf,3776,7914,00163765.tif,14,1,1,2,0,ORIGINAL,07,13,2021,0,0091657,COD,815,2,0,0,20,0,0,0,2,2021-377601
377601,25,2114,01,478,0,,MAJL2114.pdf,3776,7914,00163765.tif,14,1,1,2,0,ORIGINAL,07,13,2021,0,0091657,ATLANTIC MACKEREL,2120,3,0,0,2,0,0,0,2,2021-377601
377601,25,2114,01,477,0,,MAJL2114.pdf,3776,7914,00163765.tif,14,1,1,2,0,ORIGINAL,07,13,2021,0,0091657,HERRING,1670,4,1,0,2,0,0,0,2,2021-377601
377601,25,2114,01,480,0,,MAJL2114.pdf,3776,7914,00163765.tif,14,1,1,2,0,ORIGINAL,07,13,2021,0,0091657,SILVER HAKE,5090,5,4,0,0,0,0,0,2,2021-377601
377801,25,2120,01,487,1,DEAD;,MAJL2120.pdf,3778,7944,00163771.tif,2,3,8,2,1,ORIGINAL,07,12,2021,1,0010273,ATLANTIC MACKEREL,2120,1,5,0,5,10,0,0,2,2021-377801
377901,25,2201,01,499,0,,MAJL2201.pdf,3779,7821,00163775.tif,6,1,3,3,0,ORIGINAL,07,12,2021,0,0010406,ATLANTIC MACKEREL,2120,1,10,0,20,0,0,0,2,2021-377901
378101,24,2206,01,342,0,,MDJL2206.pdf,3781,6555,00163781.tif,2,1,3,6,0,ORIGINAL,07,13,2021,1,0470024,YFT,4711,1,3,3,0,0,0,0,1,2021-378101
378102,24,2206,02,343,0,,MDJL2206.pdf,3781,6555,00163783.tif,2,1,3,5,0,ORIGINAL,07,13,2021,0,0470024,YFT,4711,1,6,0,0,0,0,0,2,2021-378102
378103,24,2206,03,344,0,,MDJL2206.pdf,3781,6555,00163785.tif,2,1,3,4,0,ORIGINAL,07,13,2021,0,0470024,YFT,4711,1,2,0,0,0,0,0,2,2021-378103
378201,33,1205,01,554,0,,NHJL1205.pdf,3782,7799,00163790.tif,1,3,3,6,1,ORIGINAL,07,10,2021,0,0151970,ATLANTIC MACKEREL,2120,1,50,0,0,0,0,0,1,2021-378201
378201,33,1205,01,555,0,,NHJL1205.pdf,3782,7799,00163790.tif,1,3,3,6,1,ORIGINAL,07,10,2021,0,0151970,BFT GIANT,4671,2,1,1,0,0,1,0,1,2021-378201
378401,33,2202,01,618,0,,NHJL2202.pdf,3784,7867,00163797.tif,1,4,3,2,0,ORIGINAL,07,12,2021,0,0151970,BFT LARGE MEDIUM,4679,1,1,1,0,0,1,0,2,2021-378401
378401,33,2202,01,617,0,,NHJL2202.pdf,3784,7867,00163797.tif,1,4,3,2,0,ORIGINAL,07,12,2021,0,0151970,BFT SCHOOL,4677,2,0,0,2,0,0,0,2,2021-378401
378401,33,2202,01,615,0,,NHJL2202.pdf,3784,7867,00163797.tif,1,4,3,2,0,ORIGINAL,07,12,2021,0,0151970,HERRING,1670,3,22,0,0,0,0,0,2,2021-378401
378401,33,2202,01,620,0,,NHJL2202.pdf,3784,7867,00163797.tif,1,4,3,2,0,ORIGINAL,07,12,2021,0,0151970,SQUID,8030,4,6,0,0,0,0,0,2,2021-378401
378401,33,2202,01,616,0,,NHJL2202.pdf,3784,7867,00163797.tif,1,4,3,2,0,ORIGINAL,07,12,2021,0,0151970,ATLANTIC MACKEREL,2120,5,18,0,0,0,0,0,2,2021-378401
378401,33,2202,01,619,0,,NHJL2202.pdf,3784,7867,00163797.tif,1,4,3,2,0,ORIGINAL,07,12,2021,0,0151970,SILVER HAKE,5090,6,12,0,0,0,0,0,2,2021-378401
378402,33,2202,02,622,0,,NHJL2202.pdf,3784,7867,00163799.tif,1,1,3,3,1,ORIGINAL,07,12,2021,0,0150088,BFT SMALL MEDIUM,4676,1,1,1,0,0,0,0,2,2021-378402
378402,33,2202,02,621,0,,NHJL2202.pdf,3784,7867,00163799.tif,1,1,3,3,1,ORIGINAL,07,12,2021,0,0150088,ATLANTIC MACKEREL,2120,2,22,0,0,0,0,0,2,2021-378402
378501,33,2203,01,625,0,,NHJL2203.pdf,3785,7915,00163804.tif,1,3,3,7,0,ORIGINAL,07,13,2021,0,0150021,BFT GIANT,4671,1,1,0,0,0,1,0,2,2021-378501
378501,33,2203,01,623,0,,NHJL2203.pdf,3785,7915,00163804.tif,1,3,3,7,0,ORIGINAL,07,13,2021,0,0150021,HERRING,1670,2,11,0,0,0,0,0,2,2021-378501
378501,33,2203,01,624,0,,NHJL2203.pdf,3785,7915,00163804.tif,1,3,3,7,0,ORIGINAL,07,13,2021,0,0150021,ATLANTIC MACKEREL,2120,3,1,0,0,0,0,0,2,2021-378501
378801,34,2107,01,744,0,,NJJL2107.pdf,3788,7894,00163815.tif,10,1,3,4,1,ORIGINAL,07,13,2021,0,0290193,BFT SCHOOL,4677,1,3,0,2,0,0,0,2,2021-378801
378802,34,2107,02,745,0,,NJJL2107.pdf,3788,7894,00163817.tif,10,1,3,4,0,ORIGINAL,07,13,2021,1,0294283,BFT SCHOOL,4677,1,2,2,0,0,0,0,1,2021-378802
378802,34,2107,02,746,0,,NJJL2107.pdf,3788,7894,00163817.tif,10,1,3,4,0,ORIGINAL,07,13,2021,1,0294283,YFT,4711,2,10,10,0,0,0,0,1,2021-378802
379001,36,2102,01,929,0,,NYJL2102.pdf,3790,7466,00163836.tif,4,1,2,3,1,ORIGINAL,07,13,2021,0,1030146,BFT SCHOOL,4677,1,2,2,3,0,0,0,1,2021-379001
379002,36,2102,02,931,1,ALIVE;,NYJL2102.pdf,3790,7466,00163838.tif,4,1,2,7,0,ORIGINAL,07,13,2021,0,1030085,YFT,4711,1,5,0,35,0,0,0,2,2021-379002
379002,36,2102,02,930,0,,NYJL2102.pdf,3790,7466,00163838.tif,4,1,2,7,0,ORIGINAL,07,13,2021,0,1030085,BIGEYE TUNA,4691,2,2,0,0,0,0,0,2,2021-379002
379102,36,2104,02,939,0,,NYJL2104.pdf,3791,7466,00163852.tif,4,1,2,2,0,ORIGINAL,07,12,2021,0,1030137,YFT,4711,1,6,6,0,0,0,0,2,2021-379102
379103,36,2104,03,940,0,,NYJL2104.pdf,3791,7466,00163854.tif,4,1,2,6,0,ORIGINAL,07,12,2021,0,1030137,DOLPHIN,1050,1,1,0,0,0,0,0,2,2021-379103
379103,36,2104,03,941,0,,NYJL2104.pdf,3791,7466,00163854.tif,4,1,2,6,0,ORIGINAL,07,12,2021,0,1030137,BIGEYE TUNA,4691,2,3,0,0,0,0,0,2,2021-379103
379103,36,2104,03,943,0,,NYJL2104.pdf,3791,7466,00163854.tif,4,1,2,6,0,ORIGINAL,07,12,2021,0,1030137,YFT,4711,3,6,0,0,0,0,0,2,2021-379103
379103,36,2104,03,942,0,,NYJL2104.pdf,3791,7466,00163854.tif,4,1,2,6,0,ORIGINAL,07,12,2021,0,1030137,ALBACORE TUNA,4701,4,3,0,0,0,0,0,2,2021-379103
379803,10,2201,03,117,0,,DEJL2201.pdf,3798,6555,00164076.tif,2,1,3,6,0,ORIGINAL,07,14,2021,0,0051599,ALBACORE TUNA,4701,1,1,1,0,0,0,0,1,2021-379803
379803,10,2201,03,116,0,,DEJL2201.pdf,3798,6555,00164076.tif,2,1,3,6,0,ORIGINAL,07,14,2021,0,0051599,WHITE MARLIN,2161,2,0,0,1,0,0,0,1,2021-379803
379804,10,2201,04,119,0,,DEJL2201.pdf,3798,6555,00164078.tif,2,1,3,5,1,ORIGINAL,07,14,2021,0,0051599,YFT,4711,1,3,3,0,0,0,0,1,2021-379804
379804,10,2201,04,118,0,,DEJL2201.pdf,3798,6555,00164078.tif,2,1,3,5,1,ORIGINAL,07,14,2021,0,0051599,BLACK SEA BASS,3350,2,3,3,0,0,0,0,1,2021-379804
379805,10,2201,05,121,0,,DEJL2201.pdf,3798,6555,00164080.tif,2,1,2,4,1,ORIGINAL,07,14,2021,0,0051599,YFT,4711,1,1,0,0,0,0,0,2,2021-379805
379805,10,2201,05,120,0,,DEJL2201.pdf,3798,6555,00164080.tif,2,1,2,4,1,ORIGINAL,07,14,2021,0,0051599,SKIPJACK TUNA,4661,2,1,0,0,0,0,0,2,2021-379805
379806,10,2201,06,123,0,,DEJL2201.pdf,3798,6555,00164082.tif,2,1,2,7,0,ORIGINAL,07,14,2021,0,0051599,YFT,4711,1,1,1,0,0,0,0,1,2021-379806
379806,10,2201,06,122,0,,DEJL2201.pdf,3798,6555,00164082.tif,2,1,2,7,0,ORIGINAL,07,14,2021,0,0051599,DOLPHIN,1050,2,1,1,0,0,0,0,1,2021-379806
380001,24,2113,01,304,0,,MDJL2113.pdf,3800,6447,00163923.tif,3,1,3,6,0,ORIGINAL,07,13,2021,0,0470853,YFT,4711,1,1,0,0,0,0,0,2,2021-380001
380002,24,2113,02,305,0,,MDJL2113.pdf,3800,6447,00163925.tif,3,1,3,6,0,ORIGINAL,07,13,2021,0,0470853,YFT,4711,1,4,0,0,0,0,0,2,2021-380002
380003,24,2113,03,306,0,,MDJL2113.pdf,3800,6447,00163927.tif,3,1,3,6,0,ORIGINAL,07,13,2021,0,0470853,YFT,4711,1,3,0,0,0,0,0,2,2021-380003
380101,24,2215,01,380,0,,MDJL2215.pdf,3801,7844,00163931.tif,3,1,3,6,0,ORIGINAL,07,14,2021,0,0470853,BLUELINE TILEFISH,4440,1,19,19,0,0,0,0,2,2021-380101
380101,24,2215,01,381,0,,MDJL2215.pdf,3801,7844,00163931.tif,3,1,3,6,0,ORIGINAL,07,14,2021,0,0470853,GOLDEN TILEFISH,4467,2,1,1,0,0,0,0,2,2021-380101
380102,24,2215,02,383,0,,MDJL2215.pdf,3801,7844,00163933.tif,3,1,3,6,0,ORIGINAL,07,14,2021,0,0470853,YFT,4711,1,2,2,0,0,0,0,2,2021-380102
380102,24,2215,02,382,0,,MDJL2215.pdf,3801,7844,00163933.tif,3,1,3,6,0,ORIGINAL,07,14,2021,0,0470853,DOLPHIN,1050,2,1,1,0,0,0,0,2,2021-380102
380103,24,2215,03,384,0,,MDJL2215.pdf,3801,7844,00163935.tif,3,1,3,6,0,ORIGINAL,07,14,2021,0,0470853,YFT,4711,1,3,3,0,0,0,0,2,2021-380103
380201,24,2216,01,386,0,,MDJL2216.pdf,3802,6936,00163940.tif,5,1,3,6,0,ORIGINAL,07,14,2021,0,0471493,YFT,4711,1,3,3,0,0,0,0,1,2021-380201
380201,24,2216,01,385,0,,MDJL2216.pdf,3802,6936,00163940.tif,5,1,3,6,0,ORIGINAL,07,14,2021,0,0471493,BLUELINE TILEFISH,4440,2,31,31,0,0,0,0,1,2021-380201
380202,24,2216,02,387,0,,MDJL2216.pdf,3802,6936,00163942.tif,5,1,3,6,0,ORIGINAL,07,14,2021,0,0471493,YFT,4711,1,1,1,0,0,0,0,2,2021-380202
380203,24,2216,03,388,0,,MDJL2216.pdf,3802,6936,00163944.tif,5,1,2,4,0,ORIGINAL,07,14,2021,0,0471493,YFT,4711,1,6,6,0,0,0,0,1,2021-380203
380203,24,2216,03,389,0,,MDJL2216.pdf,3802,6936,00163944.tif,5,1,2,4,0,ORIGINAL,07,14,2021,0,0471493,DUSKY SHARK,4841,2,0,0,1,0,0,0,1,2021-380203
380301,33,2112,01,591,0,,NHJL2112.pdf,3803,7633,00163949.tif,1,4,1,2,1,ORIGINAL,07,14,2021,0,0151970,BLUE SHARK,4931,1,0,0,2,0,0,0,2,2021-380301
380301,33,2112,01,590,0,,NHJL2112.pdf,3803,7633,00163949.tif,1,4,1,2,1,ORIGINAL,07,14,2021,0,0151970,PORBEAGLE SHARK,4811,2,0,0,2,0,0,0,2,2021-380301
380301,33,2112,01,587,0,,NHJL2112.pdf,3803,7633,00163949.tif,1,4,1,2,1,ORIGINAL,07,14,2021,0,0151970,HADDOCK,1479,3,9,0,0,0,0,0,2,2021-380301
380301,33,2112,01,586,0,,NHJL2112.pdf,3803,7633,00163949.tif,1,4,1,2,1,ORIGINAL,07,14,2021,0,0151970,COD,815,4,0,0,1,0,0,0,2,2021-380301
380301,33,2112,01,588,0,,NHJL2112.pdf,3803,7633,00163949.tif,1,4,1,2,1,ORIGINAL,07,14,2021,0,0151970,POLLOCK,2695,5,5,0,1,0,0,0,2,2021-380301
380301,33,2112,01,589,1,ALIVE;,NHJL2112.pdf,3803,7633,00163949.tif,1,4,1,2,1,ORIGINAL,07,14,2021,0,0151970,SHARK,3591,6,0,0,25,0,0,0,2,2021-380301
380302,33,2112,02,593,0,,NHJL2112.pdf,3803,7633,00163951.tif,1,4,1,3,0,ORIGINAL,07,14,2021,0,0151970,BFT GIANT,4671,1,1,1,0,0,1,0,2,2021-380302
380302,33,2112,02,592,0,,NHJL2112.pdf,3803,7633,00163951.tif,1,4,1,3,0,ORIGINAL,07,14,2021,0,0151970,ATLANTIC MACKEREL,2120,2,9,0,3,0,0,0,2,2021-380302
380401,33,2122,01,599,0,,NHJL2122.pdf,3804,7915,00163955.tif,2,1,1,3,0,ORIGINAL,07,14,2021,0,0150099,HERRING,1670,1,0,0,12,0,0,0,2,2021-380401
380402,33,2122,02,602,0,,NHJL2122.pdf,3804,7915,00163957.tif,2,1,3,3,0,ORIGINAL,07,14,2021,0,0150099,HERRING,1670,1,25,0,0,0,0,0,2,2021-380402
380402,33,2122,02,603,0,,NHJL2122.pdf,3804,7915,00163957.tif,2,1,3,3,0,ORIGINAL,07,14,2021,0,0150099,ATLANTIC MACKEREL,2120,2,24,0,0,0,0,0,2,2021-380402
380402,33,2122,02,605,0,,NHJL2122.pdf,3804,7915,00163957.tif,2,1,3,3,0,ORIGINAL,07,14,2021,0,0150099,POLLOCK,2695,3,0,0,24,0,0,0,2,2021-380402
380402,33,2122,02,607,0,,NHJL2122.pdf,3804,7915,00163957.tif,2,1,3,3,0,ORIGINAL,07,14,2021,0,0150099,SILVER HAKE,5090,4,18,0,6,0,0,0,2,2021-380402
380402,33,2122,02,600,0,,NHJL2122.pdf,3804,7915,00163957.tif,2,1,3,3,0,ORIGINAL,07,14,2021,0,0150099,COD,815,5,0,0,4,0,0,0,2,2021-380402
380402,33,2122,02,601,0,,NHJL2122.pdf,3804,7915,00163957.tif,2,1,3,3,0,ORIGINAL,07,14,2021,0,0150099,HADDOCK,1479,6,0,0,3,0,0,0,2,2021-380402
380402,33,2122,02,606,0,,NHJL2122.pdf,3804,7915,00163957.tif,2,1,3,3,0,ORIGINAL,07,14,2021,0,0150099,SEA ROBIN,3410,7,0,0,4,0,0,0,2,2021-380402
380402,33,2122,02,604,0,,NHJL2122.pdf,3804,7915,00163957.tif,2,1,3,3,0,ORIGINAL,07,14,2021,0,0150099,REDFISH,2400,8,0,0,10,0,0,0,2,2021-380402
380601,34,2121,01,765,0,,NJJL2121.pdf,3806,6416,00163976.tif,6,1,3,6,0,ORIGINAL,07,14,2021,0,0259005,YFT,4711,1,8,8,0,0,0,0,2,2021-380601
380601,34,2121,01,764,0,,NJJL2121.pdf,3806,6416,00163976.tif,6,1,3,6,0,ORIGINAL,07,14,2021,0,0259005,SKIPJACK TUNA,4661,2,0,0,1,0,0,0,2,2021-380601
380602,34,2121,02,766,0,,NJJL2121.pdf,3806,6416,00163978.tif,6,1,2,6,0,ORIGINAL,07,14,2021,1,0251808,YFT,4711,1,9,0,0,0,0,0,2,2021-380602
380603,34,2121,03,767,0,,NJJL2121.pdf,3806,6416,00163980.tif,6,1,3,6,0,ORIGINAL,07,14,2021,0,0251005,YFT,4711,1,5,5,2,0,0,0,1,2021-380603
380604,34,2121,04,768,0,,NJJL2121.pdf,3806,6416,00163982.tif,6,1,1,3,0,ORIGINAL,07,14,2021,0,0251050,YFT,4711,1,8,1,0,0,0,1,1,2021-380604
380605,34,2121,05,769,0,,NJJL2121.pdf,3806,6416,00163984.tif,6,1,3,7,0,ORIGINAL,07,14,2021,0,0251005,YFT,4711,1,5,0,0,0,0,0,2,2021-380605
380701,34,2131,01,787,0,,NJJL2131.pdf,3807,7893,00163989.tif,10,1,3,6,0,ORIGINAL,07,14,2021,0,0290193,YFT,4711,1,7,7,3,0,0,0,2,2021-380701
381001,09,2103,01,34,0,,CTJL2103.pdf,3810,7938,00164109.tif,8,1,3,4,1,ORIGINAL,07,14,2021,0,0074328,YFT,4711,1,9,6,2,0,0,0,2,2021-381001
381301,25,2234,01,536,0,,MAJL2234.pdf,3813,7907,00164118.tif,15,1,3,2,0,ORIGINAL,07,15,2021,0,0090024,BFT SMALL MEDIUM,4676,1,0,0,1,0,0,0,2,2021-381301
381301,25,2234,01,535,0,,MAJL2234.pdf,3813,7907,00164118.tif,15,1,3,2,0,ORIGINAL,07,15,2021,0,0090024,ATLANTIC MACKEREL,2120,2,6,0,0,0,0,0,2,2021-381301
381302,25,2234,02,539,0,,MAJL2234.pdf,3813,7907,00164120.tif,15,1,3,8,0,ORIGINAL,07,15,2021,0,0090024,BFT LARGE SCHOOL,4678,1,1,1,0,0,0,0,2,2021-381302
381302,25,2234,02,538,0,,MAJL2234.pdf,3813,7907,00164120.tif,15,1,3,8,0,ORIGINAL,07,15,2021,0,0090024,ATLANTIC MACKEREL,2120,2,6,0,0,0,0,0,2,2021-381302
