tracker,stcode,control,docno,c_index,cerrflag,cprobfld,faxno,batch,intcode,tifno,cluster,sitetype,q11a,q23,interr,filestat,month,day,year,enterr,site_no,othlp,species,row,kept,observe,alive,dead,sell,weighed,measur,id
392401,25,2215,01,518,1,DEAD;,MAJL2215.pdf,3924,7944,00164733.tif,4,3,3,2,1,ORIGINAL,07,19,2021,0,0010392,ATLANTIC MACKEREL,2120,1,17,0,20,3,0,0,2,2021-392401
392601,25,2217,01,519,0,,MAJL2217.pdf,3926,7907,00164751.tif,35,1,3,2,0,ORIGINAL,07,20,2021,0,0099005,ATLANTIC MACKEREL,2120,1,10,0,0,0,0,0,2,2021-392601
392801,24,1104,01,168,0,,MDJL1104.pdf,3928,6447,00164757.tif,2,1,3,6,0,ORIGINAL,07,18,2021,0,0470022,YFT,4711,1,4,0,0,0,0,0,2,2021-392801
392901,24,2112,01,302,0,,MDJL2112.pdf,3929,7945,00164762.tif,1,1,2,6,0,ORIGINAL,07,20,2021,0,0470019,YFT,4711,1,3,3,0,0,0,0,2,2021-392901
392903,24,2112,03,303,0,,MDJL2112.pdf,3929,7945,00164765.tif,1,1,2,4,0,ORIGINAL,07,20,2021,0,0470019,YFT,4711,1,1,0,0,0,0,0,2,2021-392903
393101,24,2117,01,317,0,,MDJL2117.pdf,3931,6555,00164772.tif,4,3,2,4,0,ORIGINAL,07,20,2021,1,0470856,DOLPHIN,1050,1,1,0,0,0,0,0,2,2021-393101
393102,24,2117,02,318,0,,MDJL2117.pdf,3931,6555,00164774.tif,4,3,8,2,0,ORIGINAL,07,20,2021,0,0470856,BLACK SEA BASS,3350,1,10,0,0,0,0,0,2,2021-393102
393103,24,2117,03,319,0,,MDJL2117.pdf,3931,6555,00164776.tif,4,3,2,2,0,ORIGINAL,07,20,2021,0,0470856,YFT,4711,1,5,0,0,0,0,0,2,2021-393103
393104,24,2117,04,320,0,,MDJL2117.pdf,3931,6555,00164778.tif,4,3,2,3,1,ORIGINAL,07,20,2021,0,0470856,YFT,4711,1,1,0,0,0,0,0,2,2021-393104
393106,24,2117,06,321,0,,MDJL2117.pdf,3931,6555,00164781.tif,4,3,2,3,0,ORIGINAL,07,20,2021,0,0470856,YFT,4711,1,1,0,0,0,0,0,2,2021-393106
393107,24,2117,07,322,1,DEAD;,MDJL2117.pdf,3931,6555,00164783.tif,4,3,2,4,0,ORIGINAL,07,20,2021,0,0470856,DOLPHIN,1050,1,5,0,0,1,0,0,2,2021-393107
393108,24,2117,08,323,0,,MDJL2117.pdf,3931,6555,00164785.tif,4,3,2,3,0,ORIGINAL,07,20,2021,0,0470856,YFT,4711,1,2,0,0,0,0,0,2,2021-393108
393109,24,2117,09,324,0,,MDJL2117.pdf,3931,6555,00164787.tif,4,3,2,4,0,ORIGINAL,07,20,2021,0,0470856,YFT,4711,1,2,0,0,0,0,0,2,2021-393109
393110,24,2117,10,325,0,,MDJL2117.pdf,3931,6555,00164789.tif,4,3,2,2,0,ORIGINAL,07,20,2021,0,0470856,DOLPHIN,1050,1,7,0,1,0,0,0,2,2021-393110
393112,24,2117,12,326,0,,MDJL2117.pdf,3931,6555,00164792.tif,4,3,8,2,0,ORIGINAL,07,20,2021,0,0470856,YFT,4711,1,1,0,0,0,0,0,2,2021-393112
393201,24,2217,01,390,0,,MDJL2217.pdf,3932,6447,00164796.tif,3,1,3,5,0,ORIGINAL,07,19,2021,0,0470853,YFT,4711,1,8,0,0,0,0,0,2,2021-393201
393301,24,2218,01,391,0,,MDJL2218.pdf,3933,6936,00164800.tif,5,1,3,2,0,ORIGINAL,07,19,2021,0,0471493,YFT,4711,1,2,2,0,0,0,0,1,2021-393301
393302,24,2218,02,395,0,,MDJL2218.pdf,3933,6936,00164802.tif,5,1,3,6,0,ORIGINAL,07,19,2021,0,0471493,YFT,4711,1,5,5,0,0,0,0,2,2021-393302
393302,24,2218,02,393,0,,MDJL2218.pdf,3933,6936,00164802.tif,5,1,3,6,0,ORIGINAL,07,19,2021,0,0471493,DOLPHIN,1050,2,1,1,0,0,0,0,2,2021-393302
393302,24,2218,02,392,0,,MDJL2218.pdf,3933,6936,00164802.tif,5,1,3,6,0,ORIGINAL,07,19,2021,0,0471493,ATLANTIC BONITO,330,3,1,1,0,0,0,0,2,2021-393302
393302,24,2218,02,394,0,,MDJL2218.pdf,3933,6936,00164802.tif,5,1,3,6,0,ORIGINAL,07,19,2021,0,0471493,SHORTFIN MAKO SHARK,3551,4,0,0,1,0,0,0,2,2021-393302
393303,24,2218,03,397,0,,MDJL2218.pdf,3933,6936,00164804.tif,5,1,2,4,0,ORIGINAL,07,19,2021,0,0471493,YFT,4711,1,3,3,0,0,0,0,2,2021-393303
393303,24,2218,03,396,0,,MDJL2218.pdf,3933,6936,00164804.tif,5,1,2,4,0,ORIGINAL,07,19,2021,0,0471493,WHITE MARLIN,2161,2,0,0,1,0,0,0,2,2021-393303
393304,24,2218,04,400,0,,MDJL2218.pdf,3933,6936,00164806.tif,5,1,2,5,0,ORIGINAL,07,19,2021,0,0471493,YFT,4711,1,3,3,3,0,0,0,2,2021-393304
393304,24,2218,04,398,0,,MDJL2218.pdf,3933,6936,00164806.tif,5,1,2,5,0,ORIGINAL,07,19,2021,0,0471493,DOLPHIN,1050,2,2,2,0,0,0,0,2,2021-393304
393304,24,2218,04,399,0,,MDJL2218.pdf,3933,6936,00164806.tif,5,1,2,5,0,ORIGINAL,07,19,2021,0,0471493,WHITE MARLIN,2161,3,0,0,1,0,0,0,2,2021-393304
393305,24,2218,05,402,0,,MDJL2218.pdf,3933,6936,00164808.tif,5,1,3,6,0,ORIGINAL,07,19,2021,0,0471493,YFT,4711,1,6,6,0,0,0,0,1,2021-393305
393305,24,2218,05,401,0,,MDJL2218.pdf,3933,6936,00164808.tif,5,1,3,6,0,ORIGINAL,07,19,2021,0,0471493,WHITE MARLIN,2161,2,0,0,1,0,0,0,1,2021-393305
393306,24,2218,06,405,0,,MDJL2218.pdf,3933,6936,00164810.tif,5,1,3,6,0,ORIGINAL,07,19,2021,0,0471493,YFT,4711,1,3,3,0,0,0,0,1,2021-393306
393306,24,2218,06,403,0,,MDJL2218.pdf,3933,6936,00164810.tif,5,1,3,6,0,ORIGINAL,07,19,2021,0,0471493,DOLPHIN,1050,2,1,1,0,0,0,0,1,2021-393306
393306,24,2218,06,404,0,,MDJL2218.pdf,3933,6936,00164810.tif,5,1,3,6,0,ORIGINAL,07,19,2021,0,0471493,WHITE MARLIN,2161,3,0,0,1,0,0,0,1,2021-393306
393501,33,1206,01,557,0,,NHJL1206.pdf,3935,7799,00165421.tif,3,1,1,3,1,ORIGINAL,07,17,2021,0,0150020,SILVER HAKE,5090,1,6,0,0,0,0,0,2,2021-393501
393501,33,1206,01,556,0,,NHJL1206.pdf,3935,7799,00165421.tif,3,1,1,3,1,ORIGINAL,07,17,2021,0,0150020,ATLANTIC MACKEREL,2120,2,6,0,0,0,0,0,2,2021-393501
393601,33,1207,01,559,0,,NHJL1207.pdf,3936,7867,00164828.tif,1,1,1,2,0,ORIGINAL,07,18,2021,0,0150088,HADDOCK,1479,1,3,0,0,0,0,0,2,2021-393601
393601,33,1207,01,558,0,,NHJL1207.pdf,3936,7867,00164828.tif,1,1,1,2,0,ORIGINAL,07,18,2021,0,0150088,COD,815,2,0,0,2,0,0,0,2,2021-393601
393601,33,1207,01,560,1,RARE OR ILLEGAL SPECIES KEPT;,NHJL1207.pdf,3936,7867,00164828.tif,1,1,1,2,0,ORIGINAL,07,18,2021,0,0150088,DOGFISH,3501,3,2,0,0,0,0,0,2,2021-393601
393602,33,1207,02,561,0,,NHJL1207.pdf,3936,7867,00164830.tif,1,1,3,4,0,ORIGINAL,07,18,2021,0,0150003,ATLANTIC MACKEREL,2120,1,2,0,0,0,0,0,2,2021-393602
393602,33,1207,02,562,0,,NHJL1207.pdf,3936,7867,00164830.tif,1,1,3,4,0,ORIGINAL,07,18,2021,0,0150003,BFT SMALL MEDIUM,4676,2,1,0,0,0,0,0,2,2021-393602
393701,33,2209,01,626,0,,NHJL2209.pdf,3937,7633,00164817.tif,1,4,3,8,0,ORIGINAL,07,19,2021,1,0151970,COD,815,1,0,0,2,0,0,0,2,2021-393701
393701,33,2209,01,629,0,,NHJL2209.pdf,3937,7633,00164817.tif,1,4,3,8,0,ORIGINAL,07,19,2021,1,0151970,POLLOCK,2695,2,0,0,10,0,0,0,2,2021-393701
393701,33,2209,01,628,0,,NHJL2209.pdf,3937,7633,00164817.tif,1,4,3,8,0,ORIGINAL,07,19,2021,1,0151970,ATLANTIC MACKEREL,2120,3,12,0,0,0,0,0,2,2021-393701
393701,33,2209,01,627,1,ALIVE;,NHJL2209.pdf,3937,7633,00164817.tif,1,4,3,8,0,ORIGINAL,07,19,2021,1,0151970,CUNNER,930,4,0,0,1,0,0,0,2,2021-393701
393802,34,1210,02,728,1,ALIVE;,NJJL1210.pdf,3938,7895,00164823.tif,3,1,1,5,0,ORIGINAL,07,17,2021,0,0090900,LONGBILL SPEARFISH,4010,1,0,0,1,0,0,0,2,2021-393802
394101,36,1103,01,852,0,,NYJL1103.pdf,3941,7727,00164841.tif,3,1,2,6,1,ORIGINAL,07,17,2021,0,1030175,YFT,4711,1,9,9,2,0,0,0,2,2021-394101
394101,36,1103,01,850,0,,NYJL1103.pdf,3941,7727,00164841.tif,3,1,2,6,1,ORIGINAL,07,17,2021,0,1030175,DOLPHIN,1050,2,4,4,0,0,0,0,2,2021-394101
394101,36,1103,01,851,0,,NYJL1103.pdf,3941,7727,00164841.tif,3,1,2,6,1,ORIGINAL,07,17,2021,0,1030175,WHITE MARLIN,2161,3,0,0,1,0,0,0,2,2021-394101
394102,36,1103,02,853,0,,NYJL1103.pdf,3941,7727,00164843.tif,3,1,2,4,0,ORIGINAL,07,17,2021,0,1030175,BLUE MARLIN,2171,1,0,0,1,0,0,0,1,2021-394102
394102,36,1103,02,854,0,,NYJL1103.pdf,3941,7727,00164843.tif,3,1,2,4,0,ORIGINAL,07,17,2021,0,1030175,YFT,4711,2,4,4,0,0,0,0,1,2021-394102
394103,36,1103,03,856,0,,NYJL1103.pdf,3941,7727,00164845.tif,3,1,3,5,0,ORIGINAL,07,17,2021,0,1030589,BIGEYE TUNA,4691,1,1,0,0,0,0,0,2,2021-394103
394103,36,1103,03,857,0,,NYJL1103.pdf,3941,7727,00164845.tif,3,1,3,5,0,ORIGINAL,07,17,2021,0,1030589,YFT,4711,2,1,0,0,0,0,0,2,2021-394103
394103,36,1103,03,855,0,,NYJL1103.pdf,3941,7727,00164845.tif,3,1,3,5,0,ORIGINAL,07,17,2021,0,1030589,DOLPHIN,1050,3,1,0,0,0,0,0,2,2021-394103
394104,36,1103,04,859,0,,NYJL1103.pdf,3941,7727,00164847.tif,3,1,2,4,0,ORIGINAL,07,17,2021,0,1030169,YFT,4711,1,10,5,8,0,0,0,2,2021-394104
394104,36,1103,04,858,0,,NYJL1103.pdf,3941,7727,00164847.tif,3,1,2,4,0,ORIGINAL,07,17,2021,0,1030169,DOLPHIN,1050,2,11,4,0,0,0,0,2,2021-394104
394105,36,1103,05,862,0,,NYJL1103.pdf,3941,7727,00164849.tif,3,1,2,6,0,ORIGINAL,07,17,2021,0,1030589,YFT,4711,1,4,4,25,0,0,0,1,2021-394105
394105,36,1103,05,861,0,,NYJL1103.pdf,3941,7727,00164849.tif,3,1,2,6,0,ORIGINAL,07,17,2021,0,1030589,ALBACORE TUNA,4701,2,2,2,0,0,0,0,1,2021-394105
394105,36,1103,05,860,0,,NYJL1103.pdf,3941,7727,00164849.tif,3,1,2,6,0,ORIGINAL,07,17,2021,0,1030589,BIGEYE TUNA,4691,3,1,1,0,0,0,0,1,2021-394105
394201,36,1108,01,884,1,ALIVE;,NYJL1108.pdf,3942,7466,00164854.tif,4,1,2,5,1,ORIGINAL,07,17,2021,0,1030137,YFT,4711,1,10,0,32,0,0,0,2,2021-394201
394201,36,1108,01,881,0,,NYJL1108.pdf,3942,7466,00164854.tif,4,1,2,5,1,ORIGINAL,07,17,2021,0,1030137,DOLPHIN,1050,2,4,0,0,0,0,0,2,2021-394201
394201,36,1108,01,883,0,,NYJL1108.pdf,3942,7466,00164854.tif,4,1,2,5,1,ORIGINAL,07,17,2021,0,1030137,BIGEYE TUNA,4691,3,2,0,0,0,0,0,2,2021-394201
394201,36,1108,01,882,0,,NYJL1108.pdf,3942,7466,00164854.tif,4,1,2,5,1,ORIGINAL,07,17,2021,0,1030137,BLUE MARLIN,2171,4,0,0,4,0,0,0,2,2021-394201
394202,36,1108,02,885,0,,NYJL1108.pdf,3942,7466,00164856.tif,4,1,2,3,0,ORIGINAL,07,17,2021,0,1030146,COMMON THRESHER SHARK,3531,1,1,1,0,0,0,0,1,2021-394202
394202,36,1108,02,886,0,,NYJL1108.pdf,3942,7466,00164856.tif,4,1,2,3,0,ORIGINAL,07,17,2021,0,1030146,BFT SCHOOL,4677,2,2,2,0,0,0,0,1,2021-394202
394203,36,1108,03,887,0,,NYJL1108.pdf,3942,7466,00164858.tif,4,1,3,6,0,ORIGINAL,07,17,2021,0,1030085,BFT SCHOOL,4677,1,2,2,0,0,0,0,2,2021-394203
394301,36,1207,01,919,0,,NYJL1207.pdf,3943,7466,00164863.tif,4,1,1,2,0,ORIGINAL,07,18,2021,0,1030134,YFT,4711,1,1,1,9,0,0,0,2,2021-394301
394301,36,1207,01,918,0,,NYJL1207.pdf,3943,7466,00164863.tif,4,1,1,2,0,ORIGINAL,07,18,2021,0,1030134,DOLPHIN,1050,2,1,1,0,0,0,0,2,2021-394301
394302,36,1207,02,920,0,,NYJL1207.pdf,3943,7466,00164865.tif,4,1,2,4,1,ORIGINAL,07,18,2021,0,1030137,WHITE MARLIN,2161,1,0,0,1,0,0,0,2,2021-394302
394302,36,1207,02,921,0,,NYJL1207.pdf,3943,7466,00164865.tif,4,1,2,4,1,ORIGINAL,07,18,2021,0,1030137,SHORTFIN MAKO SHARK,3551,2,0,0,2,0,0,0,2,2021-394302
394302,36,1207,02,922,0,,NYJL1207.pdf,3943,7466,00164865.tif,4,1,2,4,1,ORIGINAL,07,18,2021,0,1030137,SHARK,3591,3,0,0,1,0,0,0,2,2021-394302
394303,36,1207,03,923,0,,NYJL1207.pdf,3943,7466,00164867.tif,4,1,1,5,1,ORIGINAL,07,18,2021,0,1030085,BIGEYE TUNA,4691,1,2,0,0,0,0,0,2,2021-394303
394303,36,1207,03,924,0,,NYJL1207.pdf,3943,7466,00164867.tif,4,1,1,5,1,ORIGINAL,07,18,2021,0,1030085,ALBACORE TUNA,4701,2,2,0,0,0,0,0,2,2021-394303
394303,36,1207,03,925,0,,NYJL1207.pdf,3943,7466,00164867.tif,4,1,1,5,1,ORIGINAL,07,18,2021,0,1030085,YFT,4711,3,7,0,20,0,0,0,2,2021-394303
394402,36,2202,02,982,0,,NYJL2202.pdf,3944,7466,00164873.tif,4,1,1,5,0,ORIGINAL,07,16,2021,0,1030137,YFT,4711,1,8,0,0,0,0,0,2,2021-394402
394403,36,2202,03,983,1,DEAD;,NYJL2202.pdf,3944,7466,00164875.tif,4,1,2,5,0,ORIGINAL,07,16,2021,0,1030137,TUNA,4656,1,0,0,0,2,0,0,2,2021-394403
394404,36,2202,04,984,0,,NYJL2202.pdf,3944,7466,00164877.tif,4,1,2,5,0,ORIGINAL,07,16,2021,0,1030137,BLUE MARLIN,2171,1,0,0,1,0,0,0,2,2021-394404
394404,36,2202,04,985,0,,NYJL2202.pdf,3944,7466,00164877.tif,4,1,2,5,0,ORIGINAL,07,16,2021,0,1030137,YFT,4711,2,4,0,1,0,0,0,2,2021-394404
394405,36,2202,05,986,0,,NYJL2202.pdf,3944,7466,00164879.tif,4,1,3,1,0,ORIGINAL,07,16,2021,0,1030137,BFT SCHOOL,4677,1,2,0,2,0,0,0,2,2021-394405
394406,36,2202,06,987,0,,NYJL2202.pdf,3944,7466,00164881.tif,4,1,2,9,0,ORIGINAL,07,16,2021,0,1030085,YFT,4711,1,1,1,0,0,0,0,2,2021-394406
395101,51,2112,01,1239,0,,VAJL2112.pdf,3951,7696,00164900.tif,3,1,3,3,1,REVISED,07,20,2021,1,8100088,YFT,4711,1,2,0,0,0,0,0,2,2021-395101
395101,51,2112,01,1237,0,,VAJL2112.pdf,3951,7696,00164900.tif,3,1,3,3,1,REVISED,07,20,2021,1,8100088,DOLPHIN,1050,2,2,0,0,0,0,0,2,2021-395101
395101,51,2112,01,1238,0,,VAJL2112.pdf,3951,7696,00164900.tif,3,1,3,3,1,REVISED,07,20,2021,1,8100088,SAILFISH,3026,3,0,0,1,0,0,0,2,2021-395101
395102,51,2112,02,1241,0,,VAJL2112.pdf,3951,7696,00164902.tif,3,1,2,6,0,ORIGINAL,07,20,2021,0,8100088,DUSKY SHARK,4841,1,0,0,1,0,0,0,1,2021-395102
395102,51,2112,02,1240,0,,VAJL2112.pdf,3951,7696,00164902.tif,3,1,2,6,0,ORIGINAL,07,20,2021,0,8100088,YFT,4711,2,14,6,0,0,0,0,1,2021-395102
395103,51,2112,03,1242,0,,VAJL2112.pdf,3951,7696,00164904.tif,3,1,3,6,0,ORIGINAL,07,20,2021,0,8100088,YFT,4711,1,11,0,0,0,0,0,2,2021-395103
395104,51,2112,04,1245,0,,VAJL2112.pdf,3951,7696,00164906.tif,3,1,3,3,1,ORIGINAL,07,20,2021,0,8101832,YFT,4711,1,5,0,0,0,0,0,2,2021-395104
395104,51,2112,04,1243,0,,VAJL2112.pdf,3951,7696,00164906.tif,3,1,3,3,1,ORIGINAL,07,20,2021,0,8101832,DOLPHIN,1050,2,1,0,0,0,0,0,2,2021-395104
395104,51,2112,04,1244,0,,VAJL2112.pdf,3951,7696,00164906.tif,3,1,3,3,1,ORIGINAL,07,20,2021,0,8101832,WHITE MARLIN,2161,3,0,0,1,0,0,0,2,2021-395104
395105,51,2112,05,1247,0,,VAJL2112.pdf,3951,7696,00164908.tif,3,1,3,6,1,ORIGINAL,07,20,2021,1,8100088,YFT,4711,1,5,5,0,0,0,0,1,2021-395105
395105,51,2112,05,1246,0,,VAJL2112.pdf,3951,7696,00164908.tif,3,1,3,6,1,ORIGINAL,07,20,2021,1,8100088,SKIPJACK TUNA,4661,2,1,1,0,0,0,0,1,2021-395105
395106,51,2112,06,1249,0,,VAJL2112.pdf,3951,7696,00164910.tif,3,1,2,4,0,ORIGINAL,07,20,2021,0,8101832,YFT,4711,1,5,0,0,0,0,0,2,2021-395106
395106,51,2112,06,1248,0,,VAJL2112.pdf,3951,7696,00164910.tif,3,1,2,4,0,ORIGINAL,07,20,2021,0,8101832,DOLPHIN,1050,2,1,0,0,0,0,0,2,2021-395106
395301,51,2127,01,1291,0,,VAJL2127.pdf,3953,7652,00164925.tif,8,1,2,5,0,ORIGINAL,07,15,2021,0,0010039,YFT,4711,1,4,0,0,0,0,0,2,2021-395301
395302,51,2127,02,1292,0,,VAJL2127.pdf,3953,7652,00164927.tif,8,1,2,5,0,ORIGINAL,07,15,2021,0,0010039,YFT,4711,1,3,0,3,0,0,0,2,2021-395302
395303,51,2127,03,1293,0,,VAJL2127.pdf,3953,7652,00164929.tif,8,1,3,2,0,ORIGINAL,07,15,2021,0,0010039,YFT,4711,1,4,0,0,0,0,0,2,2021-395303
395401,51,2128,01,1297,0,,VAJL2128.pdf,3954,6633,00164933.tif,1,1,3,4,0,ORIGINAL,07,20,2021,0,8100002,YFT,4711,1,9,4,0,0,0,0,2,2021-395401
395401,51,2128,01,1296,0,,VAJL2128.pdf,3954,6633,00164933.tif,1,1,3,4,0,ORIGINAL,07,20,2021,0,8100002,BLUELINE TILEFISH,4440,2,40,28,0,0,0,0,2,2021-395401
395401,51,2128,01,1295,0,,VAJL2128.pdf,3954,6633,00164933.tif,1,1,3,4,0,ORIGINAL,07,20,2021,0,8100002,BLACKBELLY ROSEFISH,2420,3,40,0,0,0,0,0,2,2021-395401
395401,51,2128,01,1294,0,,VAJL2128.pdf,3954,6633,00164933.tif,1,1,3,4,0,ORIGINAL,07,20,2021,0,8100002,DOLPHIN,1050,4,5,4,0,0,0,0,2,2021-395401
395402,51,2128,02,1298,0,,VAJL2128.pdf,3954,6633,00164935.tif,1,1,2,3,0,ORIGINAL,07,20,2021,0,8100002,YFT,4711,1,2,2,1,0,0,0,1,2021-395402
395403,51,2128,03,1299,0,,VAJL2128.pdf,3954,6633,00164937.tif,1,1,2,6,0,ORIGINAL,07,20,2021,0,8100002,YFT,4711,1,1,0,0,0,0,0,2,2021-395403
395404,51,2128,04,1300,0,,VAJL2128.pdf,3954,6633,00164939.tif,1,1,2,4,0,ORIGINAL,07,20,2021,0,8100002,YFT,4711,1,1,0,0,0,0,0,2,2021-395404
395501,51,2211,01,1346,0,,VAJL2211.pdf,3955,7918,00164943.tif,3,1,2,3,1,ORIGINAL,07,19,2021,0,8101832,YFT,4711,1,9,0,0,0,0,0,2,2021-395501
395501,51,2211,01,1345,0,,VAJL2211.pdf,3955,7918,00164943.tif,3,1,2,3,1,ORIGINAL,07,19,2021,0,8101832,BIGEYE TUNA,4691,2,1,0,0,0,0,0,2,2021-395501
397601,34,2109,01,747,0,,NJJL2109.pdf,3976,7785,00164950.tif,11,1,2,4,0,ORIGINAL,07,20,2021,0,0091044,YFT,4711,1,2,2,0,0,0,0,1,2021-397601
397602,34,2109,02,748,0,,NJJL2109.pdf,3976,7785,00164952.tif,11,1,3,6,0,ORIGINAL,07,20,2021,0,0091671,YFT,4711,1,10,0,0,0,0,0,2,2021-397602
397602,34,2109,02,749,0,,NJJL2109.pdf,3976,7785,00164952.tif,11,1,3,6,0,ORIGINAL,07,20,2021,0,0091671,SANDBAR SHARK,4821,2,0,0,2,0,0,0,2,2021-397602
397602,34,2109,02,750,1,SPECIES;ALIVE;,NJJL2109.pdf,3976,7785,00164952.tif,11,1,3,6,0,ORIGINAL,07,20,2021,0,0091671,RAY,8888,3,0,0,1,0,0,0,2,2021-397602
397603,34,2109,03,751,0,,NJJL2109.pdf,3976,7785,00164954.tif,11,1,2,4,0,ORIGINAL,07,20,2021,0,0091131,YFT,4711,1,4,0,0,0,0,0,2,2021-397603
397604,34,2109,04,752,0,,NJJL2109.pdf,3976,7785,00164956.tif,11,1,2,4,0,ORIGINAL,07,20,2021,0,0091044,YFT,4711,1,5,0,0,0,0,0,2,2021-397604
397605,34,2109,05,753,0,,NJJL2109.pdf,3976,7785,00164958.tif,11,1,3,6,0,ORIGINAL,07,20,2021,0,0091044,YFT,4711,1,4,0,0,0,0,0,2,2021-397605
397606,34,2109,06,754,0,,NJJL2109.pdf,3976,7785,00164960.tif,11,1,2,3,1,ORIGINAL,07,20,2021,0,0091671,YFT,4711,1,2,1,0,0,0,0,2,2021-397606
397701,36,2205,01,988,0,,NYJL2205.pdf,3977,7466,00164965.tif,4,1,2,5,0,ORIGINAL,07,20,2021,0,1030146,BLACK SEA BASS,3350,1,12,0,0,0,0,0,2,2021-397701
397701,36,2205,01,989,0,,NYJL2205.pdf,3977,7466,00164965.tif,4,1,2,5,0,ORIGINAL,07,20,2021,0,1030146,SHORTFIN MAKO SHARK,3551,2,0,0,1,0,0,0,2,2021-397701
397702,36,2205,02,992,0,,NYJL2205.pdf,3977,7466,00164967.tif,4,1,3,3,0,ORIGINAL,07,20,2021,0,1030085,BFT SCHOOL,4677,1,1,1,0,0,0,0,1,2021-397702
397702,36,2205,02,990,0,,NYJL2205.pdf,3977,7466,00164967.tif,4,1,3,3,0,ORIGINAL,07,20,2021,0,1030085,SUMMER FLOUNDER,1219,2,4,4,0,0,0,0,1,2021-397702
397702,36,2205,02,991,0,,NYJL2205.pdf,3977,7466,00164967.tif,4,1,3,3,0,ORIGINAL,07,20,2021,0,1030085,BLACK SEA BASS,3350,3,9,9,0,0,0,0,1,2021-397702
397703,36,2205,03,993,0,,NYJL2205.pdf,3977,7466,00164969.tif,4,1,2,2,0,ORIGINAL,07,20,2021,0,1030085,WHITE MARLIN,2161,1,0,0,1,0,0,0,2,2021-397703
397704,36,2205,04,995,0,,NYJL2205.pdf,3977,7466,00164971.tif,4,1,2,8,0,ORIGINAL,07,20,2021,0,1030085,YFT,4711,1,2,2,10,0,0,0,2,2021-397704
397704,36,2205,04,994,0,,NYJL2205.pdf,3977,7466,00164971.tif,4,1,2,8,0,ORIGINAL,07,20,2021,0,1030085,WHITE MARLIN,2161,2,0,0,1,0,0,0,2,2021-397704
397901,36,2214,01,1035,0,,NYJL2214.pdf,3979,7727,00164979.tif,3,1,2,6,1,ORIGINAL,07,20,2021,0,1030169,DOLPHIN,1050,1,4,0,0,0,0,0,2,2021-397901
397901,36,2214,01,1036,0,,NYJL2214.pdf,3979,7727,00164979.tif,3,1,2,6,1,ORIGINAL,07,20,2021,0,1030169,WHITE MARLIN,2161,2,0,0,2,0,0,0,2,2021-397901
397902,36,2214,02,1037,0,,NYJL2214.pdf,3979,7727,00164981.tif,3,1,2,2,0,ORIGINAL,07,20,2021,0,1030589,DOLPHIN,1050,1,3,0,6,0,0,0,2,2021-397902
398001,44,2203,01,1085,0,,RIJL2203.pdf,3980,7926,00164986.tif,11,1,2,2,0,ORIGINAL,07,19,2021,0,0094047,BFT SCHOOL,4677,1,2,2,0,0,0,0,1,2021-398001
398801,25,2125,01,490,1,DEAD;,MAJL2125.PDF,3988,7944,00164997.tif,2,3,2,3,1,ORIGINAL,07,20,2021,0,0010273,ATLANTIC MACKEREL,2120,1,6,0,3,1,0,0,2,2021-398801
399201,36,2112,01,951,0,,NYJL2112.pdf,3992,7519,00165012.tif,5,1,2,3,0,ORIGINAL,07,16,2021,0,1030037,DOLPHIN,1050,1,2,0,0,0,0,0,2,2021-399201
399201,36,2112,01,953,0,,NYJL2112.pdf,3992,7519,00165012.tif,5,1,2,3,0,ORIGINAL,07,16,2021,0,1030037,YFT,4711,2,5,0,0,0,0,0,2,2021-399201
399201,36,2112,01,952,0,,NYJL2112.pdf,3992,7519,00165012.tif,5,1,2,3,0,ORIGINAL,07,16,2021,0,1030037,BIGEYE TUNA,4691,3,1,1,0,0,0,0,2,2021-399201
399202,36,2112,02,954,0,,NYJL2112.pdf,3992,7519,00165014.tif,5,1,2,3,0,ORIGINAL,07,16,2021,0,1030037,YFT,4711,1,5,0,6,0,0,0,2,2021-399202
399203,36,2112,03,955,1,KEPT;,NYJL2112.pdf,3992,7519,00165016.tif,5,1,3,5,0,ORIGINAL,07,16,2021,0,1030133,BFT SCHOOL,4677,1,5,0,0,0,0,0,2,2021-399203
399204,36,2112,04,956,0,,NYJL2112.pdf,3992,7519,00165018.tif,5,1,2,3,0,ORIGINAL,07,16,2021,0,1030133,BFT SCHOOL,4677,1,1,1,0,0,0,0,2,2021-399204
399205,36,2112,05,958,0,,NYJL2112.pdf,3992,7519,00165020.tif,5,1,2,5,0,ORIGINAL,07,16,2021,0,1030133,BLUE SHARK,4931,1,0,0,1,0,0,0,2,2021-399205
399205,36,2112,05,959,0,,NYJL2112.pdf,3992,7519,00165020.tif,5,1,2,5,0,ORIGINAL,07,16,2021,0,1030133,HAMMERHEAD SHARK,4950,2,0,0,1,0,0,0,2,2021-399205
399205,36,2112,05,957,0,,NYJL2112.pdf,3992,7519,00165020.tif,5,1,2,5,0,ORIGINAL,07,16,2021,0,1030133,SHORTFIN MAKO SHARK,3551,3,1,0,2,0,0,0,2,2021-399205
399206,36,2112,06,960,0,,NYJL2112.pdf,3992,7519,00165022.tif,5,1,2,2,0,ORIGINAL,07,16,2021,0,1030133,BFT SCHOOL,4677,1,2,2,4,0,0,0,2,2021-399206
399401,44,2204,01,1086,0,,RIJL2204.pdf,3994,7926,00165027.tif,11,1,3,5,1,REVISED,07,20,2021,0,0094047,BFT SCHOOL,4677,1,3,2,0,0,0,0,2,2021-399401
