tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,prep,recno,s_index,serrflag,sprobfld,id
11,9996,9996,471,2,9996,6783,2,3,2012,08,16,0051599,0,0,10,01,2209,1,deau2209.tif,00053915.tif,ORIGINAL,1050,1127,0,6,14,0,,2012-112701
12,9996,9996,472,1,9996,7441,2,2,2012,08,23,1030564,0,0,36,02,2229,1,nyau2229.tif,00054680.tif,ORIGINAL,1050,1244,0,2,124,0,,2012-124402
10,9996,9996,472,2,9996,6593,11,1,2012,08,04,0090475,0,0,44,09,1109,1,riau1109.tif,00053578.tif,ORIGINAL,1050,1075,0,4,130,0,,2012-107509
10,9996,9996,473,2,9996,2836,3,1,2012,08,12,8100088,0,0,51,02,1103,1,vaau1103.tif,00053481.tif,ORIGINAL,1050,1059,0,3,150,0,,2012-105902
09,9996,9996,476,2,9996,6936,5,1,2012,08,03,0471493,0,0,24,02,2101,1,mdau2101.tif,00052433.tif,ORIGINAL,1050,0928,0,4,47,0,,2012-092802
12,9996,9996,481,8,9996,6783,2,1,2012,08,22,0051599,0,0,10,01,2112,1,deau2112.tif,00054646.tif,ORIGINAL,1050,1242,0,7,26,0,,2012-124201
12,9996,9996,482,8,9996,6783,2,1,2012,08,22,0051599,0,0,10,01,2112,1,deau2112.tif,00054646.tif,ORIGINAL,1050,1242,0,3,22,0,,2012-124201
12,9996,9996,485,2,9996,7427,3,1,2012,08,18,0090900,0,1,34,01,1116,1,njau1116.tif,00054565.tif,ORIGINAL,1050,1226,0,2,113,0,,2012-122601
10,9996,9996,485,2,9996,6593,11,1,2012,08,04,0090475,0,0,44,09,1109,1,riau1109.tif,00053578.tif,ORIGINAL,1050,1075,0,2,128,0,,2012-107509
10,9996,9996,487,2,9996,6593,11,1,2012,08,04,0090475,0,0,44,09,1109,1,riau1109.tif,00053578.tif,ORIGINAL,1050,1075,0,3,129,0,,2012-107509
12,9996,9996,490,2,9996,7427,11,1,2012,08,21,0090386,0,1,34,01,2223,1,njau2223.tif,00054391.tif,ORIGINAL,1050,1206,0,9,111,0,,2012-120601
13,9996,9996,494,2,9996,7421,1,1,2012,08,25,8100002,0,0,51,14,1203,1,vaau1203.tif,00055106.tif,ORIGINAL,1050,1314,0,3,200,0,,2012-131414
09,9996,9996,496,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,02,1201,1,vaau1201.tif,00052726.tif,ORIGINAL,1050,0982,0,4,185,0,,2012-098202
12,9996,9996,497,8,9996,6783,2,1,2012,08,22,0051599,0,0,10,01,2112,1,deau2112.tif,00054646.tif,ORIGINAL,1050,1242,0,2,21,0,,2012-124201
09,9996,9996,500,2,9996,7427,3,1,2012,08,04,0090385,0,1,34,04,1203,1,njau1203.tif,00052740.tif,ORIGINAL,1050,0984,0,1,102,0,,2012-098404
10,9996,9996,501,8,9996,6633,3,1,2012,08,09,8100088,0,0,51,01,2208,1,vaau2208.tif,00053247.tif,ORIGINAL,1050,1031,0,8,159,0,,2012-103101
10,9996,9996,504,2,9996,6593,15,1,2012,08,08,0090452,0,0,44,07,2111,1,riau2111.tif,00053608.tif,ORIGINAL,1050,1076,0,8,137,0,,2012-107607
12,9996,9996,511,2,9996,7427,11,1,2012,08,21,0090386,0,1,34,01,2223,1,njau2223.tif,00054391.tif,ORIGINAL,1050,1206,0,6,108,0,,2012-120601
13,9996,9996,511,1,9996,7421,1,1,2012,08,25,8100002,0,0,51,14,1203,1,vaau1203.tif,00055106.tif,ORIGINAL,1050,1314,0,4,201,0,,2012-131414
12,9996,9996,512,8,9996,6783,2,1,2012,08,22,0051599,0,0,10,01,2112,1,deau2112.tif,00054646.tif,ORIGINAL,1050,1242,0,1,20,0,,2012-124201
09,9996,9996,513,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,02,1201,1,vaau1201.tif,00052726.tif,ORIGINAL,1050,0982,0,9,190,0,,2012-098202
10,9996,9996,514,2,9996,6416,6,1,2012,08,07,0251050,0,0,34,02,2215,1,njau2215.tif,00052981.tif,ORIGINAL,1050,1008,0,1,87,0,,2012-100802
10,9996,9996,514,2,9996,6593,11,1,2012,08,04,0090475,0,0,44,09,1109,1,riau1109.tif,00053578.tif,ORIGINAL,1050,1075,0,1,127,0,,2012-107509
10,9996,9996,516,2,9996,6416,6,1,2012,08,07,0251050,0,0,34,02,2215,1,njau2215.tif,00052981.tif,ORIGINAL,1050,1008,0,2,88,0,,2012-100802
10,9996,9996,516,2,9996,6593,15,1,2012,08,08,0090452,0,0,44,07,2111,1,riau2111.tif,00053608.tif,ORIGINAL,1050,1076,0,9,138,0,,2012-107607
12,9996,9996,518,8,9996,6783,2,1,2012,08,22,0051599,0,0,10,01,2112,1,deau2112.tif,00054646.tif,ORIGINAL,1050,1242,0,4,23,0,,2012-124201
12,9996,9996,519,8,9996,7422,5,1,2012,08,22,1030133,0,1,36,01,2125,1,nyau2125.tif,00054617.tif,ORIGINAL,1050,1237,0,1,116,0,,2012-123701
10,9996,9996,522,8,9996,6783,5,1,2012,08,02,0471493,0,0,24,05,2205,1,mdau2205.tif,00052959.tif,ORIGINAL,1050,1004,0,2,35,0,,2012-100405
09,9996,9996,522,2,9996,6936,5,1,2012,08,03,0471493,0,0,24,02,2101,1,mdau2101.tif,00052433.tif,ORIGINAL,1050,0928,0,3,46,0,,2012-092802
12,9996,9996,522,2,9996,7422,5,1,2012,08,24,1030133,0,1,36,04,2220,1,nyau2220.tif,00054889.tif,ORIGINAL,1050,1286,0,4,120,0,,2012-128604
09,9996,9996,523,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,02,1201,1,vaau1201.tif,00052726.tif,ORIGINAL,1050,0982,0,3,184,0,,2012-098202
12,9996,9996,530,1,9996,7427,11,1,2012,08,21,0090386,0,1,34,01,2223,1,njau2223.tif,00054391.tif,ORIGINAL,1050,1206,0,4,106,0,,2012-120601
10,9996,9996,530,8,9996,6633,3,1,2012,08,09,8100088,0,0,51,01,2208,1,vaau2208.tif,00053247.tif,ORIGINAL,1050,1031,0,5,157,0,,2012-103101
12,9996,9996,531,2,9996,7427,11,1,2012,08,21,0090386,0,1,34,01,2223,1,njau2223.tif,00054391.tif,ORIGINAL,1050,1206,0,5,107,0,,2012-120601
10,9996,9996,532,8,9996,6633,3,1,2012,08,09,8100088,0,0,51,01,2208,1,vaau2208.tif,00053247.tif,ORIGINAL,1050,1031,0,3,155,0,,2012-103101
10,9996,9996,533,2,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,7,63,0,,2012-106101
10,9996,9996,533,2,9996,7409,6,1,2012,08,08,0251037,0,0,34,04,2217,1,njau2217.tif,00053093.tif,ORIGINAL,1050,1026,0,3,95,0,,2012-102604
10,9996,9996,535,1,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,4,60,0,,2012-106101
10,9996,9996,539,2,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,6,62,0,,2012-106101
12,9996,9996,540,2,9996,7427,11,1,2012,08,21,0090386,0,1,34,01,2223,1,njau2223.tif,00054391.tif,ORIGINAL,1050,1206,0,2,104,0,,2012-120601
09,9996,9996,541,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,02,1201,1,vaau1201.tif,00052726.tif,ORIGINAL,1050,0982,0,7,188,0,,2012-098202
09,9996,9996,542,1,9996,7427,3,1,2012,08,03,0090900,0,1,34,01,2212,1,njau2212.tif,00052577.tif,ORIGINAL,1050,0952,0,3,99,0,,2012-095201
10,9996,9996,544,2,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,10,66,0,,2012-106101
10,9996,9996,545,8,9996,6633,3,1,2012,08,09,8100088,0,0,51,01,2208,1,vaau2208.tif,00053247.tif,ORIGINAL,1050,1031,0,4,156,0,,2012-103101
09,9996,9996,546,1,9996,6936,5,1,2012,08,03,0471493,0,0,24,08,2101,1,mdau2101.tif,00052445.tif,ORIGINAL,1050,0928,0,2,50,0,,2012-092808
12,9996,9996,552,2,9996,6855,1,1,2012,08,19,0599233,0,0,36,05,1107,1,nyau1107.tif,00054830.tif,ORIGINAL,1050,1274,0,2,115,0,,2012-127405
09,9996,9996,553,1,9996,6936,5,1,2012,08,03,0471493,0,0,24,02,2101,1,mdau2101.tif,00052433.tif,ORIGINAL,1050,0928,0,2,45,0,,2012-092802
10,9996,9996,556,2,9996,6416,6,1,2012,08,07,0251050,0,0,34,02,2215,1,njau2215.tif,00052981.tif,ORIGINAL,1050,1008,0,3,89,0,,2012-100802
09,9996,9996,556,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,01,1201,1,vaau1201.tif,00052724.tif,ORIGINAL,1050,0982,0,3,175,0,,2012-098201
10,9996,9996,557,2,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,5,61,0,,2012-106101
10,9996,9996,557,1,9996,6416,6,1,2012,08,07,0251050,0,0,34,02,2215,1,njau2215.tif,00052981.tif,ORIGINAL,1050,1008,0,5,91,0,,2012-100802
10,9996,9996,558,1,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,3,59,0,,2012-106101
12,9996,9996,560,2,9996,6936,5,1,2012,08,27,0471493,0,0,24,01,2107,1,mdau2107.tif,00054957.tif,ORIGINAL,1050,1296,0,2,72,0,,2012-129601
09,9996,9996,560,2,9996,2836,3,1,2012,08,04,8100088,0,0,51,06,1101,1,vaau1101.tif,00052764.tif,ORIGINAL,1050,0986,0,6,146,0,,2012-098606
10,9996,9996,561,2,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,9,65,0,,2012-106101
09,9996,9996,561,2,9996,7427,3,1,2012,08,03,0090900,0,1,34,01,2212,1,njau2212.tif,00052577.tif,ORIGINAL,1050,0952,0,5,101,0,,2012-095201
12,9996,9996,561,2,9996,7422,5,1,2012,08,24,1030133,0,1,36,04,2220,1,nyau2220.tif,00054889.tif,ORIGINAL,1050,1286,0,3,119,0,,2012-128604
10,9996,9996,562,1,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,1,57,0,,2012-106101
11,9996,9996,568,2,9996,6783,2,3,2012,08,16,0051599,0,0,10,01,2209,1,deau2209.tif,00053915.tif,ORIGINAL,1050,1127,0,7,15,0,,2012-112701
12,9996,9996,568,2,9996,6936,5,1,2012,08,27,0471493,0,0,24,01,2107,1,mdau2107.tif,00054957.tif,ORIGINAL,1050,1296,0,4,74,0,,2012-129601
09,9996,9996,571,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,02,1201,1,vaau1201.tif,00052726.tif,ORIGINAL,1050,0982,0,1,182,0,,2012-098202
10,9996,9996,572,2,9996,6936,5,1,2012,08,12,0471493,0,0,24,02,1101,1,mdau1101.tif,00053499.tif,ORIGINAL,1050,1061,0,2,68,0,,2012-106102
09,9996,9996,576,2,9996,2836,3,1,2012,08,04,8100088,0,0,51,06,1101,1,vaau1101.tif,00052764.tif,ORIGINAL,1050,0986,0,5,145,0,,2012-098606
09,9996,9996,578,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,01,1201,1,vaau1201.tif,00052724.tif,ORIGINAL,1050,0982,0,8,180,0,,2012-098201
09,9996,9996,579,2,9996,2836,3,1,2012,08,04,8100088,0,0,51,06,1101,1,vaau1101.tif,00052764.tif,ORIGINAL,1050,0986,0,7,147,0,,2012-098606
10,9996,9996,580,2,9996,6783,2,1,2012,08,12,0051599,0,0,10,01,1201,1,deau1201.tif,00053786.tif,ORIGINAL,1050,1098,0,4,8,0,,2012-109801
10,9996,9996,580,2,9996,6936,5,1,2012,08,12,0471493,0,0,24,02,1101,1,mdau1101.tif,00053499.tif,ORIGINAL,1050,1061,0,1,67,0,,2012-106102
10,9996,9996,580,8,9996,6633,3,1,2012,08,09,8100088,0,0,51,01,2208,1,vaau2208.tif,00053247.tif,ORIGINAL,1050,1031,0,9,160,0,,2012-103101
13,9996,9996,580,2,9996,6633,1,1,2012,08,26,8100091,0,0,51,01,1104,1,vaau1104.tif,00055037.tif,ORIGINAL,1050,1313,0,2,163,0,,2012-131301
10,9996,9996,583,8,9996,6633,3,1,2012,08,09,8100088,0,0,51,01,2208,1,vaau2208.tif,00053247.tif,ORIGINAL,1050,1031,0,7,158,0,,2012-103101
10,9996,9996,587,1,9996,6936,5,1,2012,08,12,0471493,0,0,24,02,1101,1,mdau1101.tif,00053499.tif,ORIGINAL,1050,1061,0,3,69,0,,2012-106102
10,9996,9996,588,1,9996,6783,2,1,2012,08,12,0051599,0,0,10,01,1201,1,deau1201.tif,00053786.tif,ORIGINAL,1050,1098,0,2,6,0,,2012-109801
09,9996,9996,590,2,9996,7427,3,1,2012,08,03,0090900,0,1,34,01,2212,1,njau2212.tif,00052577.tif,ORIGINAL,1050,0952,0,2,98,0,,2012-095201
09,9996,9996,590,2,9996,7427,3,1,2012,08,03,0090900,0,1,34,01,2212,1,njau2212.tif,00052577.tif,ORIGINAL,1050,0952,0,4,100,0,,2012-095201
12,9996,9996,593,2,9996,6936,5,1,2012,08,27,0471493,0,0,24,01,2107,1,mdau2107.tif,00054957.tif,ORIGINAL,1050,1296,0,3,73,0,,2012-129601
12,9996,9996,593,2,9996,6936,5,1,2012,08,27,0471493,0,0,24,03,2107,1,mdau2107.tif,00054961.tif,ORIGINAL,1050,1296,0,2,82,0,,2012-129603
09,9996,9996,594,1,9996,7415,1,1,2012,08,05,8100091,0,0,51,02,1201,1,vaau1201.tif,00052726.tif,ORIGINAL,1050,0982,0,6,187,0,,2012-098202
10,9996,9996,597,2,9996,6593,15,1,2012,08,08,0090452,0,0,44,03,2111,1,riau2111.tif,00053600.tif,ORIGINAL,1050,1076,0,1,133,0,,2012-107603
12,9996,9996,598,2,9996,7427,11,1,2012,08,21,0090386,0,1,34,01,2223,1,njau2223.tif,00054391.tif,ORIGINAL,1050,1206,0,7,109,0,,2012-120601
10,9996,9996,599,2,9996,2836,3,1,2012,08,12,8100088,0,0,51,02,1103,1,vaau1103.tif,00053481.tif,ORIGINAL,1050,1059,0,2,149,0,,2012-105902
09,9996,9996,600,1,9996,7415,1,1,2012,08,05,8100091,0,0,51,01,1201,1,vaau1201.tif,00052724.tif,ORIGINAL,1050,0982,0,4,176,0,,2012-098201
11,9996,9996,601,2,9996,6783,2,3,2012,08,16,0051599,0,0,10,01,2209,1,deau2209.tif,00053915.tif,ORIGINAL,1050,1127,0,8,16,0,,2012-112701
13,9996,9996,601,2,9996,7421,1,1,2012,08,25,8100002,0,0,51,14,1203,1,vaau1203.tif,00055106.tif,ORIGINAL,1050,1314,0,2,199,0,,2012-131414
09,9996,9996,602,2,9996,6936,5,1,2012,08,01,0471493,0,0,24,03,2110,1,mdau2110.tif,00052472.tif,ORIGINAL,1050,0929,0,1,51,0,,2012-092903
10,9996,9996,602,8,9996,6633,3,1,2012,08,09,8100088,0,0,51,01,2208,1,vaau2208.tif,00053247.tif,ORIGINAL,1050,1031,0,2,154,0,,2012-103101
09,9996,9996,607,1,9996,7415,1,1,2012,08,05,8100091,0,0,51,02,1201,1,vaau1201.tif,00052726.tif,ORIGINAL,1050,0982,0,10,191,0,,2012-098202
12,9996,9996,608,2,9996,6936,5,1,2012,08,27,0471493,0,0,24,02,2107,1,mdau2107.tif,00054959.tif,ORIGINAL,1050,1296,0,1,75,0,,2012-129602
09,9996,9996,609,1,9996,6936,5,1,2012,08,03,0471493,0,0,24,07,2101,1,mdau2101.tif,00052443.tif,ORIGINAL,1050,0928,0,1,48,0,,2012-092807
12,9996,9996,610,2,9996,7427,11,1,2012,08,21,0090386,0,1,34,01,2223,1,njau2223.tif,00054391.tif,ORIGINAL,1050,1206,0,1,103,0,,2012-120601
10,9996,9996,611,1,9996,6783,2,1,2012,08,12,0051599,0,0,10,01,1201,1,deau1201.tif,00053786.tif,ORIGINAL,1050,1098,0,1,5,0,,2012-109801
11,9996,9996,611,1,9996,6783,2,1,2012,08,19,0051599,0,0,10,01,1208,1,deau1208.tif,00053964.tif,ORIGINAL,1050,1140,0,1,18,0,,2012-114001
10,9996,9996,611,1,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,2,58,0,,2012-106101
09,9996,9996,613,1,9996,6936,5,1,2012,08,01,0471493,0,0,24,03,2110,1,mdau2110.tif,00052472.tif,ORIGINAL,1050,0929,0,6,56,0,,2012-092903
10,9996,9996,615,2,9996,6783,2,1,2012,08,12,0051599,0,0,10,01,1201,1,deau1201.tif,00053786.tif,ORIGINAL,1050,1098,0,3,7,0,,2012-109801
09,9996,9996,615,2,9996,6936,5,1,2012,08,01,0471493,0,0,24,03,2110,1,mdau2110.tif,00052472.tif,ORIGINAL,1050,0929,0,3,53,0,,2012-092903
09,9996,9996,615,1,9996,7415,1,1,2012,08,05,8100091,0,0,51,02,1201,1,vaau1201.tif,00052726.tif,ORIGINAL,1050,0982,0,8,189,0,,2012-098202
11,9996,9996,616,1,9996,6783,2,1,2012,08,16,0051599,0,0,10,02,2209,1,deau2209.tif,00053917.tif,ORIGINAL,1050,1127,0,1,17,0,,2012-112702
10,9996,9996,616,1,9996,7415,3,1,2012,08,02,8100088,0,0,51,01,2111,1,vaau2111.tif,00053081.tif,ORIGINAL,1050,1025,0,1,192,0,,2012-102501
09,9996,9996,622,1,9996,6778,8,3,2012,08,01,0010039,0,0,51,01,2110,1,vaau2110.tif,00052780.tif,ORIGINAL,1050,0988,0,1,170,0,,2012-098801
13,9996,9996,628,2,9996,6783,3,1,2012,08,29,0470853,0,0,24,01,2108,1,mdau2108.tif,00055140.tif,ORIGINAL,1050,1330,0,2,37,0,,2012-133001
10,9996,9996,628,1,9996,6416,6,1,2012,08,07,0251050,0,0,34,02,2215,1,njau2215.tif,00052981.tif,ORIGINAL,1050,1008,0,4,90,0,,2012-100802
09,9996,9996,631,2,9996,6936,5,1,2012,08,01,0471493,0,0,24,03,2110,1,mdau2110.tif,00052472.tif,ORIGINAL,1050,0929,0,2,52,0,,2012-092903
10,9996,9996,631,2,9996,7409,6,1,2012,08,08,0251037,0,0,34,04,2217,1,njau2217.tif,00053093.tif,ORIGINAL,1050,1026,0,4,96,0,,2012-102604
10,9996,9996,631,2,9996,6633,3,1,2012,08,09,8100088,0,0,51,01,2208,1,vaau2208.tif,00053247.tif,ORIGINAL,1050,1031,0,10,161,0,,2012-103101
13,9996,9996,631,2,9996,6633,1,1,2012,08,26,8100091,0,0,51,01,1104,1,vaau1104.tif,00055037.tif,ORIGINAL,1050,1313,0,1,162,0,,2012-131301
13,9996,9996,632,1,9996,6783,2,1,2012,08,31,0051599,0,0,10,01,2103,1,deau2103.tif,00055329.tif,ORIGINAL,1050,1359,0,7,33,0,,2012-135901
13,9996,9996,635,1,9996,6783,2,1,2012,08,31,0051599,0,0,10,01,2103,1,deau2103.tif,00055329.tif,ORIGINAL,1050,1359,0,1,27,0,,2012-135901
13,9996,9996,635,2,9996,6783,2,1,2012,08,31,0051599,0,0,10,01,2103,1,deau2103.tif,00055329.tif,ORIGINAL,1050,1359,0,2,28,0,,2012-135901
10,9996,9996,635,1,9996,6593,11,1,2012,08,04,0090414,0,0,44,02,1109,1,riau1109.tif,00053564.tif,ORIGINAL,1050,1075,0,1,125,0,,2012-107502
10,9996,9996,635,2,9996,6593,15,1,2012,08,08,0090452,0,0,44,07,2111,1,riau2111.tif,00053608.tif,ORIGINAL,1050,1076,0,7,136,0,,2012-107607
10,9996,9996,636,2,9996,6936,5,1,2012,08,12,0471493,0,0,24,01,1101,1,mdau1101.tif,00053497.tif,ORIGINAL,1050,1061,0,8,64,0,,2012-106101
13,9996,9996,637,2,9996,6783,3,1,2012,08,29,0470853,0,0,24,01,2108,1,mdau2108.tif,00055140.tif,ORIGINAL,1050,1330,0,1,36,0,,2012-133001
09,9996,9996,639,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,01,1201,1,vaau1201.tif,00052724.tif,ORIGINAL,1050,0982,0,7,179,0,,2012-098201
13,9996,9996,644,2,9996,7421,1,1,2012,08,25,8100002,0,0,51,14,1203,1,vaau1203.tif,00055106.tif,ORIGINAL,1050,1314,0,1,198,0,,2012-131414
12,9996,9996,645,1,9996,7422,5,1,2012,08,24,1030133,0,1,36,04,2220,1,nyau2220.tif,00054889.tif,ORIGINAL,1050,1286,0,2,118,0,,2012-128604
10,9996,9996,646,1,9996,6593,15,1,2012,08,08,0090452,0,0,44,08,2111,1,riau2111.tif,00053610.tif,ORIGINAL,1050,1076,0,4,139,0,,2012-107608
12,9996,9996,647,2,9996,6936,5,1,2012,08,27,0471493,0,0,24,01,2107,1,mdau2107.tif,00054957.tif,ORIGINAL,1050,1296,0,1,71,0,,2012-129601
09,9996,9996,649,1,9996,6936,5,1,2012,08,01,0471493,0,0,24,03,2110,1,mdau2110.tif,00052472.tif,ORIGINAL,1050,0929,0,5,55,0,,2012-092903
12,9996,9996,649,2,9996,6936,5,1,2012,08,27,0471493,0,0,24,02,2107,1,mdau2107.tif,00054959.tif,ORIGINAL,1050,1296,0,6,80,0,,2012-129602
12,9996,9996,651,2,9996,6936,5,1,2012,08,27,0471493,0,0,24,02,2107,1,mdau2107.tif,00054959.tif,ORIGINAL,1050,1296,0,3,77,0,,2012-129602
09,9996,9996,658,2,9996,6936,5,1,2012,08,01,0471493,0,0,24,03,2110,1,mdau2110.tif,00052472.tif,ORIGINAL,1050,0929,0,4,54,0,,2012-092903
13,9996,9996,659,1,9996,6783,2,1,2012,08,31,0051599,0,0,10,01,2103,1,deau2103.tif,00055329.tif,ORIGINAL,1050,1359,0,3,29,0,,2012-135901
13,9996,9996,661,2,9996,6633,1,1,2012,08,26,8100091,0,0,51,03,1104,1,vaau1104.tif,00055041.tif,ORIGINAL,1050,1313,0,3,167,0,,2012-131303
13,9996,9996,663,2,9996,6783,2,1,2012,08,31,0051599,0,0,10,01,2103,1,deau2103.tif,00055329.tif,ORIGINAL,1050,1359,0,5,31,0,,2012-135901
13,9996,9996,665,2,9996,6633,1,1,2012,08,26,8100091,0,0,51,01,1104,1,vaau1104.tif,00055037.tif,ORIGINAL,1050,1313,0,3,164,0,,2012-131301
10,9996,9996,667,2,9996,6593,11,1,2012,08,04,0090414,0,0,44,02,1109,1,riau1109.tif,00053564.tif,ORIGINAL,1050,1075,0,2,126,0,,2012-107502
13,9996,9996,668,2,9996,6633,1,1,2012,08,26,8100091,0,0,51,03,1104,1,vaau1104.tif,00055041.tif,ORIGINAL,1050,1313,0,4,168,0,,2012-131303
09,9996,9996,677,2,9996,6778,8,3,2012,08,01,0010039,0,0,51,01,2110,1,vaau2110.tif,00052780.tif,ORIGINAL,1050,0988,0,3,172,0,,2012-098801
09,9996,9996,682,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,02,1201,1,vaau1201.tif,00052726.tif,ORIGINAL,1050,0982,0,2,183,0,,2012-098202
12,9996,9996,686,1,9996,7441,2,2,2012,08,23,1030564,0,0,36,02,2229,1,nyau2229.tif,00054680.tif,ORIGINAL,1050,1244,0,1,123,0,,2012-124402
09,9996,9996,691,2,9996,7415,1,1,2012,08,05,8100091,0,0,51,01,1201,1,vaau1201.tif,00052724.tif,ORIGINAL,1050,0982,0,6,178,0,,2012-098201
