tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
113301,09,01,1102,2,0,,6773,3,1,4,2020,08,01,0110833,0,0,2,CTAU1102.pdf,00151340.tif,ORIGINAL,BIGEYE TUNA,4691,1133,1,1,1,0,0,0,0,2,2020-113301
113301,09,01,1102,3,0,,6773,3,1,4,2020,08,01,0110833,0,0,2,CTAU1102.pdf,00151340.tif,ORIGINAL,ALBACORE TUNA,4701,1133,2,5,0,0,0,0,0,2,2020-113301
113301,09,01,1102,1,0,,6773,3,1,4,2020,08,01,0110833,0,0,2,CTAU1102.pdf,00151340.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,1133,3,0,0,1,0,0,0,2,2020-113301
113302,09,02,1102,4,0,,6773,3,1,2,2020,08,01,0113879,0,0,2,CTAU1102.pdf,00151342.tif,ORIGINAL,DOLPHIN,1050,1133,1,15,0,15,0,0,0,2,2020-113302
113304,09,04,1102,5,0,,6773,3,1,4,2020,08,01,0110880,0,0,1,CTAU1102.pdf,00151345.tif,ORIGINAL,BFT SCHOOL,4677,1133,1,1,1,0,0,0,0,3,2020-113304
113305,09,05,1102,6,0,,6773,3,1,5,2020,08,01,0110630,0,0,2,CTAU1102.pdf,00151347.tif,ORIGINAL,DUSKY SHARK,4841,1133,1,0,0,1,0,0,0,2,2020-113305
113305,09,05,1102,7,0,,6773,3,1,5,2020,08,01,0110630,0,0,2,CTAU1102.pdf,00151347.tif,ORIGINAL,BLUE SHARK,4931,1133,2,0,0,1,0,0,0,2,2020-113305
113309,09,09,1102,9,1,RARE OR ILLEGAL SPECIES KEPT;,6773,3,1,5,2020,08,01,0110630,0,1,2,CTAU1102.pdf,00151352.tif,ORIGINAL,RED HAKE,1520,1133,1,4,0,0,0,0,0,1,2020-113309
113309,09,09,1102,10,1,CAUGHT OUT OF AREA;,6773,3,1,5,2020,08,01,0110630,0,1,2,CTAU1102.pdf,00151352.tif,ORIGINAL,SILVER HAKE,5090,1133,2,4,0,0,0,0,0,1,2020-113309
113309,09,09,1102,8,0,,6773,3,1,5,2020,08,01,0110630,0,1,2,CTAU1102.pdf,00151352.tif,ORIGINAL,BLUEFISH,230,1133,3,5,0,0,0,0,0,1,2020-113309
113310,09,10,1102,11,1,CAUGHT OUT OF AREA;ALIVE;,6773,3,1,3,2020,08,01,0110630,0,0,2,CTAU1102.pdf,00151354.tif,ORIGINAL,BLACKTIP SHARK,4871,1133,1,0,0,1,0,0,0,2,2020-113310
113311,09,11,1102,13,0,,6773,3,1,4,2020,08,01,0110630,0,0,1,CTAU1102.pdf,00151356.tif,ORIGINAL,BFT SCHOOL,4677,1133,1,2,2,4,0,0,0,2,2020-113311
113311,09,11,1102,12,0,,6773,3,1,4,2020,08,01,0110630,0,0,1,CTAU1102.pdf,00151356.tif,ORIGINAL,BLUEFISH,230,1133,2,0,0,3,0,0,0,2,2020-113311
113312,09,12,1102,14,0,,6773,3,1,5,2020,08,01,0110880,0,0,2,CTAU1102.pdf,00151358.tif,ORIGINAL,BLUE SHARK,4931,1133,1,0,0,1,0,0,0,2,2020-113312
113402,09,02,1104,16,0,,7837,3,1,5,2020,08,09,0110880,0,0,2,CTAU1104.pdf,00151365.tif,ORIGINAL,YFT,4711,1134,1,1,0,0,0,0,0,2,2020-113402
113402,09,02,1104,15,0,,7837,3,1,5,2020,08,09,0110880,0,0,2,CTAU1104.pdf,00151365.tif,ORIGINAL,BFT SCHOOL,4677,1134,2,1,0,1,0,0,0,2,2020-113402
113403,09,03,1104,20,0,,7837,3,1,5,2020,08,09,0113879,0,0,2,CTAU1104.pdf,00151367.tif,ORIGINAL,YFT,4711,1134,1,3,0,0,0,0,0,1,2020-113403
113403,09,03,1104,19,0,,7837,3,1,5,2020,08,09,0113879,0,0,2,CTAU1104.pdf,00151367.tif,ORIGINAL,ALBACORE TUNA,4701,1134,2,2,0,0,0,0,0,1,2020-113403
113403,09,03,1104,17,0,,7837,3,1,5,2020,08,09,0113879,0,0,2,CTAU1104.pdf,00151367.tif,ORIGINAL,DOLPHIN,1050,1134,3,5,0,0,0,0,0,1,2020-113403
113403,09,03,1104,18,0,,7837,3,1,5,2020,08,09,0113879,0,0,2,CTAU1104.pdf,00151367.tif,ORIGINAL,BLUE MARLIN,2171,1134,4,0,0,1,0,0,0,1,2020-113403
113501,09,01,1106,21,0,,7835,8,1,3,2020,08,01,0074328,0,0,2,CTAU1106.pdf,00151371.tif,ORIGINAL,SUMMER FLOUNDER,1219,1135,1,1,1,6,0,0,0,3,2020-113501
113501,09,01,1106,22,0,,7835,8,1,3,2020,08,01,0074328,0,0,2,CTAU1106.pdf,00151371.tif,ORIGINAL,BLACK SEA BASS,3350,1135,2,6,6,0,0,0,0,3,2020-113501
113701,09,01,1207,34,0,,6773,3,1,4,2020,08,02,0113234,0,0,2,CTAU1207.pdf,00151379.tif,ORIGINAL,HAMMERHEAD SHARK,4950,1137,1,0,0,1,0,0,0,2,2020-113701
113701,09,01,1207,33,0,,6773,3,1,4,2020,08,02,0113234,0,0,2,CTAU1207.pdf,00151379.tif,ORIGINAL,BLUE SHARK,4931,1137,2,0,0,1,0,0,0,2,2020-113701
113801,09,01,1215,36,0,,6773,3,1,5,2020,08,08,0110630,0,0,2,CTAU1215.pdf,00151408.tif,ORIGINAL,YFT,4711,1138,1,1,0,0,0,0,0,3,2020-113801
113801,09,01,1215,35,0,,6773,3,1,5,2020,08,08,0110630,0,0,2,CTAU1215.pdf,00151408.tif,ORIGINAL,DOLPHIN,1050,1138,2,1,0,0,0,0,0,3,2020-113801
