tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,prep,recno,s_index,serrflag,sprobfld,id
06,9996,9996,698,6,9996,7415,1,1,2013,07,23,8100002,0,0,51,01,2214,1,vajl2214.tif,00063017.tif,ORIGINAL,30,0638,0,1,5,0,,2013-063801
06,9996,9996,721,6,9996,7415,1,1,2013,07,23,8100002,0,0,51,01,2214,1,vajl2214.tif,00063017.tif,ORIGINAL,30,0638,0,3,6,0,,2013-063801
06,9996,9996,777,6,9996,7415,1,1,2013,07,23,8100002,0,0,51,01,2214,1,vajl2214.tif,00063017.tif,ORIGINAL,30,0638,0,2,7,0,,2013-063801
03,9996,9996,888,6,9996,6686,3,1,2013,07,06,8100088,0,1,51,06,1102,1,vajl1102.tif,00061580.tif,ORIGINAL,30,0389,0,5,3,0,,2013-038906
03,9996,9996,945,6,9996,6686,3,1,2013,07,06,8100088,0,1,51,06,1102,1,vajl1102.tif,00061580.tif,ORIGINAL,30,0389,0,6,4,0,,2013-038906
04,9996,9996,965,6,9996,6633,3,1,2013,07,10,8100088,0,0,51,01,2209,1,vajl2209.tif,00061809.tif,ORIGINAL,30,0430,0,4,1,0,,2013-043001
04,9996,9996,1003,6,9996,6633,3,1,2013,07,10,8100088,0,0,51,01,2209,1,vajl2209.tif,00061809.tif,ORIGINAL,30,0430,0,5,2,0,,2013-043001
07,9996,9996,1041,6,9996,7489,3,1,2013,07,25,8100088,0,0,51,02,2106,1,vajl2106.tif,00063606.tif,ORIGINAL,180,0749,0,3,8,1,LENGTH;,2013-074902
07,9996,9996,540,6,9996,6634,11,1,2013,07,28,0010402,0,0,25,08,1214,1,majl1214.tif,00063874.tif,ORIGINAL,330,0790,0,1,9,0,,2013-079008
06,9996,9996,402,2,9996,7415,1,1,2013,07,23,8100002,0,0,51,01,2214,1,vajl2214.tif,00063017.tif,ORIGINAL,1050,0638,0,9,214,0,,2013-063801
06,9996,9996,415,2,9996,7415,1,1,2013,07,23,8100002,0,0,51,01,2214,1,vajl2214.tif,00063017.tif,ORIGINAL,1050,0638,0,6,215,0,,2013-063801
06,9996,9996,483,2,9996,7415,1,1,2013,07,23,8100002,0,0,51,01,2214,1,vajl2214.tif,00063017.tif,ORIGINAL,1050,0638,0,5,216,0,,2013-063801
04,9996,9996,485,8,9996,6633,3,1,2013,07,10,8100088,0,0,51,03,2209,1,vajl2209.tif,00061813.tif,ORIGINAL,1050,0430,0,9,170,0,,2013-043003
07,9996,9996,503,2,9996,6633,3,1,2013,07,27,8100088,0,0,51,02,1118,1,vajl1118.tif,00063652.tif,ORIGINAL,1050,0760,0,4,194,0,,2013-076002
07,9996,9996,509,2,9996,7466,5,1,2013,07,29,1030133,0,0,36,01,2117,1,nyjl2117.tif,00063563.tif,ORIGINAL,1050,0747,0,3,122,0,,2013-074701
07,9996,9996,510,2,9996,7427,3,1,2013,07,27,0090900,0,0,34,11,1217,1,njjl1217.tif,00063348.tif,ORIGINAL,1050,0712,0,5,91,0,,2013-071211
03,9996,9996,514,1,9996,6686,3,1,2013,07,06,8100088,0,1,51,06,1102,1,vajl1102.tif,00061580.tif,ORIGINAL,1050,0389,0,4,204,0,,2013-038906
03,9996,9996,517,2,9996,6686,3,1,2013,07,06,8100088,0,1,51,06,1102,1,vajl1102.tif,00061580.tif,ORIGINAL,1050,0389,0,1,205,0,,2013-038906
03,9996,9996,518,2,9996,7421,1,1,2013,07,07,8100002,0,0,51,01,1202,1,vajl1202.tif,00061592.tif,ORIGINAL,1050,0393,0,4,221,0,,2013-039301
05,9996,9996,522,2,9996,7475,1,1,2013,07,17,0011036,0,0,34,01,2104,1,njjl2104.tif,00062715.tif,ORIGINAL,1050,0572,0,1,104,0,,2013-057201
06,9996,9996,522,8,9996,6633,3,1,2013,07,18,8100088,0,0,51,03,2213,1,vajl2213.tif,00062922.tif,ORIGINAL,1050,0610,0,7,188,0,,2013-061003
03,9996,9996,522,2,9996,6686,3,1,2013,07,06,8100088,0,0,51,02,1102,1,vajl1102.tif,00061572.tif,ORIGINAL,1050,0389,0,7,197,0,,2013-038902
03,9996,9996,526,8,9996,6633,1,1,2013,07,05,8100091,0,0,51,03,2202,1,vajl2202.tif,00061628.tif,ORIGINAL,1050,0396,0,3,150,0,,2013-039603
03,9996,9996,530,2,9996,6633,1,1,2013,07,04,8100002,0,0,51,03,1109,1,vajl1109.tif,00061566.tif,ORIGINAL,1050,0391,0,4,144,0,,2013-039103
04,9996,9996,531,2,9996,6593,11,1,2013,07,14,0090414,0,1,44,03,1111,1,rijl1111.tif,00062267.tif,ORIGINAL,1050,0487,2,2,134,0,,2013-048703
06,9996,9996,537,2,9996,7415,1,1,2013,07,18,8100002,0,0,51,01,2115,1,vajl2115.tif,00062861.tif,ORIGINAL,1050,0606,0,3,209,0,,2013-060601
04,9996,9996,540,8,9996,6633,3,1,2013,07,10,8100088,0,0,51,03,2209,1,vajl2209.tif,00061813.tif,ORIGINAL,1050,0430,0,10,171,0,,2013-043003
07,9996,9996,550,1,9996,7470,4,1,2013,07,27,1030085,0,0,36,05,1116,1,nyjl1116.tif,00063631.tif,ORIGINAL,1050,0740,0,1,126,0,,2013-074005
07,9996,9996,551,2,9996,7466,5,1,2013,07,29,1030133,0,0,36,01,2117,1,nyjl2117.tif,00063563.tif,ORIGINAL,1050,0747,0,2,123,0,,2013-074701
06,9996,9996,552,2,9996,7466,4,1,2013,07,23,1030135,0,0,36,02,2220,1,nyjl2220.tif,00063004.tif,ORIGINAL,1050,0636,0,2,120,0,,2013-063602
07,9996,9996,553,2,9996,6633,3,1,2013,07,27,8100088,0,0,51,02,1118,1,vajl1118.tif,00063652.tif,ORIGINAL,1050,0760,0,3,195,0,,2013-076002
03,9996,9996,553,2,9996,6686,3,1,2013,07,06,8100088,0,1,51,06,1102,1,vajl1102.tif,00061580.tif,ORIGINAL,1050,0389,0,3,206,0,,2013-038906
03,9996,9996,554,2,9996,7475,11,1,2013,07,05,0091131,0,0,34,08,2113,1,njjl2113.tif,00061485.tif,ORIGINAL,1050,0374,0,3,97,0,,2013-037408
03,9996,9996,558,1,9996,6686,3,1,2013,07,06,8100088,0,0,51,02,1102,1,vajl1102.tif,00061572.tif,ORIGINAL,1050,0389,0,6,198,0,,2013-038902
04,9996,9996,562,2,9996,7361,11,1,2013,07,12,0091131,0,0,34,07,2102,1,njjl2102.tif,00062287.tif,ORIGINAL,1050,0486,0,3,74,0,,2013-048607
06,9996,9996,562,1,9996,7421,1,1,2013,07,19,8100002,0,0,51,01,2117,1,vajl2117.tif,00062952.tif,ORIGINAL,1050,0622,0,1,226,0,,2013-062201
06,9996,9996,565,8,9996,6633,3,1,2013,07,18,8100088,0,0,51,03,2213,1,vajl2213.tif,00062922.tif,ORIGINAL,1050,0610,0,5,189,0,,2013-061003
07,9996,9996,569,2,9996,6634,11,1,2013,07,28,0019028,0,1,25,07,1214,1,majl1214.tif,00063872.tif,ORIGINAL,1050,0790,0,8,65,0,,2013-079007
03,9996,9996,570,2,9996,7475,11,1,2013,07,05,0091131,0,0,34,08,2113,1,njjl2113.tif,00061485.tif,ORIGINAL,1050,0374,0,2,98,0,,2013-037408
04,9996,9996,571,8,9996,6783,2,1,2013,07,09,0051599,0,0,10,01,2201,1,dejl2201.tif,00061697.tif,ORIGINAL,1050,0415,0,1,17,0,,2013-041501
06,9996,9996,574,2,9996,6936,1,1,2013,07,27,0050013,0,0,10,01,1106,1,dejl1106.tif,00063112.tif,ORIGINAL,1050,0661,0,1,22,0,,2013-066101
04,9996,9996,575,8,9996,6783,2,1,2013,07,09,0051599,0,0,10,01,2201,1,dejl2201.tif,00061697.tif,ORIGINAL,1050,0415,0,2,18,0,,2013-041501
03,9996,9996,575,2,9996,6686,3,1,2013,07,06,8100088,0,1,51,06,1102,1,vajl1102.tif,00061580.tif,ORIGINAL,1050,0389,0,2,207,0,,2013-038906
05,9996,9996,580,8,9996,6633,1,1,2013,07,14,8100091,0,0,51,03,1105,1,vajl1105.tif,00062386.tif,ORIGINAL,1050,0503,0,3,182,0,,2013-050303
04,9996,9996,584,8,9996,6633,3,1,2013,07,10,8100088,0,0,51,03,2209,1,vajl2209.tif,00061813.tif,ORIGINAL,1050,0430,0,4,172,0,,2013-043003
04,9996,9996,592,1,9996,6633,3,1,2013,07,07,8100088,0,0,51,01,1104,1,vajl1104.tif,00061672.tif,ORIGINAL,1050,0407,0,6,161,0,,2013-040701
04,9996,9996,592,8,9996,6633,3,1,2013,07,10,8100088,0,0,51,03,2209,1,vajl2209.tif,00061813.tif,ORIGINAL,1050,0430,0,5,173,0,,2013-043003
06,9996,9996,594,8,9996,6633,3,1,2013,07,18,8100088,0,0,51,03,2213,1,vajl2213.tif,00062922.tif,ORIGINAL,1050,0610,0,6,190,0,,2013-061003
03,9996,9996,594,1,9996,6686,3,1,2013,07,06,8100088,0,0,51,03,1102,1,vajl1102.tif,00061574.tif,ORIGINAL,1050,0389,0,4,199,0,,2013-038903
07,9996,9996,600,2,9996,7427,3,1,2013,07,27,0090062,0,0,34,02,1217,1,njjl1217.tif,00063336.tif,ORIGINAL,1050,0712,0,2,89,0,,2013-071202
06,9996,9996,602,2,9996,6633,3,1,2013,07,18,8100088,0,0,51,03,2213,1,vajl2213.tif,00062922.tif,ORIGINAL,1050,0610,0,10,191,0,,2013-061003
07,9996,9996,605,2,9996,7427,3,1,2013,07,27,0090900,0,0,34,11,1217,1,njjl1217.tif,00063348.tif,ORIGINAL,1050,0712,0,3,92,0,,2013-071211
04,9996,9996,610,2,9996,6633,3,1,2013,07,10,8100088,0,0,51,03,2209,1,vajl2209.tif,00061813.tif,ORIGINAL,1050,0430,0,8,174,0,,2013-043003
03,9996,9996,611,1,9996,6633,1,1,2013,07,05,8100091,0,0,51,03,2202,1,vajl2202.tif,00061628.tif,ORIGINAL,1050,0396,0,5,151,0,,2013-039603
03,9996,9996,612,1,9996,6936,5,1,2013,07,04,0471493,0,0,24,15,1111,1,mdjl1111.tif,00061274.tif,ORIGINAL,1050,0344,0,2,37,0,,2013-034415
03,9996,9996,612,2,9996,7421,1,1,2013,07,07,8100002,0,0,51,02,1202,1,vajl1202.tif,00061590.tif,ORIGINAL,1050,0393,0,4,223,0,,2013-039302
06,9996,9996,616,2,9996,7415,1,1,2013,07,18,8100002,0,0,51,01,2115,1,vajl2115.tif,00062861.tif,ORIGINAL,1050,0606,0,2,210,0,,2013-060601
04,9996,9996,620,2,9996,6633,3,1,2013,07,07,8100088,0,0,51,02,1104,1,vajl1104.tif,00061674.tif,ORIGINAL,1050,0407,0,2,165,0,,2013-040702
03,9996,9996,623,2,9996,7379,3,1,2013,07,04,0470853,0,0,24,10,1206,1,mdjl1206.tif,00061373.tif,ORIGINAL,1050,0347,0,3,42,0,,2013-034710
07,9996,9996,624,2,9996,6593,3,1,2013,07,31,0110630,0,0,09,01,2118,1,ctjl2118.tif,00063643.tif,ORIGINAL,1050,0759,0,2,10,0,,2013-075901
07,9996,9996,631,2,9996,6634,11,1,2013,07,28,0019028,0,1,25,07,1214,1,majl1214.tif,00063872.tif,ORIGINAL,1050,0790,0,5,66,0,,2013-079007
03,9996,9996,639,1,9996,6936,5,1,2013,07,04,0471493,0,0,24,04,1111,1,mdjl1111.tif,00061252.tif,ORIGINAL,1050,0344,0,2,36,0,,2013-034404
08,9996,9996,639,2,9996,7415,1,1,2013,07,27,8100091,0,0,51,06,1205,1,vajl1205.tif,00064010.tif,ORIGINAL,1050,0808,0,1,219,0,,2013-080806
04,9996,9996,641,2,9996,6783,2,1,2013,07,14,0051599,0,0,10,06,1104,1,dejl1104.tif,00062329.tif,ORIGINAL,1050,0495,0,1,19,0,,2013-049506
03,9996,9996,642,1,9996,6633,1,1,2013,07,05,8100091,0,0,51,03,2202,1,vajl2202.tif,00061628.tif,ORIGINAL,1050,0396,0,2,152,0,,2013-039603
05,9996,9996,644,2,9996,7475,1,1,2013,07,17,0011036,0,0,34,01,2104,1,njjl2104.tif,00062715.tif,ORIGINAL,1050,0572,0,2,105,0,,2013-057201
07,9996,9996,645,2,9996,7471,3,1,2013,07,28,1030169,0,0,36,04,1207,1,nyjl1207.tif,00063531.tif,ORIGINAL,1050,0742,0,10,131,0,,2013-074204
07,9996,9996,650,1,9996,7470,4,1,2013,07,27,1030085,0,0,36,05,1116,1,nyjl1116.tif,00063631.tif,ORIGINAL,1050,0740,0,2,127,0,,2013-074005
03,9996,9996,650,2,9996,6633,1,1,2013,07,05,8100091,0,0,51,04,2202,1,vajl2202.tif,00061630.tif,ORIGINAL,1050,0396,0,6,155,0,,2013-039604
03,9996,9996,651,2,9996,7475,11,1,2013,07,05,0091131,0,0,34,08,2113,1,njjl2113.tif,00061485.tif,ORIGINAL,1050,0374,0,1,99,0,,2013-037408
06,9996,9996,652,1,9996,7415,1,1,2013,07,18,8100002,0,0,51,01,2115,1,vajl2115.tif,00062861.tif,ORIGINAL,1050,0606,0,1,211,0,,2013-060601
07,9996,9996,654,1,9996,6634,11,1,2013,07,28,0010402,0,0,25,09,1214,1,majl1214.tif,00063876.tif,ORIGINAL,1050,0790,0,4,69,0,,2013-079009
