intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,q11a,s_index,serrflag,sprobfld,id
6633,2,1,2014,06,24,236801,8100387,1,0,51,01,2116,1,VAJN2116.pdf,00071945.tif,ORIGINAL,1050,2368,9996,9996,508,8,9996,0,4,3,119,0,,2014-236801
6633,1,1,2014,06,25,239701,8100091,0,0,51,01,2127,1,VAJN2127.pdf,00072073.tif,ORIGINAL,1050,2397,9996,9996,511,8,9996,0,10,2,129,0,,2014-239701
6416,6,1,2014,06,28,249404,0251808,0,0,34,04,1205,1,NJJN1205.pdf,00072658.tif,ORIGINAL,1050,2494,9996,9996,513,2,9996,0,3,3,59,0,,2014-249404
6633,2,1,2014,06,24,236801,8100387,1,0,51,01,2116,1,VAJN2116.pdf,00071945.tif,ORIGINAL,1050,2368,9996,9996,516,8,9996,0,5,3,120,0,,2014-236801
6633,1,1,2014,06,21,235502,8100091,0,0,51,02,1103,1,VAJN1103.pdf,00071855.tif,ORIGINAL,1050,2355,9996,9996,521,8,9996,0,2,2,109,0,,2014-235502
7509,13,1,2014,06,29,244401,0099213,0,1,34,01,1110,1,NJJN1110.pdf,00072322.tif,ORIGINAL,1050,2444,9996,9996,523,2,9996,0,4,2,91,0,,2014-244401
7415,3,1,2014,06,10,217603,8100088,0,0,51,03,2208,1,VAJN2208.pdf,00070836.tif,ORIGINAL,1050,2176,9996,9996,523,2,9996,0,2,3,156,0,,2014-217603
7500,7,1,2014,06,29,243901,0470938,0,1,24,01,1103,1,MDJN1103.pdf,00072262.tif,ORIGINAL,1050,2439,9996,9996,526,2,9996,0,1,8,33,0,,2014-243901
6633,1,1,2014,06,25,239701,8100091,0,0,51,01,2127,1,VAJN2127.pdf,00072073.tif,ORIGINAL,1050,2397,9996,9996,531,8,9996,0,4,2,123,0,,2014-239701
6633,1,1,2014,06,25,239701,8100091,0,0,51,01,2127,1,VAJN2127.pdf,00072073.tif,ORIGINAL,1050,2397,9996,9996,538,8,9996,0,3,2,122,0,,2014-239701
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,540,8,9996,0,7,3,136,0,,2014-239702
6633,1,1,2014,06,25,239701,8100091,0,0,51,01,2127,1,VAJN2127.pdf,00072073.tif,ORIGINAL,1050,2397,9996,9996,550,8,9996,0,5,2,124,0,,2014-239701
6936,5,1,2014,06,23,232803,0471493,0,0,24,03,2202,1,MDJN2202.pdf,00071673.tif,ORIGINAL,1050,2328,9996,9996,554,2,9996,0,1,3,29,0,,2014-232803
6633,1,1,2014,06,25,239701,8100091,0,0,51,01,2127,1,VAJN2127.pdf,00072073.tif,ORIGINAL,1050,2397,9996,9996,559,8,9996,0,2,2,121,0,,2014-239701
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,560,8,9996,0,3,3,132,0,,2014-239702
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,564,1,9996,0,6,3,135,0,,2014-239702
7500,7,1,2014,06,29,243901,0470938,0,1,24,01,1103,1,MDJN1103.pdf,00072262.tif,ORIGINAL,1050,2439,9996,9996,566,2,9996,0,3,8,35,0,,2014-243901
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,568,8,9996,0,1,3,130,0,,2014-239702
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,573,1,9996,0,5,3,134,0,,2014-239702
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,573,8,9996,0,10,3,139,0,,2014-239702
6633,3,1,2014,06,22,236401,8100088,0,0,51,01,1207,1,VAJN1207.pdf,00071933.tif,ORIGINAL,1050,2364,9996,9996,582,2,9996,0,5,3,116,0,,2014-236401
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,582,8,9996,0,4,3,133,0,,2014-239702
6936,5,1,2014,06,23,232801,0471493,0,0,24,01,2202,1,MDJN2202.pdf,00071669.tif,ORIGINAL,1050,2328,9996,9996,592,2,9996,0,3,3,24,0,,2014-232801
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,601,1,9996,0,2,3,131,0,,2014-239702
7508,3,1,2014,06,29,246901,0090385,0,0,34,01,1132,1,NJJN1132.pdf,00072474.tif,ORIGINAL,1050,2469,9996,9996,605,2,9996,0,3,2,84,0,,2014-246901
6633,1,1,2014,06,25,239701,8100091,0,0,51,01,2127,1,VAJN2127.pdf,00072073.tif,ORIGINAL,1050,2397,9996,9996,607,1,9996,0,7,2,126,0,,2014-239701
7500,7,1,2014,06,29,243901,0470938,0,1,24,01,1103,1,MDJN1103.pdf,00072262.tif,ORIGINAL,1050,2439,9996,9996,612,2,9996,0,2,8,34,0,,2014-243901
6416,6,1,2014,06,28,249404,0251808,0,0,34,04,1205,1,NJJN1205.pdf,00072658.tif,ORIGINAL,1050,2494,9996,9996,621,2,9996,0,2,3,58,0,,2014-249404
6633,2,1,2014,06,24,236801,8100387,0,0,51,01,2116,1,VAJN2116.pdf,00071945.tif,ORIGINAL,1050,2368,9996,9996,622,1,9996,0,3,3,118,0,,2014-236801
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,622,2,9996,0,8,3,137,0,,2014-239702
6633,1,1,2014,06,25,239701,8100091,0,0,51,01,2127,1,VAJN2127.pdf,00072073.tif,ORIGINAL,1050,2397,9996,9996,628,1,9996,0,6,2,125,0,,2014-239701
6936,5,1,2014,06,19,228802,0471493,0,0,24,02,2201,1,MDJN2201.pdf,00071444.tif,ORIGINAL,1050,2288,9996,9996,637,2,9996,0,3,2,20,0,,2014-228802
6633,1,1,2014,06,25,239701,8100091,0,0,51,01,2127,1,VAJN2127.pdf,00072073.tif,ORIGINAL,1050,2397,9996,9996,637,1,9996,0,8,2,127,0,,2014-239701
6936,5,1,2014,06,14,221006,0471493,0,0,24,06,1202,1,MDJN1202.pdf,00070954.tif,ORIGINAL,1050,2210,9996,9996,640,2,9996,0,2,2,11,0,,2014-221006
7508,3,1,2014,06,14,222301,0090900,0,1,34,01,1208,1,NJJN1208.pdf,00071062.tif,ORIGINAL,1050,2223,9996,9996,640,2,9996,0,4,2,73,0,,2014-222301
7508,3,1,2014,06,29,246902,0090900,0,0,34,02,1132,1,NJJN1132.pdf,00072476.tif,ORIGINAL,1050,2469,9996,9996,645,2,9996,0,2,3,86,0,,2014-246902
7415,3,1,2014,06,12,224601,8100088,0,0,51,01,2202,1,VAJN2202.pdf,00071192.tif,ORIGINAL,1050,2246,9996,9996,649,2,9996,0,6,3,161,0,,2014-224601
7415,3,1,2014,06,25,239901,8100088,0,0,51,01,2212,1,VAJN2212.pdf,00072089.tif,ORIGINAL,1050,2399,9996,9996,650,2,9996,0,4,3,175,0,,2014-239901
6416,6,1,2014,06,28,249403,0251808,0,0,34,03,1205,1,NJJN1205.pdf,00072656.tif,ORIGINAL,1050,2494,9996,9996,655,2,9996,0,2,2,52,0,,2014-249403
7415,3,1,2014,06,25,239901,8100088,0,0,51,01,2212,1,VAJN2212.pdf,00072089.tif,ORIGINAL,1050,2399,9996,9996,669,2,9996,0,5,3,176,0,,2014-239901
7406,7,1,2014,06,21,250101,0070601,0,0,25,01,1207,1,MAJN1207.pdf,00072736.tif,ORIGINAL,1050,2501,9996,9996,670,2,9996,2,11,1,47,0,,2014-250101
7509,13,1,2014,06,29,244401,0099213,0,1,34,01,1110,1,NJJN1110.pdf,00072322.tif,ORIGINAL,1050,2444,9996,9996,671,2,9996,0,1,2,88,0,,2014-244401
7415,3,1,2014,06,21,236310,8100088,0,0,51,10,1206,1,VAJN1206.pdf,00071929.tif,ORIGINAL,1050,2363,9996,9996,671,2,9996,0,1,3,165,0,,2014-236310
6416,6,1,2014,06,28,249403,0251808,0,0,34,03,1205,1,NJJN1205.pdf,00072656.tif,ORIGINAL,1050,2494,9996,9996,672,2,9996,0,3,2,53,0,,2014-249403
7415,3,1,2014,06,25,239901,8100088,0,0,51,01,2212,1,VAJN2212.pdf,00072089.tif,ORIGINAL,1050,2399,9996,9996,673,2,9996,0,2,3,173,0,,2014-239901
6778,8,1,2014,06,07,216602,0010039,0,1,51,02,1101,1,VAJN1101.pdf,00070785.tif,ORIGINAL,1050,2166,9996,9996,675,2,9996,0,1,2,140,0,,2014-216602
6633,1,1,2014,06,21,235502,8100091,0,0,51,02,1103,1,VAJN1103.pdf,00071855.tif,ORIGINAL,1050,2355,9996,9996,678,2,9996,0,3,2,110,0,,2014-235502
6783,8,3,2014,06,26,240302,0010039,0,0,51,02,2129,1,VAJN2129.pdf,00072114.tif,ORIGINAL,1050,2403,9996,9996,680,2,9996,0,2,2,145,0,,2014-240302
7415,1,1,2014,06,11,218601,8100002,0,0,51,01,2112,1,VAJN2112.pdf,00070882.tif,ORIGINAL,1050,2186,9996,9996,682,2,9996,0,1,1,158,0,,2014-218601
7415,1,1,2014,06,15,224106,8100091,0,0,51,06,1115,1,VAJN1115.pdf,00071174.tif,ORIGINAL,1050,2241,9996,9996,682,2,9996,0,3,2,159,0,,2014-224106
7508,3,1,2014,06,29,246901,0090385,0,0,34,01,1132,1,NJJN1132.pdf,00072474.tif,ORIGINAL,1050,2469,9996,9996,685,2,9996,0,2,2,83,0,,2014-246901
7415,3,1,2014,06,08,216801,8100088,0,0,51,01,1204,1,VAJN1204.pdf,00070802.tif,ORIGINAL,1050,2168,9996,9996,686,2,9996,0,5,3,153,0,,2014-216801
6633,1,1,2014,06,25,239701,8100091,0,0,51,01,2127,1,VAJN2127.pdf,00072073.tif,ORIGINAL,1050,2397,9996,9996,690,1,9996,0,9,2,128,0,,2014-239701
7415,3,1,2014,06,25,239902,8100088,0,0,51,02,2212,1,VAJN2212.pdf,00072091.tif,ORIGINAL,1050,2399,9996,9996,691,2,9996,0,2,3,178,0,,2014-239902
7415,3,1,2014,06,10,217603,8100088,0,0,51,03,2208,1,VAJN2208.pdf,00070836.tif,ORIGINAL,1050,2176,9996,9996,692,2,9996,0,3,3,157,0,,2014-217603
6936,5,1,2014,06,17,227502,0471493,0,0,24,02,2103,1,MDJN2103.pdf,00071395.tif,ORIGINAL,1050,2275,9996,9996,693,2,9996,0,3,3,14,0,,2014-227502
7415,3,1,2014,06,21,236310,8100088,0,0,51,10,1206,1,VAJN1206.pdf,00071929.tif,ORIGINAL,1050,2363,9996,9996,693,2,9996,0,3,3,167,0,,2014-236310
7508,3,1,2014,06,14,222301,0090900,0,1,34,01,1208,1,NJJN1208.pdf,00071062.tif,ORIGINAL,1050,2223,9996,9996,700,2,9996,0,7,2,76,0,,2014-222301
7415,3,1,2014,06,25,239901,8100088,0,0,51,01,2212,1,VAJN2212.pdf,00072089.tif,ORIGINAL,1050,2399,9996,9996,704,1,9996,0,3,3,174,0,,2014-239901
7421,1,1,2014,06,14,223902,8100002,0,0,51,02,1113,1,VAJN1113.pdf,00071112.tif,ORIGINAL,1050,2239,9996,9996,705,1,9996,0,1,2,182,0,,2014-223902
7415,3,1,2014,06,10,217603,8100088,0,0,51,03,2208,1,VAJN2208.pdf,00070836.tif,ORIGINAL,1050,2176,9996,9996,706,1,9996,0,1,3,155,0,,2014-217603
7415,3,1,2014,06,25,239902,8100088,0,0,51,02,2212,1,VAJN2212.pdf,00072091.tif,ORIGINAL,1050,2399,9996,9996,707,2,9996,0,3,3,179,0,,2014-239902
6936,5,1,2014,06,17,227502,0471493,0,0,24,02,2103,1,MDJN2103.pdf,00071395.tif,ORIGINAL,1050,2275,9996,9996,711,2,9996,0,5,3,16,0,,2014-227502
7370,11,1,2014,06,16,227701,0091131,0,0,34,01,2113,1,NJJN2113.pdf,00071407.tif,ORIGINAL,1050,2277,9996,9996,711,2,9996,0,3,2,63,0,,2014-227701
7415,3,1,2014,06,24,239802,8100088,0,0,51,02,2205,1,VAJN2205.pdf,00072085.tif,ORIGINAL,1050,2398,9996,9996,715,1,9996,0,4,3,171,0,,2014-239802
6936,5,1,2014,06,07,214310,0471493,0,1,24,10,1104,1,MDJN1104.pdf,00070630.tif,ORIGINAL,1050,2143,9996,9996,718,2,9996,0,2,2,8,0,,2014-214310
6633,3,1,2014,06,06,217403,8100088,0,0,51,03,2209,1,VAJN2209.pdf,00070825.tif,ORIGINAL,1050,2174,9996,9996,719,2,9996,0,2,3,106,0,,2014-217403
7406,7,1,2014,06,21,250101,0070601,0,1,25,01,1207,1,MAJN1207.pdf,00072735.tif,ORIGINAL,1050,2501,9996,9996,720,2,9996,2,10,1,46,0,,2014-250101
6936,5,1,2014,06,29,244004,0471493,0,0,24,04,1203,1,MDJN1203.pdf,00072283.tif,ORIGINAL,1050,2440,9996,9996,721,2,9996,0,2,3,32,0,,2014-244004
7370,11,1,2014,06,28,244307,0091131,0,1,34,07,1108,1,NJJN1108.pdf,00072315.tif,ORIGINAL,1050,2443,9996,9996,733,7,9996,7,1,2,71,0,,2014-244307
7509,13,1,2014,06,29,244401,0099213,0,1,34,01,1110,1,NJJN1110.pdf,00072322.tif,ORIGINAL,1050,2444,9996,9996,736,2,9996,0,6,2,93,0,,2014-244401
6633,1,1,2014,06,25,239702,8100091,0,0,51,02,2127,1,VAJN2127.pdf,00072075.tif,ORIGINAL,1050,2397,9996,9996,739,2,9996,0,9,3,138,0,,2014-239702
7508,3,1,2014,06,14,222301,0090900,0,1,34,01,1208,1,NJJN1208.pdf,00071062.tif,ORIGINAL,1050,2223,9996,9996,740,2,9996,0,6,2,75,0,,2014-222301
7508,11,1,2014,06,23,238401,0091044,0,0,34,01,2127,1,NJJN2127.pdf,00071998.tif,ORIGINAL,1050,2384,9996,9996,740,2,9996,0,2,2,80,0,,2014-238401
6936,5,1,2014,06,14,221002,0471493,0,0,24,02,1202,1,MDJN1202.pdf,00070946.tif,ORIGINAL,1050,2210,9996,9996,742,2,9996,0,2,3,9,0,,2014-221002
7421,1,1,2014,06,29,246101,8100002,0,0,51,01,1106,1,VAJN1106.pdf,00072432.tif,ORIGINAL,1050,2461,9996,9996,742,2,9996,0,2,3,187,0,,2014-246101
6936,5,1,2014,06,23,232801,0471493,0,0,24,01,2202,1,MDJN2202.pdf,00071669.tif,ORIGINAL,1050,2328,9996,9996,748,2,9996,0,2,3,23,0,,2014-232801
6633,3,1,2014,06,11,218101,8100088,0,0,51,01,2113,1,VAJN2113.pdf,00070854.tif,ORIGINAL,1050,2181,9996,9996,749,2,9996,0,1,3,107,0,,2014-218101
6936,5,1,2014,06,17,227501,0471493,0,0,24,01,2103,1,MDJN2103.pdf,00071393.tif,ORIGINAL,1050,2275,9996,9996,751,2,9996,0,1,2,12,0,,2014-227501
7415,3,1,2014,06,12,224602,8100088,0,0,51,02,2202,1,VAJN2202.pdf,00071194.tif,ORIGINAL,1050,2246,9996,9996,751,2,9996,0,4,3,162,0,,2014-224602
6783,8,1,2014,06,30,246501,0010039,0,0,51,01,2106,1,VAJN2106.pdf,00072445.tif,ORIGINAL,1050,2465,9996,9996,756,1,9996,0,3,3,148,0,,2014-246501
7508,11,1,2014,06,23,238401,0091044,0,0,34,01,2127,1,NJJN2127.pdf,00071998.tif,ORIGINAL,1050,2384,9996,9996,760,2,9996,0,1,2,79,0,,2014-238401
6936,5,1,2014,06,23,232802,0471493,0,0,24,02,2202,1,MDJN2202.pdf,00071671.tif,ORIGINAL,1050,2328,9996,9996,761,1,9996,0,1,3,25,0,,2014-232802
6778,8,3,2014,06,07,216607,0010039,0,1,51,07,1101,1,VAJN1101.pdf,00070794.tif,ORIGINAL,1050,2166,9996,9996,762,1,9996,0,5,3,141,0,,2014-216607
6936,5,1,2014,06,17,227502,0471493,0,0,24,02,2103,1,MDJN2103.pdf,00071395.tif,ORIGINAL,1050,2275,9996,9996,765,2,9996,0,6,3,17,0,,2014-227502
7415,3,1,2014,06,12,224601,8100088,0,0,51,01,2202,1,VAJN2202.pdf,00071192.tif,ORIGINAL,1050,2246,9996,9996,766,1,9996,0,5,3,160,0,,2014-224601
7406,7,1,2014,06,21,250101,0070601,0,0,25,01,1207,1,MAJN1207.pdf,00072735.tif,ORIGINAL,1050,2501,9996,9996,770,2,9996,2,5,1,41,0,,2014-250101
6783,8,1,2014,06,30,246501,0010039,0,0,51,01,2106,1,VAJN2106.pdf,00072445.tif,ORIGINAL,1050,2465,9996,9996,770,2,9996,0,2,3,147,0,,2014-246501
6416,6,1,2014,06,28,249403,0251808,0,0,34,03,1205,1,NJJN1205.pdf,00072656.tif,ORIGINAL,1050,2494,9996,9996,773,2,9996,0,4,2,54,0,,2014-249403
6936,5,1,2014,06,17,227503,0471493,0,0,24,03,2103,1,MDJN2103.pdf,00071397.tif,ORIGINAL,1050,2275,9996,9996,774,2,9996,0,3,2,18,0,,2014-227503
6936,5,1,2014,06,19,228802,0471493,0,0,24,02,2201,1,MDJN2201.pdf,00071444.tif,ORIGINAL,1050,2288,9996,9996,775,1,9996,0,4,2,21,0,,2014-228802
6783,2,1,2014,06,20,231504,0051599,0,0,10,04,2208,1,DEJN2208.pdf,00071631.tif,ORIGINAL,1050,2315,9996,9996,778,2,9996,0,7,2,2,0,,2014-231504
7406,7,1,2014,06,21,250101,0070601,0,0,25,01,1207,1,MAJN1207.pdf,00072736.tif,ORIGINAL,1050,2501,9996,9996,780,2,9996,2,15,1,51,0,,2014-250101
6633,1,1,2014,06,21,235503,8100091,0,0,51,03,1103,1,VAJN1103.pdf,00071857.tif,ORIGINAL,1050,2355,9996,9996,780,1,9996,0,3,2,111,0,,2014-235503
6936,5,1,2014,06,14,221004,0471493,0,0,24,04,1202,1,MDJN1202.pdf,00070950.tif,ORIGINAL,1050,2210,9996,9996,781,2,9996,0,3,2,10,0,,2014-221004
6633,3,1,2014,06,06,217403,8100088,0,0,51,03,2209,1,VAJN2209.pdf,00070825.tif,ORIGINAL,1050,2174,9996,9996,781,2,9996,0,1,3,105,0,,2014-217403
6936,5,1,2014,06,07,214307,0471493,0,0,24,07,1104,1,MDJN1104.pdf,00070624.tif,ORIGINAL,1050,2143,9996,9996,782,2,9996,0,1,2,7,0,,2014-214307
7370,11,1,2014,06,28,244308,0091131,1,1,34,08,1108,1,NJJN1108.pdf,00072317.tif,ORIGINAL,1050,2443,9996,9996,782,7,9996,7,1,2,72,0,,2014-244308
6634,11,1,2014,06,30,248501,0019028,0,0,25,01,2224,1,MAJN2224.pdf,00072555.tif,ORIGINAL,1050,2485,9996,9996,785,1,9996,0,1,3,36,0,,2014-248501
7415,3,1,2014,06,24,239801,8100088,0,0,51,01,2205,1,VAJN2205.pdf,00072083.tif,ORIGINAL,1050,2398,9996,9996,786,1,9996,0,2,3,169,0,,2014-239801
7415,3,1,2014,06,21,236310,8100088,0,0,51,10,1206,1,VAJN1206.pdf,00071929.tif,ORIGINAL,1050,2363,9996,9996,788,2,9996,0,2,3,166,0,,2014-236310
6936,5,1,2014,06,23,232802,0471493,0,0,24,02,2202,1,MDJN2202.pdf,00071671.tif,ORIGINAL,1050,2328,9996,9996,789,2,9996,0,3,3,27,0,,2014-232802
7415,3,1,2014,06,08,216801,8100088,0,0,51,01,1204,1,VAJN1204.pdf,00070802.tif,ORIGINAL,1050,2168,9996,9996,789,2,9996,0,4,3,152,0,,2014-216801
6936,5,1,2014,06,23,232802,0471493,0,0,24,02,2202,1,MDJN2202.pdf,00071671.tif,ORIGINAL,1050,2328,9996,9996,795,2,9996,0,4,3,28,0,,2014-232802
7466,4,1,2014,06,22,234701,1030135,1,1,36,01,1126,1,NYJN1126.pdf,00071817.tif,ORIGINAL,1050,2347,9996,9996,796,1,9996,0,5,2,96,0,,2014-234701
7500,1,1,2014,06,22,237002,0050013,0,1,10,02,1202,1,DEJN1202.pdf,00071955.tif,ORIGINAL,1050,2370,9996,9996,798,1,9996,0,2,2,3,0,,2014-237002
7406,7,1,2014,06,21,250101,0070601,0,1,25,01,1207,1,MAJN1207.pdf,00072735.tif,ORIGINAL,1050,2501,9996,9996,800,1,9996,2,2,1,38,0,,2014-250101
7406,7,1,2014,06,21,250101,0070601,0,1,25,01,1207,1,MAJN1207.pdf,00072735.tif,ORIGINAL,1050,2501,9996,9996,800,2,9996,2,8,1,44,0,,2014-250101
7406,7,1,2014,06,21,250101,0070601,0,0,25,01,1207,1,MAJN1207.pdf,00072736.tif,ORIGINAL,1050,2501,9996,9996,800,2,9996,2,14,1,50,0,,2014-250101
7508,3,1,2014,06,14,222301,0090900,0,1,34,01,1208,1,NJJN1208.pdf,00071062.tif,ORIGINAL,1050,2223,9996,9996,800,1,9996,0,5,2,74,0,,2014-222301
7466,4,1,2014,06,22,234701,1030135,1,1,36,01,1126,1,NYJN1126.pdf,00071817.tif,ORIGINAL,1050,2347,9996,9996,801,2,9996,0,7,2,98,0,,2014-234701
7415,3,1,2014,06,24,239801,8100088,0,0,51,01,2205,1,VAJN2205.pdf,00072083.tif,ORIGINAL,1050,2398,9996,9996,801,2,9996,0,1,3,168,0,,2014-239801
6633,3,1,2014,06,06,217402,8100088,0,0,51,02,2209,1,VAJN2209.pdf,00070823.tif,ORIGINAL,1050,2174,9996,9996,803,2,9996,0,1,3,104,0,,2014-217402
6447,3,1,2014,06,13,221602,0470853,0,0,24,02,2205,1,MDJN2205.pdf,00071042.tif,ORIGINAL,1050,2216,9996,9996,810,1,9996,0,6,3,4,0,,2014-221602
6633,1,1,2014,06,16,224801,8100002,0,0,51,01,2210,1,VAJN2210.pdf,00071247.tif,ORIGINAL,1050,2248,9996,9996,811,1,9996,0,4,1,108,0,,2014-224801
6633,3,1,2014,06,22,236401,8100088,0,0,51,01,1207,1,VAJN1207.pdf,00071933.tif,ORIGINAL,1050,2364,9996,9996,811,2,9996,0,4,3,115,0,,2014-236401
