faxno,batch,stcode,intcode,tifno,cluster,control,sitetype,q11a,filestat,docno,month,day,tracker,year,enterr,interr,site_no,species,upprbill,lowerjaw,length,gender,curve,recno,prep,measur,s_index,serrflag,sprobfld,id
NYJN1208.pdf,3402,36,7727,00162149.tif,3,1208,1,1,ORIGINAL,02,06,26,340202,2021,0,1,1030589,4711,9996,9996,916,6,947,4,0,1,295,0,,2021-340202
MDJN2113.pdf,3071,24,6936,00160630.tif,5,2113,1,3,ORIGINAL,01,06,11,307101,2021,0,0,0471493,4711,9996,9996,917,6,936,1,0,1,206,0,,2021-307101
VAJN1203.pdf,3448,51,7871,00162419.tif,3,1203,1,2,ORIGINAL,02,06,27,344802,2021,0,1,8100088,4711,9996,9996,917,6,963,4,0,1,316,0,,2021-344802
MDJN2121.pdf,3214,24,6936,00161271.tif,5,2121,1,3,ORIGINAL,02,06,17,321402,2021,0,0,0471493,4711,9996,9996,918,6,932,1,0,1,224,0,,2021-321402
NYJN1208.pdf,3402,36,7727,00162149.tif,3,1208,1,1,ORIGINAL,02,06,26,340202,2021,0,1,1030589,4711,9996,9996,918,6,952,1,0,1,292,0,,2021-340202
NJJN2206.pdf,3280,34,6416,00161491.tif,6,2206,1,2,ORIGINAL,04,06,18,328004,2021,0,0,0259005,4711,9996,9996,921,6,964,2,0,1,237,0,,2021-328004
NYJN1205.pdf,3143,36,7466,00160844.tif,4,1205,1,2,ORIGINAL,03,06,13,314303,2021,1,1,1030085,4711,9996,9996,924,6,941,7,0,1,281,0,,2021-314303
VAJN2104.pdf,3496,51,6633,00162483.tif,1,2104,1,3,ORIGINAL,02,06,29,349602,2021,0,0,8100002,4711,9996,9996,925,6,968,2,0,1,302,0,,2021-349602
MDJN2113.pdf,3071,24,6936,00160634.tif,5,2113,1,3,ORIGINAL,03,06,11,307103,2021,1,0,0471493,4711,9996,9996,926,6,947,2,0,1,209,0,,2021-307103
MDJN2212.pdf,3191,24,6936,00161212.tif,5,2212,1,3,ORIGINAL,04,06,16,319104,2021,0,0,0471493,4711,9996,9996,926,6,944,1,0,1,222,0,,2021-319104
MDJN2121.pdf,3214,24,6936,00161271.tif,5,2121,1,3,ORIGINAL,02,06,17,321402,2021,0,0,0471493,4711,9996,9996,926,6,945,2,0,1,225,0,,2021-321402
MDJN2211.pdf,3074,24,7844,00160681.tif,3,2211,1,2,ORIGINAL,04,06,11,307404,2021,0,0,0470853,4711,9996,9996,927,6,951,1,0,1,229,0,,2021-307404
NJJN2154.pdf,3399,34,6416,00162087.tif,6,2154,1,3,ORIGINAL,02,06,25,339902,2021,0,0,0251005,4711,9996,9996,927,6,961,5,0,1,247,0,,2021-339902
NJJN2218.pdf,2826,34,7895,00159997.tif,11,2218,1,2,ORIGINAL,02,06,02,282602,2021,1,0,0091131,4711,9996,9996,930,6,951,1,0,1,269,0,,2021-282602
MDJN2113.pdf,3071,24,6936,00160630.tif,5,2113,1,3,ORIGINAL,01,06,11,307101,2021,0,0,0471493,4711,9996,9996,934,6,952,2,0,1,207,0,,2021-307101
NJJN2154.pdf,3399,34,6416,00162087.tif,6,2154,1,3,ORIGINAL,02,06,25,339902,2021,0,0,0251005,4711,9996,9996,941,6,972,2,0,1,244,0,,2021-339902
NJJN2154.pdf,3399,34,6416,00162087.tif,6,2154,1,3,ORIGINAL,02,06,25,339902,2021,0,0,0251005,4711,9996,9996,942,6,971,4,0,1,246,0,,2021-339902
NYJN2126.pdf,3197,36,7727,00161239.tif,3,2126,1,2,ORIGINAL,01,06,16,319701,2021,0,0,1030589,4711,9996,9996,944,6,983,1,0,1,283,0,,2021-319701
VAJN2202.pdf,3293,51,7919,00161537.tif,1,2202,1,3,ORIGINAL,01,06,18,329301,2021,0,1,8100002,4711,9996,9996,948,6,974,8,0,1,352,0,,2021-329301
DEJN2104.pdf,3253,10,6783,00161362.tif,2,2104,1,2,ORIGINAL,03,06,17,325303,2021,0,0,0051599,4711,9996,9996,951,6,970,2,0,1,199,0,,2021-325303
NJJN1104.pdf,3431,34,7509,00162316.tif,2,1104,1,3,ORIGINAL,02,06,27,343102,2021,0,0,0011724,4711,9996,9996,952,6,969,1,0,1,257,0,,2021-343102
VAJN1203.pdf,3448,51,7871,00162421.tif,3,1203,1,3,ORIGINAL,03,06,27,344803,2021,0,0,8100088,4711,9996,9996,967,6,1005,1,0,1,317,0,,2021-344803
VAJN2204.pdf,3451,51,7924,00162435.tif,3,2204,1,2,ORIGINAL,03,06,28,345103,2021,1,0,8100088,4711,9996,9996,967,6,981,2,0,1,355,0,,2021-345103
NJJN2206.pdf,3280,34,6416,00161491.tif,6,2206,1,2,ORIGINAL,04,06,18,328004,2021,0,0,0259005,4711,9996,9996,972,6,1024,3,0,1,238,0,,2021-328004
MDJN2119.pdf,3166,24,6936,00160914.tif,5,2119,1,3,ORIGINAL,01,06,15,316601,2021,1,0,0471493,4711,9996,9996,973,6,986,2,0,1,213,0,,2021-316601
VAJN2202.pdf,3293,51,7919,00161537.tif,1,2202,1,3,ORIGINAL,01,06,18,329301,2021,0,1,8100002,4711,9996,9996,974,6,1027,1,0,1,346,0,,2021-329301
NJJN2108.pdf,3277,34,7509,00161472.tif,2,2108,1,2,ORIGINAL,01,06,18,327701,2021,0,0,0019235,4711,9996,9996,975,6,987,1,0,1,249,0,,2021-327701
VAJN2104.pdf,3496,51,6633,00162483.tif,1,2104,1,3,ORIGINAL,02,06,29,349602,2021,0,0,8100002,4711,9996,9996,985,6,1008,3,0,1,303,0,,2021-349602
MDJN2119.pdf,3166,24,6936,00160914.tif,5,2119,1,3,ORIGINAL,01,06,15,316601,2021,1,0,0471493,4711,9996,9996,989,6,999,1,0,1,212,1,CURVE;,2021-316601
NYJN1208.pdf,3402,36,7727,00162149.tif,3,1208,1,1,ORIGINAL,02,06,26,340202,2021,0,1,1030589,4711,9996,9996,991,6,1038,3,0,1,294,0,,2021-340202
VAJN2104.pdf,3496,51,6633,00162483.tif,1,2104,1,3,ORIGINAL,02,06,29,349602,2021,0,0,8100002,4711,9996,9996,999,6,1024,1,0,1,301,1,LENGTH;,2021-349602
NJJN1112.pdf,3433,34,7508,00162327.tif,11,1112,1,2,ORIGINAL,03,06,27,343303,2021,0,0,0091131,4711,9996,9996,1002,6,1035,1,0,1,248,0,,2021-343303
NYJN2113.pdf,3053,36,7466,00160555.tif,4,2113,1,1,ORIGINAL,01,06,08,305301,2021,1,1,1030085,4711,9996,9996,1008,6,1032,1,0,1,276,0,,2021-305301
MDJN2119.pdf,3166,24,6936,00160916.tif,5,2119,1,3,ORIGINAL,02,06,15,316602,2021,0,0,0471493,4711,9996,9996,1012,6,1034,2,0,1,215,0,,2021-316602
NJJN1104.pdf,3431,34,7509,00162314.tif,2,1104,1,2,ORIGINAL,01,06,27,343101,2021,0,0,0011724,4711,9996,9996,1014,6,1034,1,0,1,254,0,,2021-343101
VAJN2213.pdf,3222,51,7919,00161326.tif,3,2213,1,1,ORIGINAL,05,06,16,322205,2021,0,0,8100088,4711,9996,9996,1020,6,1035,2,0,1,342,0,,2021-322205
NYJN1205.pdf,3143,36,7466,00160844.tif,4,1205,1,2,ORIGINAL,03,06,13,314303,2021,1,1,1030085,4711,9996,9996,1021,6,1045,2,0,1,279,0,,2021-314303
NJJN2154.pdf,3399,34,6416,00162087.tif,6,2154,1,3,ORIGINAL,02,06,25,339902,2021,0,0,0251005,4711,9996,9996,1031,6,1072,1,0,1,243,0,,2021-339902
MDJN2211.pdf,3074,24,7844,00160685.tif,3,2211,1,3,ORIGINAL,06,06,11,307406,2021,0,0,0470853,4711,9996,9996,1046,6,1073,1,0,1,230,0,,2021-307406
MDJN2202.pdf,3156,24,7844,00160872.tif,3,2202,1,3,ORIGINAL,02,06,14,315602,2021,0,0,0470853,4711,9996,9996,1046,6,1073,1,0,1,231,0,,2021-315602
DEJN2101.pdf,3252,10,6783,00161340.tif,2,2101,1,2,ORIGINAL,05,06,18,325205,2021,0,1,0051599,4711,9996,9996,1052,6,9997,2,0,1,194,0,,2021-325205
VAJN2117.pdf,3292,51,7872,00161531.tif,3,2117,1,3,ORIGINAL,02,06,18,329202,2021,0,0,8100088,4711,9996,9996,1068,6,1106,1,0,1,322,0,,2021-329202
MDJN2211.pdf,3074,24,7844,00160677.tif,3,2211,1,3,ORIGINAL,02,06,11,307402,2021,0,0,0470853,4711,9996,9996,1089,6,1117,1,0,1,228,0,,2021-307402
VAJN1104.pdf,3144,51,6686,00160850.tif,1,1104,1,3,ORIGINAL,01,06,13,314401,2021,0,0,8100091,4711,9996,9996,1092,6,1102,2,0,1,305,0,,2021-314401
NJJN2154.pdf,3399,34,6416,00162087.tif,6,2154,1,3,ORIGINAL,02,06,25,339902,2021,0,0,0251005,4711,9996,9996,1102,6,1152,3,0,1,245,0,,2021-339902
NYJN2113.pdf,3053,36,7466,00160555.tif,4,2113,1,1,ORIGINAL,01,06,08,305301,2021,1,1,1030085,4711,9996,9996,1111,6,1167,2,0,1,277,0,,2021-305301
NJJN1203.pdf,3396,34,6416,00162004.tif,6,1203,1,2,ORIGINAL,01,06,26,339601,2021,0,0,0259005,4711,9996,9996,1116,6,1158,2,0,1,239,0,,2021-339601
NJJN1203.pdf,3396,34,6416,00162004.tif,6,1203,1,2,ORIGINAL,01,06,26,339601,2021,0,0,0259005,4711,9996,9996,1131,6,1182,3,0,1,240,0,,2021-339601
VAJN2111.pdf,3096,51,7872,00160794.tif,1,2111,1,2,ORIGINAL,02,06,11,309602,2021,0,0,8100091,4711,9996,9996,1131,6,1200,1,0,1,320,0,,2021-309602
VAJN2201.pdf,2830,51,7919,00160016.tif,1,2201,1,3,ORIGINAL,01,06,01,283001,2021,0,1,8100002,4711,9996,9996,1150,6,1164,2,0,1,325,0,,2021-283001
VAJN2210.pdf,3100,51,7871,00160816.tif,3,2210,1,3,ORIGINAL,01,06,10,310001,2021,0,1,8100088,4711,9996,9996,1170,6,1240,1,0,1,309,0,,2021-310001
VAJN2114.pdf,3174,51,7919,00160962.tif,1,2114,1,3,ORIGINAL,03,06,14,317403,2021,1,1,8100002,4711,9996,9996,1171,6,1195,1,0,1,336,0,,2021-317403
MDJN2119.pdf,3166,24,6936,00160918.tif,5,2119,1,3,ORIGINAL,03,06,15,316603,2021,0,0,0471493,4711,9996,9996,1247,6,1278,3,0,1,217,0,,2021-316603
NYJN2113.pdf,3053,36,7466,00160557.tif,4,2113,1,2,ORIGINAL,02,06,08,305302,2021,1,1,1030085,4711,9996,9996,1247,6,1265,1,0,1,278,0,,2021-305302
MDJN2119.pdf,3166,24,6936,00160918.tif,5,2119,1,3,ORIGINAL,03,06,15,316603,2021,0,0,0471493,4711,9996,9996,1261,6,1288,2,0,1,216,0,,2021-316603
VAJN2204.pdf,3451,51,7924,00162435.tif,3,2204,1,2,ORIGINAL,03,06,28,345103,2021,1,0,8100088,4711,9996,9996,1285,6,1300,1,0,1,354,0,,2021-345103
VAJN2210.pdf,3100,51,7871,00160818.tif,3,2210,1,3,ORIGINAL,02,06,10,310002,2021,0,0,8100088,4711,9996,9996,1290,6,1380,1,0,1,310,0,,2021-310002
VAJN2209.pdf,3099,51,7925,00160810.tif,1,2209,1,3,REVISED,02,06,10,309902,2021,0,1,8100002,4711,9996,9996,1297,6,1323,2,0,1,359,0,,2021-309902
VAJN1102.pdf,2872,51,7922,00160175.tif,1,1102,1,3,ORIGINAL,03,06,06,287203,2021,0,0,8100002,4720,9996,9996,1139,6,9996,2,0,1,361,0,,2021-287203
MDJN2121.pdf,3214,24,6936,00161275.tif,5,2121,1,2,ORIGINAL,04,06,17,321404,2021,0,0,0471493,4720,9996,9996,1319,6,9996,1,0,1,360,0,,2021-321404
NYJN1207.pdf,3527,36,7519,00162658.tif,5,1207,1,2,REVISED,10,06,26,352710,2021,0,1,1030037,4911,9996,9996,2926,2,9996,1,0,1,362,1,LENGTH;,2021-352710
