tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
123303,09,03,1101,1,0,,6773,3,1,3,2018,08,26,0110630,0,0,2,CTAU1101.pdf,00127697.tif,ORIGINAL,DOLPHIN,1050,1233,1,0,0,1,0,0,0,2,2018-123303
123303,09,03,1101,2,0,,6773,3,1,3,2018,08,26,0110630,0,0,2,CTAU1101.pdf,00127697.tif,ORIGINAL,WHITE M,2161,1233,2,0,0,2,0,0,0,2,2018-123303
123303,09,03,1101,3,0,,6773,3,1,3,2018,08,26,0110630,0,0,2,CTAU1101.pdf,00127697.tif,ORIGINAL,BLUE MA,2171,1233,3,0,0,1,0,0,0,2,2018-123303
123304,09,04,1101,4,0,,6773,3,1,4,2018,08,26,0110630,0,0,2,CTAU1101.pdf,00127699.tif,ORIGINAL,WHITE M,2161,1233,1,0,0,3,0,0,0,2,2018-123304
123305,09,05,1101,5,0,,6773,3,1,5,2018,08,26,0113879,0,0,2,CTAU1101.pdf,00127701.tif,ORIGINAL,DOLPHIN,1050,1233,1,12,0,0,0,0,0,2,2018-123305
123305,09,05,1101,6,0,,6773,3,1,5,2018,08,26,0113879,0,0,2,CTAU1101.pdf,00127701.tif,ORIGINAL,WHITE M,2161,1233,4,0,0,1,0,0,0,2,2018-123305
123305,09,05,1101,7,0,,6773,3,1,5,2018,08,26,0113879,1,0,2,CTAU1101.pdf,00127701.tif,ORIGINAL,SHORTFI,3551,1233,2,0,0,1,0,0,0,2,2018-123305
123305,09,05,1101,8,1,ALIVE;,6773,3,1,5,2018,08,26,0113879,0,0,2,CTAU1101.pdf,00127701.tif,ORIGINAL,BLUE SH,4931,1233,3,0,0,125,0,0,0,2,2018-123305
123306,09,06,1101,9,0,,6773,3,1,7,2018,08,26,0113879,0,0,1,CTAU1101.pdf,00127703.tif,ORIGINAL,DOLPHIN,1050,1233,3,7,7,0,0,0,0,2,2018-123306
123306,09,06,1101,10,1,ALIVE;,6773,3,1,7,2018,08,26,0113879,0,0,1,CTAU1101.pdf,00127703.tif,ORIGINAL,BIGEYE,4691,1233,1,3,1,20,0,0,0,2,2018-123306
123306,09,06,1101,11,0,,6773,3,1,7,2018,08,26,0113879,0,0,1,CTAU1101.pdf,00127703.tif,ORIGINAL,YFT,4711,1233,2,1,0,0,0,0,0,2,2018-123306
123307,09,07,1101,12,0,,6773,3,1,4,2018,08,26,0113878,0,0,2,CTAU1101.pdf,00127705.tif,ORIGINAL,SHORTFI,3551,1233,2,0,0,1,0,0,0,2,2018-123307
123307,09,07,1101,13,0,,6773,3,1,4,2018,08,26,0113878,0,0,2,CTAU1101.pdf,00127705.tif,ORIGINAL,DUSKY S,4841,1233,3,0,0,1,0,0,0,2,2018-123307
123307,09,07,1101,14,0,,6773,3,1,4,2018,08,26,0113878,0,0,2,CTAU1101.pdf,00127705.tif,ORIGINAL,BLUE SH,4931,1233,1,0,0,5,0,0,0,2,2018-123307
123309,09,09,1101,15,1,CAUGHT OUT OF AREA;,6773,3,1,4,2018,08,26,0113879,0,0,1,CTAU1101.pdf,00127708.tif,ORIGINAL,GREATER,30,1233,4,0,0,1,0,0,0,3,2018-123309
123309,09,09,1101,16,0,,6773,3,1,4,2018,08,26,0113879,0,0,1,CTAU1101.pdf,00127708.tif,ORIGINAL,DOLPHIN,1050,1233,2,6,6,0,0,0,0,3,2018-123309
123309,09,09,1101,17,0,,6773,3,1,4,2018,08,26,0113879,0,0,1,CTAU1101.pdf,00127708.tif,ORIGINAL,SHORTFI,3551,1233,3,0,0,1,0,0,0,3,2018-123309
123309,09,09,1101,18,1,ALIVE;,6773,3,1,4,2018,08,26,0113879,0,0,1,CTAU1101.pdf,00127708.tif,ORIGINAL,BIGEYE,4691,1233,1,5,5,50,0,0,0,3,2018-123309
123310,09,10,1101,19,0,,6773,3,1,5,2018,08,26,0110630,0,0,2,CTAU1101.pdf,00127710.tif,ORIGINAL,WHITE M,2161,1233,1,0,0,1,0,0,0,3,2018-123310
123310,09,10,1101,20,0,,6773,3,1,5,2018,08,26,0110630,0,0,2,CTAU1101.pdf,00127710.tif,ORIGINAL,YFT,4711,1233,2,3,3,0,0,0,0,3,2018-123310
123311,09,11,1101,21,0,,6773,3,1,4,2018,08,26,0110630,0,0,2,CTAU1101.pdf,00127712.tif,ORIGINAL,WHITE M,2161,1233,1,0,0,1,0,0,0,2,2018-123311
123401,09,01,1201,22,0,,6773,3,1,2,2018,08,25,0110833,0,0,2,CTAU1201.pdf,00127718.tif,ORIGINAL,SHORTFI,3551,1234,1,0,0,2,0,0,0,2,2018-123401
123402,09,02,1201,23,0,,6773,3,1,3,2018,08,25,0110630,0,0,2,CTAU1201.pdf,00127720.tif,ORIGINAL,WHITE M,2161,1234,1,0,0,1,0,0,0,2,2018-123402
