tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,51,VA,6,01,6,6,7,6633,51,1700,2202,0091,1,1,1,2,2,1,1645,4711,1050,2,2,7,7,0,0,1,1,0,0,0,5,9998,9998,35,1000,73,1,1,1,vajn2202.tif,00060607.tif,2013,0,1,0,ORIGINAL,06,21,19530,024601,0246,8100091,810,8,496,0,,Y,1,2013-024601
6,51,VA,6,01,6,6,THE POINT,6778,51,1645,1115,0025,7,1,1,2,2,1,1630,2171,7777,2,12,8,4,0,1,1,1,0,0,0,4,9998,9998,30,720,82,1,1,1,vajn1115.tif,00060611.tif,2013,0,1,0,ORIGINAL,06,22,19531,024701,0247,0010025,001,8,434,0,,N,1,2013-024701
9650,51,VA,MSSA TUNAMENT,02,6,6,WASHINGTON CANYON,6778,51,1705,1115,0025,7,1,2,1,3,1,1630,4711,1050,1,2,12,7,0,0,1,1,0,0,0,6,3727,7427,55,600,69,1,1,1,vajn1115.tif,00060613.tif,2013,0,0,0,ORIGINAL,06,22,19531,024702,0247,0010025,001,8,541,0,,N,1,2013-024702
6,24,MD,6,03,6,6,LUMPY BOTTOM,6778,51,1715,1115,0024,7,1,1,2,2,1,1700,4711,7777,2,2,8,8,0,1,1,1,0,0,0,5,3802,7420,38,2700,72,1,2,2,vajn1115.tif,00060615.tif,2013,0,1,0,ORIGINAL,06,22,19531,024703,0247,0010024,001,8,433,0,,Y,2,2013-024703
9650,24,MD,MSSA TUNAMENT,04,6,6,WASHINGTON CANYON,6778,51,1800,1115,0024,7,1,1,2,2,1,1700,4711,1050,1,2,11,8,0,1,1,1,0,0,0,7,3727,7427,55,350,69,1,1,1,vajn1115.tif,00060616.tif,2013,0,0,0,ORIGINAL,06,22,19531,024704,0247,0010024,001,8,543,0,,Y,1,2013-024704
6,51,VA,6,05,6,6,WASHINGTON CANYON,6778,51,1815,1115,0024,7,1,1,2,2,1,1730,4711,1050,2,2,9,8,0,1,1,1,0,0,0,6,3727,7427,57,300,68,1,1,1,vajn1115.tif,00060618.tif,2013,0,0,0,ORIGINAL,06,22,19531,024705,0247,0010024,001,8,432,0,,Y,2,2013-024705
9650,51,VA,MSSA TUNAMENT,06,6,6,WASHINGTON CANYON,6778,51,1830,1115,1199,7,1,2,2,3,1,1600,4711,7777,1,2,13,10,0,0,1,1,0,0,0,3,3727,7427,55,600,72,1,1,1,vajn1115.tif,00060620.tif,2013,0,0,0,ORIGINAL,06,22,19531,024706,0247,0011199,001,8,542,1,Q19;,N,2,2013-024706
9650,51,VA,MSSA TUNAMENT,07,6,6,BALTIMORE CANYON,6778,51,1900,1115,0024,7,1,1,2,2,6,1800,4711,4691,1,2,12,9,0,1,0,1,0,0,0,5,3820,7345,55,600,70,1,1,1,vajn1115.tif,00060622.tif,2013,0,1,0,ORIGINAL,06,22,19531,024707,0247,0010024,001,8,545,0,,N,1,2013-024707
9650,51,VA,MSSA TUNAMENT,08,6,6,WASHINGTON CANYON,6778,51,1945,1115,0024,7,3,1,2,2,1,1800,4711,4691,1,2,8,9,0,1,1,1,0,0,0,5,3727,7427,60,2500,71,1,1,1,vajn1115.tif,00060624.tif,2013,1,0,0,ORIGINAL,06,22,19531,024708,0247,0010024,001,8,544,0,,Y,1,2013-024708
6,51,VA,6,01,6,6,26 MILE HILL,6778,51,1645,1203,0025,7,3,1,2,2,1,1635,4672,4711,2,1,5,5,0,1,1,1,0,0,0,2,3715,7510,27,150,70,1,1,2,vajn1203.tif,00060628.tif,2013,0,0,0,ORIGINAL,06,23,19532,024801,0248,0010025,001,8,454,0,,Y,2,2013-024801
6,25,MA,6,01,6,6,RACE POINT,6698,25,1500,2121,0279,18,3,1,2,2,6,1450,4678,9996,2,2,1,3,0,1,0,1,0,0,0,2,4204,7017,2,190,68,1,1,1,majn2121.tif,00060657.tif,2013,0,1,0,ORIGINAL,06,26,19535,025201,0252,0010279,001,2,325,0,,N,2,2013-025201
T207,36,NY,WOODCLEFT SHARK,01,6,6,GLORY HOLE WEST,7441,36,1450,1115,0626,1,2,1,2,2,1,1430,3531,3551,1,2,4,1,0,0,1,0,1,1,0,6,3955,7315,42,170,62,1,1,1,nyjn1115.tif,00060668.tif,2013,0,0,0,ORIGINAL,06,22,19531,025501,0255,0590626,059,4,637,0,,Y,1,2013-025501
T207,36,NY,WOODCLEFT SHARK,02,6,6,GLORY HOLE,7441,36,1510,1115,0626,1,2,1,2,2,7,1500,3531,3551,1,2,3,4,0,0,1,0,1,1,0,8,3955,7315,47,210,66,1,1,1,nyjn1115.tif,00060670.tif,2013,0,1,0,ORIGINAL,06,22,19531,025502,0255,0590626,059,4,641,1,Q23;,Y,1,2013-025502
T207,99,99,WOODCLEFT SHARK,03,6,6,7,7441,36,1710,1115,0626,1,2,1,9,9,6,1700,3551,3531,1,2,4,7,0,0,1,0,1,0,0,3,9997,9997,40,165,66,1,1,1,nyjn1115.tif,00060672.tif,2013,0,1,0,ORIGINAL,06,22,19531,025503,0255,0590626,059,4,645,0,,N,1,2013-025503
T207,36,NY,WOODCLEFT SHARK,04,6,6,N VIRGINIA WRECK,7441,36,1615,1115,0626,1,2,1,2,2,7,1555,3551,3531,1,2,3,8,0,0,1,0,1,0,0,4,4007,7252,35,160,67,1,1,1,nyjn1115.tif,00060674.tif,2013,0,1,0,ORIGINAL,06,22,19531,025504,0255,0590626,059,4,636,0,,Y,1,2013-025504
T207,36,NY,WOODCLEFT SHARK,05,6,6,N GLORY HOLE,7441,36,1640,1115,0626,1,2,1,2,9,6,1630,3531,3551,1,2,3,6,0,0,1,0,1,0,0,4,3955,7315,41,160,65,1,1,1,nyjn1115.tif,00060676.tif,2013,0,0,0,ORIGINAL,06,22,19531,025505,0255,0590626,059,4,644,0,,N,1,2013-025505
T207,36,NY,WOODCLEFT SHARK,06,6,6,ROCK PILE,7441,36,1655,1115,0626,1,2,1,2,2,1,1650,3531,3551,1,2,3,6,0,0,1,0,1,0,0,5,4010,7300,36,150,64,1,1,1,nyjn1115.tif,00060678.tif,2013,0,1,1,ORIGINAL,06,22,19531,025506,0255,0590626,059,4,635,0,,Y,2,2013-025506
T207,36,NY,WOODCLEFT SHARK,07,6,6,MUD HOLE,7441,36,1720,1115,0626,1,2,1,2,2,1,1710,3551,3531,1,2,3,6,0,0,1,0,1,1,0,5,9998,9998,33,145,64,1,1,1,nyjn1115.tif,00060680.tif,2013,0,0,0,ORIGINAL,06,22,19531,025507,0255,0590626,059,4,642,0,,Y,1,2013-025507
T207,36,NY,WOODCLEFT SHARK,08,6,6,7,7441,36,1725,1115,0626,1,2,2,2,3,1,1720,3551,3531,1,2,3,5,0,0,1,0,1,0,0,6,9997,9997,36,150,65,1,1,1,nyjn1115.tif,00060682.tif,2013,0,1,0,ORIGINAL,06,22,19531,025508,0255,0590626,059,4,639,0,,Y,1,2013-025508
T207,36,NY,WOODCLEFT SHARK,09,6,6,GLORY HOLE,7441,36,1745,1115,0626,1,2,1,2,2,1,1740,3551,3531,1,2,3,6,0,0,1,0,1,0,0,3,3955,7315,40,150,65,1,1,1,nyjn1115.tif,00060684.tif,2013,0,0,0,ORIGINAL,06,22,19531,025509,0255,0590626,059,4,640,0,,Y,1,2013-025509
T207,36,NY,WOODCLEFT SHARK,10,6,6,SOUTH LINDA,7441,36,1800,1115,0626,1,2,1,2,9,6,1740,3551,3531,1,2,4,10,0,0,1,0,1,1,0,4,4023,7300,30,160,65,1,2,1,nyjn1115.tif,00060686.tif,2013,0,0,0,ORIGINAL,06,22,19531,025510,0255,0590626,059,4,643,0,,N,1,2013-025510
T207,36,NY,WOODCLEFT SHARK,11,6,6,SE COMPASS ROSE,7441,36,1815,1115,0626,1,2,1,2,3,1,1400,3531,3551,1,2,3,2,0,0,1,0,1,0,0,6,4013,7246,46,180,67,1,1,1,nyjn1115.tif,00060688.tif,2013,0,0,0,ORIGINAL,06,22,19531,025511,0255,0590626,059,4,638,1,Q15;,Y,2,2013-025511
6,36,NY,6,01,6,6,RYANS JENNYS HORN,7465,36,1500,1203,0123,5,1,2,1,3,1,1430,3591,9996,2,1,4,6,1,0,1,0,1,0,0,6,4046,7127,20,180,65,1,1,1,nyjn1203.tif,00060693.tif,2013,1,0,0,ORIGINAL,06,23,19532,025601,0256,1030123,103,4,391,0,,Y,2,2013-025601
6,36,NY,6,01,6,6,7,7466,36,1530,2112,0085,4,1,2,1,3,7,1330,3551,3531,2,2,3,2,1,0,1,0,1,0,0,6,9998,9998,15,180,62,1,1,1,nyjn2112.tif,00060698.tif,2013,0,1,0,ORIGINAL,06,26,19535,025701,0257,1030085,103,4,393,0,,N,2,2013-025701
6,51,VA,6,01,6,6,150 LINE,7415,51,1700,1116,0002,1,1,1,2,2,1,1655,4711,9996,2,2,8,8,0,0,1,1,0,0,0,7,9998,9998,70,500,72,1,1,1,vajn1116.tif,00060702.tif,2013,0,0,0,ORIGINAL,06,23,19532,025801,0258,8100002,810,8,439,0,,Y,1,2013-025801
6,51,VA,6,02,6,6,TRIPLE ZEROS,7415,51,1710,1116,0002,1,1,1,2,2,1,1705,4711,9996,2,2,9,8,0,0,1,1,0,0,0,11,3615,7450,38,160,74,1,1,1,vajn1116.tif,00060704.tif,2013,0,0,0,ORIGINAL,06,23,19532,025802,0258,8100002,810,8,438,1,Q23;,Y,1,2013-025802
6,51,VA,6,03,6,6,NORFOLK CANYON,7415,51,1735,1116,0091,1,1,1,2,2,1,1730,4711,9996,2,1,10,7,0,1,1,1,0,0,0,5,3705,7435,70,600,69,1,1,1,vajn1116.tif,00060706.tif,2013,0,0,0,ORIGINAL,06,23,19532,025803,0258,8100091,810,8,441,0,,Y,2,2013-025803
6,51,VA,6,04,6,6,NORFOLK CANYON,7415,51,1745,1116,0091,1,1,1,2,2,3,1730,4711,9996,2,2,8,12,0,0,1,1,0,0,0,6,3705,7435,55,500,72,1,1,1,vajn1116.tif,00060708.tif,2013,0,0,0,ORIGINAL,06,23,19532,025804,0258,8100091,810,8,440,0,,N,1,2013-025804
6,37,NC,6,05,6,6,NORFOLK CANYON,7415,51,1755,1116,0091,1,1,2,2,3,1,1745,4711,9996,2,2,8,10,0,0,1,1,0,0,0,5,3705,7435,67,600,71,1,1,1,vajn1116.tif,00060710.tif,2013,0,0,0,ORIGINAL,06,23,19532,025805,0258,8100091,810,8,437,0,,Y,1,2013-025805
6,37,NC,6,06,6,6,NORFOLK CANYON,7415,51,1815,1116,0091,1,1,2,1,3,1,1800,4711,9996,2,2,10,6,0,1,1,1,0,0,0,6,3705,7435,64,600,70,1,1,1,vajn1116.tif,00060712.tif,2013,0,0,0,ORIGINAL,06,23,19532,025806,0258,8100091,810,8,435,0,,Y,1,2013-025806
6,51,VA,6,07,6,6,NORFOLK CANYON,7415,51,1855,1116,0002,1,1,2,1,3,1,1845,4711,9996,2,2,9,7,0,1,1,1,0,0,0,6,3705,7435,60,600,70,1,1,1,vajn1116.tif,00060714.tif,2013,0,0,0,ORIGINAL,06,23,19532,025807,0258,8100002,810,8,436,0,,Y,1,2013-025807
6,37,NC,6,01,6,6,TRIPLE ZEROS,7421,51,1715,2121,0091,1,1,2,1,3,1,1700,4656,1050,2,2,8,6,0,0,1,1,0,0,0,6,3615,7450,70,600,75,1,1,1,vajn2121.tif,00060721.tif,2013,0,1,0,ORIGINAL,06,26,19535,026001,0260,8100091,810,8,494,0,,Y,1,2013-026001
T901,51,VA,VB TUNA TOURNAMENT,01,6,6,NORFOLK CANYON,6633,51,1620,2122,0265,2,1,1,2,2,2,1545,4656,9996,1,2,5,1,0,1,1,1,0,0,0,3,3705,7435,65,300,74,1,1,2,vajn2122.tif,00060741.tif,2013,0,0,0,ORIGINAL,06,27,19536,026601,0266,8100265,810,8,748,0,,N,2,2013-026601
T901,51,VA,VB TUNA TOURNAMENT,02,6,6,NORFOLK CANYON,6633,51,1815,2122,0387,2,1,2,1,3,2,1750,4656,9996,1,2,8,6,0,1,1,1,0,0,0,6,3705,7435,80,3000,72,1,1,2,vajn2122.tif,00060742.tif,2013,0,0,0,ORIGINAL,06,27,19536,026602,0266,8100387,810,8,749,0,,Y,2,2013-026602
T901,51,VA,VB TUNA TOURNAMENT,03,6,6,NORFOLK CANYON,6633,51,1850,2122,0387,2,1,1,2,2,6,1835,4656,9996,1,2,8,7,0,1,1,1,0,0,0,5,3705,7435,70,1000,69,1,1,1,vajn2122.tif,00060743.tif,2013,0,1,0,ORIGINAL,06,27,19536,026603,0266,8100387,810,8,750,0,,N,1,2013-026603
6,51,VA,6,01,6,6,A TOWER,7415,51,1725,2211,0002,1,1,2,1,3,1,1720,4711,9996,2,2,9,7,0,1,1,1,0,0,0,6,9998,9998,24,100,74,1,1,1,vajn2211.tif,00060747.tif,2013,0,0,0,ORIGINAL,06,27,19536,026701,0267,8100002,810,8,505,0,,Y,1,2013-026701
T901,37,NC,VB TUNA TOURNAMENT,02,6,6,NORFOLK CANYON,7415,51,1750,2211,0091,1,1,2,2,3,1,1745,4711,9996,1,2,8,7,0,0,1,1,0,0,0,5,3705,7435,66,600,74,1,1,1,vajn2211.tif,00060749.tif,2013,0,0,0,ORIGINAL,06,27,19536,026702,0267,8100091,810,8,754,0,,Y,1,2013-026702
T901,37,NC,VB TUNA TOURNAMENT,03,6,6,NORFOLK CANYON,7415,51,1810,2211,0091,1,1,2,2,3,1,1800,4711,9996,1,2,8,7,0,1,1,1,0,0,0,6,3705,7435,65,600,72,1,1,1,vajn2211.tif,00060751.tif,2013,1,0,0,ORIGINAL,06,27,19536,026703,0267,8100091,810,8,751,0,,Y,1,2013-026703
T901,51,VA,VB TUNA TOURNAMENT,04,6,6,NORFOLK CANYON,7415,51,1830,2211,0002,1,1,2,2,3,1,1800,4711,9996,1,2,8,8,0,0,1,1,0,0,0,6,3705,7435,65,600,73,1,1,1,vajn2211.tif,00060753.tif,2013,0,0,0,ORIGINAL,06,27,19536,026704,0267,8100002,810,8,752,0,,Y,1,2013-026704
T901,51,VA,VB TUNA TOURNAMENT,05,6,6,NORFOLK CANYON,7415,51,1855,2211,0091,1,1,1,2,2,1,1815,4711,9996,1,2,8,7,0,0,1,1,0,0,0,8,3705,7435,65,600,74,1,1,2,vajn2211.tif,00060755.tif,2013,0,0,0,ORIGINAL,06,27,19536,026705,0267,8100091,810,8,753,0,,Y,2,2013-026705
6,25,MA,6,01,6,6,JEFFREYS,7435,25,1700,1124,0024,15,1,2,1,3,1,1645,4671,9996,2,1,3,9,0,1,0,1,0,0,0,6,4255,7010,19,180,61,1,2,2,majn1124.tif,00060760.tif,2013,0,0,0,ORIGINAL,06,29,19538,026901,0269,0090024,009,2,280,0,,Y,2,2013-026901
6,25,MA,6,01,6,6,CAPE COD BAY N,7476,25,1650,1123,9038,9,1,2,1,3,2,1640,4671,9996,2,2,4,8,0,1,0,1,0,0,0,6,4200,7020,15,200,60,1,1,1,majn1123.tif,00060782.tif,2013,1,0,0,ORIGINAL,06,29,19538,027701,0277,0239038,023,2,279,0,,Y,2,2013-027701
6,25,MA,6,02,6,6,STELLWAGEN BANK SW,7476,25,1730,1123,9038,9,1,2,1,3,2,1730,4671,9996,2,2,4,8,0,1,0,1,0,0,0,2,4210,7015,6,80,61,1,1,2,majn1123.tif,00060784.tif,2013,0,0,0,ORIGINAL,06,29,19538,027702,0277,0239038,023,2,278,0,,Y,2,2013-027702
6,25,MA,6,01,6,6,RACE POINT,6634,25,1250,1125,0217,8,3,1,2,1,2,1145,4677,4678,2,2,2,3,0,1,0,1,0,0,0,2,4204,7017,1,130,98,1,1,2,majn1125.tif,00060787.tif,2013,0,0,0,ORIGINAL,06,30,19539,027801,0278,0230217,023,2,282,0,,Y,2,2013-027801
6,25,MA,7,02,6,LIVE LINE,CAPE COD BAY N,6634,25,1600,1125,0218,8,2,1,2,1,1,1555,4671,4679,1,2,3,2,1,0,0,0,0,0,1,3,4200,7020,4,183,61,1,1,2,majn1125.tif,00060788.tif,2013,1,1,0,ORIGINAL,06,30,19539,027802,0278,0230218,023,2,281,0,,Y,2,2013-027802
6,25,MA,6,01,6,6,STELLWAGEN BANK,7478,25,1640,1206,0111,16,1,1,2,1,1,1500,4671,9996,2,2,3,6,0,1,1,1,0,0,0,2,4245,7025,13,175,62,1,1,2,majn1206.tif,00060794.tif,2013,0,0,0,ORIGINAL,06,30,19539,028001,0280,0090111,009,2,291,0,,Y,2,2013-028001
6,25,MA,6,01,6,6,STELLWAGEN BANK SW,7476,25,1430,1214,9038,9,1,2,1,3,2,1415,4671,9996,2,2,4,5,0,1,0,1,0,0,0,3,4210,7015,8,130,62,1,1,1,majn1214.tif,00060806.tif,2013,0,0,0,ORIGINAL,06,30,19539,028101,0281,0239038,023,2,303,0,,Y,2,2013-028101
6,25,MA,6,02,6,LIVE LINE,MASS BAY,7476,25,1445,1214,9038,9,1,1,2,1,2,1430,4671,9996,2,1,3,6,1,0,0,0,0,0,1,2,4215,7030,10,130,64,1,1,2,majn1214.tif,00060808.tif,2013,0,0,0,ORIGINAL,06,30,19539,028102,0281,0239038,023,2,304,0,,Y,2,2013-028102
6,25,MA,6,03,6,LIVE LINE,STELLWAGEN BANK SW,7476,25,1520,1214,9038,9,1,2,1,3,2,1510,4671,9996,2,1,7,8,1,0,0,0,0,0,1,4,4210,7015,10,130,62,1,1,1,majn1214.tif,00060809.tif,2013,0,0,0,ORIGINAL,06,30,19539,028103,0281,0239038,023,2,306,0,,N,2,2013-028103
6,25,MA,6,04,GOVMASTER,LIVE LINE,STELLWAGEN BANK SW,7476,25,1550,1214,9038,9,1,1,2,1,2,1545,4671,9996,2,3,5,8,1,0,0,0,0,0,1,5,4210,7015,5,70,64,1,1,1,majn1214.tif,00060811.tif,2013,0,0,0,ORIGINAL,06,30,19539,028104,0281,0239038,023,2,305,0,,Y,1,2013-028104
6,25,MA,6,05,6,6,RACE POINT,7476,25,1710,1214,9038,9,1,2,1,3,2,1705,4671,9996,2,2,5,10,0,1,0,1,0,0,0,4,4204,7017,3,100,62,1,1,2,majn1214.tif,00060813.tif,2013,0,0,0,ORIGINAL,06,30,19539,028105,0281,0239038,023,2,307,0,,Y,2,2013-028105
6,36,NY,6,01,6,6,ATLANTIC OCEAN,7466,36,1445,1120,0037,5,1,2,1,8,6,1440,3551,4931,2,2,3,4,0,0,1,0,1,0,0,4,9998,9998,19,150,66,1,1,1,nyjn1120.tif,00061097.tif,2013,0,1,0,ORIGINAL,06,29,19538,029001,0290,1030037,103,4,386,0,,N,1,2013-029001
T202,09,CT,MONTAUK MARINE BASIN,02,6,6,ATLANTIC OCEAN,7466,36,1452,1120,0037,5,1,1,2,2,7,1430,3551,9996,1,2,2,6,0,0,1,0,1,0,0,3,9998,9998,20,180,64,2,2,1,nyjn1120.tif,00061099.tif,2013,0,1,0,ORIGINAL,06,29,19538,029002,0290,1030037,103,4,590,0,,Y,1,2013-029002
T202,36,NY,MONTAUK MARINE BASIN,03,6,6,ATLANTIC OCEAN,7466,36,1510,1120,0037,5,1,2,1,9,6,1505,3551,4931,1,2,3,5,1,0,0,0,1,0,0,3,9998,9998,20,180,67,1,1,1,nyjn1120.tif,00061101.tif,2013,0,1,0,ORIGINAL,06,29,19538,029003,0290,1030037,103,4,602,0,,N,1,2013-029003
T202,36,NY,MONTAUK MARINE BASIN,04,6,6,ATLANTIC OCEAN,7466,36,1530,1120,0037,5,1,1,2,2,7,1435,3551,9996,1,2,4,6,1,0,1,0,1,1,0,5,9998,9998,25,200,66,2,2,1,nyjn1120.tif,00061103.tif,2013,0,1,0,ORIGINAL,06,29,19538,029004,0290,1030037,103,4,594,0,,Y,1,2013-029004
T202,09,CT,MONTAUK MARINE BASIN,05,6,6,BUTTERFISH HOLE,7466,36,1550,1120,0037,5,1,1,2,8,6,1545,3551,4931,1,2,4,6,1,0,1,0,1,0,0,8,4050,7135,15,140,67,1,1,1,nyjn1120.tif,00061105.tif,2013,1,0,0,ORIGINAL,06,29,19538,029005,0290,1030037,103,4,599,1,Q23;,N,1,2013-029005
T202,36,NY,MONTAUK MARINE BASIN,06,6,6,ATLANTIC OCEAN,7466,36,1600,1120,0037,5,1,2,1,9,6,1600,3551,4931,1,2,3,6,1,0,1,0,1,1,0,5,9998,9998,999,99999,99,2,2,1,nyjn1120.tif,00061107.tif,2013,0,1,0,ORIGINAL,06,29,19538,029006,0290,1030037,103,4,603,0,,N,1,2013-029006
T202,36,NY,MONTAUK MARINE BASIN,07,6,6,BUTTERFISH HOLE,7466,36,1510,1120,0037,5,1,1,2,1,3,1400,3551,4931,1,2,3,25,0,0,1,0,1,0,0,4,4050,7135,19,180,64,1,1,1,nyjn1120.tif,00061109.tif,2013,0,0,0,ORIGINAL,06,29,19538,029007,0290,1030037,103,4,588,0,,Y,1,2013-029007
T202,09,CT,MONTAUK MARINE BASIN,08,6,6,BUTTERFISH HOLE,7466,36,1730,1120,0037,5,1,1,2,1,7,1650,3551,3531,1,2,4,8,0,0,1,0,1,0,0,5,4050,7135,20,187,66,2,2,1,nyjn1120.tif,00061111.tif,2013,0,1,0,ORIGINAL,06,29,19538,029008,0290,1030037,103,4,592,0,,Y,1,2013-029008
T202,36,NY,MONTAUK MARINE BASIN,09,6,6,ATLANTIC OCEAN,7466,36,1705,1120,0037,5,1,1,2,8,6,1700,3551,4931,1,2,4,8,1,0,1,0,1,0,0,2,9998,9998,10,180,66,1,1,1,nyjn1120.tif,00061113.tif,2013,0,0,0,ORIGINAL,06,29,19538,029009,0290,1030037,103,4,597,0,,N,1,2013-029009
T202,36,NY,MONTAUK MARINE BASIN,10,6,6,ATLANTIC OCEAN,7466,36,1720,1120,0037,5,1,1,2,2,7,1650,3531,4931,1,2,4,7,0,0,1,0,1,0,0,4,9998,9998,25,116,65,1,1,1,nyjn1120.tif,00061115.tif,2013,0,1,0,ORIGINAL,06,29,19538,029010,0290,1030037,103,4,591,0,,Y,1,2013-029010
T202,09,CT,MONTAUK MARINE BASIN,11,6,6,RYANS HORN,7466,36,1730,1120,0037,5,1,2,1,3,6,1700,3551,4931,1,1,4,8,1,0,1,0,1,1,0,7,4046,7127,26,200,66,1,1,1,nyjn1120.tif,00061117.tif,2013,0,1,0,ORIGINAL,06,29,19538,029011,0290,1030037,103,4,600,0,,N,2,2013-029011
T202,36,NY,MONTAUK MARINE BASIN,12,6,6,ATLANTIC OCEAN,7466,36,1740,1120,0037,5,1,2,1,3,6,1730,3551,4931,1,1,3,8,1,0,1,0,1,1,0,3,9998,9998,15,180,65,1,1,1,nyjn1120.tif,00061119.tif,2013,1,1,0,ORIGINAL,06,29,19538,029012,0290,1030037,103,4,601,0,,N,1,2013-029012
T202,25,MA,MONTAUK MARINE BASIN,13,6,6,BUTTERFISH HOLE,7466,36,1810,1120,0037,5,1,1,2,2,7,1700,3551,3531,1,1,4,8,0,0,1,0,1,1,0,6,9998,9998,20,180,63,1,1,1,nyjn1120.tif,00061121.tif,2013,0,1,0,ORIGINAL,06,29,19538,029013,0290,1030037,103,4,593,0,,Y,2,2013-029013
T202,44,RI,MONTAUK MARINE BASIN,14,6,6,ATLANTIC OCEAN,7466,36,1830,1120,0037,5,1,1,2,2,7,1630,3551,9996,1,2,3,6,1,0,1,0,1,1,0,4,9998,9998,20,190,65,2,2,1,nyjn1120.tif,00061123.tif,2013,0,1,0,ORIGINAL,06,29,19538,029014,0290,1030037,103,4,595,0,,Y,1,2013-029014
T202,09,CT,MONTAUK MARINE BASIN,15,6,6,ATLANTIC OCEAN,7466,36,1930,1120,0037,5,1,1,2,8,6,1730,3551,4931,1,2,4,7,1,0,1,0,1,1,0,5,9998,9998,35,160,66,1,1,1,nyjn1120.tif,00061125.tif,2013,0,1,0,ORIGINAL,06,29,19538,029015,0290,1030037,103,4,598,0,,N,2,2013-029015
T202,09,CT,MONTAUK MARINE BASIN,16,6,6,RYANS HORN,7466,36,2010,1120,0037,5,1,1,2,1,7,1600,3551,4931,1,2,2,8,0,0,1,0,1,1,0,6,4046,7127,31,270,65,1,1,1,nyjn1120.tif,00061127.tif,2013,0,1,0,ORIGINAL,06,29,19538,029016,0290,1030037,103,4,596,1,Q15;Q23;,Y,1,2013-029016
T202,09,CT,MONTAUK MARINE BASIN,17,6,6,BLOCK ISLAND GULF,7466,36,2030,1120,0037,5,1,1,2,2,7,1800,3531,3551,1,2,7,8,1,0,1,0,1,1,0,6,9998,9998,32,190,63,1,1,1,nyjn1120.tif,00061129.tif,2013,0,1,0,ORIGINAL,06,29,19538,029017,0290,1030037,103,4,589,0,,Y,2,2013-029017
T202,36,NY,MONTAUK MARINE BASIN,01,6,6,ATLANTIC OCEAN,7466,36,1550,2106,0135,4,1,2,1,3,7,1400,3551,3531,1,2,3,3,1,0,1,0,1,0,0,4,9998,9998,20,180,63,1,1,1,nyjn2106.tif,00060849.tif,2013,0,1,0,ORIGINAL,06,28,19537,029301,0293,1030135,103,4,604,0,,Y,2,2013-029301
6,36,NY,6,02,6,6,ATLANTIC OCEAN,7466,36,1600,2106,0085,4,1,2,1,3,7,1440,4931,3551,2,2,2,7,1,0,1,0,1,0,0,6,9998,9998,12,180,60,1,1,1,nyjn2106.tif,00060851.tif,2013,0,1,0,ORIGINAL,06,28,19537,029302,0293,1030085,103,4,392,1,Q23;,N,2,2013-029302
T901,51,VA,VB TUNA TOURNAMENT,01,6,6,FINGERS,7415,51,1725,1106,0387,2,1,1,2,2,1,1719,4711,9996,1,2,7,7,0,0,1,1,0,0,0,3,3700,7510,40,120,75,1,1,1,vajn1106.tif,00060842.tif,2013,0,0,0,ORIGINAL,06,29,19538,029701,0297,8100387,810,8,747,0,,Y,1,2013-029701
T901,34,NJ,VB TUNA TOURNAMENT,02,6,6,CIGAR,7415,51,1800,1106,0387,2,1,1,2,2,2,1755,4711,9996,1,2,7,7,0,1,1,1,0,0,0,6,3630,7450,64,150,72,1,1,1,vajn1106.tif,00060844.tif,2013,0,0,0,ORIGINAL,06,29,19538,029702,0297,8100387,810,8,746,0,,Y,2,2013-029702
T202,09,CT,MONTAUK MARINE BASIN,01,6,6,BUTTERFISH HOLE,7465,36,1500,2215,0037,5,1,1,2,2,1,800,3591,9996,1,1,4,97,0,0,1,0,1,0,0,4,4050,7135,55,180,65,1,1,2,nyjn2215.tif,00060863.tif,2013,1,1,0,ORIGINAL,06,28,19537,030201,0302,1030037,103,4,605,1,Q15;,Y,2,2013-030201
T202,09,CT,MONTAUK MARINE BASIN,02,6,6,BUTTERFISH HOLE,7465,36,1530,2215,0037,5,1,1,2,1,7,1500,3591,9996,1,12,4,97,7,7,7,0,1,0,0,5,4050,7135,12,180,62,1,2,1,nyjn2215.tif,00060864.tif,2013,0,1,0,ORIGINAL,06,28,19537,030202,0302,1030037,103,4,609,0,,Y,2,2013-030202
T202,36,NY,MONTAUK MARINE BASIN,03,6,6,BUTTERFISH HOLE,7465,36,1700,2215,0037,5,1,1,2,2,1,1445,3591,9996,1,2,3,3,1,0,1,0,1,1,0,4,4050,7135,20,200,68,1,1,1,nyjn2215.tif,00060866.tif,2013,0,0,0,ORIGINAL,06,28,19537,030203,0302,1030037,103,4,610,0,,Y,2,2013-030203
