tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
25,10,14,1204,47,0,,6447,2,1,2014,07,06,0051599,0,0,2,DEJL1204.pdf,00072835.tif,ORIGINAL,WHITE MARLIN,2161,2509,3,0,0,1,0,0,0,2,2014-250914
25,10,14,1204,48,0,,6447,2,1,2014,07,06,0051599,0,0,2,DEJL1204.pdf,00072835.tif,ORIGINAL,ALBACORE TUNA,4701,2509,2,1,0,0,0,0,0,2,2014-250914
25,10,02,1206,49,0,,6783,2,1,2014,07,12,0051599,0,0,1,DEJL1206.pdf,00073225.tif,ORIGINAL,DOLPHIN,1050,2595,1,1,1,0,0,0,0,3,2014-259502
25,10,02,1206,50,0,,6783,2,1,2014,07,12,0051599,0,0,1,DEJL1206.pdf,00073225.tif,ORIGINAL,BFT SCHOOL,4677,2595,2,1,1,2,0,0,0,3,2014-259502
25,10,03,1206,51,0,,6783,2,1,2014,07,12,0050017,0,0,1,DEJL1206.pdf,00073227.tif,ORIGINAL,DOLPHIN,1050,2595,1,1,1,0,0,0,0,3,2014-259503
25,10,03,1206,52,0,,6783,2,1,2014,07,12,0050017,1,0,1,DEJL1206.pdf,00073227.tif,ORIGINAL,BFT SCHOOL,4677,2595,2,2,2,5,0,0,0,3,2014-259503
25,10,03,1206,53,0,,6783,2,1,2014,07,12,0050017,0,0,1,DEJL1206.pdf,00073227.tif,ORIGINAL,BFT LARGE SCH,4678,2595,3,1,1,5,0,0,0,3,2014-259503
25,10,04,1206,54,0,,6783,2,1,2014,07,12,0051599,0,0,2,DEJL1206.pdf,00073229.tif,ORIGINAL,BFT SCHOOL,4677,2595,1,2,2,0,0,0,0,3,2014-259504
25,10,05,1206,55,0,,6783,2,1,2014,07,12,0051599,1,0,1,DEJL1206.pdf,00073231.tif,ORIGINAL,DOLPHIN,1050,2595,2,3,3,0,0,0,0,2,2014-259505
25,10,05,1206,56,0,,6783,2,1,2014,07,12,0051599,1,0,1,DEJL1206.pdf,00073231.tif,ORIGINAL,WHITE MARLIN,2161,2595,3,0,0,1,0,0,0,2,2014-259505
25,10,05,1206,57,0,,6783,2,1,2014,07,12,0051599,1,0,1,DEJL1206.pdf,00073231.tif,ORIGINAL,BLUE MARLIN,2171,2595,4,0,0,1,0,0,0,2,2014-259505
25,10,05,1206,58,0,,6783,2,1,2014,07,12,0051599,1,0,1,DEJL1206.pdf,00073231.tif,ORIGINAL,YFT,4711,2595,1,4,4,0,0,0,0,2,2014-259505
29,10,01,1207,59,0,,7500,2,1,2014,07,19,0051599,1,0,1,DEJL1207.pdf,00075426.tif,ORIGINAL,DOLPHIN,1050,2963,2,2,2,0,0,0,0,2,2014-296301
29,10,01,1207,60,0,,7500,2,1,2014,07,19,0051599,1,1,1,DEJL1207.pdf,00075426.tif,ORIGINAL,BFT SCHOOL,4677,2963,1,1,1,0,0,0,0,2,2014-296301
29,10,06,1207,61,0,,7500,2,1,2014,07,19,0051599,0,0,2,DEJL1207.pdf,00075432.tif,ORIGINAL,SHORTFIN MAKO,3551,2963,2,1,0,1,0,0,0,2,2014-296306
29,10,06,1207,62,0,,7500,2,1,2014,07,19,0051599,0,0,2,DEJL1207.pdf,00075432.tif,ORIGINAL,YFT,4711,2963,1,4,0,0,0,0,0,2,2014-296306
29,10,07,1207,63,0,,7500,2,1,2014,07,19,0051599,0,0,1,DEJL1207.pdf,00075434.tif,ORIGINAL,DOLPHIN,1050,2963,1,1,1,0,0,0,0,2,2014-296307
29,10,09,1207,64,0,,7500,2,1,2014,07,19,0051599,0,0,2,DEJL1207.pdf,00075437.tif,ORIGINAL,SHORTFIN MAKO,3551,2963,2,1,0,1,0,0,0,2,2014-296309
29,10,09,1207,65,0,,7500,2,1,2014,07,19,0051599,0,0,2,DEJL1207.pdf,00075437.tif,ORIGINAL,YFT,4711,2963,1,4,0,0,0,0,0,2,2014-296309
29,10,10,1207,66,0,,7500,2,1,2014,07,19,0051599,0,0,2,DEJL1207.pdf,00075439.tif,ORIGINAL,WHITE MARLIN,2161,2963,1,0,0,1,0,0,0,3,2014-296310
29,10,11,1207,67,0,,7500,2,1,2014,07,19,0051599,0,0,2,DEJL1207.pdf,00075441.tif,ORIGINAL,DOLPHIN,1050,2963,1,1,1,0,0,0,0,2,2014-296311
29,10,11,1207,68,0,,7500,2,1,2014,07,19,0051599,0,1,2,DEJL1207.pdf,00075441.tif,REVISED,BFT SCHOOL,4677,2963,2,1,1,0,0,0,0,2,2014-296311
29,10,01,1208,69,0,,7500,1,1,2014,07,27,0050013,0,0,2,DEJL1208.pdf,00075445.tif,ORIGINAL,TIGER SHARK,4911,2964,1,0,0,1,0,0,0,3,2014-296401
29,10,02,1208,70,0,,7500,1,1,2014,07,27,0050013,0,0,2,DEJL1208.pdf,00075447.tif,ORIGINAL,DOLPHIN,1050,2964,1,3,3,0,0,0,0,3,2014-296402
29,10,02,1208,71,0,,7500,1,1,2014,07,27,0050013,0,0,2,DEJL1208.pdf,00075447.tif,ORIGINAL,TIGER SHARK,4911,2964,2,0,0,4,0,0,0,3,2014-296402
28,10,02,2102,72,0,,6783,2,1,2014,07,22,0051599,0,0,1,DEJL2102.pdf,00074485.tif,ORIGINAL,DOLPHIN,1050,2802,1,2,2,0,0,0,0,2,2014-280202
28,10,02,2102,73,0,,6783,2,1,2014,07,22,0051599,0,0,1,DEJL2102.pdf,00074485.tif,ORIGINAL,YFT,4711,2802,2,1,1,0,0,0,0,2,2014-280202
28,10,03,2102,74,0,,6783,2,1,2014,07,22,0051599,0,0,1,DEJL2102.pdf,00074487.tif,ORIGINAL,YFT,4711,2802,1,1,1,0,0,0,0,3,2014-280203
28,10,03,2102,75,0,,6783,2,1,2014,07,22,0051599,0,1,1,DEJL2102.pdf,00074487.tif,ORIGINAL,HAMMERHEAD SH,4950,2802,2,0,0,1,0,0,0,3,2014-280203
28,10,04,2102,76,0,,6783,2,1,2014,07,22,0051599,0,0,1,DEJL2102.pdf,00074489.tif,ORIGINAL,DOLPHIN,1050,2802,2,1,1,0,0,0,0,2,2014-280204
28,10,04,2102,77,0,,6783,2,1,2014,07,22,0051599,0,0,1,DEJL2102.pdf,00074489.tif,ORIGINAL,GOLDEN TILEFI,4467,2802,3,5,5,0,0,0,0,2,2014-280204
28,10,04,2102,78,0,,6783,2,1,2014,07,22,0051599,0,1,1,DEJL2102.pdf,00074489.tif,ORIGINAL,SHARK UNKNOWN,3591,2802,1,0,0,1,0,0,0,2,2014-280204
28,10,05,2102,79,0,,6783,2,1,2014,07,22,0051599,0,0,1,DEJL2102.pdf,00074491.tif,ORIGINAL,DOLPHIN,1050,2802,2,31,31,0,0,0,0,2,2014-280205
28,10,05,2102,80,0,,6783,2,1,2014,07,22,0051599,0,0,1,DEJL2102.pdf,00074491.tif,ORIGINAL,WHITE MARLIN,2161,2802,1,0,0,2,0,0,0,2,2014-280205
28,10,06,2102,81,0,,6783,2,1,2014,07,22,0051599,0,0,1,DEJL2102.pdf,00074493.tif,ORIGINAL,DOLPHIN,1050,2802,2,30,30,0,0,0,0,2,2014-280206
28,10,06,2102,82,0,,6783,2,1,2014,07,22,0051599,0,0,1,DEJL2102.pdf,00074493.tif,ORIGINAL,WHITE MARLIN,2161,2802,1,0,0,1,0,0,0,2,2014-280206
25,10,01,2104,83,0,,6447,2,1,2014,07,10,0051599,0,0,2,DEJL2104.pdf,00073132.tif,ORIGINAL,BFT SCHOOL,4677,2575,1,1,0,0,0,0,0,2,2014-257501
26,10,01,2105,84,0,,6447,2,1,2014,07,16,0051599,1,0,1,DEJL2105.pdf,00073642.tif,ORIGINAL,DOLPHIN,1050,2655,2,3,3,0,0,0,0,3,2014-265501
26,10,01,2105,85,0,,6447,2,1,2014,07,16,0051599,0,0,1,DEJL2105.pdf,00073642.tif,ORIGINAL,BFT LARGE SCH,4678,2655,1,1,1,0,0,0,0,3,2014-265501
26,10,01,2106,86,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073899.tif,ORIGINAL,DOLPHIN,1050,2697,3,1,0,0,0,0,0,3,2014-269701
26,10,01,2106,87,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073899.tif,ORIGINAL,BFT SCHOOL,4677,2697,2,1,1,0,0,0,0,3,2014-269701
26,10,01,2106,88,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073899.tif,ORIGINAL,YFT,4711,2697,1,8,8,0,0,0,0,3,2014-269701
26,10,02,2106,89,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073901.tif,ORIGINAL,DOLPHIN,1050,2697,4,1,1,0,0,0,0,2,2014-269702
26,10,02,2106,90,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073901.tif,ORIGINAL,SKIPJACK TUNA,4661,2697,5,0,0,1,0,0,0,2,2014-269702
26,10,02,2106,91,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073901.tif,ORIGINAL,BFT SCHOOL,4677,2697,2,1,1,1,0,0,0,2,2014-269702
26,10,02,2106,92,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073901.tif,ORIGINAL,BFT LARGE SCH,4678,2697,1,1,1,0,0,0,0,2,2014-269702
26,10,02,2106,93,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073901.tif,ORIGINAL,YFT,4711,2697,3,1,1,0,0,0,0,2,2014-269702
26,10,03,2106,94,0,,6447,2,1,2014,07,18,0051599,0,0,2,DEJL2106.pdf,00073903.tif,ORIGINAL,BFT SCHOOL,4677,2697,2,0,0,1,0,0,0,3,2014-269703
26,10,03,2106,95,0,,6447,2,1,2014,07,18,0051599,0,0,2,DEJL2106.pdf,00073903.tif,ORIGINAL,YFT,4711,2697,1,2,0,0,0,0,0,3,2014-269703
26,10,04,2106,96,0,,6447,2,1,2014,07,18,0051599,0,0,2,DEJL2106.pdf,00073905.tif,ORIGINAL,DOLPHIN,1050,2697,3,1,0,0,0,0,0,2,2014-269704
26,10,04,2106,97,0,,6447,2,1,2014,07,18,0051599,0,0,2,DEJL2106.pdf,00073905.tif,ORIGINAL,BFT SCHOOL,4677,2697,2,1,0,0,0,0,0,2,2014-269704
26,10,04,2106,98,0,,6447,2,1,2014,07,18,0051599,0,0,2,DEJL2106.pdf,00073905.tif,ORIGINAL,BFT LARGE SCH,4678,2697,1,1,0,0,0,0,0,2,2014-269704
26,10,05,2106,99,0,,6447,2,1,2014,07,18,0051599,0,1,1,DEJL2106.pdf,00073907.tif,ORIGINAL,BROWN SHARK,3591,2697,5,0,0,2,0,0,0,2,2014-269705
26,10,05,2106,100,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073907.tif,ORIGINAL,BFT SCHOOL,4677,2697,2,1,1,0,0,0,0,2,2014-269705
26,10,05,2106,101,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073907.tif,ORIGINAL,BFT LARGE SCH,4678,2697,1,1,1,0,0,0,0,2,2014-269705
26,10,05,2106,102,0,,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073907.tif,ORIGINAL,YFT,4711,2697,3,1,1,0,0,0,0,2,2014-269705
26,10,05,2106,103,1,ALIVE;,6447,2,1,2014,07,18,0051599,0,0,1,DEJL2106.pdf,00073907.tif,ORIGINAL,TIGER SHARK,4911,2697,4,0,0,8,0,0,0,2,2014-269705
28,10,01,2107,104,0,,6447,2,1,2014,07,23,0051599,0,0,2,DEJL2107.pdf,00074630.tif,ORIGINAL,DOLPHIN,1050,2835,1,4,0,0,0,0,0,3,2014-283501
28,10,02,2107,105,0,,6447,2,1,2014,07,23,0051599,0,0,1,DEJL2107.pdf,00074632.tif,ORIGINAL,DOLPHIN,1050,2835,2,2,2,0,0,0,0,2,2014-283502
28,10,02,2107,106,0,,6447,2,1,2014,07,23,0051599,0,0,1,DEJL2107.pdf,00074632.tif,ORIGINAL,YFT,4711,2835,1,2,2,0,0,0,0,2,2014-283502
28,10,01,2108,107,1,CAUGHT OUT OF AREA;ALIVE;,6447,2,1,2014,07,24,0051599,0,0,2,DEJL2108.pdf,00074636.tif,ORIGINAL,CROAKER,900,2836,1,0,0,5,0,0,0,3,2014-283601
28,10,01,2108,108,0,,6447,2,1,2014,07,24,0051599,0,0,2,DEJL2108.pdf,00074636.tif,ORIGINAL,SUMMER FLOUND,1219,2836,2,0,0,6,0,0,0,3,2014-283601
28,10,01,2108,109,1,ALIVE;,6447,2,1,2014,07,24,0051599,0,0,2,DEJL2108.pdf,00074636.tif,ORIGINAL,RED HAKE,1520,2836,3,0,0,3,0,0,0,3,2014-283601
28,10,01,2108,110,0,,6447,2,1,2014,07,24,0051599,0,0,2,DEJL2108.pdf,00074636.tif,ORIGINAL,BLACK SEA BAS,3350,2836,5,0,0,3,0,0,0,3,2014-283601
28,10,01,2108,111,0,,6447,2,1,2014,07,24,0051599,0,0,2,DEJL2108.pdf,00074636.tif,ORIGINAL,SKATE,3650,2836,4,0,0,1,0,0,0,3,2014-283601
28,10,02,2108,112,0,,6447,2,1,2014,07,24,0051599,0,0,1,DEJL2108.pdf,00074638.tif,ORIGINAL,BFT SCHOOL,4677,2836,1,2,2,0,0,0,0,3,2014-283602
29,10,01,2109,113,0,,6447,2,1,2014,07,30,0051599,0,0,2,DEJL2109.pdf,00075451.tif,ORIGINAL,DOLPHIN,1050,2965,1,1,0,0,0,0,0,3,2014-296501
29,10,02,2109,114,0,,6447,2,1,2014,07,30,0051599,1,0,2,DEJL2109.pdf,00075453.tif,ORIGINAL,DOLPHIN,1050,2965,2,1,0,0,0,0,0,2,2014-296502
29,10,02,2109,115,0,,6447,2,1,2014,07,30,0051599,1,0,2,DEJL2109.pdf,00075453.tif,ORIGINAL,WHITE MARLIN,2161,2965,3,0,0,1,0,0,0,2,2014-296502
29,10,02,2109,116,0,,6447,2,1,2014,07,30,0051599,1,0,2,DEJL2109.pdf,00075453.tif,ORIGINAL,BLUE MARLIN,2171,2965,4,0,0,1,0,0,0,2,2014-296502
29,10,02,2109,117,0,,6447,2,1,2014,07,30,0051599,1,0,2,DEJL2109.pdf,00075453.tif,ORIGINAL,YFT,4711,2965,1,1,0,0,0,0,0,2,2014-296502
29,10,04,2109,118,0,,6447,2,1,2014,07,30,0051599,0,0,2,DEJL2109.pdf,00075456.tif,ORIGINAL,DOLPHIN,1050,2965,2,2,0,0,0,0,0,3,2014-296504
29,10,04,2109,119,0,,6447,2,1,2014,07,30,0051599,0,0,2,DEJL2109.pdf,00075456.tif,ORIGINAL,YFT,4711,2965,1,1,0,0,0,0,0,3,2014-296504
29,10,05,2109,120,0,,6447,2,1,2014,07,30,0051599,0,0,2,DEJL2109.pdf,00075458.tif,ORIGINAL,WHITE MARLIN,2161,2965,2,0,0,1,0,0,0,3,2014-296505
29,10,05,2109,121,0,,6447,2,1,2014,07,30,0051599,0,0,2,DEJL2109.pdf,00075458.tif,ORIGINAL,GOLDEN TILEFI,4467,2965,1,12,0,0,0,0,0,3,2014-296505
27,10,01,2203,122,0,,6447,2,1,2014,07,21,0051599,0,0,1,DEJL2203.pdf,00074251.tif,ORIGINAL,DOLPHIN,1050,2759,2,35,20,0,0,0,0,2,2014-275901
27,10,01,2203,123,0,,6447,2,1,2014,07,21,0051599,0,0,1,DEJL2203.pdf,00074251.tif,ORIGINAL,YFT,4711,2759,1,1,1,0,0,0,0,2,2014-275901
29,10,01,2205,124,0,,6783,2,1,2014,07,25,0051599,0,0,1,DEJL2205.pdf,00075538.tif,ORIGINAL,DOLPHIN,1050,2980,2,2,2,0,0,0,0,3,2014-298001
29,10,01,2205,125,0,,6783,2,1,2014,07,25,0051599,0,1,1,DEJL2205.pdf,00075538.tif,ORIGINAL,BFT SCHOOL,4677,2980,1,2,2,0,0,0,0,3,2014-298001
29,10,02,2205,126,0,,6783,2,1,2014,07,25,0051599,0,1,2,DEJL2205.pdf,00075540.tif,ORIGINAL,BFT SCHOOL,4677,2980,1,1,1,0,0,0,0,2,2014-298002
29,10,03,2205,127,0,,6783,2,1,2014,07,25,0051599,0,0,1,DEJL2205.pdf,00075542.tif,ORIGINAL,DOLPHIN,1050,2980,1,2,2,0,0,0,0,2,2014-298003
29,10,04,2205,128,0,,6783,2,1,2014,07,25,0051599,0,0,2,DEJL2205.pdf,00075544.tif,ORIGINAL,WHITE MARLIN,2161,2980,1,0,0,1,0,0,0,2,2014-298004
25,10,01,2206,129,0,,6447,2,1,2014,07,08,0051599,0,0,2,DEJL2206.pdf,00073063.tif,ORIGINAL,DOLPHIN,1050,2558,1,1,0,0,0,0,0,3,2014-255801
25,10,01,2206,130,0,,6447,2,1,2014,07,08,0051599,0,0,2,DEJL2206.pdf,00073063.tif,ORIGINAL,DUSKY SHARK,4841,2558,4,0,0,1,0,0,0,3,2014-255801
25,10,01,2206,131,0,,6447,2,1,2014,07,08,0051599,0,0,2,DEJL2206.pdf,00073063.tif,ORIGINAL,BLACKTIP SHAR,4871,2558,3,0,0,3,0,0,0,3,2014-255801
25,10,01,2206,132,0,,6447,2,1,2014,07,08,0051599,0,0,2,DEJL2206.pdf,00073063.tif,ORIGINAL,HAMMERHEAD SH,4950,2558,2,0,0,1,0,0,0,3,2014-255801
26,10,01,2207,133,0,,6783,2,1,2014,07,11,0051599,0,0,1,DEJL2207.pdf,00073409.tif,ORIGINAL,DOLPHIN,1050,2625,2,2,2,0,0,0,0,3,2014-262501
26,10,01,2207,134,0,,6783,2,1,2014,07,11,0051599,0,0,1,DEJL2207.pdf,00073409.tif,ORIGINAL,SWORDFISH,4328,2625,3,0,0,1,0,0,0,3,2014-262501
26,10,01,2207,135,0,,6783,2,1,2014,07,11,0051599,0,0,1,DEJL2207.pdf,00073409.tif,ORIGINAL,YFT,4711,2625,1,1,1,0,0,0,0,3,2014-262501
26,10,02,2207,136,0,,6783,2,1,2014,07,11,0051599,0,0,1,DEJL2207.pdf,00073411.tif,ORIGINAL,BFT SCHOOL,4677,2625,1,1,1,0,0,0,0,2,2014-262502
