tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
40,6,36,NY,6,01,6,LIVE LINING,JEFFREYS LEDGE,6583,25,1800,2201,0024,15,1,1,1,3,1,1755,4671,9996,2,1,3,8,1,0,0,0,0,0,1,3,4255,7010,16,200,57,1,1,1,MAOC2201.pdf,00081138.tif,2014,1,1,0,ORIGINAL,10,06,20002,4061,0090024,009,2,168,0,,Y,2,,2014-406101
41,6,25,MA,6,10,6,LIVE LINING,JEFFREYS LEDGE,6583,25,1847,1205,0024,15,1,2,1,3,1,1845,4671,9996,2,1,2,10,1,0,0,0,0,0,1,1,4242,7020,10,160,98,1,2,1,MAOC1205.pdf,00081373.tif,2014,0,0,0,ORIGINAL,10,13,20009,4110,0090024,009,2,145,0,,Y,2,,2014-411010
43,6,25,MA,6,04,6,DRIFTING,STELLWAGEN BANK SW,6591,25,1415,2222,0218,8,1,2,1,3,2,1415,4671,9996,2,2,2,5,1,0,0,1,0,0,1,1,4208,7015,9,100,98,1,2,1,MAOC2222.pdf,00082109.tif,2014,0,0,0,ORIGINAL,10,28,20024,4314,0230218,023,2,184,0,,Y,2,,2014-431404
40,6,10,DE,6,03,6,6,BALTIMORE CANYON,6783,10,1815,2203,1599,2,1,1,2,2,1,1703,4656,1050,2,2,8,7,0,1,1,1,0,1,0,9,3814,7350,70,600,68,1,2,1,DEOC2203.pdf,00081238.tif,2014,0,0,0,ORIGINAL,10,10,20006,4085,0051599,005,6,70,1,Q23;,Y,1,,2014-408503
41,6,25,MA,6,04,6,LIVE LINING,STELLWAGEN BANK,6583,25,1805,1205,0024,15,1,2,1,3,1,1800,4671,9996,2,2,2,8,1,0,0,0,0,0,1,2,4225,7025,13,180,58,1,2,1,MAOC1205.pdf,00081362.tif,2014,0,0,0,ORIGINAL,10,13,20009,4110,0090024,009,2,146,0,,Y,2,,2014-411004
43,6,44,RI,6,01,6,GREENSTICK,FISHTAIL CANYON,7484,44,1410,1213,9012,11,1,1,2,3,1,1300,4711,4691,2,12,13,24,1,1,1,1,1,1,1,4,4000,7120,70,1200,71,2,2,1,RIOC1213.pdf,00082162.tif,2014,0,0,0,ORIGINAL,10,13,20009,4329,0099012,009,,271,1,Q19;,Y,2,,2014-432901
40,6,24,MD,6,03,6,6,WASHINGTON CANYON,6447,24,1834,2209,0853,3,1,1,2,2,1,1830,4656,1050,2,2,8,8,0,0,1,1,0,0,0,4,3727,7427,64,3000,71,1,2,2,MDOC2209.pdf,00081305.tif,2014,0,0,0,ORIGINAL,10,10,20006,4099,0470853,047,6,93,0,,Y,2,,2014-409903
41,6,25,MA,6,03,6,LIVE LINING,JEFFREYS LEDGE,6583,25,1750,1205,0024,15,1,1,2,1,1,1745,4671,9996,2,2,4,10,1,0,0,0,0,0,1,3,4242,7020,10,200,98,1,2,1,MAOC1205.pdf,00081360.tif,2014,0,0,0,ORIGINAL,10,13,20009,4110,0090024,009,2,147,0,,Y,2,,2014-411003
42,6,25,MA,6,03,6,LIVE LINING,THATCHERS,7478,25,1740,1121,0803,15,1,1,2,1,7,1700,4671,9996,2,2,4,6,1,0,0,0,0,0,1,2,4238,7033,6,160,57,2,2,1,MAOC1121.pdf,00081793.tif,2014,0,1,0,ORIGINAL,10,18,20014,4223,0090803,009,2,133,0,,Y,2,,2014-422303
41,6,25,MA,6,07,6,LIVE LINING,JEFFREYS LEDGE,6583,25,1810,1205,0024,15,1,2,1,3,1,1800,4671,9996,2,2,2,10,1,0,0,0,0,0,1,3,4242,7020,10,180,98,2,2,2,MAOC1205.pdf,00081368.tif,2014,0,0,0,ORIGINAL,10,13,20009,4110,0090024,009,2,148,0,,Y,2,,2014-411007
