intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,length,species,batch,upprbill,lowerjaw,gender,curve,prep,recno,s_index,serrflag,sprobfld,id
6416,10,1,2012,06,10,009901,0299009,0,0,34,01,1213,1,njjn1213.tif,00047045.tif,ORIGINAL,701,4681,0099,9996,9996,6,9996,0,2,187,0,,2012-009901
6416,10,1,2012,06,10,009901,0299009,0,0,34,01,1213,1,njjn1213.tif,00047045.tif,ORIGINAL,705,4681,0099,9996,9996,6,9996,0,1,186,0,,2012-009901
7415,3,1,2012,06,12,014602,8100088,0,1,51,02,2103,1,vajn2103.tif,00047356.tif,ORIGINAL,722,4681,0146,9996,9996,6,9996,0,2,190,0,,2012-014602
6633,1,1,2012,06,18,019203,8100002,0,0,51,03,2111,1,vajn2111.tif,00047667.tif,ORIGINAL,734,4681,0192,9996,9996,6,9996,0,4,188,0,,2012-019203
6416,10,1,2012,06,24,027201,0290894,0,0,34,01,1122,1,njjn1122.tif,00048166.tif,ORIGINAL,1437,4691,0272,9996,9996,6,1492,0,1,192,0,,2012-027201
6633,2,1,2012,06,28,030603,8100387,0,1,51,03,2105,1,vajn2105.tif,00048429.tif,ORIGINAL,1688,4691,0306,9996,9996,6,1761,0,2,194,0,,2012-030603
6633,2,1,2012,06,28,030603,8100387,0,1,51,03,2105,1,vajn2105.tif,00048429.tif,ORIGINAL,1726,4691,0306,9996,9996,6,9997,0,1,193,0,,2012-030603
6778,8,3,2012,06,07,006201,0010039,0,0,51,01,2106,1,vajn2106.tif,00046765.tif,ORIGINAL,703,4711,0062,9996,9996,6,715,0,3,394,0,,2012-006201
6633,3,1,2012,06,10,012404,8100088,0,0,51,04,1208,1,vajn1208.tif,00047194.tif,ORIGINAL,735,4711,0124,9996,9996,6,744,0,2,364,0,,2012-012404
7415,3,1,2012,06,12,014601,8100088,0,1,51,01,2103,1,vajn2103.tif,00047354.tif,ORIGINAL,750,4711,0146,9996,9996,6,780,0,1,483,0,,2012-014601
6778,7,3,2012,06,08,013601,0010025,0,0,51,01,2208,1,vajn2208.tif,00047314.tif,ORIGINAL,777,4711,0136,9996,9996,6,782,0,3,417,0,,2012-013601
7414,1,1,2012,06,09,011603,8100002,0,0,51,03,1114,1,vajn1114.tif,00047146.tif,ORIGINAL,777,4711,0116,9996,9996,6,855,0,3,481,0,,2012-011603
6778,7,1,2012,06,22,029201,0010024,0,1,51,01,2101,1,vajn2101.tif,00048613.tif,ORIGINAL,784,4711,0292,9996,9996,6,792,0,2,436,0,,2012-029201
6936,5,1,2012,06,28,030403,0471493,0,0,24,03,2104,1,mdjn2104.tif,00048411.tif,ORIGINAL,788,4711,0304,9996,9996,6,793,0,1,256,0,,2012-030403
6936,5,1,2012,06,28,030401,0471493,0,0,24,01,2104,1,mdjn2104.tif,00048407.tif,ORIGINAL,795,4711,0304,9996,9996,6,813,0,1,249,0,,2012-030401
7326,8,3,2012,06,24,029006,0010039,0,1,51,06,1126,1,vajn1126.tif,00048367.tif,ORIGINAL,795,4711,0290,9996,9996,6,827,0,2,461,0,,2012-029006
7393,3,3,2012,06,09,013506,8100438,0,0,51,06,1207,1,vajn1207.tif,00047304.tif,ORIGINAL,798,4711,0135,9996,9996,6,802,0,1,468,0,,2012-013506
6778,7,1,2012,06,09,011701,0010025,0,0,51,01,1115,1,vajn1115.tif,00047166.tif,ORIGINAL,799,4711,0117,9996,9996,6,804,2,2,400,0,,2012-011701
7414,1,1,2012,06,09,011602,8100091,0,1,51,02,1114,1,vajn1114.tif,00047144.tif,ORIGINAL,800,4711,0116,9996,9996,6,830,0,2,478,0,,2012-011602
6936,5,1,2012,06,28,030402,0471493,0,0,24,02,2104,1,mdjn2104.tif,00048409.tif,ORIGINAL,801,4711,0304,9996,9996,6,812,0,1,253,0,,2012-030402
6778,8,3,2012,06,07,006201,0010039,0,0,51,01,2106,1,vajn2106.tif,00046765.tif,ORIGINAL,809,4711,0062,9996,9996,6,812,0,1,392,0,,2012-006201
6783,2,1,2012,06,28,031504,0051599,0,0,10,04,2209,1,dejn2209.tif,00048759.tif,ORIGINAL,811,4711,0315,9996,9996,6,825,0,5,222,0,,2012-031504
6936,5,1,2012,06,28,030402,0471493,0,0,24,02,2104,1,mdjn2104.tif,00048409.tif,ORIGINAL,812,4711,0304,9996,9996,6,820,0,3,255,0,,2012-030402
6778,8,3,2012,06,07,006201,0010039,0,0,51,01,2106,1,vajn2106.tif,00046765.tif,ORIGINAL,813,4711,0062,9996,9996,6,822,0,4,395,0,,2012-006201
6478,2,1,2012,06,09,006503,0051599,0,0,10,03,1102,1,dejn1102.tif,00046794.tif,ORIGINAL,818,4711,0065,9996,9996,6,846,0,2,211,0,,2012-006503
7370,11,1,2012,06,22,026601,0091131,0,0,34,01,2103,1,njjn2103.tif,00048502.tif,ORIGINAL,820,4711,0266,9996,9996,6,850,0,3,335,0,,2012-026601
7379,7,1,2012,06,23,025302,0470938,0,0,24,02,1206,1,mdjn1206.tif,00047997.tif,ORIGINAL,821,4711,0253,9996,9996,6,825,0,4,301,0,,2012-025302
6447,2,1,2012,06,03,003705,0051599,0,0,10,05,1203,1,dejn1203.tif,00046679.tif,ORIGINAL,832,4711,0037,9996,9996,6,845,0,4,206,0,,2012-003705
7393,1,1,2012,06,10,013401,8100091,0,0,51,01,1116,1,vajn1116.tif,00047280.tif,ORIGINAL,833,4711,0134,9996,9996,6,859,0,3,463,0,,2012-013401
6447,2,1,2012,06,03,003704,0051599,0,0,10,04,1203,1,dejn1203.tif,00046677.tif,ORIGINAL,834,4711,0037,9996,9996,6,846,0,1,200,0,,2012-003704
6778,8,3,2012,06,07,006201,0010039,0,0,51,01,2106,1,vajn2106.tif,00046765.tif,ORIGINAL,834,4711,0062,9996,9996,6,840,0,7,398,0,,2012-006201
6778,7,1,2012,06,08,013603,0010024,0,0,51,03,2208,1,vajn2208.tif,00047318.tif,ORIGINAL,840,4711,0136,9996,9996,6,844,0,3,420,0,,2012-013603
7414,1,1,2012,06,09,011602,8100091,0,1,51,02,1114,1,vajn1114.tif,00047144.tif,ORIGINAL,840,4711,0116,9996,9996,6,850,0,1,477,0,,2012-011602
7414,1,1,2012,06,09,011604,8100091,0,0,51,04,1114,1,vajn1114.tif,00047148.tif,ORIGINAL,840,4711,0116,9996,9996,6,849,0,1,482,0,,2012-011604
6778,7,3,2012,06,08,013601,0010025,0,0,51,01,2208,1,vajn2208.tif,00047314.tif,ORIGINAL,846,4711,0136,9996,9996,6,851,0,1,415,0,,2012-013601
6783,8,1,2012,06,19,019001,0011216,0,0,51,01,2109,1,vajn2109.tif,00047887.tif,ORIGINAL,850,4711,0190,9996,9996,6,887,0,6,452,0,,2012-019001
6416,10,1,2012,06,10,009903,0290894,0,0,34,03,1213,1,njjn1213.tif,00047049.tif,ORIGINAL,854,4711,0099,9996,9996,6,875,0,1,309,0,,2012-009903
7379,7,1,2012,06,23,025313,0470938,0,0,24,13,1206,1,mdjn1206.tif,00048017.tif,ORIGINAL,859,4711,0253,9996,9996,6,862,0,1,308,0,,2012-025313
6416,10,1,2012,06,10,009903,0290894,0,0,34,03,1213,1,njjn1213.tif,00047049.tif,ORIGINAL,862,4711,0099,9996,9996,6,884,0,4,312,0,,2012-009903
6447,2,1,2012,06,03,003705,0051599,0,0,10,05,1203,1,dejn1203.tif,00046679.tif,ORIGINAL,863,4711,0037,9996,9996,6,879,0,1,203,0,,2012-003705
6447,2,1,2012,06,03,003705,0051599,0,0,10,05,1203,1,dejn1203.tif,00046679.tif,ORIGINAL,865,4711,0037,9996,9996,6,883,0,5,207,0,,2012-003705
7326,8,3,2012,06,24,029006,0010039,0,1,51,06,1126,1,vajn1126.tif,00048367.tif,ORIGINAL,869,4711,0290,9996,9996,6,895,0,1,460,0,,2012-029006
6447,2,1,2012,06,03,003701,0051599,0,0,10,01,1203,1,dejn1203.tif,00046671.tif,ORIGINAL,873,4711,0037,9996,9996,6,889,0,3,197,0,,2012-003701
6416,10,1,2012,06,20,022201,0290894,0,1,34,01,2117,1,njjn2117.tif,00047877.tif,ORIGINAL,874,4711,0222,9996,9996,6,891,0,1,315,0,,2012-022201
7393,1,1,2012,06,10,013401,8100091,0,0,51,01,1116,1,vajn1116.tif,00047280.tif,ORIGINAL,878,4711,0134,9996,9996,6,885,0,2,462,0,,2012-013401
7409,10,1,2012,06,21,026102,0290894,0,0,34,02,2120,1,njjn2120.tif,00048059.tif,ORIGINAL,882,4711,0261,9996,9996,6,890,0,4,346,0,,2012-026102
7409,10,1,2012,06,21,026102,0290894,0,0,34,02,2120,1,njjn2120.tif,00048059.tif,ORIGINAL,884,4711,0261,9996,9996,6,892,0,3,345,0,,2012-026102
7326,7,1,2012,06,10,009002,0470938,0,0,24,02,1204,1,mdjn1204.tif,00046970.tif,ORIGINAL,887,4711,0090,9996,9996,6,892,0,1,261,0,,2012-009002
7326,1,1,2012,06,22,025401,0470019,1,1,24,01,2205,1,mdjn2205.tif,00048030.tif,ORIGINAL,887,4711,0254,9996,9996,6,910,0,2,267,0,,2012-025401
6447,2,1,2012,06,03,003704,0051599,0,0,10,04,1203,1,dejn1203.tif,00046677.tif,ORIGINAL,888,4711,0037,9996,9996,6,903,0,3,202,0,,2012-003704
6478,2,1,2012,06,09,006503,0051599,0,0,10,03,1102,1,dejn1102.tif,00046794.tif,ORIGINAL,889,4711,0065,9996,9996,6,949,0,1,210,0,,2012-006503
7427,13,1,2012,06,23,025904,0099213,0,0,34,04,1221,1,njjn1221.tif,00048045.tif,ORIGINAL,890,4711,0259,9996,9996,6,905,0,3,351,0,,2012-025904
6447,2,1,2012,06,03,003705,0051599,0,0,10,05,1203,1,dejn1203.tif,00046679.tif,ORIGINAL,891,4711,0037,9996,9996,6,907,0,2,204,0,,2012-003705
6416,10,1,2012,06,10,009903,0290894,0,0,34,03,1213,1,njjn1213.tif,00047049.tif,ORIGINAL,891,4711,0099,9996,9996,6,917,0,5,313,0,,2012-009903
6778,7,1,2012,06,23,028703,0010024,0,0,51,03,1123,1,vajn1123.tif,00048286.tif,ORIGINAL,892,4711,0287,9996,9996,6,897,0,4,431,0,,2012-028703
6936,5,1,2012,06,28,030402,0471493,0,0,24,02,2104,1,mdjn2104.tif,00048409.tif,ORIGINAL,893,4711,0304,9996,9996,6,897,0,2,254,0,,2012-030402
6778,8,1,2012,06,03,003204,0010039,0,0,51,04,1103,1,vajn1103.tif,00046633.tif,ORIGINAL,894,4711,0032,9996,9996,6,902,0,6,389,0,,2012-003204
7379,3,1,2012,06,03,001003,0470853,0,1,24,03,1107,1,mdjn1107.tif,00046571.tif,ORIGINAL,896,4711,0010,9996,9996,6,905,0,5,272,0,,2012-001003
6778,7,1,2012,06,22,029203,0010024,0,0,51,03,2101,1,vajn2101.tif,00048617.tif,ORIGINAL,898,4711,0292,9996,9996,6,907,0,4,440,0,,2012-029203
7326,7,1,2012,06,29,031403,0470938,0,0,24,03,2106,1,mdjn2106.tif,00048483.tif,ORIGINAL,899,4711,0314,9996,9996,6,950,0,1,269,0,,2012-031403
6633,3,1,2012,06,10,012405,8100088,0,0,51,05,1208,1,vajn1208.tif,00047196.tif,ORIGINAL,901,4711,0124,9996,9996,6,908,0,2,367,0,,2012-012405
7393,3,3,2012,06,09,013506,8100438,0,0,51,06,1207,1,vajn1207.tif,00047304.tif,ORIGINAL,901,4711,0135,9996,9996,6,927,0,2,469,0,,2012-013506
6778,8,3,2012,06,07,006201,0010039,0,0,51,01,2106,1,vajn2106.tif,00046765.tif,ORIGINAL,904,4711,0062,9996,9996,6,912,0,2,393,0,,2012-006201
6447,2,1,2012,06,03,003705,0051599,0,0,10,05,1203,1,dejn1203.tif,00046679.tif,ORIGINAL,905,4711,0037,9996,9996,6,923,0,3,205,0,,2012-003705
7326,7,1,2012,06,10,009001,0470938,0,0,24,01,1204,1,mdjn1204.tif,00046968.tif,ORIGINAL,905,4711,0090,9996,9996,6,975,0,1,259,0,,2012-009001
7393,3,1,2012,06,09,013509,8100088,1,1,51,09,1207,1,vajn1207.tif,00047310.tif,ORIGINAL,906,4711,0135,9996,9996,6,978,0,1,470,0,,2012-013509
6416,10,1,2012,06,10,009903,0290894,0,0,34,03,1213,1,njjn1213.tif,00047049.tif,ORIGINAL,907,4711,0099,9996,9996,6,928,0,6,314,0,,2012-009903
6778,7,1,2012,06,23,028701,0010025,0,0,51,01,1123,1,vajn1123.tif,00048282.tif,ORIGINAL,907,4711,0287,9996,9996,6,911,0,4,426,0,,2012-028701
7370,11,1,2012,06,22,026601,0091131,0,0,34,01,2103,1,njjn2103.tif,00048502.tif,ORIGINAL,910,4711,0266,9996,9996,6,930,0,1,333,0,,2012-026601
7379,3,1,2012,06,07,005801,0470853,0,0,24,01,2204,1,mdjn2204.tif,00047230.tif,ORIGINAL,911,4711,0058,9996,9996,6,917,0,5,283,0,,2012-005801
6778,8,1,2012,06,03,003204,0010039,0,0,51,04,1103,1,vajn1103.tif,00046633.tif,ORIGINAL,911,4711,0032,9996,9996,6,921,0,4,387,0,,2012-003204
6778,7,1,2012,06,08,013603,0010024,0,0,51,03,2208,1,vajn2208.tif,00047318.tif,ORIGINAL,911,4711,0136,9996,9996,6,915,0,1,418,0,,2012-013603
6416,10,1,2012,06,10,009903,0290894,0,0,34,03,1213,1,njjn1213.tif,00047049.tif,ORIGINAL,914,4711,0099,9996,9996,6,937,0,2,310,0,,2012-009903
6416,10,1,2012,06,20,022201,0290894,0,1,34,01,2117,1,njjn2117.tif,00047877.tif,ORIGINAL,914,4711,0222,9996,9996,6,937,0,4,318,0,,2012-022201
6416,10,1,2012,06,20,022201,0290894,0,1,34,01,2117,1,njjn2117.tif,00047877.tif,ORIGINAL,916,4711,0222,9996,9996,6,937,0,6,320,0,,2012-022201
6447,2,1,2012,06,03,003701,0051599,0,0,10,01,1203,1,dejn1203.tif,00046671.tif,ORIGINAL,918,4711,0037,9996,9996,6,931,0,4,198,0,,2012-003701
6416,10,1,2012,06,10,009903,0290894,0,0,34,03,1213,1,njjn1213.tif,00047049.tif,ORIGINAL,918,4711,0099,9996,9996,6,934,0,3,311,0,,2012-009903
7379,3,1,2012,06,07,005801,0470853,0,0,24,01,2204,1,mdjn2204.tif,00047230.tif,ORIGINAL,921,4711,0058,9996,9996,6,928,0,2,280,0,,2012-005801
7370,3,1,2012,06,10,009201,0090385,0,0,34,01,1113,1,njjn1113.tif,00046993.tif,ORIGINAL,922,4711,0092,9996,9996,6,1010,0,1,328,0,,2012-009201
6416,10,1,2012,06,20,022201,0290894,0,1,34,01,2117,1,njjn2117.tif,00047877.tif,ORIGINAL,923,4711,0222,9996,9996,6,947,0,3,317,0,,2012-022201
6416,10,1,2012,06,20,022201,0290894,0,1,34,01,2117,1,njjn2117.tif,00047877.tif,ORIGINAL,923,4711,0222,9996,9996,6,942,0,5,319,0,,2012-022201
6416,10,1,2012,06,20,022201,0290894,0,1,34,01,2117,1,njjn2117.tif,00047877.tif,ORIGINAL,924,4711,0222,9996,9996,6,949,0,7,321,0,,2012-022201
7370,11,1,2012,06,22,026602,0091131,0,1,34,02,2103,1,njjn2103.tif,00048504.tif,ORIGINAL,924,4711,0266,9996,9996,6,946,0,3,338,0,,2012-026602
6783,2,1,2012,06,20,022301,0051599,0,0,10,01,2204,1,dejn2204.tif,00047893.tif,ORIGINAL,929,4711,0223,9996,9996,6,955,0,2,217,0,,2012-022301
7326,7,1,2012,06,20,021101,0470938,0,0,24,01,2202,1,mdjn2202.tif,00047820.tif,ORIGINAL,930,4711,0211,9996,9996,6,935,0,1,262,0,,2012-021101
6633,3,1,2012,06,10,012405,8100088,0,0,51,05,1208,1,vajn1208.tif,00047196.tif,ORIGINAL,932,4711,0124,9996,9996,6,941,0,1,366,0,,2012-012405
6936,5,1,2012,06,10,009701,0471493,0,0,24,01,1203,1,mdjn1203.tif,00047012.tif,ORIGINAL,933,4711,0097,9996,9996,6,938,0,2,244,0,,2012-009701
6783,2,1,2012,06,20,022301,0051599,0,0,10,01,2204,1,dejn2204.tif,00047893.tif,ORIGINAL,936,4711,0223,9996,9996,6,961,0,1,216,0,,2012-022301
6478,2,1,2012,06,09,006509,0051599,0,0,10,09,1102,1,dejn1102.tif,00046806.tif,ORIGINAL,937,4711,0065,9996,9996,6,954,0,1,215,0,,2012-006509
7379,3,1,2012,06,07,005801,0470853,0,0,24,01,2204,1,mdjn2204.tif,00047230.tif,ORIGINAL,937,4711,0058,9996,9996,6,943,0,3,281,0,,2012-005801
7370,11,1,2012,06,17,017401,0091131,0,0,34,01,1106,1,njjn1106.tif,00047552.tif,ORIGINAL,940,4711,0174,9996,9996,6,1030,0,1,330,0,,2012-017401
7326,1,1,2012,06,22,025401,0470019,1,1,24,01,2205,1,mdjn2205.tif,00048030.tif,ORIGINAL,941,4711,0254,9996,9996,6,958,0,1,266,0,,2012-025401
6936,5,1,2012,06,01,001204,0471493,0,0,24,04,2201,1,mdjn2201.tif,00046543.tif,ORIGINAL,942,4711,0012,9996,9996,6,950,0,1,241,0,,2012-001204
6936,5,1,2012,06,10,009701,0471493,0,0,24,01,1203,1,mdjn1203.tif,00047012.tif,ORIGINAL,942,4711,0097,9996,9996,6,949,0,3,245,0,,2012-009701
7379,3,1,2012,06,03,001003,0470853,0,1,24,03,1107,1,mdjn1107.tif,00046571.tif,ORIGINAL,943,4711,0010,9996,9996,6,952,0,6,273,0,,2012-001003
6778,7,1,2012,06,23,028701,0010025,0,0,51,01,1123,1,vajn1123.tif,00048282.tif,ORIGINAL,943,4711,0287,9996,9996,6,950,0,2,424,0,,2012-028701
6778,7,1,2012,06,09,011701,0010025,0,0,51,01,1115,1,vajn1115.tif,00047166.tif,ORIGINAL,944,4711,0117,9996,9996,6,949,2,7,405,0,,2012-011701
7393,3,1,2012,06,09,013504,8100088,0,0,51,04,1207,1,vajn1207.tif,00047300.tif,ORIGINAL,944,4711,0135,9996,9996,6,961,0,1,466,0,,2012-013504
6447,2,1,2012,06,03,003704,0051599,0,0,10,04,1203,1,dejn1203.tif,00046677.tif,ORIGINAL,945,4711,0037,9996,9996,6,962,0,2,201,0,,2012-003704
6783,8,1,2012,06,23,028307,0010039,0,0,51,07,1109,1,vajn1109.tif,00048750.tif,ORIGINAL,945,4711,0283,9996,9996,6,1000,0,2,459,0,,2012-028307
7393,1,1,2012,06,23,028501,8100002,0,0,51,01,1121,1,vajn1121.tif,00048240.tif,ORIGINAL,946,4711,0285,9996,9996,6,1012,0,1,472,0,,2012-028501
7414,1,1,2012,06,09,011603,8100002,0,0,51,03,1114,1,vajn1114.tif,00047146.tif,ORIGINAL,949,4711,0116,9996,9996,6,969,0,1,479,0,,2012-011603
7427,13,1,2012,06,23,025904,0099213,0,0,34,04,1221,1,njjn1221.tif,00048045.tif,ORIGINAL,950,4711,0259,9996,9996,6,965,0,4,352,0,,2012-025904
6794,3,1,2012,06,24,026305,0470853,0,0,24,05,1201,1,mdjn1201.tif,00048073.tif,ORIGINAL,951,4711,0263,9996,9996,6,964,0,3,234,0,,2012-026305
6778,7,1,2012,06,23,028702,0011199,0,0,51,02,1123,1,vajn1123.tif,00048284.tif,ORIGINAL,952,4711,0287,9996,9996,6,959,0,1,427,0,,2012-028702
6778,7,1,2012,06,23,028704,0010024,0,0,51,04,1123,1,vajn1123.tif,00048288.tif,ORIGINAL,952,4711,0287,9996,9996,6,959,0,1,433,0,,2012-028704
6778,7,1,2012,06,23,028703,0010024,0,0,51,03,1123,1,vajn1123.tif,00048286.tif,ORIGINAL,953,4711,0287,9996,9996,6,957,0,5,432,0,,2012-028703
6783,8,1,2012,06,23,028307,0010039,0,0,51,07,1109,1,vajn1109.tif,00048750.tif,ORIGINAL,953,4711,0283,9996,9996,6,989,0,1,458,0,,2012-028307
7427,13,1,2012,06,23,025904,0099213,0,0,34,04,1221,1,njjn1221.tif,00048045.tif,ORIGINAL,955,4711,0259,9996,9996,6,960,0,5,353,0,,2012-025904
6778,7,1,2012,06,09,011703,0010024,0,0,51,03,1115,1,vajn1115.tif,00047170.tif,ORIGINAL,956,4711,0117,9996,9996,6,963,0,1,414,0,,2012-011703
7326,7,1,2012,06,29,031401,0470938,0,0,24,01,2106,1,mdjn2106.tif,00048479.tif,ORIGINAL,957,4711,0314,9996,9996,6,1004,0,1,268,0,,2012-031401
6447,2,1,2012,06,03,003701,0051599,0,0,10,01,1203,1,dejn1203.tif,00046671.tif,ORIGINAL,958,4711,0037,9996,9996,6,973,0,1,195,0,,2012-003701
6778,7,1,2012,06,08,013603,0010024,0,0,51,03,2208,1,vajn2208.tif,00047318.tif,ORIGINAL,958,4711,0136,9996,9996,6,962,0,2,419,0,,2012-013603
7379,3,1,2012,06,07,005802,0470853,0,0,24,02,2204,1,mdjn2204.tif,00047232.tif,ORIGINAL,960,4711,0058,9996,9996,6,967,0,2,285,0,,2012-005802
7370,11,1,2012,06,22,026602,0091131,0,1,34,02,2103,1,njjn2103.tif,00048504.tif,ORIGINAL,960,4711,0266,9996,9996,6,1020,0,2,337,0,,2012-026602
6783,2,1,2012,06,28,031503,0051599,0,0,10,03,2209,1,dejn2209.tif,00048757.tif,ORIGINAL,962,4711,0315,9996,9996,6,994,0,3,219,0,,2012-031503
7379,7,1,2012,06,23,025301,0470938,1,0,24,01,1206,1,mdjn1206.tif,00047995.tif,ORIGINAL,962,4711,0253,9996,9996,6,966,0,4,296,0,,2012-025301
7379,7,1,2012,06,23,025304,0470938,0,0,24,04,1206,1,mdjn1206.tif,00048001.tif,ORIGINAL,962,4711,0253,9996,9996,6,967,0,3,305,0,,2012-025304
6778,8,3,2012,06,07,006201,0010039,0,0,51,01,2106,1,vajn2106.tif,00046765.tif,ORIGINAL,962,4711,0062,9996,9996,6,971,0,6,397,0,,2012-006201
7326,7,1,2012,06,20,021103,0470938,0,0,24,03,2202,1,mdjn2202.tif,00047824.tif,ORIGINAL,963,4711,0211,9996,9996,6,1017,0,1,264,0,,2012-021103
6416,10,1,2012,06,20,022202,0290894,0,0,34,02,2117,1,njjn2117.tif,00047879.tif,ORIGINAL,963,4711,0222,9996,9996,6,981,0,1,323,0,,2012-022202
6778,8,1,2012,06,03,003204,0010039,0,0,51,04,1103,1,vajn1103.tif,00046633.tif,ORIGINAL,964,4711,0032,9996,9996,6,972,0,5,388,0,,2012-003204
6778,7,3,2012,06,08,013601,0010025,0,0,51,01,2208,1,vajn2208.tif,00047314.tif,ORIGINAL,964,4711,0136,9996,9996,6,970,0,2,416,0,,2012-013601
6783,8,1,2012,06,19,019001,0011216,0,0,51,01,2109,1,vajn2109.tif,00047887.tif,ORIGINAL,964,4711,0190,9996,9996,6,984,0,5,451,0,,2012-019001
6778,7,1,2012,06,09,011701,0010025,0,0,51,01,1115,1,vajn1115.tif,00047166.tif,ORIGINAL,965,4711,0117,9996,9996,6,972,2,6,404,0,,2012-011701
6936,5,1,2012,06,10,009701,0471493,0,0,24,01,1203,1,mdjn1203.tif,00047012.tif,ORIGINAL,966,4711,0097,9996,9996,6,975,0,1,243,0,,2012-009701
7393,3,3,2012,06,09,013505,8100438,0,0,51,05,1207,1,vajn1207.tif,00047302.tif,ORIGINAL,966,4711,0135,9996,9996,6,993,0,1,467,0,,2012-013505
6416,10,1,2012,06,20,022201,0290894,0,1,34,01,2117,1,njjn2117.tif,00047877.tif,ORIGINAL,967,4711,0222,9996,9996,6,992,0,8,322,0,,2012-022201
6633,3,1,2012,06,10,012404,8100088,0,0,51,04,1208,1,vajn1208.tif,00047194.tif,ORIGINAL,967,4711,0124,9996,9996,6,981,0,1,363,0,,2012-012404
7326,7,1,2012,06,20,021101,0470938,0,0,24,01,2202,1,mdjn2202.tif,00047820.tif,ORIGINAL,968,4711,0211,9996,9996,6,975,0,2,263,0,,2012-021101
6478,2,1,2012,06,09,006507,0051599,0,0,10,07,1102,1,dejn1102.tif,00046802.tif,ORIGINAL,969,4711,0065,9996,9996,6,986,0,1,212,0,,2012-006507
6783,4,3,2012,06,03,000703,0470856,0,0,24,03,1101,1,mdjn1101.tif,00046523.tif,ORIGINAL,969,4711,0007,9996,9996,6,996,0,1,225,0,,2012-000703
6633,3,1,2012,06,10,012403,8100088,0,0,51,03,1208,1,vajn1208.tif,00047192.tif,ORIGINAL,969,4711,0124,9996,9996,6,1003,0,3,361,0,,2012-012403
6633,3,1,2012,06,10,012402,8100088,0,0,51,02,1208,1,vajn1208.tif,00047190.tif,ORIGINAL,970,4711,0124,9996,9996,6,981,0,4,358,0,,2012-012402
7379,3,1,2012,06,07,005802,0470853,0,0,24,02,2204,1,mdjn2204.tif,00047232.tif,ORIGINAL,971,4711,0058,9996,9996,6,977,0,1,284,0,,2012-005802
6633,3,1,2012,06,10,012402,8100088,0,0,51,02,1208,1,vajn1208.tif,00047190.tif,ORIGINAL,971,4711,0124,9996,9996,6,984,0,2,357,0,,2012-012402
6478,2,1,2012,06,10,006406,0051599,1,0,10,06,1101,1,dejn1101.tif,00046782.tif,ORIGINAL,972,4711,0064,9996,9996,6,1026,0,1,208,0,,2012-006406
6783,4,3,2012,06,03,000703,0470856,0,0,24,03,1101,1,mdjn1101.tif,00046523.tif,ORIGINAL,972,4711,0007,9996,9996,6,986,0,2,226,0,,2012-000703
6778,7,1,2012,06,09,011701,0010025,0,0,51,01,1115,1,vajn1115.tif,00047166.tif,ORIGINAL,972,4711,0117,9996,9996,6,977,2,5,403,0,,2012-011701
6936,5,1,2012,06,10,009704,0471493,0,0,24,04,1203,1,mdjn1203.tif,00047018.tif,ORIGINAL,973,4711,0097,9996,9996,6,988,0,1,246,0,,2012-009704
6778,7,1,2012,06,23,028704,0010024,0,0,51,04,1123,1,vajn1123.tif,00048288.tif,ORIGINAL,973,4711,0287,9996,9996,6,977,0,2,434,0,,2012-028704
7379,3,1,2012,06,07,005805,0470853,0,1,24,05,2204,1,mdjn2204.tif,00047238.tif,ORIGINAL,974,4711,0058,9996,9996,6,981,0,2,288,0,,2012-005805
7379,3,1,2012,06,03,001007,0470853,0,0,24,07,1107,1,mdjn1107.tif,00046579.tif,ORIGINAL,975,4711,0010,9996,9996,6,980,0,2,276,0,,2012-001007
6633,1,1,2012,06,18,019202,8100091,0,0,51,02,2111,1,vajn2111.tif,00047665.tif,ORIGINAL,975,4711,0192,9996,9996,6,989,0,2,372,0,,2012-019202
6783,8,1,2012,06,19,019001,0011216,0,0,51,01,2109,1,vajn2109.tif,00047887.tif,ORIGINAL,975,4711,0190,9996,9996,6,999,0,3,449,1,CURVE;,2012-019001
7379,7,1,2012,06,23,025304,0470938,0,0,24,04,1206,1,mdjn1206.tif,00048001.tif,ORIGINAL,976,4711,0253,9996,9996,6,981,0,2,304,0,,2012-025304
7393,1,1,2012,06,10,013402,8100002,0,0,51,02,1116,1,vajn1116.tif,00047282.tif,ORIGINAL,977,4711,0134,9996,9996,6,1012,0,1,464,0,,2012-013402
6794,3,1,2012,06,24,026305,0470853,0,0,24,05,1201,1,mdjn1201.tif,00048073.tif,ORIGINAL,978,4711,0263,9996,9996,6,987,0,2,233,0,,2012-026305
6416,10,1,2012,06,20,022201,0290894,0,1,34,01,2117,1,njjn2117.tif,00047877.tif,ORIGINAL,978,4711,0222,9996,9996,6,999,0,2,316,1,CURVE;,2012-022201
7326,7,1,2012,06,10,009001,0470938,0,0,24,01,1204,1,mdjn1204.tif,00046968.tif,ORIGINAL,979,4711,0090,9996,9996,6,1019,0,2,260,0,,2012-009001
6633,1,1,2012,06,18,019202,8100091,0,0,51,02,2111,1,vajn2111.tif,00047665.tif,ORIGINAL,979,4711,0192,9996,9996,6,1012,0,5,375,0,,2012-019202
