tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
16,6,51,VA,6,05,6,6,NORFOLK CANYON,7489,51,1850,2210,0438,3,1,1,2,2,2,1825,4711,9996,2,2,7,10,0,0,1,1,0,0,0,4,3705,7435,72,1200,71,1,1,1,vaoc2210.tif,00069104.tif,2013,0,0,0,ORIGINAL,10,03,19634,1670,8100438,810,7,249,0,,Y,1,,2013-167005
16,6,51,VA,6,06,6,6,NORFOLK CANYON,7489,51,1920,2210,0438,3,1,1,2,2,2,1700,4711,4701,2,2,8,8,0,0,1,1,0,0,0,4,3705,7435,65,800,69,1,1,1,vaoc2210.tif,00069106.tif,2013,0,0,0,ORIGINAL,10,03,19634,1670,8100438,810,7,250,0,,Y,2,,2013-167006
16,6,09,CT,6,01,6,CASTING,MONTAUK SHOALS,7374,09,1645,2218,0688,5,1,1,2,2,6,1600,4670,4701,2,2,2,5,0,1,0,0,0,0,1,4,4101,7150,10,60,64,1,1,1,ctoc2218.tif,00069117.tif,2013,0,1,0,ORIGINAL,10,04,19635,1679,0110688,011,3,74,0,,N,2,,2013-167901
16,6,10,DE,6,01,6,6,WASHINGTON CANYON,6478,10,1645,1102,1599,2,1,1,2,2,1,0,4711,9996,2,2,7,8,0,1,1,1,0,1,0,4,3727,7427,70,1200,70,1,1,1,deoc1102.tif,00069137.tif,2013,0,0,0,ORIGINAL,10,05,19636,1681,0051599,005,6,83,1,Q15;,Y,2,,2013-168101
16,6,42,PA,6,02,6,6,POOR MANS CANYON,6478,10,1500,1102,1599,2,1,1,2,2,1,1445,4656,9996,2,12,7,11,0,1,1,1,0,1,0,4,3752,7406,73,1200,69,1,1,1,deoc1102.tif,00069139.tif,2013,0,0,0,ORIGINAL,10,05,19636,1681,0051599,005,6,85,0,,Y,2,,2013-168102
16,6,34,NJ,6,03,6,6,WASHINGTON CANYON,6478,10,1610,1102,1599,2,1,1,2,2,6,1600,4711,9996,2,12,7,10,0,0,1,1,0,1,0,5,3727,7427,80,600,98,1,1,1,deoc1102.tif,00069141.tif,2013,0,1,0,ORIGINAL,10,05,19636,1681,0051599,005,6,86,0,,N,2,,2013-168103
16,6,10,DE,6,04,6,6,BALTIMORE CANYON,6478,10,1625,1102,1599,2,1,1,2,2,1,1620,4701,9996,2,2,7,5,0,0,1,1,0,0,0,3,3820,7345,70,900,71,1,1,1,deoc1102.tif,00069143.tif,2013,0,1,0,ORIGINAL,10,05,19636,1681,0051599,005,6,77,0,,Y,1,,2013-168104
16,6,10,DE,6,05,6,6,WASHINGTON CANYON,6478,10,1730,1102,1599,2,1,2,2,3,7,1700,4711,9996,2,1,4,19,0,0,1,0,0,1,0,4,3727,7427,82,700,98,1,1,1,deoc1102.tif,00069145.tif,2013,0,1,0,ORIGINAL,10,05,19636,1681,0051599,005,6,80,0,,Y,2,,2013-168105
16,6,10,DE,6,06,6,6,WASHINGTON CANYON,6478,10,1740,1102,1599,2,1,1,2,2,1,1730,4701,9996,2,2,9,17,1,1,1,1,0,1,0,4,3727,7427,75,1200,71,1,1,1,deoc1102.tif,00069147.tif,2013,0,0,0,ORIGINAL,10,05,19636,1681,0051599,005,6,78,0,,Y,1,,2013-168106
16,6,10,DE,6,07,6,6,POOR MANS CANYON,6478,10,1755,1102,1599,2,1,1,2,2,1,1745,4701,9996,2,12,10,6,0,1,1,1,0,0,0,3,3752,7406,65,400,70,1,1,1,deoc1102.tif,00069149.tif,2013,0,0,0,ORIGINAL,10,05,19636,1681,0051599,005,6,79,0,,Y,1,,2013-168107
16,6,34,NJ,6,08,6,6,WASHINGTON CANYON,6478,10,1800,1102,1599,2,1,1,2,2,2,1745,4711,4691,2,1,8,12,0,1,1,1,0,1,0,4,3727,7427,85,1500,73,1,1,1,deoc1102.tif,00069151.tif,2013,0,0,0,ORIGINAL,10,05,19636,1681,0051599,005,6,76,0,,N,1,,2013-168108
16,6,10,DE,6,09,6,6,POOR MANS CANYON,6478,10,1810,1102,1599,2,1,1,2,2,1,1800,4701,9996,2,2,8,8,0,1,1,1,0,0,0,6,3752,7406,75,1200,72,1,1,1,deoc1102.tif,00069153.tif,2013,0,0,0,ORIGINAL,10,05,19636,1681,0051599,005,6,82,0,,Y,1,,2013-168109
16,6,10,DE,6,10,6,6,POOR MANS CANYON,6478,10,1820,1102,1599,2,1,1,2,2,1,1815,4701,9996,2,2,8,8,0,1,1,1,0,0,0,6,3752,7406,57,600,72,1,1,1,deoc1102.tif,00069155.tif,2013,0,0,0,ORIGINAL,10,05,19636,1681,0051599,005,6,81,0,,Y,1,,2013-168110
16,6,10,DE,6,11,6,6,POOR MANS CANYON,6478,10,1625,1102,1599,2,1,1,2,2,1,1600,4701,9996,2,12,9,10,0,0,1,1,0,0,0,3,3752,7406,60,1800,98,1,1,1,deoc1102.tif,00069157.tif,2013,0,0,0,ORIGINAL,10,05,19636,1681,0051599,005,6,75,0,,Y,2,,2013-168111
16,6,10,DE,6,12,6,6,WASHINGTON CANYON,6478,10,1835,1102,1599,2,1,1,2,2,1,1600,4711,9996,2,1,3,7,1,1,1,1,0,1,0,5,3727,7427,90,3000,73,2,2,1,deoc1102.tif,00069159.tif,2013,0,0,0,ORIGINAL,10,05,19636,1681,0051599,005,6,84,0,,Y,2,,2013-168112
16,6,24,MD,6,01,6,6,WASHINGTON CANYON,6447,10,1514,1205,1599,2,1,1,2,2,1,1430,4711,9996,2,1,8,18,0,1,1,1,0,1,0,5,3727,7427,75,600,71,1,1,1,deoc1205.tif,00069121.tif,2013,0,1,0,ORIGINAL,10,06,19637,1682,0051599,005,6,87,0,,Y,2,,2013-168201
16,6,10,DE,6,01,6,6,WASHINGTON CANYON,6447,10,1619,2101,1599,2,1,1,2,2,1,1600,4711,4691,2,1,6,14,0,1,1,1,0,1,0,5,3727,7427,72,1000,71,1,1,1,deoc2101.tif,00069125.tif,2013,0,0,0,ORIGINAL,10,03,19634,1683,0051599,005,6,88,0,,Y,2,,2013-168301
16,6,10,DE,6,02,6,6,HOT DOG,6447,10,1649,2101,1599,2,1,1,2,2,1,1630,4711,9996,2,2,7,6,0,1,1,1,0,0,0,4,3806,7417,48,180,72,1,1,1,deoc2101.tif,00069127.tif,2013,0,0,0,ORIGINAL,10,03,19634,1683,0051599,005,6,89,0,,Y,2,,2013-168302
16,6,10,DE,6,01,6,6,WASHINGTON CANYON,6478,10,1620,2102,1599,2,1,2,1,3,1,1300,4711,9996,2,1,4,17,0,0,1,0,0,1,0,5,3727,7427,75,750,71,2,2,1,deoc2102.tif,00069131.tif,2013,0,0,0,ORIGINAL,10,04,19635,1684,0051599,005,6,90,0,,Y,2,,2013-168401
16,6,10,DE,6,02,6,6,HAMBONE,6478,10,1640,2102,1599,2,1,1,2,2,1,1630,7777,9996,2,12,6,6,0,1,1,1,0,0,0,4,3811,7424,35,130,72,2,2,1,deoc2102.tif,00069133.tif,2013,0,0,0,ORIGINAL,10,04,19635,1684,0051599,005,6,91,0,,Y,2,,2013-168402
16,6,25,MA,6,01,6,6,IPSWICH BAY,7478,25,1630,1101,0024,15,1,1,2,1,7,1620,4671,9996,2,1,2,8,1,0,0,0,1,0,0,4,4240,7040,12,250,64,1,2,2,maoc1101.tif,00069163.tif,2013,0,1,0,ORIGINAL,10,05,19636,1685,0090024,009,2,134,0,,Y,2,,2013-168501
16,6,25,MA,6,02,6,6,STELLWAGEN BANK,7478,25,1730,1101,0024,15,1,1,2,2,7,1727,4671,9996,2,2,4,6,0,0,1,0,0,1,0,2,4216,7017,30,250,98,1,1,2,maoc1101.tif,00069164.tif,2013,0,1,0,ORIGINAL,10,05,19636,1685,0090024,009,2,135,0,,Y,2,,2013-168502
16,6,25,MA,6,03,6,6,JEFFREYS LEDGE,7478,25,1800,1101,0024,15,1,2,1,3,2,1753,4671,9996,2,1,3,8,1,0,0,0,1,0,0,3,4255,7010,70,200,58,1,1,1,maoc1101.tif,00069165.tif,2013,0,0,0,ORIGINAL,10,05,19636,1685,0090024,009,2,133,0,,Y,2,,2013-168503
16,6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK SW,6591,25,1345,1110,0227,23,3,1,2,2,2,1345,4677,4678,2,1,3,5,1,0,0,1,0,0,1,1,4210,7015,10,200,60,1,1,2,maoc1110.tif,00069171.tif,2013,0,0,0,ORIGINAL,10,05,19636,1687,0230227,023,2,139,0,,Y,2,,2013-168701
16,6,25,MA,6,01,6,LIVE LINE,STELLWAGEN S,6634,25,1330,1204,9038,9,1,2,2,3,1,1300,4671,4679,2,1,4,6,1,0,0,0,0,0,1,4,4210,7015,12,200,61,2,2,2,maoc1204.tif,00069174.tif,2013,0,0,0,ORIGINAL,10,05,19636,1688,0239038,023,2,165,0,,Y,2,,2013-168801
16,6,25,MA,6,02,6,LIVE LINE,CAPE COD BAY N,6634,25,1355,1204,9038,9,1,1,2,1,2,1320,4671,9996,2,1,2,5,1,0,0,0,0,0,1,2,4200,7020,10,190,62,1,1,2,maoc1204.tif,00069175.tif,2013,0,1,0,ORIGINAL,10,05,19636,1688,0239038,023,2,166,0,,Y,2,,2013-168802
16,6,25,MA,6,03,6,LIVE LINE,7,6634,25,1540,1204,9038,9,1,2,2,3,2,1530,4931,9996,2,2,1,2,1,0,1,0,0,0,1,5,9997,9997,30,260,58,1,1,1,maoc1204.tif,00069176.tif,2013,0,1,0,ORIGINAL,10,05,19636,1688,0239038,023,2,164,1,Q23;,Y,2,,2013-168803
16,6,25,MA,6,01,6,6,OUTER FLAG,7480,25,1555,2101,0004,14,1,1,2,3,2,1540,4670,9996,2,2,2,6,1,0,0,0,0,1,0,1,4300,7029,18,270,60,1,1,2,maoc2101.tif,00069181.tif,2013,0,1,0,ORIGINAL,10,03,19634,1689,0090004,009,2,172,0,,Y,2,,2013-168901
16,6,24,MD,6,01,6,6,HOT DOG,6936,24,1650,1107,1493,5,1,1,2,2,1,1645,4711,9996,2,2,8,7,0,1,1,1,0,0,0,6,3806,7417,40,120,70,1,1,1,mdoc1107.tif,00069191.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,95,0,,Y,1,,2013-169301
16,6,24,MD,6,02,6,6,POOR MANS CANYON,6936,24,1730,1107,1493,5,1,1,2,2,1,1715,4701,4711,2,12,11,7,0,1,1,1,0,0,0,7,3752,7406,50,1200,72,1,1,1,mdoc1107.tif,00069193.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,101,0,,Y,1,,2013-169302
16,6,37,NC,6,03,6,6,WASHINGTON CANYON,6936,24,1750,1107,1493,5,1,2,1,3,1,1730,4711,9996,2,2,10,7,0,1,1,1,0,0,0,2,3727,7427,68,1200,70,1,1,1,mdoc1107.tif,00069195.tif,2013,0,1,0,ORIGINAL,10,05,19636,1693,0471493,047,6,102,0,,Y,1,,2013-169303
16,6,24,MD,6,04,6,6,POOR MANS CANYON,6936,24,1800,1107,1493,5,1,1,2,2,1,1730,4711,1050,2,2,4,6,0,1,1,1,0,1,0,2,3752,7406,62,600,70,1,1,1,mdoc1107.tif,00069197.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,104,0,,Y,2,,2013-169304
16,6,10,DE,6,05,6,6,POOR MANS CANYON,6936,24,1815,1107,1493,5,1,2,1,3,1,1745,4701,9996,2,2,7,7,0,1,1,1,0,0,0,6,3752,7406,55,600,71,1,1,1,mdoc1107.tif,00069199.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,94,0,,Y,1,,2013-169305
16,6,24,MD,6,06,6,6,ROCK PILE,6936,24,1830,1107,1493,5,1,1,2,2,1,1800,4711,2161,2,12,7,7,0,1,1,1,0,0,0,3,3739,7422,50,1500,71,1,1,1,mdoc1107.tif,00069201.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,96,0,,Y,1,,2013-169306
16,6,10,DE,6,07,6,6,WASHINGTON CANYON,6936,24,1840,1107,1493,5,1,1,2,2,1,1815,4701,4711,2,2,8,7,0,0,1,1,0,0,0,7,3727,7427,65,1200,71,1,1,1,mdoc1107.tif,00069203.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,98,0,,Y,1,,2013-169307
16,6,24,MD,6,08,6,6,POOR MANS CANYON,6936,24,1850,1107,1493,5,1,1,2,2,1,1830,4701,9996,2,12,8,8,0,1,1,1,0,0,0,3,3752,7406,60,2500,70,1,1,1,mdoc1107.tif,00069205.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,103,0,,Y,2,,2013-169308
16,6,24,MD,6,09,6,6,POOR MANS CANYON,6936,24,1900,1107,1493,5,1,1,2,2,1,1815,7777,9996,2,2,10,10,0,1,1,1,0,0,0,8,3752,7406,59,720,70,1,1,1,mdoc1107.tif,00069207.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,99,0,,Y,2,,2013-169309
16,6,10,DE,6,10,6,6,POOR MANS CANYON,6936,24,1910,1107,1493,5,1,1,2,2,1,1830,2161,4711,2,1,6,8,0,1,1,1,0,0,0,4,3752,7406,60,600,71,1,1,1,mdoc1107.tif,00069209.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,97,0,,Y,2,,2013-169310
16,6,10,DE,6,11,6,6,POOR MANS CANYON,6936,24,1920,1107,1493,5,1,2,2,3,1,1830,4711,4701,2,1,8,12,0,1,1,1,0,0,0,4,3752,7406,54,1200,71,1,1,1,mdoc1107.tif,00069211.tif,2013,0,0,0,ORIGINAL,10,05,19636,1693,0471493,047,6,100,0,,Y,2,,2013-169311
16,6,10,DE,6,01,6,6,POOR MANS CANYON,6936,24,1805,1202,1493,5,1,1,2,2,1,1745,4701,4711,2,2,10,6,0,0,1,1,0,0,0,6,3752,7406,58,600,70,1,1,1,mdoc1202.tif,00069215.tif,2013,0,0,0,ORIGINAL,10,06,19637,1694,0471493,047,6,110,0,,Y,1,,2013-169401
16,6,10,DE,6,02,6,6,POOR MANS CANYON,6936,24,1825,1202,1493,5,1,2,1,3,1,1745,4711,4701,2,2,7,7,0,1,1,1,0,0,0,5,3752,7406,55,600,70,1,1,1,mdoc1202.tif,00069217.tif,2013,0,0,0,ORIGINAL,10,06,19637,1694,0471493,047,6,107,0,,Y,1,,2013-169402
16,6,24,MD,6,03,6,6,POOR MANS CANYON,6936,24,1835,1202,1493,5,1,2,2,3,1,1815,2161,9996,2,1,6,10,0,1,1,1,0,0,0,3,3752,7406,60,3000,71,1,1,1,mdoc1202.tif,00069219.tif,2013,0,0,0,ORIGINAL,10,06,19637,1694,0471493,047,6,108,0,,Y,2,,2013-169403
16,6,24,MD,6,04,6,6,POOR MANS CANYON,6936,24,1845,1202,1493,5,1,1,2,2,1,1815,2161,9996,2,1,7,7,0,1,1,1,0,0,0,5,3752,7406,55,3000,73,1,1,1,mdoc1202.tif,00069221.tif,2013,0,0,0,ORIGINAL,10,06,19637,1694,0471493,047,6,109,0,,Y,2,,2013-169404
16,6,24,MD,6,01,6,6,WASHINGTON CANYON,7472,24,1750,2110,0938,7,1,1,2,2,1,1730,4701,9996,2,1,6,6,0,0,1,1,0,0,0,3,3727,7427,68,600,78,1,1,1,mdoc2110.tif,00069225.tif,2013,0,0,0,ORIGINAL,10,03,19634,1695,0470938,047,6,129,0,,Y,1,,2013-169501
16,6,24,MD,6,02,6,6,WASHINGTON CANYON,7472,24,1820,2110,0938,7,1,1,2,2,1,1800,4711,9996,2,1,3,9,0,0,1,0,0,1,0,4,3727,7427,63,1200,68,2,2,2,mdoc2110.tif,00069228.tif,2013,0,0,0,ORIGINAL,10,03,19634,1695,0470938,047,6,127,0,,Y,2,,2013-169502
16,6,24,MD,6,03,6,6,WASHINGTON CANYON,7472,24,1830,2110,0938,7,1,2,1,3,6,1805,4711,9996,2,1,4,6,0,0,1,0,0,1,0,5,3727,7427,58,650,98,1,1,1,mdoc2110.tif,00069229.tif,2013,0,1,0,ORIGINAL,10,03,19634,1695,0470938,047,6,130,0,,N,1,,2013-169503
16,6,24,MD,6,04,6,6,WASHINGTON CANYON,7472,24,1850,2110,0938,7,1,1,2,2,1,1810,4711,9996,2,1,4,8,0,0,1,0,0,1,0,3,3727,7427,67,800,70,1,1,1,mdoc2110.tif,00069231.tif,2013,0,0,0,ORIGINAL,10,03,19634,1695,0470938,047,6,126,0,,Y,1,,2013-169504
16,6,24,MD,6,05,6,6,WASHINGTON CANYON,7472,24,1905,2110,0938,7,1,1,1,3,1,1830,4711,4691,2,12,8,17,0,1,1,1,0,1,0,5,3727,7427,63,600,68,1,2,1,mdoc2110.tif,00069233.tif,2013,0,1,0,ORIGINAL,10,03,19634,1695,0470938,047,6,128,0,,Y,1,,2013-169505
17,6,34,NJ,6,01,6,JIGGING,HUDSON CANYON,6013,34,1200,2210,9118,10,1,2,1,3,1,1030,4711,9996,2,12,4,8,0,1,1,0,0,1,1,6,3930,7220,95,2400,71,1,1,1,njoc2210.tif,00069258.tif,2013,0,0,0,ORIGINAL,10,02,19633,1700,0299118,029,5,196,0,,Y,2,,2013-170001
17,6,36,NY,6,01,6,6,HUDSON CANYON,7490,36,1815,1202,0624,1,1,2,1,3,1,1800,4711,9996,2,2,5,8,0,0,1,1,0,0,0,3,3930,7220,90,700,67,1,1,1,nyoc1202.tif,00069267.tif,2013,0,1,0,ORIGINAL,10,05,19636,1703,0590624,059,4,205,0,,Y,2,,2013-170301
17,6,36,NY,6,02,6,6,7,7490,36,1852,1202,0213,1,1,1,2,4,6,9997,3551,9996,2,2,3,6,0,0,1,1,0,0,0,3,9998,9998,25,120,67,2,2,1,nyoc1202.tif,00069269.tif,2013,0,1,0,ORIGINAL,10,05,19636,1703,0590213,059,4,207,0,,N,1,,2013-170302
17,6,36,NY,6,03,6,6,HUDSON CANYON,7490,36,1908,1202,0213,1,1,1,2,2,7,1900,4679,9996,2,2,9,8,1,0,1,1,0,0,0,1,3930,7220,85,450,67,1,1,1,nyoc1202.tif,00069271.tif,2013,0,1,1,ORIGINAL,10,05,19636,1703,0590213,059,4,206,0,,Y,2,,2013-170303
17,6,44,RI,6,01,6,6,ATLANTIS CANYON,7493,44,1405,1210,0258,9,4,1,2,2,1,1300,4711,1050,2,12,7,15,0,1,1,1,0,1,0,3,3947,7013,120,1250,74,1,1,1,rioc1210.tif,00069275.tif,2013,0,0,0,ORIGINAL,10,06,19637,1705,0030258,003,,217,1,Q25;,Y,2,,2013-170501
