tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
16,6,25,MA,6,01,6,6,SCANTUM BASIN,7435,25,1610,2209,9012,15,1,1,2,1,1,1550,4671,9996,2,2,2,5,0,1,0,1,0,0,0,2,4250,7025,20,340,59,1,1,2,maoc2209.tif,00068969.tif,2013,0,0,0,ORIGINAL,10,01,19632,1644,0099012,009,2,182,0,,Y,2,,2013-164401
16,6,25,MA,6,02,6,LIVE LINE,STELLWAGEN BANK N,7435,25,1730,2209,9012,15,1,2,1,3,1,1715,4671,9996,2,2,4,8,1,0,0,0,0,1,1,3,4225,7025,17,260,69,1,1,2,maoc2209.tif,00068970.tif,2013,0,1,0,ORIGINAL,10,01,19632,1644,0099012,009,2,181,0,,Y,2,,2013-164402
16,6,34,NJ,6,01,6,6,WILMINGTON CANYON,7370,34,1815,2110,1131,3,1,1,2,2,1,1800,4656,9996,2,1,5,7,0,0,1,1,0,0,0,8,3824,7327,60,600,72,1,1,1,njoc2110.tif,00068998.tif,2013,0,1,0,ORIGINAL,10,01,19632,1655,0091131,009,5,188,0,,N,2,,2013-165501
16,6,34,NJ,6,01,6,6,WASHINGTON CANYON,7361,34,1605,2201,1131,3,1,1,2,2,1,1400,4711,2161,2,1,4,18,0,1,1,1,0,1,0,5,3727,7427,75,600,71,1,1,1,njoc2201.tif,00069005.tif,2013,0,0,0,ORIGINAL,10,02,19633,1656,0091131,009,5,192,0,,Y,2,,2013-165601
16,6,34,NJ,6,01,6,6,MUD HOLE,7409,34,1549,2209,1050,6,1,1,2,2,1,1500,3531,3551,2,2,4,6,1,0,1,0,1,1,0,3,4010,7335,20,216,67,1,1,1,njoc2209.tif,00069014.tif,2013,0,0,0,ORIGINAL,10,02,19633,1658,0251050,025,5,195,0,,Y,2,,2013-165801
16,6,51,VA,6,01,6,6,NORFOLK CANYON,7489,51,1750,2104,0088,3,1,2,1,3,1,1730,4691,1050,2,2,7,7,0,0,1,1,0,0,0,5,3705,7435,57,1200,70,1,1,1,vaoc2104.tif,00069048.tif,2013,0,0,0,ORIGINAL,10,02,19633,1662,8100088,810,7,234,0,,Y,1,,2013-166201
16,6,51,VA,6,02,6,6,NORFOLK CANYON,7489,51,1810,2104,0088,3,1,2,1,3,1,1745,4691,4711,2,2,9,8,0,0,1,1,0,0,0,4,3705,7435,65,900,72,1,1,1,vaoc2104.tif,00069050.tif,2013,0,0,0,ORIGINAL,10,02,19633,1662,8100088,810,7,235,0,,Y,1,,2013-166202
16,6,51,VA,6,01,6,6,CIGAR,7421,51,1740,2201,0002,1,1,1,2,2,1,1730,1050,4720,2,2,9,8,0,0,1,1,0,0,0,6,3630,7450,55,300,71,1,1,1,vaoc2201.tif,00069056.tif,2013,0,0,0,ORIGINAL,10,02,19633,1664,8100002,810,7,236,0,,Y,1,,2013-166401
16,6,37,NC,6,02,6,6,NORFOLK CANYON,7421,51,1825,2201,0091,1,1,2,2,3,1,1815,4656,9996,2,2,10,9,0,0,1,1,0,0,0,7,3705,7435,65,750,71,1,1,1,vaoc2201.tif,00069058.tif,2013,0,0,0,ORIGINAL,10,02,19633,1664,8100091,810,7,237,0,,Y,1,,2013-166402
16,6,10,DE,6,01,6,6,NORFOLK CANYON,6936,24,1730,2102,1493,5,1,1,2,3,2,1700,2161,9996,2,1,6,30,0,0,1,1,0,0,0,3,3705,7435,90,1200,70,1,1,1,mdoc2102.tif,00069062.tif,2013,0,1,0,ORIGINAL,10,03,19634,1665,0471493,047,6,120,0,,N,2,,2013-166501
16,6,51,VA,6,02,6,6,NORFOLK CANYON,6936,24,1745,2102,1493,5,1,1,2,2,1,1700,4701,9996,2,1,6,7,0,0,1,1,0,0,0,4,3705,7435,82,600,72,1,1,1,mdoc2102.tif,00069064.tif,2013,0,0,0,ORIGINAL,10,03,19634,1665,0471493,047,6,115,0,,Y,1,,2013-166502
16,6,10,DE,6,03,6,6,BALTIMORE CANYON,6936,24,1830,2102,1493,5,1,2,2,3,1,1815,7777,9996,2,12,10,7,0,1,1,1,0,0,0,6,3814,7350,60,600,73,1,1,1,mdoc2102.tif,00069066.tif,2013,0,0,0,ORIGINAL,10,03,19634,1665,0471493,047,6,117,0,,Y,1,,2013-166503
16,6,24,MD,6,04,6,6,WASHINGTON CANYON,6936,24,1850,2102,1493,5,1,2,1,3,1,1830,4711,4701,2,1,6,12,0,0,1,1,0,1,0,5,3727,7427,62,1500,72,1,1,1,mdoc2102.tif,00069068.tif,2013,0,0,0,ORIGINAL,10,03,19634,1665,0471493,047,6,116,0,,Y,1,,2013-166504
16,6,24,MD,6,05,6,6,WASHINGTON CANYON,6936,24,1900,2102,1493,5,1,1,2,2,1,1845,4711,1050,2,1,4,8,0,0,1,1,0,1,0,5,3727,7427,56,1500,70,1,1,1,mdoc2102.tif,00069070.tif,2013,0,0,0,ORIGINAL,10,03,19634,1665,0471493,047,6,119,0,,Y,2,,2013-166505
16,6,37,NC,6,06,6,6,WASHINGTON CANYON,6936,24,1915,2102,1493,5,1,2,1,3,1,1900,4711,4701,2,1,8,8,0,0,1,1,0,1,0,6,3727,7427,60,1200,70,1,1,1,mdoc2102.tif,00069072.tif,2013,0,0,0,ORIGINAL,10,03,19634,1665,0471493,047,6,118,0,,Y,2,,2013-166506
16,6,24,MD,6,01,6,6,WASHINGTON CANYON,6555,24,1625,2109,0856,4,3,1,2,2,1,1621,4656,4720,2,2,6,7,0,1,1,1,0,0,0,2,3725,7425,50,180,68,1,1,1,mdoc2109.tif,00069081.tif,2013,0,1,0,ORIGINAL,10,03,19634,1668,0470856,047,6,122,0,,Y,2,,2013-166801
16,6,24,MD,6,02,6,6,WASHINGTON CANYON,6555,24,1814,2109,0856,4,3,1,2,2,1,1810,4656,9996,2,1,7,4,0,0,1,0,0,1,0,5,3725,7425,72,99998,67,1,1,1,mdoc2109.tif,00069083.tif,2013,0,1,0,ORIGINAL,10,03,19634,1668,0470856,047,6,124,0,,Y,2,,2013-166802
16,6,24,MD,6,03,6,6,WASHINGTON CANYON,6555,24,1819,2109,0856,4,3,1,2,3,1,1816,4656,9996,2,12,5,8,0,0,1,0,0,1,0,4,3725,7425,70,400,70,1,1,1,mdoc2109.tif,00069085.tif,2013,0,0,0,ORIGINAL,10,03,19634,1668,0470856,047,6,123,0,,Y,2,,2013-166803
16,6,10,DE,6,04,6,6,WASHINGTON CANYON,6555,24,1838,2109,0856,4,3,1,2,2,1,1835,4711,9996,2,1,4,8,0,0,1,0,0,1,0,4,3725,7425,70,725,98,1,1,1,mdoc2109.tif,00069087.tif,2013,0,0,0,ORIGINAL,10,03,19634,1668,0470856,047,6,121,0,,Y,2,,2013-166804
16,6,10,DE,6,05,6,6,WASHINGTON CANYON,6555,24,1842,2109,0856,4,3,1,2,8,6,1838,4711,9996,2,2,4,8,0,0,1,0,0,1,0,5,3725,7425,68,510,68,1,1,1,mdoc2109.tif,00069089.tif,2013,0,0,0,ORIGINAL,10,03,19634,1668,0470856,047,6,125,0,,N,2,,2013-166805
16,6,37,NC,6,01,6,6,NORFOLK CANYON,7489,51,1725,2210,0088,3,1,2,1,3,1,1715,4701,1050,2,12,8,6,0,1,1,1,0,0,0,5,3705,7435,72,3000,71,1,1,1,vaoc2210.tif,00069096.tif,2013,0,1,0,ORIGINAL,10,03,19634,1670,8100088,810,7,245,0,,Y,1,,2013-167001
16,6,51,VA,6,02,6,6,NORFOLK CANYON,7489,51,1730,2210,0088,3,1,2,1,3,1,1715,4711,4701,2,2,8,8,0,0,1,1,0,0,0,5,3705,7435,73,1200,70,1,1,1,vaoc2210.tif,00069098.tif,2013,1,1,0,ORIGINAL,10,03,19634,1670,8100088,810,7,247,0,,Y,1,,2013-167002
16,6,37,NC,6,03,6,6,950 LINE,7489,51,1820,2210,0438,3,1,1,2,2,2,1810,2161,4720,2,2,6,8,0,0,1,1,0,0,0,3,9998,9998,69,390,75,1,1,1,vaoc2210.tif,00069100.tif,2013,0,1,0,ORIGINAL,10,03,19634,1670,8100438,810,7,248,0,,Y,2,,2013-167003
16,6,51,VA,6,04,6,6,NORFOLK CANYON,7489,51,1825,2210,0438,3,1,1,2,2,1,1500,7777,9996,2,12,7,7,0,0,1,1,0,0,0,1,3705,7435,62,600,70,1,1,1,vaoc2210.tif,00069102.tif,2013,0,0,0,ORIGINAL,10,03,19634,1670,8100438,810,7,246,0,,Y,1,,2013-167004
