tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
153401,6,45,SC,6,01,6,6,100 LINE,7421,51,1715,2101,0091,1,1,1,2,3,1,1700,2161,9996,2,1,4,8,0,0,1,1,0,0,0,6,9998,9998,65,3000,81,1,1,1,VASE2101.pdf,00103841.tif,2016,0,1,0,ORIGINAL,09,01,20698,1534,8100091,810,7,678,0,,N,2,,2016-153401
153402,6,51,VA,6,02,6,6,CIGAR,7421,51,1810,2101,0002,1,1,1,2,2,1,1745,2161,9996,2,1,5,7,0,0,1,1,0,0,0,6,3630,7450,65,3000,81,1,2,1,VASE2101.pdf,00103843.tif,2016,0,0,0,ORIGINAL,09,01,20698,1534,8100002,810,7,676,0,,Y,2,,2016-153402
153403,6,51,VA,6,03,6,6,NORFOLK CANYON,7421,51,1830,2101,0091,1,1,1,2,1,1,1815,2161,2171,2,1,6,8,0,0,1,1,0,0,0,5,3705,7435,77,2800,82,1,2,1,VASE2101.pdf,00103845.tif,2016,0,0,0,ORIGINAL,09,01,20698,1534,8100091,810,7,677,0,,Y,2,,2016-153403
153404,6,51,VA,6,04,6,6,NORFOLK CANYON,7421,51,1855,2101,0091,1,1,1,2,3,1,1840,2161,2171,2,1,6,8,0,0,1,1,0,0,0,4,3705,7435,72,3000,81,1,2,1,VASE2101.pdf,00103847.tif,2016,0,0,0,ORIGINAL,09,01,20698,1534,8100091,810,7,679,0,,Y,2,,2016-153404
153701,6,25,MA,6,01,6,6,STELLWAGEN BANK,7676,25,1640,2210,9038,9,1,2,1,3,1,1610,4670,9996,2,2,4,10,0,1,0,1,0,0,0,5,9997,9997,25,220,66,2,1,2,MASE2210.pdf,00103855.tif,2016,0,1,0,ORIGINAL,09,01,20698,1537,0239038,023,2,420,1,Q24_LONG/LAT;,Y,2,,2016-153701
154001,6,25,MA,6,01,6,LIVE LINING,STELLWAGEN BANK,7645,25,1605,1101,0279,18,3,1,2,3,1,1555,4679,9996,2,2,3,8,1,0,0,0,0,0,1,2,4216,7017,7,130,98,1,2,2,MASE1101.pdf,00103864.tif,2016,1,0,0,ORIGINAL,09,03,20700,1540,0010279,001,2,222,0,,Y,2,,2016-154001
154002,6,25,MA,6,02,6,LIVE LINING,STELLWAGEN BANK,7645,25,1621,1101,0279,18,3,1,2,1,1,1616,4671,4679,2,2,2,6,1,0,0,0,0,0,1,2,4216,7017,10,165,68,1,2,2,MASE1101.pdf,00103865.tif,2016,1,1,0,ORIGINAL,09,03,20700,1540,0010279,001,2,225,0,,Y,2,,2016-154002
154003,6,25,MA,6,03,6,6,STELLWAGEN BANK S,7645,25,1652,1101,0279,18,3,1,2,2,1,1646,4677,9996,2,2,1,4,0,1,0,1,0,0,0,1,4210,7015,5,135,66,1,2,2,MASE1101.pdf,00103866.tif,2016,0,0,0,ORIGINAL,09,03,20700,1540,0010279,001,2,224,0,,Y,2,,2016-154003
154004,6,25,MA,6,04,6,LIVE LINING,STELLWAGEN BANK S,7645,25,1751,1101,0279,18,3,1,2,2,2,1743,4676,4678,2,1,3,9,1,0,0,1,0,0,1,2,4210,7015,6,130,98,1,1,2,MASE1101.pdf,00103867.tif,2016,1,0,0,ORIGINAL,09,03,20700,1540,0010279,001,2,223,0,,Y,2,,2016-154004
154101,6,25,MA,6,01,6,LIVE LINING,JEFFREYS LEDGE,7600,25,1800,1103,0024,15,1,1,2,1,2,1700,4671,9996,2,1,4,70,1,0,1,0,0,0,1,2,4255,7010,18,170,66,1,1,1,MASE1103.pdf,00103870.tif,2016,0,1,0,ORIGINAL,09,04,20701,1541,0090024,009,2,226,1,Q20;,Y,2,,2016-154101
154201,6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK SW,7649,25,1440,1115,0217,8,3,1,2,2,1,1430,4670,9996,2,2,2,5,1,0,0,0,0,0,1,2,4210,7015,10,135,71,1,2,1,MASE1115.pdf,00103893.tif,2016,0,1,0,ORIGINAL,09,03,20700,1542,0230217,023,2,254,0,,Y,2,,2016-154201
154202,6,25,MA,6,02,6,DRIFTING,STELLWAGEN BANK SW,7649,25,1500,1115,0217,8,3,1,2,3,1,1450,4671,9996,2,1,2,4,1,0,0,0,0,0,1,1,4210,7015,15,140,66,2,2,1,MASE1115.pdf,00103895.tif,2016,0,0,0,ORIGINAL,09,03,20700,1542,0230217,023,2,256,0,,Y,2,,2016-154202
