tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,prep,recno,s_index,serrflag,sprobfld,id
13,9996,9996,509,1,9996,7409,10,1,2013,09,08,0290894,0,0,34,01,1118,1,njse1118.tif,00067253.tif,ORIGINAL,1050,1324,0,2,72,0,,2013-132401
16,9996,9996,514,2,9996,7415,3,1,2013,09,26,8100088,0,0,51,01,2203,1,vase2203.tif,00068832.tif,ORIGINAL,1050,1618,0,9,162,0,,2013-161801
14,9996,9996,521,1,9996,7493,11,1,2013,09,20,0090475,0,1,44,01,2220,1,rise2220.tif,00068271.tif,ORIGINAL,1050,1490,0,3,104,0,,2013-149001
15,9996,9996,524,1,9996,6478,2,1,2013,09,25,0051599,0,0,10,01,2206,1,dese2206.tif,00068409.tif,ORIGINAL,1050,1527,0,4,17,0,,2013-152701
13,9996,9996,526,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,6,32,0,,2013-132802
13,9996,9996,533,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,4,30,0,,2013-132802
14,9996,9996,536,1,9996,6778,7,1,2013,09,15,0010024,0,0,51,05,1203,1,vase1203.tif,00067876.tif,ORIGINAL,1050,1416,0,2,142,0,,2013-141605
14,9996,9996,546,8,9996,6416,6,1,2013,09,07,0251005,0,0,34,02,1115,1,njse1115.tif,00067826.tif,ORIGINAL,1050,1409,0,4,61,0,,2013-140902
13,9996,9996,557,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,04,1202,1,mdse1202.tif,00067313.tif,ORIGINAL,1050,1328,0,2,41,0,,2013-132804
12,9996,9996,558,8,9996,6778,7,1,2013,09,01,0011199,0,0,51,01,1104,1,vase1104.tif,00067403.tif,ORIGINAL,1050,1269,0,1,122,0,,2013-126901
14,9996,9996,558,2,9996,7489,1,1,2013,09,14,8100002,0,0,51,01,1109,1,vase1109.tif,00068006.tif,ORIGINAL,1050,1427,0,7,186,0,,2013-142701
14,9996,9996,560,2,9996,7493,11,1,2013,09,20,0090475,0,1,44,01,2220,1,rise2220.tif,00068271.tif,ORIGINAL,1050,1490,2,1,102,0,,2013-149001
14,9996,9996,563,8,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,8,119,0,,2013-141801
13,9996,9996,564,2,9996,6778,7,1,2013,09,07,0010024,0,1,51,04,1101,1,vase1101.tif,00067428.tif,ORIGINAL,1050,1342,0,4,129,0,,2013-134204
13,9996,9996,565,2,9996,7415,3,1,2013,09,04,8100088,0,0,51,02,2102,1,vase2102.tif,00067086.tif,ORIGINAL,1050,1300,0,2,146,0,,2013-130002
12,9996,9996,566,2,9996,6936,5,1,2013,09,01,0471493,0,0,24,03,1107,1,mdse1107.tif,00066896.tif,ORIGINAL,1050,1256,0,1,23,0,,2013-125603
14,9996,9996,566,2,9996,7421,1,1,2013,09,21,8100091,0,0,51,02,1204,1,vase1204.tif,00068513.tif,ORIGINAL,1050,1491,0,2,167,0,,2013-149102
14,9996,9996,580,8,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,1,112,0,,2013-141801
15,9996,9996,581,2,9996,7466,4,1,2013,09,21,1030134,0,0,36,06,1102,1,nyse1102.tif,00068569.tif,ORIGINAL,1050,1518,0,10,93,0,,2013-151806
16,9996,9996,581,2,9996,7415,3,1,2013,09,26,8100088,0,0,51,01,2203,1,vase2203.tif,00068832.tif,ORIGINAL,1050,1618,0,5,158,0,,2013-161801
13,9996,9996,582,8,9996,6783,7,1,2013,09,08,0470938,0,0,24,03,1210,1,mdse1210.tif,00067211.tif,ORIGINAL,1050,1317,0,3,21,0,,2013-131703
15,9996,9996,582,2,9996,7466,5,1,2013,09,14,1030037,0,0,36,02,1202,1,nyse1202.tif,00068443.tif,ORIGINAL,1050,1535,0,2,95,0,,2013-153502
14,9996,9996,582,8,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,3,114,0,,2013-141801
14,9996,9996,582,8,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,6,117,0,,2013-141801
16,9996,9996,583,2,9996,7415,3,1,2013,09,26,8100088,0,0,51,01,2203,1,vase2203.tif,00068832.tif,ORIGINAL,1050,1618,0,3,156,0,,2013-161801
13,9996,9996,584,2,9996,7489,1,1,2013,09,07,8100002,0,0,51,04,1206,1,vase1206.tif,00067475.tif,ORIGINAL,1050,1344,0,1,178,0,,2013-134404
14,9996,9996,584,2,9996,7489,1,1,2013,09,14,8100002,0,0,51,01,1109,1,vase1109.tif,00068006.tif,ORIGINAL,1050,1427,0,5,184,0,,2013-142701
14,9996,9996,584,2,9996,7489,1,1,2013,09,14,8100002,0,0,51,01,1109,1,vase1109.tif,00068006.tif,ORIGINAL,1050,1427,0,6,185,0,,2013-142701
13,9996,9996,588,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,9,35,0,,2013-132802
15,9996,9996,591,2,9996,7466,5,1,2013,09,14,1030037,0,0,36,02,1202,1,nyse1202.tif,00068443.tif,ORIGINAL,1050,1535,0,4,97,0,,2013-153502
14,9996,9996,593,2,9996,7427,11,1,2013,09,21,0091131,0,0,34,02,1126,1,njse1126.tif,00068217.tif,ORIGINAL,1050,1476,0,4,84,0,,2013-147602
13,9996,9996,594,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,3,29,0,,2013-132802
15,9996,9996,599,2,9996,7415,1,1,2013,09,25,8100091,0,1,51,01,2202,1,vase2202.tif,00068554.tif,ORIGINAL,1050,1555,0,3,152,0,,2013-155501
14,9996,9996,601,2,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,4,115,0,,2013-141801
15,9996,9996,601,2,9996,7415,1,1,2013,09,25,8100091,0,1,51,01,2202,1,vase2202.tif,00068554.tif,ORIGINAL,1050,1555,0,4,153,0,,2013-155501
13,9996,9996,602,1,9996,7409,10,1,2013,09,08,0290894,0,0,34,01,1118,1,njse1118.tif,00067253.tif,ORIGINAL,1050,1324,0,1,71,0,,2013-132401
14,9996,9996,602,2,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,2,113,0,,2013-141801
14,9996,9996,602,2,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,7,118,0,,2013-141801
16,9996,9996,602,2,9996,7415,3,1,2013,09,26,8100088,0,0,51,01,2203,1,vase2203.tif,00068832.tif,ORIGINAL,1050,1618,0,6,159,0,,2013-161801
15,9996,9996,605,2,9996,7415,1,1,2013,09,25,8100091,0,1,51,01,2202,1,vase2202.tif,00068554.tif,ORIGINAL,1050,1555,0,1,150,0,,2013-155501
13,9996,9996,606,2,9996,7409,10,1,2013,09,07,0290894,0,0,34,02,1202,1,njse1202.tif,00067268.tif,ORIGINAL,1050,1326,0,4,78,0,,2013-132602
13,9996,9996,608,2,9996,7409,10,1,2013,09,08,0290894,0,0,34,01,1118,1,njse1118.tif,00067253.tif,ORIGINAL,1050,1324,0,3,73,0,,2013-132401
13,9996,9996,608,2,9996,7409,10,1,2013,09,07,0290894,0,0,34,02,1202,1,njse1202.tif,00067268.tif,ORIGINAL,1050,1326,0,2,76,0,,2013-132602
13,9996,9996,609,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,03,1202,1,mdse1202.tif,00067311.tif,ORIGINAL,1050,1328,0,2,37,0,,2013-132803
13,9996,9996,609,2,9996,7409,10,1,2013,09,07,0290894,0,0,34,02,1202,1,njse1202.tif,00067268.tif,ORIGINAL,1050,1326,0,5,79,0,,2013-132602
14,9996,9996,611,1,9996,6936,5,1,2013,09,15,0471493,0,0,24,01,1114,1,mdse1114.tif,00067795.tif,ORIGINAL,1050,1405,0,1,44,0,,2013-140501
13,9996,9996,616,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,5,31,0,,2013-132802
14,9996,9996,617,2,9996,7427,11,1,2013,09,21,0091131,0,0,34,02,1126,1,njse1126.tif,00068217.tif,ORIGINAL,1050,1476,0,2,82,0,,2013-147602
13,9996,9996,618,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,7,33,0,,2013-132802
13,9996,9996,620,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,2,28,0,,2013-132802
14,9996,9996,621,2,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,10,121,0,,2013-141801
14,9996,9996,627,2,9996,6416,6,1,2013,09,07,0251005,0,0,34,02,1115,1,njse1115.tif,00067826.tif,ORIGINAL,1050,1409,0,3,60,0,,2013-140902
12,9996,9996,631,2,9996,6633,3,1,2013,09,07,8100088,0,0,51,03,1207,1,vase1207.tif,00067072.tif,ORIGINAL,1050,1299,0,2,108,0,,2013-129903
14,9996,9996,632,2,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,9,120,0,,2013-141801
17,9996,9996,634,2,9996,6416,6,1,2013,09,15,0251050,0,0,34,01,1122,1,njse1122.tif,00069480.tif,ORIGINAL,1050,1755,0,6,63,0,,2013-175501
14,9996,9996,634,1,9996,6633,1,1,2013,09,11,8100002,0,0,51,01,2206,1,vase2206.tif,00067884.tif,ORIGINAL,1050,1418,0,5,116,0,,2013-141801
14,9996,9996,635,1,9996,6778,7,1,2013,09,15,0010025,0,0,51,03,1203,1,vase1203.tif,00067874.tif,ORIGINAL,1050,1416,0,3,139,0,,2013-141603
12,9996,9996,635,2,9996,7489,3,1,2013,09,02,8100088,0,0,51,01,1202,1,vase1202.tif,00066977.tif,ORIGINAL,1050,1273,0,5,176,0,,2013-127301
12,9996,9996,636,2,9996,6633,3,1,2013,09,07,8100088,0,0,51,03,1207,1,vase1207.tif,00067072.tif,ORIGINAL,1050,1299,0,1,107,0,,2013-129903
14,9996,9996,638,2,9996,6936,5,1,2013,09,15,0471493,0,0,24,01,1114,1,mdse1114.tif,00067795.tif,ORIGINAL,1050,1405,0,6,48,0,,2013-140501
14,9996,9996,639,2,9996,7427,11,1,2013,09,21,0091131,0,0,34,02,1126,1,njse1126.tif,00068217.tif,ORIGINAL,1050,1476,0,3,83,0,,2013-147602
13,9996,9996,644,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,04,1202,1,mdse1202.tif,00067313.tif,ORIGINAL,1050,1328,0,3,42,0,,2013-132804
14,9996,9996,646,1,9996,7421,1,1,2013,09,21,8100002,0,0,51,05,1204,1,vase1204.tif,00068519.tif,ORIGINAL,1050,1491,0,4,171,0,,2013-149105
14,9996,9996,648,2,9996,7427,11,1,2013,09,07,0091131,0,0,34,08,1116,1,njse1116.tif,00067950.tif,ORIGINAL,1050,1419,0,1,80,0,,2013-141908
14,9996,9996,652,2,9996,6416,6,1,2013,09,07,0251005,0,0,34,02,1115,1,njse1115.tif,00067826.tif,ORIGINAL,1050,1409,0,1,58,0,,2013-140902
13,9996,9996,659,2,9996,7466,4,1,2013,09,07,1030085,0,0,36,20,1207,1,nyse1207.tif,00067385.tif,ORIGINAL,1050,1336,0,6,91,0,,2013-133620
13,9996,9996,660,2,9996,6783,7,1,2013,09,08,0470938,0,0,24,03,1210,1,mdse1210.tif,00067211.tif,ORIGINAL,1050,1317,0,1,19,0,,2013-131703
14,9996,9996,660,1,9996,7489,1,1,2013,09,14,8100002,0,0,51,01,1109,1,vase1109.tif,00068006.tif,ORIGINAL,1050,1427,0,2,181,0,,2013-142701
14,9996,9996,660,2,9996,7489,1,1,2013,09,14,8100002,0,0,51,01,1109,1,vase1109.tif,00068006.tif,ORIGINAL,1050,1427,0,3,182,0,,2013-142701
14,9996,9996,660,2,9996,7489,1,1,2013,09,14,8100002,0,0,51,01,1109,1,vase1109.tif,00068006.tif,ORIGINAL,1050,1427,0,4,183,0,,2013-142701
15,9996,9996,660,2,9996,7489,3,1,2013,09,21,8100088,0,0,51,05,1205,1,vase1205.tif,00068476.tif,ORIGINAL,1050,1542,0,2,191,0,,2013-154205
13,9996,9996,661,1,9996,6936,5,1,2013,09,07,0471493,0,0,24,04,1202,1,mdse1202.tif,00067313.tif,ORIGINAL,1050,1328,0,1,40,0,,2013-132804
14,9996,9996,662,2,9996,6478,2,1,2013,09,20,0051599,0,0,10,03,2205,1,dese2205.tif,00068139.tif,ORIGINAL,1050,1461,0,5,13,0,,2013-146103
14,9996,9996,664,2,9996,6936,5,1,2013,09,15,0471493,0,0,24,01,1114,1,mdse1114.tif,00067795.tif,ORIGINAL,1050,1405,0,2,45,0,,2013-140501
14,9996,9996,664,2,9996,6416,6,1,2013,09,07,0251005,0,0,34,02,1115,1,njse1115.tif,00067826.tif,ORIGINAL,1050,1409,0,2,59,0,,2013-140902
15,9996,9996,664,2,9996,7466,5,1,2013,09,14,1030037,0,0,36,02,1202,1,nyse1202.tif,00068443.tif,ORIGINAL,1050,1535,0,5,98,0,,2013-153502
14,9996,9996,664,2,9996,7421,1,1,2013,09,21,8100002,0,0,51,05,1204,1,vase1204.tif,00068519.tif,ORIGINAL,1050,1491,0,3,170,0,,2013-149105
12,9996,9996,673,2,9996,6936,5,1,2013,09,01,0471493,0,0,24,03,1107,1,mdse1107.tif,00066896.tif,ORIGINAL,1050,1256,0,2,24,0,,2013-125603
13,9996,9996,675,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,03,1202,1,mdse1202.tif,00067311.tif,ORIGINAL,1050,1328,0,4,39,0,,2013-132803
13,9996,9996,678,2,9996,7466,4,1,2013,09,07,1030135,0,0,36,01,1207,1,nyse1207.tif,00067349.tif,ORIGINAL,1050,1336,0,6,87,0,,2013-133601
13,9996,9996,682,2,9996,7415,3,1,2013,09,04,8100088,0,0,51,02,2102,1,vase2102.tif,00067086.tif,ORIGINAL,1050,1300,0,1,145,0,,2013-130002
13,9996,9996,683,2,9996,7370,11,1,2013,09,15,0091131,0,0,34,03,1123,1,njse1123.tif,00067736.tif,ORIGINAL,1050,1392,0,1,68,0,,2013-139203
15,9996,9996,685,2,9996,7489,3,1,2013,09,21,8100088,0,0,51,05,1205,1,vase1205.tif,00068476.tif,ORIGINAL,1050,1542,0,1,190,0,,2013-154205
12,9996,9996,692,2,9996,7409,10,1,2013,09,01,0290279,0,0,34,02,1109,1,njse1109.tif,00066944.tif,ORIGINAL,1050,1262,0,2,70,0,,2013-126202
13,9996,9996,693,2,9996,7415,3,1,2013,09,04,8100088,0,0,51,02,2102,1,vase2102.tif,00067086.tif,ORIGINAL,1050,1300,0,3,147,0,,2013-130002
13,9996,9996,695,1,9996,7370,11,1,2013,09,15,0091131,0,0,34,03,1123,1,njse1123.tif,00067736.tif,ORIGINAL,1050,1392,0,2,69,0,,2013-139203
12,9996,9996,695,2,9996,6593,11,1,2013,09,08,0090414,0,0,44,01,1112,1,rise1112.tif,00067060.tif,ORIGINAL,1050,1297,2,1,100,0,,2013-129701
14,9996,9996,704,2,9996,6478,2,1,2013,09,15,0051599,0,0,10,01,1104,1,dese1104.tif,00067920.tif,ORIGINAL,1050,1421,0,3,10,0,,2013-142101
14,9996,9996,709,2,9996,6936,5,1,2013,09,15,0471493,0,0,24,01,1114,1,mdse1114.tif,00067795.tif,ORIGINAL,1050,1405,0,4,47,0,,2013-140501
12,9996,9996,711,2,9996,7489,3,1,2013,09,02,8100088,0,0,51,01,1202,1,vase1202.tif,00066977.tif,ORIGINAL,1050,1273,0,4,175,0,,2013-127301
15,9996,9996,711,2,9996,7489,3,1,2013,09,21,8100088,0,0,51,05,1205,1,vase1205.tif,00068476.tif,ORIGINAL,1050,1542,0,3,192,0,,2013-154205
13,9996,9996,715,1,9996,7472,7,1,2013,09,07,0470938,0,0,24,01,1102,1,mdse1102.tif,00067113.tif,ORIGINAL,1050,1312,0,1,49,0,,2013-131201
16,9996,9996,715,1,9996,7415,3,1,2013,09,26,8100088,0,0,51,01,2203,1,vase2203.tif,00068832.tif,ORIGINAL,1050,1618,0,4,157,0,,2013-161801
13,9996,9996,717,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,8,34,0,,2013-132802
13,9996,9996,718,1,9996,7415,3,1,2013,09,04,8100088,0,0,51,02,2102,1,vase2102.tif,00067086.tif,ORIGINAL,1050,1300,0,5,149,0,,2013-130002
14,9996,9996,720,1,9996,6936,5,1,2013,09,15,0471493,1,0,24,01,1114,1,mdse1114.tif,00067795.tif,ORIGINAL,1050,1405,0,3,46,0,,2013-140501
13,9996,9996,721,1,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,1,27,0,,2013-132802
15,9996,9996,723,1,9996,7415,1,1,2013,09,25,8100091,0,1,51,01,2202,1,vase2202.tif,00068554.tif,ORIGINAL,1050,1555,0,2,151,0,,2013-155501
15,9996,9996,728,2,9996,7466,5,1,2013,09,14,1030037,0,0,36,02,1202,1,nyse1202.tif,00068443.tif,ORIGINAL,1050,1535,0,3,96,0,,2013-153502
14,9996,9996,730,2,9996,6478,2,1,2013,09,15,0051599,0,0,10,01,1104,1,dese1104.tif,00067920.tif,ORIGINAL,1050,1421,0,5,12,0,,2013-142101
16,9996,9996,736,2,9996,7415,3,1,2013,09,26,8100088,0,0,51,01,2203,1,vase2203.tif,00068832.tif,ORIGINAL,1050,1618,0,2,155,0,,2013-161801
15,9996,9996,742,1,9996,7466,4,1,2013,09,15,1030135,0,0,36,02,1107,1,nyse1107.tif,00068436.tif,ORIGINAL,1050,1534,0,2,94,0,,2013-153402
14,9996,9996,745,1,9996,6778,7,1,2013,09,15,0010024,0,0,51,05,1203,1,vase1203.tif,00067876.tif,ORIGINAL,1050,1416,0,1,141,0,,2013-141605
13,9996,9996,746,2,9996,7466,4,1,2013,09,07,1030135,0,0,36,01,1207,1,nyse1207.tif,00067349.tif,ORIGINAL,1050,1336,0,4,85,0,,2013-133601
14,9996,9996,748,2,9996,7421,1,1,2013,09,21,8100091,0,0,51,02,1204,1,vase1204.tif,00068513.tif,ORIGINAL,1050,1491,0,1,166,0,,2013-149102
12,9996,9996,752,2,9996,6936,5,1,2013,09,01,0471493,0,0,24,02,1107,1,mdse1107.tif,00066894.tif,ORIGINAL,1050,1256,0,1,22,0,,2013-125602
16,9996,9996,755,2,9996,7415,3,1,2013,09,26,8100088,0,0,51,01,2203,1,vase2203.tif,00068832.tif,ORIGINAL,1050,1618,0,8,161,0,,2013-161801
13,9996,9996,757,2,9996,7466,4,1,2013,09,07,1030085,0,0,36,20,1207,1,nyse1207.tif,00067385.tif,ORIGINAL,1050,1336,0,5,90,0,,2013-133620
13,9996,9996,758,1,9996,7472,7,1,2013,09,07,0470938,0,0,24,01,1102,1,mdse1102.tif,00067113.tif,ORIGINAL,1050,1312,0,2,50,0,,2013-131201
14,9996,9996,762,2,9996,6778,7,1,2013,09,15,0010025,0,0,51,03,1203,1,vase1203.tif,00067874.tif,ORIGINAL,1050,1416,0,2,138,0,,2013-141603
14,9996,9996,765,1,9996,6013,10,1,2013,09,15,0290894,0,0,34,04,1205,1,njse1205.tif,00067991.tif,ORIGINAL,1050,1424,0,4,57,0,,2013-142404
14,9996,9996,772,2,9996,6936,5,1,2013,09,14,0471493,0,0,24,04,1112,1,mdse1112.tif,00067969.tif,ORIGINAL,1050,1404,0,1,43,0,,2013-140404
16,9996,9996,784,2,9996,7415,3,1,2013,09,19,8100088,0,0,51,03,2209,1,vase2209.tif,00069027.tif,ORIGINAL,1050,1672,0,2,164,0,,2013-167203
13,9996,9996,785,2,9996,7466,4,1,2013,09,07,1030135,0,0,36,01,1207,1,nyse1207.tif,00067349.tif,ORIGINAL,1050,1336,0,5,86,0,,2013-133601
12,9996,9996,787,1,9996,7489,3,1,2013,09,02,8100088,0,0,51,01,1202,1,vase1202.tif,00066977.tif,ORIGINAL,1050,1273,0,3,174,0,,2013-127301
13,9996,9996,792,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,02,1202,1,mdse1202.tif,00067309.tif,ORIGINAL,1050,1328,0,10,36,0,,2013-132802
13,9996,9996,794,1,9996,7370,3,1,2013,09,07,0090900,0,0,34,01,1114,1,njse1114.tif,00067248.tif,ORIGINAL,1050,1322,0,2,65,0,,2013-132201
12,9996,9996,800,2,9996,6633,3,1,2013,09,07,8100088,0,0,51,04,1207,1,vase1207.tif,00067074.tif,ORIGINAL,1050,1299,0,2,110,0,,2013-129904
13,9996,9996,801,2,9996,7409,10,1,2013,09,07,0290894,0,0,34,02,1202,1,njse1202.tif,00067268.tif,ORIGINAL,1050,1326,0,3,77,0,,2013-132602
14,9996,9996,812,1,9996,6778,7,1,2013,09,15,0010025,0,0,51,03,1203,1,vase1203.tif,00067874.tif,ORIGINAL,1050,1416,0,1,137,0,,2013-141603
12,9996,9996,812,1,9996,7489,3,1,2013,09,02,8100088,0,0,51,01,1202,1,vase1202.tif,00066977.tif,ORIGINAL,1050,1273,0,2,173,0,,2013-127301
15,9996,9996,812,2,9996,7489,3,1,2013,09,21,8100088,0,0,51,01,1205,1,vase1205.tif,00068468.tif,ORIGINAL,1050,1542,0,3,189,0,,2013-154201
14,9996,9996,821,2,9996,6478,2,1,2013,09,15,0051599,0,0,10,01,1104,1,dese1104.tif,00067920.tif,ORIGINAL,1050,1421,0,4,11,0,,2013-142101
16,9996,9996,827,2,9996,7415,3,1,2013,09,26,8100088,0,0,51,01,2203,1,vase2203.tif,00068832.tif,ORIGINAL,1050,1618,0,7,160,0,,2013-161801
16,9996,9996,831,1,9996,7415,3,1,2013,09,26,8100088,0,0,51,01,2203,1,vase2203.tif,00068832.tif,ORIGINAL,1050,1618,0,1,154,0,,2013-161801
12,9996,9996,838,2,9996,6778,7,1,2013,09,01,0010024,0,0,51,02,1104,1,vase1104.tif,00067405.tif,ORIGINAL,1050,1269,0,2,124,0,,2013-126902
15,9996,9996,838,1,9996,7489,3,1,2013,09,21,8100088,0,0,51,07,1205,1,vase1205.tif,00068480.tif,ORIGINAL,1050,1542,0,2,193,0,,2013-154207
13,9996,9996,839,1,9996,7466,5,1,2013,09,11,1030123,0,0,36,01,2210,1,nyse2210.tif,00067753.tif,ORIGINAL,1050,1397,0,1,92,0,,2013-139701
14,9996,9996,843,2,9996,7421,1,1,2013,09,21,8100002,0,0,51,05,1204,1,vase1204.tif,00068519.tif,ORIGINAL,1050,1491,0,1,168,0,,2013-149105
13,9996,9996,848,1,9996,7472,7,1,2013,09,07,0470938,0,0,24,01,1102,1,mdse1102.tif,00067113.tif,ORIGINAL,1050,1312,0,3,51,0,,2013-131201
13,9996,9996,850,2,9996,6936,5,1,2013,09,07,0471493,0,0,24,03,1202,1,mdse1202.tif,00067311.tif,ORIGINAL,1050,1328,0,3,38,0,,2013-132803
16,9996,9996,850,2,9996,7470,2,1,2013,09,28,1039236,0,0,36,01,1115,1,nyse1115.tif,00068870.tif,ORIGINAL,1050,1630,0,2,99,0,,2013-163001
14,9996,9996,862,2,9996,7421,1,1,2013,09,21,8100002,0,0,51,05,1204,1,vase1204.tif,00068519.tif,ORIGINAL,1050,1491,0,2,169,0,,2013-149105
