tracker,id,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
082404,2013-082404,2013,08,24,1202,04,4711,YFT,2,2,0,0,0,0
082405,2013-082405,2013,08,24,1202,05,2161,WHITE MARLIN,0,0,2,0,0,0
082409,2013-082409,2013,08,24,1202,09,3551,SHORTFIN MAKO SHARK,0,0,1,0,0,0
082410,2013-082410,2013,08,24,1202,10,1050,DOLPHIN,1,1,0,0,0,0
082601,2013-082601,2013,08,24,2102,01,2161,WHITE MARLIN,0,0,1,0,0,0
082701,2013-082701,2013,08,24,2103,01,4678,BFT LARGE SCHOOL,1,0,0,0,0,0
082701,2013-082701,2013,08,24,2103,01,4711,YFT,3,0,0,0,0,0
082702,2013-082702,2013,08,24,2103,02,1050,DOLPHIN,0,0,6,0,0,0
082703,2013-082703,2013,08,24,2103,03,2161,WHITE MARLIN,0,0,1,0,0,0
082703,2013-082703,2013,08,24,2103,03,2171,BLUE MARLIN,0,0,1,0,0,0
082704,2013-082704,2013,08,24,2103,04,1050,DOLPHIN,2,2,0,0,0,0
082704,2013-082704,2013,08,24,2103,04,2161,WHITE MARLIN,0,0,1,0,0,0
082704,2013-082704,2013,08,24,2103,04,4711,YFT,22,22,0,0,0,0
082705,2013-082705,2013,08,24,2103,05,4711,YFT,24,24,0,0,0,0
082801,2013-082801,2013,08,24,2108,01,2161,WHITE MARLIN,1,0,0,0,0,1
082802,2013-082802,2013,08,24,2108,02,1050,DOLPHIN,2,0,0,0,0,0
082802,2013-082802,2013,08,24,2108,02,2171,BLUE MARLIN,0,0,1,0,0,0
082804,2013-082804,2013,08,24,2108,04,2171,BLUE MARLIN,0,0,1,0,0,0
082805,2013-082805,2013,08,24,2108,05,4711,YFT,1,0,0,0,0,0
082809,2013-082809,2013,08,24,2108,09,2161,WHITE MARLIN,0,0,1,0,0,0
082809,2013-082809,2013,08,24,2108,09,2171,BLUE MARLIN,0,0,1,0,0,0
082810,2013-082810,2013,08,24,2108,10,1050,DOLPHIN,2,0,0,0,0,0
082811,2013-082811,2013,08,24,2108,11,2171,BLUE MARLIN,0,0,1,0,0,0
082813,2013-082813,2013,08,24,2108,13,2161,WHITE MARLIN,0,0,2,0,0,0
082814,2013-082814,2013,08,24,2108,14,2161,WHITE MARLIN,0,0,5,0,0,0
082815,2013-082815,2013,08,24,2108,15,2161,WHITE MARLIN,0,0,3,0,0,0
082816,2013-082816,2013,08,24,2108,16,2161,WHITE MARLIN,0,0,2,0,0,0
082818,2013-082818,2013,08,24,2108,18,1050,DOLPHIN,1,0,0,0,0,0
082818,2013-082818,2013,08,24,2108,18,2161,WHITE MARLIN,0,0,2,0,0,0
082819,2013-082819,2013,08,24,2108,19,2161,WHITE MARLIN,0,0,1,0,0,0
082819,2013-082819,2013,08,24,2108,19,4711,YFT,1,0,0,0,0,0
082820,2013-082820,2013,08,24,2108,20,2161,WHITE MARLIN,0,0,3,0,0,0
082820,2013-082820,2013,08,24,2108,20,4711,YFT,1,0,0,0,0,0
082821,2013-082821,2013,08,24,2108,21,2161,WHITE MARLIN,0,0,2,0,0,0
082823,2013-082823,2013,08,24,2108,23,1050,DOLPHIN,5,0,0,0,0,0
082823,2013-082823,2013,08,24,2108,23,4711,YFT,1,0,0,0,0,0
082824,2013-082824,2013,08,24,2108,24,2171,BLUE MARLIN,0,0,1,0,0,0
082825,2013-082825,2013,08,24,2108,25,4691,BIGEYE TUNA,1,0,0,0,0,1
082826,2013-082826,2013,08,24,2108,26,1050,DOLPHIN,2,0,0,0,0,0
082826,2013-082826,2013,08,24,2108,26,2161,WHITE MARLIN,0,0,1,0,0,0
082827,2013-082827,2013,08,24,2108,27,2161,WHITE MARLIN,0,0,1,0,0,0
082827,2013-082827,2013,08,24,2108,27,2171,BLUE MARLIN,0,0,1,0,0,0
082827,2013-082827,2013,08,24,2108,27,4711,YFT,3,0,0,0,0,0
082828,2013-082828,2013,08,24,2108,28,1050,DOLPHIN,1,0,0,0,0,0
082828,2013-082828,2013,08,24,2108,28,2161,WHITE MARLIN,0,0,2,0,0,0
082829,2013-082829,2013,08,24,2108,29,1050,DOLPHIN,1,0,0,0,0,0
082829,2013-082829,2013,08,24,2108,29,2161,WHITE MARLIN,0,0,2,0,0,0
082832,2013-082832,2013,08,24,2108,32,2161,WHITE MARLIN,0,0,2,0,0,0
082832,2013-082832,2013,08,24,2108,32,4701,ALBACORE TUNA,1,0,0,0,0,0
082834,2013-082834,2013,08,24,2108,34,2161,WHITE MARLIN,0,0,2,0,0,0
082835,2013-082835,2013,08,24,2108,35,2161,WHITE MARLIN,1,0,1,0,0,1
082836,2013-082836,2013,08,24,2108,36,2161,WHITE MARLIN,0,0,2,0,0,0
082838,2013-082838,2013,08,24,2108,38,1050,DOLPHIN,4,0,0,0,0,0
082840,2013-082840,2013,08,24,2108,40,2161,WHITE MARLIN,0,0,1,0,0,0
082840,2013-082840,2013,08,24,2108,40,2171,BLUE MARLIN,0,0,1,0,0,0
082842,2013-082842,2013,08,24,2108,42,2161,WHITE MARLIN,0,0,1,0,0,0
082901,2013-082901,2013,08,33,1101,01,815,COD,10,0,0,0,0,0
082901,2013-082901,2013,08,33,1101,01,2695,POLLOCK,20,0,0,0,0,0
082902,2013-082902,2013,08,33,1101,02,2120,ATLANTIC MACKEREL,0,0,12,0,0,0
082903,2013-082903,2013,08,33,1101,03,2120,ATLANTIC MACKEREL,12,0,0,0,0,0
083701,2013-083701,2013,08,34,2102,01,4691,BIGEYE TUNA,4,0,0,0,0,0
083701,2013-083701,2013,08,34,2102,01,4711,YFT,1,0,50,0,0,0
083801,2013-083801,2013,08,34,2104,01,4677,BFT SCHOOL,2,1,0,0,0,0
083801,2013-083801,2013,08,34,2104,01,4711,YFT,12,12,0,0,0,0
084201,2013-084201,2013,08,36,1202,01,3531,COMMON THRESHER SHAR,1,1,0,0,0,1
084202,2013-084202,2013,08,36,1202,02,3551,SHORTFIN MAKO SHARK,1,1,0,0,0,1
084202,2013-084202,2013,08,36,1202,02,4931,BLUE SHARK,0,0,3,0,0,0
084203,2013-084203,2013,08,36,1202,03,4180,STRIPED BASS,2,2,0,0,0,0
084203,2013-084203,2013,08,36,1202,03,4701,ALBACORE TUNA,2,2,0,0,0,0
084204,2013-084204,2013,08,36,1202,04,1050,DOLPHIN,2,2,0,0,0,0
084204,2013-084204,2013,08,36,1202,04,3551,SHORTFIN MAKO SHARK,1,1,0,0,0,0
084204,2013-084204,2013,08,36,1202,04,4950,HAMMERHEAD SHARK,0,0,2,0,0,0
084205,2013-084205,2013,08,36,1202,05,3551,SHORTFIN MAKO SHARK,1,1,0,0,0,1
084205,2013-084205,2013,08,36,1202,05,4931,BLUE SHARK,0,0,2,0,0,0
084206,2013-084206,2013,08,36,1202,06,4931,BLUE SHARK,0,0,5,0,0,0
084207,2013-084207,2013,08,36,1202,07,3551,SHORTFIN MAKO SHARK,0,0,1,0,0,0
084208,2013-084208,2013,08,36,1202,08,3551,SHORTFIN MAKO SHARK,0,0,1,0,0,0
084208,2013-084208,2013,08,36,1202,08,4931,BLUE SHARK,0,0,1,0,0,0
084209,2013-084209,2013,08,36,1202,09,3551,SHORTFIN MAKO SHARK,1,1,1,0,0,0
084209,2013-084209,2013,08,36,1202,09,4911,TIGER SHARK,0,0,1,0,0,0
084210,2013-084210,2013,08,36,1202,10,4931,BLUE SHARK,0,0,2,0,0,0
084801,2013-084801,2013,08,44,1203,01,230,BLUEFISH,5,0,0,0,0,0
084802,2013-084802,2013,08,44,1203,02,230,BLUEFISH,5,0,0,0,0,0
084802,2013-084802,2013,08,44,1203,02,4931,BLUE SHARK,0,0,2,0,0,0
084803,2013-084803,2013,08,44,1203,03,230,BLUEFISH,8,2,0,0,0,0
084803,2013-084803,2013,08,44,1203,03,4931,BLUE SHARK,0,0,5,0,0,0
084901,2013-084901,2013,08,44,2212,01,1050,DOLPHIN,1,0,0,0,0,0
085103,2013-085103,2013,08,51,1101,03,2171,BLUE MARLIN,0,0,1,0,0,0
085104,2013-085104,2013,08,51,1101,04,2161,WHITE MARLIN,0,0,1,0,0,0
085105,2013-085105,2013,08,51,1101,05,2161,WHITE MARLIN,0,0,2,0,0,0
085205,2013-085205,2013,08,51,1102,05,1050,DOLPHIN,6,1,0,0,0,0
085206,2013-085206,2013,08,51,1102,06,1050,DOLPHIN,4,4,0,0,0,0
085206,2013-085206,2013,08,51,1102,06,4681,LITTLE TUNNY,0,0,1,0,0,0
085206,2013-085206,2013,08,51,1102,06,4720,WAHOO,1,1,0,0,0,0
085603,2013-085603,2013,08,51,1205,03,2161,WHITE MARLIN,0,0,1,0,0,0
085603,2013-085603,2013,08,51,1205,03,4841,DUSKY SHARK,0,0,1,0,0,0
085605,2013-085605,2013,08,51,1205,05,1050,DOLPHIN,1,1,0,0,0,0
085605,2013-085605,2013,08,51,1205,05,4711,YFT,2,2,1,0,0,0
085608,2013-085608,2013,08,51,1205,08,2161,WHITE MARLIN,0,0,1,0,0,0
085609,2013-085609,2013,08,51,1205,09,230,BLUEFISH,10,0,0,0,0,0
085609,2013-085609,2013,08,51,1205,09,4871,BLACKTIP SHARK,0,0,5,0,0,0
085701,2013-085701,2013,08,51,1206,01,4871,BLACKTIP SHARK,0,0,8,0,0,0
085701,2013-085701,2013,08,51,1206,01,4891,BULL SHARK,0,0,2,0,0,0
085704,2013-085704,2013,08,51,1206,04,4871,BLACKTIP SHARK,0,0,8,0,0,0
085901,2013-085901,2013,08,51,2204,01,1050,DOLPHIN,6,0,0,0,0,0
086202,2013-086202,2013,08,33,2206,02,960,CUSK,1,0,0,0,0,0
086202,2013-086202,2013,08,33,2206,02,815,COD,1,0,1,0,0,0
086202,2013-086202,2013,08,33,2206,02,1479,HADDOCK,3,0,4,0,0,0
086202,2013-086202,2013,08,33,2206,02,2695,POLLOCK,1,0,0,0,0,0
086403,2013-086403,2013,08,34,2211,03,2161,WHITE MARLIN,0,0,1,0,0,0
087401,2013-087401,2013,08,10,2205,01,2161,WHITE MARLIN,0,0,1,0,0,0
087401,2013-087401,2013,08,10,2205,01,4931,BLUE SHARK,0,0,1,0,0,0
087404,2013-087404,2013,08,10,2205,04,2161,WHITE MARLIN,0,0,1,0,0,0
087405,2013-087405,2013,08,10,2205,05,2161,WHITE MARLIN,0,0,1,0,0,0
087505,2013-087505,2013,08,25,1101,05,4931,BLUE SHARK,0,0,6,0,0,0
087904,2013-087904,2013,08,36,2201,04,4677,BFT SCHOOL,2,0,2,0,0,0
088001,2013-088001,2013,08,44,2105,01,4180,STRIPED BASS,2,0,0,0,0,0
088103,2013-088103,2013,08,51,1109,03,1050,DOLPHIN,3,3,2,0,0,0
088103,2013-088103,2013,08,51,1109,03,4720,WAHOO,1,1,0,0,0,0
088104,2013-088104,2013,08,51,1109,04,1050,DOLPHIN,1,1,0,0,0,0
088104,2013-088104,2013,08,51,1109,04,4720,WAHOO,1,1,0,0,0,0
088304,2013-088304,2013,08,10,2204,04,1050,DOLPHIN,0,0,1,0,0,0
088701,2013-088701,2013,08,10,2201,01,1050,DOLPHIN,1,1,0,0,0,0
088701,2013-088701,2013,08,10,2201,01,4711,YFT,1,1,0,0,0,0
089502,2013-089502,2013,08,24,2207,02,2161,WHITE MARLIN,0,0,3,0,0,0
089503,2013-089503,2013,08,24,2207,03,1050,DOLPHIN,1,0,0,0,0,0
089503,2013-089503,2013,08,24,2207,03,2161,WHITE MARLIN,0,0,1,0,0,0
089503,2013-089503,2013,08,24,2207,03,3026,SAILFISH,0,0,1,0,0,0
089504,2013-089504,2013,08,24,2207,04,1050,DOLPHIN,5,5,0,0,0,0
089504,2013-089504,2013,08,24,2207,04,4711,YFT,1,1,0,0,0,0
089507,2013-089507,2013,08,24,2207,07,2161,WHITE MARLIN,0,0,3,0,0,0
089508,2013-089508,2013,08,24,2207,08,1050,DOLPHIN,0,0,1,0,0,0
089508,2013-089508,2013,08,24,2207,08,2161,WHITE MARLIN,0,0,1,0,0,0
089509,2013-089509,2013,08,24,2207,09,2161,WHITE MARLIN,0,0,2,0,0,0
089510,2013-089510,2013,08,24,2207,10,2161,WHITE MARLIN,0,0,1,0,0,0
089511,2013-089511,2013,08,24,2207,11,2161,WHITE MARLIN,0,0,1,0,0,0
089511,2013-089511,2013,08,24,2207,11,2171,BLUE MARLIN,0,0,1,0,0,0
089513,2013-089513,2013,08,24,2207,13,2161,WHITE MARLIN,0,0,4,0,0,0
089515,2013-089515,2013,08,24,2207,15,2171,BLUE MARLIN,0,0,1,0,0,0
089516,2013-089516,2013,08,24,2207,16,2161,WHITE MARLIN,0,0,1,0,0,0
089516,2013-089516,2013,08,24,2207,16,4010,LONGBILL SPEARFISH,0,0,1,0,0,0
089518,2013-089518,2013,08,24,2207,18,2171,BLUE MARLIN,0,0,1,0,0,0
089519,2013-089519,2013,08,24,2207,19,2161,WHITE MARLIN,0,0,2,0,0,0
089523,2013-089523,2013,08,24,2207,23,1410,SNOWY GROUPER,6,6,0,0,0,0
089523,2013-089523,2013,08,24,2207,23,2161,WHITE MARLIN,0,0,6,0,0,0
089523,2013-089523,2013,08,24,2207,23,4440,BLUELINE TILEFISH,1,1,0,0,0,0
089524,2013-089524,2013,08,24,2207,24,2161,WHITE MARLIN,0,0,2,0,0,0
089901,2013-089901,2013,08,10,1201,01,230,BLUEFISH,1,0,0,0,0,0
089901,2013-089901,2013,08,10,1201,01,570,COBIA,1,0,0,0,0,0
090101,2013-090101,2013,08,10,2102,01,2161,WHITE MARLIN,0,0,1,0,0,0
090101,2013-090101,2013,08,10,2102,01,3026,SAILFISH,0,0,1,0,0,0
091002,2013-091002,2013,08,25,2206,02,4931,BLUE SHARK,1,1,0,0,0,0
091003,2013-091003,2013,08,25,2206,03,4931,BLUE SHARK,0,0,1,0,0,0
091201,2013-091201,2013,08,24,2109,01,2161,WHITE MARLIN,0,0,1,0,0,0
091203,2013-091203,2013,08,24,2109,03,2161,WHITE MARLIN,0,0,1,0,0,0
091204,2013-091204,2013,08,24,2109,04,1050,DOLPHIN,0,0,1,0,0,0
091206,2013-091206,2013,08,24,2109,06,2161,WHITE MARLIN,0,0,1,0,0,0
091206,2013-091206,2013,08,24,2109,06,2171,BLUE MARLIN,0,0,1,0,0,0
091207,2013-091207,2013,08,24,2109,07,2161,WHITE MARLIN,0,0,2,0,0,0
091208,2013-091208,2013,08,24,2109,08,2161,WHITE MARLIN,0,0,2,0,0,0
091210,2013-091210,2013,08,24,2109,10,2161,WHITE MARLIN,0,0,2,0,0,0
091215,2013-091215,2013,08,24,2109,15,2161,WHITE MARLIN,0,0,1,0,0,0
091221,2013-091221,2013,08,24,2109,21,2161,WHITE MARLIN,0,0,1,0,0,0
091221,2013-091221,2013,08,24,2109,21,2171,BLUE MARLIN,0,0,1,0,0,0
091221,2013-091221,2013,08,24,2109,21,4661,SKIPJACK TUNA,0,0,1,0,0,0
091223,2013-091223,2013,08,24,2109,23,2161,WHITE MARLIN,0,0,1,0,0,0
091225,2013-091225,2013,08,24,2109,25,2161,WHITE MARLIN,0,0,1,0,0,0
091301,2013-091301,2013,08,24,1105,01,4691,BIGEYE TUNA,2,2,0,0,0,0
091301,2013-091301,2013,08,24,1105,01,4711,YFT,11,11,0,0,0,0
091302,2013-091302,2013,08,24,1105,02,1050,DOLPHIN,3,3,0,0,0,0
091302,2013-091302,2013,08,24,1105,02,4711,YFT,1,1,0,0,0,0
091305,2013-091305,2013,08,24,1105,05,4821,SANDBAR SHARK,0,0,4,0,0,0
091305,2013-091305,2013,08,24,1105,05,4841,DUSKY SHARK,0,0,6,0,0,0
091305,2013-091305,2013,08,24,1105,05,4941,ATLANTIC SHARPNOSE S,0,0,1,0,0,0
091401,2013-091401,2013,08,24,1107,01,1050,DOLPHIN,1,1,0,0,0,0
091402,2013-091402,2013,08,24,1107,02,4711,YFT,10,10,0,0,0,0
091403,2013-091403,2013,08,24,1107,03,1050,DOLPHIN,2,2,0,0,0,0
091404,2013-091404,2013,08,24,1107,04,1050,DOLPHIN,8,5,0,0,0,0
091405,2013-091405,2013,08,24,1107,05,1050,DOLPHIN,2,2,0,0,0,0
091501,2013-091501,2013,08,24,2104,01,330,ATLANTIC BONITO,1,0,0,0,0,0
091501,2013-091501,2013,08,24,2104,01,4711,YFT,1,0,0,0,0,0
091601,2013-091601,2013,08,24,2209,01,1050,DOLPHIN,4,0,0,0,0,0
091603,2013-091603,2013,08,24,2209,03,2161,WHITE MARLIN,0,0,1,0,0,0
091604,2013-091604,2013,08,24,2209,04,2161,WHITE MARLIN,0,0,1,0,0,0
091605,2013-091605,2013,08,24,2209,05,4720,WAHOO,1,0,0,0,0,0
091606,2013-091606,2013,08,24,2209,06,1050,DOLPHIN,2,0,0,0,0,0
091607,2013-091607,2013,08,24,2209,07,2161,WHITE MARLIN,0,0,1,0,0,0
091610,2013-091610,2013,08,24,2209,10,4821,SANDBAR SHARK,0,0,1,0,0,0
091610,2013-091610,2013,08,24,2209,10,4841,DUSKY SHARK,0,0,7,0,0,0
091610,2013-091610,2013,08,24,2209,10,4881,SPINNER SHARK,0,0,2,0,0,0
091611,2013-091611,2013,08,24,2209,11,4711,YFT,0,0,1,0,0,0
091612,2013-091612,2013,08,24,2209,12,1050,DOLPHIN,30,0,0,0,0,0
091613,2013-091613,2013,08,24,2209,13,1050,DOLPHIN,2,0,0,0,0,0
091613,2013-091613,2013,08,24,2209,13,2161,WHITE MARLIN,0,0,1,0,0,0
091614,2013-091614,2013,08,24,2209,14,1050,DOLPHIN,2,0,0,0,0,0
091615,2013-091615,2013,08,24,2209,15,2161,WHITE MARLIN,0,0,1,0,0,0
091616,2013-091616,2013,08,24,2209,16,2161,WHITE MARLIN,0,0,1,0,0,0
091617,2013-091617,2013,08,24,2209,17,3551,SHORTFIN MAKO SHARK,1,0,0,0,0,0
091618,2013-091618,2013,08,24,2209,18,2161,WHITE MARLIN,0,0,1,0,0,0
091619,2013-091619,2013,08,24,2209,19,2161,WHITE MARLIN,0,0,1,0,0,0
091620,2013-091620,2013,08,24,2209,20,2161,WHITE MARLIN,0,0,2,0,0,0
091621,2013-091621,2013,08,24,2209,21,3350,BLACK SEA BASS,12,0,6,0,0,0
091621,2013-091621,2013,08,24,2209,21,4440,BLUELINE TILEFISH,7,0,0,0,0,0
091622,2013-091622,2013,08,24,2209,22,2161,WHITE MARLIN,0,0,1,0,0,0
091623,2013-091623,2013,08,24,2209,23,1050,DOLPHIN,1,0,0,0,0,0
091623,2013-091623,2013,08,24,2209,23,2161,WHITE MARLIN,0,0,1,0,0,0
091702,2013-091702,2013,08,24,2210,02,4691,BIGEYE TUNA,1,1,0,0,0,0
091702,2013-091702,2013,08,24,2210,02,4711,YFT,3,3,0,0,0,0
091703,2013-091703,2013,08,24,2210,03,1050,DOLPHIN,3,0,0,0,0,0
091704,2013-091704,2013,08,24,2210,04,1050,DOLPHIN,2,0,0,0,0,0
091706,2013-091706,2013,08,24,2210,06,1050,DOLPHIN,1,0,0,0,0,0
092101,2013-092101,2013,08,36,1108,01,4677,BFT SCHOOL,1,1,14,0,0,1
092101,2013-092101,2013,08,36,1108,01,1050,DOLPHIN,1,1,0,0,0,1
092402,2013-092402,2013,08,24,2105,02,2161,WHITE MARLIN,0,0,2,0,0,0
092403,2013-092403,2013,08,24,2105,03,1050,DOLPHIN,2,2,0,0,0,0
092403,2013-092403,2013,08,24,2105,03,4711,YFT,1,1,0,0,0,0
092405,2013-092405,2013,08,24,2105,05,2161,WHITE MARLIN,0,0,1,0,0,0
092407,2013-092407,2013,08,24,2105,07,2161,WHITE MARLIN,0,0,1,0,0,0
092408,2013-092408,2013,08,24,2105,08,2161,WHITE MARLIN,0,0,1,0,0,0
092408,2013-092408,2013,08,24,2105,08,2171,BLUE MARLIN,0,0,1,0,0,0
093001,2013-093001,2013,08,51,1103,01,1050,DOLPHIN,3,3,0,0,0,0
093002,2013-093002,2013,08,51,1103,02,1050,DOLPHIN,1,1,0,0,0,0
093002,2013-093002,2013,08,51,1103,02,2161,WHITE MARLIN,0,0,1,0,0,0
093503,2013-093503,2013,08,24,2208,03,4711,YFT,1,1,0,0,0,0
093505,2013-093505,2013,08,24,2208,05,2161,WHITE MARLIN,1,0,0,0,0,1
093505,2013-093505,2013,08,24,2208,05,2171,BLUE MARLIN,0,0,2,0,0,0
093801,2013-093801,2013,08,34,1106,01,4821,SANDBAR SHARK,0,0,2,0,0,0
094003,2013-094003,2013,08,44,1204,03,230,BLUEFISH,10,10,0,0,0,0
094006,2013-094006,2013,08,44,1204,06,815,COD,6,0,4,0,0,0
094237,2013-094237,2013,08,44,2213,37,1050,DOLPHIN,1,0,0,0,0,0
094301,2013-094301,2013,08,51,1104,01,3350,BLACK SEA BASS,1,1,0,0,0,0
094301,2013-094301,2013,08,51,1104,01,4711,YFT,1,1,0,0,0,0
094501,2013-094501,2013,08,51,1207,01,230,BLUEFISH,20,0,0,0,0,0
094501,2013-094501,2013,08,51,1207,01,4871,BLACKTIP SHARK,0,0,10,0,0,0
094501,2013-094501,2013,08,51,1207,01,4891,BULL SHARK,0,0,12,0,0,0
094503,2013-094503,2013,08,51,1207,03,2161,WHITE MARLIN,0,0,2,0,0,0
094503,2013-094503,2013,08,51,1207,03,2171,BLUE MARLIN,0,0,1,0,0,0
094503,2013-094503,2013,08,51,1207,03,4711,YFT,1,1,0,0,0,0
094505,2013-094505,2013,08,51,1207,05,2161,WHITE MARLIN,0,0,1,0,0,0
094603,2013-094603,2013,08,51,1209,03,230,BLUEFISH,20,0,0,0,0,0
094603,2013-094603,2013,08,51,1209,03,4871,BLACKTIP SHARK,0,0,3,0,0,0
094603,2013-094603,2013,08,51,1209,03,4891,BULL SHARK,0,0,6,0,0,0
094603,2013-094603,2013,08,51,1209,03,4941,ATLANTIC SHARPNOSE S,0,0,2,0,0,0
094603,2013-094603,2013,08,51,1209,03,4950,HAMMERHEAD SHARK,0,0,1,0,0,0
094606,2013-094606,2013,08,51,1209,06,1050,DOLPHIN,1,1,0,0,0,0
094611,2013-094611,2013,08,51,1209,11,2161,WHITE MARLIN,0,0,3,0,0,0
094611,2013-094611,2013,08,51,1209,11,3026,SAILFISH,0,0,1,0,0,0
094702,2013-094702,2013,08,51,2106,02,4881,SPINNER SHARK,0,0,8,0,0,0
095201,2013-095201,2013,08,24,2110,01,4711,YFT,2,2,0,0,0,0
095204,2013-095204,2013,08,24,2110,04,1050,DOLPHIN,1,1,0,0,0,0
095204,2013-095204,2013,08,24,2110,04,2161,WHITE MARLIN,0,0,1,0,0,0
095204,2013-095204,2013,08,24,2110,04,4691,BIGEYE TUNA,1,1,0,0,0,0
095402,2013-095402,2013,08,36,2106,02,1050,DOLPHIN,5,5,0,0,0,0
095402,2013-095402,2013,08,36,2106,02,4691,BIGEYE TUNA,0,0,1,0,0,0
095402,2013-095402,2013,08,36,2106,02,4711,YFT,3,3,0,0,0,0
095901,2013-095901,2013,08,33,2209,01,815,COD,4,0,12,0,0,0
095901,2013-095901,2013,08,33,2209,01,1479,HADDOCK,0,0,15,0,0,0
095901,2013-095901,2013,08,33,2209,01,2695,POLLOCK,8,0,10,0,0,0
095901,2013-095901,2013,08,33,2209,01,4931,BLUE SHARK,0,0,2,0,0,0
095902,2013-095902,2013,08,33,2209,02,1479,HADDOCK,0,0,7,0,0,0
095902,2013-095902,2013,08,33,2209,02,1520,MUD HAKE,0,0,4,0,0,0
095902,2013-095902,2013,08,33,2209,02,2120,ATLANTIC MACKEREL,6,0,10,0,0,0
095902,2013-095902,2013,08,33,2209,02,2695,POLLOCK,0,0,1,0,0,0
096003,2013-096003,2013,08,34,1108,03,4677,BFT SCHOOL,1,0,1,0,0,0
096004,2013-096004,2013,08,34,1108,04,4677,BFT SCHOOL,1,0,0,0,0,0
096008,2013-096008,2013,08,34,1108,08,4677,BFT SCHOOL,1,0,0,0,0,0
096103,2013-096103,2013,08,25,1104,03,4676,BFT SMALL MEDIUM,1,0,0,0,0,0
096501,2013-096501,2013,08,34,1107,01,2171,BLUE MARLIN,0,0,1,0,0,0
096501,2013-096501,2013,08,34,1107,01,3551,SHORTFIN MAKO SHARK,1,0,0,0,0,0
096501,2013-096501,2013,08,34,1107,01,4691,BIGEYE TUNA,1,0,0,0,0,0
096501,2013-096501,2013,08,34,1107,01,4711,YFT,17,0,0,0,0,0
096801,2013-096801,2013,08,10,2103,01,1050,DOLPHIN,1,0,0,0,0,0
096801,2013-096801,2013,08,10,2103,01,2171,BLUE MARLIN,0,0,1,0,0,0
097001,2013-097001,2013,08,25,2103,01,815,COD,10,0,0,0,0,0
097001,2013-097001,2013,08,25,2103,01,1479,HADDOCK,12,0,0,0,0,0
097001,2013-097001,2013,08,25,2103,01,4931,BLUE SHARK,0,0,5,0,0,0
097002,2013-097002,2013,08,25,2103,02,230,BLUEFISH,4,0,5,0,0,0
097004,2013-097004,2013,08,25,2103,04,230,BLUEFISH,20,0,0,0,0,0
097004,2013-097004,2013,08,25,2103,04,4931,BLUE SHARK,0,0,2,0,0,0
097403,2013-097403,2013,08,24,2202,03,2161,WHITE MARLIN,0,0,2,0,0,0
097403,2013-097403,2013,08,24,2202,03,2171,BLUE MARLIN,0,0,2,0,0,0
097403,2013-097403,2013,08,24,2202,03,4691,BIGEYE TUNA,2,2,0,0,0,2
