id,tracker,year,month,stcode,control,docno,species,length,curve,upprbill,lowerjaw,gender,prep
2002-23-07-33,33,2002,07,23,2204,01,4671,1955,9996,9996,9996,6,2
2002-23-07-34,34,2002,07,23,2204,02,4671,2590,9996,9996,9996,6,2
2002-23-07-35,35,2002,07,23,2201,01,4679,360,9996,9996,9996,6,6
2002-23-07-41,41,2002,07,23,2105,02,4671,2330,9996,9996,9996,6,2
2002-23-07-42,42,2002,07,23,2105,03,4671,3189,9996,9996,9996,6,2
2002-23-07-48,48,2002,07,23,1102,02,4671,2555,9996,9996,9996,6,2
2002-23-07-50,50,2002,07,23,1101,01,4679,1793,9996,9996,9996,6,6
2002-23-08-104,104,2002,08,23,2101,01,4671,1823,9996,9996,9996,6,6
2002-23-08-109,109,2002,08,23,2131,06,4671,1824,9996,9996,9996,6,6
2002-23-08-110,110,2002,08,23,2131,07,4671,1855,9996,9996,9996,6,6
2002-23-08-69,69,2002,08,23,2203,02,4671,2435,9996,9996,9996,6,2
2002-23-08-70,70,2002,08,23,2203,03,4671,2504,9996,9996,9996,6,2
2002-23-08-71,71,2002,08,23,2203,04,4671,2331,9996,9996,9996,6,2
2002-23-08-72,72,2002,08,23,2203,05,4671,1972,9996,9996,9996,6,2
2002-23-08-72,72,2002,08,23,2203,05,4671,2332,9996,9996,9996,6,2
2002-23-08-73,73,2002,08,23,1203,01,4671,2358,9996,9996,9996,6,2
2002-23-08-77,77,2002,08,23,1117,03,4671,1937,9996,9996,9996,6,6
2002-23-08-78,78,2002,08,23,1117,04,4671,1772,9996,9996,9996,6,6
2002-23-08-79,79,2002,08,23,1117,05,4615,1714,9996,9996,9996,6,6
2002-23-08-97,97,2002,08,23,1108,02,3531,3078,9996,9996,9996,1,0
2002-23-09-137,137,2002,09,23,2123,01,4671,1930,9996,9996,9996,6,2
2002-23-09-139,139,2002,09,23,2222,01,4671,2486,9996,9996,9996,6,2
2002-23-09-141,141,2002,09,23,2204,01,4671,2486,9996,9996,9996,6,2
2002-23-09-144,144,2002,09,23,2208,01,4676,1702,9996,9996,9996,6,2
2002-254001,254001,2002,06,24,2203,01,3551,1656,9996,9996,9996,1,0
2002-254002,254002,2002,06,24,2203,02,4711,737,9996,9996,9996,6,0
2002-254002,254002,2002,06,24,2203,02,4711,864,9996,9996,9996,6,0
