tracker,upprbill,lowerjaw,length,gender,curve,faxno,batch,stcode,intcode,tifno,cluster,control,sitetype,q11a,interr,filestat,docno,month,day,year,enterr,site_no,species,recno,prep,measur,s_index,serrflag,sprobfld,id
584502,9996,9996,1087,6,1139,NJOC2202.pdf,5845,34,6416,00173714.tif,6,2202,1,2,0,ORIGINAL,02,10,15,2021,0,0259125,4711,1,0,1,139,0,,2021-584502
593501,9996,9996,1091,6,1146,MDOC2208.pdf,5935,24,7945,00174028.tif,2,2208,1,2,0,ORIGINAL,01,10,21,2021,0,0470022,4711,2,0,1,130,0,,2021-593501
568303,9996,9996,1097,6,1112,NJOC2211.pdf,5683,34,6013,00173107.tif,10,2211,1,1,0,ORIGINAL,03,10,06,2021,1,0294283,4711,3,0,1,137,0,,2021-568303
576501,9996,9996,1108,6,1136,MDOC2202.pdf,5765,24,6936,00173314.tif,5,2202,1,3,0,ORIGINAL,01,10,08,2021,0,0471493,4711,1,0,1,121,0,,2021-576501
563102,9996,9996,1109,6,1121,VAOC1204.pdf,5631,51,6686,00172986.tif,3,1204,1,2,0,ORIGINAL,02,10,02,2021,0,8100088,4711,2,0,1,159,0,,2021-563102
582405,9996,9996,1110,6,1180,DEOC2201.pdf,5824,10,6783,00173619.tif,2,2201,1,2,0,ORIGINAL,05,10,15,2021,0,0051599,4711,1,0,1,106,0,,2021-582405
567202,9996,9996,1110,6,1125,NJOC2102.pdf,5672,34,7509,00173022.tif,2,2102,1,2,0,ORIGINAL,02,10,05,2021,0,0011724,4711,2,0,1,142,0,,2021-567202
584501,9996,9996,1114,6,1162,NJOC2202.pdf,5845,34,6416,00173712.tif,6,2202,1,3,1,ORIGINAL,01,10,15,2021,0,0251005,4711,1,0,1,138,0,,2021-584501
563102,9996,9996,1115,6,1132,VAOC1204.pdf,5631,51,6686,00172986.tif,3,1204,1,2,0,ORIGINAL,02,10,02,2021,0,8100088,4711,3,0,1,160,0,,2021-563102
593501,9996,9996,1116,6,1173,MDOC2208.pdf,5935,24,7945,00174028.tif,2,2208,1,2,0,ORIGINAL,01,10,21,2021,0,0470022,4711,3,0,1,131,0,,2021-593501
596201,9996,9996,1126,6,1148,MDOC1108.pdf,5962,24,7945,00174159.tif,2,1108,1,3,0,ORIGINAL,01,10,23,2021,0,0470022,4711,3,0,1,134,0,,2021-596201
596201,9996,9996,1130,6,1155,MDOC1108.pdf,5962,24,7945,00174159.tif,2,1108,1,3,0,ORIGINAL,01,10,23,2021,0,0470022,4711,2,0,1,133,0,,2021-596201
576502,9996,9996,1134,6,1168,MDOC2202.pdf,5765,24,6936,00173316.tif,5,2202,1,3,0,ORIGINAL,02,10,08,2021,0,0471493,4711,1,0,1,123,0,,2021-576502
576503,9996,9996,1193,6,1225,MDOC2202.pdf,5765,24,6936,00173318.tif,5,2202,1,3,0,ORIGINAL,03,10,08,2021,0,0471493,4711,1,0,1,124,0,,2021-576503
576501,9996,9996,1215,6,1252,MDOC2202.pdf,5765,24,6936,00173314.tif,5,2202,1,3,0,ORIGINAL,01,10,08,2021,0,0471493,4711,2,0,1,122,0,,2021-576501
585301,9996,9996,1158,6,9996,VAOC2204.pdf,5853,51,6633,00173742.tif,1,2204,1,2,0,ORIGINAL,01,10,15,2021,0,8100091,4720,3,0,1,171,0,,2021-585301
563101,9996,9996,1196,6,9996,VAOC1204.pdf,5631,51,6686,00172984.tif,3,1204,1,3,1,ORIGINAL,01,10,02,2021,1,8100088,4720,1,0,1,179,0,,2021-563101
581801,9996,9996,1199,6,9996,RIOC2206.pdf,5818,44,7789,00173589.tif,11,2206,1,3,0,ORIGINAL,01,10,14,2021,0,0094047,4720,1,0,1,168,0,,2021-581801
585303,9996,9996,1211,6,9996,VAOC2204.pdf,5853,51,6633,00173746.tif,1,2204,1,3,0,ORIGINAL,03,10,15,2021,1,8100002,4720,2,0,1,176,0,,2021-585303
585301,9996,9996,1301,6,9996,VAOC2204.pdf,5853,51,6633,00173742.tif,1,2204,1,2,0,ORIGINAL,01,10,15,2021,0,8100091,4720,1,0,1,169,0,,2021-585301
585301,9996,9996,1353,6,9996,VAOC2204.pdf,5853,51,6633,00173742.tif,1,2204,1,2,0,ORIGINAL,01,10,15,2021,0,8100091,4720,2,0,1,170,0,,2021-585301
585303,9996,9996,1354,6,9996,VAOC2204.pdf,5853,51,6633,00173746.tif,1,2204,1,3,0,ORIGINAL,03,10,15,2021,1,8100002,4720,1,0,1,175,0,,2021-585303
585303,9996,9996,1370,6,9996,VAOC2204.pdf,5853,51,6633,00173746.tif,1,2204,1,3,0,ORIGINAL,03,10,15,2021,1,8100002,4720,3,0,1,177,0,,2021-585303
585302,9996,9996,1410,6,9996,VAOC2204.pdf,5853,51,6633,00173744.tif,1,2204,1,2,0,ORIGINAL,02,10,15,2021,0,8100002,4720,2,0,1,174,0,,2021-585302
585303,9996,9996,1433,6,9996,VAOC2204.pdf,5853,51,6633,00173746.tif,1,2204,1,3,0,ORIGINAL,03,10,15,2021,1,8100002,4720,4,0,1,178,0,,2021-585303
581701,9996,9996,1521,6,9996,NYOC2101.pdf,5817,36,7727,00173582.tif,3,2101,1,2,0,ORIGINAL,01,10,14,2021,1,1030589,4720,1,0,1,167,0,,2021-581701
571101,9996,9996,1617,6,9996,NJOC2114.PDF,5711,34,7508,00173168.tif,3,2114,1,3,0,ORIGINAL,01,10,07,2021,0,0091044,4720,2,0,1,166,0,,2021-571101
585302,9996,9996,1637,6,9996,VAOC2204.pdf,5853,51,6633,00173744.tif,1,2204,1,2,0,ORIGINAL,02,10,15,2021,0,8100002,4720,1,0,1,173,0,,2021-585302
585301,9996,9996,1698,6,9996,VAOC2204.pdf,5853,51,6633,00173742.tif,1,2204,1,2,0,ORIGINAL,01,10,15,2021,0,8100091,4720,4,0,1,172,0,,2021-585301
M10001,9996,9996,9996,6,2414,,M100,23,6441,,5,2104,4,,,,01,10,20,2021,,0310213,4671,1,2,1,,,,2021-23-10-M10001
