id,tracker,year,month,stcode,control,docno,species,length,curve,upprbill,lowerjaw,gender,prep
2009-002701,002701,2009,06,24,2102,01,3551,1438,9996,9996,9996,2,0
2009-003401,003401,2009,06,24,1108,01,3551,1600,9996,9996,9996,2,0
2009-003402,003402,2009,06,24,1108,02,3551,1407,9996,9996,9996,2,0
2009-003505,003505,2009,06,34,1101,05,3551,1525,9996,9996,9996,2,0
2009-004509,004509,2009,06,24,1109,09,3551,1651,9996,9996,9996,1,0
2009-004801,004801,2009,06,24,1107,01,3551,1826,9996,9996,9996,1,0
2009-004802,004802,2009,06,24,1107,02,3551,1616,9996,9996,9996,1,0
2009-004804,004804,2009,06,24,1107,04,3551,1661,9996,9996,9996,1,0
2009-004806,004806,2009,06,24,1107,06,3551,1485,9996,9996,9996,2,0
2009-005501,005501,2009,06,34,2206,01,3551,1842,9996,9996,9996,1,0
2009-006301,006301,2009,06,51,2212,01,1050,893,9996,9996,9996,2,0
2009-007102,007102,2009,06,24,2201,02,3551,1727,9996,9996,9996,1,0
2009-007201,007201,2009,06,34,2104,01,3551,1829,9996,9996,9996,2,0
2009-007202,007202,2009,06,34,2104,02,3531,1600,9996,9996,9996,1,0
2009-007501,007501,2009,06,51,2213,01,1050,932,9996,9996,9996,7,0
2009-007501,007501,2009,06,51,2213,01,4711,726,774,9996,9996,6,0
2009-007501,007501,2009,06,51,2213,01,4711,814,866,9996,9996,6,0
2009-007501,007501,2009,06,51,2213,01,4711,890,941,9996,9996,6,0
2009-007502,007502,2009,06,51,2213,02,1050,822,9996,9996,9996,1,0
2009-007502,007502,2009,06,51,2213,02,1050,904,9996,9996,9996,1,0
2009-007502,007502,2009,06,51,2213,02,1050,980,9996,9996,9996,1,0
2009-007502,007502,2009,06,51,2213,02,4711,671,721,9996,9996,6,0
2009-007502,007502,2009,06,51,2213,02,4711,943,995,9996,9996,6,0
2009-007502,007502,2009,06,51,2213,02,4711,962,1011,9996,9996,6,0
2009-007502,007502,2009,06,51,2213,02,4711,1024,1046,9996,9996,6,0
2009-007502,007502,2009,06,51,2213,02,4711,1046,1100,9996,9996,6,0
2009-007801,007801,2009,06,51,2108,01,1050,717,9996,9996,9996,1,0
2009-007801,007801,2009,06,51,2108,01,1050,769,9996,9996,9996,2,0
2009-007801,007801,2009,06,51,2108,01,4661,465,478,9996,9996,6,0
2009-007801,007801,2009,06,51,2108,01,4661,500,512,9996,9996,6,0
2009-007801,007801,2009,06,51,2108,01,4661,503,510,9996,9996,6,0
2009-007801,007801,2009,06,51,2108,01,4711,695,710,9996,9996,6,0
2009-007801,007801,2009,06,51,2108,01,4711,697,705,9996,9996,6,0
2009-007801,007801,2009,06,51,2108,01,4711,712,731,9996,9996,6,0
2009-007801,007801,2009,06,51,2108,01,4711,751,764,9996,9996,6,0
2009-007801,007801,2009,06,51,2108,01,4711,825,859,9996,9996,6,0
2009-007801,007801,2009,06,51,2108,01,4711,921,956,9996,9996,6,0
2009-008008,008008,2009,06,10,1103,08,3551,1814,9996,9996,9996,1,0
2009-008102,008102,2009,06,10,1201,02,4677,1022,1041,9996,9996,6,0
2009-008103,008103,2009,06,10,1201,03,3551,1520,9996,9996,9996,1,0
2009-008110,008110,2009,06,10,1201,10,4677,957,961,9996,9996,6,0
2009-008201,008201,2009,06,10,2203,01,3531,1175,9996,9996,9996,2,0
2009-008801,008801,2009,06,25,2125,01,4676,1517,1573,9996,9996,6,0
2009-009203,009203,2009,06,24,1104,03,4677,967,975,9996,9996,6,0
2009-009205,009205,2009,06,24,1104,05,4677,847,865,9996,9996,6,0
2009-009301,009301,2009,06,24,1201,01,4677,953,990,9996,9996,6,0
2009-009303,009303,2009,06,24,1201,03,3551,1631,9996,9996,9996,1,0
2009-009304,009304,2009,06,24,1201,04,4677,980,1001,9996,9996,6,0
2009-009305,009305,2009,06,24,1201,05,4711,687,699,9996,9996,6,0
2009-009305,009305,2009,06,24,1201,05,4711,745,752,9996,9996,6,0
2009-009305,009305,2009,06,24,1201,05,4711,754,766,9996,9996,6,0
2009-009305,009305,2009,06,24,1201,05,4711,791,811,9996,9996,6,0
2009-009305,009305,2009,06,24,1201,05,4711,920,938,9996,9996,6,0
2009-009306,009306,2009,06,24,1201,06,1050,698,9996,9996,9996,1,0
2009-009306,009306,2009,06,24,1201,06,1050,705,9996,9996,9996,1,0
2009-009307,009307,2009,06,24,1201,07,3551,1463,9996,9996,9996,1,0
2009-009501,009501,2009,06,24,2202,01,4711,910,938,9996,9996,6,0
