tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,34,NJ,6,05,6,6,MONSTER LEDGE,6416,34,1818,1213,9009,10,1,1,2,2,7,1730,3551,3531,2,2,4,8,0,1,1,1,1,1,0,4,4010,7335,24,280,72,2,1,1,njjn1213.tif,00047051.tif,2012,0,1,0,ORIGINAL,06,10,19154,009905,0099,0299009,029,5,475,0,,Y,2,2012-009905
6,36,NY,6,01,6,6,CHICKEN CANYON,6757,36,1600,1103,0473,2,1,1,2,8,6,1500,4676,4678,2,2,5,4,0,1,0,1,0,0,0,6,3952,7303,48,230,66,1,1,2,nyjn1103.tif,00047066.tif,2012,0,0,0,ORIGINAL,06,10,19154,010301,0103,1030473,103,4,507,0,,N,2,2012-010301
6,36,NY,6,02,6,6,VIRGINIA WRECK,6757,36,1720,1103,9001,2,1,2,2,3,1,1700,3551,3531,2,12,4,7,0,0,1,0,1,1,0,6,4007,7252,36,160,70,2,1,1,nyjn1103.tif,00047068.tif,2012,1,0,0,ORIGINAL,06,10,19154,010302,0103,1039001,103,4,505,0,,Y,2,2012-010302
6,36,NY,6,03,6,6,SE LINDA,6757,36,1815,1103,1780,2,1,1,2,2,1,1415,3551,4676,2,12,6,6,0,1,1,1,1,1,0,6,4023,7300,23,125,64,2,1,1,nyjn1103.tif,00047070.tif,2012,0,0,0,ORIGINAL,06,10,19154,010303,0103,1031780,103,4,506,1,Q15;,Y,2,2012-010303
6,36,NY,6,01,6,6,7,7412,36,1610,1111,0037,5,1,1,2,2,7,1550,4931,3531,2,2,4,5,1,1,1,0,1,0,0,4,9999,9999,7,720,58,1,1,1,nyjn1111.tif,00047075.tif,2012,0,1,0,ORIGINAL,06,09,19153,010401,0104,1030037,103,4,513,0,,Y,2,2012-010401
6,36,NY,6,01,6,6,SOUTH,6858,36,1620,1112,0589,3,1,1,2,2,2,1618,3551,9996,2,12,2,6,0,0,1,0,1,0,0,4,9998,9998,10,140,63,2,1,1,nyjn1112.tif,00047080.tif,2012,0,0,0,ORIGINAL,06,10,19154,010501,0105,1030589,103,4,515,0,,N,2,2012-010501
6,36,NY,6,02,6,6,SOUTH,6858,36,1630,1112,0589,3,1,1,2,2,2,1500,7777,9996,2,12,9,6,0,1,0,1,0,0,0,3,9998,9998,36,187,64,2,1,1,nyjn1112.tif,00047082.tif,2012,0,1,0,ORIGINAL,06,10,19154,010502,0105,1030589,103,4,514,0,,Y,2,2012-010502
6,36,NY,6,01,OFFSET J'S,6,ROCK PILE,6757,36,1715,1208,0564,2,1,1,2,3,1,1630,3551,3531,2,32,3,7,0,0,1,0,1,1,0,2,4010,7300,30,157,62,2,1,1,nyjn1208.tif,00047091.tif,2012,1,0,0,ORIGINAL,06,09,19153,010701,0107,1030564,103,4,529,1,Q18;,Y,2,2012-010701
6,36,NY,6,02,6,6,NORTH DODGE,6757,36,1750,1208,1780,2,1,1,2,2,1,1530,4676,4678,2,2,2,1,0,1,0,1,0,0,0,3,9998,9998,15,100,62,2,1,1,nyjn1208.tif,00047093.tif,2012,1,0,0,ORIGINAL,06,09,19153,010702,0107,1031780,103,4,526,0,,Y,2,2012-010702
6,36,NY,6,03,6,6,CENTER COMPASS,6757,36,1830,1208,9001,2,1,1,2,3,1,1730,4931,9996,2,2,3,4,0,0,1,0,1,1,0,6,4013,7246,38,184,62,2,1,1,nyjn1208.tif,00047095.tif,2012,1,0,0,ORIGINAL,06,09,19153,010703,0107,1039001,103,4,527,0,,Y,2,2012-010703
6,36,NY,6,04,6,6,CHICKEN CANYON,6757,36,1940,1208,0564,2,1,1,2,2,1,1930,4676,3551,2,2,4,10,0,1,1,1,1,1,0,2,3952,7303,58,280,64,2,1,1,nyjn1208.tif,00047097.tif,2012,1,0,0,ORIGINAL,06,09,19153,010704,0107,1030564,103,4,528,0,,Y,2,2012-010704
6,36,NY,6,01,6,DRIFTING,180 180,6858,36,1623,1209,0589,3,1,1,2,3,1,1620,4656,4678,2,1,6,6,1,1,1,1,1,1,1,5,9998,9998,30,180,62,2,1,1,nyjn1209.tif,00047102.tif,2012,1,1,0,ORIGINAL,06,09,19153,010801,0108,1030589,103,4,531,0,,Y,2,2012-010801
6,36,NY,6,02,6,6,LINDENKOHL CANYON,6858,36,1635,1209,0589,3,1,1,2,3,1,1630,4711,4678,2,1,8,36,0,1,1,1,0,1,0,5,3845,7256,125,800,71,2,1,1,nyjn1209.tif,00047104.tif,2012,1,0,0,ORIGINAL,06,09,19153,010802,0108,1030589,103,4,530,1,Q20;Q25;,N,2,2012-010802
6,36,NY,6,01,6,6,7,7422,36,1730,1210,0146,4,1,1,2,2,7,1600,4677,9996,2,1,6,3,7,7,7,1,0,0,0,2,9998,9998,30,200,59,2,1,2,nyjn1210.tif,00047109.tif,2012,0,1,0,ORIGINAL,06,09,19153,010901,0109,1030146,103,4,532,0,,Y,2,2012-010901
6,12,FL,6,02,6,6,BUTTERFISH HOLE,7422,36,1900,1210,0135,4,1,1,2,3,2,1215,4671,9996,2,2,4,6,0,0,1,1,0,0,0,6,4050,7135,20,185,62,2,1,2,nyjn1210.tif,00047110.tif,2012,0,1,0,ORIGINAL,06,09,19153,010902,0109,1030135,103,4,533,1,Q15;,N,2,2012-010902
6,36,NY,6,01,6,6,JENNYS HORN,7422,36,1525,1212,0146,4,1,1,2,4,6,1500,3531,3551,2,1,3,4,1,0,1,0,1,0,0,2,4049,7133,25,200,63,2,1,1,nyjn1212.tif,00047114.tif,2012,0,0,0,ORIGINAL,06,10,19154,011001,0110,1030146,103,4,539,0,,N,2,2012-011001
6,36,NY,6,02,6,6,SHARKS LEDGE,7422,36,1650,1212,0146,4,1,1,2,3,1,1635,4678,9996,2,1,6,6,0,0,1,1,0,0,0,4,4104,7128,20,150,63,2,1,1,nyjn1212.tif,00047116.tif,2012,0,0,0,ORIGINAL,06,10,19154,011002,0110,1030146,103,4,538,0,,Y,2,2012-011002
6,36,NY,6,01,6,6,7,7412,36,1530,2102,0135,4,1,1,2,2,1,1515,3551,3531,2,2,3,6,1,0,1,0,1,0,0,3,9998,9998,20,211,58,2,1,2,nyjn2102.tif,00047121.tif,2012,0,1,0,ORIGINAL,06,08,19152,011101,0111,1030135,103,4,541,0,,Y,2,2012-011101
6,36,NY,6,01,6,6,20 MILES SE,7412,36,1700,2103,0037,5,1,2,1,2,6,1638,3551,4677,2,2,4,8,0,1,1,1,1,0,0,3,9998,9998,20,204,60,2,1,1,nyjn2103.tif,00047125.tif,2012,0,1,0,ORIGINAL,06,12,19156,011201,0112,1030037,103,4,542,0,,N,2,2012-011201
6,36,NY,6,01,6,6,BUTTERFISH HOLE,7422,36,1555,2206,0133,5,1,2,2,3,1,1430,3551,3531,2,1,3,5,0,0,1,0,0,1,0,2,4050,7135,12,180,62,2,1,1,nyjn2206.tif,00047133.tif,2012,0,0,0,ORIGINAL,06,11,19155,011401,0114,1030133,103,4,545,0,,N,2,2012-011401
6,51,VA,6,01,6,6,21 MILE HILL,6778,51,1730,1105,0025,7,1,1,2,2,2,1700,4676,1050,2,12,7,6,0,1,1,1,0,0,0,5,3725,7510,21,90,72,2,1,2,vajn1105.tif,00047137.tif,2012,1,0,0,ORIGINAL,06,10,19154,011501,0115,0010025,001,8,561,0,,Y,2,2012-011501
6,24,MD,6,02,6,6,NORFOLK CANYON,6778,51,1800,1105,0024,7,1,1,2,2,1,1745,4676,4711,2,2,6,6,0,1,0,1,0,0,0,1,3705,7435,50,300,72,2,1,2,vajn1105.tif,00047138.tif,2012,0,1,0,ORIGINAL,06,10,19154,011502,0115,0010024,001,8,560,0,,N,2,2012-011502
6,51,VA,7,01,6,6,OFF DAMNECK,7414,51,1620,1114,0002,1,1,2,1,3,1,1615,3591,9996,7,12,5,4,1,1,1,1,0,0,0,4,9998,9998,4,40,74,1,1,1,vajn1114.tif,00047141.tif,2012,0,1,0,ORIGINAL,06,09,19153,011601,0116,8100002,810,8,573,0,,Y,2,2012-011601
6,51,VA,6,02,6,6,NORFOLK CANYON,7414,51,1700,1114,0091,1,1,1,2,8,6,1700,4656,1050,2,2,12,8,0,0,1,1,0,0,0,8,3705,7435,55,300,69,1,1,1,vajn1114.tif,00047143.tif,2012,0,1,0,ORIGINAL,06,09,19153,011602,0116,8100091,810,8,575,0,,N,1,2012-011602
6,51,VA,6,03,6,6,NORFOLK CANYON,7414,51,1745,1114,0002,1,1,1,2,2,1,1745,4711,9996,2,2,9,6,0,0,1,1,0,0,0,5,3705,7435,60,480,68,2,1,1,vajn1114.tif,00047145.tif,2012,0,1,0,ORIGINAL,06,09,19153,011603,0116,8100002,810,8,572,0,,Y,1,2012-011603
6,51,VA,6,04,6,6,CIGAR,7414,51,1821,1114,0091,1,1,1,2,2,1,1820,2171,4656,2,12,7,8,0,0,1,1,0,0,0,7,3630,7450,50,300,70,1,1,1,vajn1114.tif,00047147.tif,2012,0,1,0,ORIGINAL,06,09,19153,011604,0116,8100091,810,8,574,0,,Y,1,2012-011604
6,51,VA,6,01,6,6,NORFOLK CANYON,6778,51,1825,1115,0025,7,1,2,2,3,1,1725,4711,1050,2,2,7,12,0,1,1,1,0,0,0,3,3705,7435,999,99999,99,2,1,1,vajn1115.tif,00047165.tif,2012,0,1,0,ORIGINAL,06,09,19153,011701,0117,0010025,001,8,576,0,,Y,1,2012-011701
6,24,MD,6,02,6,6,NORFOLK CANYON,6778,51,1859,1115,0024,7,1,1,2,2,6,1800,4711,7777,2,2,8,7,0,1,1,1,0,0,0,4,3705,7435,64,300,64,2,1,1,vajn1115.tif,00047167.tif,2012,0,1,0,ORIGINAL,06,09,19153,011702,0117,0010024,001,8,578,0,,N,1,2012-011702
6,51,VA,6,03,6,6,WASHINGTON CANYON,6778,51,1917,1115,0024,7,1,1,2,2,2,1845,7777,9996,2,1,4,6,0,1,1,1,0,0,0,4,3727,7535,55,318,98,2,2,1,vajn1115.tif,00047169.tif,2012,0,0,0,ORIGINAL,06,09,19153,011703,0117,0010024,001,8,577,0,,Y,1,2012-011703
6,51,VA,6,01,6,6,WASHINGTON CANYON,6447,51,1541,1117,0039,8,1,1,2,2,7,1530,4711,9996,2,2,5,8,0,1,1,1,0,0,0,2,3727,7427,45,300,73,2,1,1,vajn1117.tif,00047151.tif,2012,0,1,0,ORIGINAL,06,10,19154,011801,0118,0010039,001,8,586,0,,Y,2,2012-011801
6,51,VA,6,02,6,6,WASHINGTON CANYON,6447,51,1755,1117,0039,8,1,1,2,2,7,1740,4711,9996,2,2,8,8,0,1,1,1,0,0,0,4,3727,7427,60,389,98,2,1,1,vajn1117.tif,00047153.tif,2012,0,1,0,ORIGINAL,06,10,19154,011802,0118,0010039,001,8,585,0,,Y,2,2012-011802
6,25,MA,6,01,6,6,CHATHAM EAST,7282,25,1515,1202,9036,21,1,1,2,2,2,1515,4671,4679,2,2,7,9,0,1,0,1,0,0,0,3,4140,6955,12,240,55,2,1,2,majn1202.tif,00047159.tif,2012,0,1,1,ORIGINAL,06,09,19153,012001,0120,0019036,001,2,364,0,,Y,2,2012-012001
6,25,MA,6,01,6,CASTING,STELLWAGEN S,6634,25,1515,1211,0227,23,1,1,2,1,6,1500,4677,4678,2,1,6,12,0,1,0,1,0,0,1,3,4210,7015,10,150,58,2,1,2,majn1211.tif,00047162.tif,2012,0,1,0,ORIGINAL,06,10,19154,012101,0121,0230227,023,2,376,0,,N,2,2012-012101
6,51,VA,6,01,6,6,CIGAR,6633,51,1710,1208,0088,3,1,1,2,2,7,1700,4711,9996,2,2,9,9,0,0,1,1,0,0,0,6,3630,7450,70,1300,69,1,1,1,vajn1208.tif,00047187.tif,2012,0,1,0,ORIGINAL,06,10,19154,012401,0124,8100088,810,8,631,0,,Y,2,2012-012401
6,51,VA,6,02,6,6,150 LINE,6633,51,1755,1208,0088,3,1,2,1,3,1,1737,4711,1050,2,2,12,8,0,0,1,1,0,0,0,6,9998,9998,60,300,71,1,1,1,vajn1208.tif,00047189.tif,2012,1,0,0,ORIGINAL,06,10,19154,012402,0124,8100088,810,8,628,0,,Y,1,2012-012402
6,37,NC,6,03,6,6,CIGAR,6633,51,1805,1208,0088,3,1,2,1,3,1,1543,4711,1050,2,2,8,7,0,1,1,1,0,0,0,6,3630,7450,64,300,72,2,1,1,vajn1208.tif,00047191.tif,2012,0,1,0,ORIGINAL,06,10,19154,012403,0124,8100088,810,8,627,0,,Y,1,2012-012403
6,51,VA,6,04,6,6,CIGAR,6633,51,1825,1208,0088,3,1,1,2,2,1,1800,4711,9996,2,2,9,8,0,1,1,1,0,0,0,6,3630,7450,70,150,71,1,1,1,vajn1208.tif,00047193.tif,2012,1,0,0,ORIGINAL,06,10,19154,012404,0124,8100088,810,8,629,0,,Y,1,2012-012404
6,51,VA,6,05,6,6,200 LINE,6633,51,1835,1208,0088,3,1,2,2,3,1,1810,4711,9996,2,2,9,8,0,0,1,1,0,0,0,6,9998,9998,60,300,72,1,1,1,vajn1208.tif,00047195.tif,2012,0,0,0,ORIGINAL,06,10,19154,012405,0124,8100088,810,8,630,0,,Y,1,2012-012405
6,51,VA,6,06,6,6,CIGAR,6633,51,1855,1208,0088,3,1,2,2,3,7,1830,4711,9996,2,2,7,9,0,1,1,1,0,0,0,8,3630,7450,70,1200,71,1,1,1,vajn1208.tif,00047197.tif,2012,0,1,0,ORIGINAL,06,10,19154,012406,0124,8100088,810,8,626,0,,Y,1,2012-012406
6,34,NJ,6,01,6,6,SPENCER CANYON,6013,34,1630,1212,1671,11,1,1,2,2,1,1500,4711,9996,2,12,9,3,0,0,1,1,0,0,0,6,3837,7312,85,450,69,2,1,1,njjn1212.tif,00047208.tif,2012,0,1,0,ORIGINAL,06,09,19153,013001,0130,0091671,009,5,471,0,,Y,2,2012-013001
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,02,6,6,7,6013,34,1730,1212,1131,11,1,1,2,2,7,1700,3551,9996,1,2,4,8,0,0,1,0,1,0,0,6,9999,9999,42,130,67,2,1,1,njjn1212.tif,00047210.tif,2012,0,1,0,ORIGINAL,06,09,19153,013002,0130,0091131,009,5,58,0,,Y,2,2012-013002
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,03,6,6,TRIPLE WRECKS,6013,34,1745,1212,1131,11,1,1,2,2,1,1700,3551,3531,1,1,4,7,0,0,1,0,1,0,0,6,3935,7255,40,122,67,1,1,1,njjn1212.tif,00047212.tif,2012,0,1,0,ORIGINAL,06,09,19153,013003,0130,0091131,009,5,60,0,,Y,2,2012-013003
6,34,NJ,6,04,6,6,BALTIMORE CANYON,6013,34,1800,1212,1131,11,1,1,2,2,1,1758,4711,9996,2,12,5,4,0,1,1,1,0,0,0,2,3820,7345,80,600,67,2,1,2,njjn1212.tif,00047214.tif,2012,0,1,0,ORIGINAL,06,09,19153,013004,0130,0091131,009,5,469,0,,Y,2,2012-013004
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,05,6,6,CIGAR,6013,34,1815,1212,1131,11,1,1,2,2,1,1700,3551,9996,1,2,3,8,0,0,1,0,1,0,0,5,3840,7410,52,170,68,2,1,1,njjn1212.tif,00047215.tif,2012,0,0,0,ORIGINAL,06,09,19153,013005,0130,0091131,009,5,61,0,,Y,2,2012-013005
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,06,6,6,7,6013,34,1845,1212,1131,11,1,1,2,2,1,1800,3551,9996,1,2,5,8,0,0,1,0,1,0,0,6,9997,9999,50,200,67,2,2,1,njjn1212.tif,00047217.tif,2012,1,1,0,ORIGINAL,06,09,19153,013006,0130,0091131,009,5,62,0,,Y,2,2012-013006
6,34,NJ,6,07,6,6,SPENCER AND WILLINGTON,6013,34,1845,1212,1131,11,1,1,2,2,1,1700,4711,9996,2,2,7,6,0,1,1,1,1,1,0,6,3824,7327,80,420,67,1,1,1,njjn1212.tif,00047219.tif,2012,0,1,0,ORIGINAL,06,09,19153,013007,0130,0091131,009,5,470,0,,Y,2,2012-013007
4000,10,DE,SOUTH JERSEY SHARK TOURNAMENT,08,6,6,7,6013,34,1850,1212,1131,11,1,1,2,2,1,1800,3551,9996,1,2,5,8,0,0,1,0,1,0,0,6,9999,9999,50,99999,67,2,1,1,njjn1212.tif,00047221.tif,2012,0,1,0,REVISED,06,09,19153,013008,0130,0091131,009,5,57,0,,Y,2,2012-013008
4000,36,NY,SOUTH JERSEY SHARK TOURNAMENT,09,6,6,ELEPHANT TRUNK,6013,34,1900,1212,1131,11,1,1,2,3,2,1800,3551,9996,1,2,3,7,0,0,1,0,1,0,0,5,3835,7405,48,135,66,2,1,1,njjn1212.tif,00047223.tif,2012,0,1,0,ORIGINAL,06,09,19153,013009,0130,0091131,009,5,59,0,,N,2,2012-013009
4000,10,DE,SOUTH JERSEY SHARK TOURNAMENT,10,6,6,ELEPHANT TRUNK,6013,34,1945,1212,1131,11,1,1,2,2,2,1900,3551,9996,1,2,5,7,0,0,1,0,1,0,0,6,3835,7405,50,200,67,2,2,1,njjn1212.tif,00047225.tif,2012,0,1,0,ORIGINAL,06,09,19153,013010,0130,0091131,009,5,63,0,,N,2,2012-013010
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,01,6,6,7,6013,34,1500,2110,0900,3,1,1,2,2,2,1430,3551,9996,1,2,5,2,0,0,1,0,1,0,0,5,9999,9999,40,140,66,1,1,1,njjn2110.tif,00047360.tif,2012,0,1,0,ORIGINAL,06,08,19152,013101,0131,0090900,009,5,79,0,,Y,2,2012-013101
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,02,6,6,7,6013,34,1508,2110,0900,3,1,2,1,3,1,1500,3551,9996,1,1,4,7,0,0,1,0,1,0,0,6,9999,9999,50,200,64,2,1,1,njjn2110.tif,00047362.tif,2012,0,1,0,ORIGINAL,06,08,19152,013102,0131,0090900,009,5,65,0,,Y,2,2012-013102
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,03,6,6,7,6013,34,1515,2110,0900,3,1,1,2,2,1,1500,3551,9996,1,2,3,2,0,0,1,0,1,0,0,5,9999,9999,30,120,63,2,1,1,njjn2110.tif,00047364.tif,2012,0,1,0,ORIGINAL,06,08,19152,013103,0131,0090900,009,5,72,0,,Y,2,2012-013103
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,04,6,6,7,6013,34,1540,2110,0900,3,1,1,2,2,7,1535,3551,9996,1,2,4,3,0,0,1,0,1,0,0,5,9999,9999,35,110,67,2,1,1,njjn2110.tif,00047366.tif,2012,0,1,0,ORIGINAL,06,08,19152,013104,0131,0090900,009,5,71,0,,Y,2,2012-013104
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,05,6,6,7,6013,34,1600,2110,0900,3,1,1,2,2,2,1555,3551,9996,1,1,5,4,0,0,1,0,1,0,0,5,9999,9999,34,150,67,2,1,1,njjn2110.tif,00047368.tif,2012,1,1,0,ORIGINAL,06,08,19152,013105,0131,0090900,009,5,81,0,,N,1,2012-013105
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,06,6,6,MISTY BLUE,6013,34,1700,2110,0900,3,1,1,2,2,7,1649,3551,3531,1,2,5,6,0,0,1,0,1,0,0,5,3820,7410,36,150,68,2,1,1,njjn2110.tif,00047370.tif,2012,1,1,0,ORIGINAL,06,08,19152,013106,0131,0090900,009,5,74,0,,Y,2,2012-013106
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,07,6,6,7,6013,34,1705,2110,0900,3,1,1,2,2,7,1650,3551,9996,1,12,3,7,0,0,1,0,1,0,0,6,9999,9999,30,110,67,1,1,1,njjn2110.tif,00047372.tif,2012,0,1,0,ORIGINAL,06,08,19152,013107,0131,0090900,009,5,77,0,,Y,2,2012-013107
4000,10,DE,SOUTH JERSEY SHARK TOURNAMENT,08,6,6,7,6013,34,1715,2110,0900,3,1,1,2,2,2,1700,3551,9996,1,2,5,7,0,0,1,0,1,0,0,8,9999,9999,999,99999,68,1,1,1,njjn2110.tif,00047374.tif,2012,0,1,0,ORIGINAL,06,08,19152,013108,0131,0090900,009,5,66,0,,Y,2,2012-013108
4000,24,MD,SOUTH JERSEY SHARK TOURNAMENT,09,6,6,ELEPHANT TRUNK,6013,34,1744,2110,0900,3,1,1,2,2,1,1700,3551,9996,1,2,5,8,0,0,1,0,1,0,0,4,3835,7405,42,168,67,1,2,1,njjn2110.tif,00047376.tif,2012,0,0,0,ORIGINAL,06,08,19152,013109,0131,0090900,009,5,78,0,,Y,2,2012-013109
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,10,6,6,EAST LUMP,6013,34,1755,2110,0900,3,1,1,2,2,1,1700,3551,9996,1,2,3,8,0,0,1,0,1,0,0,5,9999,9999,25,100,68,2,2,1,njjn2110.tif,00047378.tif,2012,0,0,0,ORIGINAL,06,08,19152,013110,0131,0090900,009,5,67,0,,Y,2,2012-013110
4000,42,PA,SOUTH JERSEY SHARK TOURNAMENT,11,6,6,7,6013,34,1800,2110,0900,3,1,1,2,2,7,1700,3551,9996,1,1,4,8,0,0,1,0,1,0,0,6,9999,9999,47,140,67,2,1,2,njjn2110.tif,00047380.tif,2012,0,1,0,ORIGINAL,06,08,19152,013111,0131,0090900,009,5,64,0,,Y,2,2012-013111
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,12,6,6,7,6013,34,1804,2110,0900,3,1,1,2,2,1,1700,3551,9996,1,2,4,8,0,0,1,0,1,0,0,5,9999,9999,45,190,67,2,1,2,njjn2110.tif,00047381.tif,2012,0,1,0,ORIGINAL,06,08,19152,013112,0131,0090900,009,5,69,0,,Y,2,2012-013112
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,13,6,6,EAST,6013,34,1805,2110,0900,3,1,1,2,2,1,1800,3551,9996,1,2,4,8,0,0,1,0,1,0,0,4,9999,9999,30,125,68,1,1,2,njjn2110.tif,00047382.tif,2012,1,1,0,ORIGINAL,06,08,19152,013113,0131,0090900,009,5,70,0,,Y,2,2012-013113
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,14,6,6,7,6013,34,1815,2110,0900,3,1,1,2,2,1,1800,3551,9996,1,2,4,8,0,0,1,0,1,0,0,4,9999,9999,50,230,64,2,1,1,njjn2110.tif,00047383.tif,2012,0,1,0,ORIGINAL,06,08,19152,013114,0131,0090900,009,5,68,0,,Y,2,2012-013114
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,15,6,6,CIGAR EL TRUNK,6013,34,1830,2110,0900,3,1,1,2,2,1,1730,3551,9996,1,2,3,8,0,0,1,0,1,0,0,5,3835,7400,36,175,67,2,1,1,njjn2110.tif,00047385.tif,2012,0,0,0,ORIGINAL,06,08,19152,013115,0131,0090900,009,5,76,0,,Y,2,2012-013115
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,16,6,6,7,6013,34,1850,2110,0900,3,1,2,1,3,7,1715,3551,9996,1,2,5,8,0,0,1,0,1,0,0,5,9998,9998,30,100,67,1,1,2,njjn2110.tif,00047387.tif,2012,0,1,0,ORIGINAL,06,08,19152,013116,0131,0090900,009,5,80,0,,Y,2,2012-013116
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,17,6,6,7,6013,34,1945,2110,0900,3,1,2,1,3,1,1855,3551,9996,1,2,4,8,0,0,1,0,1,0,0,6,9998,9998,56,114,67,1,1,2,njjn2110.tif,00047388.tif,2012,0,1,0,ORIGINAL,06,08,19152,013117,0131,0090900,009,5,73,0,,Y,2,2012-013117
4000,34,NJ,SOUTH JERSEY SHARK TOURNAMENT,18,6,6,TEA CUP,6013,34,2000,2110,0900,3,1,2,1,3,1,1900,3551,9996,1,1,5,8,0,0,1,0,1,0,0,6,9998,9998,38,150,67,1,2,2,njjn2110.tif,00047389.tif,2012,0,0,0,ORIGINAL,06,08,19152,013118,0131,0090900,009,5,75,0,,Y,2,2012-013118
6,51,VA,6,01,6,6,30 FATHOM LINE,6447,51,1502,1104,0039,8,1,1,2,2,1,1430,3551,4711,2,2,10,20,0,1,1,1,1,0,0,2,9998,9998,50,350,68,2,1,1,vajn1104.tif,00047264.tif,2012,0,0,0,ORIGINAL,06,09,19153,013301,0133,0010039,001,8,558,0,,Y,2,2012-013301
6,51,VA,6,02,6,6,WASHINGTON CANYON,6447,51,1516,1104,0039,8,1,1,2,2,1,1500,3551,4711,2,2,7,20,0,1,1,1,1,0,0,4,3727,7427,50,320,66,2,2,1,vajn1104.tif,00047266.tif,2012,0,0,0,ORIGINAL,06,09,19153,013302,0133,0010039,001,8,554,0,,Y,2,2012-013302
6,51,VA,6,03,6,6,WASHINGTON CANYON,6447,51,1726,1104,0039,8,1,1,2,3,1,1720,4711,9996,2,2,6,9,0,1,1,1,0,0,0,5,3727,7427,54,600,68,2,2,1,vajn1104.tif,00047268.tif,2012,0,0,0,ORIGINAL,06,09,19153,013303,0133,0010039,001,8,559,0,,Y,2,2012-013303
6,24,MD,6,04,6,6,7,6447,51,1730,1104,0039,8,1,1,2,2,1,1715,4711,9996,2,2,7,10,0,1,0,1,0,0,0,4,9999,9999,55,6000,65,2,1,1,vajn1104.tif,00047270.tif,2012,0,1,0,ORIGINAL,06,09,19153,013304,0133,0010039,001,8,556,0,,Y,2,2012-013304
6,24,MD,6,05,6,6,NORFOLK CANYON,6447,51,1758,1104,0039,8,1,1,2,2,2,1740,4711,9996,2,2,10,8,0,1,1,1,0,0,0,4,3705,7435,70,3000,70,2,1,2,vajn1104.tif,00047272.tif,2012,0,0,0,ORIGINAL,06,09,19153,013305,0133,0010039,001,8,555,0,,Y,2,2012-013305
6,24,MD,6,06,6,6,WASHINGTON CANYON,6447,51,1813,1104,0039,8,1,1,2,2,1,1800,4711,9996,2,2,8,10,0,1,1,1,0,0,0,5,3727,7427,55,600,70,2,2,1,vajn1104.tif,00047273.tif,2012,1,0,0,ORIGINAL,06,09,19153,013306,0133,0010039,001,8,557,0,,Y,2,2012-013306
6,51,VA,6,07,6,6,POOR MANS CANYON,6447,51,1821,1104,0039,8,1,2,1,3,1,1800,4711,9996,2,2,10,7,0,1,1,1,0,0,0,3,3752,7406,60,600,67,2,1,1,vajn1104.tif,00047275.tif,2012,0,0,0,ORIGINAL,06,09,19153,013307,0133,0010039,001,8,553,0,,N,2,2012-013307
6,51,VA,6,01,6,6,CIGAR,7393,51,1718,1116,0091,1,1,1,2,2,1,1710,2161,9996,2,12,7,8,0,1,1,1,0,0,0,4,3630,7450,60,300,78,1,2,1,vajn1116.tif,00047279.tif,2012,0,1,1,ORIGINAL,06,10,19154,013401,0134,8100091,810,8,583,0,,Y,1,2012-013401
6,51,VA,6,02,6,6,SE VIRGINIA BEACH,7393,51,1748,1116,0002,1,1,1,2,1,1,1745,4711,9996,2,2,10,9,0,0,1,1,0,0,0,5,9998,9998,60,240,71,2,1,1,vajn1116.tif,00047281.tif,2012,0,0,0,ORIGINAL,06,10,19154,013402,0134,8100002,810,8,582,0,,Y,1,2012-013402
6,37,NC,6,03,6,6,CIGAR,7393,51,1812,1116,0091,1,1,1,2,3,1,1756,4656,9996,2,2,10,8,0,0,1,1,0,0,0,8,3630,7450,70,120,70,1,1,1,vajn1116.tif,00047283.tif,2012,0,0,0,ORIGINAL,06,10,19154,013403,0134,8100091,810,8,581,0,,Y,2,2012-013403
