id,tracker,year,month,stcode,control,docno,species,length,curve,upprbill,lowerjaw,gender,prep
2007-000101,000101,2007,06,10,1111,01,4821,610,9996,9996,9996,1,0
2007-000101,000101,2007,06,10,1111,01,4821,910,9996,9996,9996,1,0
2007-001501,001501,2007,06,51,1108,01,30,921,9996,9996,9996,6,0
2007-001501,001501,2007,06,51,1108,01,1050,880,9996,9996,9996,1,0
2007-001501,001501,2007,06,51,1108,01,1050,565,9996,9996,9996,2,0
2007-001501,001501,2007,06,51,1108,01,1050,615,9996,9996,9996,2,0
2007-001501,001501,2007,06,51,1108,01,1050,668,9996,9996,9996,2,0
2007-001502,001502,2007,06,51,1108,02,1050,1009,9996,9996,9996,1,0
2007-001502,001502,2007,06,51,1108,02,1050,610,9996,9996,9996,2,0
2007-001502,001502,2007,06,51,1108,02,1050,808,9996,9996,9996,2,0
2007-001701,001701,2007,06,51,1111,01,4711,1012,1016,9996,9996,6,0
2007-001701,001701,2007,06,51,1111,01,4711,1047,1051,9996,9996,6,0
2007-003101,003101,2007,06,10,2212,01,3531,2004,9996,9996,9996,1,0
2007-003301,003301,2007,06,34,2209,01,3551,1867,9996,9996,9996,2,0
2007-004001,004001,2007,06,24,1201,01,3551,1564,9996,9996,9996,1,0
2007-004002,004002,2007,06,24,1201,02,3551,2027,9996,9996,9996,2,0
2007-004003,004003,2007,06,24,1201,03,3551,1711,9996,9996,9996,2,0
2007-004004,004004,2007,06,24,1201,04,3551,1775,9996,9996,9996,1,0
2007-005301,005301,2007,06,51,1112,01,4681,697,9996,9996,9996,6,0
2007-005302,005302,2007,06,51,1112,02,4677,1084,1093,9996,9996,6,0
2007-005302,005302,2007,06,51,1112,02,4681,696,9996,9996,9996,6,0
2007-005303,005303,2007,06,51,1112,03,4711,896,902,9996,9996,6,0
2007-005303,005303,2007,06,51,1112,03,4711,1081,1085,9996,9996,6,0
2007-005604,005604,2007,06,51,1205,04,1050,810,9996,9996,9996,1,0
2007-005604,005604,2007,06,51,1205,04,1050,870,9996,9996,9996,1,0
2007-005604,005604,2007,06,51,1205,04,4681,624,9996,9996,9996,6,0
2007-005604,005604,2007,06,51,1205,04,4711,1090,1120,9996,9996,6,0
2007-006701,006701,2007,06,34,1111,01,3551,2032,9996,9996,9996,2,0
2007-006705,006705,2007,06,34,1111,05,3551,1905,9996,9996,9996,2,0
2007-006710,006710,2007,06,34,1111,10,4677,1042,1078,9996,9996,6,0
2007-006719,006719,2007,06,34,1111,19,3551,1358,9996,9996,9996,2,0
2007-006725,006725,2007,06,34,1111,25,3531,2246,9996,9996,9996,1,0
2007-006726,006726,2007,06,34,1111,26,3531,2416,9996,9996,9996,2,0
2007-007005,007005,2007,06,34,2106,05,3551,2191,9996,9996,9996,2,0
2007-007006,007006,2007,06,34,2106,06,3551,1881,9996,9996,9996,2,0
2007-007007,007007,2007,06,34,2106,07,3531,1895,9996,9996,9996,1,0
2007-007012,007012,2007,06,34,2106,12,3531,2322,9996,9996,9996,2,0
2007-007023,007023,2007,06,34,2106,23,4677,1071,1080,9996,9996,6,0
2007-007024,007024,2007,06,34,2106,24,4911,2415,9996,9996,9996,1,0
2007-008006,008006,2007,06,24,1108,06,4681,736,9996,9996,9996,6,0
2007-008108,008108,2007,06,24,1113,08,4821,1245,9996,9996,9996,2,0
2007-008109,008109,2007,06,24,1113,09,3551,1680,9996,9996,9996,2,0
2007-008110,008110,2007,06,24,1113,10,4931,2200,9996,9996,9996,1,0
2007-008302,008302,2007,06,34,1206,02,3551,2123,9996,9996,9996,2,0
2007-008304,008304,2007,06,34,1206,04,3551,1973,9996,9996,9996,2,0
2007-008602,008602,2007,06,51,1104,02,1050,941,9996,9996,9996,1,0
