tourn_name,location,id,tracker,intcode,intdate,month,day,year,inttime,stcode,control,docno,county,siteno,site_no,cluster,sitetype,prim_op,todayt,perm_pos,category,perm_ver,cgnbr_pos,strgnbr_pos,ppstate,ppstfips,returnt,prim1,prim2,tourn,tcode,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,measur,gear,gear_oth,issueddate,CoastNum,StReg,boat,st
6,HAM BONE,2004-003304,003304,6407,16235,06,13,2004,1723,24,1106,04,047,0938,0470938,7,1,2,1,1,3,6,6,6,MD,24,1723,3551,9996,2,6,6,6,3,3,0,0,1,0,0,1,0,6,5,3811,7424,30,140,67,1,6,1,1,1,6,,,,,
6,WASHINGTON CANYON,2004-003305,003305,6407,16235,06,13,2004,1750,24,1106,05,047,0938,0470938,7,1,2,1,1,2,6,6,6,MD,24,1750,4656,9996,2,6,6,6,6,6,0,1,1,1,0,0,0,6,6,3724,7425,58,600,70,1,6,1,2,1,6,,,,,
6,CIGAR,2004-003401,003401,6409,16235,06,13,2004,1700,51,1202,01,810,0088,8100088,3,1,2,1,1,3,6,6,6,VA,51,1645,4656,9996,2,6,6,6,8,6,0,1,1,1,0,0,0,6,6,3630,7450,60,600,72,2,6,1,1,1,6,,,,,
6,NORFOLK CANYON,2004-003701,003701,6427,16235,06,13,2004,1535,51,1108,01,001,0024,0010024,7,1,1,2,1,2,6,6,6,VA,51,1530,4711,9996,2,6,6,6,6,3,0,1,1,1,0,0,0,6,2,3705,7435,62,600,72,1,6,1,2,1,6,,,,,
6,WASHINGTON CANYON,2004-003702,003702,6427,16235,06,13,2004,1625,51,1108,02,001,0024,0010024,7,1,2,2,1,3,6,6,6,VA,51,1615,4711,9996,2,6,6,6,10,5,0,1,1,1,0,0,0,6,3,3725,7425,53,600,71,1,6,1,2,1,6,,,,,
6,BOBS CANYON,2004-003703,003703,6427,16235,06,13,2004,1635,51,1108,03,001,0025,0010025,7,1,2,2,1,3,6,6,6,VA,51,1625,4711,9996,2,6,6,6,8,5,0,1,1,1,0,0,0,6,5,3715,7538,52,600,60,2,6,1,1,1,6,,,,,
6,WASHINGTON CANYON,2004-003704,003704,6427,16235,06,13,2004,1720,51,1108,04,001,0025,0010025,7,1,1,2,1,2,6,6,6,VA,51,1715,4711,9996,2,6,6,6,8,6,0,1,1,1,0,0,0,6,3,3725,7425,57,600,73,1,6,1,1,1,6,,,,,
6,BOBS CANYON,2004-003705,003705,6427,16235,06,13,2004,1740,51,1108,05,001,0025,0010025,7,1,1,2,1,2,6,6,6,VA,51,1730,4711,9996,2,6,6,6,7,6,0,1,1,1,0,0,0,6,4,3715,7538,55,600,73,1,6,1,1,1,6,,,,,
6,BOBS CANYON,2004-003706,003706,6427,16235,06,13,2004,1830,51,1108,06,001,1199,0011199,7,1,2,2,1,3,6,6,6,VA,51,1815,4711,9996,2,6,6,6,9,6,0,0,1,1,0,0,0,6,4,3715,7538,65,600,70,1,6,1,1,1,6,,,,,
6,WASHINGTON CANYON,2004-003707,003707,6427,16235,06,13,2004,1900,51,1108,07,001,0024,0010024,7,1,1,2,1,2,6,7,7,VA,51,1850,4711,9996,2,6,6,6,8,6,0,0,1,1,0,0,0,6,4,3715,7538,50,500,72,1,6,1,2,1,6,,,,,
6,WASHINGTON CANYON,2004-003708,003708,6427,16235,06,13,2004,1910,51,1108,08,001,0024,0010024,7,1,1,2,1,2,6,6,6,VA,51,1900,4711,9996,2,6,6,6,9,7,0,1,1,1,0,0,0,6,7,3725,7425,55,600,71,1,6,1,2,1,6,,,,,
6,WASHINGTON CANYON,2004-003709,003709,6427,16235,06,13,2004,1930,51,1108,09,001,0024,0010024,7,1,2,2,1,3,6,6,6,VA,51,1900,4711,9996,2,6,6,6,8,6,0,1,1,1,0,0,0,6,6,3725,7425,55,600,71,2,6,1,1,1,6,,,,,
6,WASHINGTON CANYON,2004-003710,003710,6427,16235,06,13,2004,1940,51,1108,10,001,0025,0010025,7,1,1,2,1,2,6,7,7,VA,51,1830,4711,9996,2,6,6,6,6,8,0,1,1,1,0,0,0,6,2,3725,7425,50,600,69,1,6,1,2,1,6,,,,,
6,WASHINGTON CANYON,2004-003901,003901,6447,16234,06,12,2004,1710,24,1205,01,047,1493,0471493,5,1,1,2,1,3,6,6,6,MD,24,1705,4711,9996,2,6,6,6,6,7,0,0,1,1,0,0,0,6,3,3725,7425,45,600,70,1,6,1,1,1,6,,,,,
6,JACKSPOT,2004-003902,003902,6447,16234,06,12,2004,1650,24,1205,02,047,1493,0471493,5,1,2,1,1,3,6,6,6,MD,24,1530,3551,9996,2,6,6,6,4,7,0,0,1,0,0,1,0,6,6,3805,7445,20,100,65,2,6,1,2,1,6,,,,,
6,9,2004-003903,003903,6447,16234,06,12,2004,1640,24,1205,03,047,1493,0471493,5,1,1,2,1,2,6,1,2,MD,24,1630,3551,9996,2,6,6,6,3,7,0,1,1,1,0,1,0,6,2,9999,9999,30,100,69,1,6,1,1,1,6,,,,,
6,9,2004-003904,003904,6447,16234,06,12,2004,1645,24,1205,04,047,1493,0471493,5,1,2,2,1,3,6,1,2,DE,10,1635,4711,9996,2,6,6,6,99,99,9,9,9,9,9,9,9,9,99,9999,9999,35,180,68,2,6,2,2,1,6,,,,,
6,WASHINGTON CANYON,2004-003905,003905,6447,16234,06,12,2004,1745,24,1205,05,047,1493,0471493,5,1,2,1,1,3,6,8,8,MD,24,1730,4711,9996,2,6,6,6,8,6,0,0,1,1,0,0,0,6,5,3725,7425,60,600,72,1,6,1,1,1,6,,,,,
6,JACKSPOT,2004-003906,003906,6447,16234,06,12,2004,1800,24,1205,06,047,1493,0471493,5,1,1,2,1,2,6,1,6,MD,24,1750,3551,9996,2,6,6,6,3,5,0,0,1,0,0,1,0,6,5,3805,7445,31,120,66,1,6,1,2,1,6,,,,,
6,MARINE ELECTRIC,2004-003907,003907,6447,16234,06,12,2004,1810,24,1205,07,047,1493,0471493,5,1,1,2,1,2,6,1,8,MD,24,1800,3551,9996,2,6,6,6,3,7,0,0,1,0,0,1,0,6,3,9998,9998,38,130,71,1,6,1,2,1,6,,,,,
6,POOR MANS CANYON,2004-004001,004001,6447,16235,06,13,2004,1515,10,1201,01,005,1599,0051599,2,1,1,2,1,2,6,1,8,DE,10,1430,4711,9996,2,6,6,6,8,3,0,1,1,1,0,0,0,6,99,3752,7406,61,450,68,2,6,1,2,1,6,,,,,
6,FINGERS,2004-004002,004002,6447,16235,06,13,2004,1530,10,1201,02,005,1599,0051599,2,1,1,2,1,2,6,1,2,DE,10,1400,3551,9996,2,6,6,6,4,4,0,1,1,1,1,1,0,6,5,3700,7510,35,120,65,2,6,2,2,1,6,,,,,
6,FINGERS,2004-004003,004003,6447,16235,06,13,2004,1540,10,1201,03,005,1599,0051599,2,1,1,2,1,2,6,1,1,DE,10,1530,3551,9996,2,6,6,6,4,6,0,0,1,0,0,1,0,6,3,3700,7510,35,122,66,1,6,1,1,1,6,,,,,
6,9,2004-004004,004004,6447,16235,06,13,2004,1545,10,1201,04,005,1599,0051599,2,1,2,1,1,3,6,1,2,DE,10,1530,3551,9996,2,6,6,6,4,8,0,0,1,0,0,1,0,6,4,9999,9999,35,130,67,1,6,1,2,1,6,,,,,
6,FINGERS,2004-004005,004005,6447,16235,06,13,2004,1705,10,1201,05,005,1599,0051599,2,1,2,1,1,3,6,9,9,DE,10,1600,3551,9996,2,6,6,6,4,8,9,9,9,9,9,9,9,9,3,3700,7510,999,180,66,2,6,1,1,1,6,,,,,
6,A BUOY,2004-004006,004006,6447,16235,06,13,2004,1715,10,1201,06,005,1599,0051599,2,1,1,2,1,2,6,1,1,DE,10,1700,3531,9996,2,6,6,6,4,5,0,0,1,0,0,1,0,6,4,9998,9998,15,70,98,2,6,2,2,1,6,,,,,
6,CHICKEN BONE,2004-004007,004007,6447,16235,06,13,2004,1725,10,1201,07,005,1599,0051599,2,1,1,2,1,2,6,2,1,DE,10,1700,3551,9996,2,6,6,6,4,6,0,0,1,0,0,1,0,6,4,3815,7428,35,120,65,2,6,1,1,1,6,,,,,
6,FINGERS,2004-004008,004008,6447,16235,06,13,2004,1730,10,1201,08,005,1599,0051599,2,1,1,2,1,2,6,2,1,DE,10,1700,3551,9996,2,6,6,6,3,6,0,0,1,0,0,1,0,6,2,3700,7510,32,120,67,2,6,1,1,1,6,,,,,
6,CHICKEN BONE,2004-004009,004009,6447,16235,06,13,2004,1755,10,1201,09,005,1599,0051599,2,1,2,2,1,3,6,1,2,DE,10,1730,3551,9996,2,6,6,6,4,9,0,0,1,0,0,1,0,6,7,3815,7428,36,137,67,2,6,1,2,1,6,,,,,
6,WASHINGTON CANYON,2004-004010,004010,6447,16235,06,13,2004,1810,10,1201,10,005,1599,0051599,2,1,1,2,1,2,6,2,8,DE,10,1730,4711,9996,2,6,6,6,6,6,0,0,1,1,0,0,0,6,4,3729,7430,75,600,72,2,6,1,2,1,6,,,,,
6,WASHINGTON CANYON,2004-004011,004011,6447,16235,06,13,2004,1820,10,1201,11,005,1599,0051599,2,1,1,2,1,2,6,6,6,DE,10,1745,3026,9996,2,6,6,6,9,6,0,0,1,1,0,0,0,6,5,3724,7425,70,3000,74,1,6,1,2,1,6,,,,,
6,9,2004-004012,004012,6447,16235,06,13,2004,1825,10,1201,12,005,1599,0051599,2,1,9,9,1,3,6,9,9,DE,10,1800,4711,9996,9,6,6,6,99,99,9,9,9,9,9,9,9,9,99,9999,9999,999,99999,99,2,6,1,2,1,6,,,,,
6,MASSEYS CANYON,2004-004013,004013,6447,16235,06,13,2004,1840,10,1201,13,005,1599,0051599,2,1,2,2,1,3,6,2,1,DE,10,1800,4711,9996,2,6,6,6,4,4,0,0,1,0,0,1,0,6,5,3828,7420,34,99998,64,2,6,1,1,1,6,,,,,
6,NORFOLK CANYON,2004-004501,004501,6182,16236,06,14,2004,1710,51,2101,01,810,0091,8100091,1,1,2,1,1,3,6,6,6,VA,51,1645,4711,9996,2,6,6,6,8,6,0,0,1,1,0,0,0,6,9,3705,7435,63,600,71,2,6,1,1,1,6,,,,,
6,WASHINGTON CANYON,2004-004601,004601,6413,16235,06,13,2004,1755,51,1206,01,001,0955,0010955,8,3,1,2,1,2,6,2,1,MD,24,1530,4711,9996,2,6,6,6,7,4,0,1,0,1,0,0,0,6,4,3724,7425,52,600,68,1,6,1,2,1,6,,,,,
6,MARINE ELECTRIC,2004-004602,004602,6413,16235,06,13,2004,1715,51,1206,02,001,1216,0011216,8,1,1,2,1,2,6,1,2,VA,51,1715,3551,9996,2,6,6,6,3,5,0,0,1,0,0,1,0,6,4,3753,7450,29,111,98,1,6,1,2,1,6,,,,,
6,WASHINGTON CANYON,2004-004603,004603,6413,16235,06,13,2004,1745,51,1206,03,001,0039,0010039,8,3,2,1,1,3,6,1,2,VA,51,1730,4711,9996,2,6,6,6,6,6,0,1,0,1,0,0,0,6,6,3724,7425,55,600,68,2,6,1,2,1,6,,,,,
6,WASHINGTON CANYON,2004-004604,004604,6413,16235,06,13,2004,1800,51,1206,04,001,0039,0010039,8,1,1,2,1,2,6,2,1,VA,51,1755,4711,9996,2,6,6,6,8,5,0,1,1,1,0,0,0,6,4,3724,7425,55,600,71,2,6,1,2,1,6,,,,,
