intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,filestat,c_index,cerrflag,cprobfld,id
6555,6,1,2011,06,26,025405,0470866,0,0,24,05,1105,2,mdjn1105.tif,00036581.tif,YFT,4711,0254,1,3,0,0,0,0,0,ORIGINAL,136,0,,2011-025405
6783,2,1,2011,06,01,000901,0470024,0,0,24,01,2105,2,mdjn2105.tif,00035040.tif,DUSKY SHARK,4841,0009,1,0,0,3,0,0,0,ORIGINAL,137,0,,2011-000901
6783,4,3,2011,06,03,003402,0470856,0,0,24,02,2107,2,mdjn2107.tif,00035157.tif,SHORTFIN MAKO SHARK,3551,0034,1,0,0,1,0,0,0,ORIGINAL,138,0,,2011-003402
6783,4,3,2011,06,03,003402,0470856,0,0,24,02,2107,2,mdjn2107.tif,00035157.tif,SMOOTH HAMMERHEAD SHARK,4791,0034,3,0,0,1,0,0,0,ORIGINAL,139,1,ALIVE;,2011-003402
6783,4,3,2011,06,03,003402,0470856,0,0,24,02,2107,2,mdjn2107.tif,00035157.tif,DUSKY SHARK,4841,0034,2,0,0,1,0,0,0,ORIGINAL,140,0,,2011-003402
6783,4,3,2011,06,03,003403,0470856,0,0,24,03,2107,2,mdjn2107.tif,00035159.tif,BLUEFISH,230,0034,1,3,0,0,0,0,0,ORIGINAL,141,0,,2011-003403
6783,4,3,2011,06,11,011801,0470856,0,1,24,01,1101,1,mdjn1101.tif,00035573.tif,DOLPHIN,1050,0118,1,1,1,0,0,0,0,ORIGINAL,142,0,,2011-011801
6783,4,3,2011,06,11,011803,0470856,0,0,24,03,1101,2,mdjn1101.tif,00035576.tif,BFT YOUNG SCHOOL,4673,0118,1,0,0,1,0,0,0,ORIGINAL,143,0,,2011-011803
6783,4,3,2011,06,11,011805,0470856,1,0,24,05,1101,2,mdjn1101.tif,00035579.tif,DOLPHIN,1050,0118,1,1,0,0,0,0,0,ORIGINAL,144,0,,2011-011805
6783,4,3,2011,06,11,011805,0470856,1,0,24,05,1101,2,mdjn1101.tif,00035579.tif,BFT SCHOOL,4677,0118,2,1,0,0,0,0,0,ORIGINAL,145,0,,2011-011805
6783,4,3,2011,06,11,011807,0470856,1,0,24,07,1101,2,mdjn1101.tif,00035582.tif,DUSKY SHARK,4841,0118,1,0,0,1,0,0,0,ORIGINAL,146,0,,2011-011807
6783,4,3,2011,06,11,011808,0470856,1,1,24,08,1101,2,mdjn1101.tif,00035584.tif,BLUEFISH,230,0118,3,0,0,4,0,0,0,ORIGINAL,147,0,,2011-011808
6783,4,3,2011,06,11,011808,0470856,1,1,24,08,1101,2,mdjn1101.tif,00035584.tif,DOLPHIN,1050,0118,2,1,0,0,0,0,0,ORIGINAL,148,0,,2011-011808
6783,4,3,2011,06,11,011808,0470856,1,1,24,08,1101,2,mdjn1101.tif,00035584.tif,BFT YOUNG SCHOOL,4673,0118,1,0,0,3,0,0,0,ORIGINAL,149,0,,2011-011808
6783,4,3,2011,06,11,011809,0470856,1,0,24,09,1101,2,mdjn1101.tif,00035586.tif,DOLPHIN,1050,0118,1,1,0,0,0,0,0,ORIGINAL,150,0,,2011-011809
6783,4,3,2011,06,21,023201,0470856,0,0,24,01,2110,1,mdjn2110.tif,00036850.tif,BFT SCHOOL,4677,0232,1,1,1,0,0,0,0,ORIGINAL,151,0,,2011-023201
6783,4,3,2011,06,21,023202,0470856,0,0,24,02,2110,2,mdjn2110.tif,00036852.tif,YFT,4711,0232,1,7,0,20,0,0,0,ORIGINAL,152,0,,2011-023202
6783,4,3,2011,06,21,023204,0470856,0,0,24,04,2110,2,mdjn2110.tif,00036855.tif,DOLPHIN,1050,0232,1,10,0,0,0,0,0,ORIGINAL,153,0,,2011-023204
6783,3,1,2011,06,22,023501,0470853,0,0,24,01,2111,1,mdjn2111.tif,00036333.tif,DOLPHIN,1050,0235,3,2,2,0,0,0,0,ORIGINAL,154,0,,2011-023501
6783,3,1,2011,06,22,023501,0470853,0,0,24,01,2111,1,mdjn2111.tif,00036333.tif,BFT YOUNG SCHOOL,4673,0235,2,0,0,4,0,0,0,ORIGINAL,155,0,,2011-023501
6783,3,1,2011,06,22,023501,0470853,0,0,24,01,2111,1,mdjn2111.tif,00036333.tif,BFT SCHOOL,4677,0235,1,1,1,0,0,0,0,ORIGINAL,156,0,,2011-023501
6783,3,1,2011,06,22,023502,0470853,0,0,24,02,2111,1,mdjn2111.tif,00036335.tif,YFT,4711,0235,1,13,13,2,0,0,0,ORIGINAL,157,0,,2011-023502
6783,3,1,2011,06,22,023503,0470853,0,0,24,03,2111,1,mdjn2111.tif,00036337.tif,SHORTFIN MAKO SHARK,3551,0235,1,1,1,0,0,0,0,ORIGINAL,158,0,,2011-023503
6783,3,1,2011,06,22,023503,0470853,0,0,24,03,2111,1,mdjn2111.tif,00036337.tif,BFT YOUNG SCHOOL,4673,0235,2,0,0,1,0,0,0,ORIGINAL,159,0,,2011-023503
6783,3,1,2011,06,22,023504,0470853,0,0,24,04,2111,1,mdjn2111.tif,00036339.tif,YFT,4711,0235,1,14,14,0,0,0,0,ORIGINAL,160,0,,2011-023504
6783,3,1,2011,06,25,025601,0470853,1,0,24,01,1110,1,mdjn1110.tif,00036525.tif,BFT SCHOOL,4677,0256,1,1,1,2,0,0,0,ORIGINAL,161,0,,2011-025601
6783,3,1,2011,06,25,025602,0470853,0,0,24,02,1110,1,mdjn1110.tif,00036527.tif,DOLPHIN,1050,0256,1,1,1,0,0,0,0,ORIGINAL,162,0,,2011-025602
6783,3,1,2011,06,25,025602,0470853,0,0,24,02,1110,1,mdjn1110.tif,00036527.tif,BFT SCHOOL,4677,0256,2,1,1,0,0,0,0,ORIGINAL,163,0,,2011-025602
6783,3,1,2011,06,25,025602,0470853,0,0,24,02,1110,1,mdjn1110.tif,00036527.tif,YFT,4711,0256,3,1,1,0,0,0,0,ORIGINAL,164,0,,2011-025602
6783,3,1,2011,06,25,025603,0470853,0,0,24,03,1110,1,mdjn1110.tif,00036529.tif,BLUE MARLIN,2171,0256,1,0,0,1,0,0,0,ORIGINAL,165,0,,2011-025603
6783,3,1,2011,06,25,025603,0470853,0,0,24,03,1110,1,mdjn1110.tif,00036529.tif,YFT,4711,0256,2,3,3,0,0,0,0,ORIGINAL,166,0,,2011-025603
6783,3,1,2011,06,25,025604,0470853,0,0,24,04,1110,2,mdjn1110.tif,00036531.tif,DOLPHIN,1050,0256,2,1,1,0,0,0,0,ORIGINAL,167,0,,2011-025604
6783,3,1,2011,06,25,025604,0470853,0,0,24,04,1110,2,mdjn1110.tif,00036531.tif,WHITE MARLIN,2161,0256,1,0,0,1,0,0,0,ORIGINAL,168,0,,2011-025604
6783,3,1,2011,06,25,025604,0470853,0,0,24,04,1110,2,mdjn1110.tif,00036531.tif,YFT,4711,0256,3,15,15,7,0,0,0,ORIGINAL,169,0,,2011-025604
6783,3,1,2011,06,25,025605,0470853,0,0,24,05,1110,2,mdjn1110.tif,00036533.tif,BFT YOUNG SCHOOL,4673,0256,1,0,0,5,0,0,0,ORIGINAL,170,0,,2011-025605
6783,3,1,2011,06,25,025606,0470853,0,0,24,06,1110,1,mdjn1110.tif,00036535.tif,YFT,4711,0256,1,10,10,0,0,0,0,ORIGINAL,171,0,,2011-025606
6783,3,1,2011,06,25,025607,0470853,0,0,24,07,1110,2,mdjn1110.tif,00036537.tif,SANDBAR SHARK,4821,0256,1,0,0,2,0,0,0,ORIGINAL,172,0,,2011-025607
6783,3,1,2011,06,27,025901,0470853,0,0,24,01,2113,2,mdjn2113.tif,00036563.tif,SPINNER SHARK,4881,0259,1,0,0,1,0,0,0,ORIGINAL,173,0,,2011-025901
6783,3,1,2011,06,27,025901,0470853,0,0,24,01,2113,2,mdjn2113.tif,00036563.tif,ATLANTIC SHARPNOSE SHARK,4941,0259,2,1,0,0,0,0,0,ORIGINAL,174,0,,2011-025901
6783,3,1,2011,06,27,025902,0470853,0,0,24,02,2113,1,mdjn2113.tif,00036565.tif,WHITE MARLIN,2161,0259,1,0,0,1,0,0,0,ORIGINAL,175,0,,2011-025902
6783,3,1,2011,06,27,025902,0470853,0,0,24,02,2113,1,mdjn2113.tif,00036565.tif,YFT,4711,0259,2,2,2,0,0,0,0,ORIGINAL,176,0,,2011-025902
6783,3,1,2011,06,27,025903,0470853,0,0,24,03,2113,1,mdjn2113.tif,00036567.tif,DOLPHIN,1050,0259,1,4,4,0,0,0,0,ORIGINAL,177,0,,2011-025903
6783,3,1,2011,06,27,025903,0470853,0,0,24,03,2113,1,mdjn2113.tif,00036567.tif,YFT,4711,0259,2,15,15,0,0,0,0,ORIGINAL,178,0,,2011-025903
6936,3,1,2011,06,02,001101,0470853,0,0,24,01,2205,1,mdjn2205.tif,00035046.tif,SHORTFIN MAKO SHARK,3551,0011,2,1,1,0,0,0,0,ORIGINAL,179,0,,2011-001101
6936,3,1,2011,06,02,001101,0470853,0,0,24,01,2205,1,mdjn2205.tif,00035046.tif,BLUE SHARK,4931,0011,1,0,0,1,0,0,0,ORIGINAL,180,0,,2011-001101
6936,3,1,2011,06,02,001102,0470853,0,0,24,02,2205,1,mdjn2205.tif,00035048.tif,YFT,4711,0011,1,2,2,0,0,0,0,ORIGINAL,181,0,,2011-001102
6936,3,1,2011,06,02,001103,0470853,0,0,24,03,2205,2,mdjn2205.tif,00035050.tif,SKIPJACK TUNA,4661,0011,2,0,0,6,0,0,0,ORIGINAL,182,0,,2011-001103
6936,3,1,2011,06,02,001103,0470853,0,0,24,03,2205,2,mdjn2205.tif,00035050.tif,YFT,4711,0011,1,1,1,3,0,0,0,ORIGINAL,183,0,,2011-001103
6936,3,1,2011,06,02,001104,0470853,0,0,24,04,2205,1,mdjn2205.tif,00035052.tif,SHORTFIN MAKO SHARK,3551,0011,1,1,1,0,0,0,0,ORIGINAL,184,0,,2011-001104
6936,3,1,2011,06,03,003501,0470853,0,0,24,01,2201,2,mdjn2201.tif,00035163.tif,SHORTFIN MAKO SHARK,3551,0035,1,0,0,2,0,0,0,ORIGINAL,185,0,,2011-003501
6936,3,1,2011,06,03,003501,0470853,0,0,24,01,2201,2,mdjn2201.tif,00035163.tif,SANDBAR SHARK,4821,0035,2,0,0,1,0,0,0,ORIGINAL,186,0,,2011-003501
6936,3,1,2011,06,03,003502,0470853,0,0,24,02,2201,1,mdjn2201.tif,00035165.tif,SHORTFIN MAKO SHARK,3551,0035,1,1,1,0,0,0,1,ORIGINAL,187,0,,2011-003502
6936,3,1,2011,06,03,003502,0470853,0,0,24,02,2201,1,mdjn2201.tif,00035165.tif,DUSKY SHARK,4841,0035,3,0,0,1,0,0,0,ORIGINAL,188,0,,2011-003502
6936,3,1,2011,06,03,003502,0470853,0,0,24,02,2201,1,mdjn2201.tif,00035165.tif,BLUE SHARK,4931,0035,2,0,0,4,0,0,0,ORIGINAL,189,0,,2011-003502
6936,3,1,2011,06,03,003503,0470853,0,0,24,03,2201,1,mdjn2201.tif,00035167.tif,DOLPHIN,1050,0035,3,1,1,0,0,0,0,ORIGINAL,190,0,,2011-003503
6936,3,1,2011,06,03,003503,0470853,0,0,24,03,2201,1,mdjn2201.tif,00035167.tif,SHORTFIN MAKO SHARK,3551,0035,1,1,1,6,0,0,1,ORIGINAL,191,0,,2011-003503
6936,3,1,2011,06,03,003503,0470853,0,0,24,03,2201,1,mdjn2201.tif,00035167.tif,DUSKY SHARK,4841,0035,2,0,0,2,0,0,0,ORIGINAL,192,0,,2011-003503
6936,3,1,2011,06,09,009901,0470853,0,0,24,01,2202,2,mdjn2202.tif,00035471.tif,SMOOTH HAMMERHEAD SHARK,4791,0099,3,0,0,1,0,0,0,ORIGINAL,193,1,ALIVE;,2011-009901
6936,3,1,2011,06,09,009901,0470853,0,0,24,01,2202,2,mdjn2202.tif,00035471.tif,SANDBAR SHARK,4821,0099,1,0,0,2,0,0,0,ORIGINAL,194,0,,2011-009901
6936,3,1,2011,06,09,009901,0470853,0,0,24,01,2202,2,mdjn2202.tif,00035471.tif,DUSKY SHARK,4841,0099,4,0,0,1,0,0,0,ORIGINAL,195,0,,2011-009901
6936,3,1,2011,06,09,009901,0470853,0,0,24,01,2202,2,mdjn2202.tif,00035471.tif,SPINNER SHARK,4881,0099,2,0,0,1,0,0,0,ORIGINAL,196,0,,2011-009901
6936,5,1,2011,06,18,016301,0471493,0,1,24,01,1103,2,mdjn1103.tif,00035751.tif,BFT SCHOOL,4677,0163,1,1,1,1,0,0,0,ORIGINAL,197,0,,2011-016301
6936,5,1,2011,06,18,016302,0471493,0,0,24,02,1103,1,mdjn1103.tif,00035753.tif,BFT SCHOOL,4677,0163,1,1,1,5,0,0,0,ORIGINAL,198,0,,2011-016302
6936,5,1,2011,06,18,016303,0471493,0,0,24,03,1103,2,mdjn1103.tif,00035755.tif,YFT,4711,0163,1,5,5,2,0,0,0,ORIGINAL,199,0,,2011-016303
6936,5,1,2011,06,18,016304,0471493,0,0,24,04,1103,1,mdjn1103.tif,00035757.tif,DOLPHIN,1050,0163,3,1,1,0,0,0,0,ORIGINAL,200,0,,2011-016304
6936,5,1,2011,06,18,016304,0471493,0,0,24,04,1103,1,mdjn1103.tif,00035757.tif,BFT YOUNG SCHOOL,4673,0163,2,0,0,9,0,0,0,ORIGINAL,201,0,,2011-016304
6936,5,1,2011,06,18,016304,0471493,0,0,24,04,1103,1,mdjn1103.tif,00035757.tif,BFT SCHOOL,4677,0163,1,1,1,0,0,0,0,ORIGINAL,202,0,,2011-016304
6936,5,1,2011,06,18,016304,0471493,0,0,24,04,1103,1,mdjn1103.tif,00035757.tif,DUSKY SHARK,4841,0163,4,0,0,1,0,0,0,ORIGINAL,203,0,,2011-016304
6936,5,1,2011,06,18,016305,0471493,0,0,24,05,1103,1,mdjn1103.tif,00035759.tif,DOLPHIN,1050,0163,2,2,2,0,0,0,0,ORIGINAL,204,0,,2011-016305
6936,5,1,2011,06,18,016305,0471493,0,0,24,05,1103,1,mdjn1103.tif,00035759.tif,YFT,4711,0163,1,24,24,0,0,0,0,ORIGINAL,205,1,KEPT;,2011-016305
6936,5,1,2011,06,18,016306,0471493,0,0,24,06,1103,2,mdjn1103.tif,00035761.tif,BFT SCHOOL,4677,0163,1,1,0,0,0,0,0,ORIGINAL,206,0,,2011-016306
6936,5,1,2011,06,18,016307,0471493,0,0,24,07,1103,2,mdjn1103.tif,00035763.tif,BFT SCHOOL,4677,0163,1,1,0,0,0,0,0,ORIGINAL,207,0,,2011-016307
6936,5,1,2011,06,18,016308,0471493,0,0,24,08,1103,1,mdjn1103.tif,00035765.tif,SHORTFIN MAKO SHARK,3551,0163,1,1,1,1,0,0,0,ORIGINAL,208,0,,2011-016308
6936,5,1,2011,06,18,016309,0471493,0,0,24,09,1103,2,mdjn1103.tif,00035767.tif,SHORTFIN MAKO SHARK,3551,0163,2,0,0,1,0,0,0,ORIGINAL,209,0,,2011-016309
6936,5,1,2011,06,18,016309,0471493,0,0,24,09,1103,2,mdjn1103.tif,00035767.tif,YFT,4711,0163,1,1,1,0,0,0,0,ORIGINAL,210,0,,2011-016309
6936,5,1,2011,06,18,016309,0471493,0,0,24,09,1103,2,mdjn1103.tif,00035767.tif,BLUE SHARK,4931,0163,3,0,0,1,0,0,0,ORIGINAL,211,0,,2011-016309
6936,5,1,2011,06,19,016501,0471493,0,0,24,01,1108,1,mdjn1108.tif,00035777.tif,YFT,4711,0165,1,4,4,0,0,0,0,ORIGINAL,212,0,,2011-016501
6936,5,1,2011,06,19,016502,0471493,0,0,24,02,1108,2,mdjn1108.tif,00035779.tif,WHITE MARLIN,2161,0165,2,0,0,2,0,0,0,ORIGINAL,213,0,,2011-016502
6936,5,1,2011,06,19,016502,0471493,0,0,24,02,1108,2,mdjn1108.tif,00035779.tif,YFT,4711,0165,1,7,7,4,0,0,0,ORIGINAL,214,0,,2011-016502
6936,5,1,2011,06,19,016503,0471493,0,0,24,03,1108,1,mdjn1108.tif,00035781.tif,DOLPHIN,1050,0165,3,6,6,0,0,0,0,ORIGINAL,215,0,,2011-016503
6936,5,1,2011,06,19,016503,0471493,0,0,24,03,1108,1,mdjn1108.tif,00035781.tif,SKIPJACK TUNA,4661,0165,2,4,4,0,0,0,0,ORIGINAL,216,0,,2011-016503
6936,5,1,2011,06,19,016503,0471493,0,0,24,03,1108,1,mdjn1108.tif,00035781.tif,YFT,4711,0165,1,2,2,0,0,0,0,ORIGINAL,217,0,,2011-016503
6936,5,1,2011,06,19,016505,0471493,0,0,24,05,1108,2,mdjn1108.tif,00035784.tif,WHITE MARLIN,2161,0165,2,0,0,1,0,0,0,ORIGINAL,218,0,,2011-016505
6936,5,1,2011,06,19,016505,0471493,0,0,24,05,1108,2,mdjn1108.tif,00035784.tif,YFT,4711,0165,1,1,1,0,0,0,0,ORIGINAL,219,0,,2011-016505
6936,4,3,2011,06,16,016602,0470856,0,0,24,02,2103,2,mdjn2103.tif,00035789.tif,WHITE MARLIN,2161,0166,2,0,0,1,0,0,0,ORIGINAL,220,0,,2011-016602
6936,4,3,2011,06,16,016602,0470856,0,0,24,02,2103,2,mdjn2103.tif,00035789.tif,YFT,4711,0166,1,1,0,0,0,0,0,ORIGINAL,221,0,,2011-016602
6936,4,3,2011,06,16,016603,0470856,0,0,24,03,2103,2,mdjn2103.tif,00035791.tif,WHITE MARLIN,2161,0166,2,0,0,1,0,0,0,ORIGINAL,222,0,,2011-016603
6936,4,3,2011,06,16,016603,0470856,0,0,24,03,2103,2,mdjn2103.tif,00035791.tif,YFT,4711,0166,1,2,0,0,0,0,0,ORIGINAL,223,0,,2011-016603
6936,4,3,2011,06,16,016604,0470856,0,0,24,04,2103,2,mdjn2103.tif,00035793.tif,YFT,4711,0166,1,2,0,0,0,0,0,ORIGINAL,224,0,,2011-016604
6936,4,3,2011,06,16,016605,0470856,0,0,24,05,2103,2,mdjn2103.tif,00035795.tif,SHORTFIN MAKO SHARK,3551,0166,1,1,0,0,0,0,1,ORIGINAL,225,0,,2011-016605
6936,4,3,2011,06,16,016606,0470856,0,0,24,06,2103,2,mdjn2103.tif,00035797.tif,DOLPHIN,1050,0166,1,3,0,0,0,0,0,ORIGINAL,226,0,,2011-016606
6936,5,1,2011,06,20,018201,0471493,0,0,24,01,2207,1,mdjn2207.tif,00035937.tif,WHITE MARLIN,2161,0182,2,0,0,3,0,0,0,ORIGINAL,227,0,,2011-018201
6936,5,1,2011,06,20,018201,0471493,0,0,24,01,2207,1,mdjn2207.tif,00035937.tif,SKIPJACK TUNA,4661,0182,3,0,0,15,0,0,0,ORIGINAL,228,0,,2011-018201
6936,5,1,2011,06,20,018201,0471493,0,0,24,01,2207,1,mdjn2207.tif,00035937.tif,YFT,4711,0182,1,9,9,8,0,0,0,ORIGINAL,229,0,,2011-018201
6936,5,1,2011,06,20,018202,0471493,0,0,24,02,2207,1,mdjn2207.tif,00035939.tif,YFT,4711,0182,1,9,9,6,0,0,0,ORIGINAL,230,0,,2011-018202
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,DOLPHIN,1050,0223,4,4,4,0,0,0,0,ORIGINAL,231,0,,2011-022301
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,SKIPJACK TUNA,4661,0223,5,2,2,0,0,0,0,ORIGINAL,232,0,,2011-022301
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,BFT YOUNG SCHOOL,4673,0223,2,0,0,3,0,0,0,ORIGINAL,233,0,,2011-022301
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,BFT SCHOOL,4677,0223,1,1,1,0,0,0,0,ORIGINAL,234,0,,2011-022301
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,YFT,4711,0223,3,4,4,0,0,0,0,ORIGINAL,235,0,,2011-022301
6936,5,1,2011,06,22,022302,0471493,0,0,24,02,2112,1,mdjn2112.tif,00036270.tif,DOLPHIN,1050,0223,3,1,1,0,0,0,0,ORIGINAL,236,0,,2011-022302
6936,5,1,2011,06,22,022302,0471493,0,0,24,02,2112,1,mdjn2112.tif,00036270.tif,BFT SCHOOL,4677,0223,1,1,1,0,0,0,0,ORIGINAL,237,0,,2011-022302
6936,5,1,2011,06,22,022302,0471493,0,0,24,02,2112,1,mdjn2112.tif,00036270.tif,YFT,4711,0223,2,2,2,0,0,0,0,ORIGINAL,238,0,,2011-022302
6936,5,1,2011,06,22,022303,0471493,0,0,24,03,2112,1,mdjn2112.tif,00036272.tif,SKIPJACK TUNA,4661,0223,3,0,0,1,0,0,0,ORIGINAL,239,0,,2011-022303
6936,5,1,2011,06,22,022303,0471493,0,0,24,03,2112,1,mdjn2112.tif,00036272.tif,BFT SCHOOL,4677,0223,1,1,1,0,0,0,0,ORIGINAL,240,0,,2011-022303
6936,5,1,2011,06,22,022303,0471493,0,0,24,03,2112,1,mdjn2112.tif,00036272.tif,YFT,4711,0223,2,1,1,0,0,0,0,ORIGINAL,241,0,,2011-022303
6936,5,1,2011,06,27,025801,0471493,0,1,24,01,2104,1,mdjn2104.tif,00036555.tif,BARRACUDA,180,0258,5,1,1,0,0,0,0,ORIGINAL,242,1,RARE OR ILLEGAL SPECIES KEPT;,2011-025801
6936,5,1,2011,06,27,025801,0471493,0,1,24,01,2104,1,mdjn2104.tif,00036555.tif,ATLANTIC BONITO,330,0258,3,0,0,4,0,0,0,ORIGINAL,243,0,,2011-025801
6936,5,1,2011,06,27,025801,0471493,0,1,24,01,2104,1,mdjn2104.tif,00036555.tif,DOLPHIN,1050,0258,2,3,3,0,0,0,0,ORIGINAL,244,0,,2011-025801
6936,5,1,2011,06,27,025801,0471493,0,1,24,01,2104,1,mdjn2104.tif,00036555.tif,WHITE MARLIN,2161,0258,4,0,0,2,0,0,0,ORIGINAL,245,0,,2011-025801
6936,5,1,2011,06,27,025801,0471493,0,1,24,01,2104,1,mdjn2104.tif,00036555.tif,YFT,4711,0258,1,4,4,4,0,0,0,ORIGINAL,246,0,,2011-025801
6936,5,1,2011,06,27,025802,0471493,0,0,24,02,2104,1,mdjn2104.tif,00036557.tif,WHITE MARLIN,2161,0258,3,0,0,4,0,0,0,ORIGINAL,247,0,,2011-025802
6936,5,1,2011,06,27,025802,0471493,0,0,24,02,2104,1,mdjn2104.tif,00036557.tif,SKIPJACK TUNA,4661,0258,2,1,1,0,0,0,0,ORIGINAL,248,0,,2011-025802
6936,5,1,2011,06,27,025802,0471493,0,0,24,02,2104,1,mdjn2104.tif,00036557.tif,YFT,4711,0258,1,3,3,5,0,0,0,ORIGINAL,249,0,,2011-025802
6936,5,1,2011,06,27,025803,0471493,0,0,24,03,2104,1,mdjn2104.tif,00036559.tif,DOLPHIN,1050,0258,1,6,6,0,0,0,0,ORIGINAL,250,0,,2011-025803
6936,5,1,2011,06,27,025803,0471493,0,0,24,03,2104,1,mdjn2104.tif,00036559.tif,WHITE MARLIN,2161,0258,3,0,0,2,0,0,0,ORIGINAL,251,0,,2011-025803
6936,5,1,2011,06,27,025803,0471493,0,0,24,03,2104,1,mdjn2104.tif,00036559.tif,YFT,4711,0258,2,8,8,12,0,0,0,ORIGINAL,252,0,,2011-025803
7326,7,1,2011,06,03,003301,0470938,0,0,24,01,2101,1,mdjn2101.tif,00035149.tif,YFT,4711,0033,1,17,17,0,0,0,0,ORIGINAL,253,0,,2011-003301
7326,7,1,2011,06,03,003302,0470938,0,1,24,02,2101,1,mdjn2101.tif,00035151.tif,SHORTFIN MAKO SHARK,3551,0033,1,1,1,1,0,0,0,ORIGINAL,254,0,,2011-003302
7326,7,1,2011,06,03,003302,0470938,0,1,24,02,2101,1,mdjn2101.tif,00035151.tif,SMOOTH HAMMERHEAD SHARK,4791,0033,2,0,0,1,0,0,0,ORIGINAL,255,1,ALIVE;,2011-003302
7326,7,1,2011,06,19,018001,0470938,0,0,24,01,1109,1,mdjn1109.tif,00036136.tif,ATLANTIC BONITO,330,0180,2,0,0,1,0,0,0,ORIGINAL,256,0,,2011-018001
7326,7,1,2011,06,19,018001,0470938,0,0,24,01,1109,1,mdjn1109.tif,00036136.tif,BFT SCHOOL,4677,0180,1,1,1,0,0,0,0,ORIGINAL,257,0,,2011-018001
7326,7,1,2011,06,19,018002,0470938,0,0,24,02,1109,1,mdjn1109.tif,00036138.tif,BFT SCHOOL,4677,0180,1,1,1,2,0,0,0,ORIGINAL,258,0,,2011-018002
7326,7,1,2011,06,19,018003,0470938,0,0,24,03,1109,2,mdjn1109.tif,00036140.tif,YFT,4711,0180,1,6,0,0,0,0,0,ORIGINAL,259,0,,2011-018003
7326,7,1,2011,06,19,018004,0470938,1,0,24,04,1109,1,mdjn1109.tif,00036142.tif,DOLPHIN,1050,0180,1,2,2,0,0,0,0,ORIGINAL,260,0,,2011-018004
7326,7,1,2011,06,19,018004,0470938,1,0,24,04,1109,1,mdjn1109.tif,00036142.tif,YFT,4711,0180,2,8,8,1,0,0,0,ORIGINAL,261,0,,2011-018004
7326,2,1,2011,06,21,021001,0470022,0,0,24,01,2203,1,mdjn2203.tif,00036204.tif,YFT,4711,0210,1,1,1,0,0,0,0,ORIGINAL,262,0,,2011-021001
7326,3,1,2011,06,26,024501,0470853,0,0,24,01,1104,2,mdjn1104.tif,00036440.tif,DOLPHIN,1050,0245,2,2,0,0,0,0,0,ORIGINAL,263,0,,2011-024501
7326,3,1,2011,06,26,024501,0470853,0,0,24,01,1104,2,mdjn1104.tif,00036440.tif,BFT SCHOOL,4677,0245,1,1,0,2,0,0,0,ORIGINAL,264,0,,2011-024501
7326,3,1,2011,06,26,024502,0470853,0,0,24,02,1104,1,mdjn1104.tif,00036442.tif,DOLPHIN,1050,0245,2,1,1,0,0,0,0,ORIGINAL,265,0,,2011-024502
7326,3,1,2011,06,26,024502,0470853,0,0,24,02,1104,1,mdjn1104.tif,00036442.tif,BFT SCHOOL,4677,0245,1,1,1,1,0,0,0,ORIGINAL,266,0,,2011-024502
7326,3,1,2011,06,26,024503,0470853,0,0,24,03,1104,1,mdjn1104.tif,00036444.tif,BFT SCHOOL,4677,0245,1,1,1,1,0,0,0,ORIGINAL,267,0,,2011-024503
7326,3,1,2011,06,26,024504,0470853,1,0,24,04,1104,1,mdjn1104.tif,00036446.tif,BFT SCHOOL,4677,0245,1,1,1,4,0,0,0,ORIGINAL,268,0,,2011-024504
7326,3,1,2011,06,26,024505,0470853,0,0,24,05,1104,1,mdjn1104.tif,00036448.tif,DOLPHIN,1050,0245,3,6,0,0,0,0,0,ORIGINAL,269,0,,2011-024505
7326,3,1,2011,06,26,024505,0470853,0,1,24,05,1104,1,mdjn1104.tif,00036448.tif,YFT,4711,0245,1,5,3,0,0,0,0,REVISED,270,1,KEPT;,2011-024505
7326,3,1,2011,06,26,024505,0470853,0,0,24,05,1104,1,mdjn1104.tif,00036448.tif,WAHOO,4720,0245,2,1,1,0,0,0,0,ORIGINAL,271,0,,2011-024505
7326,3,1,2011,06,26,024506,0470853,0,0,24,06,1104,1,mdjn1104.tif,00036450.tif,DOLPHIN,1050,0245,2,1,1,0,0,0,0,ORIGINAL,272,0,,2011-024506
7326,3,1,2011,06,26,024506,0470853,0,0,24,06,1104,1,mdjn1104.tif,00036450.tif,BFT SCHOOL,4677,0245,1,1,1,0,0,0,0,ORIGINAL,273,0,,2011-024506
7326,3,1,2011,06,26,024507,0470853,0,0,24,07,1104,1,mdjn1104.tif,00036452.tif,DOLPHIN,1050,0245,1,35,35,0,0,0,0,ORIGINAL,274,0,,2011-024507
