id,tracker,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
2010-000401,000401,2010,06,10,2204,01,4841,96,0,0,1,0,0,0
2010-000401,000401,2010,06,10,2204,01,4931,96,0,0,1,0,0,0
2010-000402,000402,2010,06,10,2204,02,230,96,2,2,0,0,0,0
2010-000402,000402,2010,06,10,2204,02,3531,96,1,1,0,0,0,0
2010-000403,000403,2010,06,10,2204,03,4678,96,1,1,0,0,0,0
2010-000502,000502,2010,06,25,2116,02,4676,96,1,1,0,0,0,0
2010-000502,000502,2010,06,25,2116,02,4679,96,1,1,0,0,0,0
2010-000503,000503,2010,06,25,2116,03,4180,96,8,0,0,0,0,0
2010-000503,000503,2010,06,25,2116,03,4676,96,1,0,0,0,0,0
2010-000601,000601,2010,06,25,2208,01,230,96,1,0,0,0,0,0
2010-000601,000601,2010,06,25,2208,01,4180,96,0,0,15,0,0,0
2010-000701,000701,2010,06,24,1101,01,3551,96,1,0,0,0,0,0
2010-000801,000801,2010,06,24,1105,01,4821,96,0,0,2,0,0,0
2010-000802,000802,2010,06,24,1105,02,230,96,1,1,0,0,0,0
2010-000802,000802,2010,06,24,1105,02,3551,96,0,0,6,0,0,0
2010-000901,000901,2010,06,24,2106,01,3531,96,1,1,0,0,0,0
2010-000901,000901,2010,06,24,2106,01,3551,96,0,0,1,0,0,0
2010-000902,000902,2010,06,24,2106,02,3551,96,0,0,1,0,0,0
2010-000902,000902,2010,06,24,2106,02,4931,96,0,0,1,0,0,0
2010-001001,001001,2010,06,34,1101,01,4678,96,1,0,0,0,0,0
2010-001002,001002,2010,06,34,1101,02,230,96,6,6,0,0,0,0
2010-001002,001002,2010,06,34,1101,02,4931,96,0,0,1,0,0,0
2010-001003,001003,2010,06,34,1101,03,4931,96,0,0,1,0,0,0
2010-001901,001901,2010,06,36,1110,01,4931,96,0,0,6,0,0,0
2010-002201,002201,2010,06,51,1101,01,4676,96,1,1,0,0,0,0
2010-002401,002401,2010,06,51,1103,01,3551,96,1,1,0,0,0,0
2010-003101,003101,2010,06,51,2201,01,4677,96,1,1,0,0,0,0
2010-003301,003301,2010,06,10,1202,01,230,96,12,0,0,0,0,0
2010-003305,003305,2010,06,10,1202,05,3551,96,1,1,1,0,0,0
2010-003305,003305,2010,06,10,1202,05,4931,96,0,0,1,0,0,0
2010-003306,003306,2010,06,10,1202,06,4931,96,0,0,2,0,0,0
2010-003701,003701,2010,06,24,1106,01,3551,96,1,1,1,0,0,0
2010-003701,003701,2010,06,24,1106,01,4931,96,0,0,1,0,0,0
2010-003702,003702,2010,06,24,1106,02,3551,96,0,0,5,0,0,0
2010-003703,003703,2010,06,24,1106,03,3551,96,0,0,3,0,0,0
2010-003703,003703,2010,06,24,1106,03,4821,96,0,0,1,0,0,0
2010-003703,003703,2010,06,24,1106,03,4911,96,0,0,1,0,0,0
2010-003703,003703,2010,06,24,1106,03,4931,96,0,0,4,0,0,0
2010-003704,003704,2010,06,24,1106,04,3551,96,1,1,0,0,0,0
2010-003801,003801,2010,06,24,1201,01,3551,96,0,0,1,0,0,0
2010-003801,003801,2010,06,24,1201,01,4841,96,0,0,1,0,0,0
2010-003802,003802,2010,06,24,1201,02,3551,96,0,0,1,0,0,0
2010-003804,003804,2010,06,24,1201,04,230,96,10,2,0,0,0,0
2010-003804,003804,2010,06,24,1201,04,3551,96,1,1,0,0,0,0
2010-003804,003804,2010,06,24,1201,04,4931,96,0,0,3,0,0,0
2010-003805,003805,2010,06,24,1201,05,230,96,3,0,0,0,0,0
2010-003805,003805,2010,06,24,1201,05,4931,96,0,0,1,0,0,0
2010-003806,003806,2010,06,24,1201,06,3551,96,0,0,3,0,0,0
2010-003806,003806,2010,06,24,1201,06,4931,96,0,0,1,0,0,0
2010-003807,003807,2010,06,24,1201,07,3551,96,0,0,3,0,0,0
2010-003807,003807,2010,06,24,1201,07,4821,96,0,0,1,0,0,0
2010-003807,003807,2010,06,24,1201,07,4931,96,0,0,2,0,0,0
2010-003809,003809,2010,06,24,1201,09,230,96,4,0,0,0,0,0
2010-003809,003809,2010,06,24,1201,09,3551,96,1,1,0,0,0,0
2010-003809,003809,2010,06,24,1201,09,4931,96,0,0,2,0,0,0
2010-003810,003810,2010,06,24,1201,10,230,96,2,0,0,0,0,0
2010-003810,003810,2010,06,24,1201,10,3551,96,1,1,1,0,0,1
2010-003810,003810,2010,06,24,1201,10,4677,96,1,1,0,0,0,0
2010-003811,003811,2010,06,24,1201,11,230,96,1,0,0,0,0,1
2010-003811,003811,2010,06,24,1201,11,3551,96,0,0,5,0,0,0
2010-003811,003811,2010,06,24,1201,11,4931,96,0,0,2,0,0,0
2010-004802,004802,2010,06,25,1202,02,4180,96,0,0,3,0,0,0
2010-004802,004802,2010,06,25,1202,02,4679,96,1,1,0,0,1,0
2010-005001,005001,2010,06,24,2107,01,3551,96,0,0,1,0,0,0
2010-005001,005001,2010,06,24,2107,01,4911,96,0,0,2,0,0,0
2010-005002,005002,2010,06,24,2107,02,3551,96,1,0,0,0,0,0
2010-005002,005002,2010,06,24,2107,02,4180,96,8,0,0,0,0,0
2010-005002,005002,2010,06,24,2107,02,4470,TILEFISH,3,0,0,0,0,0
2010-005002,005002,2010,06,24,2107,02,4931,96,0,0,6,0,0,0
2010-005004,005004,2010,06,24,2107,04,230,96,0,0,2,0,0,0
2010-005004,005004,2010,06,24,2107,04,4821,96,0,0,1,0,0,0
2010-005005,005005,2010,06,24,2107,05,1050,96,6,6,0,0,0,0
2010-005301,005301,2010,06,51,2103,01,330,96,1,1,0,0,0,0
2010-005301,005301,2010,06,51,2103,01,3350,SEA BASS,3,3,0,0,0,0
2010-005301,005301,2010,06,51,2103,01,4470,TILEFISH,13,13,0,0,0,0
2010-005301,005301,2010,06,51,2103,01,4678,96,1,1,2,0,0,0
2010-005601,005601,2010,06,51,2115,01,3551,96,1,1,0,0,0,0
2010-005602,005602,2010,06,51,2115,02,230,96,7,7,25,0,0,0
2010-005801,005801,2010,06,51,2117,01,3551,96,1,1,0,0,0,0
2010-005901,005901,2010,06,51,2116,01,230,96,3,3,0,0,0,0
2010-005901,005901,2010,06,51,2116,01,3350,SEA BASS,40,40,0,0,0,0
2010-006201,006201,2010,06,10,1101,01,230,96,12,0,0,0,0,0
2010-006201,006201,2010,06,10,1101,01,4677,96,1,1,1,0,0,0
2010-006202,006202,2010,06,10,1101,02,4821,96,0,0,1,0,0,0
2010-006202,006202,2010,06,10,1101,02,4841,96,0,0,1,0,0,0
2010-006205,006205,2010,06,10,1101,05,3551,96,1,1,0,0,0,0
2010-006301,006301,2010,06,10,1201,01,3551,96,0,0,1,0,0,0
2010-006301,006301,2010,06,10,1201,01,3591,UNKOWN SHARK,0,0,2,0,0,0
2010-006301,006301,2010,06,10,1201,01,4931,96,0,0,1,0,0,0
2010-006303,006303,2010,06,10,1201,03,4821,96,0,0,1,0,0,0
2010-006303,006303,2010,06,10,1201,03,4841,96,0,0,1,0,0,0
2010-006304,006304,2010,06,10,1201,04,3551,96,0,0,1,0,0,0
