tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
032806,6,10,DE,6,06,6,6,SPENCER CANYON,6447,10,1924,2201,1599,2,1,1,2,2,1,1915,4656,9996,2,2,9,10,0,1,1,1,0,0,0,0,7,3837,7312,67,99998,78,1,2,1,DEJL2201.pdf,00121936.tif,2018,1,0,0,ORIGINAL,07,03,21368,0328,0051599,005,6,372,0,,Y,2,,2018-032806
032901,6,10,DE,6,01,6,6,TEA CUP,6447,10,1540,2205,1599,2,1,1,2,2,1,1525,4656,2161,2,12,8,6,0,1,1,1,0,0,0,0,4,3821,7410,60,200,75,1,2,2,DEJL2205.pdf,00121940.tif,2018,0,0,0,ORIGINAL,07,02,21367,0329,0051599,005,6,396,0,,Y,2,,2018-032901
032902,6,10,DE,6,02,6,DRIFTING,BALTIMORE CANYON,6447,10,1710,2205,1599,2,1,1,2,2,1,1700,4656,9996,2,2,5,8,0,1,1,1,0,0,0,1,3,3814,7350,70,800,76,2,2,1,DEJL2205.pdf,00121941.tif,2018,0,0,0,ORIGINAL,07,02,21367,0329,0051599,005,6,397,0,,Y,2,,2018-032902
032903,6,10,DE,6,03,6,6,WILMINGTON CANYON,6447,10,1733,2205,1599,2,1,1,2,2,6,1720,4656,9996,2,2,7,13,0,1,1,1,0,0,0,0,3,3824,7327,77,1250,74,1,2,1,DEJL2205.pdf,00121943.tif,2018,0,1,0,ORIGINAL,07,02,21367,0329,0051599,005,6,401,0,,N,2,,2018-032903
032904,6,10,DE,6,04,6,6,WILMINGTON CANYON,6447,10,1745,2205,1599,2,1,1,2,3,1,1730,4711,9996,2,2,8,10,0,1,1,1,0,0,0,0,4,3824,7327,78,2000,73,1,2,1,DEJL2205.pdf,00121945.tif,2018,0,0,0,ORIGINAL,07,02,21367,0329,0051599,005,6,399,0,,Y,2,,2018-032904
032905,6,10,DE,6,05,6,6,WILMINGTON CANYON,6447,10,1810,2205,1599,2,1,2,1,3,1,1750,4711,9996,2,2,12,8,0,1,1,1,0,0,0,0,10,3824,7327,75,600,74,1,2,1,DEJL2205.pdf,00121947.tif,2018,0,0,0,ORIGINAL,07,02,21367,0329,0051599,005,6,395,1,Q23;,Y,2,,2018-032905
032906,6,10,DE,6,06,6,6,CARTERET CANYON,6447,10,1840,2205,1599,2,1,1,2,2,1,1830,4711,9996,2,2,10,12,0,1,1,1,0,0,0,0,5,3852,7249,100,1200,76,1,2,1,DEJL2205.pdf,00121949.tif,2018,0,0,0,ORIGINAL,07,02,21367,0329,0051599,005,6,398,0,,Y,2,,2018-032906
032907,6,10,DE,6,07,6,BAILING,WASHINGTON CANYON,6447,10,1851,2205,1599,2,1,1,2,2,1,1830,2161,1050,2,1,4,3,0,1,1,1,0,0,0,1,3,3727,7427,70,450,77,1,2,1,DEJL2205.pdf,00121951.tif,2018,0,0,0,ORIGINAL,07,02,21367,0329,0051599,005,6,400,0,,Y,2,,2018-032907
033001,6,10,DE,6,01,6,6,LEMKES CANYON,6783,10,1621,2206,0013,1,1,2,1,3,1,1607,3591,9996,2,1,4,2,1,1,0,0,1,0,0,0,4,9998,9998,1,30,78,2,2,1,DEJL2206.pdf,00121955.tif,2018,1,1,0,ORIGINAL,07,03,21368,0330,0050013,005,6,402,0,,Y,2,,2018-033001
033002,6,10,DE,6,02,6,6,20 FATHOM LINE,6783,10,1716,2206,0013,1,1,1,2,2,1,1700,4711,9996,2,2,9,7,0,1,1,1,0,0,0,0,5,9998,9998,25,120,81,1,2,1,DEJL2206.pdf,00121957.tif,2018,0,1,0,ORIGINAL,07,03,21368,0330,0050013,005,6,403,0,,Y,1,,2018-033002
033003,6,10,DE,6,03,6,6,WASHINGTON CANYON,6783,10,1731,2206,0013,1,1,1,2,2,6,1722,2161,4656,2,2,9,7,0,1,1,1,0,0,0,0,6,3727,7427,70,730,77,1,2,1,DEJL2206.pdf,00121959.tif,2018,0,1,0,ORIGINAL,07,03,21368,0330,0050013,005,6,404,0,,Y,1,,2018-033003
033004,6,10,DE,6,04,6,6,BALTIMORE CANYON,6783,10,1824,2206,0013,1,1,2,1,3,6,1800,4711,4672,2,2,7,6,0,1,1,1,0,0,0,0,5,3814,7350,60,1800,78,1,2,1,DEJL2206.pdf,00121961.tif,2018,0,0,0,ORIGINAL,07,03,21368,0330,0050013,005,6,405,0,,Y,2,,2018-033004
033101,6,25,MA,6,01,6,6,STELLWAGEN BANK,7758,25,1510,1103,9038,9,1,2,1,3,1,1435,4811,9996,2,12,1,4,1,0,0,0,0,0,1,0,5,4210,7017,20,200,64,2,2,1,MAJL1103.pdf,00121965.tif,2018,1,0,0,ORIGINAL,07,01,21366,0331,0239038,023,2,586,1,Q23;,Y,2,,2018-033101
033201,6,25,MA,6,01,6,6,JEFFREYS LEDGE,7736,25,1745,1104,0024,15,1,1,2,1,1,1700,4671,9996,2,1,2,3,1,0,0,0,0,0,1,0,2,4255,7010,6,150,66,1,2,1,MAJL1104.pdf,00121969.tif,2018,0,0,0,ORIGINAL,07,01,21366,0332,0090024,009,2,587,0,,Y,2,,2018-033201
033301,6,25,MA,6,01,6,6,STELLWAGEN BANK,7732,25,1515,1106,0218,8,1,1,2,1,7,1500,4670,9996,2,2,3,6,1,0,0,0,0,0,1,0,1,4216,7017,10,200,64,2,2,2,MAJL1106.pdf,00121973.tif,2018,0,1,0,ORIGINAL,07,04,21369,0333,0230218,023,2,588,0,,Y,2,,2018-033301
033701,6,25,MA,6,01,6,6,JEFFREYS LEDGE,7737,25,1537,1125,0004,14,1,1,2,2,1,1530,4677,4678,2,1,2,3,1,0,0,0,0,0,1,0,2,4255,7010,13,350,73,2,2,1,MAJL1125.pdf,00121984.tif,2018,0,1,0,ORIGINAL,07,04,21369,0337,0090004,009,2,592,0,,Y,2,,2018-033701
033801,6,44,RI,6,01,6,6,N PLATTS BANK,7633,25,1820,1126,0024,15,1,2,1,3,1,1805,4691,9996,2,2,2,30,1,0,0,0,0,0,1,0,4,4310,6940,24,219,65,1,2,1,MAJL1126.pdf,00121988.tif,2018,0,0,0,ORIGINAL,07,04,21369,0338,0090024,009,2,593,0,,Y,2,,2018-033801
034401,6,25,MA,6,01,6,6,STELLWAGEN BANK,7736,25,1800,2213,0024,15,1,1,2,3,6,1600,4671,9996,2,1,2,10,1,0,0,0,0,0,1,0,3,4216,7017,13,150,66,2,1,1,MAJL2213.pdf,00122004.tif,2018,0,1,1,ORIGINAL,07,02,21367,0344,0090024,009,2,729,0,,Y,2,,2018-034401
034701,6,25,MA,6,01,6,6,STELLWAGEN BANK,7633,25,1805,2216,0024,15,1,2,1,3,1,1735,4671,9996,2,12,3,8,1,0,0,0,0,0,1,0,7,4216,7017,15,170,67,1,1,1,MAJL2216.pdf,00122013.tif,2018,0,1,0,ORIGINAL,07,03,21368,0347,0090024,009,2,730,1,Q23;,Y,2,,2018-034701
034801,6,24,MD,6,01,6,6,BALTIMORE CANYON,6555,24,1430,1107,0856,4,3,1,2,2,1,1415,4711,9996,2,1,7,8,0,1,1,1,0,1,0,0,3,3814,7350,60,600,72,2,2,1,MDJL1107.pdf,00122017.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,440,0,,Y,2,,2018-034801
034802,6,24,MD,6,02,6,6,WASHINGTON CANYON,6555,24,1445,1107,0856,4,3,1,2,2,1,1440,4711,9996,2,2,10,24,0,1,0,1,1,1,0,0,4,3729,7430,60,600,73,1,2,1,MDJL1107.pdf,00122019.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,443,0,,Y,2,,2018-034802
034803,6,24,MD,6,03,6,6,WASHINGTON CANYON,6555,24,1455,1107,0856,4,3,1,2,2,1,1450,4711,9996,2,2,8,5,0,1,0,1,0,0,0,0,3,3729,7430,60,600,78,1,1,1,MDJL1107.pdf,00122021.tif,2018,1,1,0,ORIGINAL,07,01,21366,0348,0470856,047,6,453,0,,Y,2,,2018-034803
034804,6,24,MD,6,04,6,6,20 FATHOM LINE,6555,24,1510,1107,0856,4,3,1,2,2,1,1505,1050,9996,2,2,6,8,0,1,0,1,0,0,0,0,1,3812,7436,40,200,74,1,2,1,MDJL1107.pdf,00122023.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,442,0,,Y,2,,2018-034804
034805,6,24,MD,6,05,6,6,HAMBONE,6555,24,1545,1107,0856,4,3,1,2,2,1,1540,1050,4711,2,1,5,5,0,1,0,1,1,0,0,0,2,3811,7424,40,160,80,1,2,1,MDJL1107.pdf,00122025.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,447,0,,Y,2,,2018-034805
034806,6,10,DE,6,06,6,6,POOR MANS CANYON,6555,24,1555,1107,0856,4,3,1,2,2,1,1550,4711,9996,2,2,7,8,0,0,1,1,0,0,0,0,4,3752,7406,66,3000,76,1,2,1,MDJL1107.pdf,00122027.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,448,0,,Y,2,,2018-034806
034807,6,10,DE,6,07,6,6,WASHINGTON CANYON,6555,24,1600,1107,0856,4,3,1,2,2,1,1555,4711,1050,2,1,6,7,0,1,1,1,0,1,0,0,6,3729,7430,60,600,76,1,2,1,MDJL1107.pdf,00122029.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,444,0,,Y,2,,2018-034807
034808,6,24,MD,6,08,6,6,POOR MANS CANYON,6555,24,1610,1107,0856,4,3,1,2,2,2,1605,4711,1050,2,12,6,15,0,1,0,1,1,1,0,0,4,3752,7406,60,2000,77,1,1,1,MDJL1107.pdf,00122031.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,451,0,,Y,2,,2018-034808
034809,6,24,MD,6,09,6,6,WASHINGTON CANYON,6555,24,1630,1107,0856,4,3,1,2,2,1,1625,4711,1050,2,2,6,6,0,1,1,1,0,0,0,0,4,3729,7430,60,1000,76,1,2,1,MDJL1107.pdf,00122033.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,446,0,,Y,2,,2018-034809
034810,6,24,MD,6,10,6,6,WASHINGTON CANYON,6555,24,1645,1107,0856,4,3,1,2,2,1,1640,4711,9996,2,2,8,5,0,0,1,1,0,0,0,0,5,3729,7430,60,600,78,1,1,1,MDJL1107.pdf,00122035.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,445,0,,Y,2,,2018-034810
034811,6,24,MD,6,11,6,6,ROCK PILE,6555,24,1650,1107,0856,4,3,1,2,2,1,1645,4711,1050,2,12,6,6,0,1,1,1,0,0,0,0,2,3740,7419,50,300,79,1,2,1,MDJL1107.pdf,00122037.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,438,0,,Y,2,,2018-034811
034812,6,10,DE,6,12,6,6,POOR MANS CANYON,6555,24,1655,1107,0856,4,3,1,2,2,6,1650,4711,1050,2,2,7,8,0,1,1,1,0,0,0,0,3,3752,7406,60,2000,77,1,1,2,MDJL1107.pdf,00122039.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,452,0,,Y,2,,2018-034812
034813,6,24,MD,6,13,6,6,POOR MANS CANYON,6555,24,1700,1107,0856,4,3,1,2,2,1,1655,1050,4711,2,12,9,7,0,1,0,1,0,0,0,0,2,3752,7406,60,2400,78,1,1,1,MDJL1107.pdf,00122040.tif,2018,0,1,0,ORIGINAL,07,01,21366,0348,0470856,047,6,441,0,,Y,2,,2018-034813
034814,6,24,MD,6,14,6,6,HOT DOG,6555,24,1735,1107,0856,4,3,1,2,2,1,1730,4711,1050,2,12,8,8,0,1,1,1,0,0,0,0,4,3806,7417,50,100,78,1,1,1,MDJL1107.pdf,00122042.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,454,0,,Y,2,,2018-034814
034815,6,24,MD,6,15,6,6,WASHINGTON CANYON,6555,24,1805,1107,0856,4,3,1,2,2,1,1800,2161,2171,2,1,5,6,0,1,0,1,0,0,0,0,5,3729,7430,60,600,79,1,1,1,MDJL1107.pdf,00122044.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,449,0,,Y,2,,2018-034815
034816,6,24,MD,6,16,6,6,POOR MANS CANYON,6555,24,1810,1107,0856,4,3,1,2,2,1,1805,4711,1050,2,12,8,6,0,1,1,1,0,0,0,0,5,3752,7406,60,800,80,1,1,1,MDJL1107.pdf,00122046.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,450,0,,Y,2,,2018-034816
034817,6300,24,MD,CANYON KICKOFF,17,6,6,ROCK PILE,6555,24,1815,1107,0856,4,3,1,2,2,1,1810,4711,1050,1,1,8,7,0,1,1,1,0,0,0,0,3,3740,7419,50,400,78,1,1,1,MDJL1107.pdf,00122048.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,1143,0,,Y,2,,2018-034817
034818,6,24,MD,6,18,6,6,POOR MANS CANYON,6555,24,1820,1107,0856,4,3,1,2,2,1,1815,4711,1050,2,2,6,7,0,1,1,1,0,0,0,0,4,3752,7406,60,2200,74,1,2,1,MDJL1107.pdf,00122050.tif,2018,0,0,0,ORIGINAL,07,01,21366,0348,0470856,047,6,439,0,,Y,2,,2018-034818
034901,6,24,MD,6,01,6,6,WASHINGTON CANYON,7681,24,1640,1108,0004,1,1,1,2,2,1,1600,2161,4656,2,12,9,8,0,1,1,1,0,0,0,0,6,3727,7427,63,350,78,1,2,1,MDJL1108.pdf,00122054.tif,2018,0,0,0,ORIGINAL,07,04,21369,0349,0470004,047,6,456,0,,Y,2,,2018-034901
034902,6,24,MD,6,02,6,6,FINGERS,7681,24,1700,1108,0004,1,1,1,2,2,2,1630,1050,4656,2,2,5,6,0,1,1,1,0,0,0,0,4,3812,7437,30,120,78,1,2,1,MDJL1108.pdf,00122056.tif,2018,0,0,0,ORIGINAL,07,04,21369,0349,0470004,047,6,457,0,,N,2,,2018-034902
034903,6,24,MD,6,03,6,6,WASHINGTON CANYON,7681,24,1735,1108,0004,1,1,2,1,3,1,1715,4656,1050,2,2,9,8,0,1,1,1,0,1,0,0,3,3727,7427,60,1000,81,1,2,1,MDJL1108.pdf,00122058.tif,2018,0,0,0,ORIGINAL,07,04,21369,0349,0470004,047,6,455,0,,Y,1,,2018-034903
035001,6,24,MD,6,01,6,6,HOT DOG,7292,24,1800,1201,0004,1,1,2,1,3,1,1745,1050,9996,2,2,6,8,0,1,0,1,0,0,0,0,4,3806,7417,998,180,74,2,2,1,MDJL1201.pdf,00122062.tif,2018,0,1,0,ORIGINAL,07,01,21366,0350,0470004,047,6,482,0,,Y,1,,2018-035001
035002,6300,34,NJ,CANYON KICKOFF,02,6,6,WASHINGTON CANYON,7292,24,1820,1201,0019,1,1,1,2,2,2,1800,2161,9996,1,1,7,7,1,0,0,1,0,0,0,0,5,3727,7427,73,650,78,1,1,1,MDJL1201.pdf,00122064.tif,2018,0,0,0,ORIGINAL,07,01,21366,0350,0470019,047,6,1147,0,,Y,2,,2018-035002
035003,6300,24,MD,CANYON KICKOFF,03,6,6,WASHINGTON CANYON,7292,24,1830,1201,0019,1,1,1,2,2,1,1810,2161,9996,1,1,8,7,0,1,1,1,0,0,0,0,2,3727,7427,73,1200,85,2,2,1,MDJL1201.pdf,00122066.tif,2018,0,0,0,ORIGINAL,07,01,21366,0350,0470019,047,6,1145,1,Q27;,Y,1,,2018-035003
035004,6300,24,MD,CANYON KICKOFF,04,6,6,620 LINE,7292,24,1845,1201,0019,1,1,1,2,2,1,1810,2161,9996,1,1,7,7,0,1,0,1,0,0,0,0,6,9998,9998,68,300,77,1,2,1,MDJL1201.pdf,00122068.tif,2018,0,1,0,ORIGINAL,07,01,21366,0350,0470019,047,6,1144,0,,Y,2,,2018-035004
035005,6300,24,MD,CANYON KICKOFF,05,6,6,WASHINGTON CANYON,7292,24,1905,1201,0004,1,1,1,2,2,1,1850,2161,9996,1,1,9,7,0,1,1,1,0,0,0,0,4,3727,7427,73,300,78,1,2,1,MDJL1201.pdf,00122070.tif,2018,0,0,0,ORIGINAL,07,01,21366,0350,0470004,047,6,1146,0,,Y,2,,2018-035005
035006,6,24,MD,6,06,6,6,BALTIMORE CANYON,7292,24,1915,1201,0004,1,1,2,1,8,6,1845,4711,1050,2,2,9,8,0,1,1,1,0,1,0,0,6,3806,7349,60,2150,78,1,2,1,MDJL1201.pdf,00122072.tif,2018,0,1,0,ORIGINAL,07,01,21366,0350,0470004,047,6,483,0,,N,2,,2018-035006
035101,6,24,MD,6,01,6,6,WASHINGTON CANYON,6447,24,1658,1202,0853,3,1,1,2,2,1,1645,4656,1050,2,2,10,6,0,1,1,1,0,0,0,0,3,3727,7427,66,1200,76,1,2,1,MDJL1202.pdf,00122076.tif,2018,0,0,0,ORIGINAL,07,04,21369,0351,0470853,047,6,486,0,,Y,2,,2018-035101
035102,6,24,MD,6,02,6,6,POOR MANS CANYON,6447,24,1711,1202,0853,3,1,2,2,3,7,1700,4656,9996,2,2,10,10,0,1,1,1,0,0,0,0,6,3752,7406,50,900,77,1,2,1,MDJL1202.pdf,00122078.tif,2018,0,1,0,ORIGINAL,07,04,21369,0351,0470853,047,6,484,0,,Y,2,,2018-035102
035103,6,24,MD,6,03,6,6,WASHINGTON CANYON,6447,24,1720,1202,0853,3,1,2,1,3,1,1700,4656,2161,2,12,6,7,0,1,1,1,0,0,0,0,6,3727,7427,66,3000,78,2,2,1,MDJL1202.pdf,00122080.tif,2018,0,0,0,ORIGINAL,07,04,21369,0351,0470853,047,6,485,0,,Y,2,,2018-035103
035201,6,24,MD,6,01,6,6,POOR MANS CANYON,7652,24,1612,2101,0022,2,1,1,2,2,7,1600,4711,1050,2,2,9,6,0,1,1,1,0,0,0,0,4,3752,7406,55,750,74,1,2,2,MDJL2101.pdf,00122084.tif,2018,0,1,0,ORIGINAL,07,03,21368,0352,0470022,047,6,497,0,,Y,2,,2018-035201
