tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,speceis,q11a,id
41,36,09,1108,134,0,,7466,4,1,2014,10,13,1030085,0,0,2,NYOC1108.pdf,00081559.tif,ORIGINAL,STRIPE,4180,4139,3,0,0,1,0,0,0,,4,2014-413909
41,36,09,1108,135,0,,7466,4,1,2014,10,13,1030085,0,0,2,NYOC1108.pdf,00081559.tif,ORIGINAL,LITTLE,4681,4139,1,0,0,4,0,0,0,,4,2014-413909
41,36,10,1108,136,0,,7466,4,1,2014,10,13,1030085,0,0,2,NYOC1108.pdf,00081561.tif,ORIGINAL,DOLPHI,1050,4139,2,6,0,0,0,0,0,,1,2014-413910
41,36,10,1108,137,0,,7466,4,1,2014,10,13,1030085,0,0,2,NYOC1108.pdf,00081561.tif,ORIGINAL,ALBACO,4701,4139,1,2,2,0,0,0,0,,1,2014-413910
42,36,01,1110,138,0,,7466,4,1,2014,10,25,1030037,0,0,2,NYOC1110.pdf,00081890.tif,ORIGINAL,SHORTF,3551,4253,1,1,1,0,0,0,0,,3,2014-425301
42,36,04,1110,139,0,,7466,4,1,2014,10,25,1030085,0,0,2,NYOC1110.pdf,00081894.tif,ORIGINAL,BLUEFI,230,4253,1,0,0,1,0,0,0,,4,2014-425304
41,36,01,2201,140,0,,7466,4,1,2014,10,10,1030135,0,0,2,NYOC2201.pdf,00081423.tif,ORIGINAL,BLUE S,4931,4125,1,0,0,6,0,0,0,,2,2014-412501
41,36,02,2201,141,0,,7466,4,1,2014,10,10,1030135,0,0,2,NYOC2201.pdf,00081425.tif,ORIGINAL,LITTLE,4681,4125,1,0,0,5,0,0,0,,4,2014-412502
41,36,03,2201,142,0,,7466,4,1,2014,10,10,1030135,0,0,2,NYOC2201.pdf,00081427.tif,ORIGINAL,BLUEFI,230,4125,3,0,0,6,0,0,0,,4,2014-412503
41,36,03,2201,143,0,,7466,4,1,2014,10,10,1030135,0,0,2,NYOC2201.pdf,00081427.tif,ORIGINAL,STRIPE,4180,4125,2,0,0,6,0,0,0,,4,2014-412503
41,36,03,2201,144,0,,7466,4,1,2014,10,10,1030135,0,0,2,NYOC2201.pdf,00081427.tif,ORIGINAL,LITTLE,4681,4125,1,0,0,15,0,0,0,,4,2014-412503
41,36,04,2201,145,0,,7466,4,1,2014,10,10,1030135,0,0,2,NYOC2201.pdf,00081429.tif,ORIGINAL,LITTLE,4681,4125,1,0,0,9,0,0,0,,4,2014-412504
41,36,05,2201,146,0,,7466,4,1,2014,10,10,1030037,0,0,2,NYOC2201.pdf,00081431.tif,ORIGINAL,BLUEFI,230,4125,3,0,0,4,0,0,0,,4,2014-412505
41,36,05,2201,147,0,,7466,4,1,2014,10,10,1030037,0,0,2,NYOC2201.pdf,00081431.tif,ORIGINAL,STRIPE,4180,4125,2,0,0,4,0,0,0,,4,2014-412505
41,36,05,2201,148,0,,7466,4,1,2014,10,10,1030037,0,0,2,NYOC2201.pdf,00081431.tif,ORIGINAL,LITTLE,4681,4125,1,0,0,30,0,0,0,,4,2014-412505
41,36,06,2201,149,0,,7466,4,1,2014,10,10,1030037,0,0,2,NYOC2201.pdf,00081433.tif,ORIGINAL,BLUEFI,230,4125,2,0,0,3,0,0,0,,4,2014-412506
41,36,06,2201,150,0,,7466,4,1,2014,10,10,1030037,0,0,2,NYOC2201.pdf,00081433.tif,ORIGINAL,LITTLE,4681,4125,1,0,0,11,0,0,0,,4,2014-412506
40,36,01,2202,151,0,,7512,1,1,2014,10,07,0590624,0,0,2,NYOC2202.pdf,00081148.tif,ORIGINAL,BIGEYE,4691,4062,2,1,0,0,0,0,0,,2,2014-406201
40,36,01,2202,152,0,,7512,1,1,2014,10,07,0590624,0,0,2,NYOC2202.pdf,00081148.tif,ORIGINAL,YFT,4711,4062,1,3,0,3,0,0,0,,2,2014-406201
42,36,01,2204,153,0,,7510,3,1,2014,10,21,1030589,0,0,2,NYOC2204.PDF,00081733.tif,ORIGINAL,BLUE S,4931,4204,1,0,0,4,0,0,0,,2,2014-420401
40,36,01,2205,154,0,,7466,4,1,2014,10,09,1030133,0,0,2,NYOC2205.pdf,00081210.tif,ORIGINAL,BLUEFI,230,4079,3,0,0,10,0,0,0,,4,2014-407901
40,36,01,2205,155,0,,7466,4,1,2014,10,09,1030133,0,0,2,NYOC2205.pdf,00081210.tif,ORIGINAL,STRIPE,4180,4079,2,0,0,2,0,0,0,,4,2014-407901
40,36,01,2205,156,0,,7466,4,1,2014,10,09,1030133,0,0,2,NYOC2205.pdf,00081210.tif,ORIGINAL,LITTLE,4681,4079,1,0,0,8,0,0,0,,4,2014-407901
40,36,02,2205,157,0,,7466,4,1,2014,10,09,1030135,0,0,2,NYOC2205.pdf,00081212.tif,ORIGINAL,STRIPE,4180,4079,2,0,0,2,0,0,0,,4,2014-407902
40,36,02,2205,158,0,,7466,4,1,2014,10,09,1030135,0,0,2,NYOC2205.pdf,00081212.tif,ORIGINAL,LITTLE,4681,4079,1,0,0,9,0,0,0,,4,2014-407902
40,36,03,2205,159,0,,7466,4,1,2014,10,09,1030135,0,0,2,NYOC2205.pdf,00081214.tif,ORIGINAL,LITTLE,4681,4079,1,0,0,35,0,0,0,,3,2014-407903
40,36,04,2205,160,0,,7466,4,1,2014,10,09,1030085,0,0,2,NYOC2205.pdf,00081216.tif,ORIGINAL,BLUEFI,230,4079,2,0,0,4,0,0,0,,4,2014-407904
40,36,04,2205,161,0,,7466,4,1,2014,10,09,1030085,0,0,2,NYOC2205.pdf,00081216.tif,ORIGINAL,STRIPE,4180,4079,3,0,0,5,0,0,0,,4,2014-407904
40,36,04,2205,162,0,,7466,4,1,2014,10,09,1030085,0,0,2,NYOC2205.pdf,00081216.tif,ORIGINAL,LITTLE,4681,4079,1,0,0,25,0,0,0,,4,2014-407904
42,36,01,2207,163,0,,7466,4,1,2014,10,20,1030133,0,0,2,NYOC2207.pdf,00081905.tif,ORIGINAL,BLUEFI,230,4255,2,0,0,1,0,0,0,,4,2014-425501
42,36,01,2207,164,0,,7466,4,1,2014,10,20,1030133,0,0,2,NYOC2207.pdf,00081905.tif,ORIGINAL,LITTLE,4681,4255,1,0,0,4,0,0,0,,4,2014-425501
42,36,02,2207,165,0,,7466,4,1,2014,10,20,1030372,0,0,2,NYOC2207.pdf,00081907.tif,ORIGINAL,BLACK,3350,4255,3,0,0,9,0,0,0,,4,2014-425502
42,36,02,2207,166,0,,7466,4,1,2014,10,20,1030372,0,0,2,NYOC2207.pdf,00081907.tif,ORIGINAL,STRIPE,4180,4255,2,0,0,3,0,0,0,,4,2014-425502
42,36,02,2207,167,0,,7466,4,1,2014,10,20,1030372,0,0,2,NYOC2207.pdf,00081907.tif,ORIGINAL,LITTLE,4681,4255,1,0,0,4,0,0,0,,4,2014-425502
42,36,03,2207,168,0,,7466,4,1,2014,10,20,1030085,0,0,2,NYOC2207.pdf,00081909.tif,ORIGINAL,STRIPE,4180,4255,2,0,0,6,0,0,0,,4,2014-425503
42,36,03,2207,169,0,,7466,4,1,2014,10,20,1030085,0,0,2,NYOC2207.pdf,00081909.tif,ORIGINAL,LITTLE,4681,4255,1,0,0,12,0,0,0,,4,2014-425503
42,36,04,2207,170,0,,7466,4,1,2014,10,20,1030135,0,0,2,NYOC2207.pdf,00081911.tif,ORIGINAL,BLUEFI,230,4255,3,0,0,5,0,0,0,,4,2014-425504
42,36,04,2207,171,0,,7466,4,1,2014,10,20,1030135,0,0,2,NYOC2207.pdf,00081911.tif,ORIGINAL,STRIPE,4180,4255,2,0,0,5,0,0,0,,4,2014-425504
42,36,04,2207,172,0,,7466,4,1,2014,10,20,1030135,0,0,2,NYOC2207.pdf,00081911.tif,ORIGINAL,LITTLE,4681,4255,1,0,0,16,0,0,0,,4,2014-425504
42,36,05,2207,173,0,,7466,4,1,2014,10,20,1030135,0,0,2,NYOC2207.pdf,00081913.tif,ORIGINAL,BLUEFI,230,4255,3,3,0,0,0,0,0,,4,2014-425505
42,36,05,2207,174,0,,7466,4,1,2014,10,20,1030135,0,0,2,NYOC2207.pdf,00081913.tif,ORIGINAL,STRIPE,4180,4255,2,0,0,4,0,0,0,,4,2014-425505
42,36,05,2207,175,0,,7466,4,1,2014,10,20,1030135,0,0,2,NYOC2207.pdf,00081913.tif,ORIGINAL,LITTLE,4681,4255,1,0,0,8,0,0,0,,4,2014-425505
40,36,01,2208,176,0,,7466,4,1,2014,10,08,1030135,0,0,2,NYOC2208.pdf,00081222.tif,ORIGINAL,LITTLE,4681,4080,1,0,0,2,0,0,0,,4,2014-408001
42,36,02,2209,177,0,,7466,4,1,2014,10,28,1030372,1,0,2,NYOC2209.pdf,00082027.tif,ORIGINAL,LITTLE,4681,4286,1,0,0,4,0,0,0,,4,2014-428602
41,36,01,2210,178,0,,7466,4,1,2014,10,17,1030135,0,0,2,NYOC2210.pdf,00081638.tif,ORIGINAL,LITTLE,4681,4173,1,0,0,12,0,0,0,,4,2014-417301
41,36,02,2210,179,0,,7466,4,1,2014,10,17,1030133,0,0,2,NYOC2210.pdf,00081640.tif,ORIGINAL,BLUEFI,230,4173,2,0,0,3,0,0,0,,3,2014-417302
41,36,02,2210,180,0,,7466,4,1,2014,10,17,1030133,1,0,2,NYOC2210.pdf,00081640.tif,ORIGINAL,LITTLE,4681,4173,1,0,0,12,0,0,0,,3,2014-417302
41,36,03,2210,181,0,,7466,4,1,2014,10,17,1030135,0,0,2,NYOC2210.pdf,00081642.tif,ORIGINAL,BLUEFI,230,4173,2,0,0,2,0,0,0,,4,2014-417303
41,36,03,2210,182,0,,7466,4,1,2014,10,17,1030135,0,0,2,NYOC2210.pdf,00081642.tif,ORIGINAL,LITTLE,4681,4173,1,0,0,2,0,0,0,,4,2014-417303
41,36,04,2210,183,0,,7466,4,1,2014,10,17,1030123,0,0,2,NYOC2210.pdf,00081644.tif,ORIGINAL,BLUEFI,230,4173,3,7,7,0,0,0,0,,3,2014-417304
41,36,04,2210,184,0,,7466,4,1,2014,10,17,1030123,0,0,2,NYOC2210.pdf,00081644.tif,ORIGINAL,STRIPE,4180,4173,2,8,8,0,0,0,0,,3,2014-417304
41,36,04,2210,185,0,,7466,4,1,2014,10,17,1030123,0,0,2,NYOC2210.pdf,00081644.tif,ORIGINAL,LITTLE,4681,4173,1,8,8,0,0,0,0,,3,2014-417304
41,36,05,2210,186,0,,7466,4,1,2014,10,17,1030123,0,0,2,NYOC2210.pdf,00081646.tif,ORIGINAL,BLUEFI,230,4173,2,0,0,2,0,0,0,,7,2014-417305
41,36,05,2210,187,0,,7466,4,1,2014,10,17,1030123,0,0,2,NYOC2210.pdf,00081646.tif,ORIGINAL,LITTLE,4681,4173,1,0,0,5,0,0,0,,7,2014-417305
41,36,06,2210,188,0,,7466,4,1,2014,10,17,1030133,0,0,2,NYOC2210.pdf,00081648.tif,ORIGINAL,BLUEFI,230,4173,3,0,0,10,0,0,0,,3,2014-417306
41,36,06,2210,189,0,,7466,4,1,2014,10,17,1030133,1,0,2,NYOC2210.pdf,00081648.tif,ORIGINAL,STRIPE,4180,4173,2,6,6,9,0,0,0,,3,2014-417306
41,36,06,2210,190,0,,7466,4,1,2014,10,17,1030133,0,0,2,NYOC2210.pdf,00081648.tif,ORIGINAL,LITTLE,4681,4173,1,0,0,8,0,0,0,,3,2014-417306
42,36,01,2212,191,0,,7466,4,1,2014,10,21,1030135,0,0,2,NYOC2212.pdf,00081919.tif,ORIGINAL,BLUEFI,230,4256,3,0,0,10,0,0,0,,4,2014-425601
42,36,01,2212,192,1,ALIVE;,7466,4,1,2014,10,21,1030135,0,1,2,NYOC2212.pdf,00081919.tif,ORIGINAL,SCUP,3295,4256,4,0,0,1,0,0,0,,4,2014-425601
42,36,01,2212,193,0,,7466,4,1,2014,10,21,1030135,0,0,2,NYOC2212.pdf,00081919.tif,ORIGINAL,STRIPE,4180,4256,2,0,0,8,0,0,0,,4,2014-425601
42,36,01,2212,194,0,,7466,4,1,2014,10,21,1030135,0,0,2,NYOC2212.pdf,00081919.tif,ORIGINAL,LITTLE,4681,4256,1,0,0,1,0,0,0,,4,2014-425601
42,36,02,2212,195,0,,7466,4,1,2014,10,21,1030372,0,0,2,NYOC2212.pdf,00081921.tif,ORIGINAL,BLUEFI,230,4256,3,0,0,5,0,0,0,,4,2014-425602
42,36,02,2212,196,0,,7466,4,1,2014,10,21,1030372,0,0,2,NYOC2212.pdf,00081921.tif,ORIGINAL,STRIPE,4180,4256,2,0,0,5,0,0,0,,4,2014-425602
42,36,02,2212,197,0,,7466,4,1,2014,10,21,1030372,0,0,2,NYOC2212.pdf,00081921.tif,ORIGINAL,LITTLE,4681,4256,1,0,0,6,0,0,0,,4,2014-425602
42,36,03,2212,198,1,ALIVE;,7466,4,1,2014,10,21,1030372,0,1,2,NYOC2212.pdf,00081923.tif,ORIGINAL,SCUP,3295,4256,3,0,0,10,0,0,0,,7,2014-425603
42,36,03,2212,199,0,,7466,4,1,2014,10,21,1030372,0,0,2,NYOC2212.pdf,00081923.tif,ORIGINAL,BLACK,3350,4256,2,0,0,6,0,0,0,,7,2014-425603
42,36,04,2212,200,1,ALIVE;,7466,4,1,2014,10,21,1030372,0,1,2,NYOC2212.pdf,00081925.tif,ORIGINAL,SCUP,3295,4256,1,0,0,25,0,0,0,,4,2014-425604
42,36,05,2212,201,0,,7466,4,1,2014,10,21,1030085,0,1,2,NYOC2212.pdf,00081927.tif,ORIGINAL,STRIPE,4180,4256,3,0,0,6,0,0,0,,4,2014-425605
42,36,05,2212,202,0,,7466,4,1,2014,10,21,1030085,0,1,2,NYOC2212.pdf,00081927.tif,ORIGINAL,BLUEFI,230,4256,2,0,0,3,0,0,0,,4,2014-425605
42,36,05,2212,203,0,,7466,4,1,2014,10,21,1030085,0,0,2,NYOC2212.pdf,00081927.tif,ORIGINAL,LITTLE,4681,4256,1,0,0,4,0,0,0,,4,2014-425605
42,36,01,2214,204,0,,7466,4,1,2014,10,24,1030037,0,0,2,NYOC2214.pdf,00081944.tif,ORIGINAL,BLUEFI,230,4257,3,3,0,5,0,0,0,,3,2014-425701
42,36,01,2214,205,0,,7466,4,1,2014,10,24,1030037,0,0,2,NYOC2214.pdf,00081944.tif,ORIGINAL,STRIPE,4180,4257,2,2,0,4,0,0,0,,3,2014-425701
42,36,01,2214,206,0,,7466,4,1,2014,10,24,1030037,0,0,2,NYOC2214.pdf,00081944.tif,ORIGINAL,LITTLE,4681,4257,1,0,0,1,0,0,0,,3,2014-425701
42,36,02,2214,207,0,,7466,4,1,2014,10,24,1030085,0,0,2,NYOC2214.pdf,00081946.tif,ORIGINAL,BLUEFI,230,4257,3,0,0,20,0,0,0,,4,2014-425702
42,36,02,2214,208,0,,7466,4,1,2014,10,24,1030085,0,0,2,NYOC2214.pdf,00081946.tif,ORIGINAL,STRIPE,4180,4257,2,0,0,4,0,0,0,,4,2014-425702
42,36,02,2214,209,0,,7466,4,1,2014,10,24,1030085,0,0,2,NYOC2214.pdf,00081946.tif,ORIGINAL,LITTLE,4681,4257,1,0,0,9,0,0,0,,4,2014-425702
42,36,03,2214,210,0,,7466,4,1,2014,10,24,1030133,0,0,2,NYOC2214.pdf,00081948.tif,ORIGINAL,BLUEFI,230,4257,2,0,0,3,0,0,0,,4,2014-425703
42,36,03,2214,211,0,,7466,4,1,2014,10,24,1030133,0,0,2,NYOC2214.pdf,00081948.tif,ORIGINAL,LITTLE,4681,4257,1,0,0,5,0,0,0,,4,2014-425703
42,36,04,2214,212,0,,7466,4,1,2014,10,24,1030133,0,0,2,NYOC2214.pdf,00081950.tif,ORIGINAL,BLUEFI,230,4257,3,0,0,4,0,0,0,,4,2014-425704
42,36,04,2214,213,0,,7466,4,1,2014,10,24,1030133,0,0,2,NYOC2214.pdf,00081950.tif,ORIGINAL,STRIPE,4180,4257,2,0,0,1,0,0,0,,4,2014-425704
42,36,04,2214,214,0,,7466,4,1,2014,10,24,1030133,0,0,2,NYOC2214.pdf,00081950.tif,ORIGINAL,LITTLE,4681,4257,1,0,0,5,0,0,0,,4,2014-425704
42,36,01,2218,215,0,,7466,4,1,2014,10,27,1030123,0,0,2,NYOC2218.pdf,00081933.tif,ORIGINAL,BLUEFI,230,4258,3,17,0,0,0,0,0,,3,2014-425801
42,36,01,2218,216,0,,7466,4,1,2014,10,27,1030123,0,0,2,NYOC2218.pdf,00081933.tif,ORIGINAL,STRIPE,4180,4258,2,0,0,1,0,0,0,,3,2014-425801
42,36,01,2218,217,0,,7466,4,1,2014,10,27,1030123,0,0,2,NYOC2218.pdf,00081933.tif,ORIGINAL,LITTLE,4681,4258,1,0,0,1,0,0,0,,3,2014-425801
42,36,02,2218,218,0,,7466,4,1,2014,10,27,1030372,0,1,2,NYOC2218.pdf,00081935.tif,ORIGINAL,STRIPE,4180,4258,1,0,0,2,0,0,0,,4,2014-425802
43,44,01,1213,219,0,,7484,11,1,2014,10,13,0099012,0,0,2,RIOC1213.pdf,00082163.tif,ORIGINAL,SWORDF,4328,4329,2,0,0,1,0,0,0,,3,2014-432901
43,44,01,1213,220,0,,7484,11,1,2014,10,13,0099012,0,0,2,RIOC1213.pdf,00082163.tif,ORIGINAL,YFT,4711,4329,1,2,0,0,0,0,0,,3,2014-432901
42,51,01,1107,221,0,,2836,3,1,2014,10,25,8100088,1,0,1,VAOC1107.pdf,00081959.tif,ORIGINAL,DOLPHI,1050,4262,2,1,1,0,0,0,0,,3,2014-426201
42,51,01,1107,222,1,KEPT;,2836,3,1,2014,10,25,8100088,1,0,1,VAOC1107.pdf,00081959.tif,ORIGINAL,WAHOO,4720,4262,1,9,9,0,0,0,0,,3,2014-426201
41,51,02,1201,223,0,,2836,3,1,2014,10,11,8100088,0,0,1,VAOC1201.pdf,00081325.tif,ORIGINAL,DOLPHI,1050,4106,1,10,10,0,0,0,0,,3,2014-410602
40,51,01,2101,224,0,,6633,3,1,2014,10,03,8100088,0,0,1,VAOC2101.pdf,00081078.tif,ORIGINAL,DOLPHI,1050,4043,1,35,32,0,0,0,0,,3,2014-404301
40,51,02,2101,225,0,,6633,3,1,2014,10,03,8100088,0,0,1,VAOC2101.pdf,00081080.tif,ORIGINAL,DOLPHI,1050,4043,1,18,18,0,0,0,0,,3,2014-404302
40,51,02,2101,226,0,,6633,3,1,2014,10,03,8100088,0,0,1,VAOC2101.pdf,00081080.tif,ORIGINAL,WHITE,2161,4043,2,0,0,1,0,0,0,,3,2014-404302
42,51,02,2109,227,0,,2836,1,1,2014,10,28,8100002,1,0,1,VAOC2109.pdf,00082204.tif,ORIGINAL,SHORTF,3551,4284,2,1,1,0,0,0,0,,1,2014-428402
42,51,02,2109,228,0,,2836,1,1,2014,10,28,8100002,1,0,1,VAOC2109.pdf,00082204.tif,ORIGINAL,WAHOO,4720,4284,1,3,3,0,0,0,0,,1,2014-428402
42,51,03,2109,229,0,,2836,1,1,2014,10,28,8100002,0,0,2,VAOC2109.pdf,00082206.tif,ORIGINAL,WAHOO,4720,4284,1,1,1,0,0,0,0,,1,2014-428403
40,51,01,2201,230,0,,7415,3,1,2014,10,01,8100088,0,0,1,VAOC2201.pdf,00081084.tif,ORIGINAL,DOLPHI,1050,4044,3,35,35,0,0,0,0,,3,2014-404401
40,51,01,2201,231,0,,7415,3,1,2014,10,01,8100088,0,0,1,VAOC2201.pdf,00081084.tif,ORIGINAL,WHITE,2161,4044,1,0,0,2,0,0,0,,3,2014-404401
40,51,01,2201,232,0,,7415,3,1,2014,10,01,8100088,0,0,1,VAOC2201.pdf,00081084.tif,ORIGINAL,WAHOO,4720,4044,2,1,1,0,0,0,0,,3,2014-404401
40,51,02,2201,233,0,,7415,3,1,2014,10,01,8101832,0,0,2,VAOC2201.pdf,00081086.tif,ORIGINAL,DOLPHI,1050,4044,3,3,0,0,0,0,0,,3,2014-404402
40,51,02,2201,234,0,,7415,3,1,2014,10,01,8101832,0,0,2,VAOC2201.pdf,00081086.tif,ORIGINAL,WHITE,2161,4044,1,0,0,1,0,0,0,,3,2014-404402
40,51,02,2201,235,0,,7415,3,1,2014,10,01,8101832,0,0,2,VAOC2201.pdf,00081086.tif,ORIGINAL,WAHOO,4720,4044,2,1,0,0,0,0,0,,3,2014-404402
41,51,01,2204,236,0,,6633,1,1,2014,10,20,8100091,0,0,2,VAOC2204.pdf,00081703.tif,ORIGINAL,DOLPHI,1050,4195,2,1,0,0,0,0,0,,2,2014-419501
41,51,01,2204,237,1,KEPT;,6633,1,1,2014,10,20,8100091,0,0,2,VAOC2204.pdf,00081703.tif,ORIGINAL,WAHOO,4720,4195,1,6,0,0,0,0,0,,2,2014-419501
41,51,02,2204,238,0,,6633,1,1,2014,10,20,8100091,0,0,1,VAOC2204.pdf,00081705.tif,ORIGINAL,KING M,1940,4195,2,1,1,0,0,0,0,,2,2014-419502
41,51,02,2204,239,0,,6633,1,1,2014,10,20,8100091,0,0,1,VAOC2204.pdf,00081705.tif,ORIGINAL,WAHOO,4720,4195,1,1,1,0,0,0,0,,2,2014-419502
40,51,01,2209,240,0,,6633,3,3,2014,10,06,8100438,0,0,2,VAOC2209.pdf,00081133.tif,ORIGINAL,DOLPHI,1050,4058,1,1,0,0,0,0,0,,3,2014-405801
43,51,01,2219,241,0,,7415,3,1,2014,10,28,8100088,0,0,1,VAOC2219.pdf,00082082.tif,ORIGINAL,BLACKF,4641,4304,2,1,1,0,0,0,0,,3,2014-430401
43,51,01,2219,242,0,,7415,3,1,2014,10,28,8100088,0,0,1,VAOC2219.pdf,00082082.tif,ORIGINAL,WAHOO,4720,4304,1,2,2,0,0,0,0,,3,2014-430401
01,23,01,2101,,,,7335,5,1,2014,10,06,0310174,,,,,,,,2120,,,3,0,0,0,0,0,,,2014-23-10-01
01,23,01,2101,,,,7335,5,1,2014,10,06,0310174,,,,,,,,1670,,,2,0,0,0,0,0,,,2014-23-10-01
02,23,02,2101,,,,7335,5,4,2014,10,06,0310213,,,,,,,,2120,,,0,0,12,0,0,0,,,2014-23-10-02
02,23,02,2101,,,,7335,5,4,2014,10,06,0310213,,,,,,,,1670,,,3,0,21,0,0,0,,,2014-23-10-02
03,23,03,2101,,,,7335,5,4,2014,10,06,0310213,,,,,,,,2120,,,1,0,6,0,0,0,,,2014-23-10-03
03,23,03,2101,,,,7335,5,4,2014,10,06,0310213,,,,,,,,1670,,,2,0,5,0,0,0,,,2014-23-10-03
04,23,01,2208,,,,6767,2,1,2014,10,07,0051118,,,,,,,,1670,,,30,0,0,0,0,0,,,2014-23-10-04
04,23,01,2208,,,,6767,2,1,2014,10,07,0051118,,,,,,,,4811,,,0,0,1,0,0,0,,,2014-23-10-04
04,23,01,2208,,,,6767,2,1,2014,10,07,0051118,,,,,,,,5090,,,1,0,0,0,0,0,,,2014-23-10-04
05,23,02,2208,,,,6767,2,1,2014,10,07,0051118,,,,,,,,1670,,,50,0,0,0,0,0,,,2014-23-10-05
05,23,02,2208,,,,6767,2,1,2014,10,07,0051118,,,,,,,,2120,,,1,0,0,0,0,0,,,2014-23-10-05
05,23,02,2208,,,,6767,2,1,2014,10,07,0051118,,,,,,,,2695,,,2,0,148,0,0,0,,,2014-23-10-05
05,23,02,2208,,,,6767,2,1,2014,10,07,0051118,,,,,,,,4811,,,0,0,10,0,0,0,,,2014-23-10-05
06,23,01,1202,,,,6767,5,1,2014,10,11,0310174,,,,,,,,2120,,,30,0,10,0,0,0,,,2014-23-10-06
06,23,01,1202,,,,6767,5,1,2014,10,11,0310174,,,,,,,,815,,,0,0,20,0,0,0,,,2014-23-10-06
06,23,01,1202,,,,6767,5,1,2014,10,11,0310174,,,,,,,,2695,,,0,0,40,0,0,0,,,2014-23-10-06
06,23,01,1202,,,,6767,5,1,2014,10,11,0310174,,,,,,,CUNNER,8888,,,0,0,2,0,0,0,,,2014-23-10-06
07,23,02,1202,,,,6767,5,1,2014,10,11,0310174,,,,,,,,1670,,,12,0,0,0,0,0,,,2014-23-10-07
07,23,02,1202,,,,6767,5,1,2014,10,11,0310174,,,,,,,,2695,,,0,0,1,0,0,0,,,2014-23-10-07
08,23,03,1202,,,,6767,5,1,2014,10,11,0310213,,,,,,,,1670,,,100,0,0,0,0,0,,,2014-23-10-08
08,23,03,1202,,,,6767,5,1,2014,10,11,0310213,,,,,,,,4671,,,2,0,0,0,2,0,,,2014-23-10-08
09,23,04,1202,,,,6767,5,1,2014,10,11,0310881,,,,,,,,2120,,,50,0,0,0,0,0,,,2014-23-10-09
11,23,06,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,2120,,,0,0,2,0,0,0,,,2014-23-10-11
11,23,06,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,1670,,,55,20,0,0,0,0,,,2014-23-10-11
12,23,07,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,1670,,,24,0,24,0,0,0,,,2014-23-10-12
12,23,07,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,2120,,,0,0,6,0,0,0,,,2014-23-10-12
12,23,07,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,2695,,,0,0,1,0,0,0,,,2014-23-10-12
12,23,07,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,4671,,,1,1,0,0,1,0,,,2014-23-10-12
13,23,08,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,4811,,,0,0,2,0,0,0,,,2014-23-10-13
13,23,08,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,2120,,,15,0,15,0,0,0,,,2014-23-10-13
13,23,08,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,1670,,,7,0,0,0,0,0,,,2014-23-10-13
14,23,09,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,1670,,,40,0,0,0,0,0,,,2014-23-10-14
14,23,09,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,2120,,,15,0,5,0,0,0,,,2014-23-10-14
14,23,09,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,4671,,,1,1,0,0,1,0,,,2014-23-10-14
15,23,10,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,2120,,,20,0,0,0,0,0,,,2014-23-10-15
15,23,10,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,1670,,,10,0,0,0,0,0,,,2014-23-10-15
15,23,10,1202,,,,6767,5,4,2014,10,11,0310213,,,,,,,,2695,,,0,0,10,0,0,0,,,2014-23-10-15
16,23,01,1207,,,,7335,7,1,2014,10,12,0310171,,,,,,,,2120,,,6,0,6,0,0,0,,,2014-23-10-16
17,23,02,1207,,,,7335,7,1,2014,10,12,0310171,,,,,,,,2120,,,150,15,0,0,0,0,,,2014-23-10-17
18,23,01,2102,,,,2749,2,1,2014,10,16,0050149,,,,,,,,1670,,,25,0,0,0,0,0,,,2014-23-10-18
18,23,01,2102,,,,2749,2,1,2014,10,16,0050149,,,,,,,,4671,,,1,0,0,0,1,0,,,2014-23-10-18
