tourn_name,location,id,tracker,intcode,intdate,month,day,year,inttime,stcode,control,docno,county,siteno,site_no,cluster,sitetype,prim_op,todayt,perm_pos,category,perm_ver,cgnbr_pos,strgnbr_pos,ppstate,ppstfips,returnt,prim1,prim2,tourn,tcode,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,measur,gear,gear_oth,issueddate,CoastNum,StReg,boat,st
6,PEAKED HILL,2010-000601,000601,6634,18417,06,04,2010,1644,25,2208,01,001,0285,0010285,24,3,1,2,1,2,6,2,1,MA,25,1633,4679,4180,2,6,2,6,2,3,1,0,0,0,0,0,1,LIVE LINE,2,4205,7008,3,120,51,1,2,1,2,6,6,,2,MS549AK,,MA
MAKO MANIA,SAUSAGES,2010-000701,000701,6555,18419,06,06,2010,1707,24,1101,01,047,0856,0470856,4,3,1,2,1,2,1,2,1,MD,24,1705,3591,230,1,T500,2,6,4,6,0,0,1,0,0,1,0,6,5,3759,7433,36,150,69,1,2,1,2,6,6,03/19/2010,2,DL3C48Y,CAROLTEAKETTLE,MD
MAKO MANIA,JACKSPOT,2010-000801,000801,6555,18418,06,05,2010,1634,24,1105,01,047,0024,0470024,2,1,1,2,1,2,1,2,1,MD,24,1630,3591,230,1,T500,2,6,5,7,0,0,1,1,0,1,0,6,3,3805,7446,30,160,69,1,2,1,2,6,6,05/10/2010,2,MD6223BJ,WZZY,MD
MAKO MANIA,CHICKEN BONE,2010-000802,000802,6555,18418,06,05,2010,1718,24,1105,02,047,0022,0470022,2,1,1,2,8,8,6,2,1,MD,24,1710,3551,9996,1,T500,2,6,3,8,0,0,1,0,0,1,0,6,4,3815,7428,32,120,67,1,2,1,2,6,6,,2,MD9157BJ,,MD
6,FINGERS,2010-000901,000901,6936,18417,06,04,2010,1540,24,2106,01,047,0856,0470856,4,3,1,2,1,2,1,8,1,MD,24,1530,3591,9996,2,6,2,6,4,7,0,0,1,0,0,1,0,6,3,3805,7440,26,140,65,1,2,1,2,6,6,06/02/2009,9999998,MD6245BJ,,MD
MAKO MANIA,20 FATHOM,2010-000902,000902,6936,18417,06,04,2010,1700,24,2106,02,047,0856,0470856,4,3,1,2,1,2,7,8,1,MD,24,1655,3591,9996,1,T500,2,6,4,6,0,0,1,0,0,1,0,6,5,3812,7437,40,140,70,1,2,1,2,6,6,05/06/2009,9999998,MD9707AR,UPTTE,MD
6,19 FATHOM LUMP,2010-001001,001001,6708,18418,06,05,2010,1430,34,1101,01,009,0900,0090900,3,1,2,1,1,3,1,1,2,NJ,34,1300,4678,9996,2,6,1,6,5,6,0,0,1,1,0,0,0,6,2,3830,7420,32,152,65,1,2,1,2,6,6,05/18/2010,1022481,2,BGGAME,NJ
6,LORI DAWN,2010-001002,001002,6708,18418,06,05,2010,1715,34,1101,02,009,1044,0091044,3,1,1,2,1,2,1,2,1,NJ,34,1700,3551,3531,2,6,2,6,5,10,0,0,1,0,1,1,0,6,4,3839,7417,32,130,67,1,2,1,2,6,6,06/05/2009,2,NJ117384,AYWHEN,NJ
6,JACOB JONES WRECK,2010-001003,001003,6708,18418,06,05,2010,1745,34,1101,03,009,1131,0091131,3,1,1,2,1,2,1,2,1,NJ,34,1700,3551,3531,2,6,2,6,4,6,0,0,1,0,0,1,0,6,5,3840,7429,30,120,68,1,2,1,2,6,6,04/19/2009,2,NJ6443GZ,BOOKWEER,NJ
6,20 FATHOM TEMP,2010-001004,001004,6708,18418,06,05,2010,1750,34,1101,04,009,1131,0091131,3,1,1,2,1,2,1,1,2,NJ,34,1645,3551,3531,2,6,2,6,4,3,0,0,1,0,0,1,0,6,4,3845,7420,25,114,67,1,1,2,2,6,6,05/07/2009,1148373,2,REELGUTO,NJ
6,SOUTH,2010-001901,001901,6858,18418,06,05,2010,1605,36,1110,01,103,0175,1030175,3,1,2,1,1,3,2,1,2,NY,36,1430,3591,9996,2,6,2,6,3,6,0,0,1,0,0,1,0,6,6,9998,9998,30,190,98,1,2,1,2,6,6,,1217951,2,JOHNNYVEGA,NY
6,26 MILE HILL,2010-002201,002201,6778,18418,06,05,2010,1555,51,1101,01,001,0025,0010025,7,1,2,2,1,3,2,1,2,VA,51,1500,4676,7777,2,6,2,6,10,2,0,1,1,1,0,0,0,6,2,3715,7510,29,75,70,1,2,1,1,6,6,03/13/2010,1111958,2,TEAER,VA
6,LUMPY BOTTOM,2010-002401,002401,6778,18419,06,06,2010,1715,51,1103,01,001,0039,0010039,8,1,1,2,1,2,2,2,1,MD,24,1700,3551,7777,2,6,2,6,4,3,0,0,1,0,0,1,0,6,5,3802,7420,38,85,68,1,2,1,1,6,6,08/02/2009,2,MD1842CA,BADHABT,MD
6,HOT DOG,2010-003101,003101,6928,18417,06,04,2010,1622,51,2201,01,810,0091,8100091,1,1,1,2,1,2,2,1,2,VA,51,1610,4678,9996,2,6,2,6,7,5,0,1,1,1,0,0,0,6,2,3645,7520,34,100,74,1,2,1,2,6,6,01/13/2009,1192165,2,UBLME,VA
6,HOT DOG,2010-003301,003301,6783,18418,06,05,2010,1504,10,1202,01,005,1599,0051599,2,1,1,2,1,2,1,2,1,DE,10,1500,4677,9996,2,6,2,6,9,6,0,0,1,1,0,0,0,6,3,3806,7417,30,150,68,2,2,1,2,6,6,05/04/2010,2,DL93752,UNDERTAKER,DE
6,SITE II,2010-003302,003302,6783,18418,06,05,2010,1509,10,1202,02,005,1599,0051599,2,1,1,2,1,2,7,2,1,DE,10,1506,3531,9996,2,6,1,6,2,6,0,0,1,0,0,1,0,6,3,3840,7443,12,75,72,1,2,2,2,6,6,01/25/2010,2,DL2591Z,,DE
6,FINGERS,2010-003303,003303,6783,18418,06,05,2010,1530,10,1202,03,005,1599,0051599,2,1,1,2,1,2,1,2,1,DE,10,1516,3551,9996,2,6,2,6,3,7,1,0,1,0,0,1,0,6,3,3810,7440,26,130,68,1,2,2,2,6,6,05/10/2010,2,DL4307X,HOOKTUP,DE
6,TEA CUP,2010-003304,003304,6783,18418,06,05,2010,1602,10,1202,04,005,1599,0051599,2,1,1,2,1,2,1,1,1,DE,10,1530,3551,9996,2,6,2,6,3,6,0,1,1,0,0,1,0,6,2,3820,7400,40,130,65,1,2,2,2,6,6,05/21/2009,1194214,99999996,BX,DE
MAKO MANIA,FINGERS,2010-003305,003305,6783,18418,06,05,2010,1711,10,1202,05,005,1599,0051599,2,1,2,2,1,3,1,2,1,DE,10,1700,3551,9996,1,T500,2,6,4,8,0,0,1,0,0,1,0,6,3,3810,7425,40,130,98,1,2,1,2,6,6,03/30/2010,2,DL8184P,JENNYLYNN,DE
MAKO MANIA,7,2010-003306,003306,6783,18418,06,05,2010,1808,10,1202,06,005,1599,0051599,2,1,2,1,1,3,1,1,1,DE,10,1758,3551,9996,1,T500,2,6,3,8,0,0,1,0,0,1,0,6,6,9999,9999,40,130,66,2,2,1,2,6,6,02/13/2010,961597,99999996,CAPTKE,DE
6,SW CORNER,2010-003401,003401,6698,18420,06,07,2010,1535,25,2117,01,023,0784,0230784,8,1,2,1,1,3,7,8,2,MA,25,1530,4676,8888,2,6,2,6,4,6,0,1,0,1,0,0,0,6,6,9998,9998,12,120,98,1,2,2,2,6,6,,9999998,2,BGFH,MA
MAKO MANIA,30 FATHOM LUMPS,2010-003701,003701,6794,18419,06,06,2010,1655,24,1106,01,047,1493,0471493,5,1,1,2,1,2,1,2,1,DE,10,1635,3551,9996,1,T500,2,6,3,6,0,0,1,0,0,1,0,6,5,3849,7428,43,185,71,1,2,1,1,6,6,07/07/2009,2,DL121AB,CRUHEMUM,DE
MAKO MANIA,WASHINGTON CANYON,2010-003702,003702,6794,18419,06,06,2010,1715,24,1106,02,047,1493,0471493,5,1,2,1,1,3,2,1,2,NC,37,1700,3551,9996,1,T500,2,6,5,8,0,0,1,0,0,1,0,6,1,3727,7427,50,200,69,2,2,1,2,6,6,,1125382,2,PUMPNHARD,NC
MAKO MANIA,30 FATHOM LUMPS,2010-003703,003703,6794,18419,06,06,2010,1725,24,1106,03,047,1493,0471493,5,1,1,2,1,2,1,2,1,MD,24,1700,3551,9996,1,T500,2,6,4,8,0,0,1,0,0,1,0,6,4,3849,7428,45,180,70,1,2,1,2,6,6,02/05/2010,2,MD4415CA,NONTYPCAL,MD
MAKO MANIA,PARKING LOT,2010-003704,003704,6794,18419,06,06,2010,1750,24,1106,04,047,1493,0471493,5,1,2,1,1,3,1,1,2,MD,24,1730,3551,9996,1,T500,2,6,4,8,0,0,1,0,0,1,0,6,6,3740,7450,38,135,71,1,1,1,1,6,6,12/21/2009,1145053,2,MARL,MD
MAKO MANIA,FINGERS 20 F,2010-003801,003801,6008,18418,06,05,2010,1550,24,1201,01,047,1493,0471493,5,1,1,2,1,2,1,2,1,MD,24,1545,3551,3531,1,T500,1,6,6,8,0,0,1,0,1,1,0,6,3,3812,7437,33,122,68,1,2,1,2,6,6,05/15/2009,2,MD6769BZ,PLAYNCATCH,MD
6,FINGERS 20 F,2010-003802,003802,6008,18418,06,05,2010,1610,24,1201,02,047,1493,0471493,5,1,1,2,1,2,1,1,1,MD,24,1600,3551,3531,2,6,2,6,4,6,0,0,1,0,0,1,0,6,4,3812,7437,23,120,67,1,2,1,2,6,6,04/05/2010,1115014,99999996,PROUDPAPA,MD
6,FINGERS 20 F,2010-003803,003803,6008,18418,06,05,2010,1620,24,1201,03,047,1493,0471493,5,1,1,2,1,3,2,2,1,MD,24,1600,3551,9996,2,6,2,6,6,3,0,1,1,1,0,0,0,6,5,3812,7437,22,125,98,1,2,2,2,6,6,,2,MD4744BW,WRGHTAPERATON,MD
6,HOT DOG,2010-003804,003804,6008,18418,06,05,2010,1635,24,1201,04,047,1493,0471493,5,1,1,2,1,2,1,1,1,MD,24,1530,3551,7777,2,6,2,6,5,6,0,1,1,0,0,1,0,6,5,3806,7417,43,210,67,1,2,1,2,6,6,01/29/2010,1131025,99999996,FULLERVCE,MD
MAKO MANIA,DUMP SITE,2010-003805,003805,6008,18418,06,05,2010,1650,24,1201,05,047,1493,0471493,5,1,2,1,1,3,1,1,1,VA,51,1630,3551,9996,1,T500,2,6,4,8,1,0,1,0,0,1,0,6,6,9998,9998,30,114,68,1,1,1,2,6,6,04/25/2010,1196252,99999996,MARLNMAGC,VA
MAKO MANIA,MARINE ELECTRIC,2010-003806,003806,6008,18418,06,05,2010,1703,24,1201,06,047,1493,0471493,5,1,2,1,1,3,2,1,1,NC,37,1630,3551,9996,1,T500,2,6,4,8,0,0,1,0,0,1,0,6,2,3753,7450,32,130,69,2,2,1,2,6,6,,1125382,99999996,PUMPNHARD,NC
MAKO MANIA,OUTSIDE FINGER,2010-003807,003807,6008,18418,06,05,2010,1718,24,1201,07,047,1493,0471493,5,1,1,2,1,3,1,1,1,MD,24,1645,3551,9996,1,T500,2,6,4,8,0,0,1,0,0,1,0,6,5,3813,7425,35,132,65,1,2,1,2,6,6,04/28/2010,1166534,99999996,NOTOROU,MD
MAKO MANIA,MASSEYS CANYON,2010-003808,003808,6008,18418,06,05,2010,1735,24,1201,08,047,1493,0471493,5,1,1,2,1,2,1,1,1,MD,24,1730,3551,9996,1,T500,2,6,3,8,0,0,1,0,1,0,0,6,7,3825,7420,28,136,98,1,1,2,2,6,6,03/17/2009,1131796,99999996,THUMPER,MD
MAKO MANIA,FINGER 20 F,2010-003809,003809,6008,18418,06,05,2010,1752,24,1201,09,047,1493,0471493,5,1,1,1,1,3,1,1,1,MD,24,1750,3551,9996,1,T500,2,6,4,8,0,0,1,0,0,1,0,6,4,3812,7437,23,126,68,1,2,1,1,6,6,04/25/2010,939117,99999996,JEZEBEL,MD
MAKO MANIA,PARKING LOT,2010-003810,003810,6008,18418,06,05,2010,1818,24,1201,10,047,1493,0471493,5,1,2,1,1,3,1,1,1,MD,24,1800,3551,9996,1,T500,2,6,4,6,0,0,1,0,0,1,0,6,6,3740,7450,38,180,71,1,2,1,1,6,6,12/21/2009,1145053,99999996,MARL,MD
MAKO MANIA,INSIDE WASHING,2010-003811,003811,6008,18418,06,05,2010,1835,24,1201,11,047,1493,0471493,5,1,1,2,1,2,1,9,1,MD,24,1730,3551,9996,1,T500,2,6,4,8,0,0,1,0,0,1,0,6,5,9998,9998,46,216,69,2,2,1,2,6,6,03/26/2010,9999999,MDJ188BP,"KEEP""ER""WET",MD
6,MARINE ELECTRIC,2010-003812,003812,6008,18418,06,05,2010,1855,24,1201,12,047,1493,0471493,5,1,1,2,1,3,1,1,1,MD,24,1700,3551,4670,2,6,3,9,4,8,0,1,1,1,0,1,0,6,3,3753,7450,25,100,67,1,2,2,2,6,6,04/19/2010,1142058,99999996,EAHUNT,MD
6,PEAKED HILL,2010-004801,004801,6634,18418,06,05,2010,1245,25,1202,01,023,9038,0239038,9,1,1,2,1,1,1,1,2,MA,25,1230,4671,4679,2,6,1,6,3,3,1,0,0,0,0,0,1,LIVE LINE,5,4205,7008,4,106,56,1,1,2,2,6,6,03/01/2010,1111462,2,GOODPONT,MA
6,STELLWAGEN BANK SW,2010-004802,004802,6634,18418,06,05,2010,1416,25,1202,02,023,9038,0239038,9,1,2,2,1,3,7,1,2,MA,25,1350,4671,4679,2,6,2,6,2,5,1,0,0,0,0,0,1,LIVELING,3,4210,7015,20,130,60,1,2,1,2,6,6,12/08/2009,1202642,2,CHRTNE,MA
6,30 FATHOM LUMPS,2010-005001,005001,6794,18421,06,08,2010,1730,24,2107,01,047,0853,0470853,3,1,2,1,1,3,1,1,2,MD,24,1715,3551,9996,2,6,2,6,3,7,0,0,1,0,0,1,0,6,3,3849,7428,50,190,69,1,2,1,2,6,6,12/04/2009,628389,2,LATCALL,MD
6,POOR MANS CANYON,2010-005002,005002,6794,18421,06,08,2010,1750,24,2107,02,047,0853,0470853,3,1,1,2,1,3,1,2,1,MD,24,1645,3591,4470,2,6,12,6,3,12,1,1,1,1,0,1,0,6,3,3752,7406,53,200,98,1,2,1,2,6,6,05/18/2010,2,MD1154BU,GREENREAPER,MD
6,7,2010-005003,005003,6794,18421,06,08,2010,1800,24,2107,03,047,0853,0470853,3,1,1,2,1,2,1,1,2,MD,24,1745,2161,1050,2,6,2,6,6,7,0,1,1,1,0,0,0,6,3,9998,9998,80,1000,72,1,2,2,2,6,6,01/10/2010,1167944,2,EMPTYPOCKET,MD
6,FINGERS,2010-005004,005004,6794,18421,06,08,2010,1810,24,2107,04,047,0853,0470853,3,1,2,1,1,3,1,1,2,MD,24,1755,3591,9996,2,6,1,6,5,8,0,0,1,0,0,1,0,6,3,3805,7440,28,120,98,1,2,1,2,6,6,01/26/2010,901025,2,FHFNDER,MD
6,POOR MANS CANYON,2010-005005,005005,6794,18421,06,08,2010,1840,24,2107,05,047,0853,0470853,3,1,2,1,1,3,1,1,2,MD,24,1830,2161,9996,2,6,1,6,6,9,0,0,1,1,0,0,0,6,5,3752,7406,62,6000,74,2,2,1,1,6,6,04/13/2010,1183074,2,MOOREBLL,MD
6,26 MILE HILL,2010-005301,005301,6590,18421,06,08,2010,1800,51,2103,01,810,0088,8100088,3,1,2,1,1,3,1,1,1,VA,51,1745,4670,9996,2,6,2,6,6,8,0,0,1,1,0,0,0,6,6,3715,7510,40,100,70,1,2,1,1,6,6,12/26/2009,1112788,99999996,FROGPLE,VA
6,LUMPY BOTTOM,2010-005601,005601,6778,18421,06,08,2010,1745,51,2115,01,001,0955,0010955,8,1,1,2,1,2,2,2,1,MD,24,1730,3551,4676,2,6,2,6,5,7,0,1,1,1,0,1,0,6,2,3728,7452,40,145,98,1,2,1,1,6,6,01/05/2010,2,MD1538CB,BENDLURE,MD
6,20 FATHOM,2010-005602,005602,6778,18421,06,08,2010,1816,51,2115,02,001,0039,0010039,8,1,1,2,1,2,1,2,1,VA,51,1800,4676,4711,2,6,1,6,9,7,0,1,1,1,0,0,0,6,6,3725,7445,40,180,72,1,1,1,2,6,6,05/28/2009,2,VA8323BC,DAMONDRNG,VA
6,WASHINGTON CANYON,2010-005801,005801,6778,18422,06,09,2010,1815,51,2117,01,001,0039,0010039,8,3,1,2,1,2,7,8,1,MD,24,1800,3551,7777,2,6,2,6,3,2,0,0,1,0,0,1,0,6,3,3727,7535,50,220,64,1,1,1,2,6,6,07/27/2009,9999998,MD5976BZ,UMMERBREEZE,MD
6,SE RUDEE INLET,2010-005901,005901,6590,18422,06,09,2010,1603,51,2116,01,810,0091,8100091,1,1,1,2,1,2,1,1,1,VA,51,1550,4670,4711,2,6,2,6,6,8,0,0,1,1,0,0,0,6,4,9998,9998,40,225,70,1,2,1,2,6,6,01/05/2010,1198789,99999996,TPPECANOE,VA
6,CHICKEN BONE,2010-006201,006201,6478,18426,06,13,2010,1620,10,1101,01,005,1599,0051599,2,1,1,2,1,2,1,2,1,DE,10,1615,4677,9996,2,6,2,6,6,7,0,1,1,1,0,0,0,6,3,3815,7428,35,128,65,1,1,1,1,6,6,06/12/2009,2,CT596531,NOTRGHT.,DE
6,MASSEYS CANYON,2010-006202,006202,6478,18426,06,13,2010,1630,10,1101,02,005,1599,0051599,2,1,2,1,1,3,1,1,1,DE,10,1600,3551,9996,2,6,2,6,4,7,0,0,1,0,0,1,0,6,4,3825,7420,38,130,68,1,2,1,2,6,6,01/19/2010,1120564,TTTTTTT2,MEGABTE,DE
6,LIGHT SHIP,2010-006203,006203,6478,18426,06,13,2010,1730,10,1101,03,005,1599,0051599,2,1,2,1,1,3,1,1,2,DE,10,1720,3551,9996,2,6,2,6,4,9,0,0,1,0,0,1,0,6,6,3827,7442,20,100,71,1,2,2,2,6,6,04/12/2010,909669,2,HOOKUP,DE
6,HOT DOG,2010-006204,006204,6478,18426,06,13,2010,1745,10,1101,04,005,1599,0051599,2,1,2,1,1,3,7,1,2,DE,10,1730,3591,9996,2,6,2,6,3,6,0,0,1,0,0,1,0,6,6,3806,7417,48,140,69,1,2,2,2,6,6,,568570,2,PANDEMONUM,DE
6,FINGERS 20 FATHOM,2010-006205,006205,6478,18426,06,13,2010,1750,10,1101,05,005,1599,0051599,2,1,1,2,1,2,1,2,1,DE,10,1730,3551,9996,2,6,2,6,3,6,0,0,1,0,0,1,0,6,3,3812,7437,32,130,70,1,2,1,2,6,6,05/06/2010,2,DL35192,VTAMENEA,DE
6,30 FATHOM LINE,2010-006301,006301,6478,18425,06,12,2010,1605,10,1201,01,005,1599,0051599,2,1,1,2,1,2,1,1,2,DE,10,1545,7777,9996,2,6,12,6,5,18,0,0,1,1,0,1,0,6,4,9998,9998,45,180,67,1,2,1,2,6,6,03/09/2010,1109164,2,FREEPOOL,DE
6,MASSEYS CANYON,2010-006302,006302,6478,18425,06,12,2010,1635,10,1201,02,005,1599,0051599,2,1,1,2,1,2,1,2,1,DE,10,1539,3551,9996,2,6,12,6,2,5,0,1,1,1,0,1,0,6,4,3825,7420,36,120,98,1,2,2,2,6,6,03/23/2010,2,DL8662AB,TUNATAX,DE
CHOMPERS SHARK TOURNAMENT,LIGHTSHIP,2010-006303,006303,6478,18425,06,12,2010,1635,10,1201,03,005,1599,0051599,2,1,2,1,1,3,1,1,2,DE,10,1620,3551,3531,1,,2,6,4,8,0,0,1,0,0,1,0,6,6,3827,7442,20,100,66,1,2,1,2,6,6,04/12/2010,909669,2,HOOKUP,DE
COMPERS SHARK TOURNAMENT,19 FATHOM LUMP,2010-006304,006304,6478,18425,06,12,2010,1640,10,1201,04,005,1599,0051599,2,1,1,2,1,3,2,1,2,DE,10,1635,3551,9996,1,,12,6,4,8,0,0,1,0,0,1,0,6,4,3830,7420,38,150,68,1,2,1,2,6,6,,1137676,2,CONTAGOU,DE
6,TRIPLE WRECKS,2010-006305,006305,6478,18425,06,12,2010,1648,10,1201,05,005,1599,0051599,2,1,2,1,1,3,2,1,2,DE,10,1645,3350,3591,2,6,2,6,2,2,0,0,1,0,0,1,0,6,3,3830,7432,26,120,98,1,2,1,2,6,6,,979106,2,HGHHOOK,DE
6,19 FATHOMS LUMP,2010-006306,006306,6478,18425,06,12,2010,1655,10,1201,06,005,1599,0051599,2,1,1,2,1,2,1,2,1,DE,10,1645,3591,9996,2,6,2,6,4,7,0,0,1,0,0,1,0,6,5,3830,7420,35,138,70,1,2,1,2,6,6,03/22/2010,2,DL66692,NATURALABLTY,DE
CHOMPERS SHARK TOURNAMENT,MASSEYS CANYON,2010-006307,006307,6478,18425,06,12,2010,1710,10,1201,07,005,1599,0051599,2,1,1,2,1,2,1,2,1,MD,24,1645,3551,9996,1,,12,6,4,8,0,0,1,0,0,1,0,6,3,3825,7420,32,108,70,1,2,1,2,6,6,04/16/2010,2,MD2661CE,BGGAME,MD
6,FINGERS 20 FATHOM,2010-006308,006308,6478,18425,06,12,2010,1730,10,1201,08,005,1599,0051599,2,1,1,2,1,2,1,2,1,DE,10,1700,3551,9996,2,6,2,6,4,7,0,0,1,0,0,1,0,6,4,3812,7437,30,118,66,1,1,1,2,6,6,05/12/2009,2,DL3187V,MTEYLADY,DE
6,POOR MANS CANYON,2010-006309,006309,6478,18425,06,12,2010,1800,10,1201,09,005,1599,0051599,2,1,1,2,1,2,1,1,2,DE,10,1700,4670,9996,2,6,2,6,10,5,0,1,1,1,0,0,0,6,5,3752,7406,70,600,68,1,2,1,2,6,6,03/29/2010,1138416,2,REELXTREME,DE
6,WASHINGTON CANYON,2010-006310,006310,6478,18425,06,12,2010,1810,10,1201,10,005,1599,0051599,2,1,1,2,1,2,1,1,2,DE,10,1800,2171,9996,2,6,2,6,6,7,0,1,1,1,0,0,0,6,6,3727,7427,85,6000,76,1,2,1,2,6,6,05/12/2010,1109881,2,POLED,DE
6,WASHINGTON CANYON,2010-006311,006311,6478,18425,06,12,2010,1830,10,1201,11,005,1599,0051599,2,1,1,2,1,2,7,2,1,DE,10,1815,4656,2181,2,6,2,6,8,8,0,1,1,1,0,0,0,6,4,3727,7427,100,4800,73,1,2,1,2,6,6,04/16/2010,2,DL5607AC,LQUDHANDLER,DE
6,JACOB JONES WRECK,2010-006312,006312,6478,18425,06,12,2010,1840,10,1201,12,005,1599,0051599,2,1,1,2,1,2,1,2,1,DE,10,1830,3551,3531,2,6,2,6,4,9,0,0,1,0,0,1,0,6,3,3840,7427,35,132,67,1,2,1,2,6,6,03/20/2010,2,DL9847AA,THEARANA,DE
6,SAUSAGES,2010-006313,006313,6478,18425,06,12,2010,1850,10,1201,13,005,1599,0051599,2,1,1,2,1,2,1,1,2,DE,10,1815,3551,4656,2,6,2,6,8,7,0,1,1,1,0,1,0,6,9,3759,7437,50,240,68,1,1,2,2,6,6,01/08/2009,1110907,2,CHANREACTON,DE
6,TOMS CANYON,2010-006314,006314,6478,18425,06,12,2010,1900,10,1201,14,005,1599,0051599,2,1,1,2,1,2,1,1,2,DE,10,1840,4711,9996,2,6,1,6,15,7,0,0,1,1,0,0,0,6,6,3903,7235,110,6600,72,1,1,1,2,6,6,06/12/2009,994259,2,BOYTOY,DE
6,TRIPLE WRECKS,2010-006401,006401,6936,18427,06,14,2010,1550,10,2102,01,005,1599,0051599,2,1,2,1,1,3,1,1,2,DE,10,1540,3591,9996,2,6,12,6,8,6,0,0,1,0,1,1,0,6,6,3830,7432,26,135,67,1,2,1,2,6,6,05/11/2010,1137041,2,DANALYNN,DE
6,PEAKED HILL,2010-006501,006501,6698,18425,06,12,2010,1345,25,1102,01,001,0279,0010279,18,3,1,2,1,1,1,2,1,MA,25,1330,4671,4180,2,6,2,6,1,11,0,0,1,1,0,0,1,,1,4205,7008,2,200,55,1,2,1,2,6,6,05/02/2010,2,MS4952NB,HAPPYPLACE,MA
6,STELLWAGEN BANK,2010-006502,006502,6698,18425,06,12,2010,1405,25,1102,02,001,0279,0010279,18,3,1,2,1,2,1,2,1,MA,25,1400,4180,4670,2,6,2,6,4,11,1,0,0,1,0,0,0,6,1,4216,7017,8,99998,63,1,2,1,2,6,6,05/16/2009,2,NY2202HH,,MA
