tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,month,day,intdate,tracker,batch,site_no,county,filestat,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,24,MD,6,05,6,6,26 MILE HILL,6778,51,1739,1202,1199,7,1,1,2,2,1,1530,4670,1050,2,2,8,6,0,1,1,1,0,0,0,3,3715,7510,26,68,75,2,1,1,vajn1202.tif,00036072.tif,2011,0,0,0,06,18,18796,019305,0193,0011199,001,ORIGINAL,8,474,0,,Y,1,2011-019305
6,51,VA,6,06,6,6,21 MILE HILL,6778,51,1800,1202,0024,7,1,2,2,3,1,1700,4656,1050,2,2,10,10,0,1,1,1,0,0,0,3,3725,7510,26,120,74,2,1,1,vajn1202.tif,00036074.tif,2011,0,0,0,06,18,18796,019306,0193,0010024,001,ORIGINAL,8,473,0,,Y,1,2011-019306
6,24,MD,6,07,6,6,WASHINGTON CANYON,6778,51,1822,1202,0024,7,1,1,2,2,2,1800,4670,4711,2,2,9,8,0,1,1,1,0,0,0,5,3727,7427,51,600,72,2,1,1,vajn1202.tif,00036076.tif,2011,0,0,0,06,18,18796,019307,0193,0010024,001,ORIGINAL,8,475,0,,Y,2,2011-019307
6,51,VA,6,01,6,6,SAND BRIDGE PIER,6633,51,1727,1205,0002,1,1,2,1,8,6,1515,3591,570,2,2,4,8,1,0,0,1,0,0,0,3,9998,9998,9,60,72,1,1,1,vajn1205.tif,00036080.tif,2011,0,0,0,06,19,18797,019401,0194,8100002,810,ORIGINAL,8,487,0,,N,1,2011-019401
6,51,VA,6,02,6,6,26 MILE HILL,6633,51,1800,1205,0091,1,1,2,1,3,7,1730,4677,9996,2,2,7,8,0,0,1,1,0,0,0,4,3715,7510,44,90,74,2,1,2,vajn1205.tif,00036082.tif,2011,0,1,0,06,19,18797,019402,0194,8100091,810,ORIGINAL,8,485,0,,Y,2,2011-019402
6,51,VA,6,03,6,6,26 MILE HILL,6633,51,1810,1205,0002,1,1,2,1,3,2,1620,4656,9996,2,2,7,8,0,0,1,1,0,0,0,7,3715,7510,45,72,75,2,1,1,vajn1205.tif,00036083.tif,2011,0,0,0,06,19,18797,019403,0194,8100002,810,ORIGINAL,8,484,0,,Y,2,2011-019403
6,51,VA,6,04,6,6,CIGAR,6633,51,1842,1205,0002,1,1,1,2,2,1,1800,1050,9996,2,2,6,8,0,0,1,1,0,0,0,4,3630,7450,60,110,72,2,1,1,vajn1205.tif,00036085.tif,2011,0,0,0,06,19,18797,019404,0194,8100002,810,ORIGINAL,8,483,0,,Y,1,2011-019404
6,51,VA,6,05,6,6,WASHINGTON CANYON,6633,51,1920,1205,0091,1,1,1,2,2,1,1905,2181,9996,2,1,7,8,0,0,1,1,0,0,0,6,3727,7427,84,300,78,1,1,2,vajn1205.tif,00036087.tif,2011,0,0,0,06,19,18797,019405,0194,8100091,810,ORIGINAL,8,486,0,,Y,2,2011-019405
6,51,VA,6,01,6,6,26 MILE HILL,6778,51,1815,2213,0025,7,1,1,2,2,2,1745,4656,7777,2,2,7,7,0,1,1,1,0,0,0,2,3715,7510,26,120,72,2,1,1,vajn2213.tif,00036106.tif,2011,0,0,0,06,16,18794,020101,0201,0010025,001,ORIGINAL,8,520,0,,Y,1,2011-020101
6,51,VA,6,01,6,6,26 MILE HILL,7393,51,1628,2214,0002,1,1,2,1,3,2,1625,4670,1050,2,2,7,6,0,0,1,1,0,0,0,6,3715,7520,26,66,74,2,1,1,vajn2214.tif,00036110.tif,2011,0,0,0,06,20,18798,020201,0202,8100002,810,ORIGINAL,8,521,0,,Y,1,2011-020201
6,24,MD,6,01,6,6,JACKSPOT,6447,24,1622,2206,0853,3,1,2,1,3,1,1130,4672,9996,2,2,9,3,0,1,1,1,0,0,0,6,3805,7445,17,145,72,2,2,1,mdjn2206.tif,00036116.tif,2011,0,0,0,06,20,18798,020401,0204,0470853,047,ORIGINAL,7,247,1,Q15;,N,2,2011-020401
6,24,MD,6,02,6,6,JACKSPOT,6447,24,1632,2206,0853,3,1,2,1,3,1,1430,4672,9996,2,2,11,3,0,1,1,1,0,0,0,6,3805,7445,21,108,72,2,2,1,mdjn2206.tif,00036118.tif,2011,0,0,0,06,20,18798,020402,0204,0470853,047,ORIGINAL,7,246,0,,Y,2,2011-020402
T206,36,NY,STAR ISLAND SHARK,01,6,6,SE,6858,36,1630,1208,0175,3,1,1,2,2,1,1620,3551,3531,1,2,4,6,0,0,1,0,1,0,0,4,9998,9998,35,185,66,1,1,1,nyjn1208.tif,00036123.tif,2011,0,0,0,06,18,18796,020501,0205,1030175,103,ORIGINAL,4,676,0,,Y,2,2011-020501
6,24,MD,6,01,6,6,BALTIMORE CANYON,7326,24,1815,2203,0022,2,1,2,1,3,1,1800,4677,4711,2,2,8,7,0,0,1,1,0,0,0,5,3806,7349,65,600,74,2,1,1,mdjn2203.tif,00036203.tif,2011,0,0,0,06,21,18799,021001,0210,0470022,047,ORIGINAL,7,239,0,,Y,1,2011-021001
6,36,NY,6,01,6,6,BUTTERFISH HOLE,7371,36,1625,2102,0146,4,1,1,2,2,1,1620,3551,4931,2,2,4,6,0,0,1,0,1,0,0,3,4050,7135,40,170,66,2,1,1,nyjn2102.tif,00036146.tif,2011,0,0,0,06,15,18793,021101,0211,1030146,103,ORIGINAL,4,419,0,,Y,2,2011-021101
T206,36,NY,STAR ISLAND SHARK,01,6,6,21 SSE JENNY,6982,36,1525,1110,0085,4,1,1,2,2,1,1500,3551,3531,1,1,3,5,0,0,1,0,1,0,0,5,9998,9998,21,210,62,2,1,1,nyjn1110.tif,00036208.tif,2011,0,0,0,06,18,18796,021201,0212,1030085,103,ORIGINAL,4,670,0,,N,2,2011-021201
T206,36,NY,STAR ISLAND SHARK,02,6,6,40M SW POINT,6982,36,1550,1110,0085,4,1,1,2,2,1,1530,3551,3531,1,2,4,4,1,0,1,0,1,0,0,5,9998,9998,40,230,65,2,1,1,nyjn1110.tif,00036210.tif,2011,0,1,0,06,18,18796,021202,0212,1030085,103,ORIGINAL,4,662,0,,Y,2,2011-021202
T206,36,NY,STAR ISLAND SHARK,03,6,6,SE 25M POINT,6982,36,1620,1110,0085,4,1,2,1,3,1,1600,3551,3531,1,2,3,7,0,0,1,0,1,0,0,6,9998,9998,25,140,58,2,1,1,nyjn1110.tif,00036212.tif,2011,0,0,0,06,18,18796,021203,0212,1030085,103,ORIGINAL,4,656,0,,Y,2,2011-021203
T206,09,CT,STAR ISLAND SHARK,04,6,6,RYANS HORN,6982,36,1615,1110,0085,4,1,1,2,2,1,1600,3551,3531,1,2,4,8,1,1,1,1,1,1,0,4,4046,7127,28,220,61,2,1,1,nyjn1110.tif,00036214.tif,2011,0,0,0,06,18,18796,021204,0212,1030085,103,ORIGINAL,4,658,0,,Y,2,2011-021204
T206,09,CT,STAR ISLAND SHARK,05,6,6,RANGER WRECK,6982,36,1621,1110,0085,4,1,1,2,2,1,1600,3591,9996,1,1,3,7,1,0,1,0,1,1,0,5,4035,7147,40,200,62,2,1,1,nyjn1110.tif,00036216.tif,2011,0,0,0,06,18,18796,021205,0212,1030085,103,ORIGINAL,4,667,0,,Y,2,2011-021205
6,36,NY,6,06,6,6,HOBS LEDGE,6982,36,1630,1110,0085,4,1,2,2,3,1,1619,4678,9996,2,2,5,3,0,1,0,1,0,0,0,2,9998,9998,14,170,61,2,1,1,nyjn1110.tif,00036218.tif,2011,0,0,0,06,18,18796,021206,0212,1030085,103,ORIGINAL,4,410,0,,Y,2,2011-021206
T206,09,CT,STAR ISLAND SHARK,07,6,6,RANGER WRECK,6982,36,1700,1110,0085,4,1,1,2,2,1,1640,3551,3531,1,2,4,5,0,0,1,0,0,1,0,4,4035,7147,36,220,62,1,1,1,nyjn1110.tif,00036220.tif,2011,0,0,0,06,18,18796,021207,0212,1030085,103,ORIGINAL,4,660,0,,Y,2,2011-021207
T206,36,NY,STAR ISLAND SHARK,08,6,6,FINGERS,6982,36,1715,1110,0085,4,1,1,2,2,1,1645,3591,9996,1,1,4,8,1,0,1,0,0,1,0,4,4055,7055,30,280,63,1,1,1,nyjn1110.tif,00036222.tif,2011,0,0,0,06,18,18796,021208,0212,1030085,103,ORIGINAL,4,668,0,,Y,2,2011-021208
T206,36,NY,STAR ISLAND SHARK,09,6,6,BUTTERFISH HOLE,6982,36,1700,1110,0085,4,1,1,2,2,1,1617,3591,9996,1,2,4,7,1,0,1,0,1,1,0,4,4050,7135,20,180,62,2,1,1,nyjn1110.tif,00036224.tif,2011,0,0,0,06,18,18796,021209,0212,1030085,103,ORIGINAL,4,664,0,,Y,2,2011-021209
T206,36,NY,STAR ISLAND SHARK,10,6,6,15M SO POINT,6982,36,1715,1110,0085,4,1,2,1,3,6,1700,3591,9996,1,2,4,8,1,0,1,0,1,0,0,4,9998,9998,15,200,62,2,1,1,nyjn1110.tif,00036226.tif,2011,0,1,0,06,18,18796,021210,0212,1030085,103,ORIGINAL,4,673,0,,N,2,2011-021210
T206,36,NY,STAR ISLAND SHARK,11,6,6,15M SE POINT,6982,36,1725,1110,0085,4,1,2,1,3,6,1650,3591,9996,1,2,2,6,1,0,1,0,1,1,0,6,9998,9998,15,145,61,2,1,1,nyjn1110.tif,00036228.tif,2011,0,1,0,06,18,18796,021211,0212,1030085,103,ORIGINAL,4,675,1,Q23;,N,2,2011-021211
T206,36,NY,STAR ISLAND SHARK,12,6,6,BUTTERFISH HOLE,6982,36,1730,1110,0085,4,1,2,1,3,6,1600,3591,9996,1,1,3,5,0,0,1,0,1,1,0,4,4050,7135,15,170,61,2,1,1,nyjn1110.tif,00036230.tif,2011,0,1,0,06,18,18796,021212,0212,1030085,103,ORIGINAL,4,672,0,,N,2,2011-021212
T206,09,CT,STAR ISLAND SHARK,13,6,6,RANGER WRECK,6982,36,1740,1110,0085,4,1,1,2,2,1,1700,4931,9996,1,2,4,6,1,0,1,0,1,0,0,4,4035,7147,30,177,60,2,1,1,nyjn1110.tif,00036232.tif,2011,0,0,0,06,18,18796,021213,0212,1030085,103,ORIGINAL,4,659,0,,Y,2,2011-021213
T206,09,CT,STAR ISLAND SHARK,14,6,6,45M SO POINT,6982,36,1722,1110,0085,4,1,1,2,2,1,1700,3591,9996,1,2,3,6,1,0,1,0,1,0,0,4,9998,9998,45,270,65,2,1,1,nyjn1110.tif,00036234.tif,2011,0,0,0,06,18,18796,021214,0212,1030085,103,ORIGINAL,4,663,0,,Y,2,2011-021214
T206,36,NY,STAR ISLAND SHARK,15,6,6,COIMBRA,6982,36,1730,1110,0085,4,1,1,2,2,1,1715,3551,3531,1,2,3,8,1,0,1,0,1,1,0,4,4024,7222,27,180,65,1,1,1,nyjn1110.tif,00036236.tif,2011,0,0,0,06,18,18796,021215,0212,1030085,103,ORIGINAL,4,661,0,,Y,2,2011-021215
T206,25,MA,STAR ISLAND SHARK,16,6,6,JENNYS HORN,6982,36,1740,1110,0085,4,1,1,2,1,7,1730,3591,9996,1,2,3,7,0,0,1,0,1,1,0,3,4049,7133,25,180,65,2,1,2,nyjn1110.tif,00036238.tif,2011,0,1,0,06,18,18796,021216,0212,1030085,103,ORIGINAL,4,666,0,,Y,2,2011-021216
T206,34,NJ,STAR ISLAND SHARK,17,6,6,40M SW POINT,6982,36,1745,1110,0085,4,1,1,2,3,7,1640,3551,3531,1,2,4,6,0,0,1,0,0,1,0,5,9998,9998,30,180,65,2,1,1,nyjn1110.tif,00036239.tif,2011,0,1,0,06,18,18796,021217,0212,1030085,103,ORIGINAL,4,657,0,,Y,2,2011-021217
T206,09,CT,STAR ISLAND SHARK,18,6,6,SE BUTTERFISH,6982,36,1750,1110,0085,4,1,1,2,2,1,1630,3551,3531,1,12,4,9,0,0,1,0,1,1,0,5,4050,7135,20,209,62,2,1,1,nyjn1110.tif,00036241.tif,2011,0,0,0,06,18,18796,021218,0212,1030085,103,ORIGINAL,4,655,0,,Y,1,2011-021218
T206,36,NY,STAR ISLAND SHARK,19,6,6,18 M SO POINT,6982,36,1740,1110,0085,4,1,2,2,3,1,1730,3551,3531,1,2,4,6,1,0,1,0,1,1,0,5,9998,9998,18,200,63,1,1,1,nyjn1110.tif,00036243.tif,2011,0,0,0,06,18,18796,021219,0212,1030085,103,ORIGINAL,4,665,0,,Y,2,2011-021219
T206,36,NY,STAR ISLAND SHARK,20,6,6,17M SO POINT,6982,36,1810,1110,0085,4,1,1,2,2,6,1730,3551,3531,1,12,4,6,1,0,1,0,1,1,0,5,9998,9998,17,190,60,2,1,1,nyjn1110.tif,00036245.tif,2011,0,1,0,06,18,18796,021220,0212,1030085,103,ORIGINAL,4,671,0,,N,2,2011-021220
T206,25,MA,STAR ISLAND SHARK,21,6,6,RANGER WRECK,6982,36,1815,1110,0085,4,1,1,2,2,6,1715,3591,9996,1,12,4,8,1,0,1,0,0,1,0,7,4035,7147,30,125,62,1,1,1,nyjn1110.tif,00036247.tif,2011,0,1,0,06,18,18796,021221,0212,1030085,103,ORIGINAL,4,674,0,,N,2,2011-021221
T206,36,NY,STAR ISLAND SHARK,22,6,6,RANGER WRECK,6982,36,1820,1110,0085,4,1,1,2,2,1,1715,3551,3531,1,2,5,7,1,0,1,0,1,0,0,6,4035,7147,35,190,60,2,1,1,nyjn1110.tif,00036249.tif,2011,0,0,0,06,18,18796,021222,0212,1030085,103,ORIGINAL,4,669,0,,N,2,2011-021222
T206,36,NY,STAR ISLAND SHARK,01,6,6,BUTTERFISH HOLE,6982,36,1400,2112,0086,5,1,1,2,2,6,1300,3551,3531,1,1,3,5,0,0,1,0,1,0,0,5,4050,7135,16,180,60,2,1,1,nyjn2112.tif,00036170.tif,2011,0,1,0,06,17,18795,021401,0214,1030086,103,ORIGINAL,4,691,0,,N,2,2011-021401
T206,09,CT,STAR ISLAND SHARK,02,6,6,FINGERS,6982,36,1515,2112,0037,5,1,1,2,2,6,1512,3551,3531,1,2,2,2,0,0,1,0,0,1,0,2,4055,7055,23,160,63,2,1,1,nyjn2112.tif,00036172.tif,2011,0,1,0,06,17,18795,021402,0214,1030037,103,ORIGINAL,4,687,0,,N,2,2011-021402
T206,36,NY,STAR ISLAND SHARK,03,6,6,20M SO POINT,6982,36,1535,2112,0037,5,1,2,1,3,1,1530,3551,3531,1,2,3,5,1,0,1,0,1,0,0,2,9998,9998,20,180,59,2,1,1,nyjn2112.tif,00036174.tif,2011,0,1,0,06,17,18795,021403,0214,1030037,103,ORIGINAL,4,684,0,,Y,2,2011-021403
T206,09,CT,STAR ISLAND SHARK,04,6,6,RYANS HORN,6982,36,1610,2112,0037,5,1,1,2,2,7,1600,3551,3531,1,12,3,7,1,0,1,0,0,1,0,3,4046,7127,35,180,61,2,1,1,nyjn2112.tif,00036176.tif,2011,0,1,0,06,17,18795,021404,0214,1030037,103,ORIGINAL,4,682,0,,Y,2,2011-021404
T206,36,NY,STAR ISLAND SHARK,05,6,6,20M SO POINT,6982,36,1630,2112,0037,5,1,1,2,2,6,1600,3551,3531,1,2,2,6,0,0,1,0,0,1,0,2,9998,9998,20,175,61,2,1,1,nyjn2112.tif,00036178.tif,2011,0,1,0,06,17,18795,021405,0214,1030037,103,ORIGINAL,4,685,0,,N,2,2011-021405
T206,09,CT,STAR ISLAND SHARK,06,6,6,JENNYS HORN,6982,36,1700,2112,0037,5,1,2,2,3,1,1655,3551,3531,1,1,4,5,1,0,1,0,1,1,0,5,4049,7133,22,200,64,2,1,1,nyjn2112.tif,00036180.tif,2011,0,0,0,06,17,18795,021406,0214,1030037,103,ORIGINAL,4,678,0,,Y,2,2011-021406
T206,09,CT,STAR ISLAND SHARK,07,6,6,23 SW POINT,6982,36,1710,2112,0037,5,1,2,1,3,1,1700,3551,3531,1,2,4,1,0,0,1,0,1,0,0,6,9998,9998,23,185,62,2,1,1,nyjn2112.tif,00036182.tif,2011,0,0,0,06,17,18795,021407,0214,1030037,103,ORIGINAL,4,677,0,,Y,2,2011-021407
T206,09,CT,STAR ISLAND SHARK,08,6,6,RYANS HORN,6982,36,1720,2112,0037,5,1,1,2,2,1,1715,3591,9996,1,2,2,8,0,0,1,0,1,1,0,5,4046,7127,33,185,63,1,1,1,nyjn2112.tif,00036184.tif,2011,0,1,0,06,17,18795,021408,0214,1030037,103,ORIGINAL,4,680,0,,Y,2,2011-021408
T206,36,NY,STAR ISLAND SHARK,09,6,6,RANGER WRECK,6982,36,1725,2112,0037,5,1,1,2,2,6,1700,3551,3531,1,2,4,6,1,0,1,0,1,0,0,4,4035,7147,40,248,62,2,1,1,nyjn2112.tif,00036186.tif,2011,0,1,0,06,17,18795,021409,0214,1030037,103,ORIGINAL,4,689,0,,N,2,2011-021409
T206,36,NY,STAR ISLAND SHARK,10,6,6,BUTTERFISH HOLE,6982,36,1740,2112,0037,5,1,1,2,2,1,1715,3551,3531,1,2,4,8,0,0,1,0,1,0,0,3,4050,7135,16,175,63,2,1,1,nyjn2112.tif,00036188.tif,2011,0,0,0,06,17,18795,021410,0214,1030037,103,ORIGINAL,4,683,0,,Y,2,2011-021410
T206,36,NY,STAR ISLAND SHARK,11,6,6,40M SO POINT,6982,36,1745,2112,0037,5,1,1,2,2,6,1730,3591,9996,1,2,4,8,0,0,1,0,1,1,0,3,9998,9998,40,200,64,1,1,1,nyjn2112.tif,00036190.tif,2011,0,1,0,06,17,18795,021411,0214,1030037,103,ORIGINAL,4,690,0,,N,2,2011-021411
T206,36,NY,STAR ISLAND SHARK,12,6,6,2S SW POINT,6982,36,1800,2112,0037,5,1,1,2,2,1,1750,3551,3531,1,2,3,9,0,0,1,0,1,1,0,8,9998,9998,25,180,62,2,1,1,nyjn2112.tif,00036192.tif,2011,0,0,0,06,17,18795,021412,0214,1030037,103,ORIGINAL,4,681,1,Q23;,Y,2,2011-021412
T206,36,NY,STAR ISLAND SHARK,13,6,6,JENNYS HORN,6982,36,1820,2112,0037,5,1,1,2,2,1,1810,3551,3531,1,2,3,8,0,0,1,0,1,1,0,3,4039,7133,40,220,66,2,1,1,nyjn2112.tif,00036194.tif,2011,0,0,0,06,17,18795,021413,0214,1030037,103,ORIGINAL,4,679,0,,Y,2,2011-021413
T206,36,NY,STAR ISLAND SHARK,14,6,6,12M SO POINT,6982,36,1835,2112,0037,5,1,2,2,3,6,1800,3551,3531,1,2,4,7,0,0,1,0,0,1,0,6,9998,9998,12,175,61,1,1,1,nyjn2112.tif,00036197.tif,2011,0,1,0,06,17,18795,021414,0214,1030037,103,ORIGINAL,4,688,0,,N,2,2011-021414
T206,36,NY,STAR ISLAND SHARK,15,6,KITE FISHING,CIAI GROUNDS,6982,36,1850,2112,0037,5,1,2,2,3,6,1750,3551,3531,1,2,4,8,1,1,1,0,1,0,1,6,4056,7143,21,180,62,2,1,1,nyjn2112.tif,00036199.tif,2011,0,1,0,06,17,18795,021415,0214,1030037,103,ORIGINAL,4,686,0,,N,2,2011-021415
6,51,VA,6,01,6,6,26 MILE HILL,2836,51,1650,2102,0091,1,1,2,1,3,1,1640,4677,1050,2,2,7,8,0,0,1,1,0,0,0,3,3725,7510,25,90,73,2,1,1,vajn2102.tif,00036156.tif,2011,0,0,0,06,21,18799,021601,0216,8100091,810,ORIGINAL,8,509,0,,Y,1,2011-021601
6,51,VA,6,02,6,6,26 MILE HILL,2836,51,1744,2102,0002,1,1,2,1,3,1,1725,4678,4711,2,2,7,7,0,1,0,1,0,0,0,7,3725,7510,26,72,72,2,1,1,vajn2102.tif,00036158.tif,2011,0,0,0,06,21,18799,021602,0216,8100002,810,ORIGINAL,8,508,0,,Y,1,2011-021602
6,51,VA,6,01,6,6,E OF CHES LIGHT,6633,51,1630,2103,0088,3,1,2,2,3,1,1600,4678,4677,2,2,6,7,0,0,1,1,0,0,0,6,9998,9998,40,60,73,1,1,1,vajn2103.tif,00036162.tif,2011,0,0,0,06,21,18799,021701,0217,8100088,810,ORIGINAL,8,510,0,,Y,1,2011-021701
6,10,DE,6,01,6,6,WILMINGTON CANYON,6478,10,1700,2202,1599,2,1,1,2,2,1,1650,4711,4470,2,2,9,5,0,0,1,1,0,0,0,6,3824,7327,72,600,72,2,2,1,dejn2202.tif,00036255.tif,2011,0,0,0,06,21,18799,021901,0219,0051599,005,ORIGINAL,6,132,0,,Y,2,2011-021901
6,12,FL,6,01,6,6,BALTIMORE CANYON,6936,24,1625,2112,1493,5,1,2,1,3,6,1600,7777,9996,2,12,12,8,0,1,1,1,0,0,0,9,3814,7350,60,600,72,1,1,1,mdjn2112.tif,00036267.tif,2011,0,1,0,06,22,18800,022301,0223,0471493,047,ORIGINAL,7,234,1,Q23;,N,1,2011-022301
6,24,MD,6,02,6,6,BALTIMORE CANYON,6936,24,1655,2112,1493,5,1,2,1,3,1,1645,4711,9996,2,2,12,8,0,1,1,1,0,0,0,5,3814,7350,64,432,74,2,1,1,mdjn2112.tif,00036269.tif,2011,0,0,0,06,22,18800,022302,0223,0471493,047,ORIGINAL,7,233,0,,Y,1,2011-022302
6,24,MD,6,03,6,6,POOR MANS CANYON,6936,24,1810,2112,1493,5,1,1,2,2,1,1715,4670,4711,2,1,8,7,0,1,1,1,0,0,0,4,3752,7406,48,600,71,2,1,1,mdjn2112.tif,00036271.tif,2011,0,0,0,06,22,18800,022303,0223,0471493,047,ORIGINAL,7,232,0,,Y,1,2011-022303
6,34,NJ,6,01,6,6,LINDENKOHL CANYON,6013,34,1500,2103,0894,10,1,2,1,3,1,1400,4711,9996,2,2,9,5,0,1,0,1,0,0,0,6,3845,7256,75,600,75,1,2,1,njjn2103.tif,00036277.tif,2011,0,0,0,06,21,18799,022401,0224,0290894,029,ORIGINAL,5,385,0,,Y,1,2011-022401
6,34,NJ,6,02,6,6,CHICKEN CANYON,6013,34,1515,2103,0894,10,1,2,1,3,1,1430,4677,4676,2,12,8,3,0,1,0,1,0,0,0,4,3952,7302,61,200,68,1,1,1,njjn2103.tif,00036279.tif,2011,0,1,0,06,21,18799,022402,0224,0290894,029,ORIGINAL,5,389,0,,N,2,2011-022402
6,34,NJ,6,03,6,6,MUD HOLE,6013,34,1545,2103,9009,10,1,2,1,3,1,1400,3591,3551,2,2,6,8,0,0,1,0,1,0,0,6,4010,7335,20,200,68,1,1,1,njjn2103.tif,00036281.tif,2011,0,0,0,06,21,18799,022403,0224,0299009,029,ORIGINAL,5,387,0,,Y,2,2011-022403
6,34,NJ,6,04,6,JIGGING,CHICKEN CANYON,6013,34,1555,2103,9009,10,1,1,2,2,2,1430,4677,9996,2,12,7,4,0,1,0,1,0,0,1,6,3952,7302,54,230,69,1,1,1,njjn2103.tif,00036283.tif,2011,0,1,0,06,21,18799,022404,0224,0299009,029,ORIGINAL,5,388,0,,N,2,2011-022404
6,34,NJ,6,05,6,6,CHICKEN CANYON,6013,34,1605,2103,9009,10,1,2,1,3,1,1600,4677,9996,2,12,4,5,0,1,1,1,0,0,0,3,3952,7302,55,200,70,2,1,1,njjn2103.tif,00036285.tif,2011,0,0,0,06,21,18799,022405,0224,0299009,029,ORIGINAL,5,386,0,,Y,1,2011-022405
6,34,NJ,6,01,6,6,WILMINGTON CANYON,7352,34,1705,2117,0058,13,1,1,2,2,1,1700,4711,2161,2,2,6,7,0,0,1,1,0,1,0,2,3824,7327,70,600,74,1,1,1,njjn2117.tif,00036290.tif,2011,0,0,0,06,21,18799,022501,0225,0090058,009,ORIGINAL,5,392,0,,Y,1,2011-022501
6,37,NC,6,01,6,6,SW,6858,36,1700,2114,0169,3,1,1,2,2,2,1515,3551,9996,2,2,3,5,0,0,1,0,1,0,0,4,9998,9998,25,190,66,2,1,1,nyjn2114.tif,00036298.tif,2011,0,0,0,06,21,18799,022701,0227,1030169,103,ORIGINAL,4,421,0,,N,2,2011-022701
6,51,VA,6,01,6,6,NORFOLK CANYON,6633,51,1730,2215,0088,3,1,2,1,3,2,1655,2181,9996,2,12,6,8,0,0,1,1,0,0,0,6,3705,7435,60,600,75,1,1,1,vajn2215.tif,00036304.tif,2011,0,0,0,06,22,18800,022901,0229,8100088,810,ORIGINAL,8,522,0,,Y,1,2011-022901
6,37,NC,6,02,6,6,FINGERS,6633,51,1740,2215,0088,3,1,2,1,3,1,1730,7777,9996,2,2,4,8,0,0,1,1,0,0,0,4,3700,7510,40,100,74,2,1,1,vajn2215.tif,00036306.tif,2011,0,1,0,06,22,18800,022902,0229,8100088,810,ORIGINAL,8,523,0,,Y,1,2011-022902
6,51,VA,6,03,6,6,26 MI HILL,6633,51,1750,2215,0088,3,1,2,1,3,1,1730,4677,9996,2,2,7,7,0,0,1,1,0,0,0,4,3715,7510,44,60,72,2,1,1,vajn2215.tif,00036308.tif,2011,0,0,0,06,22,18800,022903,0229,8100088,810,ORIGINAL,8,524,0,,Y,1,2011-022903
6,34,NJ,6,01,6,6,BALTIMORE CANYON,7370,34,1500,1110,0062,3,1,1,2,2,1,1500,4711,9996,2,2,5,13,0,1,0,1,0,0,0,4,3820,7345,78,1000,72,2,1,2,njjn1110.tif.tif,00036313.tif,2011,0,0,0,06,19,18797,023001,0230,0090062,009,ORIGINAL,5,345,0,,N,2,2011-023001
6,34,NJ,6,02,6,6,BALTIMORE CANYON,7370,34,1600,1110,0900,3,1,2,1,3,1,1540,4711,1050,2,2,10,12,0,0,1,1,0,0,0,6,3820,7345,67,400,74,2,1,1,njjn1110.tif.tif,00036314.tif,2011,0,0,0,06,19,18797,023002,0230,0090900,009,ORIGINAL,5,344,0,,Y,1,2011-023002
6,34,NJ,6,03,6,6,BALTIMORE CANYON,7370,34,1800,1110,0063,3,1,1,2,2,2,1730,4711,1050,2,2,11,12,0,1,0,1,0,0,0,3,3820,7345,80,1000,77,2,1,1,njjn1110.tif.tif,00036316.tif,2011,0,0,0,06,19,18797,023003,0230,0090063,009,ORIGINAL,5,346,0,,Y,2,2011-023003
6,34,NJ,6,04,6,6,BALTIMORE CANYON,7370,34,1820,1110,0900,3,1,1,2,2,7,1720,4711,4691,2,2,10,7,0,1,1,1,0,0,0,5,3820,7345,75,500,76,2,1,1,njjn1110.tif.tif,00036318.tif,2011,0,1,0,06,19,18797,023004,0230,0090900,009,ORIGINAL,5,343,0,,Y,1,2011-023004
6,34,NJ,6,01,6,6,LINDENKOHL CANYON,6013,34,1430,2120,0894,10,1,2,1,3,1,1330,4711,3551,2,2,12,18,0,1,1,1,1,0,0,6,3845,7256,70,900,69,1,2,1,njjn2120.tif,00036324.tif,2011,0,0,0,06,23,18801,023101,0231,0290894,029,ORIGINAL,5,393,0,,Y,2,2011-023101
6,10,DE,6,01,6,6,CHICKEN BONE,6783,24,1556,2110,0856,4,3,1,2,2,1,1543,4656,9996,2,12,6,8,0,1,1,1,0,0,0,2,3815,7428,30,140,72,2,1,1,mdjn2110.tif,00036849.tif,2011,0,0,0,06,21,18799,023201,0232,0470856,047,ORIGINAL,7,226,0,,Y,1,2011-023201
6,25,MA,6,02,6,6,BALTIMORE CANYON,6783,24,1732,2110,0856,4,3,1,2,2,2,1725,4711,9996,2,2,7,7,0,1,1,1,0,0,0,4,3814,7350,68,600,78,2,1,1,mdjn2110.tif,00036851.tif,2011,0,1,0,06,21,18799,023202,0232,0470856,047,ORIGINAL,7,227,0,,Y,2,2011-023202
6,24,MD,6,03,6,6,TWIN WRECKS,6783,24,1810,2110,0856,4,3,1,2,2,1,1756,4656,9996,2,2,7,2,0,1,1,1,0,0,0,3,3813,7443,22,100,71,2,1,2,mdjn2110.tif,00036853.tif,2011,0,1,0,06,21,18799,023203,0232,0470856,047,ORIGINAL,7,224,0,,Y,2,2011-023203
