tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,month,day,intdate,tracker,batch,site_no,county,filestat,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
,34,NJ,BRETT BAILEY MEMORIAL,05,6,6,ATLANTIC OCEAN,6416,34,1710,1204,9118,10,1,1,2,2,1,1700,3551,9996,1,2,3,6,0,0,1,0,1,0,0,4,9999,9999,40,200,70,2,1,1,njjn1204.tif,00035882.tif,2011,0,0,0,06,18,18796,017205,0172,0299118,029,ORIGINAL,5,4,1,tcode;,Y,1,2011-017205
6,34,NJ,6,06,6,6,CHICKEN CANYON,6416,34,1730,1204,9009,10,1,1,2,2,1,1630,4677,3551,2,2,8,6,0,1,1,1,0,0,0,4,3952,7303,50,200,68,2,1,1,njjn1204.tif,00035884.tif,2011,0,0,0,06,18,18796,017206,0172,0299009,029,ORIGINAL,5,361,0,,Y,2,2011-017206
6,34,NJ,6,07,6,6,GLORY HOLE,6416,34,1810,1204,9009,10,1,1,2,2,1,1800,3551,3531,2,2,2,7,0,0,1,0,1,0,0,3,3957,7319,34,200,98,2,1,1,njjn1204.tif,00035886.tif,2011,0,0,0,06,18,18796,017207,0172,0299009,029,ORIGINAL,5,364,0,,Y,2,2011-017207
,34,NJ,BRETT BAILEY MEMORIAL,08,6,6,ATLANTIC OCEAN,6416,34,1822,1204,9009,10,1,1,2,2,2,1800,3551,3531,1,2,3,7,0,0,1,0,1,0,0,5,9998,9998,51,130,69,2,1,1,njjn1204.tif,00035889.tif,2011,0,0,0,06,18,18796,017208,0172,0299009,029,ORIGINAL,5,5,1,tcode;,N,1,2011-017208
6,10,DE,6,09,6,6,CHICKEN CANYON,6416,34,1840,1204,9009,10,1,1,2,2,1,1830,3551,4677,2,2,3,4,0,0,1,1,1,0,0,6,3952,7303,50,240,68,2,1,1,njjn1204.tif,00035891.tif,2011,0,0,0,06,18,18796,017209,0172,0299009,029,ORIGINAL,5,365,0,,Y,1,2011-017209
,34,NJ,BRETT BAILEY MEMORIAL,10,6,6,ATLANTIC OCEAN,6416,34,1905,1204,9009,10,1,2,1,3,1,1850,3551,3531,1,2,4,6,0,0,1,0,1,0,0,6,9999,9999,50,56,72,1,1,1,njjn1204.tif,00035893.tif,2011,0,0,0,06,18,18796,017210,0172,0299009,029,ORIGINAL,5,3,1,tcode;,Y,2,2011-017210
6,34,NJ,6,01,6,JIGGING,LINDENKOHL CANYON,6013,34,1430,1215,0894,10,1,2,1,3,1,930,4711,9996,2,12,9,20,0,1,1,1,0,1,1,6,3845,7256,80,600,75,1,2,1,njjn1215.tif,00035863.tif,2011,0,0,0,06,19,18797,017301,0173,0290894,029,ORIGINAL,5,382,1,Q15;,Y,2,2011-017301
6,34,NJ,6,02,6,6,MUD HOLE,6013,34,1600,1215,9009,10,1,1,2,2,1,1500,3591,3551,2,2,4,7,0,0,1,0,1,0,0,3,4010,7335,15,200,70,2,1,1,njjn1215.tif,00035865.tif,2011,0,0,0,06,19,18797,017302,0173,0299009,029,ORIGINAL,5,384,0,,Y,2,2011-017302
6,34,NJ,6,03,6,6,GLORY HOLE,6013,34,1630,1215,9009,10,1,2,1,3,1,1625,3551,9996,2,2,4,6,0,0,1,0,1,0,0,6,3955,7315,40,200,66,2,1,1,njjn1215.tif,00035867.tif,2011,0,0,0,06,19,18797,017303,0173,0299009,029,ORIGINAL,5,383,0,,Y,1,2011-017303
6,34,NJ,6,04,6,6,CHICKEN CANYON,6013,34,1700,1215,9118,10,1,2,1,3,7,1600,3591,4677,2,2,4,8,0,0,1,1,1,0,0,6,3952,7303,50,150,71,2,1,1,njjn1215.tif,00035869.tif,2011,0,1,0,06,19,18797,017304,0173,0299118,029,ORIGINAL,5,381,0,,Y,2,2011-017304
6,34,NJ,6,01,6,6,LINDENKOHL CANYON,6416,34,1325,2206,0894,10,1,2,1,3,1,1315,4711,1050,2,12,9,14,0,1,1,1,0,1,0,6,3847,7303,84,500,78,1,1,1,njjn2206.tif,00035919.tif,2011,0,0,0,06,16,18794,017601,0176,0290894,029,ORIGINAL,5,402,0,,Y,1,2011-017601
6,34,NJ,6,02,6,6,LINDENKOHL CANYON,6416,34,1340,2206,0894,10,1,2,1,3,7,1320,4711,1050,2,12,11,14,0,1,1,1,0,1,0,6,3847,7303,84,500,78,2,1,1,njjn2206.tif,00035921.tif,2011,0,1,0,06,16,18794,017602,0176,0290894,029,ORIGINAL,5,401,0,,Y,1,2011-017602
6,34,NJ,6,03,6,LIVE BUNKERS,OFF ISLAND BEACH,6416,34,1830,2206,0894,10,1,2,1,3,7,1820,4180,3531,2,2,4,6,1,0,0,0,0,1,1,3,9998,9998,1,30,66,1,1,1,njjn2206.tif,00035923.tif,2011,0,1,0,06,16,18794,017603,0176,0290894,029,ORIGINAL,5,400,0,,N,2,2011-017603
6,51,VA,6,01,6,6,7,6590,51,1810,2206,0088,3,1,2,1,3,1,1800,1050,2181,2,2,6,7,0,0,1,1,0,0,0,5,9997,9997,60,300,75,2,1,1,vajn2206.tif,00035904.tif,2011,0,1,0,06,16,18794,017701,0177,8100088,810,ORIGINAL,8,517,0,,Y,1,2011-017701
6,09,CT,6,01,6,6,PEAKED HILL,6634,25,1415,1129,9223,23,1,2,2,2,2,1405,4671,4679,2,2,6,6,0,1,0,1,0,0,0,3,4205,7009,3,130,59,2,1,1,majn1129.tif,00035908.tif,2011,0,0,0,06,19,18797,017801,0178,0239223,023,ORIGINAL,2,283,0,,N,2,2011-017801
6,25,MA,6,02,6,LIVE LINILG,PEAKED HILL,6634,25,1610,1129,9223,23,3,1,2,1,7,1600,4671,4679,2,1,2,6,1,0,0,0,0,0,1,3,4205,7008,2,150,98,2,1,1,majn1129.tif,00035910.tif,2011,1,1,0,06,19,18797,017802,0178,0239223,023,ORIGINAL,2,282,0,,Y,2,2011-017802
6,25,MA,6,03,6,LIVE LINE,PEAKED HILL,6634,25,1645,1129,9223,23,2,2,1,3,6,1630,4671,4679,2,1,3,7,1,0,0,0,0,0,1,4,4205,7008,2,125,62,2,1,1,majn1129.tif,00035912.tif,2011,0,1,0,06,19,18797,017803,0178,0239223,023,ORIGINAL,2,284,0,,N,1,2011-017803
6,25,MA,6,01,6,6,STELLWAGEN S,6634,25,1439,2226,9038,9,1,1,2,1,2,1430,4671,4679,2,12,4,5,0,1,0,1,0,0,0,3,4210,7015,22,100,98,2,1,1,majn2226.tif,00035927.tif,2011,0,0,0,06,20,18798,017901,0179,0239038,023,ORIGINAL,2,330,0,,Y,2,2011-017901
6,25,MA,6,02,6,6,STELLWAGEN S,6634,25,1550,2226,9038,9,1,2,1,3,1,1540,4678,4679,2,2,4,2,0,1,0,1,0,0,0,5,4210,7015,8,150,98,2,1,1,majn2226.tif,00035929.tif,2011,0,0,0,06,20,18798,017902,0179,0239038,023,ORIGINAL,2,331,0,,Y,2,2011-017902
6,25,MA,6,03,6,LIVE LINE,STELLWAGEN S,6634,25,1630,2226,9038,9,1,1,2,1,1,1615,4671,4679,2,1,2,10,1,0,0,0,0,0,1,2,4210,7015,18,150,98,2,2,2,majn2226.tif,00035931.tif,2011,1,1,0,06,20,18798,017903,0179,0239038,023,ORIGINAL,2,332,0,,Y,2,2011-017903
6,24,MD,6,01,6,6,JACKSPOT,7326,24,1405,1109,0938,7,1,1,2,2,2,1400,4677,9996,2,2,5,2,0,1,0,1,0,0,0,2,3805,7445,20,98,71,2,1,1,mdjn1109.tif,00036135.tif,2011,0,1,0,06,19,18797,018001,0180,0470938,047,ORIGINAL,7,193,0,,Y,1,2011-018001
6,24,MD,6,02,6,6,BALTIMORE CANYON,7326,24,1650,1109,0938,7,1,2,1,3,2,1640,2161,4677,2,12,12,8,0,1,1,1,0,0,0,3,3806,7349,68,1350,73,2,1,1,mdjn1109.tif,00036137.tif,2011,0,0,0,06,19,18797,018002,0180,0470938,047,ORIGINAL,7,190,0,,N,1,2011-018002
6,24,MD,6,03,6,6,WILMINGTON CANYON,7326,24,1510,1109,0938,7,1,2,1,3,1,1445,4711,9996,2,2,13,6,0,1,1,1,0,0,0,7,3824,7327,63,600,74,2,1,1,mdjn1109.tif,00036139.tif,2011,0,0,0,06,19,18797,018003,0180,0470938,047,ORIGINAL,7,191,1,Q19;,Y,2,2011-018003
6,24,MD,6,04,6,6,BALTIMORE CANYON,7326,24,1730,1109,0938,7,1,1,2,2,2,1720,4711,9996,2,2,10,6,0,1,1,1,0,0,0,4,3806,7349,62,378,72,2,2,1,mdjn1109.tif,00036141.tif,2011,0,0,0,06,19,18797,018004,0180,0470938,047,ORIGINAL,7,192,0,,Y,1,2011-018004
6,10,DE,6,01,6,6,WILMINGTON CANYON,6936,24,1815,2207,1493,5,1,1,1,2,1,1745,4711,9996,2,2,13,6,0,1,1,1,0,0,0,4,3824,7327,70,500,98,1,1,1,mdjn2207.tif,00035936.tif,2011,0,0,0,06,20,18798,018201,0182,0471493,047,ORIGINAL,7,248,1,Q19;,Y,1,2011-018201
6,24,MD,6,02,6,6,WILMINGTON CANYON,6936,24,1830,2207,1493,5,1,2,1,3,1,1755,4711,9996,2,2,12,8,0,1,1,1,0,0,0,6,3824,7327,67,600,76,2,1,1,mdjn2207.tif,00035938.tif,2011,0,0,0,06,20,18798,018202,0182,0471493,047,ORIGINAL,7,249,0,,Y,1,2011-018202
6,36,NY,6,01,6,6,EAST CENTER OF ROSE,6757,36,1750,1109,1780,2,1,1,2,2,1,1745,3551,3531,2,2,4,7,0,0,1,0,1,1,0,4,4013,7246,42,184,66,2,1,1,nyjn1109.tif,00035948.tif,2011,0,0,0,06,18,18796,018401,0184,1031780,103,ORIGINAL,4,409,0,,Y,2,2011-018401
6,36,NY,6,02,6,6,OREGON WRECK,6757,36,1810,1109,9001,2,1,1,2,2,1,1800,3551,3531,2,2,3,8,0,0,1,0,1,1,0,7,4030,7250,27,130,65,1,1,1,nyjn1109.tif,00035950.tif,2011,0,0,0,06,18,18796,018402,0184,1039001,103,ORIGINAL,4,408,1,Q23;,Y,2,2011-018402
T204,36,NY,FREEPORT HUDSON SHARK,03,6,6,CHICKEN CANYON,6757,36,1840,1109,9001,2,1,2,2,3,1,1830,3551,3531,1,2,3,7,0,0,1,0,1,1,0,7,3952,7303,50,210,67,2,1,1,nyjn1109.tif,00035952.tif,2011,0,0,0,06,18,18796,018403,0184,1039001,103,ORIGINAL,4,617,1,Q23;,Y,1,2011-018403
T206,36,NY,STAR ISLAND SHARK,01,6,6,30 MILES E BLOCK ISLAND,6757,36,1350,2210,0085,4,2,1,2,2,1,1345,3551,3531,1,1,2,3,0,0,1,0,1,1,0,3,3950,7114,30,180,98,2,1,1,nyjn2210.tif,00035964.tif,2011,0,0,0,06,17,18795,018701,0187,1030085,103,ORIGINAL,4,706,0,,Y,1,2011-018701
T206,36,NY,STAR ISLAND SHARK,02,6,6,34 MILES OFF OF POINT,6757,36,1400,2210,0085,4,1,1,2,2,1,1320,3551,3531,1,1,3,4,0,0,1,0,1,1,0,4,9998,9998,34,210,64,1,1,1,nyjn2210.tif,00035966.tif,2011,0,0,0,06,17,18795,018702,0187,1030085,103,ORIGINAL,4,713,0,,Y,2,2011-018702
T206,36,NY,STAR ISLAND SHARK,03,6,6,BUTTERFISH HOLE,6757,36,1410,2210,0085,4,1,1,2,2,2,1330,3551,3531,1,1,3,4,0,0,1,0,1,1,0,6,4050,7135,22,200,60,2,1,1,nyjn2210.tif,00035968.tif,2011,0,1,0,06,17,18795,018703,0187,1030085,103,ORIGINAL,4,717,0,,N,2,2011-018703
T206,36,NY,STAR ISLAND SHARK,04,6,BLUEFISH FILLETS,16 S OF POINT,6757,36,1415,2210,0085,4,1,1,2,3,1,1400,3551,3531,1,1,3,6,0,1,1,0,1,1,1,5,9998,9998,16,200,63,2,1,1,nyjn2210.tif,00035970.tif,2011,0,0,0,06,17,18795,018704,0187,1030085,103,ORIGINAL,4,709,0,,Y,2,2011-018704
T206,36,NY,STAR ISLAND SHARK,05,6,6,26 MILES OFF OF POINT,6757,36,1430,2210,0085,4,1,1,2,2,1,1130,3551,3531,1,2,3,3,0,0,1,0,1,1,0,5,9998,9998,26,160,62,1,1,1,nyjn2210.tif,00035972.tif,2011,0,0,0,06,17,18795,018705,0187,1030085,103,ORIGINAL,4,715,0,,Y,2,2011-018705
T206,36,NY,STAR ISLAND SHARK,06,6,6,SW BUTTERFISH HOLE,6757,36,1455,2210,0085,4,1,1,2,2,1,1450,3551,3531,1,2,4,4,0,0,1,0,1,1,0,2,4050,7135,20,180,62,2,1,1,nyjn2210.tif,00035974.tif,2011,0,0,0,06,17,18795,018706,0187,1030085,103,ORIGINAL,4,710,0,,Y,2,2011-018706
T206,09,CT,STAR ISLAND SHARK,07,6,6,20 MILES OFF OF THE POINT,6757,36,1502,2210,0085,4,1,1,2,2,6,1300,3551,3531,1,2,3,5,1,0,1,0,1,1,0,5,9998,9998,20,180,98,1,1,1,nyjn2210.tif,00035976.tif,2011,0,1,0,06,17,18795,018707,0187,1030085,103,ORIGINAL,4,721,0,,N,2,2011-018707
T206,36,NY,STAR ISLAND SHARK,08,6,6,N BUTTERFISH HOLE,6757,36,1508,2210,0085,4,1,1,2,2,1,1430,3531,3551,1,2,3,6,1,0,1,0,1,1,0,6,4050,7135,9,180,61,2,1,1,nyjn2210.tif,00035978.tif,2011,0,0,0,06,17,18795,018708,0187,1030085,103,ORIGINAL,4,695,0,,Y,2,2011-018708
T206,36,NY,STAR ISLAND SHARK,09,6,6,JENNYS HORNS,6757,36,1515,2210,0085,4,1,1,2,2,6,1430,3551,3531,1,1,4,5,0,0,1,0,1,1,0,5,4049,7133,24,200,61,1,1,1,nyjn2210.tif,00035980.tif,2011,0,1,0,06,17,18795,018709,0187,1030085,103,ORIGINAL,4,719,0,,N,2,2011-018709
T206,36,NY,STAR ISLAND SHARK,10,6,6,TUNA RIDGE,6757,36,1520,2210,0085,4,1,1,2,2,1,1515,3531,3551,1,2,5,4,1,0,1,0,1,1,0,3,4055,7117,30,140,61,2,1,1,nyjn2210.tif,00035982.tif,2011,0,0,0,06,17,18795,018710,0187,1030085,103,ORIGINAL,4,707,0,,Y,2,2011-018710
T206,36,NY,STAR ISLAND SHARK,11,6,6,JENNYS HORNS,6757,36,1524,2210,0085,4,1,1,2,3,1,1430,3551,3531,1,2,3,5,0,0,1,0,1,1,0,4,4040,7133,25,175,61,1,1,1,nyjn2210.tif,00035984.tif,2011,0,0,0,06,17,18795,018711,0187,1030085,103,ORIGINAL,4,705,0,,Y,2,2011-018711
T206,09,CT,STAR ISLAND SHARK,12,6,LIVE BLUEFISH,RANGER WRECK,6757,36,1545,2210,0085,4,1,1,2,3,1,1540,3551,3531,1,2,4,6,1,0,1,0,1,1,1,5,4035,7147,20,180,67,2,1,1,nyjn2210.tif,00035986.tif,2011,0,0,0,06,17,18795,018712,0187,1030085,103,ORIGINAL,4,700,0,,Y,1,2011-018712
T206,09,CT,STAR ISLAND SHARK,13,6,6,7,6757,36,1615,2210,0085,4,1,1,2,2,6,1610,3551,3531,1,2,3,4,0,0,1,0,1,1,0,6,9999,9999,999,200,64,2,2,1,nyjn2210.tif,00035988.tif,2011,0,1,0,06,17,18795,018713,0187,1030085,103,ORIGINAL,4,722,0,,N,1,2011-018713
T206,09,CT,STAR ISLAND SHARK,14,6,LIVE LINE,GIA GROUNDS,6757,36,1655,2210,0085,4,1,1,2,2,1,1655,3551,3531,1,1,3,9,1,0,1,0,1,1,1,4,4056,7143,12,180,66,2,1,1,nyjn2210.tif,00035990.tif,2011,0,0,0,06,17,18795,018714,0187,1030085,103,ORIGINAL,4,694,0,,Y,2,2011-018714
T206,36,NY,STAR ISLAND SHARK,15,6,6,RANGER WRECK,6757,36,1700,2210,0085,4,1,2,2,3,1,1645,3551,3531,1,2,3,6,1,0,1,0,1,1,0,6,4035,7147,35,180,63,2,1,1,nyjn2210.tif,00035992.tif,2011,0,1,0,06,17,18795,018715,0187,1030085,103,ORIGINAL,4,701,0,,N,1,2011-018715
T206,36,NY,STAR ISLAND SHARK,16,6,6,JENNY BUTTERFISH HOLE,6757,36,1705,2210,0085,4,1,1,2,2,2,1705,3551,3531,1,2,5,8,0,0,1,0,1,1,0,3,4049,7133,23,178,64,1,1,1,nyjn2210.tif,00035994.tif,2011,1,1,0,06,17,18795,018716,0187,1030085,103,ORIGINAL,4,718,0,,N,2,2011-018716
T206,09,CT,STAR ISLAND SHARK,17,6,6,BUTTERFISH HOLE,6757,36,1715,2210,0085,4,1,1,2,2,1,1655,3551,3531,1,2,4,7,1,0,1,0,1,1,0,6,4050,7135,30,99998,98,2,1,1,nyjn2210.tif,00035996.tif,2011,0,0,0,06,17,18795,018717,0187,1030085,103,ORIGINAL,4,698,0,,Y,2,2011-018717
T206,36,NY,STAR ISLAND SHARK,18,6,6,26 MILES OFF OF POINT,6757,36,1720,2210,0085,4,1,1,2,2,1,1715,3551,3531,1,2,3,8,1,0,1,0,1,1,0,4,9998,9998,26,187,62,2,1,1,nyjn2210.tif,00035998.tif,2011,0,1,0,06,17,18795,018718,0187,1030085,103,ORIGINAL,4,716,0,,Y,2,2011-018718
T206,36,NY,STAR ISLAND SHARK,19,6,6,RANGER WRECK,6757,36,1725,2210,0085,4,1,1,2,2,1,1720,3551,3531,1,12,4,8,0,0,1,0,1,1,0,3,4035,7147,20,175,62,1,1,1,nyjn2210.tif,00036000.tif,2011,1,1,0,06,17,18795,018719,0187,1030085,103,ORIGINAL,4,712,0,,Y,2,2011-018719
T206,36,NY,STAR ISLAND SHARK,20,6,6,SW OF MONTAUK,6757,36,1730,2210,0085,4,1,1,2,2,1,1720,3551,3531,1,2,3,8,0,0,1,0,1,1,0,4,9998,9998,35,200,64,2,1,1,nyjn2210.tif,00036002.tif,2011,0,0,0,06,17,18795,018720,0187,1030085,103,ORIGINAL,4,702,0,,Y,2,2011-018720
T206,44,RI,STAR ISLAND SHARK,21,6,6,8 MILES OFF POINT,6757,36,1735,2210,0085,4,1,1,2,2,1,1730,3551,3531,1,2,3,7,0,0,1,0,1,1,0,6,9998,9998,8,183,60,2,1,1,nyjn2210.tif,00036004.tif,2011,0,0,0,06,17,18795,018721,0187,1030085,103,ORIGINAL,4,696,0,,Y,2,2011-018721
T206,09,CT,STAR ISLAND SHARK,22,6,6,RANGER WRECK,6757,36,1745,2210,0085,4,1,1,2,2,1,1730,3551,3531,1,2,4,7,1,0,1,0,1,1,0,5,4035,7147,37,200,63,2,1,1,nyjn2210.tif,00036006.tif,2011,1,0,0,06,17,18795,018722,0187,1030085,103,ORIGINAL,4,703,0,,Y,2,2011-018722
T206,09,CT,STAR ISLAND SHARK,23,6,6,JENNYS HORNS,6757,36,1805,2210,0085,4,1,1,2,3,1,1800,3551,3531,1,2,4,8,1,0,1,0,1,1,0,5,4049,7133,25,190,62,2,2,1,nyjn2210.tif,00036008.tif,2011,0,1,0,06,17,18795,018723,0187,1030085,103,ORIGINAL,4,711,0,,Y,2,2011-018723
T206,09,CT,STAR ISLAND SHARK,24,6,6,BUTTERFISH HOLE,6757,36,1820,2210,0085,4,1,1,2,2,7,1810,3551,3531,1,2,4,10,1,0,1,0,1,1,0,4,4050,7135,22,180,62,2,1,1,nyjn2210.tif,00036010.tif,2011,0,1,0,06,17,18795,018724,0187,1030085,103,ORIGINAL,4,699,0,,Y,2,2011-018724
T206,09,CT,STAR ISLAND SHARK,25,6,6,WEST BUTTERFISH HOLE,6757,36,1825,2210,0085,4,1,1,2,2,1,1715,3551,3531,1,2,4,10,1,0,1,0,1,1,0,4,4050,7135,22,198,62,2,1,1,nyjn2210.tif,00036012.tif,2011,0,0,0,06,17,18795,018725,0187,1030085,103,ORIGINAL,4,693,0,,Y,2,2011-018725
T206,25,MA,STAR ISLAND SHARK,26,6,6,30 MILES OFF OF POINT,6757,36,1833,2210,0085,4,1,1,2,1,6,1745,3551,3531,1,2,3,5,1,0,1,0,1,1,0,6,9998,9998,30,180,63,2,1,1,nyjn2210.tif,00036014.tif,2011,0,1,0,06,17,18795,018726,0187,1030085,103,ORIGINAL,4,720,0,,N,2,2011-018726
T206,36,NY,STAR ISLAND SHARK,27,6,6,17 MILES OFF POINT,6757,36,1840,2210,0085,4,1,1,2,2,1,1810,3551,3531,1,12,3,4,1,0,1,0,1,1,0,5,9998,9998,17,190,60,1,1,1,nyjn2210.tif,00036016.tif,2011,1,0,0,06,17,18795,018727,0187,1030085,103,ORIGINAL,4,704,0,,Y,2,2011-018727
T206,44,RI,STAR ISLAND SHARK,28,6,6,GULLY OFF OF BLOCK,6757,36,1845,2210,0085,4,1,1,2,2,1,1810,3551,3531,1,1,3,9,1,0,1,0,1,1,0,6,4100,7120,25,180,61,2,1,1,nyjn2210.tif,00036018.tif,2011,0,1,0,06,17,18795,018728,0187,1030085,103,ORIGINAL,4,708,0,,Y,2,2011-018728
T206,25,MA,STAR ISLAND SHARK,29,6,6,SOUTH BUTTERFISH HOLE,6757,36,1850,2210,0085,4,1,1,2,3,2,1800,3551,3531,1,1,4,8,1,0,1,0,1,1,0,5,4050,7135,50,230,66,2,1,1,nyjn2210.tif,00036020.tif,2011,0,1,0,06,17,18795,018729,0187,1030085,103,ORIGINAL,4,697,0,,Y,2,2011-018729
T206,09,CT,STAR ISLAND SHARK,30,6,6,40 MILES OFF POINT,6757,36,1855,2210,0085,4,1,1,2,2,1,1545,3551,3531,1,2,3,5,0,0,1,0,1,1,0,6,9998,9998,40,250,67,1,1,1,nyjn2210.tif,00036022.tif,2011,0,0,0,06,17,18795,018730,0187,1030085,103,ORIGINAL,4,692,0,,Y,2,2011-018730
T206,36,NY,STAR ISLAND SHARK,31,6,6,DIP,6757,36,1900,2210,0085,4,1,1,2,2,1,1800,3551,3531,1,2,4,2,1,0,1,0,1,1,0,5,3955,7144,65,99998,64,2,1,1,nyjn2210.tif,00036024.tif,2011,0,0,0,06,17,18795,018731,0187,1030085,103,ORIGINAL,4,714,0,,Y,2,2011-018731
6,51,VA,6,01,6,DRIFTING,B TOWER,7392,51,1710,1105,0002,1,1,2,1,3,1,1700,30,1050,2,2,8,6,1,1,1,1,0,0,1,6,9998,9998,66,180,76,2,1,1,vajn1105.tif,00036028.tif,2011,1,1,0,06,18,18796,018801,0188,8100002,810,ORIGINAL,8,442,0,,Y,2,2011-018801
6,51,VA,6,02,6,6,CIGAR,7392,51,1724,1105,0002,1,1,1,2,2,1,1722,1050,2181,2,2,8,6,0,0,1,1,0,0,0,6,3630,7450,55,180,74,2,1,1,vajn1105.tif,00036030.tif,2011,0,1,0,06,18,18796,018802,0188,8100002,810,ORIGINAL,8,441,0,,Y,1,2011-018802
6,51,VA,6,03,6,6,CIGAR,7392,51,1728,1105,0091,1,1,2,1,3,1,1720,2181,1940,2,2,6,11,0,0,1,1,0,0,0,6,3630,7450,60,180,75,2,1,1,vajn1105.tif,00036032.tif,2011,1,1,0,06,18,18796,018803,0188,8100091,810,ORIGINAL,8,443,0,,Y,2,2011-018803
6,51,VA,6,04,6,6,CIGAR,7392,51,1756,1105,0002,1,1,1,2,2,2,1745,4656,1050,2,2,7,5,0,1,1,1,0,0,0,4,3630,7450,70,200,75,2,1,1,vajn1105.tif,00036034.tif,2011,1,1,0,06,18,18796,018804,0188,8100002,810,ORIGINAL,8,440,0,,Y,1,2011-018804
6,51,VA,6,01,6,6,PARKING LOT,6447,51,1652,1112,0039,8,1,1,2,2,1,1645,3551,4672,2,2,6,8,0,1,1,1,1,0,0,3,3740,7450,27,150,72,2,1,1,vajn1112.tif,00036043.tif,2011,0,1,0,06,18,18796,019001,0190,0010039,001,ORIGINAL,8,457,0,,Y,2,2011-019001
6,51,VA,6,02,6,6,PARKING LOT,6447,51,1756,1112,0039,8,1,1,2,2,7,1720,4656,9996,2,1,4,12,0,1,1,1,0,0,0,3,3740,7450,40,180,74,1,2,2,vajn1112.tif,00036045.tif,2011,1,1,0,06,18,18796,019002,0190,0010039,001,ORIGINAL,8,461,0,,Y,2,2011-019002
6,51,VA,6,03,6,6,PARKING LOT,6447,51,1806,1112,0039,8,1,1,2,2,1,1730,3551,4672,2,2,7,8,0,1,1,1,1,0,0,4,3740,7450,35,140,71,1,1,1,vajn1112.tif,00036046.tif,2011,0,1,0,06,18,18796,019003,0190,0010039,001,ORIGINAL,8,458,0,,Y,2,2011-019003
6,51,VA,6,04,6,6,PARKING LOT,6447,51,1817,1112,0039,8,1,1,2,2,1,1745,4672,4711,2,2,6,9,0,1,1,1,0,0,0,4,3740,7450,38,150,74,2,1,1,vajn1112.tif,00036048.tif,2011,1,1,0,06,18,18796,019004,0190,0010039,001,ORIGINAL,8,460,0,,Y,2,2011-019004
6,24,MD,6,05,6,6,PARKING LOT,6447,51,1852,1112,0955,8,1,1,2,2,7,1840,4672,9996,2,2,6,8,0,1,0,1,0,0,0,4,3740,7450,30,175,98,2,1,1,vajn1112.tif,00036050.tif,2011,0,1,0,06,18,18796,019005,0190,0010955,001,ORIGINAL,8,456,0,,Y,2,2011-019005
6,10,DE,6,06,6,6,PARKING LOT,6447,51,1903,1112,0955,8,1,1,2,2,7,1830,4672,4711,2,2,8,6,0,0,1,1,0,0,0,2,3740,7450,50,180,98,2,1,1,vajn1112.tif,00036052.tif,2011,0,1,0,06,18,18796,019006,0190,0010955,001,ORIGINAL,8,459,0,,Y,2,2011-019006
6,51,VA,6,01,6,6,NORFOLK CANYON,2836,51,1705,1113,0088,3,1,2,1,3,6,1700,2171,9996,2,1,6,8,0,0,1,1,0,0,0,4,3705,7450,65,600,74,2,1,1,vajn1113.tif,00036056.tif,2011,0,1,0,06,19,18797,019101,0191,8100088,810,ORIGINAL,8,462,0,,N,2,2011-019101
6,51,VA,6,01,6,6,PARKING LOT,6778,51,1525,1114,0039,8,1,1,2,2,2,1513,4670,4711,2,2,8,7,0,1,1,1,0,0,0,2,3740,7450,25,120,72,2,1,1,vajn1114.tif,00036060.tif,2011,0,0,0,06,19,18797,019201,0192,0010039,001,ORIGINAL,8,463,0,,Y,1,2011-019201
6,24,MD,6,01,6,6,26 MILE HILL,6778,51,1521,1202,0025,7,1,1,2,2,7,1445,4670,1050,2,2,5,4,0,1,1,1,0,0,0,2,3715,7510,26,90,75,2,1,1,vajn1202.tif,00036064.tif,2011,0,1,0,06,18,18796,019301,0193,0010025,001,ORIGINAL,8,476,0,,Y,1,2011-019301
6,51,VA,6,02,6,6,26 MILE HILL,6778,51,1545,1202,0024,7,1,2,1,3,2,1500,4670,4711,2,2,9,5,0,0,1,1,0,0,0,5,3715,7510,26,74,72,2,1,1,vajn1202.tif,00036066.tif,2011,0,1,0,06,18,18796,019302,0193,0010024,001,ORIGINAL,8,472,0,,Y,2,2011-019302
6,51,VA,6,03,6,6,26 MILE HILL,6778,51,1600,1202,0025,7,1,1,2,2,1,1545,4670,1050,2,2,7,6,0,1,1,1,0,0,0,6,3715,7510,26,100,72,2,1,1,vajn1202.tif,00036068.tif,2011,0,1,0,06,18,18796,019303,0193,0010025,001,ORIGINAL,8,470,0,,Y,1,2011-019303
6,51,VA,6,04,6,6,26 MILE HILL,6778,51,1625,1202,1199,7,1,2,1,3,1,1600,4670,1050,2,2,8,6,0,0,1,1,0,0,0,6,3715,7510,26,75,74,2,1,1,vajn1202.tif,00036070.tif,2011,0,0,0,06,18,18796,019304,0193,0011199,001,ORIGINAL,8,471,0,,Y,2,2011-019304
