id,tracker,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
2005-125601,125601,2005,06,24,1102,01,230,BLUEFISH,2,9996,0,0,0,9996
2005-125603,125603,2005,06,24,1102,03,230,BLUEFISH,7,9996,8,0,0,9996
2005-125605,125605,2005,06,24,1102,05,230,BLUEFISH,1,9996,1,1,0,9996
2005-125605,125605,2005,06,24,1102,05,3521,SPINY DOGFISH,0,9996,6,0,0,9996
2005-125701,125701,2005,06,51,1104,01,230,BLUEFISH,12,9996,0,0,0,9996
2005-125701,125701,2005,06,51,1104,01,330,96,1,9996,0,0,0,9996
2005-126201,126201,2005,06,51,1106,01,230,BLUEFISH,30,9996,0,0,0,9996
2005-126404,126404,2005,06,24,1202,04,4931,96,0,9996,2,0,0,9996
2005-126501,126501,2005,06,24,1201,01,3551,96,1,9996,0,0,0,9996
2005-126502,126502,2005,06,24,1201,02,230,BLUEFISH,2,9996,0,0,0,9996
2005-126502,126502,2005,06,24,1201,02,3521,SPINY DOGFISH,1,9996,0,0,0,9996
2005-126503,126503,2005,06,24,1201,03,230,BLUEFISH,3,9996,0,1,0,9996
2005-126503,126503,2005,06,24,1201,03,3521,SPINY DOGFISH,0,9996,11,0,0,9996
2005-126504,126504,2005,06,24,1201,04,230,BLUEFISH,4,9996,25,0,0,9996
2005-126505,126505,2005,06,24,1201,05,230,BLUEFISH,6,9996,12,4,0,9996
2005-126505,126505,2005,06,24,1201,05,3521,SPINY DOGFISH,0,9996,8,0,0,9996
2005-126701,126701,2005,06,10,2201,01,4711,96,3,9996,0,0,0,9996
2005-126701,126701,2005,06,10,2201,01,4931,96,0,9996,9,0,0,9996
2005-126901,126901,2005,06,51,2207,01,230,BLUEFISH,52,9996,0,0,0,9996
2005-126902,126902,2005,06,51,2207,02,230,BLUEFISH,15,9996,5,0,0,9996
2005-127001,127001,2005,06,34,2206,01,3531,96,1,9996,0,0,0,9996
2005-128301,128301,2005,06,51,2102,01,1050,96,13,9996,0,0,0,9996
2005-128301,128301,2005,06,51,2102,01,230,BLUEFISH,6,9996,0,0,0,9996
2005-128301,128301,2005,06,51,2102,01,4711,96,1,9996,0,0,0,9996
2005-128302,128302,2005,06,51,2102,02,1050,96,8,9996,0,0,0,9996
2005-128302,128302,2005,06,51,2102,02,230,BLUEFISH,1,9996,0,0,0,9996
2005-128303,128303,2005,06,51,2102,03,230,BLUEFISH,10,9996,0,0,0,9996
2005-128303,128303,2005,06,51,2102,03,1050,96,6,9996,0,0,0,9996
2005-128303,128303,2005,06,51,2102,03,4661,96,2,9996,0,0,0,9996
2005-128601,128601,2005,06,51,1204,01,1050,96,6,9996,0,0,0,9996
2005-128602,128602,2005,06,51,1204,02,1050,96,5,9996,0,0,0,9996
2005-128603,128603,2005,06,51,1204,03,1050,96,6,9996,0,0,0,9996
2005-128604,128604,2005,06,51,1204,04,1050,96,15,9996,0,0,0,9996
2005-129302,129302,2005,06,10,1104,02,4677,96,1,9996,2,0,0,9996
2005-129303,129303,2005,06,10,1104,03,230,BLUEFISH,5,9996,0,0,0,9996
2005-129303,129303,2005,06,10,1104,03,4677,96,1,9996,0,0,0,9996
2005-129304,129304,2005,06,10,1104,04,230,BLUEFISH,4,9996,0,0,0,9996
2005-129501,129501,2005,06,34,2103,01,4821,96,0,9996,2,0,0,9996
2005-129503,129503,2005,06,34,2103,03,4821,96,0,9996,1,0,0,9996
2005-129504,129504,2005,06,34,2103,04,4821,96,0,9996,4,0,0,9996
2005-129509,129509,2005,06,34,2103,09,4821,96,0,9996,4,0,0,9996
2005-129510,129510,2005,06,34,2103,10,3531,96,1,9996,0,0,0,9996
2005-129517,129517,2005,06,34,2103,17,4931,96,0,9996,1,0,0,9996
2005-129517,129517,2005,06,34,2103,17,3551,96,0,9996,1,0,0,9996
2005-129520,129520,2005,06,34,2103,20,3551,96,1,9996,0,0,0,9996
2005-129520,129520,2005,06,34,2103,20,3501,DOGFISH,0,9996,1,0,0,9996
2005-129521,129521,2005,06,34,2103,21,4841,96,0,9996,1,0,0,9996
2005-129521,129521,2005,06,34,2103,21,230,BLUEFISH,0,9996,2,0,0,9996
2005-129522,129522,2005,06,34,2103,22,230,BLUEFISH,4,9996,0,0,0,9996
2005-129523,129523,2005,06,34,2103,23,230,BLUEFISH,0,9996,0,3,0,9996
2005-129529,129529,2005,06,34,2103,29,230,BLUEFISH,15,9996,0,0,0,9996
2005-129533,129533,2005,06,34,2103,33,3531,96,1,9996,0,0,0,9996
2005-129702,129702,2005,06,51,1113,02,1050,96,4,9996,0,0,0,9996
2005-130101,130101,2005,06,51,2204,01,4711,96,2,9996,0,0,0,9996
2005-130601,130601,2005,06,24,2202,01,230,BLUEFISH,22,9996,0,0,0,9996
2005-130601,130601,2005,06,24,2202,01,4677,96,1,9996,6,0,0,9996
2005-130703,130703,2005,06,24,2105,03,3551,96,0,9996,1,0,0,9996
2005-130704,130704,2005,06,24,2105,04,4821,96,0,9996,1,0,0,9996
2005-131101,131101,2005,06,10,2104,01,3531,96,1,9996,0,0,0,9996
2005-131102,131102,2005,06,10,2104,02,3551,96,1,9996,0,0,0,9996
2005-131301,131301,2005,06,24,2208,01,230,BLUEFISH,26,9996,0,0,0,9996
2005-131301,131301,2005,06,24,2208,01,4677,96,2,9996,5,0,0,9996
2005-131302,131302,2005,06,24,2208,02,3531,96,1,9996,0,0,0,9996
2005-131303,131303,2005,06,24,2208,03,230,BLUEFISH,12,9996,13,0,0,9996
2005-131303,131303,2005,06,24,2208,03,4681,96,1,9996,0,0,0,9996
2005-131303,131303,2005,06,24,2208,03,4677,96,1,9996,5,0,0,9996
