tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
173301,09,01,1110,1,0,,7704,8,1,3,2017,09,17,0079237,0,0,2,CTSE1110.pdf,00117392.tif,ORIGINAL,BLUEFISH,230,1733,1,4,0,1,0,0,0,2,2017-173301
170201,09,01,2204,2,1,ALIVE;,7704,3,3,2,2017,09,14,0110645,0,1,2,CTSE2204.pdf,00117205.tif,ORIGINAL,SCUP,3295,1702,1,0,0,3,0,0,0,4,2017-170201
152801,10,01,1201,3,0,,6447,2,1,4,2017,09,02,0051599,0,0,2,DESE1201.pdf,00116190.tif,ORIGINAL,DOLPHIN,1050,1528,3,1,0,0,0,0,0,2,2017-152801
152801,10,01,1201,4,0,,6447,2,1,4,2017,09,02,0051599,0,0,2,DESE1201.pdf,00116190.tif,ORIGINAL,WHITE MARLIN,2161,1528,1,0,0,1,0,0,0,2,2017-152801
152801,10,01,1201,5,0,,6447,2,1,4,2017,09,02,0051599,0,0,2,DESE1201.pdf,00116190.tif,ORIGINAL,YFT,4711,1528,2,0,0,1,0,0,0,2,2017-152801
178701,10,01,1203,6,0,,6447,2,1,6,2017,09,23,0051599,0,0,2,DESE1203.pdf,00117761.tif,ORIGINAL,DOLPHIN,1050,1787,1,10,0,0,0,0,0,2,2017-178701
152901,10,01,1204,7,0,,6783,2,1,4,2017,09,04,0051599,0,0,1,DESE1204.pdf,00116194.tif,ORIGINAL,DOLPHIN,1050,1529,1,22,22,0,0,0,0,2,2017-152901
152902,10,02,1204,8,0,,6783,2,1,2,2017,09,04,0051599,0,0,2,DESE1204.pdf,00116196.tif,ORIGINAL,DOLPHIN,1050,1529,1,20,20,0,0,0,0,2,2017-152902
152903,10,03,1204,9,0,,6783,2,1,5,2017,09,04,0051599,0,0,1,DESE1204.pdf,00116198.tif,ORIGINAL,DOLPHIN,1050,1529,1,16,16,0,0,0,0,2,2017-152903
152904,10,04,1204,10,0,,6783,2,1,4,2017,09,04,0051599,0,0,1,DESE1204.pdf,00116200.tif,ORIGINAL,DOLPHIN,1050,1529,1,2,2,0,0,0,0,2,2017-152904
