tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
140702,09,02,1202,42,0,,7788,3,1,4,2019,09,02,0110880,1,0,1,CTSE1202.pdf,00140962.tif,ORIGINAL,ALBACORE TUNA,4701,1407,1,1,1,0,0,0,0,3,2019-140702
140702,09,02,1202,43,0,,7788,3,1,4,2019,09,02,0110880,1,0,1,CTSE1202.pdf,00140962.tif,ORIGINAL,YFT,4711,1407,2,1,1,0,0,0,0,3,2019-140702
140702,09,02,1202,40,0,,7788,3,1,4,2019,09,02,0110880,1,0,1,CTSE1202.pdf,00140962.tif,ORIGINAL,DOLPHIN,1050,1407,3,12,7,0,0,0,0,3,2019-140702
140702,09,02,1202,41,1,CAUGHT OUT OF AREA;,7788,3,1,4,2019,09,02,0110880,1,0,1,CTSE1202.pdf,00140962.tif,ORIGINAL,GOLDEN TILEFISH,4467,1407,4,10,10,0,0,0,0,3,2019-140702
141101,10,01,1204,146,0,,7778,1,1,6,2019,09,02,0050013,0,0,2,DESE1204.pdf,00140975.tif,ORIGINAL,DOLPHIN,1050,1411,1,39,0,0,0,0,0,3,2019-141101
141401,25,01,1102,428,0,,7764,8,3,3,2019,09,01,0230217,0,1,2,MASE1102.pdf,00140984.tif,ORIGINAL,BFT GIANT,4671,1414,1,1,1,0,0,1,0,1,2019-141401
141401,25,01,1102,427,0,,7764,8,3,3,2019,09,01,0230217,0,1,2,MASE1102.pdf,00140984.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,2,4,4,0,0,0,0,1,2019-141401
141402,25,02,1102,429,0,,7764,8,3,2,2019,09,01,0230217,0,1,1,MASE1102.pdf,00140986.tif,ORIGINAL,BFT LARGE MEDIUM,4679,1414,1,1,1,0,0,1,0,1,2019-141402
141403,25,03,1102,431,0,,7764,8,3,2,2019,09,01,0230217,0,1,1,MASE1102.pdf,00140988.tif,ORIGINAL,BFT GIANT,4671,1414,1,1,1,0,0,1,0,1,2019-141403
141403,25,03,1102,430,0,,7764,8,3,2,2019,09,01,0230217,0,1,1,MASE1102.pdf,00140988.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,2,10,10,0,0,0,0,1,2019-141403
141404,25,04,1102,432,0,,7764,8,1,3,2019,09,01,0230784,0,0,2,MASE1102.pdf,00140990.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,1,4,4,0,0,0,0,1,2019-141404
141406,25,06,1102,433,0,,7764,8,1,3,2019,09,01,0230784,1,0,2,MASE1102.pdf,00140993.tif,ORIGINAL,BFT LARGE MEDIUM,4679,1414,1,1,0,0,0,1,0,3,2019-141406
141407,25,07,1102,435,0,,7764,8,1,2,2019,09,01,0230217,0,0,1,MASE1102.pdf,00140995.tif,ORIGINAL,BFT GIANT,4671,1414,1,1,1,0,0,1,0,3,2019-141407
141407,25,07,1102,434,0,,7764,8,1,2,2019,09,01,0230217,0,0,1,MASE1102.pdf,00140995.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,2,15,15,0,0,0,0,3,2019-141407
141409,25,09,1102,437,0,,7764,8,3,2,2019,09,01,0230217,0,0,1,MASE1102.pdf,00140998.tif,ORIGINAL,BFT GIANT,4671,1414,1,1,1,0,0,1,0,3,2019-141409
141409,25,09,1102,436,0,,7764,8,3,2,2019,09,01,0230217,0,0,1,MASE1102.pdf,00140998.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,2,12,12,0,0,0,0,3,2019-141409
141410,25,10,1102,438,0,,7764,8,3,1,2019,09,01,0230217,0,0,2,MASE1102.pdf,00141000.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,1,5,5,15,0,0,0,1,2019-141410
141411,25,11,1102,439,0,,7764,8,3,2,2019,09,01,0230217,0,0,2,MASE1102.pdf,00141002.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,1,15,15,15,0,0,0,3,2019-141411
141412,25,12,1102,440,0,,7764,8,1,2,2019,09,01,0230218,0,0,2,MASE1102.pdf,00141004.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,1,0,0,24,0,0,0,3,2019-141412
141412,25,12,1102,441,0,,7764,8,1,2,2019,09,01,0230218,0,0,2,MASE1102.pdf,00141004.tif,ORIGINAL,SPINY DOGFISH,3521,1414,2,0,0,1,0,0,0,3,2019-141412
141413,25,13,1102,445,0,,7764,8,1,3,2019,09,01,0230218,0,1,2,MASE1102.pdf,00141006.tif,ORIGINAL,SILVER HAKE,5090,1414,1,0,0,24,0,0,0,3,2019-141413
141413,25,13,1102,442,0,,7764,8,1,3,2019,09,01,0230218,0,1,2,MASE1102.pdf,00141006.tif,ORIGINAL,HERRING,1670,1414,2,48,48,0,0,0,0,3,2019-141413
141413,25,13,1102,443,0,,7764,8,1,3,2019,09,01,0230218,0,1,2,MASE1102.pdf,00141006.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,3,48,48,0,0,0,0,3,2019-141413
141413,25,13,1102,444,0,,7764,8,1,3,2019,09,01,0230218,0,1,2,MASE1102.pdf,00141006.tif,ORIGINAL,SPINY DOGFISH,3521,1414,4,0,0,1,0,0,0,3,2019-141413
141413,25,13,1102,446,1,ALIVE;,7764,8,1,3,2019,09,01,0230218,0,1,2,MASE1102.pdf,00141006.tif,ORIGINAL,HAKE,5240,1414,5,0,0,1,0,0,0,3,2019-141413
141414,25,14,1102,447,0,,7764,8,1,2,2019,09,01,0230784,0,0,2,MASE1102.pdf,00141008.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,1,0,0,12,0,0,0,1,2019-141414
141414,25,14,1102,448,0,,7764,8,1,2,2019,09,01,0230784,0,0,2,MASE1102.pdf,00141008.tif,ORIGINAL,SPINY DOGFISH,3521,1414,2,0,0,0,1,0,0,1,2019-141414
141414,25,14,1102,449,0,,7764,8,1,2,2019,09,01,0230784,0,0,2,MASE1102.pdf,00141008.tif,ORIGINAL,SILVER HAKE,5090,1414,3,2,2,0,0,0,0,1,2019-141414
141415,25,15,1102,451,0,,7764,8,1,6,2019,09,01,0230784,0,0,2,MASE1102.pdf,00141010.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,1,0,0,40,0,0,0,3,2019-141415
141415,25,15,1102,450,0,,7764,8,1,6,2019,09,01,0230784,0,0,2,MASE1102.pdf,00141010.tif,ORIGINAL,HERRING,1670,1414,2,0,0,20,0,0,0,3,2019-141415
141417,25,17,1102,454,0,,7764,8,1,4,2019,09,01,0230784,0,1,2,MASE1102.pdf,00141013.tif,ORIGINAL,POLLOCK,2695,1414,1,0,0,1,0,0,0,2,2019-141417
141417,25,17,1102,452,0,,7764,8,1,4,2019,09,01,0230784,0,1,2,MASE1102.pdf,00141013.tif,ORIGINAL,HERRING,1670,1414,2,0,0,1,0,0,0,2,2019-141417
141417,25,17,1102,453,0,,7764,8,1,4,2019,09,01,0230784,0,1,2,MASE1102.pdf,00141013.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,3,20,0,4,0,0,0,2,2019-141417
141417,25,17,1102,455,1,ALIVE;,7764,8,1,4,2019,09,01,0230784,0,1,2,MASE1102.pdf,00141013.tif,ORIGINAL,SEA ROBIN,3410,1414,4,0,0,1,0,0,0,2,2019-141417
141419,25,19,1102,458,0,,7764,8,1,4,2019,09,01,0230784,0,1,2,MASE1102.pdf,00141016.tif,ORIGINAL,HERRING,1670,1414,1,20,20,0,0,0,0,2,2019-141419
141419,25,19,1102,457,0,,7764,8,1,4,2019,09,01,0230784,0,1,2,MASE1102.pdf,00141016.tif,ORIGINAL,HADDOCK,1479,1414,2,2,2,0,0,0,0,2,2019-141419
141419,25,19,1102,460,1,ALIVE;,7764,8,1,4,2019,09,01,0230784,0,1,2,MASE1102.pdf,00141016.tif,ORIGINAL,DOGFISH,3501,1414,3,0,0,1,0,0,0,2,2019-141419
141419,25,19,1102,459,0,,7764,8,1,4,2019,09,01,0230784,0,1,2,MASE1102.pdf,00141016.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,4,18,18,2,0,0,0,2,2019-141419
141419,25,19,1102,456,0,,7764,8,1,4,2019,09,01,0230784,0,1,2,MASE1102.pdf,00141016.tif,ORIGINAL,ATLANTIC BONITO,330,1414,5,2,2,0,0,0,0,2,2019-141419
141420,25,20,1102,462,0,,7764,8,3,2,2019,09,01,0230217,0,0,1,MASE1102.pdf,00141018.tif,ORIGINAL,BFT GIANT,4671,1414,1,1,1,0,0,1,0,1,2019-141420
141420,25,20,1102,461,0,,7764,8,3,2,2019,09,01,0230217,0,0,1,MASE1102.pdf,00141018.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1414,2,0,0,12,0,0,0,1,2019-141420
141422,25,22,1102,463,0,,7764,8,3,4,2019,09,01,0230217,1,0,1,MASE1102.pdf,00141021.tif,ORIGINAL,BFT GIANT,4671,1414,1,1,1,0,0,1,0,1,2019-141422
141501,25,01,1105,465,0,,7736,15,1,3,2019,09,02,0090024,0,0,2,MASE1105.pdf,00141025.tif,ORIGINAL,BFT GIANT,4671,1415,1,1,0,0,0,1,0,3,2019-141501
141502,25,02,1105,466,0,,7736,15,3,1,2019,09,02,0090803,0,0,2,MASE1105.pdf,00141027.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1415,1,12,0,0,0,0,0,1,2019-141502
141503,25,03,1105,468,0,,7736,15,1,3,2019,09,02,0090024,0,0,2,MASE1105.pdf,00141029.tif,ORIGINAL,SILVER HAKE,5090,1415,1,0,0,6,0,0,0,1,2019-141503
141503,25,03,1105,467,0,,7736,15,1,3,2019,09,02,0090024,0,0,2,MASE1105.pdf,00141029.tif,ORIGINAL,ATLANTIC MACKEREL,2120,1415,2,0,0,4,0,0,0,1,2019-141503
