tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
08,6,10,DE,6,01,6,6,BALTIMORE CANYON,6783,10,1628,1101,1599,2,3,1,2,2,1,1600,4656,9996,2,2,10,15,0,1,1,1,0,0,0,3,3806,7349,50,600,76,1,1,1,deau1101.tif,00064082.tif,2013,0,0,0,ORIGINAL,08,04,19574,0814,0051599,005,6,450,0,,Y,2,,2013-081401
08,6,24,MD,6,01,6,6,BALTIMORE CANYON,6478,10,1635,1104,1599,2,1,1,2,2,2,1630,4691,4672,2,2,10,6,0,0,1,1,0,0,0,4,3806,7349,68,1500,75,1,1,1,deau1104.tif,00064086.tif,2013,0,1,0,ORIGINAL,08,03,19573,0815,0051599,005,6,459,0,,Y,2,,2013-081501
08,6,10,DE,6,02,6,6,BALTIMORE CANYON,6478,10,1650,1104,1599,2,1,1,2,2,1,1645,4711,1050,2,2,7,7,0,1,1,1,0,0,0,6,3820,7345,63,1000,75,1,1,2,deau1104.tif,00064088.tif,2013,0,0,0,ORIGINAL,08,03,19573,0815,0051599,005,6,461,0,,Y,2,,2013-081502
08,6,10,DE,6,03,6,6,WASHINGTON CANYON,6478,10,1715,1104,1599,2,1,1,2,2,2,1700,2161,9996,2,1,4,6,0,0,1,1,0,0,0,4,3727,7427,70,1800,98,1,1,2,deau1104.tif,00064089.tif,2013,0,0,0,ORIGINAL,08,03,19573,0815,0051599,005,6,451,0,,N,2,,2013-081503
08,6,10,DE,6,04,6,6,POOR MANS CANYON,6478,10,1720,1104,1599,2,1,1,2,2,1,1700,2161,9996,2,1,5,6,0,1,1,1,0,0,0,3,3752,7406,65,450,76,2,2,2,deau1104.tif,00064090.tif,2013,0,0,0,ORIGINAL,08,03,19573,0815,0051599,005,6,457,0,,Y,2,,2013-081504
08,6,10,DE,6,05,6,6,MASSEYS CANYON,6478,10,1730,1104,1599,2,1,1,2,2,2,1715,4656,9996,2,1,4,8,0,0,1,1,0,1,0,3,3825,7420,42,130,73,1,1,1,deau1104.tif,00064091.tif,2013,0,0,0,ORIGINAL,08,03,19573,0815,0051599,005,6,460,0,,Y,2,,2013-081505
08,6,10,DE,6,06,6,6,BALTIMORE CANYON,6478,10,1735,1104,1599,2,1,1,2,2,1,1720,2161,9996,2,1,5,7,0,1,1,1,0,0,0,6,3814,7350,75,600,79,1,1,1,deau1104.tif,00064093.tif,2013,0,0,0,ORIGINAL,08,03,19573,0815,0051599,005,6,462,0,,Y,2,,2013-081506
08,6,10,DE,6,07,6,6,30 FATHOM LINE,6478,10,1740,1104,1599,2,1,2,1,3,1,1700,4711,9996,2,2,7,8,0,1,1,1,0,0,0,6,9998,9998,40,180,76,1,1,1,deau1104.tif,00064095.tif,2013,0,0,0,ORIGINAL,08,03,19573,0815,0051599,005,6,454,0,,Y,2,,2013-081507
08,6,10,DE,6,08,6,6,BALTIMORE CANYON,6478,10,1800,1104,1599,2,1,1,2,2,1,1745,4711,9996,2,2,8,6,0,0,1,1,0,0,0,4,3806,7349,70,3000,78,1,1,1,deau1104.tif,00064097.tif,2013,0,0,0,ORIGINAL,08,03,19573,0815,0051599,005,6,455,0,,Y,2,,2013-081508
08,6,10,DE,6,09,6,6,POOR MANS CANYON,6478,10,1820,1104,1599,2,1,2,1,3,1,1800,2161,4711,2,12,7,7,0,0,1,1,0,0,0,5,3752,7406,67,840,77,1,1,1,deau1104.tif,00064099.tif,2013,0,0,0,ORIGINAL,08,03,19573,0815,0051599,005,6,453,0,,Y,2,,2013-081509
