tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
088901,6,09,CT,6,01,6,6,BLOCK CANYON,7794,09,1610,1106,0630,3,1,1,2,2,1,1530,4711,9996,2,12,10,24,0,0,1,1,0,1,0,0,5,3950,7114,75,1800,77,1,2,1,CTAU1106.pdf,00137873.tif,2019,0,0,0,ORIGINAL,08,04,21765,0889,0110630,011,3,443,0,,Y,2,2019-088901
089001,6,09,CT,6,01,6,6,FISH TALES,7788,09,1547,1203,0630,3,1,1,2,2,1,1545,4711,4328,2,1,8,14,0,1,1,1,0,1,0,0,4,4000,7120,90,1200,75,1,2,1,CTAU1203.pdf,00137879.tif,2019,0,1,0,ORIGINAL,08,03,21764,0890,0110630,011,3,462,0,,Y,1,2019-089001
089002,6,09,CT,6,02,6,6,BLOCK CANYON,7788,09,1719,1203,0630,3,1,1,2,2,1,1718,4656,4328,2,2,8,18,0,1,1,1,1,0,0,0,2,3950,7114,100,2000,78,1,2,1,CTAU1203.pdf,00137881.tif,2019,0,0,0,ORIGINAL,08,03,21764,0890,0110630,011,3,463,0,,Y,2,2019-089002
089003,6,09,CT,6,03,6,JIGGING,COIMBRA WRECK,7788,09,1757,1203,3879,3,1,2,2,3,2,1752,4711,4670,2,2,7,9,0,0,1,1,0,0,0,1,2,4024,7222,36,198,74,1,2,1,CTAU1203.pdf,00137883.tif,2019,0,0,0,ORIGINAL,08,03,21764,0890,0113879,011,3,464,0,,N,2,2019-089003
089101,6,09,CT,6,01,6,6,12 MILES SW MONTAUK,6773,09,1630,2101,0880,3,1,1,2,2,1,1625,3531,3551,2,1,3,5,1,1,0,0,0,0,1,0,2,9998,9998,12,110,69,1,2,1,CTAU2101.pdf,00137889.tif,2019,0,0,0,ORIGINAL,08,01,21762,0891,0110880,011,3,466,0,,Y,2,2019-089101
089201,6,09,CT,6,01,6,6,CANYON BLOCK,7794,09,1610,2201,0630,3,1,1,2,2,1,1600,4711,4691,2,2,7,12,0,0,1,1,0,0,0,0,6,3950,7114,75,4000,78,1,2,1,CTAU2201.pdf,00137895.tif,2019,0,1,0,ORIGINAL,08,02,21763,0892,0110630,011,3,469,0,,Y,2,2019-089201
089301,6,10,DE,6,01,6,6,HOT DOG,6783,10,1636,1204,1599,2,1,2,1,3,1,1630,7777,9996,2,2,9,8,0,1,1,1,0,0,0,0,5,3806,7417,48,125,78,2,2,1,DEAU1204.pdf,00137899.tif,2019,1,0,0,ORIGINAL,08,03,21764,0893,0051599,005,6,483,0,,Y,2,2019-089301
089302,6,10,DE,6,02,6,6,BALTIMORE CANYON,6783,10,1647,1204,1599,2,1,1,2,2,1,1643,2161,9996,2,1,8,7,0,1,0,1,0,0,0,0,5,3814,7350,55,600,76,1,1,1,DEAU1204.pdf,00137901.tif,2019,0,1,0,ORIGINAL,08,03,21764,0893,0051599,005,6,480,0,,Y,2,2019-089302
089303,6,10,DE,6,03,6,6,BALTIMORE CANYON,6783,10,1718,1204,1599,2,1,2,1,3,1,1716,1050,2161,2,1,8,4,0,1,1,1,0,0,0,0,6,3814,7350,75,600,78,1,2,1,DEAU1204.pdf,00137903.tif,2019,0,1,0,ORIGINAL,08,03,21764,0893,0051599,005,6,484,0,,Y,2,2019-089303
089304,6,10,DE,6,04,6,6,BALTIMORE CANYON,6783,10,1823,1204,1599,2,1,1,2,2,6,1818,2161,1050,2,12,8,10,0,1,1,1,0,0,0,0,3,3814,7350,84,600,80,1,2,1,DEAU1204.pdf,00137905.tif,2019,0,0,0,ORIGINAL,08,03,21764,0893,0051599,005,6,485,0,,Y,1,2019-089304
